"Date","SINTEX.NS.Open","SINTEX.NS.High","SINTEX.NS.Low","SINTEX.NS.Close","SINTEX.NS.Volume","SINTEX.NS.Adjusted"
2007-03-13,100.723,103.179001,95.367104,102.663002,100580,91.875931
2007-03-14,96.792,101.165001,94.851196,98.339699,12733,88.006882
2007-03-15,100.723,102.196999,99.739998,100.353996,31567,89.809517
2007-03-16,100.330002,101.655998,94.507301,100.428001,110993,89.875755
2007-03-19,100.723,101.189003,99.764503,100.231003,73444,89.699463
2007-03-20,99.739998,100.968002,98.265999,100.035004,32890,89.524055
2007-03-21,100.181999,102.442001,98.757301,100.894997,78332,90.293686
2007-03-22,102.834999,104.580002,101.238998,102.417999,45416,91.656662
2007-03-23,101.016998,102.196999,100.723,101.434998,13093,90.776947
2007-03-26,101.213997,102.589996,100.231003,101.213997,21403,90.579178
2007-03-28,101.213997,101.213997,96.890297,98.118599,36086,87.809013
2007-03-29,97.381599,102.171997,96.792,100.723,34333,90.139763
2007-03-30,99.052101,104.383003,99.052101,103.252998,135878,92.403923
