"Date","HINDPETRO.NS.Open","HINDPETRO.NS.High","HINDPETRO.NS.Low","HINDPETRO.NS.Close","HINDPETRO.NS.Volume","HINDPETRO.NS.Adjusted"
2007-03-14,297.231,299.632,292.781,56.044399,2777886,10.634499
2007-03-15,298.637,302.15,293.249,55.822201,1309113,10.592337
2007-03-16,298.637,302.15,293.249,56.7556,1657328,10.76945
2007-03-19,299.925,307.713,299.925,57.322201,939591,10.876964
2007-03-20,304.492,313.275,303.497,58.7444,1731555,11.146827
2007-03-21,308.005,311.87,305.663,58.955601,954706,11.186902
2007-03-22,308.005,315.208,306.834,59.466702,953109,11.283887
2007-03-23,314.798,314.798,303.321,58.088902,2162074,11.022447
2007-03-26,305.663,318.428,303.789,59.055599,1657044,11.205878
2007-03-28,298.637,309.118,295.182,56.444401,1548256,10.710402
2007-03-29,291.61,299.808,287.57,55.3778,3696304,10.508012
2007-03-30,286.984,296.587,286.047,55.0667,3314146,10.448979
2007-04-02,292.781,292.781,280.601,53.400002,915948,10.132721
2007-04-03,279.898,287.979,277.732,54.166698,2760777,10.278203
2007-04-04,290.439,292.137,284.7,54.5667,740304,10.354104
2007-04-05,289.268,295.943,287.043,55.799999,1305914,10.588122
2007-04-09,298.578,300.862,295.709,56.544399,1032282,10.729374
2007-04-10,301.564,308.005,301.037,57.544399,2611336,10.919127
2007-04-11,303.497,306.834,295.182,56.166698,764811,10.657706
2007-04-12,299.808,299.808,288.097,55.011101,2308964,10.438428
2007-04-13,287.628,290.322,284.583,54.522202,1943226,10.345661
2007-04-16,290.439,295.006,289.268,55.611099,2008058,10.552279
2007-04-17,295.123,310.348,293.952,58.1222,4571014,11.028764
2007-04-18,308.005,315.559,298.871,56.911098,3106053,10.798956
2007-04-19,296.294,303.087,294.011,57.2444,932188,10.862202
2007-04-20,303.321,309.177,301.564,57.677799,1359706,10.94444
2007-04-23,305.722,313.51,301.096,57.366699,1482687,10.885409
2007-04-24,298.637,307.83,296.294,57.7444,1449284,10.957077
2007-04-25,309.411,313.861,304.609,58.211102,3185698,11.045632
2007-04-26,308.005,326.743,305.663,60.844398,9398822,11.545305
2007-04-27,318.663,329.085,312.983,59.944401,5262102,11.374529
2007-04-30,316.203,321.18,310.348,60.022202,2034238,11.389293
2007-05-03,320.829,329.085,316.203,62.211102,3228552,11.804639
2007-05-04,327.914,335.527,323.815,61.700001,3669390,11.707657
2007-05-07,329.085,341.793,329.085,64.166702,4834872,12.175718
2007-05-08,340.797,345.482,328.208,62.644402,1780038,11.886857
2007-05-09,333.419,335.996,326.158,63.577801,2593436,12.063973
2007-05-10,337.284,340.68,329.905,63.833302,3667671,12.112455
2007-05-11,333.77,339.626,329.203,63.722198,3448750,12.09137
2007-05-14,338.396,347.121,336.288,64.111099,3874442,12.165166
2007-05-15,337.284,355.904,337.284,67.177803,3323979,12.747077
2007-05-16,351.337,357.193,343.959,65.844398,3273903,12.494061
2007-05-17,350.752,360.472,350.752,68.111099,2627577,12.924171
2007-05-18,351.337,356.607,347.824,66.733299,1877836,12.66273
2007-05-21,363.048,363.048,349.288,67.788902,3917174,12.863034
2007-05-22,352.684,356.022,350.166,66.633301,973750,12.643758
2007-05-23,353.679,360.12,347.824,66.5,1432917,12.61846
2007-05-24,348.995,353.562,334.004,63.8778,1863801,12.120898
2007-05-25,336.64,336.64,325.806,62.088902,3281414,11.781452
2007-05-28,327.914,337.635,326.743,62.2556,2568672,11.813083
2007-05-29,332.482,336.054,325.045,61.988899,2928172,11.762474
2007-05-30,326.685,334.473,325.573,61.977798,1689390,11.760367
2007-05-31,330.257,359.125,329.32,65.488899,3584228,12.426606
2007-06-01,344.31,347.824,338.689,65.733299,2910002,12.47298
2007-06-04,344.31,350.049,331.545,63.344398,4891226,12.019683
2007-06-05,333.828,334.942,323.64,61.611099,5014300,11.690788
2007-06-06,324.401,330.257,323.347,61.555599,3638304,11.680256
2007-06-07,327.914,329.085,316.613,60.411098,4203914,11.463087
2007-06-08,316.203,316.203,304.492,58.022202,3656574,11.009791
2007-06-11,310.523,322.059,309.762,60.866699,3501140,11.549537
2007-06-12,323.347,326.099,316.262,61.555599,5250348,11.680256
2007-06-13,324.401,327.153,313.861,59.822201,2056437,11.351342
2007-06-14,316.32,320.829,313.92,60,1702436,11.385077
2007-06-15,312.631,322.644,310.992,60.7444,2246756,11.526331
2007-06-18,322.059,322.059,308.357,58.6889,2319804,11.136294
2007-06-19,309.177,313.334,304.492,58.633301,4366098,11.125747
2007-06-20,310.348,312.69,306.893,58.455601,1980612,11.092026
2007-06-21,313.861,323.23,309.821,60.833302,6403275,11.543199
2007-06-22,339.626,339.626,316.672,60.511101,3238803,11.482062
2007-06-25,320.888,320.888,308.005,58.733299,5484424,11.144721
2007-06-26,313.627,314.095,305.312,58.177799,5176544,11.039312
2007-06-27,310.231,310.348,303.321,58.077801,6821402,11.020339
2007-06-28,310.231,310.231,305.663,58.466702,3495024,11.094135
2007-06-29,309.059,329.085,306.307,60.144402,2519834,11.412479
2007-07-02,310.933,319.248,310.465,60.033298,2956761,11.391397
2007-07-03,316.203,324.401,310.348,59.011101,4682902,11.197434
2007-07-04,312.104,316.203,308.181,58.977798,4338806,11.191115
2007-07-05,314.915,316.086,309.235,59.611099,2933860,11.311284
2007-07-06,314.154,314.915,310.933,59.466702,5864787,11.283887
2007-07-09,312.69,315.559,311.694,59.455601,4002939,11.281779
2007-07-10,315.091,319.599,305.605,58.088902,5047875,11.022447
2007-07-11,306.834,308.591,299.808,57.111099,3807675,10.836907
2007-07-12,304.141,307.186,302.15,57.988899,2276978,11.003469
2007-07-13,307.069,309.118,305.136,58.099998,1523475,11.024553
2007-07-16,306.834,309.469,303.321,57.844398,2052648,10.976051
2007-07-17,304.492,306.776,301.623,57.400002,3028882,10.891726
2007-07-18,302.15,305.956,301.154,57.788898,1303047,10.96552
2007-07-19,304.492,305.546,302.15,57.544399,1436688,10.919127
2007-07-20,304.492,309.059,295.826,56.322201,4619349,10.687214
2007-07-23,296.88,302.97,292.84,55.9333,2929563,10.613418
2007-07-24,295.123,300.393,295.123,56.511101,2335216,10.723057
2007-07-25,298.519,303.672,296.88,57.0667,1461411,10.828482
2007-07-26,302.15,314.329,299.925,58.7556,7960698,11.148954
2007-07-27,303.321,307.947,296.587,57.033298,3253000,10.822145
2007-07-30,300.569,304.785,297.583,57.177799,1125580,10.849564
2007-07-31,304.141,306.542,298.637,57.2556,3411040,10.864326
2007-08-01,298.578,299.749,284.642,54.400002,2284875,10.322472
2007-08-02,291.61,292.781,287.218,54.766701,1821636,10.392053
2007-08-03,292.781,292.781,288.916,55.133301,1801444,10.461617
2007-08-06,288.858,298.285,285.754,55.544399,3342591,10.539621
2007-08-07,299.808,303.907,296.294,56.833302,3109365,10.784196
2007-08-08,303.321,304.258,299.866,57.5,2054475,10.910704
2007-08-09,304.258,306.542,293.484,56.033298,2906438,10.632394
2007-08-10,292.898,295.123,287.218,55.644402,3688412,10.558599
2007-08-13,297.465,297.465,291.61,55.8111,1982340,10.59023
2007-08-14,295.123,298.578,294.186,56.355598,1816272,10.693551
2007-08-16,288.389,292.781,287.277,54.7444,4055602,10.387822
2007-08-17,219.459,219.459,203.183,50.055599,6749676,12.164605
2007-08-20,213.698,214.613,208.715,50.988899,3750354,12.391415
2007-08-21,213.973,213.973,205.468,50.5,3671842,12.272603
2007-08-22,204.829,212.784,204.829,51.077801,1707808,12.41302
2007-08-23,201.308,213.973,201.308,50.9333,2754122,12.377902
2007-08-24,208.532,212.144,207.618,50.8111,917451,12.348206
2007-08-27,213.515,213.515,209.858,51.1222,1365682,12.423809
2007-08-28,210.315,212.144,208.852,50.944401,1356710,12.380599
2007-08-29,208.486,216.944,206.474,52.411098,4800456,12.737041
2007-08-30,219.185,219.185,212.509,51.855598,4149081,12.602041
2007-08-31,219.368,219.368,213.104,52.222198,1502276,12.691133
2007-09-03,217.264,217.493,214.11,52.299999,1105952,12.71004
2007-09-04,216.716,219.962,214.933,53,1948185,12.880157
2007-09-05,217.63,220.374,215.801,52.6222,1106708,12.788343
2007-09-06,218.453,218.453,213.973,52.366699,1871086,12.72625
2007-09-07,216.716,217.63,212.647,51.8111,1348668,12.59123
2007-09-10,213.195,221.288,212.281,53.577801,2031142,13.020578
2007-09-11,221.288,230.341,217.859,54.7556,4961673,13.306806
2007-09-12,225.037,228.329,219.459,53.544399,1695843,13.012458
2007-09-13,219.459,224.031,217.813,53.466702,2612938,12.993576
2007-09-14,220.739,225.128,217.767,53.1222,1269693,12.909854
2007-09-17,214.887,221.288,214.887,52.788898,658260,12.828854
2007-09-18,216.716,221.197,214.887,53.4333,3006580,12.985459
2007-09-19,218.545,223.025,216.259,53.366699,2600406,12.969273
2007-09-20,220.374,232.626,220.374,56,9219992,13.609221
2007-09-21,229.518,233.175,228.466,55.833302,2454543,13.568712
2007-09-24,232.992,236.01,230.889,56.977798,3944812,13.846848
2007-09-25,235.918,251.372,234.913,59.055599,8876502,14.351801
2007-09-26,246.617,266.734,244.651,61.911098,11789577,15.045751
2007-09-27,258.596,260.059,243.691,60.533298,8100148,14.710913
2007-09-28,249.178,251.463,240.948,59.299999,1942596,14.411194
2007-10-01,233.175,256.95,233.175,61.2444,5299047,14.883728
2007-10-03,253.293,258.687,246.891,60.911098,7199388,14.802724
2007-10-04,250.64,256.95,242.319,59.922199,2978240,14.562403
2007-10-05,246.891,255.944,243.234,60.1889,2828344,14.627219
2007-10-08,248.72,249.589,232.489,58.555599,3503390,14.230289
2007-10-09,243.279,248.72,236.193,59.866699,2727652,14.548912
2007-10-10,247.806,248.72,239.713,58.722198,6248133,14.270777
2007-10-11,243.234,248.72,238.662,58.733299,6847029,14.273475
2007-10-12,242.319,251.143,229.975,56.644402,5908838,13.765825
2007-10-15,240.033,240.033,224.031,54.799999,6539364,13.317597
2007-10-16,224.031,230.249,219.551,53.666698,5577174,13.042177
2007-10-17,219.459,219.459,211.229,52.5,2839666,12.758648
2007-10-18,215.801,224.031,208.532,51.7444,5739687,12.57502
2007-10-19,213.058,218.545,210.315,51.2556,1483020,12.456229
2007-10-22,210.315,214.521,206.932,50.533298,3973298,12.280697
2007-10-23,213.927,215.253,210.36,51.966702,2544732,12.629045
2007-10-24,219.642,220.374,213.972,52.322201,1589980,12.71544
2007-10-25,216.716,218.545,211.458,51.888901,4099455,12.610136
2007-10-26,213.058,218.362,213.013,52.855598,1438826,12.845066
2007-10-29,220.374,222.843,215.161,52.822201,5019026,12.836947
2007-10-30,216.03,222.431,215.527,52.955601,4098384,12.869367
2007-10-31,217.63,222.202,215.847,53.166698,3762968,12.92067
2007-11-01,220.465,221.197,213.287,52.211102,4087845,12.688437
2007-11-02,206.657,220.374,203.183,53.177799,2426206,12.923365
2007-11-05,219.459,227.597,219.459,54.7444,4900203,13.304084
2007-11-06,225.86,231.346,224.214,54.844398,2733066,13.328386
2007-11-07,227.597,240.308,220.374,57.455601,5266436,13.962963
2007-11-08,236.833,241.405,232.261,57.299999,5437161,13.92515
2007-11-12,237.747,244.788,232.352,57.4333,8060584,13.957543
2007-11-13,234.09,241.313,234.09,57.466702,5778230,13.965661
2007-11-14,239.622,241.313,229.518,57.822201,12336332,14.052058
2007-11-15,240.49,281.502,236.147,66.599998,26785584,16.185255
2007-11-16,273.409,304.042,270.666,70.300003,29002712,17.084438
2007-11-19,292.795,299.927,274.598,67.166702,9706491,16.322975
2007-11-20,277.067,287.126,271.992,66.777802,7731756,16.228464
2007-11-21,271.809,276.381,247.806,60.777802,7400988,14.770333
2007-11-22,251.463,267.009,247.12,63.733299,7454961,15.48858
2007-11-23,262.802,267.923,248.949,61.599998,2378704,14.970146
2007-11-26,256.035,268.152,256.035,63.322201,2583392,15.388676
2007-11-27,264.174,270.849,258.322,65.077797,4494456,15.815328
2007-11-28,265.179,275.147,261.111,63.788898,5372586,15.502094
2007-11-29,266.186,268.746,252.423,62.3778,10715976,15.159165
2007-11-30,261.522,264.265,246.891,60.577801,10636857,14.721728
2007-12-03,253.292,259.693,252.378,62.088902,4753566,15.08896
2007-12-04,257.59,272.403,256.035,64.711098,9185742,15.726211
2007-12-05,270.666,285.114,267.009,68.866699,10551434,16.736111
2007-12-06,286.211,291.241,277.159,68.333298,6746764,16.60648
2007-12-07,282.554,285.845,271.169,66.388901,6161936,16.133953
2007-12-10,277.067,286.577,273.501,68.611099,5055921,16.673992
2007-12-11,285.754,306.328,283.011,73.111099,11104695,17.76759
2007-12-12,301.756,311.495,297.184,73.788902,9489996,17.932314
2007-12-13,303.585,316.615,295.767,72.400002,12757612,17.59478
2007-12-14,301.756,301.756,290.052,72.155602,7155999,17.535389
2007-12-17,310.58,310.58,265.225,66.088898,10903995,16.061049
2007-12-18,275.238,283.468,267.466,67.911102,4938462,16.503881
2007-12-19,283.468,291.698,278.896,68.933296,5805090,16.752296
2007-12-20,283.468,288.863,280.908,69.5,2277954,16.890017
2007-12-24,289.869,292.612,288.04,70.822197,5273510,17.211342
2007-12-26,292.201,314.558,291.698,75.544403,9293548,18.358938
2007-12-27,313.643,314.558,299.927,74.644402,22924773,18.140219
2007-12-28,306.328,319.542,300.202,76.333298,9551160,18.550657
2007-12-31,314.558,344.231,312.958,82.066704,29326810,19.944
2008-01-01,325.76,341.442,325.76,81.577797,8216942,19.825186
2008-01-02,339.247,346.974,329.371,83.2556,9505323,20.232933
2008-01-03,341.99,368.508,338.79,88.566704,16726118,21.523643
2008-01-04,365.765,370.154,360.37,88.2556,10539590,21.448036
2008-01-07,356.621,361.193,346.608,85.688904,8764304,20.824276
2008-01-08,349.626,356.987,330.971,81.222198,8366810,19.73877
2008-01-09,338.241,341.35,322.787,79.411102,9538690,19.29863
2008-01-10,329.188,331.017,301.482,73.911102,12509384,17.962015
2008-01-11,303.585,310.306,297.23,74.111099,7655175,18.010614
2008-01-14,310.901,322.148,305.414,77.655602,9622940,18.872005
2008-01-15,323.519,347.477,305.643,74.944397,5283140,18.213123
2008-01-16,306.237,320.73,301.756,74.655602,7544174,18.142942
2008-01-17,307.7,315.289,297.23,73.266701,8472326,17.80541
2008-01-18,297.275,305.002,281.639,68.944397,4343670,16.754993
2008-01-21,283.468,286.44,231.026,60.400002,8561655,14.67852
2008-01-22,247.851,251.418,187.455,53.822201,11250104,13.079972
2008-01-23,246.617,246.891,224.946,56.588902,6398190,13.752339
2008-01-24,228.603,252.378,224.488,56.366699,5568075,13.698339
2008-01-25,237.747,256.035,235.095,60.911098,4481874,14.802724
2008-01-28,237.747,246.891,234.09,58.722198,3031970,14.270777
2008-01-29,243.234,245.977,234.638,57.5,2357163,13.973759
2008-01-30,236.604,237.747,224.26,55.366699,2956604,13.455316
2008-01-31,228.603,244.148,224.031,56.299999,9986310,13.682128
2008-02-01,233.175,242.319,227.003,58.411098,3642332,14.195175
2008-02-04,251.463,257.407,242.548,61.3111,8052120,14.899936
2008-02-05,251.463,264.265,248.72,62.3778,5447223,15.159165
2008-02-06,251.463,255.03,242.777,61.455601,2679759,14.935052
2008-02-07,249.772,260.333,242.319,59.922199,3530326,14.562403
2008-02-08,246.891,257.864,241.588,61.833302,3769371,15.026844
2008-02-11,251.463,252.332,230.935,56.866699,2594304,13.819849
2008-02-12,236.833,241.405,226.774,57.833302,3054596,14.054753
2008-02-13,238.662,246.846,230.523,57.455601,4032432,13.962963
2008-02-14,236.833,277.982,236.833,66.311096,15397740,16.115044
2008-02-15,275.238,292.338,265.363,68.788902,14019462,16.717203
2008-02-18,279.81,288.772,275.467,69.1222,4408515,16.798204
2008-02-19,286.12,295.995,282.554,69.199997,6336369,16.817108
2008-02-20,286.211,286.211,265.134,65.888901,5613440,16.012442
2008-02-21,274.324,282.554,260.607,65.444397,3525588,15.904417
2008-02-22,267.009,271.809,260.607,65.022202,6653961,15.801813
2008-02-25,269.752,275.238,265.226,65.2444,4706496,15.855811
2008-02-26,269.752,282.965,269.752,68.366699,5837206,16.614599
2008-02-27,296.224,296.224,276.061,67.677803,4650160,16.447186
2008-02-28,260.653,283.239,260.653,66.844398,9532314,16.244648
2008-02-29,277.113,282.919,260.607,66.733299,8396550,16.217648
2008-03-03,274.324,281.502,261.614,64.211098,5458468,15.604697
2008-03-04,265.18,266.049,256.035,62.7444,5170774,15.248256
2008-03-05,259.693,266.917,259.007,63.355598,3822440,15.396793
2008-03-07,265.179,265.179,248.949,62.5667,7679673,15.205074
2008-03-10,256.035,266.78,251.463,63.4333,3894588,15.415678
2008-03-11,260.653,265.774,256.035,63.777802,2923664,15.499396
2008-03-12,265.179,266.917,252.927,62.200001,2765696,15.115958
2008-03-13,251.463,257.727,244.285,60.022202,5775858,14.586706
2008-03-14,256.035,260.607,235.918,60.077801,2862792,14.600218
2008-03-17,246.891,248.72,228.695,56.266701,2559483,13.674036
2008-03-18,233.175,246.891,229.746,58.277802,7635560,14.16278
2008-03-19,242.319,245.977,229.518,56.455601,3503326,13.719943
2008-03-24,237.747,243.142,230.889,57.111099,3080848,13.879244
2008-03-25,237.747,245.794,236.97,58.644402,2493630,14.251869
2008-03-26,242.319,243.417,230.478,58.466702,1996686,14.208685
2008-03-27,238.662,243.965,229.518,56.677799,6168402,13.773942
2008-03-28,239.576,242.319,232.169,58.633301,823257,14.249172
2008-03-31,239.576,242.228,232.307,56.977798,1913805,13.846848
2008-04-01,230.432,239.576,230.432,56.977798,2708762,13.846848
2008-04-02,237.747,242.319,235.05,57.533298,938426,13.981847
2008-04-03,235.964,239.119,235.05,57.322201,1622655,13.930544
2008-04-04,237.839,239.576,232.352,56.955601,1274940,13.841455
2008-04-07,237.656,240.308,228.695,56.155602,1928426,13.647038
2008-04-08,230.478,233.13,226.317,55.277802,2216596,13.433712
2008-04-09,232.718,237.564,224.488,55.177799,1698206,13.409411
2008-04-10,226.774,231.712,222.705,54.366699,2310098,13.212296
2008-04-11,225.403,227.231,223.619,54.888901,1664716,13.3392
2008-04-15,227.689,230.432,222.202,55.166698,1893218,13.406712
2008-04-16,226.774,230.112,225.037,54.855598,1242009,13.331109
2008-04-17,229.518,232.535,224.991,55.855598,1869705,13.57413
2008-04-21,229.518,233.953,228.695,56.466702,1045040,13.722642
2008-04-22,231.346,236.33,228.786,55.966702,1227172,13.60113
2008-04-23,228.877,231.529,227.323,55.522202,1983658,13.493107
2008-04-24,230.386,230.386,219.551,53.722198,8107686,13.055666
2008-04-25,222.659,227.689,222.431,55.055599,4008735,13.379712
2008-04-28,222.202,233.678,222.202,56.288898,2565878,13.679431
2008-04-29,233.175,234.821,227.689,56.6889,2014312,13.776641
2008-04-30,233.175,236.33,232.718,57.177799,4424265,13.895454
2008-05-02,237.747,243.965,237.747,58.711102,3151706,14.26808
2008-05-05,238.662,243.234,238.662,58.8778,2443252,14.308589
2008-05-06,241.405,241.405,230.615,56.333302,2007922,13.69022
2008-05-07,231.803,231.803,221.379,54.1889,5341797,13.169087
2008-05-08,214.887,227.14,214.887,54.6222,3715528,13.274385
2008-05-09,224.763,227.506,221.014,53.977798,1974704,13.117781
2008-05-12,223.025,223.025,212.601,52.611099,3622275,12.785645
2008-05-13,218.499,222.659,211.686,52.388901,6240604,12.731647
2008-05-14,211.229,219.139,210.772,52.577801,3814970,12.777553
2008-05-15,216.716,219.23,215.755,52.888901,1171368,12.853159
2008-05-16,216.03,228.1,216.03,55.155602,2674935,13.404014
2008-05-20,226.774,227.369,218.453,53.400002,3229916,12.977365
2008-05-21,217.63,225.083,215.847,53.799999,2562980,13.074572
2008-05-22,219.459,220.374,211.458,52.1889,6437223,12.683043
2008-05-23,219.322,227.14,217.63,54.033298,9607500,13.131271
2008-05-26,218.545,223.94,218.545,53.444401,4066870,12.988156
2008-05-27,222.294,226.683,221.288,54.799999,4907488,13.317597
2008-05-28,224.946,229.472,223.117,55.277802,2417886,13.433712
2008-05-29,228.603,237.153,219.459,55.211102,10572579,13.417504
2008-05-30,233.175,233.175,219.551,54.333302,5200947,13.204178
2008-06-02,226.317,226.317,219.733,53.855598,3111872,13.088084
2008-06-03,220.374,228.832,217.173,55,5278833,13.366199
2008-06-04,233.175,237.747,216.076,53.5667,29978388,13.017879
2008-06-05,225.86,227.689,203.457,50.155602,8568832,12.188905
2008-06-06,211.229,212.967,193.032,47.277802,7434770,11.489537
2008-06-09,192.027,192.027,171.178,42.944401,7816090,10.436427
2008-06-10,173.738,181.968,170.081,43.7556,3765510,10.633567
2008-06-11,183.431,184.254,176.939,43.200001,1440630,10.498543
2008-06-12,173.738,181.511,170.721,42.7556,2031998,10.390543
2008-06-13,176.436,176.939,169.258,41.555599,6001416,10.098915
2008-06-16,173.83,176.39,172.824,42.299999,3893324,10.279823
2008-06-17,175.11,179.133,172.87,43.155602,1655388,10.487755
2008-06-18,178.539,185.214,176.619,44.2556,5987498,10.755076
2008-06-19,177.579,180.505,175.796,42.977798,1748214,10.444543
2008-06-20,178.402,182.425,175.796,43.477798,6649636,10.566056
2008-06-23,178.219,178.951,167.338,42.288898,6552284,10.277124
2008-06-24,173.738,176.939,170.858,42.277802,4062766,10.274429
2008-06-25,169.166,185.443,168.252,44.344398,6848397,10.776656
2008-06-26,184.254,188.597,177.442,43.9333,8153366,10.676751
2008-06-27,174.653,176.482,168.709,41.266701,2074761,10.028712
2008-06-30,172.367,172.367,156.593,39.133301,3259152,9.510245
2008-07-01,168.984,168.984,156.41,38.799999,2542698,9.429249
2008-07-02,160.022,166.423,151.93,39.422199,2586429,9.580454
2008-07-03,168.663,168.663,150.192,40.4333,7363098,9.826175
2008-07-04,164.594,170.492,161.074,41.088902,2826954,9.9855
2008-07-07,172.824,181.054,170.355,42.722198,1275404,10.382425
2008-07-08,173.921,187.82,170.538,45.211102,3856414,10.987286
2008-07-09,188.369,195.593,186.449,45.900002,2894895,11.154701
2008-07-10,190.198,192.895,185.626,46.655602,1746351,11.338329
2008-07-11,191.981,192.027,185.214,45.233299,3993692,10.992678
2008-07-14,183.797,189.283,180.185,45.333302,1590836,11.016982
2008-07-15,184.574,184.574,175.613,43.111099,841846,10.476939
2008-07-16,183.934,183.934,179.728,44.077801,1246036,10.711868
2008-07-17,186.632,195.501,183.797,46.555599,4747365,11.314027
2008-07-18,197.513,201.399,194.313,48.488899,2816428,11.783859
2008-07-21,201.171,202.771,193.901,47.3778,1652184,11.51384
2008-07-22,196.461,202.085,193.032,48.733299,1136830,11.843255
2008-07-23,207.571,212.144,203.914,50.855598,4684298,12.35902
2008-07-24,213.881,213.973,209.629,51.322201,2950952,12.472417
2008-07-25,208.486,212.19,202.542,51.088902,4235670,12.415717
2008-07-28,210.315,212.829,208.989,51.177799,1464957,12.437323
2008-07-29,205.789,209.08,196.233,48.222198,3670088,11.719047
2008-07-30,198.427,204.737,198.427,49.3778,2728053,11.999884
2008-07-31,200.256,204.371,197.513,48.711102,5359388,11.837861
2008-08-01,199.342,206.566,199.342,49.8778,4033350,12.121394
2008-08-04,203.914,209.4,202.176,50.5667,1264478,12.288814
2008-08-05,208.943,217.082,208.943,51.922199,6883281,12.61823
2008-08-06,218.545,226.774,214.978,53.077801,6489032,12.899063
2008-08-07,217.63,220.236,215.024,53.088902,1170814,12.901762
2008-08-08,215.893,220.648,208.532,51.033298,2891506,12.402205
2008-08-11,213.515,219.276,211.321,52.444401,4327560,12.745136
2008-08-12,218.316,219.368,213.15,52.411098,2098012,12.737041
2008-08-13,213.973,218.728,213.973,52.911098,1572080,12.858554
2008-08-14,214.658,214.658,202.085,49.588902,4520943,12.051188
2008-08-18,204.051,207.252,194.861,47.966702,2534670,11.656957
2008-08-19,196.599,201.902,195.684,48.333302,1928997,11.746049
2008-08-20,200.165,200.896,197.604,48.444401,530194,11.773046
2008-08-21,198.519,198.519,185.443,45.422199,2292980,11.038587
2008-08-22,184.3,184.3,178.905,44.3778,2478010,10.784773
2008-08-25,187.546,191.524,186.997,45.777802,2368048,11.125005
2008-08-26,186.54,190.518,183.02,45.8111,1811457,11.133098
2008-08-27,188.506,189.101,185.626,45.488899,1082799,11.054795
2008-08-28,185.626,188.369,176.482,43.488899,2620624,10.568751
2008-08-29,181.602,185.626,181.602,44.777802,1627623,10.881984
2008-09-01,180.597,184.711,178.859,44.7556,3367044,10.876588
2008-09-02,175.444,194.511,174.463,50.2444,9499504,13.087767
2008-09-04,185.127,194.938,185.127,50.366699,3946185,13.119626
2008-09-05,189.392,204.407,188.539,52.555599,8957196,13.689793
2008-09-08,204.834,206.412,196.815,51.633301,2065779,13.449554
2008-09-09,199.8,211.147,199.63,54.1222,7037636,14.097866
2008-09-10,208.332,213.28,203.81,53.799999,7759120,14.013939
2008-09-11,204.919,208.161,199.843,53.200001,7138332,13.857652
2008-09-12,204.748,208.118,196.686,51.833302,2790482,13.501649
2008-09-15,192.165,207.223,192.165,53.366699,5537228,13.901068
2008-09-16,208.118,216.095,204.748,55.388901,10858842,14.427818
2008-09-17,210.72,212.426,199.886,52.733299,7114072,13.736082
2008-09-18,191.952,207.99,188.624,53.544399,5632276,13.94736
2008-09-19,208.843,209.014,195.876,52.2444,4232178,13.608734
2008-09-22,198.649,200.355,193.487,51.5,5306252,13.41483
2008-09-23,194.511,200.398,189.904,51.799999,3495568,13.492975
2008-09-24,199.502,203.895,197.924,52.3111,2633688,13.626104
2008-09-25,201.464,205.09,194.213,51.455601,3819087,13.403265
2008-09-26,197.966,199.63,192.463,51.044399,1352686,13.296156
2008-09-29,196.175,200.824,185.553,50.8111,2881737,13.235383
2008-09-30,194.511,209.441,191.952,53.833302,5917149,14.022615
2008-10-01,206.028,206.497,200.696,53.400002,2384464,13.909745
2008-10-03,206.028,214.559,204.962,53.733299,3577338,13.996566
2008-10-06,204.748,211.147,202.232,53.355598,4250192,13.89818
2008-10-07,208.161,209.867,193.018,50.900002,3681873,13.258542
2008-10-08,191.952,193.743,171.946,47.5,4344381,12.372902
2008-10-10,179.155,181.714,160.6,43.777802,5001030,11.403335
2008-10-13,169.771,185.98,169.771,47.6222,5121176,12.404734
2008-10-14,185.98,190.928,179.667,48.577801,2374700,12.653647
2008-10-15,187.601,192.805,185.98,48.900002,2060181,12.737577
2008-10-16,186.833,198.521,180.904,50.644402,6663483,13.191963
2008-10-17,196.431,213.962,194.724,52.355598,9296388,13.637698
2008-10-20,204.237,208.587,199.843,53.2444,4198648,13.869215
2008-10-21,203.128,203.895,187.729,49.711102,10467454,12.948853
2008-10-22,195.279,197.838,176.638,46.588902,5607819,12.135575
2008-10-23,178.302,188.923,160.557,43.299999,7636653,11.278877
2008-10-24,168.065,169.771,157.998,42.422199,8782236,11.050225
2008-10-27,162.093,166.358,139.272,39.766701,3809754,10.358514
2008-10-29,159.619,168.661,152.836,42.599998,8446698,11.09654
2008-10-31,163.415,172.501,158.766,42.355598,5821834,11.032875
2008-11-03,164.652,178.131,162.263,45.644402,1990161,11.889551
2008-11-04,171.477,184.274,170.752,46.2556,2500708,12.048758
2008-11-05,180.861,183.25,168.107,45.299999,1733814,11.799842
2008-11-06,172.33,180.435,169.045,44.966702,1569015,11.713022
2008-11-07,175.145,189.392,175.145,48.633301,3433581,12.668106
2008-11-10,187.686,191.824,177.747,47.444401,1690340,12.358418
2008-11-11,185.127,190.97,169.856,44.511101,2722383,11.594346
2008-11-12,173.695,184.7,171.69,47.166698,3477204,12.286081
2008-11-14,185.98,189.392,180.989,48.577801,3919990,12.653647
2008-11-17,188.966,192.25,185.255,49.944401,3391110,13.009624
2008-11-18,191.013,199.545,187.089,51.1889,4876574,13.333794
2008-11-19,196.217,196.217,192.463,50.822201,2343753,13.238276
2008-11-20,191.099,193.487,183.847,49.522202,2644875,12.89965
2008-11-21,190.246,195.791,189.008,50.844398,4418582,13.244057
2008-11-24,196.175,208.929,192.976,53.977798,3743334,14.060252
2008-11-25,206.284,209.867,199.63,52.733299,5075271,13.736082
