Date,Open,High,Low,Close,Volume,Adjusted,Diff,RSI,Typical Price,MF,MFI,EMA,SO,EMA12,EMA26,MACD,Signal Line
2018-05-17,184.0,187.0,180.6,185.399994,2579662.0,185.399994,1.5999909999999886,50.19885955726634,184.33333133333335,475517690.1740094,52.1404812016995,418.1848674750955,0.2783723340471087,469.5394229859263,835.4288133234321,-365.8893903375058,-770.1496842363085
2018-05-18,184.5,185.85,179.9,181.050003,2786629.0,181.050003,-4.349990999999989,50.39076059528237,182.26666766666668,507909581.8532957,54.67977719391335,416.02128597425394,0.09207721627408988,467.2914076584775,832.0135488878735,-364.722141229396,-767.2892336760334
2018-05-21,181.05,181.45,173.8,175.350006,2706021.0,175.350006,-5.699996999999996,50.59959307201006,176.86666866666667,478604919.612042,57.5486584178974,412.13988677677327,0.05916053435114492,463.9040630237574,827.2577984376502,-363.3537354138928,-764.0817155351817
2018-05-22,174.5,181.35,172.05,177.75,6345976.0,177.75,2.3999939999999924,50.471603316685794,177.04999999999998,1123555050.8,58.35249859005348,409.1488056176624,0.24516129032258016,461.4112223433281,822.9937939674935,-361.5825716241654,-760.6452629039851
2018-05-23,179.0,181.2,175.0,176.0,4379333.0,176.0,-1.75,50.72041575533982,177.4,776893674.2,54.632975516170674,404.6718300840683,0.22443181818181762,458.4472054977431,819.7645278397022,-361.3173223419591,-757.6593826069472
2018-05-24,172.2,174.95,164.5,168.649994,7573119.0,168.649994,-7.3500060000000085,51.02809151462496,169.36666466666665,1282633906.1537619,54.08437800617616,397.9774351423503,0.18444417777777744,453.31161109276525,815.1834599200458,-361.8718488272806,-755.396744241777
2018-05-25,169.5,173.2,165.7,172.199997,3844888.0,172.199997,3.5500030000000042,50.71886535846125,170.36666566666665,655040748.4217786,55.8752931211521,393.41513090865305,0.3422220888888887,448.3967813116134,811.7845601093652,-363.3877787977518,-754.2592521766421
nan,172.199997,176.8539179018846,165.8039149018846,172.7021105210991,2101929.0,nan,0.5021135210990906,50.384408022184516,171.7866477749561,361083336.7709657,54.155845746091956,389.9676171524883,0.38417379489925474,443.68093084568085,808.4440651023411,-364.7631342566603,-753.990886471615
nan,172.7021105210991,178.26958911908275,166.71747259798366,173.11590140273285,2579662.0,nan,0.41379088163375854,49.907537033583814,172.70098770659976,445510175.34918255,50.315597599221626,388.4204969919687,0.5083127671228821,439.7862079383965,805.310441091437,-365.52423315304054,-754.1727425826925
nan,173.11590140273285,178.88127823366315,166.9153708309303,174.56864958216858,2101929.0,nan,1.45274817943573,49.42751620376165,173.45509954892069,364590303.9397633,44.081800221272864,386.969833087949,0.597545969268165,437.12624969332467,802.9279418363798,-365.8016921430551,-754.508138239363
nan,174.56864958216858,180.48310040258147,167.0644448204129,176.0213977616043,2579662.0,nan,1.45274817943573,49.73575004493749,174.5229809948662,450210302.1991785,41.98881405871049,385.7625293474549,0.6899040575810966,436.50953878033727,800.8831742106208,-364.37363543028357,-754.4848173921803
nan,176.0213977616043,182.69526676134274,167.82386299973842,178.49185197760772,3844888.0,nan,2.470454216003418,50.1013610145255,176.3369939128963,677995991.851768,40.24175369717944,386.0178768043354,0.7689830636247941,436.1554421602028,799.806537585117,-363.65109542491416,-754.4357170875869
nan,178.49185197760772,185.94262766413684,168.6007696865291,181.31806319167328,3844888.0,nan,2.8262112140655518,50.32232151668111,178.62048684744641,686775766.4339045,43.76160470459958,387.96363039001335,0.7715432724844937,436.31263880948313,799.3769925051464,-363.06435369566327,-754.4935854489825
nan,181.31806319167328,190.04488872013124,169.87681952845796,184.14427440573883,3844888.0,nan,2.8262112140655518,50.32716873025689,181.35532755144268,697290922.6386113,43.81105628619481,390.2139741929093,0.7565850960182585,437.85269717307915,798.9825257491752,-361.1298285760961,-753.9758252196972
