"Date","TATAMTRDVR.NS.Open","TATAMTRDVR.NS.High","TATAMTRDVR.NS.Low","TATAMTRDVR.NS.Close","TATAMTRDVR.NS.Volume","TATAMTRDVR.NS.Adjusted"
2010-11-15,220.622,223.64,214.931,171.25,2957425,133.912415
2010-11-16,219.701,220.98,199.036,165.419998,3636625,129.353531
2010-11-18,213.052,214.075,201.542,163.699997,6134920,128.00853
2010-11-19,209.778,212.438,199.483,158.160004,2847150,123.676414
2010-11-22,204.867,209.471,202.962,163.080002,2562045,127.52372
2010-11-23,208.55,208.55,195.66,160.289993,2147885,125.34201
2010-11-24,207.169,212.489,202.783,160.360001,3357735,125.396759
2010-11-25,207.169,210.238,200.43,158.220001,3639000,123.723335
2010-11-26,205.123,205.596,189.304,153.699997,4782410,120.188835
2010-11-29,199.47,199.956,190.544,154.809998,1653020,121.056816
2010-11-30,195.66,206.888,193.371,160.25,2391065,125.310745
2010-12-01,203.064,213.819,203.064,164.630005,2715100,128.735764
2010-12-02,212.323,220.699,211.977,170.960007,3443005,133.685654
2010-12-03,217.4,220.06,213.09,167.880005,2141455,131.277176
2010-12-06,216.888,222.003,214.906,169.970001,3958325,132.911499
2010-12-07,217.4,219.804,212.834,166.949997,2749995,130.549927
2010-12-08,213.717,213.717,205.021,163.149994,5231860,127.578453
2010-12-09,209.752,211.773,195.685,155.350006,4873245,121.479073
2010-12-10,198.55,204.228,190.161,157.539993,2935295,123.191597
2010-12-13,202.054,210.213,201.9,163.449997,2514325,127.813042
2010-12-14,210.993,212.514,207.514,164.050003,1499420,128.282211
2010-12-15,208.959,211.543,203,161.660004,1988855,126.413315
2010-12-16,211.773,211.773,204.125,164.100006,3144985,128.321335
2010-12-20,209.675,212.591,205.929,163.820007,1716505,128.102386
2010-12-21,210.622,212.796,209.458,165.059998,2556225,129.072021
2010-12-22,211.773,215.277,211.005,166.289993,3284990,130.033829
2010-12-23,214.842,214.931,210.008,166.059998,1222355,129.853989
2010-12-24,211.261,211.504,207.45,162.979996,784870,127.445518
2010-12-27,207.719,209.701,204.1,160.880005,524175,125.803391
2010-12-28,206.389,206.402,198.729,156.220001,647165,122.159409
2010-12-29,199.752,200.711,195.199,154.559998,1812390,120.861328
2010-12-30,197.961,199.726,196.516,154.520004,3309855,120.830048
2010-12-31,199.228,202.565,197.719,157.160004,1588640,122.894447
2011-01-03,203.077,205.379,201.299,157.800003,620060,123.39492
2011-01-04,202.565,203.333,198.217,156.139999,2928530,122.096832
2011-01-05,202.054,202.399,198.473,156.130005,2087215,122.089027
2011-01-06,201.031,201.222,192.424,152.910004,1263940,119.571083
2011-01-07,194.381,194.892,184.687,145.839996,1879595,114.042534
2011-01-10,190.8,190.8,179.572,145.330002,1657050,113.643745
2011-01-11,186.452,189.508,181.593,144.029999,631785,112.627174
2011-01-12,188.191,196.887,183.92,151.580002,1607140,118.531067
2011-01-13,194.381,196.261,189.585,151.589996,1059855,118.538872
2011-01-14,192.59,193.102,183.971,144.839996,2441315,113.260574
2011-01-17,185.391,187.731,180.94,145.190002,723060,113.534264
2011-01-18,187.219,189.521,184.649,145.149994,3284490,113.502968
2011-01-19,186.235,186.67,183.383,144.119995,621225,112.697548
2011-01-20,183.383,186.964,179.559,145.860001,2428625,114.058189
2011-01-21,186.196,187.987,184.137,146.740005,1735455,114.746323
2011-01-24,187.999,188.754,185.212,146.990005,1671500,114.941811
2011-01-25,190.289,190.289,183.153,144.259995,1706665,112.807022
2011-01-27,182.449,187.45,180.352,142.100006,1967255,111.117996
2011-01-28,182.104,182.616,170.365,136.779999,5474660,106.957901
2011-01-31,171.336,182.347,166.784,139.880005,2741870,109.382011
2011-02-01,177.769,178.523,166.528,131.5,1733440,102.829086
2011-02-02,170.083,176.656,169.572,135.169998,1335290,105.698929
2011-02-03,176.464,180.365,171.618,140.029999,690040,109.499306
2011-02-04,179.035,185.685,176.989,139.669998,1637130,109.217789
2011-02-07,177.756,180.416,171.362,138.850006,775590,108.576591
2011-02-08,177.257,178.242,169.405,133.110001,940145,104.088066
2011-02-09,168.306,173.127,163.689,131.240005,808195,102.625786
2011-02-10,170.083,174.789,166.541,134.779999,574770,105.393951
2011-02-11,173.92,182.36,170.339,139.699997,689555,109.241241
2011-02-14,193.102,193.102,181.593,145.419998,2173415,113.714119
2011-02-15,189.061,189.074,181.145,145.529999,2289135,113.800125
2011-02-16,186.682,187.475,181.337,143.429993,1638380,112.157982
2011-02-17,183.409,183.894,181.081,142.800003,993920,111.665359
2011-02-18,183.511,184.892,173.28,136.119995,1001325,106.441788
2011-02-21,175.454,175.454,165.492,132.839996,826745,103.87693
2011-02-22,169.188,169.188,162.18,128.449997,1660045,100.444077
2011-02-23,163.6,167.129,160.364,126.190002,977655,98.676826
2011-02-24,161.131,161.873,147.474,117.660004,5413395,92.00663
2011-02-25,153.97,157.295,151.208,121.870003,5548505,95.298721
2011-02-28,156.31,161.63,150.031,120.389999,3406855,94.141396
2011-03-01,155.684,165.991,155.633,129.089996,2225885,100.944534
2011-03-03,164.201,171.336,158.638,132.029999,2222695,103.24353
2011-03-04,170.85,172.641,165.991,132.490005,2054110,103.603249
2011-03-07,166.26,166.63,161.131,128.210007,829570,100.256409
2011-03-08,163.165,167.986,163.165,130.699997,1007930,102.203514
2011-03-09,168.804,173.856,166.502,135.080002,1305140,105.628548
2011-03-10,171.375,172.884,169.06,133.630005,526685,104.494698
2011-03-11,169.367,175.633,166.247,132.919998,1768480,103.939484
2011-03-14,170.096,170.096,166.528,131.789993,1247955,103.055862
2011-03-15,166.247,167.129,162.41,127.540001,769400,99.732491
2011-03-16,165.006,168.804,163.715,130.539993,410220,102.078392
2011-03-17,164.456,167.18,162.692,128.020004,757490,100.107841
2011-03-18,164.201,166.119,159.597,125.989998,1319395,98.520439
2011-03-21,161.144,162.653,159.469,125.68,1062170,98.27803
2011-03-22,159.61,164.917,159.597,128.630005,517455,100.584839
2011-03-23,165.837,165.837,162.666,128.199997,403415,100.248589
2011-03-24,164.712,168.242,164.226,131.089996,619705,102.508484
2011-03-25,168.651,175.39,168.293,135.789993,1672315,106.183739
2011-03-28,173.92,177.948,171.234,138.529999,1334135,108.32634
2011-03-29,178.242,182.986,177.129,141.699997,2621720,110.805183
2011-03-30,184.125,186.644,182.859,143.979996,3005795,112.588081
2011-03-31,184.163,186.094,176.477,139.179993,5464425,108.834618
2011-04-01,178.779,182.743,178.575,141.350006,1066855,110.531517
2011-04-04,182.871,183.639,179.981,141.279999,2036320,110.476761
2011-04-05,183.127,183.127,179.073,142.169998,1655035,111.172707
2011-04-06,184.406,185.416,180.825,141.889999,3945760,110.953766
2011-04-07,180.301,182.82,180.301,142.240005,1936400,111.227463
2011-04-08,182.104,182.833,178.396,141.910004,3197855,110.969406
2011-04-11,180.096,180.096,174.7,137.869995,1068810,107.810242
2011-04-13,175.697,179.406,174.227,139.800003,2757730,109.319443
2011-04-15,178.165,181.03,174.994,137.610001,849705,107.606941
2011-04-18,176.094,178.779,171.362,134.690002,1253180,105.323586
2011-04-19,172.321,174.482,169.827,135.789993,1018150,106.183739
2011-04-20,175.467,178.012,175.198,138.990005,3214910,108.686058
2011-04-21,178.127,181.081,177.5,139.240005,3628175,108.881546
2011-04-25,178.255,180.058,176.234,138.660004,356630,108.428001
2011-04-26,178.523,178.523,174.252,138.089996,1730280,107.982277
2011-04-27,176.746,177.884,174.687,137.130005,1019170,107.23159
2011-04-28,175.979,176.324,172.372,135.630005,3246790,106.05864
2011-04-29,172.666,175.237,172.257,135.899994,1004315,106.269753
2011-05-02,174.943,174.943,170.85,134.800003,813160,105.409592
2011-05-03,170.914,172.513,161.144,127.400002,2011440,99.623016
2011-05-04,161.656,166.196,159.865,127.75,1637215,99.896698
2011-05-05,163.945,166.937,159.635,125.559998,543415,98.184189
2011-05-06,161.093,171.336,161.093,133.210007,1697655,104.166267
2011-05-09,168.561,172.641,167.807,134.630005,2079640,105.27668
2011-05-10,171.362,175.454,170.608,135.919998,9823650,106.285393
2011-05-11,173.817,176.285,171.669,137.339996,1685175,107.39579
2011-05-12,175.083,180.314,174.533,138.910004,3505350,108.623497
2011-05-13,177.5,181.848,174.981,140.940002,2954755,110.210907
2011-05-16,177.756,178.523,174.457,138.149994,876820,108.029182
2011-05-17,177.053,177.488,172.142,135.619995,482160,106.050812
2011-05-18,172.641,172.897,167.283,131.220001,1419660,102.610138
2011-05-19,167.807,170.697,166.515,132.179993,1986805,103.360825
2011-05-20,169.035,172.232,167.935,133.380005,1435480,104.29921
2011-05-23,170.032,170.032,160.39,126.220001,2792030,98.700287
2011-05-24,161.681,163.587,159.955,125.989998,2095300,98.520439
2011-05-25,159.878,162.922,159.878,126.050003,1785570,98.56736
2011-05-26,161.899,165.467,161.899,128.130005,3642170,100.193855
2011-05-27,166.502,170.083,152.589,122.419998,6674450,95.728813
2011-05-30,157.564,159.009,154.788,123.82,1405845,96.823563
2011-05-31,159.546,160.211,157.755,124.809998,510435,97.597702
2011-06-01,159.853,160.454,157.295,124.779999,1414890,97.574249
2011-06-02,158.574,158.574,155.556,122.040001,2055655,95.431656
2011-06-03,156.272,157.794,153.139,120.040001,3001685,93.867714
2011-06-06,153.203,155.479,151.464,120.43,685205,94.172676
2011-06-07,155.492,155.76,153.522,121.330002,1630890,94.876457
2011-06-08,159.533,159.533,152.973,120.160004,1052685,93.961555
2011-06-09,154.661,155.965,151.412,119.260002,718570,93.257774
2011-06-10,152.435,153.407,151.924,119.489998,810315,93.437637
2011-06-13,152.947,154.264,150.901,118.82,453125,92.913712
2011-06-14,151.95,151.95,148.343,116.459999,2795640,91.06826
2011-06-15,148.931,150.645,146.834,115.949997,2167430,90.669456
2011-06-16,150.121,150.121,146.553,115.120003,639135,90.020416
2011-06-17,149.366,152.18,144.123,113.120003,1036180,88.456474
2011-06-20,145.837,146.297,136.067,107.830002,1453410,84.319855
2011-06-21,138.113,139.379,135.299,106.019997,3150395,82.904488
2011-06-22,136.834,137.397,135.555,106.809998,2447635,83.522247
2011-06-23,136.821,137.857,134.276,106.309998,2545925,83.131256
2011-06-24,136.834,138.752,136.067,107.300003,3425825,83.905418
2011-06-27,135.619,137.077,134.66,106.440002,5652395,83.232918
2011-06-28,136.847,137.985,136.028,106.57,4842880,83.334572
2011-06-29,137.601,142.384,136.859,109,7563450,85.234756
2011-06-30,138.113,140.415,136.859,108.440002,4267670,84.79686
2011-07-01,139.149,140.108,137.09,107.809998,5802870,84.304214
2011-07-04,138.637,142.294,138.381,110.800003,5310610,86.642311
2011-07-05,142.448,145.645,140.926,112.779999,4012490,88.190605
2011-07-06,144.353,145.632,143.279,113.089996,4241415,88.433014
2011-07-07,145.786,148.19,144.123,114.739998,8989735,89.723267
2011-07-08,149.609,155.364,147.039,118.529999,4641555,92.686943
2011-07-11,150.914,153.714,150.261,118.989998,1580675,93.046638
2011-07-12,150.888,152.026,143.97,116.300003,3415030,90.943153
2011-07-13,151.655,152.691,149.903,118.879997,2763640,92.960632
2011-07-14,150.901,154.098,150.504,119.089996,4036175,93.12484
2011-07-15,152.192,153.216,149.622,117.529999,1817185,91.904968
2011-07-18,151.617,152.653,149.622,117.790001,3706920,92.108284
2011-07-19,120.17,120.265,117.456,112.540001,2562875,106.546059
2011-07-20,119.991,120.202,116.674,110.760002,742525,104.860863
2011-07-21,116.843,118.491,115.882,110.25,1008870,104.378021
2011-07-22,117.245,118.301,116.463,111.389999,1388710,105.457298
2011-07-25,118.1,119.864,116.611,113,979575,106.981552
2011-07-26,118.512,119.98,115.576,109.800003,763460,103.951988
2011-07-27,116.188,116.495,114.329,108.889999,647960,103.090454
2011-07-28,114.287,116.294,113.231,109.099998,870060,103.289268
2011-07-29,115.269,116.357,114.298,109.260002,1260890,103.44075
2011-08-01,115.956,117.245,114.815,109.389999,419765,103.56382
2011-08-02,115.132,115.132,113.146,107.540001,566290,101.812363
2011-08-03,113.019,113.019,110.495,105.349998,1889585,99.738991
2011-08-04,110.949,112.428,108.129,103.110001,981400,97.618301
2011-08-05,105.626,105.816,101.401,97.5,3648805,92.307091
2011-08-08,98.348,100.746,93.901,92.480003,5527630,87.554466
2011-08-09,93.225,96.098,91.049,89.860001,5060715,85.073997
2011-08-10,97.176,101.232,97.176,93.970001,3995290,88.965111
2011-08-11,98.232,101.696,97.366,94.779999,1029505,89.731956
2011-08-12,99.932,99.932,94.007,89.940002,7314925,85.149742
2011-08-16,96.373,96.954,91.155,87.260002,1615190,82.612488
2011-08-17,92.148,92.528,88.356,84.730003,2325060,80.217239
2011-08-18,88.768,90.838,87.226,83.68,3237925,79.223152
2011-08-19,87.247,87.881,84.501,81.050003,4825545,76.733231
2011-08-22,90.627,90.627,84.743,82.199997,3037830,77.821976
2011-08-23,87.669,87.849,85.324,81.339996,1547535,77.007774
2011-08-24,86.423,86.909,83.867,80.330002,1833655,76.051575
2011-08-25,84.955,87.817,84.944,82.309998,3362795,77.926125
2011-08-26,87.669,89.909,85.346,81.57,3020260,77.225533
2011-08-29,87.68,90.606,87.173,84.919998,2445265,80.39711
2011-08-30,90.859,92.845,88.398,85.93,2114195,81.353317
2011-09-02,89.771,93.373,89.18,87.050003,2672905,82.413673
2011-09-05,88.979,93.426,88.979,87.940002,2975625,83.256264
2011-09-06,92.095,96.014,91.472,89.730003,3337860,84.950928
2011-09-07,94.915,97.091,93.458,89.650002,1737390,84.875183
2011-09-08,94.947,98.179,94.947,92.580002,1339430,87.649139
2011-09-09,98.021,98.232,94.429,89.690002,983115,84.913063
2011-09-12,90.574,92.317,86.719,85.050003,989147,80.520195
2011-09-13,92.422,92.422,87.036,83.400002,763265,78.958076
2011-09-14,91.577,91.577,88.726,85.25,415582,80.709534
2011-09-15,90.838,95.855,89.623,90.199997,1037227,85.395889
2011-09-16,96.172,102.985,96.172,95.900002,2248255,90.792313
2011-09-19,102.14,103.355,99.341,94.75,1523106,89.703552
2011-09-20,101.348,102.246,99.816,94.949997,1037228,89.892906
2011-09-21,101.401,102.034,98.76,94.699997,1611504,89.656227
2011-09-22,98.232,98.232,93.373,89.099998,766530,84.354485
2011-09-23,94.112,94.535,90.046,87.5,1083670,82.839699
2011-09-26,91.894,94.429,89.782,88.199997,2747426,83.502411
2011-09-27,95.116,98.76,94.535,93,1394300,88.046761
2011-09-28,98.76,99.711,93.532,89.5,1199999,84.733177
2011-09-29,92.422,97.176,91.208,90.099998,2061768,85.301216
2011-09-30,95.01,96.859,91.947,87.949997,1222691,83.265732
2011-10-03,93.056,93.056,90.468,87,2069270,82.366333
2011-10-04,91.789,91.789,87.405,83.75,2168056,79.289429
2011-10-05,88.356,90.891,85.768,81.650002,2183907,77.301277
2011-10-07,87.669,94.007,86.666,88.300003,896657,83.597092
2011-10-10,92.951,101.401,92.951,95.199997,1663216,90.129593
2011-10-11,103.724,103.883,100.344,97.150002,1963840,91.975731
2011-10-12,103.513,106.946,99.975,99.599998,2066563,94.295242
2011-10-13,107.738,110.379,101.506,97.25,4777763,92.070412
2011-10-14,101.929,105.943,101.189,98.550003,1628758,93.301178
2011-10-17,105.045,110.115,104.939,102.150002,4088773,96.709435
2011-10-18,105.626,106.418,103.091,98.800003,2161926,93.537857
2011-10-19,104.728,109.217,104.728,102.849998,2109725,97.372147
2011-10-20,105.995,107.157,104.041,100.25,2077795,94.910622
2011-10-21,106.154,106.946,102.087,97,2359113,91.833725
2011-10-24,104.992,107.052,104.781,101.050003,2136802,95.668022
2011-10-25,107.738,114.604,105.414,106.900002,3470892,101.206451
2011-10-28,115.132,118.829,114.234,111.050003,3899446,105.135414
2011-10-31,114.604,117.139,111.646,107.349998,2560989,101.632469
2011-11-01,112.703,114.921,108.161,102.949997,2599698,97.46682
2011-11-02,107.527,111.118,105.467,102.599998,1748559,97.135468
2011-11-03,108.794,109.217,104.992,100.949997,1299372,95.573341
2011-11-04,109.323,111.013,107.738,103.400002,2804916,97.89286
2011-11-08,109.428,110.432,106.154,102.5,1769909,97.040794
2011-11-09,108.847,110.749,100.767,96.099998,3896097,90.981659
2011-11-11,100.45,102.774,97.598,93.349998,1672499,88.378128
2011-11-14,99.816,101.084,96.595,93.150002,2101276,88.188782
2011-11-15,95.38,100.767,94.535,91.599998,3109145,86.721336
2011-11-16,96.172,99.288,94.641,92.349998,1002934,87.431381
2011-11-17,96.119,98.549,91.947,87.900002,895912,83.218399
2011-11-18,91.894,94.482,89.042,89,1671389,84.259811
2011-11-21,92.106,93.743,91.261,86.900002,2188362,82.27166
2011-11-22,91.894,97.915,91.894,92,1198798,87.100037
2011-11-23,95.222,97.651,94.007,91.800003,3259650,86.910683
2011-11-24,97.176,101.137,94.641,94.699997,3575272,89.656227
2011-11-25,99.183,103.936,98.232,94.650002,1395599,89.608887
2011-11-28,101.401,106.576,101.401,100.449997,1402837,95.099968
2011-11-29,106.312,106.629,101.453,96.75,1307121,91.597038
2011-11-30,100.45,101.929,99.288,95.349998,890862,90.271614
2011-12-01,104.358,105.89,101.665,97.800003,1731948,92.591125
2011-12-02,105.362,107.527,102.985,101.150002,2152082,95.762695
2011-12-05,105.626,108.055,104.517,100.199997,867498,94.863297
2011-12-07,106.682,107.844,105.784,100.849998,1542032,95.478676
2011-12-08,106.576,106.576,101.612,97.400002,696353,92.212425
2011-12-09,101.77,102.404,98.813,95.349998,718615,90.271614
2011-12-12,102.457,104.253,95.855,91.300003,1775670,86.437317
2011-12-13,95.116,97.598,93.796,90.949997,1816649,86.105949
2011-12-14,96.014,97.176,94.007,89.5,409424,84.733177
2011-12-15,93.532,94.957,90.838,88.650002,563696,83.928452
2011-12-16,95.063,97.176,91.366,88,1227958,83.313065
2011-12-19,91.842,94.799,89.835,89.099998,1021535,84.354485
2011-12-20,95.063,95.274,90.944,87.400002,1009254,82.745026
2011-12-21,95.063,96.383,92.317,87.800003,3231165,83.123726
2011-12-22,91.894,94.799,91.472,89.150002,2105537,84.401825
2011-12-23,95.802,95.802,93.109,89.300003,2658478,84.543831
2011-12-26,94.852,95.486,94.06,89.400002,429095,84.638504
2011-12-27,94.641,94.641,90.046,85.900002,1097311,81.324921
2011-12-28,90.152,91.683,88.884,85.5,1341359,80.946213
2011-12-29,90.31,92.106,88.409,85.550003,2699773,80.993561
2011-12-30,90.997,93.796,90.416,86.849998,1185657,82.224312
2012-01-02,94.007,94.007,91.208,88,1123859,83.313065
2012-01-03,94.957,100.133,94.007,94.349998,1200077,89.32486
2012-01-04,99.288,104.041,99.288,97.599998,5084512,92.401764
2012-01-05,103.091,106.576,102.404,99.650002,2224213,94.342583
2012-01-06,105.573,107.052,103.038,100.300003,2757580,94.95797
2012-01-09,106.471,107.949,103.883,101.050003,1780464,95.668022
2012-01-10,107.21,110.273,106.946,102.349998,2226935,96.898781
2012-01-11,106.735,109.639,106.735,102.199997,1302082,96.756775
2012-01-12,108.002,109.851,105.731,102,1285113,96.567413
2012-01-13,110.801,112.333,107.844,103.800003,1282711,98.271553
2012-01-16,108.794,111.858,106.788,105.300003,1643268,99.691666
2012-01-17,112.808,117.984,112.808,109.650002,5045858,103.809982
2012-01-18,116.505,116.505,113.019,108.5,1219513,102.72123
2012-01-19,115.607,119.357,115.396,112.599998,4538145,106.602852
2012-01-20,119.621,122.526,118.829,114.449997,4457658,108.354324
2012-01-23,120.941,122.473,116.083,111.349998,1906713,105.419434
2012-01-24,117.456,119.885,115.713,111.849998,2285553,105.892807
2012-01-25,118.301,123.582,118.301,114.849998,2306846,108.733025
2012-01-27,123.001,126.698,122.367,118.650002,4152698,112.330635
2012-01-30,123.582,125.589,119.885,114,2873333,107.928291
2012-01-31,121.417,125.378,120.519,118.050003,3367908,111.762589
2012-02-01,124.585,127.543,124.585,119.699997,2161605,113.324699
2012-02-02,127.173,127.701,124.11,118.099998,2884245,111.809914
2012-02-03,124.744,127.226,123.212,119.150002,1620900,112.804001
2012-02-06,126.592,129.603,126.381,121.949997,2726718,115.454872
2012-02-07,128.863,132.296,128.388,123.550003,3887765,116.969658
2012-02-08,130.87,133.933,128.863,126.349998,2348775,119.620522
2012-02-09,132.349,136.099,132.138,127.800003,4114570,120.993301
2012-02-10,135.623,139.056,135.254,129.850006,2307180,122.93412
2012-02-13,137.261,137.947,134.884,128.350006,4301903,121.514008
2012-02-14,136.574,145.499,136.257,133.449997,5195777,126.342377
2012-02-15,145.711,164.459,145.711,145.100006,13487231,137.371902
2012-02-16,154.213,157.171,143.757,141,8072675,133.490265
2012-02-17,152.946,152.946,144.866,138.050003,4885255,130.697388
2012-02-21,147.929,149.883,142.278,139.75,4756189,132.306839
2012-02-22,148.721,151.098,139.796,134.550003,3922804,127.383789
2012-02-23,133.194,151.678,133.194,141,4189891,133.490265
2012-02-24,151.995,158.174,144.232,138.699997,2790631,131.312759
2012-02-27,146.82,146.82,138.106,135.25,3430747,128.046494
2012-02-28,144.39,165.199,144.39,153.850006,12494981,145.655869
2012-02-29,164.09,177.557,160.076,153.050003,14424801,144.898468
2012-03-01,161.607,163.509,153.844,147,7051241,139.170715
2012-03-02,156.326,160.234,154.425,148,6232610,140.117432
2012-03-05,155.217,156.749,151.414,145.100006,7040416,137.371902
2012-03-06,153.421,162.241,149.46,143.550003,9898342,135.904434
2012-03-07,149.988,158.914,149.988,147.800003,7433551,139.928101
2012-03-09,158.333,165.04,157.91,155.300003,7388207,147.028641
2012-03-12,168.895,171.378,163.456,159.25,9414365,150.76825
2012-03-13,169.001,173.754,168.156,163.899994,10600094,155.170593
2012-03-14,174.282,179.3,171.853,168.050003,8804195,159.099564
2012-03-15,176.395,178.93,171.219,166.75,5504032,157.86879
2012-03-16,175.286,183.155,170.216,166.199997,7077325,157.348099
2012-03-19,175.867,178.666,169.212,162,4205402,153.371796
2012-03-20,171.642,174.335,159.072,151.75,6046054,143.667709
2012-03-21,158.439,167.628,155.481,157.850006,6837410,149.442825
2012-03-22,165.832,168.473,156.907,150.149994,6491616,142.152908
2012-03-23,158.597,162.928,156.432,150.25,4637787,142.247589
2012-03-26,159.6,159.706,154.372,147.649994,4685230,139.786057
2012-03-27,158.491,160.023,152.101,148.75,5400186,140.827484
2012-03-28,157.382,159.178,155.27,148.649994,3311856,140.732803
2012-03-29,156.96,160.921,154.742,151.199997,5624234,143.147003
2012-03-30,162.505,167.892,160.551,158,4795070,149.584839
2012-04-02,165.885,171.8,165.885,158.050003,4331785,149.632156
2012-04-03,167.681,171.642,164.776,161.350006,5614699,152.756409
2012-04-04,170.005,171.061,166.36,158.25,3580455,149.821503
2012-04-09,165.779,166.783,161.607,153.899994,1527034,145.703201
2012-04-10,164.406,166.73,162.822,156.649994,4054161,148.306732
2012-04-11,163.667,167.1,163.667,156.199997,2635802,147.880692
2012-04-12,165.78,169.793,165.78,158.550003,4486186,150.10553
2012-04-13,169.16,175.55,168.209,160.100006,4738715,151.572998
2012-04-16,169.424,176.817,167.417,166.199997,5785086,157.348099
2012-04-17,177.346,180.62,173.015,169.550003,6273411,160.519684
2012-04-18,181.518,186.429,180.197,175.550003,6667975,166.200104
2012-04-19,186.957,196.411,185.743,185.350006,13143036,175.47818
2012-04-20,196.464,200.425,191.922,185.850006,8237907,175.951523
2012-04-23,196.464,200.583,187.274,178.25,4826394,168.756302
2012-04-24,189.387,192.608,186.799,178.399994,3190319,168.898331
2012-04-25,188.964,190.443,181.835,175.100006,5953776,165.774094
2012-04-26,185.532,191.605,185.532,179.050003,5658765,169.513687
2012-04-27,190.126,192.661,181.148,174.100006,5035602,164.827347
2012-04-30,186.852,191.975,185.267,180.899994,3237082,171.265152
2012-05-02,191.182,191.182,180.567,171.850006,7021474,162.697174
2012-05-03,180.831,181.94,174.018,166.550003,6849731,157.679443
2012-05-04,174.916,177.874,171.219,164.449997,5144241,155.691299
2012-05-07,169.001,178.613,167.47,168.300003,5456600,159.336243
2012-05-08,180.62,180.62,169.74,161.600006,5735545,152.993103
2012-05-09,169.001,170.797,161.607,156,7121091,147.69136
2012-05-10,165.304,167.575,158.439,151.449997,5230590,143.383682
2012-05-11,157.435,167.311,157.435,155.25,6358621,146.981308
2012-05-14,161.079,165.674,158.703,153,4348135,144.85112
2012-05-15,160.498,166.783,158.808,157.149994,5069925,148.780106
2012-05-16,162.135,162.135,151.045,146.149994,6530176,138.365967
2012-05-17,155.639,158.967,152.788,146.899994,3234863,139.076019
2012-05-18,151.995,152.365,145.869,142.350006,4471851,134.768372
2012-05-21,151.045,155.587,149.936,145.699997,2876416,137.939926
2012-05-22,156.009,158.861,151.837,145.5,3482745,137.75058
2012-05-23,153.527,155.481,151.362,145.550003,2085354,137.797928
2012-05-24,152.365,156.854,151.467,147.800003,1788421,139.928101
2012-05-25,157.382,160.287,154.213,150.75,1856187,142.720978
2012-05-28,160.076,163.984,159.6,154.399994,1814701,146.176559
2012-05-29,164.776,167.681,161.238,154.649994,4264668,146.413254
2012-05-30,161.607,163.72,145.235,139.050003,9638103,131.644119
2012-05-31,145.763,148.193,141.644,135.949997,5136151,128.709244
2012-06-01,144.179,147.77,140.852,135.100006,3831363,127.904495
2012-06-04,140.482,143.915,138.053,135.75,4368524,128.519882
2012-06-05,143.598,144.971,137.419,130.850006,2580666,123.880859
2012-06-06,140.007,146.661,139.109,138,3493999,130.65004
2012-06-07,149.038,149.672,144.021,140.899994,4587702,133.395569
2012-06-08,145.552,148.827,144.813,139.949997,2217793,132.496185
2012-06-11,149.46,152.418,145.024,138.350006,1690356,130.981415
2012-06-12,144.337,150.622,143.44,142,2734184,134.436996
2012-06-13,151.045,151.837,146.503,140.100006,4543401,132.638199
2012-06-14,147.137,149.883,141.274,134.649994,1890331,127.478462
2012-06-15,142.595,149.883,142.595,140.949997,3946715,133.442917
2012-06-18,149.143,154.953,145.394,138.399994,3590771,131.028732
2012-06-19,146.82,149.46,143.334,136.600006,3777433,129.3246
2012-06-20,145.816,148.932,144.971,139.899994,2570304,132.448837
2012-06-21,146.82,150.464,143.123,141.949997,1356849,134.389648
2012-06-22,145.869,152.048,145.869,141.149994,2716783,133.632263
2012-06-25,148.932,151.573,147.031,140.199997,1428820,132.73288
2012-06-26,147.876,148.879,144.496,137.5,2626284,130.176682
2012-06-27,146.292,146.661,140.218,133.149994,3107446,126.05835
2012-06-28,141.01,141.486,134.99,130.600006,5028810,123.644173
2012-06-29,139.003,141.538,138.845,132.399994,3163389,125.348289
2012-07-02,139.532,141.222,136.785,129.899994,3423093,122.981445
2012-07-03,138.792,139.32,136.521,129.550003,2218549,122.650101
2012-07-04,138.317,139.637,136.997,130.899994,2101802,123.928185
2012-07-05,139.267,143.07,137.525,135,3074030,127.809814
2012-07-06,143.44,144.602,140.271,133.5,4927993,126.389709
2012-07-09,140.377,143.123,138.898,134.5,3217733,127.336456
2012-07-10,142.067,145.13,141.802,136.949997,3638292,129.65596
2012-07-11,144.021,145.13,142.595,135.649994,2956055,128.425201
2012-07-12,142.331,142.489,138.37,131.399994,3657863,124.40155
2012-07-13,138.792,142.067,138.739,134,3123395,126.863083
2012-07-16,141.697,142.753,139.162,132.350006,3131265,125.300972
2012-07-17,139.426,141.169,138.475,132.050003,3210448,125.016937
2012-07-18,132.845,132.845,129.007,128.600006,2650697,125.652039
2012-07-19,132.282,134.073,132.027,129.149994,1295545,126.189415
2012-07-20,132.18,133.511,131.105,129.600006,1323161,126.62912
2012-07-23,131.054,131.105,128.956,126.699997,1705010,123.795593
2012-07-24,129.161,130.44,127.114,124.949997,1531560,122.085709
2012-07-25,126.909,127.933,123.89,122.150002,1117263,119.349899
2012-07-26,125.016,125.272,118.824,117.050003,4897333,114.366806
2012-07-27,122.815,125.886,122.713,121.900002,4235168,119.105621
2012-07-30,125.63,130.696,125.579,127.25,2664323,124.332993
2012-07-31,130.901,133.562,127.574,129.350006,3468889,126.38485
2012-08-01,127.984,132.641,127.984,128.649994,2597962,125.700882
