"Date","SOUTHBANK.NS.Open","SOUTHBANK.NS.High","SOUTHBANK.NS.Low","SOUTHBANK.NS.Close","SOUTHBANK.NS.Volume","SOUTHBANK.NS.Adjusted"
2007-07-05,34.655,36.848,33.993,9.70748,4391532,2.709109
2007-07-06,34.901,35.939,34.772,9.87042,2315068,2.754582
2007-07-09,35.68,36.692,35.459,10.1601,3227604,2.835424
2007-07-10,36.718,37.872,34.279,9.77266,14428710,2.727299
2007-07-11,34.992,36.536,34.499,10.1347,3996997,2.828335
2007-07-12,36.588,39.443,36.588,10.9241,14353037,3.048636
2007-07-13,39.533,41.493,39.261,11.0436,5445983,3.081986
2007-07-16,39.65,40.74,39.183,11.0472,3710779,3.082991
2007-07-17,40.13,40.182,38.197,10.801,2070719,3.014282
2007-07-18,38.664,39.105,38.171,10.7249,1240250,2.993045
2007-07-19,38.664,38.82,37.652,10.6054,1357432,2.959696
2007-07-20,38.015,38.664,36.86,10.5873,1436019,2.954645
2007-07-23,38.197,39.961,37.769,11.0834,3848137,3.093093
2007-07-24,40.039,42.011,39.702,11.565,5327612,3.227496
2007-07-25,40.48,41.259,40.48,11.4274,2608315,3.189095
2007-07-26,41.22,41.493,39.65,11.2644,2252707,3.143606
2007-07-27,39.948,39.961,38.028,10.7901,1981527,3.01124
2007-07-30,37.937,38.923,37.626,10.7322,1083408,2.995082
2007-07-31,38.456,40.351,38.456,11.1377,2491547,3.108247
2007-08-01,39.702,39.702,36.601,10.2977,1967511,2.873825
2007-08-02,36.848,37.691,36.471,10.2941,2272302,2.87282
2007-08-03,37.366,37.626,35.913,10.0297,3606356,2.799032
2007-08-06,35.33,37.47,35.031,10.0659,1965274,2.809135
2007-08-07,37.328,37.535,36.64,10.3448,975988,2.886969
2007-08-08,37.353,40.493,37.107,11.1341,5426885,3.107242
2007-08-09,39.936,40.221,37.522,10.6163,1586316,2.962738
2007-08-10,37.003,37.626,35.07,10.4425,1188356,2.914235
2007-08-13,37.859,38.145,37.366,10.4823,691731,2.925342
2007-08-14,37.613,38.145,37.224,10.4497,1321129,2.916244
2007-08-16,35.823,36.822,35.368,10.1528,2237435,2.833387
2007-08-17,36.354,36.822,34.772,10.0587,2151294,2.807126
2007-08-20,37.613,37.613,36.458,10.2578,927988,2.862689
2007-08-21,36.614,37.003,34.305,9.77266,832292,2.727299
2007-08-22,35.784,36.302,33.241,9.54092,1149967,2.662627
2007-08-23,35.291,35.511,33.734,9.47213,623708,2.643429
2007-08-24,33.863,34.733,33.863,9.63144,582654,2.687889
2007-08-27,35.667,36.277,35.135,10.0515,475594,2.805116
2007-08-28,36.069,36.394,35.498,10.1275,764863,2.826326
2007-08-29,35.368,36.653,35.291,10.1565,3282067,2.834419
2007-08-30,36.848,37.886,36.588,10.4317,942101,2.91122
2007-08-31,40.999,40.999,37.886,11.0218,6677754,3.075903
2007-09-03,40.195,40.792,39.702,11.3079,2659574,3.155745
2007-09-04,40.636,41.233,39.702,11.3984,1462587,3.181002
2007-09-05,41.22,41.518,40.74,11.4455,1673464,3.194146
2007-09-06,40.623,41.35,40.415,11.4889,948978,3.206258
2007-09-07,41.376,44.619,41.376,12.1841,8565228,3.40027
2007-09-10,43.075,43.594,41.947,11.9415,2865313,3.332567
2007-09-11,43.075,43.698,42.245,11.8329,858957,3.302259
2007-09-12,43.075,46.189,42.063,11.8546,3513394,3.308316
2007-09-13,42.816,43.776,42.037,11.7931,1380314,3.291152
2007-09-14,42.556,43.179,41.025,11.6157,1355554,3.241645
2007-09-17,41.907,42.582,41.907,11.8112,1428700,3.296203
2007-09-18,42.556,43.984,42.037,11.7931,6309331,3.291152
2007-09-19,43.516,43.516,42.102,11.7895,2592366,3.290148
2007-09-20,42.686,42.686,41.648,11.6627,5838156,3.254761
2007-09-21,41.064,42.427,41.064,11.6012,1644216,3.237598
2007-09-24,42.297,42.686,41.194,11.67,2868724,3.256799
2007-09-25,41.907,42.53,40.299,11.5107,1311904,3.212342
2007-09-26,41.518,41.765,39.572,11.1993,4740028,3.125438
2007-09-27,40.221,41.596,40.156,11.5107,5182964,3.212342
2007-09-28,41.012,42.79,40.61,11.8402,2904738,3.304297
2007-10-01,42.764,44.84,42.323,12.3941,6598131,3.458876
2007-10-03,45.398,45.398,43.594,12.3398,3166072,3.443722
2007-10-04,43.905,44.113,42.31,11.8981,2218848,3.320455
2007-10-05,42.946,44.892,42.712,12.4557,3314463,3.476067
2007-10-08,44.373,45.41,41.804,12.061,2545636,3.365916
2007-10-09,43.192,44.152,41.843,12.271,1491490,3.424522
2007-10-10,44.36,46.371,42.608,12.0755,5782893,3.369963
2007-10-11,43.543,43.854,42.31,12.0212,1412696,3.354809
2007-10-12,43.023,44.606,43.023,12.2565,2136809,3.420475
2007-10-15,44.879,44.879,43.646,12.2855,1102464,3.428569
2007-10-16,44.373,44.502,43.594,12.2312,1348940,3.413415
2007-10-17,42.816,42.816,40.999,11.7062,1669445,3.266901
2007-10-18,42.751,43.075,40.234,11.46,1129115,3.198193
2007-10-19,41.246,41.246,38.923,10.9132,1126865,3.045595
2007-10-22,39.183,40.48,37.911,11.1739,370466,3.118349
2007-10-23,40.338,41.765,40.338,11.5758,637697,3.23051
2007-10-24,42.543,43.335,41.051,11.7062,612482,3.266901
2007-10-25,41.947,42.543,41.064,11.8003,399313,3.293162
2007-10-26,42.297,44.749,41.635,12.2602,2181757,3.421508
2007-10-29,44.113,44.866,42.816,11.985,1506320,3.344706
2007-10-30,43.075,43.594,41.583,11.6953,1755185,3.263859
2007-10-31,44.113,44.113,42.063,11.9524,1643402,3.335609
2007-11-01,43.205,43.724,42.297,11.9922,1373810,3.346716
2007-11-02,42.556,44.087,42.089,11.8909,1526564,3.318446
2007-11-05,40.766,43.464,40.766,12.0646,1433865,3.366921
2007-11-06,43.335,44.113,43.075,12.0429,1606739,3.360865
2007-11-07,42.569,43.763,42.569,11.9633,431529,3.338651
2007-11-08,42.556,43.335,42.037,12.0284,485177,3.356818
2007-11-12,42.556,43.075,41.064,11.985,559069,3.344706
2007-11-13,42.427,43.543,42.18,11.8546,825595,3.308316
2007-11-14,43.075,44.061,42.894,12.2022,949144,3.405322
2007-11-15,44.113,48.525,43.153,13.4007,5071443,3.739792
2007-11-16,40.221,49.303,40.221,13.4876,2872604,3.764044
2007-11-19,48.525,49.796,47.227,13.2559,1493561,3.699383
2007-11-20,47.227,48.265,47.227,13.2849,923141,3.707475
2007-11-21,47.227,49.303,44.697,12.6729,1698927,3.536682
2007-11-22,46.682,46.682,44.113,12.4992,569342,3.488207
2007-11-23,45.41,46.384,44.632,12.7273,1157755,3.551864
2007-11-26,45.8,46.708,45.67,12.8902,1012844,3.597324
2007-11-27,46.306,46.449,44.658,12.8359,876274,3.582171
2007-11-28,46.189,47.227,45.19,12.6802,1193106,3.538719
2007-11-29,45.424,46.436,45.424,12.8504,425730,3.586218
2007-11-30,46.189,46.449,45.541,12.8757,528772,3.593278
2007-12-03,45.45,47.227,44.411,12.5824,2514842,3.511426
2007-12-04,45.917,46.047,43.867,12.3145,2029113,3.436661
2007-12-05,44.619,45.904,44.399,12.6042,1253603,3.51751
2007-12-06,45.41,46.397,44.892,12.5824,960094,3.511426
2007-12-07,45.67,46.046,44.632,12.6476,1675604,3.529622
2007-12-10,45.917,49.277,45.774,13.5745,3570991,3.788296
2007-12-11,49.069,57.607,49.069,15.7507,12310461,4.395617
2007-12-12,54.752,57.736,54.233,15.2655,6459683,4.26021
2007-12-13,55.453,56.27,54.986,15.6131,2487998,4.357216
2007-12-14,55.012,56.05,53.208,14.9541,2574248,4.173306
2007-12-17,52.676,55.012,50.6,14.3675,1326749,4.009602
2007-12-18,52.339,54.454,50.38,14.8998,2720858,4.158153
2007-12-19,53.805,54.609,52.17,14.7079,721917,4.104599
2007-12-20,53.416,53.416,51.379,14.5087,722801,4.049007
2007-12-24,52.417,55.194,52.417,14.7513,570530,4.11671
2007-12-26,55.79,55.79,52.936,14.9577,568017,4.174311
2007-12-27,54.233,55.142,53.714,15.3017,1594062,4.270312
2007-12-28,53.196,55.79,52.936,15.3995,622797,4.297605
2007-12-31,55.777,60.176,54.778,16.0693,3806724,4.48453
2008-01-01,58.372,60.293,57.36,16.623301,2835141,4.639137
2008-01-02,59.696,64.872,59.656,17.999201,6587885,5.023116
2008-01-03,63.315,74.422,63.315,18.7994,9271763,5.246431
2008-01-04,68.246,71.1,64.483,18.169399,5830782,5.070614
2008-01-07,63.588,68.116,63.588,18.430099,2575243,5.143369
2008-01-08,66.948,67.714,63.315,17.7458,3151255,4.952399
2008-01-09,63.821,65.651,63.315,17.9811,4236955,5.018065
2008-01-10,65.106,67.441,59.838,17.166401,2695380,4.790703
2008-01-11,62.018,62.498,59.047,16.7066,2441310,4.662384
2008-01-14,60.967,62.278,59.851,17.0035,1599696,4.745243
2008-01-15,61.499,62.018,57.633,16.1852,2370856,4.516875
2008-01-16,58.126,59.008,56.102,16.0114,1648856,4.468372
2008-01-17,57.347,59.423,55.842,16.2684,826962,4.540094
2008-01-18,58.126,58.126,54.622,15.4429,1117626,4.309718
2008-01-21,54.246,54.752,48.784,13.8932,2098309,3.877236
2008-01-22,46.449,51.639,39.832,12.3688,818677,3.451815
2008-01-23,51.898,51.898,46.773,13.7194,1103458,3.828733
2008-01-24,51.379,52.157,45.177,13.4369,1104121,3.749895
2008-01-25,51.106,52.145,48.018,14.306,1317207,3.992439
2008-01-28,50.341,52.65,46.708,14.5992,1150878,4.074263
2008-01-29,52.65,54.752,50.6,14.1756,936398,3.956047
2008-01-30,51.872,52.65,48.343,13.6796,410125,3.817626
2008-01-31,50.289,51.639,48.018,13.5456,431861,3.780231
2008-02-01,48.784,50.471,48.395,13.9909,517007,3.904503
2008-02-04,51.119,53.195,50.86,14.7839,1359987,4.125808
2008-02-05,51.911,55.012,51.911,15.28,992697,4.264257
2008-02-06,52.702,54.48,51.119,15.07,692477,4.205651
2008-02-07,53.079,55.583,52.949,14.936,1254721,4.168255
2008-02-08,53.442,54.233,48.473,14.3639,1180982,4.008596
2008-02-11,51.625,51.639,48.525,14.1358,654447,3.94494
2008-02-12,51.885,51.885,46.708,13.35,1968381,3.725644
2008-02-13,48.265,49.433,46.851,13.1799,1531618,3.678172
2008-02-14,47.98,48.914,47.98,13.4876,1188245,3.764044
2008-02-15,48.265,49.004,47.5,13.6108,543934,3.798426
2008-02-18,49.277,50.068,48.486,13.8932,442991,3.877236
2008-02-19,50.341,50.341,49.212,13.8135,339230,3.854994
2008-02-20,50.588,50.588,47.85,13.5275,402682,3.775179
2008-02-21,49.277,49.562,48.005,13.4659,417997,3.757989
2008-02-22,47.616,48.265,46.215,13.0531,696633,3.642786
2008-02-25,47.876,47.876,45.073,12.9916,403000,3.625623
2008-02-26,47.227,48.265,47.227,13.3935,362747,3.737783
2008-02-27,48.525,48.706,47.512,13.3392,254015,3.722629
2008-02-28,47.551,48.187,47.266,13.2849,120732,3.707475
2008-02-29,47.227,47.993,44.918,13.1763,449978,3.677168
2008-03-03,46.708,46.708,44.905,12.7671,445062,3.562971
2008-03-04,45.424,46.189,42.297,12.1986,331387,3.404316
2008-03-05,42.842,44.373,42.842,12.195,256984,3.403312
2008-03-07,43.075,43.075,38.664,11.0689,866884,3.089046
2008-03-10,37.353,40.195,35.563,11.1015,959431,3.098145
2008-03-11,39.676,41.518,39.001,11.4781,445269,3.203244
2008-03-12,41.518,43.516,41.518,11.8583,788311,3.309348
2008-03-13,41.843,41.843,37.665,10.953,1889463,3.056702
2008-03-14,40.091,40.74,38.975,11.297,475953,3.152704
2008-03-17,38.404,39.443,37.405,10.5077,680670,2.93243
2008-03-18,38.145,38.638,33.747,9.65317,1014902,2.693952
2008-03-19,35.81,36.848,34.253,9.693,916237,2.705068
2008-03-24,34.356,36.056,33.993,9.5192,417306,2.656565
2008-03-25,33.318,39.17,33.318,10.5765,1461952,2.951631
2008-03-26,36.38,38.664,36.38,10.428,685697,2.910188
2008-03-27,36.095,37.886,36.095,10.5005,1955428,2.930421
2008-03-28,37.872,38.392,36.899,10.5584,440602,2.946579
2008-03-31,38.106,38.145,35.42,10.1239,828978,2.825321
2008-04-01,36.848,37.341,35.81,10.0804,373808,2.813181
2008-04-02,37.107,37.626,36.095,10.247,460901,2.859675
2008-04-03,36.342,36.848,35.161,9.98629,951450,2.786918
2008-04-04,36.069,36.264,34.901,9.93197,393279,2.771759
2008-04-07,35.291,36.329,35.291,10.0153,416464,2.795013
2008-04-08,36.315,36.588,35.68,10.1637,349173,2.836429
2008-04-09,36.848,37.366,36.329,10.3266,557757,2.88189
2008-04-10,36.458,40.221,36.458,10.8625,2675965,3.031446
2008-04-11,40.48,40.48,38.482,10.8372,855892,3.024385
2008-04-15,38.898,39.17,38.145,10.8444,421200,3.026394
2008-04-16,38.69,39.936,38.677,10.9965,551722,3.068842
2008-04-17,40.195,42.401,39.702,11.7243,2401126,3.271952
2008-04-21,42.024,43.464,41.493,11.9886,1716396,3.345711
2008-04-22,43.283,44.087,41.57,12.0176,707791,3.353805
2008-04-23,43.205,43.335,41.35,11.5976,1198022,3.236593
2008-04-24,42.284,42.556,40.26,11.4853,533508,3.205253
2008-04-25,41.505,42.271,40.623,11.6193,729070,3.242649
2008-04-28,41.739,41.739,40.74,11.402,522765,3.182006
2008-04-29,40.999,42.686,40.74,11.6048,1039067,3.238603
2008-04-30,41.882,42.037,41.259,11.5433,341481,3.221439
2008-05-02,42.024,42.297,41.531,11.6374,385891,3.2477
2008-05-05,41.7,42.427,41.648,11.7062,541918,3.266901
2008-05-06,42.037,42.401,41.713,11.7895,625876,3.290148
2008-05-07,42.543,44.36,42.037,11.8402,2827228,3.304297
2008-05-08,42.427,42.427,41.531,11.6736,319401,3.257802
2008-05-09,41.531,42.167,40.636,11.4419,398236,3.193141
2008-05-12,40.662,40.896,38.936,11.2174,491060,3.130489
2008-05-13,40.727,41.518,39.961,11.2391,1004338,3.136545
2008-05-14,40.727,41.259,39.78,11.192,581536,3.123401
2008-05-15,40.467,40.74,39.871,11.2789,3111167,3.147652
2008-05-16,39.961,41.233,39.961,11.2898,636205,3.150694
2008-05-20,40.454,40.727,39.741,11.1775,546627,3.119354
2008-05-21,39.974,40.467,39.663,11.1232,3249657,3.104201
2008-05-22,39.196,39.936,39.196,11.0689,406784,3.089046
2008-05-23,40.208,40.208,39.053,10.9675,4368485,3.060748
2008-05-26,38.936,39.429,35.317,9.96456,2396251,2.780854
2008-05-27,35.81,36.848,35.55,9.98629,477886,2.786918
2008-05-28,36.173,36.173,35.161,10.0261,391152,2.798028
2008-05-29,36.056,36.692,35.667,10.0623,406742,2.80813
2008-05-30,36.069,36.848,35.083,9.93922,257481,2.773782
2008-06-02,35.81,36.251,34.577,9.76179,347516,2.724266
2008-06-03,34.279,35.291,34.253,9.78352,418825,2.73033
2008-06-04,34.901,34.901,33.085,9.38161,529435,2.618167
2008-06-05,33.37,34.123,32.177,9.06297,1097962,2.529243
2008-06-06,32.955,33.461,32.514,9.21867,485950,2.572695
2008-06-09,30.633,32.929,29.841,8.9978,361048,2.511055
2008-06-10,32.125,32.566,30.659,8.67192,491957,2.420111
2008-06-11,31.917,32.384,31.152,8.86745,374222,2.474678
2008-06-12,31.398,32.177,30.373,8.89641,543050,2.48276
2008-06-13,32.929,32.929,31.658,8.88917,330724,2.48074
2008-06-16,32.929,32.929,31.697,8.89279,342158,2.48175
2008-06-17,31.658,37.872,31.658,9.15349,26853951,2.554505
2008-06-18,33.215,34.123,32.631,9.17884,9032274,2.561579
2008-06-19,32.436,32.786,32.242,9.07383,2358277,2.532274
2008-06-20,33.241,33.241,31.398,8.8421,3265303,2.467604
2008-06-23,31.268,31.268,29.322,8.28087,1815627,2.310979
2008-06-24,29.828,29.932,27.22,7.73412,2613576,2.158395
2008-06-25,26.507,26.857,25.936,7.37566,3671796,2.058357
2008-06-26,26.598,28.414,26.598,7.87533,2770100,2.197803
2008-06-27,27.039,28.907,26.727,7.69067,4078345,2.146269
2008-06-30,27.869,28.258,26.001,7.29238,4244798,2.035116
2008-07-01,26.208,26.598,24.366,6.87236,2143271,1.917899
2008-07-02,24.677,25.664,22.576,7.09685,3467176,1.980549
2008-07-03,25.456,25.456,23.925,6.90133,1266528,1.925985
2008-07-04,23.925,26.208,23.886,7.21272,975891,2.012886
2008-07-07,25.923,27.324,25.897,7.47342,1519176,2.08564
2008-07-08,25.832,26.935,25.443,7.37566,531768,2.058357
2008-07-09,26.974,27.765,26.727,7.62188,1098791,2.127072
2008-07-10,27.506,27.765,27.13,7.66895,625572,2.140208
2008-07-11,27.506,27.584,26.727,7.52049,903809,2.098776
2008-07-14,26.74,27.246,26.481,7.50239,665839,2.093725
2008-07-15,26.727,26.727,25.962,7.28876,578153,2.034106
2008-07-16,26.468,26.844,25.988,7.33583,632795,2.047243
2008-07-17,26.455,26.987,26.338,7.40825,606033,2.067452
2008-07-18,26.727,26.935,26.208,7.37566,2056979,2.058357
2008-07-21,26.701,26.844,25.988,7.35031,827114,2.051283
2008-07-22,26.338,27.117,26.338,7.45532,932559,2.080589
2008-07-23,27.117,30.879,27.117,8.09983,4429672,2.260455
2008-07-24,29.309,30.594,28.544,8.12517,2128952,2.267527
2008-07-25,29.309,29.309,27.765,7.84275,940803,2.188711
2008-07-28,27,28.284,26.987,7.83551,596643,2.18669
2008-07-29,27.246,27.869,26.611,7.45532,1280102,2.080589
2008-07-30,26.883,27.506,26.727,7.63274,755211,2.130102
2008-07-31,27.48,27.493,26.753,7.54584,575639,2.10585
2008-08-01,26.987,27.246,26.701,7.5386,1696028,2.10383
2008-08-04,27.22,28.194,27.22,7.77757,2032399,2.170521
2008-08-05,27.999,28.907,27.778,8.01655,2196049,2.237214
2008-08-06,29.063,31.787,29.063,8.45829,12563440,2.360493
2008-08-07,19.24,19.759,19.09,8.48364,8205423,3.668834
2008-08-08,19.274,20.245,19.274,8.65019,1489708,3.740861
2008-08-11,20.094,20.597,19.768,8.71175,1987341,3.767483
2008-08-12,20.262,20.387,19.609,8.55605,783381,3.70015
2008-08-13,19.592,19.893,19.425,8.49088,581771,3.671966
2008-08-14,19.441,19.592,19.014,8.27001,606930,3.576449
2008-08-18,19.09,19.676,19.006,8.32794,531244,3.601501
2008-08-19,19.408,19.584,19.014,8.27001,622327,3.576449
2008-08-20,19.257,19.659,19.09,8.44381,402641,3.651611
2008-08-21,19.592,19.676,18.922,8.2338,504427,3.560789
2008-08-22,19.257,19.257,18.931,8.2338,4909381,3.560789
2008-08-25,19.24,19.592,19.056,8.27001,1222119,3.576449
2008-08-26,19.09,19.257,18.964,8.24828,335198,3.567051
2008-08-27,19.257,19.257,18.763,8.16138,264828,3.529471
2008-08-28,18.931,18.931,18.286,7.95861,1257539,3.441781
2008-08-29,18.504,19.073,18.504,8.15414,931523,3.52634
2008-09-01,18.905,18.964,18.512,8.165,220584,3.531036
2008-09-02,18.964,19.324,18.813,8.3207,1482017,3.59837
2008-09-04,19.173,19.299,18.713,8.30984,1313934,3.593674
2008-09-05,18.964,19.056,18.855,8.20121,902884,3.546695
2008-09-08,19.425,19.592,19.173,8.36053,722000,3.615595
2008-09-09,19.408,19.408,18.931,8.29173,420468,3.585841
2008-09-10,19.006,19.592,19.006,8.41122,768053,3.637516
2008-09-11,19.441,19.441,19.115,8.30259,337698,3.590538
2008-09-12,19.257,19.324,19.039,8.3207,529642,3.59837
2008-09-15,18.52,18.52,17.583,7.66533,1366726,3.314949
2008-09-16,17.248,18.211,17.08,7.79205,1232890,3.36975
2008-09-17,18.252,18.42,17.75,7.69791,667193,3.329039
2008-09-18,17.382,18.42,16.578,7.88982,1694080,3.412031
2008-09-19,18.671,19.132,18.42,8.08534,839183,3.496586
2008-09-22,19.224,19.232,18.755,8.13604,430107,3.518512
2008-09-23,19.006,19.408,18.755,8.15776,998787,3.527905
2008-09-24,18.905,19.073,18.085,7.8862,1140632,3.410466
2008-09-25,18.411,18.654,18.261,7.93327,632891,3.430822
2008-09-26,18.202,18.52,17.917,7.78119,646383,3.365053
2008-09-29,18.252,18.252,16.93,7.44083,1047035,3.217862
2008-09-30,16.913,17.499,15.322,7.4879,840757,3.238217
2008-10-01,17.557,17.984,17.172,7.61463,956435,3.293023
2008-10-03,17.583,18.085,16.997,7.54222,833811,3.261708
2008-10-06,17.415,17.415,16.243,7.12582,1149580,3.081632
2008-10-07,17.239,17.248,16.276,7.1403,942847,3.087894
2008-10-08,15.916,16.561,15.238,6.97737,3085234,3.017434
2008-10-10,15.406,16.243,14.736,6.65873,2235722,2.879634
2008-10-13,16.059,16.243,15.406,6.73477,1394330,2.912519
2008-10-14,16.343,17.164,15.774,6.93754,5697209,3.000209
2008-10-15,15.741,16.913,15.506,7.03892,3579732,3.044051
2008-10-16,18.42,18.42,15.489,6.90223,3532647,2.984939
2008-10-17,15.96,16.766,14.861,6.49489,1826138,2.80878
2008-10-20,15.081,15.688,14.757,6.5673,937616,2.840095
2008-10-21,15.207,15.374,14.966,6.57183,663481,2.842054
2008-10-22,15.071,15.071,14.589,6.37721,554523,2.757889
2008-10-23,14.443,14.506,14.024,6.12375,516609,2.648277
2008-10-24,13.878,14.171,13.271,5.81598,781486,2.515179
2008-10-27,13.04,13.396,11.502,5.44484,1448392,2.354676
2008-10-29,14.234,14.234,13.197,5.73904,517283,2.481905
2008-10-31,13.71,13.909,13.407,5.87482,592680,2.540625
2008-11-03,14.024,14.861,13.815,6.17806,799250,2.671764
2008-11-04,14.432,16.107,13.867,6.82529,1191192,2.951665
2008-11-05,16.117,16.955,14.882,6.54467,938411,2.830308
2008-11-06,14.663,14.861,14.045,6.25048,821599,2.703083
2008-11-07,14.432,14.652,14.118,6.23238,734061,2.695255
2008-11-10,14.453,14.861,14.338,6.33648,459219,2.740274
2008-11-11,14.349,14.652,14.234,6.15996,225362,2.663936
2008-11-12,13.951,14.401,13.606,5.97892,486406,2.585644
2008-11-14,13.93,14.652,13.49,5.87934,766484,2.54258
2008-11-17,13.553,13.972,13.03,5.68472,409639,2.458414
2008-11-18,12.559,12.915,12.151,5.3679,457584,2.321402
2008-11-19,12.266,12.863,12.14,5.28191,360435,2.284215
2008-11-20,12.14,12.925,11.617,5.05108,664895,2.18439
2008-11-21,11.931,12.057,11.345,5.10539,580870,2.207877
2008-11-24,11.931,12.046,11.523,5.04655,370124,2.182431
2008-11-25,11.931,12.099,11.533,5.02392,276190,2.172644
2008-11-26,11.491,11.701,11.429,4.97413,538140,2.151112
2008-11-27,12.706,12.706,12.706,5.495,0,2.376368
2008-11-28,11.512,11.512,10.696,4.85193,386473,2.098266
2008-12-01,11.104,11.69,10.675,4.76141,1116281,2.059119
2008-12-02,10.476,11.104,10.476,4.55321,731012,1.969081
2008-12-03,10.864,10.864,10.466,4.56679,692723,1.974954
2008-12-04,10.675,10.989,10.57,4.7071,1002076,2.035632
2008-12-05,10.884,11.481,10.884,4.78857,1064636,2.070865
2008-12-08,11.931,12.14,10.989,4.98319,1100804,2.15503
2008-12-10,11.805,11.805,11.324,5.0556,600280,2.186345
2008-12-11,11.617,11.931,11.533,5.04202,812916,2.180472
2008-12-12,11.648,11.889,11.355,5.11444,563681,2.211791
2008-12-15,12.025,12.025,11.847,5.15518,1932776,2.229409
2008-12-16,11.931,11.983,11.847,5.1597,1651184,2.231364
2008-12-17,11.931,11.983,11.638,5.05108,1013013,2.18439
2008-12-18,11.554,11.921,11.376,5.13255,424575,2.219623
2008-12-19,11.743,11.983,11.743,5.15518,1152582,2.229409
2008-12-22,11.9,12.036,11.722,5.08276,3335090,2.19809
2008-12-23,11.816,11.816,11.523,5.01939,492637,2.170685
2008-12-24,11.68,11.826,11.523,5.07371,752477,2.194176
2008-12-26,11.648,11.931,11.617,5.06918,1248383,2.192218
2008-12-29,11.732,11.921,11.523,5.13707,427834,2.221577
2008-12-30,11.732,11.931,11.732,5.15518,548060,2.229409
2008-12-31,11.931,11.931,11.837,5.15065,801438,2.22745
2009-01-02,11.931,13.354,11.9,5.41316,17077999,2.340975
2009-01-05,12.768,13.124,12.768,5.59873,13618838,2.421227
2009-01-06,12.978,13.04,12.58,5.51726,5149927,2.385994
2009-01-07,12.779,12.842,11.722,5.13255,3430483,2.219623
2009-01-09,11.659,12.454,10.508,5.15518,2883925,2.229409
2009-01-12,12.025,12.412,11.837,5.17328,4630501,2.237237
2009-01-13,11.931,12.235,11.826,5.18233,1635056,2.241151
2009-01-14,12.193,12.297,11.91,5.18233,1369758,2.241151
2009-01-15,11.921,11.931,11.512,5.07823,1736247,2.196131
2009-01-16,11.931,12.015,11.617,5.04202,1348316,2.180472
2009-01-19,11.805,12.099,11.722,5.16875,1676836,2.235278
2009-01-20,12.025,12.119,11.722,5.10539,1005423,2.207877
2009-01-21,12.015,12.015,11.355,4.96961,834513,2.149158
2009-01-22,11.617,11.722,10.989,4.78857,1732038,2.070865
2009-01-23,10.707,11.146,10.707,4.69352,983174,2.02976
2009-01-27,10.884,11.251,10.717,4.75688,2756153,2.05716
2009-01-28,11.073,11.136,10.707,4.67541,1498844,2.021928
2009-01-29,10.884,10.968,10.612,4.6211,3325601,1.998441
2009-01-30,10.748,10.759,10.518,4.57584,2054670,1.978868
2009-02-02,10.654,10.874,10.487,4.54868,3211053,1.967122
2009-02-03,10.623,10.623,10.257,4.45364,1635774,1.926021
2009-02-04,10.56,10.769,10.277,4.47174,2289025,1.933849
2009-02-05,10.277,10.455,10.152,4.42648,541719,1.914275
2009-02-06,10.257,10.424,10.162,4.48985,598446,1.941681
2009-02-09,10.445,10.497,10.257,4.50342,2487420,1.947549
2009-02-10,10.466,10.466,10.005,4.35406,3732766,1.882957
2009-02-11,10.1,10.11,10.005,4.34049,1514133,1.877088
2009-02-12,10.047,10.047,9.922,4.3088,1480307,1.863384
2009-02-13,10.047,10.047,9.754,4.25902,16692442,1.841856
2009-02-16,10.047,10.047,9.587,4.16397,8912653,1.800751
2009-02-17,9.608,9.608,9.451,4.10061,1927407,1.77335
2009-02-18,9.377,9.629,9.283,4.12776,4186461,1.785091
2009-02-19,9.618,9.629,9.377,4.0825,1168269,1.765518
2009-02-20,9.252,9.419,9.189,4.01008,1515382,1.734199
2009-02-24,9.419,9.472,9.105,4.03724,1167916,1.745945
2009-02-25,9.388,9.89,9.356,4.20018,5524050,1.81641
2009-02-26,9.943,10.089,9.712,4.25902,2430483,1.841856
2009-02-27,9.88,10.047,9.629,4.29523,1737772,1.857515
2009-03-02,9.838,9.838,9.294,4.11871,831895,1.781178
2009-03-03,9.419,9.555,9.189,4.07345,1019575,1.761604
2009-03-04,9.827,9.943,9.189,4.02819,632681,1.742031
2009-03-05,9.419,9.629,9.231,4.10513,1174014,1.775305
2009-03-06,9.419,9.524,9.22,4.06892,900950,1.759645
2009-03-09,9.22,9.681,9.22,4.15492,1215761,1.796837
2009-03-12,9.67,9.838,9.43,4.10966,681189,1.777264
2009-03-13,9.545,10.047,9.398,4.09608,7007075,1.771391
2009-03-16,9.545,9.806,9.482,4.20923,1110758,1.820324
2009-03-17,9.796,9.911,9.66,4.25449,776162,1.839897
2009-03-18,9.943,10.204,9.765,4.35859,1475082,1.884916
2009-03-19,10.183,10.204,9.943,4.34954,724262,1.881002
2009-03-20,9.995,10.78,9.953,4.48532,1048761,1.939721
2009-03-23,10.487,10.884,10.257,4.56679,6060301,1.974954
2009-03-24,10.759,10.853,10.225,4.44459,6271069,1.922107
2009-03-25,10.267,10.937,9.88,4.61658,1631399,1.996486
2009-03-26,10.675,11.596,10.591,4.79762,3450423,2.074779
2009-03-27,11.094,11.711,10.937,4.89266,2435090,2.11588
2009-03-30,10.937,11.094,10.633,4.71162,1632062,2.037587
2009-03-31,10.822,11.052,10.518,4.63468,1416786,2.004313
