"Date","KTKBANK.NS.Open","KTKBANK.NS.High","KTKBANK.NS.Low","KTKBANK.NS.Close","KTKBANK.NS.Volume","KTKBANK.NS.Adjusted"
2007-02-20,141.455994,141.455994,129.492004,132.615005,855039,81.724678
2007-02-21,132.802994,136.565002,131.673996,133.781006,812538,82.443237
2007-02-22,133.179001,135.322998,131.110001,131.824997,958732,81.237831
2007-02-23,132.427002,133.179001,129.041,130.809006,797589,80.611732
2007-02-26,131.673996,134.533005,126.482002,132.764999,391158,81.817108
2007-02-27,135.436005,135.436005,129.455002,131.335999,302311,80.936478
2007-02-28,126.445,138.070007,121.892998,132.050003,891745,81.376495
2007-03-01,131.673996,134.684006,129.492004,132.501999,228819,81.655037
2007-03-02,133.819,136.565002,130.244995,130.770996,364705,80.588287
2007-03-05,127.912003,131.373001,124.488998,127.122002,1108698,78.339584
2007-03-06,127.987,131.598999,123.398003,126.370003,888203,77.876167
2007-03-07,129.378998,129.378998,123.398003,126.482002,554819,77.94519
2007-03-08,130.169006,130.169006,124.639,129.417007,373109,79.753899
2007-03-09,130.169006,130.169006,125.692001,126.595001,158066,78.014816
2007-03-12,134.533005,134.533005,120.462997,125.580002,335343,77.389328
2007-03-13,125.692001,129.378998,124.639,128.552002,209569,79.220833
2007-03-14,124.300003,127.836998,120.388,126.181,168705,77.759697
2007-03-15,130.770996,131.673996,122.682999,124.713997,353272,76.855637
2007-03-16,124.150002,125.616997,123.398003,124.413002,275769,76.670151
2007-03-19,124.224998,125.278999,121.515999,123.510002,123430,76.113678
2007-03-20,125.503998,128.251007,124.375999,126.633003,210039,78.038239
