"Date","KTKBANK.NS.Open","KTKBANK.NS.High","KTKBANK.NS.Low","KTKBANK.NS.Close","KTKBANK.NS.Volume","KTKBANK.NS.Adjusted"
2009-11-05,95.482597,100.711998,94.128197,99.131897,498004,73.958473
2009-11-06,100.071999,101.577003,98.642799,99.169502,409408,73.986526
2009-11-09,99.169502,103.834999,99.169502,102.856003,626866,76.736893
2009-11-10,104.586998,108.085999,101.351997,102.103996,569389,76.17585
2009-11-11,100.071999,104.059998,100.071999,103.420998,242038,77.158409
2009-11-12,103.722,104.512001,100.974998,101.916,229186,76.035583
2009-11-13,101.953003,102.706001,97.476501,98.040802,526544,73.144463
2009-11-16,98.906097,100.637001,96.310303,96.724098,462051,72.162117
2009-11-17,97.739899,97.815102,94.880699,95.520203,487122,71.263939
2009-11-18,95.934097,97.777496,95.2192,97.062698,581368,72.414734
2009-11-19,97.062698,98.454697,94.730202,95.633102,384091,71.34816
2009-11-20,95.5578,97.777496,94.466797,97.589401,349441,72.807686
2009-11-23,98.003197,99.997101,95.708298,96.122101,826547,71.71299
2009-11-24,95.934097,97.777496,94.429199,95.633102,390897,71.34816
2009-11-25,96.235001,96.235001,93.789597,94.090599,1004310,70.197365
2009-11-26,94.090599,95.445,94.015404,94.203499,288601,70.281593
2009-11-27,91.946198,93.488701,90.366096,92.623398,947687,69.102737
2009-11-30,94.730202,97.062698,92.5858,95.821198,382914,71.488487
2009-12-01,96.648804,96.836998,95.5578,96.460701,209968,71.965607
2009-12-02,97.062698,98.379402,96.498398,96.874603,496623,72.274406
2009-12-03,97.062698,98.266602,95.708298,96.460701,369047,71.965607
2009-12-04,96.385498,97.965599,95.971703,96.912201,284635,72.302452
2009-12-07,97.815102,100.448997,96.686501,97.100304,646550,72.442787
2009-12-08,97.250801,97.250801,95.934097,96.197403,408645,71.769173
2009-12-09,96.310303,97.815102,95.2192,96.272598,861641,71.825264
2009-12-10,96.648804,97.815102,96.498398,97.438904,229542,72.695404
2009-12-11,97.476501,98.5299,96.046898,96.536003,273071,72.02179
2009-12-14,97.025101,97.777496,96.310303,96.912201,223051,72.302452
2009-12-15,97.664597,97.664597,94.053001,94.579697,172088,70.562256
2009-12-16,93.864899,94.805397,93.300598,94.015404,209175,70.141266
2009-12-17,94.128197,94.805397,93.676804,93.827301,101683,70.000931
2009-12-18,92.961998,94.730202,92.623398,94.053001,130781,70.169312
2009-12-21,93.338203,95.5578,93.338203,94.843002,145926,70.758705
2009-12-22,94.880699,95.858803,94.165802,94.918297,109186,70.814873
2009-12-23,95.445,95.482597,93.225304,93.827301,381213,70.000931
2009-12-24,94.6549,95.068802,93.300598,93.827301,612624,70.000931
2009-12-29,115.085999,115.085999,93.413399,94.955902,259150,70.842934
2009-12-30,94.203499,98.830902,93.450996,97.589401,1257608,72.807686
2009-12-31,98.191299,100.448997,97.062698,97.175598,356419,72.498955
2010-01-04,119.334999,119.334999,97.325996,98.304199,204854,73.340958
2010-01-05,98.567497,99.2071,97.815102,97.890404,316704,73.032249
2010-01-06,98.191299,99.169502,97.363602,97.852699,555575,73.00412
2010-01-07,98.5299,102.066002,97.852699,99.620903,1480163,74.323303
2010-01-08,100.411003,101.351997,99.696198,100.035004,289593,74.632248
2010-01-11,100.75,101.276001,97.589401,98.379402,474603,73.397072
2010-01-12,98.718002,101.200996,97.852699,98.116096,436748,73.200638
2010-01-13,98.266602,98.8685,96.310303,98.417099,214669,73.425201
2010-01-14,98.906097,99.7714,98.304199,99.0942,172396,73.930351
2010-01-15,98.680397,101.163002,98.040802,100.035004,752217,74.632248
2010-01-18,100.071999,103.759003,98.680397,102.517998,1129694,76.484718
2010-01-19,102.517998,105.338997,102.141998,103.233002,1818985,77.01815
2010-01-20,104.586998,104.888,101.953003,102.742996,315859,76.65258
2010-01-21,102.330002,106.016998,100.524002,101.501999,5576486,75.726723
2010-01-22,100.071999,101.351997,98.943703,100.297997,476208,74.828468
2010-01-25,100.071999,100.787003,97.363602,98.228897,337969,73.28479
2010-01-27,127.278,127.278,96.423103,97.852699,525968,73.00412
2010-01-28,100.674004,100.674004,97.062698,98.228897,196469,73.28479
2010-01-29,96.498398,100.071999,95.068802,98.567497,268754,73.537399
2010-02-01,97.213203,97.213203,94.955902,95.858803,304330,71.516556
2010-02-02,96.987396,97.438904,94.053001,94.241096,388237,70.309639
2010-02-03,94.805397,95.8964,90.366096,91.682899,431924,68.40107
2010-02-04,92.171898,93.300598,91.2314,92.322403,359030,68.878181
2010-02-05,91.043297,91.043297,86.754501,87.093102,730494,64.976799
2010-02-08,88.0336,88.0336,85.851601,86.980202,373929,64.89257
2010-02-09,86.227798,87.093102,84.459602,84.760597,447470,63.236607
2010-02-10,85.701103,87.130699,85.061501,85.513,175184,63.797955
2010-02-11,85.776299,86.528702,85.513,85.776299,159992,63.994385
2010-02-15,86.491096,86.528702,85.400101,85.813904,82855,64.022438
2010-02-16,86.491096,86.980202,85.513,85.926804,104598,64.106667
2010-02-17,86.867302,89.688904,86.077301,87.506897,598660,65.285515
2010-02-18,87.055496,88.748398,86.528702,86.754501,347767,64.72419
2010-02-19,85.099098,86.980202,84.346703,86.491096,121543,64.527664
2010-02-22,86.453499,87.243599,85.211998,85.889198,126631,64.078621
2010-02-23,86.528702,86.528702,84.309097,84.534798,94916,63.06815
2010-02-24,84.421997,85.324898,83.142799,83.594299,105823,62.366478
2010-02-25,84.233902,84.572403,82.804298,83.142799,744938,62.029629
2010-02-26,83.142799,85.926804,82.089401,84.121002,281714,62.759434
2010-03-02,84.9487,88.786003,84.9487,87.996002,456824,65.650406
2010-03-03,88.748398,97.777496,87.318802,95.256897,7799114,71.067497
2010-03-04,95.7836,99.244698,95.256897,96.874603,1549798,72.274406
2010-03-05,97.062698,98.191299,95.595497,96.197403,363568,71.769173
2010-03-08,96.310303,98.492302,96.310303,96.648804,401637,72.105942
2010-03-09,96.310303,96.836998,93.375801,93.639198,200811,69.860588
2010-03-10,93.338203,95.482597,92.849098,93.601501,225862,69.832466
2010-03-11,92.849098,93.902496,92.284798,92.886703,107255,69.299179
2010-03-12,94.053001,97.815102,93.413399,93.789597,409704,69.972801
2010-03-15,93.187698,93.225304,89.914703,90.441399,274987,67.474838
2010-03-16,89.538399,92.0214,88.108803,90.968002,546115,67.867714
2010-03-17,91.419502,93.300598,91.043297,91.306602,260303,68.120331
2010-03-18,91.043297,93.827301,88.786003,89.764198,260317,66.969604
2010-03-19,91.005699,91.005699,89.538399,89.688904,137155,66.913437
2010-03-22,88.936501,89.538399,87.996002,88.7108,278324,66.183708
2010-03-23,87.318802,90.102798,87.318802,88.748398,180661,66.211754
2010-03-25,88.0336,89.350304,87.657402,88.108803,123739,65.734573
2010-03-26,89.086998,89.124603,87.657402,87.9207,239507,65.594246
2010-03-29,88.748398,90.290901,87.732597,88.974098,207556,66.380142
2010-03-30,89.312698,93.413399,88.974098,91.381897,504375,68.176498
2010-03-31,91.720497,92.1343,89.726501,90.290901,122638,67.362556
2010-04-01,89.952301,95.934097,89.613701,94.542099,348014,70.53421
2010-04-05,94.429199,96.310303,93.977798,95.1064,246580,70.955215
2010-04-06,96.272598,99.5457,94.391602,97.626999,1128951,72.835724
2010-04-07,98.567497,99.997101,97.137901,97.626999,631659,72.835724
2010-04-08,97.100304,99.620903,97.100304,99.018997,786477,73.874245
2010-04-09,99.470398,105.302002,99.470398,102.480003,1910309,76.456367
2010-04-12,103.383003,106.016998,103.082001,104.775002,1590773,78.168579
2010-04-13,104.586998,105.189003,103.120003,103.872002,379601,77.494896
2010-04-15,104.586998,105.264,100.824997,101.351997,354183,75.614807
2010-04-16,101.577003,106.167,98.191299,104.399002,805602,77.888062
2010-04-19,102.893997,102.893997,99.733803,101.125999,300492,75.446213
2010-04-20,101.389,104.962997,101.389,103.722,515918,77.382973
2010-04-21,104.662003,104.962997,101.690002,102.667999,285459,76.596634
2010-04-22,101.577003,104.586998,101.577003,102.856003,312448,76.736893
2010-04-23,103.082001,106.016998,102.103996,104.435997,884767,77.915665
2010-04-26,103.834999,105.189003,101.727997,102.028999,295009,76.119904
2010-04-27,102.292,102.931999,101.051003,101.841003,145366,75.979645
2010-04-28,100.335999,101.577003,99.808998,100.637001,256802,75.081383
2010-04-29,101.916,103.307999,100.297997,102.969002,175943,76.821198
2010-04-30,103.156998,104.699997,102.969002,103.759003,392222,77.410583
2010-05-03,103.043999,104.586998,101.652,103.722,243785,77.382973
2010-05-04,103.910004,105.264,100.938004,101.463997,390490,75.698372
2010-05-05,100.824997,101.163002,97.175598,100.448997,979045,74.941124
2010-05-06,100.071999,101.200996,98.567497,99.696198,161147,74.379478
2010-05-07,97.815102,99.244698,96.836998,97.739899,361853,72.91996
2010-05-10,98.567497,100.824997,97.852699,99.018997,103533,73.874245
2010-05-11,101.427002,104.135002,99.357597,100.035004,194767,74.632248
2010-05-12,100.824997,102.028999,99.32,100.900002,165352,75.277596
2010-05-13,100.824997,101.953003,99.846603,100.071999,125383,74.659859
2010-05-14,100.035004,103.269997,99.32,101.163002,494083,75.473808
2010-05-17,101.652,107.521004,99.620903,106.355003,3367291,79.347366
2010-05-18,106.844002,115.045998,103.082001,114.18,8198793,85.185295
2010-05-19,115.121002,120.388,110.870003,112.185997,5785781,83.697647
2010-05-20,111.359001,120.313004,108.5,117.490997,3050312,87.655495
2010-05-21,117.001999,118.130997,112.712997,116.963997,2910068,87.262314
2010-05-24,117.377998,120.388,114.218002,115.459,1790225,86.139503
2010-05-25,113.804001,117.904999,110.643997,112.599998,1125536,84.006508
2010-05-26,113.239998,116.474998,112.975998,114.218002,1061588,85.213638
2010-05-27,113.315002,114.367996,111.359001,113.653999,975506,84.792862
2010-05-28,114.745003,115.723,112.939003,113.466003,366276,84.652603
2010-05-31,113.615997,132.201004,113.239998,128.664001,13180326,95.991249
2010-06-01,130.169006,132.201004,120.651001,122.344002,10955336,91.276138
2010-06-02,118.732002,125.843002,118.732002,122.607002,3056826,91.472343
2010-06-03,126.406998,130.132004,122.117996,125.503998,7001132,93.63369
2010-06-04,127.160004,128.815002,122.194,123.360001,3312789,92.034142
2010-06-07,119.635002,123.774002,112.975998,119.710999,3454170,89.31176
2010-06-08,120.538002,123.247002,116.438004,117.866997,2116214,87.936012
2010-06-09,118.130997,120.349998,116.625999,117.001999,1196537,87.290665
2010-06-10,118.130997,121.892998,116.211998,121.178001,2524556,90.406235
2010-06-11,122.57,123.209,119.146004,119.635002,1075155,89.255066
2010-06-14,120.237,122.795998,120.124001,121.065002,768790,90.32193
2010-06-15,120.838997,121.139999,118.319,119.559998,784794,89.199097
2010-06-16,120.012001,124.713997,119.635002,122.871002,3689504,91.669312
2010-06-17,123.697998,123.999001,119.935997,120.725998,1256271,90.069
2010-06-18,121.214996,124.902,121.214996,122.531998,1689225,91.416405
2010-06-21,122.720001,124.526001,122.194,122.57,572358,91.44474
2010-06-22,122.042999,132.427002,121.214996,131.561005,10479126,98.152588
2010-06-23,131.673996,138.785004,130.996994,135.473999,11712778,101.071922
2010-06-24,136.714996,142.207993,136.188995,139.386993,7607797,103.991257
2010-06-25,139.386993,140.929001,132.539001,134.119995,2613960,100.06176
2010-06-28,135.399002,136.490005,132.501999,134.608994,1248885,100.426575
2010-06-29,135.210999,137.994995,131.824997,132.464005,1845450,98.826271
2010-06-30,130.169006,136.490005,128.438995,133.593002,1766132,99.668579
2010-07-01,131.748993,134.947006,129.266006,130.621002,1226951,97.451279
2010-07-02,130.921997,132.350998,127.762001,128.438995,762077,95.82338
2010-07-05,127.685997,132.126007,125.390999,130.996994,1093749,97.731812
2010-07-06,131.673996,137.994995,131.184998,136.828003,4694463,102.082092
2010-07-07,138.445999,138.445999,131.335999,132.162994,2697032,98.601715
2010-07-08,134.496002,136.188995,132.690002,133.518005,1894320,99.612625
2010-07-09,133.931,135.813004,133.518005,134.231995,1204182,100.145302
2010-07-12,134.985001,135.662003,132.953003,134.044006,849174,100.005051
2010-07-13,133.367004,135.587006,133.367004,133.931,854726,99.920746
2010-07-14,134.985001,135.173004,130.582993,131.373001,1053085,98.012321
2010-07-15,129.718002,132.313995,128.815002,131.259995,830436,101.003326
2010-07-16,130.921997,132.427002,130.169006,131.636993,951585,101.293419
2010-07-19,129.944,131.899994,128.964996,129.492004,1008110,99.642876
2010-07-20,129.944,133.554993,128.776993,129.755005,1737356,99.845245
2010-07-21,129.906006,131.598999,127.912003,129.792999,932371,99.874496
2010-07-22,129.718002,133.856003,129.492004,133.141006,1751860,102.450752
2010-07-23,134.307999,135.285995,130.921997,131.899994,2107391,101.495796
2010-07-26,132.651993,133.404999,129.266006,131.147003,584426,100.916382
2010-07-27,131.862,132.276001,127.460999,128.664001,1646414,99.005745
2010-07-28,128.664001,131.110001,127.309998,127.874001,792891,98.397835
2010-07-29,128.363998,128.964996,127.385002,128.589005,616155,98.948029
2010-07-30,128.212997,130.169006,125.654999,126.896004,1234294,97.645279
2010-08-02,127.912003,130.695999,127.348,127.912003,1296289,98.427078
2010-08-03,128.589005,130.093994,127.536003,129.417007,1434799,99.585175
2010-08-04,129.417007,130.018997,127.572998,128.024994,619770,98.514023
2010-08-05,128.287994,130.621002,127.762001,129.190994,1461268,99.411255
2010-08-06,129.041,129.718002,127.536003,127.987,771826,98.484787
2010-08-09,127.987,128.664001,126.106003,127.046997,534814,97.761459
2010-08-10,127.084,128.475998,126.482002,126.896004,383285,97.645279
2010-08-11,126.557999,128.138,125.654999,127.122002,600493,97.819191
2010-08-12,126.782997,128.852997,125.730003,128.475998,636860,98.861069
2010-08-13,128.438995,132.389008,127.572998,131.373001,2194504,101.090294
2010-08-16,132.576996,135.098007,130.695999,132.087997,2724560,101.640472
2010-08-17,132.615005,136.188995,132.615005,133.141006,2028965,102.450752
2010-08-18,133.367004,134.985001,131.712006,132.615005,911041,102.04599
2010-08-19,132.802994,135.436005,130.546005,134.307999,1424378,103.348747
2010-08-20,134.307999,134.985001,132.427002,133.367004,963409,102.624657
2010-08-23,133.554993,133.630005,128.024994,129.190994,1605065,99.411255
2010-08-24,129.341995,129.944,126.557999,127.460999,864887,98.080032
2010-08-25,127.460999,129.906006,126.106003,128.251007,1600507,98.687943
2010-08-26,128.552002,129.679993,127.084,128.100006,1178139,98.571754
2010-08-27,128.287994,128.589005,126.859001,127.949997,705415,98.456322
2010-08-30,128.589005,130.132004,125.089996,126.406998,407837,97.268997
2010-08-31,125.767998,128.475998,124.564003,127.122002,1044399,97.819191
2010-09-01,127.536003,130.093994,127.536003,129.604996,340667,99.72982
2010-09-02,130.093994,130.695999,127.762001,128.401001,503502,98.803352
2010-09-03,128.438995,137.242004,128.438995,135.173004,5365739,104.014359
2010-09-06,135.473999,136.565002,133.367004,134.082001,1265164,103.174843
2010-09-07,134.119995,135.699997,131.824997,132.464005,878491,101.929802
2010-09-08,131.899994,134.156998,131.673996,132.464005,686085,101.929802
2010-09-09,132.953003,133.554993,130.959,131.561005,924050,101.234955
2010-09-13,133.442001,136.677994,131.072006,131.673996,2621971,101.321899
2010-09-14,133.931,134.645996,131.410995,131.824997,1131620,101.438095
2010-09-15,132.050003,133.065994,130.546005,131.335999,964466,101.061813
2010-09-16,131.447998,132.651993,130.169006,130.395004,502649,100.337723
2010-09-17,130.582993,131.524002,128.100006,128.776993,824214,99.09269
2010-09-20,129.417007,130.847,129.041,130.093994,770098,100.106102
2010-09-21,130.470001,130.847,126.557999,128.138,724285,98.600983
2010-09-22,128.063004,130.733994,127.572998,129.981003,631581,100.019165
2010-09-23,129.792999,130.169006,127.235001,129.529999,486177,99.672112
2010-09-24,129.417007,135.436005,127.987,134.645996,2033985,103.608826
2010-09-27,135.098007,135.098007,131.524002,132.464005,852910,101.929802
2010-09-28,132.427002,132.427002,129.792999,130.996994,632117,100.800957
2010-09-29,131.147003,141.981995,131.147003,137.656006,4677868,105.925003
2010-09-30,137.468002,138.709,135.737,137.393005,1193446,105.722618
2010-10-01,137.468002,140.703003,137.468002,138.445999,1102916,106.53289
2010-10-04,138.671997,139.725006,135.059998,135.813004,1044567,104.506828
2010-10-05,136.565002,138.520996,135.059998,137.279999,615060,105.635658
2010-10-06,138.634003,139.123001,135.737,136.302002,684891,104.883102
2010-10-07,136.677994,144.389999,136.677994,139.009995,4237013,106.966881
2010-10-08,140.703003,143.149002,137.694,140.100998,1602433,107.806404
2010-10-11,140.703003,145.744995,140.326996,143.787994,1806468,110.643501
2010-10-12,144.878998,145.143005,140.026001,141.606003,1206685,108.964485
2010-10-13,141.981995,144.389999,141.569,142.848007,1483256,109.920189
2010-10-14,144.464996,144.464996,140.139008,140.703003,756948,108.269646
2010-10-15,141.304993,143.337006,135.850006,137.279999,1003341,105.635658
2010-10-18,139.197998,139.912994,133.968994,135.022003,1073382,103.89817
2010-10-19,137.694,139.085999,132.802994,134.082001,1456046,103.174843
2010-10-20,135.173004,137.242004,131.824997,132.839996,946158,102.219124
2010-10-21,133.705994,137.919006,133.593002,136.339005,1026544,104.911575
2010-10-22,137.167007,137.656006,135.888,136.940994,545120,105.374809
2010-10-25,137.468002,139.725006,137.054001,138.671997,756098,106.706795
2010-10-26,138.671997,139.311005,136.791,137.393005,340519,105.722618
2010-10-27,137.429993,140.214005,136.302002,137.091995,685485,105.490997
2010-10-28,137.167007,138.408005,135.850006,137.242004,835303,105.606422
2010-10-29,137.242004,142.884995,135.850006,138.709,3372974,106.73526
2010-11-01,140.026001,143.261993,139.423996,142.395996,1816150,109.57238
2010-11-02,142.960999,152.479004,141.643997,150.634995,10979520,115.912186
2010-11-03,152.365997,152.703995,148.453003,149.656998,2943225,115.159653
2010-11-04,151.162003,153.832993,149.919998,151.274994,3127260,116.404694
2010-11-08,152.516006,154.735992,149.054993,153.983994,3812242,118.489243
2010-11-09,154.246994,156.429001,153.042999,154.397003,3699710,118.807045
2010-11-10,154.246994,157.445007,153.531998,154.660995,1808146,119.010162
2010-11-11,154.774002,156.955994,150.108994,151.123993,1347550,116.28849
2010-11-12,150.710999,152.365997,142.998001,144.164001,2429632,110.932838
2010-11-15,144.464996,146.947998,139.688004,146.044998,2015182,112.380234
2010-11-16,146.723007,147.287003,137.843994,138.822006,1453661,106.822235
2010-11-18,139.386993,140.251999,131.748993,138.106995,1724427,106.272034
2010-11-19,138.106995,138.445999,132.050003,132.727997,1117981,102.132942
2010-11-22,135.360992,136.865997,131.673996,135.623993,744493,104.361382
2010-11-23,134.759003,135.360992,129.792999,133.593002,1092293,102.798561
2010-11-24,133.893997,135.737,128.363998,130.244995,925058,100.22229
2010-11-25,130.921997,130.921997,123.623001,125.956001,2077515,96.921959
2010-11-26,126.557999,126.933998,115.121002,119.372002,1292111,91.855629
2010-11-29,118.883003,120.651001,116.927002,119.485001,765913,91.942596
2010-11-30,118.883003,124.450996,117.980003,123.398003,679008,94.953598
2010-12-01,124.526001,128.740005,123.247002,127.874001,844759,98.397835
2010-12-02,135.285995,135.285995,128.664001,132.953003,1088457,102.306084
2010-12-03,133.179001,133.554993,127.498001,129.867996,1312527,99.932198
2010-12-06,130.921997,132.276001,126.406998,126.933998,430802,97.674515
2010-12-07,126.633003,126.933998,121.478996,122.005997,702168,93.882462
2010-12-08,120.802002,120.802002,116.663002,117.227997,581393,90.205841
2010-12-09,117.377998,117.377998,107.747002,108.5,1567179,83.489738
2010-12-10,107.597,113.991997,106.317001,112.375,1344581,86.471497
2010-12-13,112.788002,116.963997,112.788002,116.438004,760808,89.597946
2010-12-14,116.550003,118.883003,115.911003,118.319,483531,91.045357
2010-12-15,118.356003,118.356003,114.142998,115.045998,670302,88.526817
2010-12-16,114.367996,119.032997,113.691002,118.093002,1226027,90.87146
2010-12-20,117.001999,121.667,116.324997,118.883003,846809,91.479355
2010-12-21,126.257004,126.257004,118.732002,119.523003,678216,91.971825
2010-12-22,120.313004,120.689003,118.280998,119.032997,712137,91.594765
2010-12-23,119.410004,120.349998,117.980003,118.769997,734800,91.392395
2010-12-24,117.377998,119.559998,116.927002,119.070999,800185,91.624016
2010-12-27,119.635002,119.899002,116.060997,117.227997,465881,90.205841
2010-12-28,117.303001,117.753998,114.894997,115.873001,911865,89.163185
2010-12-29,115.535004,117.717003,115.535004,117.341003,220230,90.292801
2010-12-30,117.453003,121.817001,117.001999,120.952003,1254806,93.071426
2010-12-31,121.441002,124.827003,121.328003,123.887001,627897,95.329887
2011-01-03,124.488998,126.143997,123.247002,123.736,332852,95.213684
2011-01-04,123.774002,124.713997,121.403999,121.93,326430,93.82399
2011-01-05,120.575996,122.795998,119.259003,120.199997,322705,92.492775
2011-01-06,120.538002,125.240997,118.656998,123.321999,1141843,94.895111
2011-01-07,123.774002,123.774002,117.792,118.280998,544333,91.016121
2011-01-10,118.883003,119.032997,112.675003,113.466003,473547,87.31102
2011-01-11,113.615997,115.571999,111.396004,112.825996,464912,86.818542
2011-01-12,113.315002,115.121002,111.584,113.804001,543857,87.571098
2011-01-13,113.615997,114.367996,110.719002,111.359001,262485,85.689697
2011-01-14,108.612,113.239998,108.612,109.553001,426357,84.300011
2011-01-17,109.627998,112.863998,109.139,111.396004,341095,85.71817
2011-01-18,112.262001,114.292999,111.773003,112.901001,207780,86.876251
2011-01-19,113.991997,114.745003,112.036003,112.412003,191190,86.499977
2011-01-20,111.885002,114.894997,110.906998,113.202003,198580,87.10788
2011-01-21,113.165001,115.459,112.262001,112.675003,462614,86.702354
2011-01-24,112.788002,114.858002,112.788002,113.728996,476197,87.51339
2011-01-25,114.405998,117.753998,109.213997,109.853996,2147815,84.531616
2011-01-27,110.606003,110.606003,103.496002,105.225998,1403367,80.970413
2011-01-28,105.113998,105.113998,99.357597,103.570999,1188323,79.696899
2011-01-31,101.577003,102.292,99.357597,100.711998,1194486,77.496941
2011-02-01,101.200996,101.577003,93.338203,94.128197,1292014,72.430763
2011-02-02,95.7836,96.648804,90.403702,91.419502,1348511,70.346451
2011-02-03,91.043297,94.429199,88.2593,92.661003,1828634,71.301765
2011-02-04,92.5858,96.460701,91.268997,91.7957,1631188,70.635933
2011-02-07,92.999603,93.676804,90.366096,92.059097,894976,70.8386
2011-02-08,92.886703,92.886703,89.0494,89.914703,1026263,69.188522
2011-02-09,91.1185,91.1185,84.647697,85.1744,2326272,65.540901
2011-02-10,85.776299,85.776299,78.477798,84.3843,2283620,64.932915
2011-02-11,84.647697,90.215599,83.744797,89.538399,1039474,68.898956
2011-02-14,92.1343,96.310303,90.7799,95.2192,1359143,73.270279
2011-02-15,96.648804,96.987396,92.284798,93.488701,2305407,71.938667
2011-02-16,94.241096,94.241096,91.7957,92.5858,675542,71.243896
2011-02-17,93.300598,94.278702,92.924301,93.977798,1129075,72.315033
2011-02-18,94.203499,94.880699,89.275101,89.952301,1540860,69.217445
2011-02-21,89.989899,90.667099,87.544502,89.011703,867682,68.493668
2011-02-22,88.786003,88.786003,86.152496,87.243599,2049599,67.133133
2011-02-23,86.528702,86.829697,84.346703,85.099098,1896027,65.482956
2011-02-24,85.099098,89.162201,83.970497,87.281197,4407320,67.162056
2011-02-25,89.608902,91.238197,85.372902,86.391197,1323217,66.477211
2011-02-28,85.128502,89.364601,84.721199,86.879997,685682,66.85334
2011-03-01,88.387001,91.1567,87.002098,89.934799,948941,69.203979
2011-03-03,90.504997,94.456001,89.445999,93.682098,1051416,72.087486
2011-03-04,94.415199,96.370399,92.175003,92.5009,929950,71.178566
2011-03-07,92.5009,92.5009,88.142601,89.771896,627616,69.078636
2011-03-08,90.219902,91.971397,89.283096,91.075302,588627,70.081589
2011-03-09,91.482597,91.930603,89.812599,90.953102,608272,69.987549
2011-03-10,90.504997,90.830902,89.079399,89.323799,587904,68.733818
2011-03-11,88.794296,89.038696,86.717003,87.246498,652580,67.135353
2011-03-14,85.739502,87.816803,84.843399,85.495102,1572273,65.787674
2011-03-15,81.870003,84.069504,80.648003,83.580704,788319,64.31456
2011-03-16,83.865799,84.965599,82.684601,83.091904,1133762,63.938438
2011-03-17,82.643898,83.662201,81.4627,82.399498,1005665,63.405636
2011-03-18,82.684601,84.313904,80.7295,80.933197,799739,62.277332
2011-03-21,81.299797,81.7071,80.077797,80.9739,607462,62.308662
2011-03-22,81.299797,82.073601,80.892403,81.4627,1119942,62.68478
2011-03-23,81.259003,83.295601,81.259003,82.318001,616565,63.342934
2011-03-24,82.684601,86.391197,82.684601,85.861702,1570293,66.069771
2011-03-25,86.513397,88.998001,84.436096,88.224098,1502236,67.887611
2011-03-28,88.794296,90.749397,87.979698,89.527496,1473555,68.890572
2011-03-29,89.527496,91.238197,87.490898,88.183296,1292834,67.856216
2011-03-30,88.549896,89.894096,88.264801,89.038696,477177,68.514442
2011-03-31,89.323799,90.016296,87.246498,87.531601,1082170,67.354744
2011-04-01,87.735298,89.608902,87.246498,89.201599,1056149,68.639793
2011-04-04,88.631401,95.596497,88.631401,94.863297,3230942,72.996414
2011-04-05,95.311302,95.596497,91.5233,94.700401,2369653,72.871063
2011-04-06,94.903999,98.284698,92.948898,96.4925,3972185,74.250069
2011-04-07,97.3479,99.303001,96.533302,97.877403,2464934,75.315727
2011-04-08,97.3479,99.343697,93.478401,94.456001,2111385,72.683006
2011-04-11,94.089401,95.189102,93.030403,94.374496,1124532,72.620285
2011-04-13,93.682098,98.162498,93.111801,97.8367,1237402,75.284424
2011-04-15,96.288902,100.077003,96.288902,98.121803,1492933,75.503799
2011-04-18,98.651299,99.343697,94.659599,94.985497,1117750,73.090446
2011-04-19,94.496696,96.329597,94.007896,96.003799,828810,73.874023
2011-04-20,96.533302,97.755203,95.881599,96.818398,670678,74.500854
2011-04-21,97.510803,97.673798,95.718697,96.044502,442481,73.90535
2011-04-25,95.718697,96.899902,95.066902,95.555702,373927,73.529213
2011-04-26,95.555702,95.718697,94.293098,94.863297,537525,72.996414
2011-04-27,94.903999,96.125999,93.071098,93.478401,803176,71.930756
2011-04-28,94.496696,95.922302,90.830902,95.148399,8937889,73.215797
2011-04-29,95.148399,95.514999,91.319702,92.215797,673070,70.959183
2011-05-02,91.6455,93.519203,90.016296,90.504997,445729,69.642746
2011-05-03,90.830902,91.604797,87.531601,88.101898,959763,67.793587
2011-05-04,87.979698,89.364601,87.1651,88.183296,419258,67.856216
2011-05-05,88.631401,89.201599,86.350403,86.6763,463699,66.696594
2011-05-06,87.1651,89.568199,87.1651,88.957298,493601,68.451805
2011-05-09,88.061203,90.016296,87.124298,88.183296,432671,67.856216
2011-05-10,87.979698,88.346298,87.246498,87.694603,328624,67.480171
2011-05-11,88.142601,88.346298,87.572403,88.020401,224592,67.730881
2011-05-12,87.979698,88.387001,87.205803,87.490898,332322,67.323425
2011-05-13,86.391197,90.953102,86.391197,89.527496,873956,68.890572
2011-05-16,88.753601,89.894096,86.961403,87.490898,475685,67.323425
2011-05-17,87.368698,88.142601,84.598999,85.9431,878597,66.132408
2011-05-18,86.268997,86.4319,84.924797,85.169197,342198,65.536896
2011-05-19,86.024597,86.0653,84.721199,85.617302,309485,65.881714
2011-05-20,85.128502,87.409401,85.087799,86.594803,372249,66.633881
2011-05-23,87.409401,87.409401,84.721199,85.128502,561271,65.505585
2011-05-24,86.146797,87.409401,85.250702,86.513397,623226,66.571243
2011-05-25,86.513397,86.6763,85.5765,86.146797,323420,66.289146
2011-05-26,86.391197,89.038696,86.350403,87.002098,1832590,66.947289
2011-05-27,87.002098,91.197502,86.9207,90.627197,891736,69.736771
2011-05-30,90.830902,95.637199,90.830902,95.107697,1496336,73.184479
2011-05-31,95.311302,96.044502,93.763496,95.229897,905623,73.278511
2011-06-01,94.822601,95.229897,94.007896,94.903999,1184998,73.027733
2011-06-02,92.867401,94.333801,92.867401,94.048698,533065,72.369583
2011-06-03,93.804298,95.148399,93.071098,93.926498,279677,72.275558
2011-06-06,93.682098,93.763496,92.1343,92.786003,247964,71.397957
