"Date","HEROMOTOCO.NS.Open","HEROMOTOCO.NS.High","HEROMOTOCO.NS.Low","HEROMOTOCO.NS.Close","HEROMOTOCO.NS.Volume","HEROMOTOCO.NS.Adjusted"
2009-11-18,2232.732,2237.749,2179.789,1666.400024,236545,1262.152832
2009-11-19,2211.475,2241.182,2152.129,1640.550049,275347,1242.573853
2009-11-20,2165.265,2211.475,2146.979,1651.800049,248100,1251.094849
2009-11-23,2178.468,2240.521,2168.764,1653.5,421012,1252.382324
2009-11-24,2182.429,2243.162,2182.429,1689.599976,719013,1279.724854
2009-11-25,2231.28,2288.052,2218.077,1724.449951,559819,1306.120728
2009-11-26,2264.287,2387.997,2264.287,1740.5,1235974,1318.2771
2009-11-27,2241.842,2321.983,2236.561,1747.75,417928,1323.768433
2009-11-30,2322.116,2343.504,2269.898,1725.400024,358105,1306.840088
2009-12-01,2289.24,2313.137,2273.528,1730.599976,657781,1310.778931
2009-12-02,2310.496,2319.738,2244.482,1705.650024,412336,1291.88147
2009-12-03,2256.365,2270.888,2223.358,1693.699951,306802,1282.830322
2009-12-04,2234.184,2243.162,2178.469,1665.900024,362922,1261.774048
2009-12-07,2199.593,2226.923,2185.202,1676.900024,316742,1270.105469
2009-12-08,2219.397,2223.226,2178.534,1671,276975,1265.637085
2009-12-09,2198.273,2261.646,2194.576,1700.099976,408864,1287.677612
2009-12-10,2248.443,2248.443,2203.62,1676.400024,308702,1269.726929
2009-12-11,2231.28,2250.688,2189.691,1670.099976,190702,1264.955322
2009-12-14,2208.835,2241.578,2194.642,1684.400024,582489,1275.786255
2009-12-15,2239.069,2241.644,2181.769,1660.199951,668912,1257.457031
2009-12-16,2185.069,2204.477,2169.226,1654.300049,236364,1252.988403
2009-12-17,2187.578,2225.998,2165.265,1664.650024,189783,1260.827637
2009-12-18,2229.695,2239.201,2191.671,1672.900024,544518,1267.076172
2009-12-21,2211.475,2224.876,2185.136,1670.099976,268113,1264.955322
2009-12-22,2211.476,2251.084,2202.366,1698.75,274276,1286.655029
2009-12-23,2251.084,2269.568,2234.184,1704.400024,221057,1290.934692
2009-12-24,2248.905,2297.294,2248.905,1735.400024,356623,1314.414429
2009-12-29,2290.692,2346.276,2277.489,1743.800049,411794,1320.776855
2009-12-30,2302.311,2310.101,2245.803,1705.75,512936,1291.956787
2009-12-31,2268.248,2282.375,2253.725,1717.699951,403648,1301.008057
2010-01-04,2287.92,2295.313,2247.519,1712.949951,333481,1297.410522
2010-01-05,2274.849,2284.091,2259.204,1717.400024,373950,1300.780762
2010-01-06,2272.208,2272.208,2222.83,1695.400024,512455,1284.11792
2010-01-07,2251.083,2251.083,2161.304,1653.199951,433144,1252.155273
2010-01-08,2191.275,2201.441,2133.71,1645.199951,471781,1246.095825
2010-01-11,2178.468,2229.233,2175.828,1676.400024,249598,1269.726929
2010-01-12,2213.323,2229.695,2155.099,1644.75,381602,1245.755127
2010-01-13,2165.397,2192.991,2122.356,1625.75,559327,1231.364014
2010-01-14,2158.664,2169.623,2132.522,1621.300049,451344,1227.99353
2010-01-15,2152.063,2165.265,2133.579,1625.349976,215112,1231.061035
2010-01-18,2133.578,2240.521,2113.774,1694.599976,383077,1283.512085
2010-01-19,2237.353,2245.539,2186.522,1664.099976,178910,1260.410767
2010-01-20,2198.272,2236.56,2175.431,1688.650024,347805,1279.005493
2010-01-21,2211.607,2233.92,2172.263,1653.199951,210985,1252.155273
2010-01-22,2155.363,2198.273,2105.853,1649.400024,364642,1249.276855
2010-01-25,2177.148,2189.955,2133.579,1621.449951,299520,1228.107178
2010-01-27,2125.393,2163.285,2033.567,1550.150024,790006,1174.10376
2010-01-28,2066.244,2075.42,2009.472,1539.099976,1502871,1165.734253
2010-01-29,2013.762,2079.447,1973.824,1559,432901,1180.807007
2010-02-01,2097.535,2097.535,2028.352,1580.949951,209979,1197.431763
2010-02-02,2111.662,2119.055,2046.44,1568.449951,338167,1187.964355
2010-02-03,2092.65,2154.637,2075.75,1599.599976,472444,1211.557617
2010-02-04,2105.853,2143.745,2070.997,1600.449951,193176,1212.201538
2010-02-05,2079.447,2106.513,2010.33,1585.400024,289159,1200.802612
2010-02-08,2097.535,2138.728,2069.149,1578.25,286278,1195.386963
2010-02-09,2072.053,2145.461,2061.359,1618.300049,632885,1225.721558
2010-02-10,2152.062,2163.945,2101.892,1630.650024,867135,1235.075562
2010-02-11,2162.625,2245.803,2140.18,1690.949951,769067,1280.747437
2010-02-15,2231.279,2277.489,2194.972,1704.349976,747800,1290.896851
2010-02-16,2263.89,2263.89,2214.116,1695.400024,292129,1284.11792
2010-02-17,2245.076,2257.553,2218.473,1698.400024,575364,1286.390259
2010-02-18,2255.969,2268.247,2228.903,1703,230212,1289.874268
2010-02-19,2206.92,2241.842,2190.615,1680.349976,238997,1272.718872
2010-02-22,2277.291,2277.291,2238.409,1707.25,211647,1293.093384
2010-02-23,2231.279,2264.286,2212.267,1693.849976,325274,1282.94397
2010-02-24,2228.639,2229.96,2181.637,1672.25,283000,1266.583618
2010-02-25,2212.333,2261.646,2169.688,1700.25,906439,1287.791504
2010-02-26,2233.458,2376.511,2231.61,1777.650024,414280,1346.414917
2010-03-02,2363.308,2387.073,2350.105,1794.5,407909,1359.177612
2010-03-03,2389.713,2402.586,2369.909,1811.800049,296134,1372.281006
2010-03-04,2389.581,2392.156,2351.425,1800.400024,275290,1363.646362
2010-03-05,2375.191,2501.542,2375.191,1870.599976,360018,1416.816528
2010-03-08,2482.133,2545.375,2476.852,1913.900024,686239,1449.612671
2010-03-09,2510.652,2532.964,2466.554,1875.949951,441606,1420.868774
2010-03-10,2495.072,2579.835,2479.757,1939.650024,567857,1469.115967
2010-03-11,2563.001,2567.556,2510.256,1912.150024,670880,1448.287109
2010-03-12,2456.256,2550.854,2456.256,1918.550049,373725,1453.134521
2010-03-15,2549.468,2567.556,2512.764,1910.75,373530,1447.226807
2010-03-16,2522.732,2560.096,2515.141,1913.949951,189726,1449.650391
2010-03-17,2558.71,2566.302,2530.06,1931.5,204551,1462.943115
2010-03-18,2550.128,2566.236,2541.546,1934.599976,324542,1465.291016
2010-03-19,2573.233,2611.389,2554.749,1968.199951,461442,1490.740112
2010-03-22,2574.554,2597.659,2555.08,1949.949951,335754,1476.917114
2010-03-23,2586.172,2610.927,2544.187,1938.099976,261757,1467.942017
2010-03-25,2534.945,2717.144,2534.945,2023.599976,1211336,1532.700806
2010-03-26,2677.139,2745.728,2628.553,2010.75,1204017,1522.96814
2010-03-29,2656.411,2688.956,2640.567,2006.199951,336444,1519.521851
2010-03-30,2704.997,2717.078,2589.803,1967.349976,688516,1490.096313
2010-03-31,2641.888,2680.176,2556.069,1944.400024,594801,1472.713867
2010-04-01,2594.358,2612.578,2558.908,1945.25,398203,1473.357422
2010-04-05,2579.834,2718.464,2572.045,2038.25,607069,1543.796997
2010-04-06,2706.581,2744.606,2678.195,2039.099976,535341,1544.440918
2010-04-07,2717.144,2740.843,2666.973,2038.099976,475419,1543.68335
2010-04-08,2686.777,2719.785,2648.621,2017.25,374813,1527.891235
2010-04-09,2680.176,2735.628,2680.176,2056.949951,365094,1557.960693
2010-04-12,2719.784,2764.674,2719.784,2085.949951,481369,1579.925781
2010-04-13,2601.51,2602.78,2506.286,1977.150024,764081,1557.241943
2010-04-15,2513.904,2561.262,2470.292,1953.150024,733433,1538.339233
2010-04-16,2477.084,2503.366,2431.504,1923.199951,449227,1514.749878
2010-04-19,2425.028,2436.201,2384.717,1896.400024,775826,1493.641968
2010-04-20,2418.68,2463.118,2342.501,1852.550049,1374339,1459.104736
2010-04-21,2386.939,2405.984,2350.119,1889.150024,733940,1487.931519
2010-04-22,2398.557,2444.074,2376.147,1910.599976,798540,1504.825806
2010-04-23,2437.661,2439.756,2376.782,1879.650024,279837,1480.449219
2010-04-26,2399.636,2427.314,2365.355,1869.75,469439,1472.651733
2010-04-27,2385.669,2402.175,2357.801,1862.449951,451266,1466.9021
2010-04-28,2348.85,2371.703,2336.153,1848.849976,262547,1456.19043
2010-04-29,2353.928,2372.846,2298.063,1832.550049,507018,1443.352539
2010-04-30,2347.199,2461.848,2336.153,1915.400024,750274,1508.606567
2010-05-03,2412.332,2468.45,2388.462,1920.5,727052,1512.623535
2010-05-04,2466.927,2466.927,2427.568,1921.650024,319439,1513.529175
2010-05-05,2394.938,2405.984,2365.482,1889.150024,461047,1487.931519
2010-05-06,2393.287,2418.68,2364.212,1895.900024,307638,1493.248169
2010-05-07,2351.389,2418.68,2351.389,1885.099976,403688,1484.741699
2010-05-10,2412.332,2474.164,2388.844,1888.349976,324650,1487.301392
2010-05-11,2431.377,2437.407,2393.287,1899.25,374516,1495.886597
2010-05-12,2412.205,2458.04,2393.287,1900.949951,504266,1497.225342
2010-05-13,2450.04,2450.04,2404.587,1899.25,298697,1495.886597
2010-05-14,2381.289,2439.947,2375.639,1876.800049,151527,1478.20459
2010-05-17,2386.939,2386.939,2327.71,1849.199951,242959,1456.466064
2010-05-18,2345.041,2360.276,2308.221,1837.050049,267664,1446.896729
2010-05-19,2317.109,2371.45,2313.554,1858.599976,944127,1463.869629
2010-05-20,2367.894,2393.033,2347.199,1862.650024,270724,1467.059692
2010-05-21,2331.329,2365.609,2312.728,1855,284974,1461.034302
2010-05-24,2367.894,2412.205,2355.324,1893.150024,198281,1491.082275
2010-05-25,2399.255,2417.411,2343.136,1868.5,511408,1471.667114
2010-05-26,2355.198,2424.965,2355.198,1898.75,318450,1495.492798
2010-05-27,2400.905,2437.535,2381.226,1898.800049,415299,1495.532104
2010-05-28,2425.029,2444.073,2401.286,1919.650024,237902,1511.953979
2010-05-31,2451.691,2475.56,2427.822,1937.449951,291403,1525.973633
2010-06-01,2475.814,2480.512,2414.3,1924.449951,486762,1515.734497
2010-06-02,2449.152,2536.758,2427.695,1986.449951,887510,1564.566772
2010-06-03,2532.949,2601.51,2507.556,1979.449951,557550,1559.053467
2010-06-04,2512.635,2555.104,2506.286,1996.25,223673,1572.2854
2010-06-07,2501.208,2534.218,2477.084,1977.849976,576762,1557.793335
2010-06-08,2520.252,2545.518,2442.994,1930.650024,371306,1520.617676
2010-06-09,2450.422,2473.021,2425.029,1920.599976,345811,1512.702148
2010-06-10,2444.073,2554.533,2437.852,2005.75,510463,1579.767944
2010-06-11,2558.342,2583.036,2544.566,2013.349976,283680,1585.753906
2010-06-14,2558.532,2576.116,2533.202,2008.550049,217847,1581.973511
2010-06-15,2551.993,2583.735,2531.108,2027.949951,267528,1597.253174
2010-06-16,2583.735,2591.099,2540.567,2017.099976,216357,1588.707397
2010-06-17,2546.343,2551.993,2501.207,1983.75,431761,1562.44043
2010-06-18,2522.792,2582.148,2522.792,2020.900024,577755,1591.700439
2010-06-21,2579.354,2598.717,2564.69,2026.400024,269973,1596.032349
2010-06-22,2551.993,2580.878,2551.993,2020,242793,1590.991577
2010-06-23,2567.229,2600.113,2542.027,2038.900024,360320,1605.877563
2010-06-24,2571.355,2620.554,2571.355,2058.399902,675428,1621.236328
2010-06-25,2602.779,2621.697,2587.67,2056.100098,196318,1619.424927
2010-06-28,2597.066,2614.206,2575.101,2053.449951,132807,1617.337402
2010-06-29,2594.019,2610.397,2572.435,2047.300049,116120,1612.49353
2010-06-30,2593.257,2628.172,2567.356,2048.550049,208385,1613.478149
2010-07-01,2609.128,2611.667,2558.596,2020.150024,256604,1591.109741
2010-07-02,2564.88,2591.479,2558.341,2020.949951,107595,1591.73999
2010-07-05,2565.959,2577.259,2533.202,2022.25,129470,1592.763794
2010-07-06,2572.308,2579.291,2543.106,2013.949951,123331,1586.226563
2010-07-07,2545.772,2568.499,2532.949,2001.400024,105061,1576.341797
2010-07-08,2564.69,2573.26,2534.218,2007.550049,174648,1581.185913
2010-07-09,2550.723,2567.102,2537.646,2011.099976,246043,1583.981934
2010-07-12,2587.163,2587.163,2501.588,1974.800049,267548,1555.391235
2010-07-13,2513.904,2531.679,2494.859,1978.75,224651,1558.502197
2010-07-14,2515.174,2563.039,2509.524,1998.800049,374991,1574.294067
2010-07-15,2526.6,2535.488,2497.462,1976.800049,142748,1556.966675
2010-07-16,2506.286,2526.6,2501.207,1979.800049,74089,1559.329468
2010-07-19,2501.207,2511.428,2477.274,1956.650024,189214,1541.096069
2010-07-20,2488.828,2507.301,2463.244,1944.849976,248336,1531.802246
2010-07-21,2479.623,2488.511,2456.77,1941.25,318839,1528.966675
2010-07-22,2461.848,2479.179,2437.852,1947.849976,272526,1534.164795
2010-07-23,2482.163,2510.031,2455.881,1950.650024,382705,1536.370239
2010-07-26,2494.859,2494.859,2277.749,1804.300049,1308174,1421.102051
2010-07-27,2298.063,2414.744,2291.842,1863,1804646,1467.335449
2010-07-28,2374.242,2391.891,2320.219,1855.050049,1918279,1461.073853
2010-07-29,2351.389,2405.857,2323.457,1874.300049,1430935,1476.235352
2010-07-30,2342.501,2342.501,2273.306,1814.849976,1682439,1429.411377
2010-08-02,2311.522,2341.232,2310.76,1825.150024,342168,1437.523804
2010-08-03,2323.456,2373.481,2323.456,1860.400024,514524,1465.28772
2010-08-04,2367.894,2399.572,2346.31,1886.900024,457138,1486.159424
2010-08-05,2395.7,2395.7,2352.976,1862.5,355350,1466.941406
2010-08-06,2365.355,2379.321,2323.647,1833.550049,132136,1444.140015
2010-08-09,2323.457,2380.591,2323.457,1865.550049,242353,1469.34375
2010-08-10,2369.164,2389.478,2349.548,1866.699951,514842,1470.249634
2010-08-11,2371.703,2385.543,2352.786,1866.449951,287017,1470.05249
2010-08-12,2350.119,2382.495,2325.996,1865.800049,291243,1469.540649
2010-08-13,2372.973,2412.269,2372.021,1884.25,382334,1484.072144
2010-08-16,2374.37,2427.568,2374.37,1891.849976,234697,1490.058105
2010-08-17,2409.793,2429.409,2403.952,1905.050049,480626,1500.454834
2010-08-18,2421.22,2430.044,2389.606,1909,175493,1503.565674
2010-08-19,2430.996,2430.996,2412.332,1902.75,180129,1498.643311
2010-08-20,2428.139,2444.073,2400.905,1915.800049,313716,1508.921631
2010-08-23,2438.55,2449.024,2433.027,1924.400024,178697,1515.695435
2010-08-24,2434.614,2454.23,2393.478,1889.949951,127183,1488.561646
2010-08-25,2398.366,2398.366,2325.996,1838.199951,457392,1447.802246
2010-08-26,2333.614,2358.626,2319.14,1846.849976,569187,1454.615356
2010-08-27,2351.389,2374.242,2250.96,1785.75,338909,1406.491821
2010-08-30,2234.491,2252.966,2207.028,1791,443800,1434.729736
2010-08-31,2228.249,2252.404,2084.567,1791.550049,1490941,1435.17041
2010-09-01,2240.982,2258.77,2172.075,1764.800049,756310,1413.741455
2010-09-02,2215.766,2219.261,2109.659,1695.699951,872887,1358.386963
2010-09-03,2128.383,2181.812,2123.39,1736.900024,1272843,1391.391479
2010-09-06,2147.108,2183.31,2113.404,1703.300049,929677,1364.47522
2010-09-07,2128.383,2157.095,2127.135,1708.849976,526619,1368.921265
2010-09-08,2132.129,2140.243,2119.645,1705.75,364977,1366.437744
2010-09-09,2134.625,2170.639,2130.256,1733.150024,526854,1388.387329
2010-09-13,2172.325,2183.185,2151.041,1727.699951,191565,1384.02124
2010-09-14,2165.209,2178.191,2140.867,1721.699951,297159,1379.215088
2010-09-15,2137.122,2181.624,2137.122,1742.150024,324208,1395.597046
2010-09-16,2178.317,2209.4,2148.544,1733.300049,304038,1388.507324
2010-09-17,2166.145,2206.841,2166.145,1745.150024,251514,1398.000122
2010-09-20,2184.557,2286.92,2180.937,1821.25,678887,1458.962524
2010-09-21,2279.43,2333.108,2222.257,1809.050049,702407,1449.189087
2010-09-22,2259.332,2270.692,2202.034,1814.099976,533460,1453.234741
2010-09-23,2265.699,2265.699,2224.005,1805.349976,265090,1446.225098
2010-09-24,2246.973,2340.597,2231.369,1863.75,438846,1493.008301
2010-09-27,2340.598,2356.826,2310.825,1860.349976,289297,1490.284424
2010-09-28,2322.31,2340.598,2304.708,1854.849976,245554,1485.87854
2010-09-29,2325.743,2344.28,2312.011,1865.099976,328309,1494.0896
2010-09-30,2328.239,2340.473,2291.976,1858,537861,1488.401978
2010-10-01,2328.115,2328.115,2284.423,1848.199951,366450,1480.55127
2010-10-04,2307.143,2320.625,2240.982,1805.5,462131,1446.345337
2010-10-05,2253.215,2271.94,2238.236,1801.099976,270704,1442.820557
2010-10-06,2266.884,2290.665,2255.712,1822.849976,221390,1460.244141
2010-10-07,2275.685,2310.638,2275.685,1843.599976,548828,1476.866455
2010-10-08,2300.652,2309.452,2281.927,1844.150024,446061,1477.306885
2010-10-11,2303.148,2346.59,2303.148,1874.199951,560192,1501.379272
2010-10-12,2336.978,2356.826,2319.813,1878.449951,274892,1504.783813
2010-10-13,2344.904,2358.074,2323.121,1879.5,323820,1505.625122
2010-10-14,2350.584,2364.316,2304.396,1861.550049,427405,1491.245728
2010-10-15,2323.121,2340.597,2218.387,1789.75,352063,1433.728638
2010-10-18,2246.973,2265.698,2238.235,1802.25,377540,1443.742065
2010-10-19,2271.94,2315.507,2247.286,1836.75,282949,1471.378906
2010-10-20,2291.913,2316.755,2284.423,1838.699951,159957,1472.941162
2010-10-21,2298.155,2321.873,2297.531,1852.650024,556608,1484.116211
2010-10-22,2298.155,2335.604,2285.921,1853.949951,231839,1485.157593
2010-10-25,2334.356,2353.081,2300.714,1862.949951,578378,1492.366943
2010-10-26,2333.108,2345.404,2315.631,1864.199951,602094,1493.36853
2010-10-27,2330.611,2340.473,2304.397,1859.300049,258194,1489.443237
2010-10-28,2328.738,2405.51,2328.301,1907.75,835409,1528.255737
2010-10-29,2384.289,2396.772,2303.835,1865.25,471926,1494.209839
2010-11-01,2298.904,2309.39,2266.385,1838.349976,324812,1472.660645
2010-11-02,2309.39,2338.101,2309.327,1852.949951,981260,1484.356445
2010-11-03,2313.134,2344.342,2313.134,1867.650024,79790,1496.132446
2010-11-04,2340.597,2354.704,2286.92,1840.599976,469003,1474.463257
2010-11-08,2339.349,2339.349,2269.443,1829.349976,445644,1465.451172
2010-11-09,2290.665,2296.907,2271.94,1827.25,548506,1463.768677
2010-11-10,2281.927,2294.41,2246.974,1809.949951,193796,1449.910156
2010-11-11,2259.457,2288.106,2255.774,1819.900024,197260,1457.880859
2010-11-12,2246.973,2290.54,2240.732,1824.550049,175648,1461.606079
2010-11-15,2267.134,2313.01,2255.837,1833.800049,240297,1469.015869
2010-11-16,2296.907,2296.907,2246.974,1817.5,138058,1455.958252
2010-11-18,2332.733,2440.463,2275.373,1913.349976,1047005,1532.741577
2010-11-19,2375.738,2446.705,2366.812,1944.5,988584,1557.695068
2010-11-22,2417.993,2452.384,2387.534,1954.599976,336506,1565.786133
2010-11-23,2427.98,2451.698,2399.269,1957.650024,205254,1568.22937
2010-11-24,2456.691,2459.188,2395.649,1931.400024,170306,1547.200928
2010-11-25,2378.422,2459.188,2374.739,1951.050049,307208,1562.942261
2010-11-26,2434.222,2457.94,2406.134,1936.550049,280632,1551.326538
2010-11-29,2434.97,2446.705,2410.628,1946.5,100210,1559.297363
2010-11-30,2431.725,2573.908,2408.007,1982.699951,575576,1588.296143
2010-12-01,2449.451,2502.879,2371.806,1925.449951,448708,1542.43457
2010-12-02,2405.51,2415.497,2210.772,1781.199951,1821292,1426.879272
2010-12-03,2215.766,2352.831,2215.766,1839.550049,2189933,1473.621948
2010-12-06,2249.47,2264.887,2176.319,1774.800049,660877,1421.752319
2010-12-07,2209.524,2246.974,2203.033,1789.349976,306300,1433.407837
2010-12-08,2234.428,2246.974,2185.806,1758.099976,347505,1408.374268
2010-12-09,2205.779,2219.511,2134.75,1749.900024,283575,1401.805542
2010-12-10,2187.055,2240.732,2159.03,1785.300049,247544,1430.163574
2010-12-13,2228.561,2245.725,2178.566,1773.949951,252131,1421.071289
2010-12-14,2194.544,2194.544,2129.007,1712.75,609137,1372.045532
2010-12-15,2129.632,2173.198,1946.129,1621.550049,2425129,1298.987061
2010-12-16,2023.525,2125.263,1982.955,1681.699951,3264774,1347.171753
2010-12-20,2209.524,2492.892,2209.524,1980.5,6157352,1586.533936
2010-12-21,2482.656,2482.656,2382.603,1972.5,2886164,1580.125366
2010-12-22,2454.195,2456.317,2393.027,1939.849976,1195471,1553.969971
2010-12-23,2407.757,2421.738,2393.152,1922.800049,530885,1540.31189
2010-12-24,2361.819,2436.718,2361.819,1930.599976,964839,1546.560303
2010-12-27,2396.772,2434.221,2396.772,1937.849976,266023,1552.368042
2010-12-28,2417.931,2437.967,2396.772,1944.900024,262404,1558.015381
2010-12-29,2427.98,2451.324,2415.56,1956.25,307041,1567.107544
2010-12-30,2442.024,2520.356,2423.112,1993.650024,939385,1597.067993
2010-12-31,2475.416,2515.363,2457.066,1988.150024,425565,1592.661987
2011-01-03,2514.114,2521.604,2444.583,1986.599976,564296,1591.42041
2011-01-04,2471.858,2482.781,2442.023,1979.349976,354865,1585.612671
2011-01-05,2476.29,2476.29,2365.564,1903.400024,365704,1524.77063
2011-01-06,2394.962,2395.149,2321.873,1886.25,285534,1511.032227
2011-01-07,2326.367,2383.041,2303.148,1879.849976,725768,1505.905273
2011-01-10,2345.591,2353.081,2218.263,1797.599976,717095,1440.016602
2011-01-11,2248.222,2339.1,2248.222,1845.5,310885,1478.388428
2011-01-12,2298.155,2353.081,2259.457,1874,384124,1501.218994
2011-01-13,2311.262,2353.081,2267.321,1825.75,434079,1462.567139
2011-01-14,2259.457,2309.39,2250.095,1815.050049,324542,1453.995605
2011-01-17,2241.98,2259.457,2203.345,1787.75,225503,1432.126221
2011-01-18,2231.994,2239.484,2192.048,1786.849976,199334,1431.405273
2011-01-19,2230.746,2256.461,2183.684,1764.349976,218542,1413.380859
2011-01-20,2215.766,2257.834,2197.478,1776.199951,339317,1422.873657
2011-01-21,2197.041,2224.379,2174.571,1753.25,108075,1404.489136
2011-01-24,2208.713,2208.713,2165.022,1744.300049,133201,1397.319214
2011-01-25,2184.558,2227.063,2177.068,1774.550049,267721,1421.552002
2011-01-27,2240.732,2240.732,2135.249,1724,405139,1381.057495
2011-01-28,2153.349,2159.341,2043.373,1656.949951,662639,1327.345459
2011-01-31,2034.76,2059.726,1986.075,1633.099976,333964,1308.239502
2011-02-01,2078.451,2082.196,1986.262,1610.349976,747744,1290.015137
2011-02-02,1999.806,2040.626,1882.527,1522.800049,1471867,1219.880981
2011-02-03,1884.961,1964.854,1879.094,1563.75,919048,1252.684937
2011-02-04,1934.894,1977.337,1894.261,1537.199951,873362,1231.416382
2011-02-07,1922.411,1996.062,1922.411,1583.199951,1246341,1268.265747
2011-02-08,1994.813,1994.813,1871.23,1506.949951,351230,1207.183594
2011-02-09,1892.576,1892.576,1766.558,1440.550049,512711,1153.992188
2011-02-10,1801.449,1855.002,1788.466,1449.300049,277371,1161.001587
2011-02-11,1780.102,1866.111,1780.102,1469.5,839798,1177.183472
2011-02-14,1843.767,1924.908,1843.767,1527.099976,605925,1223.325195
2011-02-15,1921.163,1922.161,1873.726,1517,237967,1215.234497
2011-02-16,1874.038,1912.736,1854.065,1492.800049,208174,1195.848511
2011-02-17,1872.478,1884.712,1852.505,1498.099976,255736,1200.093994
2011-02-18,1878.72,1901.19,1816.304,1464.900024,282217,1173.498291
2011-02-21,1831.533,1841.145,1770.178,1438.849976,533743,1152.630249
2011-02-22,1795.082,1795.082,1717.375,1390.550049,887934,1113.938232
2011-02-23,1731.418,1894.573,1720.183,1472.300049,1229812,1179.426514
2011-02-24,1865.925,1899.941,1826.415,1494.75,1420337,1197.4104
2011-02-25,1883.338,1887.458,1811.373,1500.550049,1217351,1202.057007
2011-02-28,1855.626,1909.927,1797.828,1465.199951,800390,1173.73877
2011-03-01,1841.52,1884.961,1835.715,1491.849976,538135,1195.08728
2011-03-03,1869.357,1894.199,1850.008,1506.400024,896338,1206.743164
2011-03-04,1897.445,1940.449,1881.466,1536.800049,475633,1231.095825
2011-03-07,1908.555,1932.398,1897.445,1532.800049,539119,1227.891357
2011-03-08,1927.966,1928.652,1836.277,1515.050049,1494246,1213.672485
2011-03-09,1884.961,1932.647,1862.492,1537.699951,623731,1231.81665
2011-03-10,1904.934,1965.915,1897.694,1536.300049,915890,1230.695435
2011-03-11,1922.41,1947.377,1904.684,1530.150024,1235111,1225.768921
2011-03-14,1898.069,1934.769,1881.216,1531.099976,468650,1226.529663
2011-03-15,1883.713,1922.286,1859.995,1524,416018,1220.842041
2011-03-16,1893.699,1903.686,1882.465,1516.400024,309358,1214.753906
2011-03-17,1863.802,1907.431,1863.802,1510.150024,202993,1209.74707
2011-03-18,1885.024,1908.305,1820.798,1473.5,361084,1180.387451
2011-03-21,1861.118,1864.177,1775.796,1434.25,416861,1148.945435
2011-03-22,1803.821,1813.557,1764.873,1441.400024,393956,1154.673096
2011-03-23,1805.069,1828.725,1801.574,1450.349976,323928,1161.842529
2011-03-24,1810.499,1850.009,1810.499,1475.599976,210250,1182.069702
2011-03-25,1871.23,1871.23,1837.962,1491.25,455606,1194.606812
2011-03-28,1858.747,1885.398,1849.447,1500.75,372810,1202.216797
2011-03-29,1888.457,1976.089,1886.21,1544.599976,745612,1237.344238
2011-03-30,1939.887,1964.479,1934.894,1557.550049,223344,1247.71814
2011-03-31,1947.377,2021.028,1945.068,1589.449951,921560,1273.272705
2011-04-01,1991.068,2041.5,1988.135,1602.75,310597,1283.927124
2011-04-04,2034.76,2047.243,2013.538,1617.900024,303895,1296.06311
2011-04-05,2022.277,2064.47,2022.277,1643.25,296575,1316.370361
2011-04-06,2047.43,2108.41,2047.43,1682.300049,308362,1347.65271
2011-04-07,2097.176,2133.002,2090.934,1694.849976,397379,1357.705933
2011-04-08,2110.907,2111.906,2065.967,1663.449951,384032,1332.552368
2011-04-11,2053.484,2069.088,2027.332,1638.300049,198337,1312.405273
2011-04-13,2034.76,2209.524,2032.263,1735.150024,753957,1389.98938
2011-04-15,2184.558,2306.893,2172.075,1831.75,1182968,1467.373413
2011-04-18,2296.906,2433.972,2265.698,1863.849976,2489646,1493.088257
2011-04-19,2325.618,2350.584,2197.041,1766.849976,1315296,1415.383789
2011-04-20,2065.52,2097.649,2039.384,1742.599976,725802,1453.544922
2011-04-21,2098.009,2157.892,2098.009,1787.199951,507364,1490.746826
2011-04-25,2145.963,2157.952,2115.392,1773.599976,194999,1479.40271
2011-04-26,2127.98,2148.361,2102.385,1771.349976,405596,1477.525879
2011-04-27,2127.98,2154.355,2076.07,1742.400024,305033,1453.378052
2011-04-28,2095.611,2106.7,2021.581,1695.449951,590224,1414.215942
2011-04-29,2024.758,2072.653,1979.501,1710,713420,1426.352417
2011-05-02,2056.049,2065.52,2014.089,1689.25,279917,1409.044312
2011-05-03,2021.282,2048.856,1974.586,1656.699951,273781,1381.893555
2011-05-04,1982.918,1982.918,1888.388,1598.699951,701193,1333.514282
2011-05-05,1930.168,2053.411,1918.179,1697.449951,1348468,1415.884155
2011-05-06,2040.344,2133.975,2000.242,1765.550049,853507,1472.687988
2011-05-09,2100.526,2116.591,2072.053,1742.800049,325567,1453.711914
2011-05-10,2068.637,2109.937,2042.981,1713.900024,507755,1429.605591
2011-05-11,2054.85,2157.952,2054.85,1776.150024,1087153,1481.529907
2011-05-12,2120.787,2145.964,2089.737,1750.199951,374931,1459.884033
2011-05-13,2098.248,2173.117,2098.248,1798,436312,1499.755493
2011-05-16,2131.577,2253.86,2113.654,1862.849976,948427,1553.848633
2011-05-17,2219.094,2225.028,2147.162,1802.75,571114,1503.717529
2011-05-18,2162.927,2222.451,2155.554,1841.650024,540674,1536.165039
2011-05-19,2188.224,2202.79,2145.964,1793.449951,291385,1495.959839
2011-05-20,2139.969,2199.972,2126.182,1808.75,328609,1508.722168
2011-05-23,2145.963,2165.565,2109.398,1788.849976,222519,1492.123169
2011-05-24,2157.952,2189.122,2128.46,1818.400024,391375,1516.771606
