"Date","HEROMOTOCO.NS.Open","HEROMOTOCO.NS.High","HEROMOTOCO.NS.Low","HEROMOTOCO.NS.Close","HEROMOTOCO.NS.Volume","HEROMOTOCO.NS.Adjusted"
2007-05-21,958.63,973.927,943.053,681.849976,54876,485.87204
2007-05-22,937.44,973.015,909.092,689.950012,123080,491.644012
2007-05-23,982.207,982.207,952.877,690.200012,207720,491.822113
2007-05-24,973.927,975.19,941.86,674.849976,96982,480.884064
2007-05-25,940.247,957.788,909.653,679.200012,187710,483.983704
2007-05-28,944.457,965.507,944.457,682.25,246566,486.157074
2007-05-29,968.313,971.822,948.666,688.650024,73340,490.717682
2007-05-30,966.91,982.207,954.631,697.25,192060,496.845886
2007-05-31,982.347,1042.41,947.263,732.400024,1082189,521.893005
2007-06-01,1044.095,1045.287,999.959,716.650024,287935,510.6698
2007-06-04,984.592,1020.097,984.101,712.5,200314,507.712677
2007-06-05,1001.994,1010.274,987.96,716.099976,55387,510.277954
2007-06-06,996.38,1010.414,985.855,716.349976,184968,510.456146
2007-06-07,986.557,996.24,965.507,701.200012,154477,499.660553
2007-06-08,968.313,977.856,940.246,684.599976,238834,487.831665
2007-06-11,980.663,990.627,947.684,698.599976,465804,497.80777
2007-06-12,996.381,996.381,954.28,704.5,237368,502.012024
2007-06-13,1030.061,1030.061,969.015,694.700012,197153,495.028717
2007-06-14,982.347,982.347,946.562,682.950012,490053,486.655945
2007-06-15,973.225,973.225,950.28,680.049988,137007,484.589539
2007-06-18,963.823,964.103,916.389,654.349976,266220,466.276154
2007-06-19,924.809,940.106,912.179,666.099976,153965,474.649017
2007-06-20,946.561,951.473,933.23,669.400024,91733,477.000519
2007-06-21,939.405,954.14,923.406,663.099976,167009,472.511139
2007-06-22,930.423,943.053,914.986,668.400024,126141,476.287842
2007-06-25,933.23,947.263,926.283,670.400024,78876,477.713074
2007-06-26,938.983,944.386,927.616,670.150024,95724,477.534912
2007-06-27,943.264,957.087,933.58,676.700012,158184,482.202362
2007-06-28,951.473,959.753,947.193,678.75,284345,483.663147
2007-06-29,954.28,983.751,940.387,692.599976,277118,493.532227
2007-07-02,958.63,976.663,940.246,691.799988,298290,492.962311
2007-07-03,968.454,1024.447,962.7,689.25,103368,491.145264
2007-07-04,968.313,968.313,957.087,685.450012,43888,488.437439
2007-07-05,961.367,968.313,948.666,688.150024,57911,490.361389
2007-07-06,934.633,984.733,934.633,699.299988,231737,498.30661
2007-07-09,982.347,987.96,961.437,687.700012,87003,490.040741
2007-07-10,926.926,926.926,911.597,670.450012,145345,489.858002
2007-07-11,918.372,930.006,896.61,669.700012,222773,489.31015
2007-07-12,923.847,930.69,917.003,673.400024,177502,492.013428
2007-07-13,930.621,936.644,923.847,678.799988,198384,495.958954
2007-07-16,933.427,944.377,917.414,685.200012,253144,500.634949
2007-07-17,943.008,971.75,940.339,700.049988,909068,511.484955
2007-07-18,960.801,994.607,944.377,719.099976,311362,525.403687
2007-07-19,982.836,982.836,936.165,694.099976,293109,507.137695
2007-07-20,955.326,958.063,923.847,684.099976,152711,499.831299
2007-07-23,927.953,971.681,921.109,708.950012,178064,517.987732
2007-07-24,963.538,964.907,939.039,697.400024,120552,509.548798
2007-07-25,947.251,964.907,930.69,698.900024,129338,510.644806
2007-07-26,956.558,985.436,941.776,716.950012,231769,523.832886
2007-07-27,948.482,951.22,919.125,683.599976,54131,499.466064
2007-07-30,921.109,945.745,906.123,685.049988,107128,500.52536
2007-07-31,937.534,963.538,917.004,674.049988,72757,492.48822
2007-08-01,917.004,923.847,896.474,668.25,212153,488.25058
2007-08-02,903.317,923.847,855.14,652.25,354942,476.560425
2007-08-03,903.111,908.791,882.855,655.450012,194290,478.898529
2007-08-06,897.089,897.089,870.469,649.450012,91600,474.514587
2007-08-07,890.999,901.948,884.429,654.299988,124281,478.058105
2007-08-08,895.515,934.796,876.012,679,172524,496.105042
2007-08-09,923.847,936.165,923.847,679.599976,219978,496.543365
2007-08-10,910.16,923.847,882.855,656.950012,146826,479.994385
2007-08-13,929.321,929.321,895.584,659.900024,91680,482.149811
2007-08-14,915.429,915.429,887.577,652.25,58259,476.560425
2007-08-16,863.626,896.473,838.99,644.099976,346606,470.605652
2007-08-17,889.562,889.562,837.484,623.650024,467625,455.664063
2007-08-20,900.579,900.579,863.626,642.549988,54855,469.473175
2007-08-21,878.681,909.339,856.782,630.599976,857904,460.742004
2007-08-22,897.842,897.842,851.376,625.150024,101438,456.76001
2007-08-23,868.69,874.575,841.727,622.799988,220943,455.04303
2007-08-24,863.626,875.944,834.884,639.200012,81740,467.025513
2007-08-27,888.262,889.63,868.416,640.950012,218878,468.304108
2007-08-28,881.418,882.376,862.257,631.25,91361,461.216949
2007-08-29,862.257,875.807,848.57,637.799988,89832,466.002594
2007-08-30,879.981,904.686,870.743,649.950012,688371,474.879883
2007-08-31,884.361,893.736,882.787,648.200012,169147,473.601257
2007-09-03,985.437,985.437,876.012,647.700012,184076,473.235962
2007-09-04,888.261,900.579,876.012,641.75,65216,468.888672
2007-09-05,881.487,887.988,867.047,635.5,65151,464.322174
2007-09-06,873.138,896.474,869.1,653.049988,163155,477.144836
2007-09-07,903.317,921.041,893.736,668.950012,296423,488.762146
2007-09-10,904.686,906.533,887.577,660.349976,70685,482.478516
2007-09-11,910.16,918.372,897.979,661.349976,96784,483.209229
2007-09-12,906.465,912.419,895.652,657.650024,37120,480.505768
2007-09-13,903.317,916.867,891.478,666.400024,71853,486.898987
2007-09-14,904.685,922.478,900.579,667.700012,45759,487.848816
2007-09-17,914.266,915.361,904.686,666.049988,30696,486.643158
2007-09-18,903.317,938.902,900.648,675.900024,88636,493.840027
2007-09-19,937.533,963.538,937.533,700.5,113287,511.813751
2007-09-20,970.381,984.068,960.253,708.849976,127282,517.91449
2007-09-21,953.957,1022.39,953.957,738,276771,539.212769
2007-09-24,958.063,1053.87,958.063,767.849976,464389,561.0224
2007-09-25,1041.551,1060.713,995.017,744.599976,337672,544.035156
2007-09-26,1017.532,1022.39,996.249,738.299988,284945,539.432007
2007-09-27,1026.496,1026.496,993.717,745,741209,544.327271
2007-09-28,1012.947,1027.865,995.017,746.849976,135986,545.678955
2007-10-01,1001.997,1042.92,995.702,733.650024,282186,536.034485
2007-10-03,964.906,1018.147,944.377,735.650024,161838,537.495911
2007-10-04,999.123,1003.092,982.699,721.75,160829,527.339966
2007-10-05,974.898,1007.198,971.75,720.799988,250858,526.645691
2007-10-08,986.805,1002.545,978.662,728.25,74327,532.08905
2007-10-09,985.436,1032.518,985.436,748.349976,119238,546.774963
2007-10-10,987.627,1039.43,987.627,753.799988,129169,550.756836
2007-10-11,1042.92,1056.607,1019.653,754.400024,115862,551.195313
2007-10-12,1040.183,1040.183,1012.878,755.950012,283388,552.32782
2007-10-15,1036.077,1060.302,1018.284,766.200012,332802,559.816895
2007-10-16,1041.552,1051.132,1016.916,754.099976,295543,550.976013
2007-10-17,985.436,1040.183,962.169,738.099976,49872,539.285889
2007-10-18,999.123,1042.852,986.874,725.799988,207003,530.29895
2007-10-19,985.437,1029.918,964.496,745.650024,112174,544.802185
2007-10-22,978.593,1053.87,978.593,757.599976,516713,553.533325
2007-10-23,1040.183,1051.132,1012.81,759.75,384741,555.104309
2007-10-24,1051.132,1051.132,989.543,741.650024,450541,541.879578
2007-10-25,1019.653,1019.653,989.474,739.75,641969,540.491394
2007-10-26,1038.814,1038.814,997.754,738.650024,87979,539.687744
2007-10-29,1023.759,1026.496,1011.441,744.200012,61596,543.742798
2007-10-30,1026.496,1033.34,977.225,725.349976,48340,529.970154
2007-10-31,992.28,1012.673,974.487,725.200012,217596,529.860657
2007-11-01,999.123,1001.86,927.953,689.450012,239715,503.740234
2007-11-02,1029.234,1029.234,903.317,673.700012,335338,492.232544
2007-11-05,923.847,923.915,903.385,663.849976,108197,485.035767
2007-11-06,910.16,927.953,907.423,669.150024,44650,488.908234
2007-11-07,923.71,951.083,911.529,679.700012,175196,496.616516
2007-11-08,930.28,933.428,903.317,671.349976,50904,490.515503
2007-11-12,907.081,927.542,897.842,665.599976,62040,486.314362
2007-11-13,923.847,923.847,896.473,662.799988,82656,484.268677
2007-11-14,929.321,929.321,906.396,670.700012,187499,490.040802
2007-11-15,938.902,944.377,917.209,685.900024,104563,501.146484
2007-11-16,944.377,965.591,917.14,697.950012,207493,509.950684
2007-11-19,964.907,982.631,945.471,705.950012,183159,515.795837
2007-11-20,964.906,981.057,948.893,701.349976,256310,512.434875
2007-11-21,964.907,988.858,937.533,712.599976,328348,520.65448
2007-11-22,962.169,981.331,947.114,709.799988,97797,518.608704
2007-11-23,848.434,985.847,848.434,714.349976,199643,521.933105
2007-11-26,992.28,1002.271,969.012,727.200012,399150,531.32196
2007-11-27,931.238,1001.587,931.238,727.799988,520610,531.760254
2007-11-28,986.805,1004.598,953.889,707.450012,647478,516.891785
2007-11-29,978.593,1016.574,972.434,740.200012,547412,540.82019
2007-11-30,1026.36,1026.36,978.662,720.950012,199862,526.755371
2007-12-03,986.189,996.386,955.668,704.900024,223805,515.028564
2007-12-04,977.225,977.225,951.425,697.849976,201750,509.877594
2007-12-05,964.907,971.613,943.145,696.900024,329608,509.183441
2007-12-06,960.801,971.613,936.507,690.849976,117749,504.763031
2007-12-07,953.957,957.995,934.112,689.25,140226,503.594147
2007-12-10,949.851,949.851,930.69,688.5,91320,503.046051
2007-12-11,944.377,964.838,937.533,701.150024,114763,512.288696
2007-12-12,957.516,973.119,952.862,706.900024,279584,516.489929
2007-12-13,978.593,989.542,973.461,714.400024,169747,521.969788
2007-12-14,996.386,996.386,959.637,714.049988,53060,521.713989
2007-12-17,977.293,996.112,962.58,708.5,158032,517.658997
2007-12-18,978.593,978.593,959.979,706,38872,515.832336
2007-12-19,967.37,974.487,955.326,706.849976,46364,516.453369
2007-12-20,977.909,977.909,944.377,696.700012,97807,509.037292
2007-12-24,958.063,969.013,955.394,702.099976,176622,512.982788
2007-12-26,1025.128,1025.128,951.494,701.799988,52786,512.763611
2007-12-27,978.593,978.593,948.483,704.25,1188325,514.553711
2007-12-28,958.063,970.381,954.642,699.400024,36050,511.01001
2007-12-31,954.231,971.75,944.719,696.349976,166589,508.781616
2008-01-01,954.916,963.538,948.483,698.450012,38394,510.315887
2008-01-02,951.22,959.364,934.796,698.75,186602,510.535156
2008-01-03,944.377,986.805,941.981,710,730380,518.754883
2008-01-04,978.593,983.931,951.494,700.599976,97820,511.886902
2008-01-07,937.533,964.907,937.533,702,458655,512.90979
2008-01-08,978.457,978.457,932.196,691.599976,69812,505.311005
2008-01-09,951.22,952.589,938.902,688.200012,57512,502.826904
2008-01-10,944.377,944.377,925.352,683.299988,113567,499.246704
2008-01-11,937.67,942.597,900.032,661.25,136637,483.136108
2008-01-14,923.573,971.476,906.328,704.599976,373565,514.809448
2008-01-15,964.359,978.319,959.706,706.150024,163532,515.942017
2008-01-16,945.814,976.951,939.244,704.150024,698279,514.480652
2008-01-17,959.432,966.275,949.92,697.150024,70509,509.366211
2008-01-18,937.67,961.895,937.533,696,104981,508.52594
2008-01-21,923.847,954.984,867.868,643,127430,469.801971
2008-01-22,867.731,910.16,752.764,592.799988,282771,433.123871
2008-01-23,860.888,957.926,786.981,605.5,183017,442.402954
2008-01-24,786.98,896.473,786.98,648.299988,379925,473.674408
2008-01-25,896.473,958.063,882.924,691.200012,207095,505.01889
2008-01-28,944.377,959.432,923.915,695.650024,224417,508.270203
2008-01-29,956.695,959.295,917.004,688.450012,88065,503.009491
2008-01-30,938.902,958.063,910.981,690.200012,119240,504.288208
2008-01-31,945.745,971.75,899.142,692.599976,416281,506.041687
2008-02-01,952.589,1001.655,923.847,728.349976,296949,532.162048
2008-02-04,1012.81,1066.188,1000.697,768.450012,454881,561.460754
2008-02-05,1040.183,1040.183,992.28,728.25,191583,532.08905
2008-02-06,988.174,1023.691,959.432,717.400024,171944,524.16156
2008-02-07,979.962,979.962,937.533,706.75,240540,516.380249
2008-02-08,958.063,984.478,945.061,707.150024,176921,516.672546
2008-02-11,960.801,978.593,924.257,687.849976,55817,502.571167
2008-02-12,941.434,958.063,906.465,675.650024,368631,493.657379
2008-02-13,944.377,1000.492,919.741,724.450012,284963,529.312561
2008-02-14,1007.335,1012.81,989.543,730.150024,645990,533.477295
2008-02-15,992.28,1003.229,944.377,729.349976,587853,532.892761
2008-02-18,1005.967,1005.967,973.119,718.5,133657,524.965271
2008-02-19,990.774,1005.829,985.71,729.5,144270,533.002441
2008-02-20,982.699,991.869,967.644,718.349976,75946,524.855774
2008-02-21,979.346,1002.408,975.856,727.400024,174047,531.468079
2008-02-22,985.437,996.112,978.593,720.599976,71949,526.499634
2008-02-25,985.437,1019.653,969.013,741.400024,713209,541.697021
2008-02-26,1026.428,1031.971,997.755,734.200012,798942,536.436157
2008-02-27,1012.947,1018.832,979.004,722.900024,56274,528.180115
2008-02-28,995.017,1027.181,987.147,748.150024,311141,546.628906
2008-02-29,1019.516,1060.302,1012.947,761.650024,731801,556.492432
2008-03-03,1038.814,1074.399,1015.752,774.900024,815989,566.173584
2008-03-04,1055.375,1074.126,1033.408,772.549988,434573,564.456482
2008-03-05,1064.819,1065.982,1040.183,773.5,480016,565.150574
2008-03-07,1037.446,1060.645,1005.761,766.650024,270499,560.14563
2008-03-10,1025.128,1047.026,1018.285,757.150024,166397,553.204529
2008-03-11,966.617,1027.865,958.132,735.599976,274971,537.45929
2008-03-12,978.593,1026.496,978.593,732.900024,261080,535.486511
2008-03-13,979.962,1022.116,962.443,737.200012,171846,538.628418
2008-03-14,1010.757,1019.653,951.22,716.299988,414778,523.357788
2008-03-17,977.225,977.225,926.516,686.299988,291437,501.43866
2008-03-18,927.474,952.52,925.352,685.049988,437653,500.52536
2008-03-19,941.639,951.22,869.169,650.349976,665043,475.172089
2008-03-24,891.409,916.798,864.105,647.700012,507010,473.235962
2008-03-25,891.067,951.22,880.05,678.700012,614983,495.885803
2008-03-26,927.953,934.591,906.054,679.599976,392497,496.543365
2008-03-27,889.767,951.015,889.767,686.049988,706309,501.255981
2008-03-28,944.377,985.437,933.77,700.299988,159416,511.667603
2008-03-31,958.474,1003.229,937.533,694.549988,236473,507.466553
2008-04-01,958.063,992.28,949.851,704.049988,269683,514.407532
2008-04-02,963.606,1027.865,963.606,740.349976,298633,540.92981
2008-04-03,1016.231,1033.34,1000.56,749.849976,149523,547.870911
2008-04-04,1018.626,1051.132,1006.377,759.650024,465762,555.031311
2008-04-07,1042.92,1042.92,1019.995,750.049988,168219,548.017029
2008-04-08,1019.653,1031.971,1004.94,739.5,266218,540.308716
2008-04-09,1019.379,1040.046,999.123,745.200012,149168,544.473389
2008-04-10,1007.472,1031.834,1007.472,746.099976,197168,545.131042
2008-04-11,1021.022,1021.022,1004.872,739.450012,267586,540.272217
2008-04-15,1005.966,1019.516,992.348,739.950012,136226,540.637634
2008-04-16,1013.015,1016.916,1007.335,742.200012,239331,542.281494
2008-04-17,1008.909,1023.759,999.123,741.349976,210015,541.660339
2008-04-21,1019.653,1033.34,1006.446,747.5,81033,546.153809
2008-04-22,1040.183,1040.183,1006.103,747.700012,59493,546.299988
2008-04-23,1022.391,1030.603,1007.404,748.900024,109914,547.176697
2008-04-24,1040.183,1067.556,1019.858,772.900024,188908,564.71228
2008-04-25,1067.556,1115.323,1066.803,807.900024,315164,590.284607
2008-04-28,1108.753,1129.146,1108.753,818.75,243197,598.212097
2008-04-29,1122.166,1187.588,1115.459,863,558930,630.542847
2008-04-30,1181.018,1181.155,1156.519,851.599976,281555,622.213501
2008-05-02,1163.431,1183.892,1151.044,846.450012,342126,618.450867
2008-05-05,1159.599,1159.599,1114.433,818.200012,206286,597.810181
2008-05-06,1127.777,1142.833,1114.159,821.549988,167530,600.257813
2008-05-07,1122.166,1142.833,1098.556,820.799988,205523,599.709839
2008-05-08,1120.66,1120.66,1103.484,813.75,184512,594.558777
2008-05-09,1114.091,1119.292,1090.55,810.650024,276594,592.293823
2008-05-12,1107.248,1130.925,1082.612,798.599976,225954,583.489563
2008-05-13,1101.91,1114.091,1084.801,798.5,208713,583.416565
2008-05-14,1081.927,1133.526,1081.448,820.700012,196131,599.636841
2008-05-15,1108.89,1126.409,1100.404,808.25,136632,590.540344
2008-05-16,1120.66,1120.66,1100.404,806.400024,75522,589.188721
2008-05-20,1094.93,1118.197,1089.523,802.200012,263867,586.119934
2008-05-21,1089.455,1089.455,1066.188,785.549988,287379,573.954773
2008-05-22,1067.556,1092.192,1056.881,788.650024,468659,576.219788
2008-05-23,1090.139,1094.929,1057.975,797.5,127061,582.686035
2008-05-26,1077.137,1088.086,1067.556,787.299988,216293,575.233398
2008-05-27,1085.349,1090.824,1049.764,785.450012,446927,573.881653
2008-05-28,1080.832,1098.899,1056.607,796.200012,354146,581.736145
2008-05-29,1094.93,1097.53,1047.095,777.950012,285568,568.401855
2008-05-30,1064.819,1064.819,1002.339,746.150024,258499,545.167542
2008-06-02,1040.046,1093.424,1030.602,787.5,498580,575.379517
2008-06-03,1062.082,1094.93,1044.289,798.299988,197361,583.270386
2008-06-04,1094.93,1099.036,1031.971,777,405584,567.707764
2008-06-05,1053.87,1073.989,1047.026,769.049988,155579,561.89917
2008-06-06,1055.238,1063.108,1029.576,756.049988,37563,552.400879
2008-06-09,1046.753,1086.512,993.649,772.200012,308462,564.200623
2008-06-10,1056.881,1059.344,1033.34,765.400024,121979,559.232422
2008-06-11,1048.463,1142.833,1043.81,810.25,178037,592.001648
2008-06-12,1073.921,1129.146,1047.916,814.5,197123,595.106812
2008-06-13,1114.091,1114.091,1067.83,784.25,100271,573.004822
2008-06-16,1073.031,1092.124,1042.373,764.75,164766,558.757446
2008-06-17,1048.395,1077.547,1043.262,777.349976,81768,567.963501
2008-06-18,1045.658,1088.086,1040.183,789.200012,215013,576.621582
2008-06-19,1081.243,1108.616,1057.976,797.099976,62817,582.393616
2008-06-20,1093.561,1094.93,1027.865,758.299988,57460,554.044678
2008-06-23,1026.497,1038.13,999.876,736.299988,141167,537.970642
2008-06-24,999.123,1019.516,944.377,703.150024,119074,513.749939
2008-06-25,937.602,981.33,907.423,704.450012,218902,514.69989
2008-06-26,964.907,1024.922,927.953,719.650024,332199,525.805603
2008-06-27,956.695,978.593,920.288,682.900024,226823,498.954468
2008-06-30,938.902,971.75,920.63,692.299988,142597,505.82254
2008-07-01,937.67,950.809,923.231,681.049988,144879,497.602875
2008-07-02,924.736,957.995,910.502,680.349976,307288,497.091461
2008-07-03,919.809,1042.92,891.82,663.950012,167513,485.108856
2008-07-04,921.109,937.123,897.842,666.599976,196575,487.045013
2008-07-07,887.851,956.695,883.608,689.650024,408122,503.886383
2008-07-08,914.266,951.973,914.266,689.450012,108822,503.740234
2008-07-09,956.695,1026.086,919.878,715.25,413894,522.590759
2008-07-10,959.843,992.28,937.533,688.599976,331449,503.119141
2008-07-11,951.22,951.22,899.279,666.75,263079,487.154602
2008-07-14,892.778,933.427,889.767,660.950012,148034,482.916962
2008-07-15,896.337,903.317,880.05,654.900024,118362,478.496552
2008-07-16,900.579,908.791,865.679,638.099976,183679,466.221832
2008-07-17,882.787,911.529,877.586,659.650024,355865,481.967194
2008-07-18,895.105,941.366,894.968,679.650024,319534,496.579926
2008-07-21,933.427,995.017,933.427,717.799988,110732,524.453857
2008-07-22,981.331,1015.547,962.238,726,199006,530.445129
2008-07-23,1037.446,1037.446,1006.514,749.900024,356133,547.907471
2008-07-24,1008.293,1053.87,1001.861,762.950012,184897,557.4422
2008-07-25,1031.971,1051.132,1014.179,757.150024,204078,553.204529
2008-07-28,1016.026,1055.238,999.123,761.299988,316317,556.236816
2008-07-29,1040.183,1040.183,995.017,735.549988,120375,537.422729
2008-07-30,1026.36,1078.506,1012.81,782.75,214404,571.908997
2008-07-31,1074.4,1107.111,1060.713,803.849976,619127,587.325378
2008-08-01,1074.4,1094.929,1054.212,794.950012,244947,580.822815
2008-08-04,1060.918,1094.929,1060.918,795.200012,168879,581.005493
2008-08-05,1089.455,1160.625,1081.243,828.849976,642626,605.591553
2008-08-06,1138.727,1157.888,1118.197,819.200012,152164,598.540894
2008-08-07,1120.934,1133.731,1105.947,820.549988,162623,599.5271
2008-08-08,1125.04,1132.568,1115.596,821.700012,167483,600.367371
2008-08-11,1153.782,1154.877,1122.645,828.200012,163348,605.116577
2008-08-12,1140.095,1140.095,1118.334,820.650024,115469,599.60022
2008-08-13,1111.49,1132.568,1109.301,817.549988,176243,597.335205
2008-08-14,1095.819,1112.722,1061.534,784.200012,229533,572.968506
2008-08-18,1079.874,1092.192,1060.713,792.150024,252603,578.776978
2008-08-19,1073.031,1094.793,1064.819,789.299988,356918,576.694641
2008-08-20,1091.234,1107.247,1088.086,804.950012,124092,588.129272
2008-08-21,1101.773,1105.879,1068.377,802.700012,138057,586.485291
2008-08-22,1094.93,1107.111,1088.086,801.099976,343066,585.316162
2008-08-25,1115.459,1115.459,1096.504,803.25,420408,586.887085
2008-08-26,1094.929,1101.431,1085.965,799.450012,170339,584.110718
2008-08-27,1093.561,1113.817,1093.561,810.349976,501115,592.074707
2008-08-28,1108.616,1139.959,1108.616,822.099976,874643,600.659607
2008-08-29,1134.621,1141.464,1126.272,828.700012,406090,605.481934
2008-09-01,1127.777,1164.731,1125.04,848,271495,619.583313
2008-09-02,1163.363,1186.356,1142.97,860.049988,655702,628.387451
2008-09-04,1183.071,1218.109,1170.274,870.200012,618649,635.803589
2008-09-05,1179.787,1201.548,1168.221,860.25,181637,628.533569
2008-09-08,1183.892,1216.74,1167.468,861.599976,368306,629.52002
