"Date","YESBANK.NS.Open","YESBANK.NS.High","YESBANK.NS.Low","YESBANK.NS.Close","YESBANK.NS.Volume","YESBANK.NS.Adjusted"
2008-05-29,48.535,48.896,45.857,30.9,4819110,20.538305
2008-05-30,46.038,47.512,45.135,31.120001,3627510,20.684534
2008-06-02,47.964,48.445,44.232,29.629999,4465560,19.694172
2008-06-03,44.052,44.052,42.231,28.51,8026995,18.949747
2008-06-04,42.728,45.587,42.427,28.85,9513615,19.17573
2008-06-05,43.405,47.061,40.095,30.17,7493485,20.053095
2008-06-06,46.339,47.542,44.684,31.120001,7357220,20.684534
2008-06-09,43.631,45.105,42.502,28.940001,4323465,19.235554
2008-06-10,43.33,44.473,41.81,28.16,4530060,18.717112
2008-06-11,42.728,43.405,40.426,27.32,11748660,18.158787
2008-06-12,40.622,42.427,39.117,28.01,7458140,18.617413
2008-06-13,42.051,43.33,41.524,27.98,3966865,18.597469
2008-06-16,43.029,44.383,42.427,28.620001,5839945,19.02286
2008-06-17,43.54,44.985,42.728,29.74,7734270,19.767288
2008-06-18,45.135,45.286,43.224,28.940001,4042580,19.235554
2008-06-19,43.27,43.27,40.983,27.48,4442395,18.265133
2008-06-20,41.464,41.916,39.719,26.809999,4039455,17.819805
2008-06-23,39.147,40.321,37.402,25.790001,7051570,17.141844
2008-06-24,38.621,41.825,38.621,27.18,7911745,18.065735
2008-06-25,40.291,40.291,37.944,26.280001,6392925,17.467529
2008-06-26,40.02,40.622,38.786,26.280001,3690115,17.467529
2008-06-27,37.914,38.666,37.056,24.799999,3701290,16.483816
2008-06-30,41.66,41.66,34.002,22.940001,9620210,15.247532
2008-07-01,36.108,36.108,32.798,22.209999,9866660,14.762322
2008-07-02,33.4,34.604,31.595,22.280001,14847510,14.80885
2008-07-03,34.032,34.303,30.707,20.73,11101490,13.778609
2008-07-04,31.595,33.52,30.692,21.93,6006895,14.576215
2008-07-07,33.4,34.814,33.114,22.18,4514950,14.742382
2008-07-08,32.768,35.356,31.896,23.110001,5948585,15.360525
2008-07-09,35.356,37.161,35.205,23.82,6046235,15.83244
2008-07-10,35.521,36.83,34.604,23.969999,3887780,15.932141
2008-07-11,35.506,36.695,34.543,23.389999,3537445,15.546632
2008-07-14,37.011,37.011,33.505,23.610001,4095040,15.692863
2008-07-15,34.604,35.175,31.926,21.49,8718925,14.283761
2008-07-16,32.332,33.25,30.692,21.120001,6245275,14.037834
2008-07-17,32.497,34.303,31.971,21.959999,8018510,14.596153
2008-07-18,33.31,36.951,33.219,23.959999,16111895,15.925494
2008-07-21,36.048,37.252,34.604,23.530001,5543740,15.639688
2008-07-22,35.567,36.529,34.664,23.93,7776435,15.905557
2008-07-23,38.515,42.578,37.643,27.950001,18527270,18.577532
2008-07-24,42.728,44.533,39.117,26.459999,13747180,17.58717
2008-07-25,38.786,39.538,37.327,25.42,8592125,16.895914
2008-07-28,38.515,40.005,38.094,25.879999,5146200,17.20166
2008-07-29,38.756,39.373,35.717,24.34,8853780,16.178072
2008-07-30,37.507,38.666,37.312,25.459999,4627005,16.922501
2008-07-31,38.937,39.689,37.914,25.540001,10837500,16.975674
2008-08-01,37.613,39.117,37.387,25.4,7848245,16.88262
2008-08-04,38.214,40.622,38.214,26.690001,10893960,17.740046
2008-08-05,40.592,42.216,40.065,27.799999,12145970,18.477827
2008-08-06,43.119,43.33,40.622,27.280001,13184120,18.132202
2008-08-07,41.329,41.78,40.561,27.139999,3503165,18.039146
2008-08-08,40.622,41.946,39.599,27.68,5056125,18.398067
2008-08-11,42.126,43.239,42.126,28.530001,8747545,18.963037
2008-08-12,43.029,43.39,41.72,28.190001,6214285,18.737051
2008-08-13,42.096,42.352,41.223,27.67,3229460,18.391422
2008-08-14,41.509,41.509,38.846,26.15,4274380,17.381123
2008-08-18,39.418,40.772,38.214,26.690001,3876580,17.740046
2008-08-19,40.321,40.351,39.012,26.450001,3278330,17.580524
2008-08-20,39.719,40.546,39.268,26.700001,1556730,17.746689
2008-08-21,40.246,40.456,38.53,25.73,2881100,17.101961
2008-08-22,38.816,39.222,38.004,25.629999,2844910,17.035496
2008-08-25,38.591,40.456,38.591,26.629999,3746590,17.700163
2008-08-26,40.02,40.02,39.117,26.35,2067435,17.514055
2008-08-27,40.02,40.261,38.997,26.120001,1986775,17.361181
2008-08-28,39.568,39.568,37.492,25.09,3985125,16.676573
2008-08-29,38.184,40.622,38.184,26.84,4149575,17.839746
2008-09-01,40.321,41.223,39.418,27.16,2303805,18.052441
2008-09-02,41.058,42.999,41.058,28.24,5854940,18.770283
2008-09-04,42.427,43.871,41.314,29.02,7732325,19.288725
2008-09-05,43.33,43.33,41.524,28.49,3146830,18.936451
2008-09-08,43.676,44.834,43.676,29.559999,4032425,19.647646
2008-09-09,44.232,44.684,43.435,29.459999,2015650,19.581181
2008-09-10,44.172,44.639,43.48,29.48,3362035,19.594475
2008-09-11,44.232,44.503,41.825,28.030001,3041630,18.630703
2008-09-12,43.33,43.54,40.02,26.879999,3417295,17.866331
2008-09-15,39.268,39.719,37.492,25.440001,3839610,16.909208
2008-09-16,37.613,39.704,35.506,25.950001,6276680,17.24819
