"Date","YESBANK.NS.Open","YESBANK.NS.High","YESBANK.NS.Low","YESBANK.NS.Close","YESBANK.NS.Volume","YESBANK.NS.Adjusted"
2008-09-17,39.719,41.509,38.816,26.709999,8587665,17.753336
2008-09-18,39.388,40.2,36.153,26.35,4208865,17.514055
2008-09-19,40.622,43.54,40.471,27.73,10763145,18.431303
2008-09-22,42.126,42.698,40.17,26.870001,2109540,17.859684
2008-09-23,39.689,40.892,39.147,26.719999,2735925,17.759985
2008-09-24,40.351,40.802,39.117,26.35,3406330,17.514055
2008-09-25,39.569,40.02,36.108,25.48,3785695,16.935793
2008-09-26,38.214,39.418,37.011,24.940001,2823185,16.576872
2008-09-29,37.613,37.613,33.55,23.360001,4757370,15.526694
2008-09-30,35.145,36.981,32.542,24.120001,5248705,16.031843
2008-10-01,37.161,37.613,35.371,24.719999,4960185,16.430645
2008-10-03,36.559,37.387,34.905,23.530001,3668775,15.639688
2008-10-06,35.401,35.401,30.707,20.610001,4364435,13.698852
2008-10-07,31.595,33.039,30.09,20.450001,5688580,13.592505
2008-10-08,30.391,30.391,26.479,18.030001,6088570,11.984002
2008-10-10,26.013,26.178,20.627,14.39,14262935,9.564602
2008-10-13,21.123,26.78,21.123,15.77,19077855,10.481848
2008-10-14,25.562,26.389,24.674,16.959999,8615515,11.272804
2008-10-15,24.373,25.396,23.32,15.92,4896820,10.581548
2008-10-16,23.47,24.975,21.334,16.139999,9567070,10.727775
2008-10-17,25.276,25.577,22.568,15.36,7488375,10.209332
2008-10-20,23.109,24.358,22.297,15.87,5656340,10.548315
2008-10-21,24.072,24.975,23.651,16.09,3957570,10.694542
2008-10-22,23.771,25.547,22.868,15.62,9742180,10.382148
2008-10-23,23.139,23.967,21.71,15.09,4750385,10.029871
2008-10-24,22.267,22.703,19.258,13.06,5657005,8.680591
2008-10-27,19.258,20.266,16.55,11.97,3406305,7.956101
2008-10-29,21.966,21.966,18.009,12.44,5991985,8.268497
2008-10-31,19.528,21.033,19.152,13.64,4486380,9.066101
2008-11-03,21.665,23.771,21.665,15.54,7898220,10.328973
2008-11-04,23.47,25.878,22.568,16.799999,9046480,11.166457
2008-11-05,26.479,26.72,23.546,16.33,8566020,10.854062
2008-11-06,22.237,24.042,22.237,15.47,4576430,10.282447
2008-11-07,23.275,25.727,22.673,16.379999,4633330,10.887295
2008-11-10,25.607,26.028,25.125,16.889999,2324155,11.226277
2008-11-11,25.426,25.547,23.771,15.92,3382590,10.581548
2008-11-12,23.711,24.373,21.725,15.04,3504785,9.996638
2008-11-14,23.681,24.072,21.906,14.92,3233695,9.916878
2008-11-17,22.447,22.568,20.792,14.25,2506425,9.471549
2008-11-18,21.033,21.138,20.04,13.45,2815515,8.939812
2008-11-19,20.16,21.033,19.574,13.11,1751855,8.713824
2008-11-20,19.468,19.468,17.603,12,3914785,7.97604
2008-11-21,18.159,18.957,16.986,11.83,3942380,7.863047
2008-11-24,18.054,18.28,17.302,11.89,3808270,7.902928
2008-11-25,18.626,19.092,18.144,12.18,3177615,8.095682
2008-11-26,18.626,18.927,18.054,12.42,3140800,8.255202
2008-11-28,18.084,18.806,17.783,12.24,1190185,8.135561
2008-12-01,18.656,19.438,17.317,11.71,3071135,7.783287
2008-12-02,17.452,17.452,16.7,11.34,2462605,7.537359
2008-12-03,17.452,17.874,17.001,11.53,2117690,7.663646
2008-12-04,17.452,19.498,17.452,12.8,5667390,8.507776
2008-12-05,19.243,20.822,19.243,13.1,5155815,8.707178
2008-12-08,20.16,21.063,19.935,13.6,4165940,9.039514
2008-12-10,21.304,21.951,21.063,14.43,4771140,9.59119
2008-12-11,21.966,22.793,21.695,14.85,5452855,9.870351
2008-12-12,22.267,22.537,21.063,14.75,2988870,9.803885
2008-12-15,22.808,23.44,22.387,15.16,2496310,10.076398
2008-12-16,23.139,23.997,22.568,15.62,2286805,10.382148
2008-12-17,24.042,24.042,22.116,14.91,1845085,9.910231
2008-12-18,22.447,23.681,21.394,15.58,3573950,10.35556
2008-12-19,23.47,24.599,23.32,15.83,3576380,10.521727
2008-12-22,24.072,24.885,23.801,16.01,3690995,10.641369
2008-12-23,24.072,24.072,21.966,14.75,3259495,9.803885
2008-12-24,22.267,22.838,21.093,14.73,2683645,9.79059
2008-12-26,22.267,23.064,21.545,14.5,2205270,9.637715
2008-12-29,21.966,23.245,21.229,15.17,1987180,10.083044
2008-12-30,23.169,23.621,22.688,15.56,2261210,10.342267
2008-12-31,23.666,24.012,22.417,15.04,2325600,9.996638
2009-01-02,23.982,24.674,23.35,16.280001,4605685,10.820828
2009-01-05,25.878,26.901,25.035,17.65,7854870,11.731426
2009-01-06,27.051,27.653,25.652,17.530001,5425060,11.651668
2009-01-07,26.509,26.916,23.034,15.74,4222525,10.461907
2009-01-09,23.169,24.343,22.026,15.18,2473875,10.089692
2009-01-12,22.868,23.425,21.71,14.93,2359180,9.923524
2009-01-13,22.568,22.568,20.642,14.1,2945970,9.371848
2009-01-14,21.876,22.568,21.439,14.78,1543770,9.823823
2009-01-15,22.267,22.267,20.852,14.24,2596625,9.464902
2009-01-16,21.484,22.522,21.424,14.84,1238370,9.863704
2009-01-19,22.537,23.29,22.146,14.81,1711690,9.843764
2009-01-20,21.966,21.966,21.364,14.29,1592790,9.498136
2009-01-21,21.364,22.568,20.1,13.65,22569345,9.072747
2009-01-22,20.973,21.665,19.634,13.31,7949130,8.846759
2009-01-23,19.965,20.326,18.821,12.7,7690740,8.44131
2009-01-27,18.054,20.16,17.227,11.68,14825925,7.763347
2009-01-28,17.753,18.385,17.753,12.02,8533515,7.989334
2009-01-29,18.355,18.731,18.205,12.14,6050450,8.069095
2009-01-30,18.355,18.867,17.904,12.23,6581445,8.128915
2009-02-02,18.4,18.791,17.934,12.03,4517770,7.99598
2009-02-03,18.355,18.505,17.512,11.74,4790520,7.803226
2009-02-04,17.663,18.129,17.512,11.73,3596045,7.796579
2009-02-05,17.904,17.934,17.452,11.68,2944145,7.763347
2009-02-06,17.753,18.189,17.543,11.76,5049740,7.816519
2009-02-09,17.964,18.28,17.783,12.03,4231755,7.99598
2009-02-10,18.129,18.791,17.994,12.04,7217460,8.002627
2009-02-11,18.024,18.475,17.512,12.11,3577555,8.049154
2009-02-12,18.205,18.46,17.874,11.93,3032645,7.929514
2009-02-13,18.265,18.43,17.843,11.93,3129015,7.929514
2009-02-16,17.753,18.144,17.347,11.59,2537285,7.703526
2009-02-17,17.422,17.422,16.85,11.32,1839920,7.524065
2009-02-18,17.151,17.151,16.61,11.26,2667995,7.484186
2009-02-19,17.151,17.227,16.655,11.15,2223780,7.411071
2009-02-20,16.85,16.85,16.083,10.74,2825845,7.138557
2009-02-24,16.399,16.61,15.451,10.42,1972150,6.925863
2009-02-25,15.948,16.324,15.812,10.71,1854990,7.118616
2009-02-26,16.249,16.249,15.496,10.39,4621540,6.905923
2009-02-27,15.647,15.707,14.91,10.26,4617260,6.819515
2009-03-02,15.135,15.135,14.639,9.8,2274410,6.513767
2009-03-03,14.985,15.03,13.841,9.38,4199045,6.234605
2009-03-04,14.142,14.594,13.706,9.19,2394325,6.108318
2009-03-05,14.443,14.443,12.984,8.71,4800730,5.789277
2009-03-06,13.104,13.465,12.698,8.49,5058000,5.643049
2009-03-09,12.939,12.939,12.217,8.32,2259420,5.530055
2009-03-12,12.939,13.074,12.578,8.46,2451800,5.623109
2009-03-13,12.939,13.556,12.939,8.77,6851430,5.829157
2009-03-16,13.541,13.541,13.119,8.82,6855365,5.86239
2009-03-17,13.39,13.992,13.149,8.94,12899060,5.94215
2009-03-18,13.691,14.203,13.646,9.12,10626470,6.061791
2009-03-19,14.022,14.172,13.405,9.08,7492830,6.035205
2009-03-20,13.571,13.721,13.3,8.94,3569560,5.94215
2009-03-23,13.526,14.067,13.48,9.25,12781475,6.148199
2009-03-24,14.443,15.572,13.962,9.73,25911350,6.46724
2009-03-25,14.594,15.165,14.488,9.97,17690085,6.62676
2009-03-26,15.286,16.64,15.196,10.77,25440925,7.158497
2009-03-27,16.384,16.926,15.963,11.09,12028500,7.371191
2009-03-30,16.55,16.55,14.834,9.99,7247590,6.640053
2009-03-31,16.249,16.249,14.353,10,16670245,6.646701
2009-04-01,15.316,15.737,14.895,10.33,14353765,6.866042
2009-04-02,15.948,16.85,15.948,10.75,21028205,7.145204
2009-04-06,16.399,17.001,15.752,10.79,24623335,7.17179
2009-04-08,15.677,17.678,14.925,11.36,41805000,7.550652
2009-04-09,17.422,19.528,17.227,12.53,48292965,8.328316
2009-04-13,19.077,22.733,18.701,13.78,55630270,9.159154
2009-04-15,20.311,22.537,19.935,14.81,34992875,9.843764
2009-04-16,22.793,23.47,20.01,13.59,33802540,9.032867
2009-04-17,21.003,22.568,20.612,14.07,20923155,9.351908
2009-04-20,21.86,22.628,21.379,14.8,20179690,9.837117
2009-04-21,21.815,24.448,21.138,15.99,50482410,10.628075
2009-04-22,24.644,26.299,22.568,15.3,87899420,10.169453
2009-04-23,23.47,23.681,21.529,14.72,33773745,9.783943
2009-04-24,22.507,23.215,22.116,15.24,20817655,10.129572
2009-04-27,23.169,24.012,22.417,15.79,16939595,10.495142
2009-04-28,23.756,24.283,21.966,14.74,17599355,9.797237
2009-04-29,22.312,23.41,22.312,15.44,16405930,10.262506
2009-04-30,116.374,116.374,116.374,77.349998,0,51.412231
2009-05-04,23.771,25.516,23.41,16.73,27305850,11.11993
2009-05-05,25.456,25.878,24.689,16.91,28028050,11.239571
2009-05-06,25.577,25.697,23.846,16.040001,9682000,10.661309
2009-05-07,24.373,25.396,24.162,16.77,10306075,11.146518
2009-05-08,25.381,25.516,23.741,16.110001,10630815,10.707835
2009-05-11,24.403,24.794,23.019,15.42,9565000,10.249213
2009-05-12,22.613,24.328,22.191,15.97,20070175,10.614781
2009-05-13,24.313,27.352,23.53,17.67,58691660,11.74472
2009-05-14,25.878,29.654,25.14,19.07,107796985,12.675258
2009-05-15,29.142,29.518,28.39,19.09,36863250,12.688551
2009-05-18,33.009,36.951,31.143,23.91,169840,15.892261
2009-05-19,36.71,43.631,30.331,26.200001,56194435,17.414356
2009-05-20,39.719,41.524,39.117,26.790001,20636645,17.806513
2009-05-21,40.321,40.321,36.71,24.870001,20509530,16.530344
2009-05-22,37.312,38.485,35.672,25.07,13073070,16.66328
2009-05-25,38.184,39.824,37.206,25.5,11696805,16.949085
2009-05-26,38.937,39.253,35.928,24.18,11750925,16.07172
2009-05-27,37.041,38.666,36.815,25.370001,13020470,16.862679
2009-05-28,38.681,39.087,36.906,24.98,18424180,16.603458
2009-05-29,37.011,38.485,37.011,25.129999,14950590,16.703161
2009-06-01,38.485,40.14,37.763,25.299999,11470430,16.816154
2009-06-02,38.515,38.726,36.183,24.809999,10901860,16.490463
2009-06-03,37.462,40.727,36.875,26.639999,47567655,17.706812
2009-06-04,40.02,41.178,39.734,27.049999,38222960,17.979324
2009-06-05,41.223,42.728,38.365,26.719999,40846805,17.759985
2009-06-08,40.2,40.862,35.657,24.790001,19579820,16.477171
2009-06-09,35.205,39.674,34.604,25.950001,29079325,17.24819
2009-06-10,39.719,41.464,39.117,26.74,24881635,17.773277
2009-06-11,39.719,40.607,38.606,26.139999,10779265,17.374475
2009-06-12,39.719,39.869,38.515,25.799999,10463225,17.148487
2009-06-15,37.944,40.155,37.914,25.82,12065425,17.161781
2009-06-16,38.816,41.479,37.402,27.219999,28359270,18.092321
2009-06-17,40.923,42.096,39.117,26.15,35470310,17.381123
2009-06-18,39.569,39.975,36.424,25.6,18373175,17.015553
2009-06-19,39.538,40.622,37.914,26.629999,17124420,17.700163
2009-06-22,40.622,41.284,38.967,26.219999,12035410,17.427649
2009-06-23,36.108,42.547,36.108,27.98,22637090,18.597469
2009-06-24,42.126,43.074,40.938,28.129999,22043415,18.697172
2009-06-25,42.698,43.54,41.464,27.92,22224140,18.557589
2009-06-26,42.728,43.57,42.427,28.66,12975335,19.049442
2009-06-29,42.126,46.835,42.126,30.32,35929445,20.152796
2009-06-30,46.324,46.489,43.601,29.77,30455795,19.787228
2009-07-01,44.594,45.391,42.201,28.719999,17955960,19.089325
2009-07-02,43.33,43.841,42.141,28.5,8656825,18.943098
2009-07-03,40.652,43.45,40.652,28.559999,5566315,18.982979
2009-07-06,43.33,43.45,39.869,26.82,14082525,17.82645
2009-07-07,40.622,41.163,39.132,27.01,9441735,17.952738
2009-07-08,39.719,42.517,38.545,26.879999,15000705,17.866331
2009-07-09,40.622,40.953,39.268,26.610001,7482775,17.686872
2009-07-10,40.08,40.561,38.124,25.719999,8023650,17.095312
2009-07-13,36.409,38.982,36.409,25.42,5512885,16.895914
2009-07-14,39.102,41.344,38.786,27.16,10077775,18.052441
2009-07-15,41.494,43.089,41.494,28.23,7802040,18.763638
2009-07-16,43.345,44.082,41.239,27.709999,7323755,18.418009
2009-07-17,42.126,43.751,41.976,28.889999,6465800,19.202318
2009-07-20,44.187,46.64,43.932,30.68,16060500,20.392076
2009-07-21,46.64,48.746,45.481,30.67,53094020,20.385433
2009-07-22,46.895,47.663,45.887,31.18,19207395,20.724417
2009-07-23,46.941,47.542,45.677,31.5,11042985,20.937107
2009-07-24,48.174,48.445,46.941,32.119999,12504675,21.349205
2009-07-27,48.295,48.746,47.407,32.330002,7914620,21.488787
2009-07-28,48.746,49.919,47.542,32.700001,14299775,21.734715
2009-07-29,49.197,49.197,45.948,31.809999,6269080,21.143156
2009-07-30,47.858,48.415,47.241,32.02,4396115,21.282738
2009-07-31,49.047,49.047,47.287,31.93,6411335,21.222914
2009-08-03,48.144,48.144,46.971,31.879999,3114945,21.18968
2009-08-04,48.445,48.596,45.286,30.469999,7665730,20.252497
2009-08-05,46.625,47.181,45.541,30.719999,4664795,20.418665
2009-08-06,46.188,47.919,45.165,30.459999,6579440,20.245846
2009-08-07,45.737,46.188,43.631,29.18,6369045,19.395073
2009-08-10,46.113,46.775,43.992,30.690001,8663675,20.398724
2009-08-11,46.489,47.392,45.346,31.18,4974470,20.724417
2009-08-12,46.038,47.181,44.533,30.07,9742235,19.986629
2009-08-13,45.918,48.896,45.918,32.139999,13079900,21.362499
2009-08-14,48.295,48.4,47.272,31.73,6870695,21.089983
2009-08-17,46.354,47.001,45.481,30.32,4284980,20.152796
2009-08-18,45.887,47.422,45.18,31.25,3851480,20.770939
2009-08-19,47.091,48.265,46.489,31.84,7430785,21.163095
2009-08-20,48.656,48.656,47.016,31.98,7335895,21.256149
2009-08-21,47.843,52.913,47.633,34.639999,30344680,23.024172
2009-08-24,53.214,53.214,50.581,34.009998,12612745,22.605429
2009-08-25,50.476,52.959,49.694,34.900002,16995325,23.196989
2009-08-26,52.929,53.26,51.454,34.369999,8201435,22.844709
2009-08-27,51.228,51.304,50.25,33.639999,9181485,22.359503
2009-08-28,51.605,51.605,49.784,33.900002,5644280,22.532318
2009-08-31,50.551,51.123,49.889,33.490002,4301830,22.259802
2009-09-01,50.852,51.815,49.107,32.91,8726750,21.874292
2009-09-02,49.107,50.25,48.219,32.66,3405195,21.708124
2009-09-03,49.122,50.491,48.866,32.98,3356415,21.920818
2009-09-04,50.25,50.702,49.649,33.599998,5416885,22.332914
2009-09-07,50.852,51.74,50.551,34.09,7572240,22.658602
2009-09-08,51.62,52.959,51.213,34.349998,13431340,22.831417
2009-09-09,51.92,52.176,50.19,33.84,4826970,22.492435
2009-09-10,51.439,52.417,51.003,34.189999,7076960,22.725067
2009-09-11,51.529,53.545,50.928,35.040001,14268660,23.290041
2009-09-14,52.838,53.831,52.056,35.599998,14443665,23.662254
2009-09-15,53.861,56.569,53.771,37.279999,18145635,24.778898
2009-09-16,56.419,57.713,56.118,38.080002,10905060,25.310638
2009-09-17,57.397,61.083,55.561,38.810001,21127980,25.795851
2009-09-18,58.194,59.94,57.592,39.290001,15913355,26.114887
2009-09-22,59.398,60.12,58.691,39.41,6887675,26.194653
2009-09-23,59.458,59.548,57.292,38.439999,6778010,25.549915
2009-09-24,56.87,58.375,55.983,38.639999,8980500,25.682852
2009-09-25,57.517,58.947,56.449,37.82,4872190,25.137821
2009-09-29,57.472,59.879,57.367,39.290001,8538470,26.114887
2009-09-30,58.977,62.121,58.977,41.009998,14923760,27.25812
2009-10-01,59.578,62.256,59.578,39.889999,12495235,26.513691
2009-10-05,59.849,59.849,57.231,38.259998,6957480,25.430275
2009-10-06,58.345,58.977,55.531,38.419998,16166770,25.536625
2009-10-07,58.676,64.212,58.42,41.619999,44450425,27.663567
2009-10-08,63.445,64.303,61.88,41.849998,18399475,27.816442
2009-10-09,63.189,64.513,62.437,41.75,15423905,27.749975
2009-10-12,63.189,64.062,62.693,42.040001,5708390,27.942734
2009-10-13,316.698,316.698,316.698,210.5,0,139.913071
2009-10-14,63.49,66.951,63.49,44.169998,16008850,29.358475
2009-10-15,66.77,71.735,66.514,47.099998,23405775,31.305964
2009-10-16,71.314,72.818,69.508,47.360001,17554915,31.478777
2009-10-20,73.961,78.836,73.42,50.75,25181100,33.73201
2009-10-21,77.031,77.933,72.758,48.799999,35883285,32.435898
2009-10-22,72.261,76.64,72.261,49.400002,34905620,32.834705
2009-10-23,75.225,77.753,74.924,51.27,17556060,34.077641
2009-10-26,77.031,77.858,73.721,49.43,9974805,32.854641
2009-10-27,73.901,75.616,69.508,46.970001,18557355,31.219555
2009-10-28,70.531,73.089,66.665,47.669998,18261085,31.684822
2009-10-29,69.839,71.614,67.703,46.740002,15698870,31.066681
2009-10-30,70.712,74.533,70.561,47.650002,15430510,31.671528
2009-11-03,71.509,71.509,64.694,43.619999,8936705,28.992907
2009-11-04,66.8,68.455,64.393,45.23,10619860,30.063028
2009-11-05,67.703,73.721,66.198,48.16,17279100,32.010509
2009-11-06,74.563,77.271,73.736,50.830002,18552890,33.785183
2009-11-09,77.632,81.078,76.805,53.369999,21362035,35.473442
2009-11-10,81.574,82.552,79.468,54,19555960,35.892185
2009-11-11,81.574,82.673,80.431,54.689999,16623160,36.350807
2009-11-12,81.68,82.597,79.468,53.25,13027760,35.393681
2009-11-13,80.01,80.912,78.535,52.639999,10334170,34.988232
2009-11-16,79.739,81.243,78.761,52.5,9099220,34.89518
2009-11-17,79.949,79.949,77.392,52.169998,9831545,34.675838
2009-11-18,78.385,79.212,75.827,51.779999,6831900,34.416615
2009-11-19,78.144,78.144,74.443,49.93,8035675,33.186974
2009-11-20,74.834,78.475,73.585,51.900002,14328360,34.49638
2009-11-23,78.234,78.836,76.188,50.98,8718025,33.884876
2009-11-24,77.031,78.174,75.917,50.810001,9239895,33.771889
2009-11-25,76.384,77.286,75.225,50.459999,8473050,33.539249
2009-11-26,75.677,76.67,74.819,49.970001,18485445,33.213562
2009-11-27,73.284,75.18,70.712,49.77,8888745,33.080631
2009-11-30,76.098,76.7,74.924,50.509998,6541225,33.572483
2009-12-01,76.64,81.996,75.993,54.060001,16603860,35.932064
2009-12-02,82.086,83.771,81.258,54.299999,18070505,36.091587
2009-12-03,82.146,83.53,80.16,53.57,8524635,35.60638
2009-12-04,80.311,81.755,79.242,52.860001,5728880,35.134464
2009-12-07,80.491,82.552,79.799,53.860001,10119055,35.799126
2009-12-08,81.213,82.086,80.371,54.369999,9025155,36.138115
2009-12-09,81.544,82.567,79.438,52.950001,5541250,35.194283
2009-12-10,80.1,80.461,77.452,51.68,14613595,34.350147
2009-12-11,79.137,79.257,76.429,51.200001,9155375,34.031105
2009-12-14,77.392,77.587,74.789,49.950001,6932775,33.200272
2009-12-15,76.083,76.263,74.172,49.509998,13878710,32.907814
2009-12-16,74.894,75.21,73.119,49.369999,6911265,32.814762
2009-12-17,74.172,76.248,73.721,50.41,8535025,33.506016
2009-12-18,75.812,76.7,75.075,50.150002,7639980,33.333206
2009-12-21,75.225,75.797,74.022,49.740002,3655065,33.060688
2009-12-22,75.647,78.204,75.24,51.82,9168355,34.443207
2009-12-23,77.963,80.882,77.963,53.610001,10158930,35.632969
2009-12-24,80.657,82.567,79.814,54.200001,8809635,36.02512
2009-12-29,82.748,82.958,80.957,54.540001,4382305,36.25111
2009-12-30,81.665,82.597,81.273,54.389999,4853095,36.151409
2009-12-31,82.146,82.492,79.558,53.23,7716935,35.38039
2010-01-04,80.882,81.093,80.085,53.689999,2802145,35.686138
2010-01-05,81.228,83.891,78.234,54.48,18410675,36.211227
2010-01-06,82.266,83.004,80.371,53.709999,8991010,35.699432
2010-01-07,81.108,81.168,79.152,52.799999,5386165,35.094582
2010-01-08,79.739,80.25,78.836,52.549999,4819155,34.928417
2010-01-11,79.889,81.484,79.453,53.52,4908175,35.573143
2010-01-12,80.642,81.394,78.34,52.619999,6424270,34.974934
2010-01-13,78.746,79.152,77.241,52.509998,9733245,34.901829
2010-01-14,79.137,81.574,79.137,53.82,8301960,35.772541
2010-01-15,81.454,81.92,80.085,53.419998,3422405,35.506672
2010-01-18,79.784,82.296,79.784,54.459999,4537200,36.197937
2010-01-19,82.447,85.967,82.296,56.799999,27471720,37.753262
2010-01-20,85.757,86.584,81.845,54.639999,24429145,36.317574
2010-01-21,81.815,81.95,79.137,52.939999,15086635,35.187634
2010-01-22,78.595,79.438,76.73,51.849998,12970865,34.463142
2010-01-25,77.768,77.768,73.089,49.16,12330230,32.675182
2010-01-27,73.119,73.706,69.598,47.169998,15789805,31.352486
2010-01-28,71.765,75.978,71.614,49.09,20835580,32.628654
2010-01-29,73.51,75.902,71.915,49.849998,17839725,33.133801
2010-02-01,75.225,76.73,73.931,50.619999,6676190,33.645596
2010-02-02,76.76,77.497,72.668,48.669998,9971840,32.349491
2010-02-03,73.42,75.827,73.42,50.099998,9769645,33.299973
2010-02-04,75.225,76.098,72.216,48.540001,7952590,32.263092
2010-02-05,71.765,73.239,69.869,47.860001,6874875,31.811113
2010-02-08,73.691,73.691,70.381,47.689999,10837410,31.698112
2010-02-09,72.186,72.607,71.013,47.57,7301295,31.618359
2010-02-10,72.216,72.773,69.629,46.52,7506165,30.920456
2010-02-11,70.652,72.036,70.486,47.48,3536355,31.558535
2010-02-15,72.201,72.216,69.809,46.849998,4014560,31.13979
2010-02-16,71.253,72.908,69.809,48,4980155,31.904161
2010-02-17,72.818,73.42,71.434,48.369999,4762460,32.150093
2010-02-18,71.915,72.984,70.742,47.200001,5075005,31.372431
2010-02-19,70.712,70.712,68.335,45.869999,8918880,30.488415
2010-02-22,70.561,71.885,69.899,46.91,7945525,31.179672
2010-02-23,72.969,72.969,70.411,47.23,3237425,31.392368
2010-02-24,70.682,71.223,69.087,46.16,5871740,30.68117
2010-02-25,69.809,70.11,67.161,44.950001,13324765,29.876919
2010-02-26,68.034,72.427,66.951,47.32,12029995,31.452188
2010-03-02,72.487,74.232,71.675,49.02,9204630,32.58213
2010-03-03,74.323,75.556,73.901,49.939999,10502485,33.193623
2010-03-04,74.623,77.001,74.518,50.900002,11228195,33.831707
2010-03-05,76.76,77.241,75.406,50.32,4388420,33.446198
2010-03-08,76.7,77.241,75.707,50.799999,5080655,33.76524
2010-03-09,76.73,76.745,74.623,49.830002,2641015,33.12051
2010-03-10,74.623,75.481,74.127,49.669998,3003660,33.01416
2010-03-11,74.112,76.339,74.112,50.360001,4836475,33.472786
2010-03-12,76.128,77.843,76.128,50.75,10432030,33.73201
2010-03-15,76.128,76.128,74.488,49.709999,3612175,33.040749
2010-03-16,75.225,75.225,72.984,48.900002,10078685,32.502369
2010-03-17,74.172,74.774,73.736,49.189999,3913475,32.695118
2010-03-18,74.172,75.466,73.661,49.91,5650745,33.173683
2010-03-19,75.24,75.947,72.562,49.459999,8837680,32.874584
2010-03-22,73.059,73.57,71.84,47.959999,7115865,31.877577
2010-03-23,72.848,73.149,71.314,47.580002,5133095,31.625006
2010-03-25,72.126,73.119,71.013,48.18,5224820,32.023804
2010-03-26,72.818,75.978,72.818,50.279999,8707655,33.419609
2010-03-29,75.857,78.234,75.857,51.490002,14296780,34.223866
2010-03-30,78.249,78.475,76.94,51.310001,7335645,34.104225
2010-03-31,77.963,77.963,75.932,51.240002,5007975,34.057693
2010-04-01,77.572,78.129,77.196,51.610001,3521710,34.303623
2010-04-05,78.535,79.844,78.204,52.84,4644245,35.121166
2010-04-06,80.04,80.611,78.565,52.48,6365145,34.881882
2010-04-07,79.137,79.528,77.332,52.09,10603225,34.622669
2010-04-08,78.219,78.956,77.542,51.990002,6244530,34.556194
2010-04-09,78.219,79.709,78.159,52.73,4370760,35.04805
2010-04-12,79.348,79.679,78.61,52.66,2224415,35.001522
2010-04-13,79.588,79.739,77.226,51.549999,5783615,34.263741
2010-04-15,78.084,78.836,75.255,50.389999,4089115,33.492722
2010-04-16,75.526,75.932,74.247,49.889999,5549495,33.160385
2010-04-19,73.721,76.82,73.721,50.77,7217440,33.745304
2010-04-20,76.459,77.918,75.707,51.310001,7296230,34.104225
2010-04-21,77.888,82.191,77.648,54.349998,16987455,36.124817
2010-04-22,81.755,82.417,80.416,53.790001,8208165,35.752605
2010-04-23,80.792,82.041,80.792,54.209999,4530325,36.031761
2010-04-26,82.477,84.99,82.296,56.259998,12143365,37.394344
2010-04-27,85.095,85.877,82.522,55.119999,21166970,36.636616
2010-04-28,81.845,84.252,81.364,55.459999,9269630,36.862606
2010-04-29,83.32,88.886,83.32,58.650002,28447035,38.982903
2010-04-30,89.669,89.669,85.321,57.130001,19277190,37.972603
2010-05-03,85.682,87.216,84.914,57.389999,7647895,38.145416
2010-05-04,87.111,87.382,83.741,55.880001,8617910,37.141769
2010-05-05,82.206,83.951,81.273,55.27,20693300,36.736313
2010-05-06,82.597,83.169,80.521,54.009998,13834000,35.898834
2010-05-07,79.002,81.033,78.836,52.950001,7877845,35.194283
2010-05-10,80.22,84.177,80.19,55.59,9155110,36.949009
2010-05-11,83.951,84.538,82.146,55.18,5954410,36.676498
2010-05-12,83.259,83.47,80.16,54.41,8773350,36.1647
2010-05-13,83.049,84.207,82.432,55.419998,13422185,36.836018
2010-05-14,83.651,83.651,81.634,54.57,5220730,36.271042
2010-05-17,77.392,83.154,72.216,54.560001,8113765,36.264404
2010-05-18,82.056,83.304,81.138,54.549999,6345270,36.257751
2010-05-19,81.243,82.417,79.318,53.040001,13933505,35.254101
2010-05-20,79.438,83.034,79.032,54.869999,10469935,36.470448
2010-05-21,81.243,81.544,78.43,53.080002,7767870,35.280685
2010-05-24,81.228,82.086,78.716,52.77,3885065,35.074638
2010-05-25,78.956,79.077,77.181,51.639999,5831720,34.323563
2010-05-26,78.625,79.408,77.798,52.25,3842215,34.729015
2010-05-27,79.107,81.228,76.293,53.439999,9105955,35.51997
2010-05-28,81.785,85.667,80.988,56.349998,17248615,37.454159
2010-05-31,84.854,87.171,84.147,57.59,15246660,38.278351
2010-06-01,85.862,86.268,83.35,55.790001,9646175,37.08194
2010-06-02,84.252,85.742,83.951,56.709999,5225210,37.693443
2010-06-03,85.757,89.443,85.321,59.049999,15319490,39.248768
2010-06-04,89.774,90.09,87.427,58.439999,20339135,38.843319
2010-06-07,82.748,86.705,82.748,57.200001,9889885,38.019131
2010-06-08,86.87,88.254,84.704,56.509998,12587730,37.560509
2010-06-09,85.456,86.118,82.507,55.849998,15872790,37.121822
2010-06-10,84.854,85.245,82.868,56.360001,14100950,37.460808
2010-06-11,86.058,87.352,84.854,57.52,19351665,38.231823
2010-06-14,86.96,87.216,85.501,57.34,7216670,38.112183
2010-06-15,85.907,85.907,84.282,56.740002,6833705,37.713383
2010-06-16,85.606,86.75,84.794,56.57,8650630,37.600384
2010-06-17,84.087,86.028,83.966,56.84,9364195,37.779842
2010-06-18,85.757,86.208,83.756,55.98,4498365,37.208233
2010-06-21,84.252,85.727,84.252,56.330002,5213525,37.440868
2010-06-22,84.252,84.252,79.077,54.369999,105086320,36.138115
2010-06-23,82.146,83.635,81.634,55.389999,18562655,36.816074
2010-06-24,81.678,81.678,78.75,54.209999,24032410,37.034687
