"Date","HBSTOCK.NS.Open","HBSTOCK.NS.High","HBSTOCK.NS.Low","HBSTOCK.NS.Close","HBSTOCK.NS.Volume","HBSTOCK.NS.Adjusted"
2009-03-16,8.15,8.25,8.15,8.2,638,7.375879
2009-03-17,8.1,8.95,8.1,8.85,205,7.960553
2009-03-18,8,9.7,8,9,4606,8.095478
2009-03-19,8.85,9.3,8.8,9.3,605,8.365327
2009-03-20,9,9.8,9,9.75,2423,8.770101
2009-03-23,9,10.2,9,9.25,1478,8.320352
2009-03-24,9,9.5,9,9.1,179,8.185428
2009-03-25,9,9.85,8.7,9.75,1572,8.770101
2009-03-26,9,9.9,8.85,9,37472,8.095478
2009-03-27,9.5,9.75,8.1,8.4,9920,7.555779
2009-03-30,9.25,9.25,7.7,8.9,1842,8.005527
2009-03-31,9.5,9.8,8.1,9.2,8959,8.275377
2009-04-01,8.55,10.1,8.55,9.25,1247,8.320352
2009-04-02,9.25,10.2,9,10.2,7891,9.174874
2009-04-06,10.3,11,10,10.5,542,9.444724
2009-04-08,10,11,10,10.95,706,9.849498
2009-04-09,11.5,11.5,10.75,11.5,1301,10.344221
2009-04-13,10.95,12.1,10.95,12.05,774,10.838945
2009-04-15,12.65,12.65,12.35,12.65,817,11.378643
2009-04-16,13.3,13.3,12.5,12.7,5158,11.423618
2009-04-17,12.2,13.35,12.2,12.5,2571,11.243719
2009-04-20,12.25,13.15,12.2,13.15,550,11.828392
2009-04-21,13.85,13.85,13.85,13.85,1726,12.458041
2009-04-22,14.55,14.55,14.55,14.55,1102,13.087689
2009-04-23,15.3,15.3,15.3,15.3,701,13.762312
2009-04-24,16.049999,16.1,16.049999,16.1,502,14.481911
2009-04-27,16.950001,16.950001,16.950001,16.950001,2674,15.246484
2009-04-28,17.799999,17.799999,17.799999,17.799999,481,16.011055
2009-04-29,18.700001,18.700001,18.700001,18.700001,155,16.820604
2009-05-04,19.65,19.65,19.65,19.65,685,17.675125
2009-05-05,20.65,20.65,20.65,20.65,660,18.574623
2009-05-06,21.700001,21.700001,21.700001,21.700001,250,19.519096
2009-05-07,22.799999,22.799999,22.799999,22.799999,575,20.508543
2009-05-08,23.950001,23.950001,23.950001,23.950001,802,21.542967
2009-05-11,24.6,25.15,22.75,22.75,3827,20.463568
2009-05-12,23.5,23.5,21.700001,21.9,922,19.698996
2009-05-13,21.5,21.5,21.5,21.5,10,19.339197
2009-05-14,20.450001,20.450001,20.450001,20.450001,150,18.394724
2009-05-15,19.450001,19.75,19.450001,19.450001,2739,17.495228
2009-05-19,18.75,20.450001,18.75,20,2867,17.98995
2009-05-20,19.450001,21.5,19.450001,21.5,751,19.339197
2009-05-21,22.6,22.6,21,22.049999,2975,19.83392
2009-05-22,21.35,23.15,21.299999,23.15,720,20.823366
2009-05-25,23.5,24.35,23.5,24.35,543,21.902765
2009-05-26,25,25.1,23.15,23.200001,3257,20.868343
2009-05-27,24.799999,24.799999,23.549999,24.049999,440,21.632914
2009-05-28,24,25,23.700001,23.950001,1146,21.542967
2009-05-29,24.799999,25.15,24.799999,25.15,6672,22.622362
2009-06-01,26.4,26.450001,25.9,26.450001,5661,23.79171
2009-06-02,27.799999,27.799999,26.5,27.700001,3301,24.916082
2009-06-03,29,29.1,27.6,28.4,3367,25.545729
2009-06-04,28,29.35,27.549999,28.299999,4231,25.455778
2009-06-05,29.6,29.799999,27,29.75,1906,26.760052
2009-06-08,31.25,31.25,28.299999,28.299999,8500,25.455778
2009-06-09,28,28.549999,27.1,28.549999,1300,25.680653
2009-06-10,27.1,28.85,27,28,1429,25.18593
2009-06-11,27,27,26.6,26.6,2800,23.926634
2009-06-12,27,27.950001,25.4,25.4,4600,22.847237
2009-06-15,24.35,26.200001,24.35,24.65,2921,22.172613
2009-06-16,25.700001,25.9,24.6,24.6,3000,22.12764
2009-06-17,25,26.85,25,25,2200,22.487438
2009-06-18,24.299999,24.299999,24.299999,24.299999,200,21.857788
2009-06-19,24,24,24,24,150,21.58794
2009-06-22,22.799999,22.85,22.799999,22.799999,100,20.508543
2009-06-23,21.799999,22.950001,21.799999,21.799999,75,19.609045
2009-06-24,24,24.1,22.5,22.5,2400,20.238693
2009-06-25,23.15,23.25,23.1,23.1,100,20.778393
2009-06-26,23,24.450001,23,24.4,2274,21.947739
2009-06-29,25.5,25.5,23.65,23.65,4100,21.273115
2009-06-30,25.35,25.35,23.799999,23.799999,1700,21.408039
2009-07-01,22.700001,25,22.700001,22.700001,200,20.418594
2009-07-02,23.75,23.75,23.75,23.75,400,21.363066
2009-07-03,22.6,23,22.6,22.6,1400,20.328644
2009-07-06,23,23,23,23,50,20.688442
2009-07-07,21.85,21.85,21.85,21.85,75,19.65402
2009-07-08,21.85,21.85,21.85,21.85,0,19.65402
2009-07-09,20.799999,20.799999,20.799999,20.799999,2,18.709547
2009-07-10,19.799999,19.799999,19.799999,19.799999,540,17.810049
2009-07-13,18.85,18.85,18.85,18.85,100,16.955528
2009-07-14,17.950001,19.6,17.950001,17.950001,2800,16.145981
2009-07-15,17.15,18.65,17.15,17.15,1000,15.426382
2009-07-16,17.9,18,17.9,17.9,1500,16.101006
2009-07-17,18.049999,18.799999,17.5,18.5,2329,16.640703
2009-07-20,19,19.25,18.75,19.25,1500,17.315327
2009-07-21,18.35,20.25,18.35,20.25,3900,18.214825
2009-07-22,20,21.15,19.6,20.6,1500,18.52965
2009-07-23,20,21.049999,19.299999,21.049999,1500,18.934422
2009-07-24,20,21.85,19.85,21.85,4600,19.65402
2009-07-27,21.9,22.950001,20.9,22.950001,5000,20.643469
2009-07-28,22,23.75,22,23.35,1900,21.003267
2009-07-29,23.5,23.5,22.35,22.950001,1300,20.643469
2009-07-30,22,23,21.799999,22.75,2800,20.463568
2009-07-31,22,23,21.65,22.5,3000,20.238693
2009-08-03,21.799999,23.549999,21.799999,23.5,5700,21.138191
2009-08-04,23.5,23.75,23,23.75,4800,21.363066
2009-08-05,23,24,23,24,3600,21.58794
2009-08-06,23,25.15,23,25,7800,22.487438
2009-08-07,23.799999,23.9,23.75,23.75,2300,21.363066
2009-08-10,24.950001,24.950001,23,24,3700,21.58794
2009-08-11,23.549999,24.75,22.799999,24.700001,2700,22.217588
2009-08-12,23.549999,24.950001,23.549999,24.049999,1700,21.632914
2009-08-13,23,25.200001,23,25.200001,3500,22.667337
2009-08-14,26,26.5,25.15,26.5,3000,23.836683
2009-08-17,25.200001,26.799999,25.200001,25.9,3213,23.296986
2009-08-19,25,26.5,24.950001,24.950001,6991,22.442463
2009-08-20,24.950001,25,23.700001,24.049999,2531,21.632914
2009-08-21,23,25.25,23,24.049999,4273,21.632914
2009-08-24,24.5,25.25,24.5,25.25,3600,22.712313
2009-08-25,24,26.299999,24,25.700001,2816,23.117086
2009-08-26,25,26.549999,25,25.549999,3861,22.982161
2009-08-27,25.15,26,25.049999,25.65,1895,23.072111
2009-08-28,26.5,26.950001,26.1,26.9,10206,24.196482
2009-08-31,27.5,28.25,26.5,28.25,12700,25.410805
2009-09-01,29.5,29.549999,27.5,27.85,10329,25.051006
2009-09-02,27,27.85,26.5,26.5,5900,23.836683
2009-09-03,25.549999,27.6,25.200001,25.549999,13790,22.982161
2009-09-04,26,26.5,24.700001,25.549999,11053,22.982161
2009-09-07,26.700001,27.950001,26.700001,27.6,14502,24.826132
2009-09-08,29,30.35,26.5,26.65,15003,23.971609
2009-09-09,26.65,28.85,26.1,27.75,5124,24.961056
2009-09-10,28,29,27.549999,27.6,11900,24.826132
2009-09-11,27.700001,27.75,27,27.299999,2200,24.556282
2009-09-14,26.4,28.15,26.4,27.25,2081,24.511307
2009-09-15,27,28.25,27,27.700001,3371,24.916082
2009-09-16,27.25,27.85,26.5,27.200001,7865,24.466333
2009-09-17,26.549999,27.85,26.5,26.549999,4600,23.881659
2009-09-18,26.6,27.75,26.6,27.450001,7723,24.691208
2009-09-22,27.15,27.799999,26.9,27,3956,24.286432
2009-09-23,26.700001,27.5,26.6,27,15100,24.286432
2009-09-24,26,27.200001,25.799999,27.049999,2934,24.331408
2009-09-25,26,27.200001,26,26.65,5430,23.971609
2009-09-29,26.4,27.15,26.35,27,2200,24.286432
2009-09-30,26.65,27.15,26.65,26.799999,2772,24.106533
2009-10-01,26.299999,27.75,26,26.799999,5319,24.106533
2009-10-05,26.15,26.6,25.5,25.700001,3100,23.117086
2009-10-06,25,25.799999,24.5,25.35,4856,22.802261
2009-10-07,26,26.35,25.049999,25.299999,5403,22.757286
2009-10-08,25.049999,26,25.049999,25.299999,1600,22.757286
2009-10-09,26.85,27.85,25.5,25.85,17081,23.25201
2009-10-12,27,27.200001,25.5,26.35,4442,23.701759
2009-10-14,26.1,26.299999,25.200001,25.5,3700,22.937187
2009-10-15,26.5,27.799999,26.049999,27.65,17910,24.871105
2009-10-16,27.950001,27.950001,26.35,27.15,4928,24.421356
2009-10-20,27.200001,28.200001,27.1,27.299999,3873,24.556282
2009-10-21,27.25,28,26.950001,27.950001,11851,25.140957
2009-10-22,28,28,27,27.049999,3967,24.331408
2009-10-23,27,27.5,26,26.549999,2869,23.881659
2009-10-26,26.5,28,26.5,27.049999,8503,24.331408
2009-10-27,27,27.4,25.700001,25.75,5445,23.162062
2009-10-28,26,26.65,25.700001,26.1,3538,23.476885
2009-10-29,26.1,26.950001,25.700001,26.299999,3513,23.656784
2009-10-30,27.299999,28.450001,26.4,26.549999,9674,23.881659
2009-11-03,25.549999,27.4,25.5,25.5,6700,22.937187
2009-11-04,25.6,26.65,25.6,26.25,1977,23.611809
2009-11-05,25.5,27.4,25.5,27.049999,2483,24.331408
2009-11-06,28,28.5,26.15,27,5554,24.286432
2009-11-09,26.25,28.25,26.25,27.35,5431,24.601257
2009-11-10,28,28.5,27.1,27.1,6700,24.376383
2009-11-11,27,28,26,27.25,3881,24.511307
2009-11-12,28,29.25,27.75,28.5,9718,25.635679
2009-11-13,26.35,28.9,26.35,28,5385,25.18593
2009-11-16,28,29.200001,27.75,27.85,4807,25.051006
2009-11-17,27.049999,29.1,27.049999,28.700001,6739,25.815578
2009-11-18,27,28.9,27,28,1711,25.18593
2009-11-19,27.1,28.799999,27.1,27.700001,3292,24.916082
2009-11-20,27,27.85,26.799999,27.049999,7502,24.331408
2009-11-23,27.049999,27.75,27,27.1,4632,24.376383
2009-11-24,26.549999,27.700001,24.200001,26.799999,15988,24.106533
2009-11-25,26.549999,27,26.25,26.299999,9292,23.656784
2009-11-26,26.75,26.950001,26.1,26.200001,1867,23.566835
2009-11-27,24.35,26.200001,24.35,25.799999,3943,23.207035
2009-11-30,26,27,26,26.5,6133,23.836683
2009-12-01,31.799999,31.799999,26.4,26.950001,17347,24.241459
2009-12-02,27.299999,27.549999,26.700001,27.049999,19199,24.331408
2009-12-03,27,32.5,24.4,31.4,88331,28.244221
2009-12-04,32,35.950001,31.65,32.25,133531,29.008795
2009-12-07,33.900002,33.900002,31.1,31.700001,12760,28.514072
2009-12-08,31.049999,32,31,31.200001,6838,28.064323
2009-12-09,31.799999,31.950001,30.15,30.75,6764,27.659548
2009-12-10,30.25,31.5,30.1,30.5,10825,27.434673
2009-12-11,31,31,29.049999,29.35,9458,26.400251
2009-12-14,29.5,29.799999,28.35,29.049999,7114,26.130402
2009-12-15,28.5,29.25,27.9,28.450001,5140,25.590704
2009-12-16,28.15,29,27.6,28.4,3014,25.545729
2009-12-17,27.4,29.4,27.4,28.4,3018,25.545729
2009-12-18,27.450001,29.5,27.450001,28.049999,4628,25.230904
2009-12-21,29,29.5,28.049999,28.450001,4362,25.590704
2009-12-22,28.5,31,28.5,29.65,8779,26.670101
2009-12-23,29.049999,30.4,29.049999,29.700001,6898,26.715076
2009-12-24,28.549999,30.5,28.549999,30.15,3434,27.11985
2009-12-29,30.1,30.950001,29,29.950001,12339,26.939951
2009-12-30,30,31,29.5,29.950001,59959,26.939951
2009-12-31,30,30.9,29.4,29.75,16022,26.760052
2010-01-04,29.75,31,29.75,30.6,24341,27.524624
2010-01-05,31.5,31.799999,30,31.15,19391,28.019346
2010-01-06,32.099998,32.099998,31,31.15,10969,28.019346
2010-01-07,32,33.5,31.25,32.349998,35609,29.098743
2010-01-08,33.099998,34,32.400002,32.5,18459,29.233669
2010-01-11,31,34.200001,31,33.200001,13917,29.863317
2010-01-12,34,34.299999,31.9,32.200001,16332,28.963821
2010-01-13,32.799999,33,31.35,32.700001,9828,29.413568
2010-01-14,33,33.700001,32.5,32.5,8428,29.233669
2010-01-15,38.849998,38.849998,32.400002,32.700001,22295,29.413568
2010-01-18,34,34,32.799999,33.299999,14775,29.953266
2010-01-19,32,34.400002,32,32.900002,13814,29.59347
2010-01-20,33,33,32.099998,32.299999,3601,29.053768
2010-01-21,32.5,33,29.299999,30.049999,21005,27.0299
2010-01-22,29.4,30.4,28.200001,30.15,22080,27.11985
2010-01-25,32.900002,32.900002,29.299999,29.799999,9303,26.805025
2010-01-27,33,33,33,33,0,29.683418
2010-01-28,26,28.5,26,26.6,17066,23.926634
2010-01-29,26.1,27.799999,26,27.700001,5464,24.916082
2010-02-01,26.299999,28,26.299999,27.700001,12505,24.916082
2010-02-02,31.35,31.35,26.85,27.450001,14341,24.691208
2010-02-03,26.5,27.65,25.6,27.049999,6455,24.331408
2010-02-04,26.049999,27.450001,26.049999,26.299999,7257,23.656784
2010-02-05,24.299999,26,24.299999,25.549999,10120,22.982161
2010-02-08,24.85,25.5,24.5,25.1,20149,22.577389
2010-02-09,25.1,25.700001,25,25.4,26023,22.847237
2010-02-10,25.5,26.6,25.5,26.25,18626,23.611809
2010-02-11,26,26.4,24.299999,25.65,2841,23.072111
2010-02-15,25.6,25.9,25.200001,25.450001,18605,22.892212
2010-02-16,25,25.700001,24.65,25,26054,22.487438
2010-02-17,29.950001,29.950001,25,25.4,20171,22.847237
2010-02-18,28.5,28.5,25.049999,25.4,3276,22.847237
2010-02-19,24.5,28.9,24.4,24.549999,29309,22.082663
2010-02-22,24.4,25.25,24.4,24.85,5920,22.352514
2010-02-23,24,25.299999,24,25.049999,2493,22.532412
2010-02-24,24,25.4,23.799999,24.049999,2284,21.632914
2010-02-25,23.549999,25.25,23.549999,25,7750,22.487438
2010-02-26,23.6,25.200001,23.6,25,3667,22.487438
2010-03-02,26.6,26.6,23.85,25.1,6048,22.577389
2010-03-03,24.6,25.25,24.299999,25.25,6165,22.712313
2010-03-04,24.5,26,24.5,24.85,2146,22.352514
2010-03-05,26,26.75,25.4,25.799999,6263,23.207035
2010-03-08,25.450001,27,25.200001,26.15,16028,23.52186
2010-03-09,25.4,26.25,25.25,25.549999,2200,22.982161
2010-03-10,25.15,26.25,25.15,25.450001,9527,22.892212
2010-03-11,24.6,25.65,24.6,25.25,8190,22.712313
2010-03-12,24.700001,25.6,24.700001,24.85,9540,22.352514
2010-03-15,24.25,27,24.25,25.049999,12532,22.532412
2010-03-16,25,26.5,24.65,24.85,6419,22.352514
2010-03-17,24.549999,25.9,24.549999,24.700001,6376,22.217588
2010-03-18,25.5,25.5,24,25.1,7714,22.577389
2010-03-19,25,25.450001,24.799999,25.4,10159,22.847237
2010-03-22,24.5,25.15,24.5,24.799999,7412,22.307537
2010-03-23,24.75,26.700001,24.5,24.700001,17634,22.217588
2010-03-25,26.1,29.4,26,28.15,143812,25.320854
2010-03-26,28.200001,29.799999,26.200001,26.85,102667,24.151508
2010-03-29,27.35,27.35,25.549999,25.75,6763,23.162062
2010-03-30,25.15,26.5,25.15,25.75,12490,23.162062
2010-03-31,25.4,25.9,24.9,25.25,4883,22.712313
2010-04-01,24.5,30,24.5,28.950001,45735,26.040453
2010-04-05,28.6,29.5,28.15,28.9,5936,25.995478
2010-04-06,28,28.950001,27,28.1,5323,25.275881
2010-04-07,26.450001,29,26.450001,27.950001,6524,25.140957
2010-04-08,28.5,28.5,26.65,28.049999,4613,25.230904
2010-04-09,27.049999,33.700001,27,33.700001,672665,30.313066
2010-04-12,35.900002,38.799999,34.049999,36.650002,809575,32.966583
2010-04-13,36.5,36.650002,33.799999,34.25,100802,30.807789
2010-04-15,36,36,32.599998,33.099998,56848,29.773367
2010-04-16,34,34,31.15,31.65,32005,28.469095
2010-04-19,30,32.849998,29.1,30.5,30520,27.434673
2010-04-20,31.9,32,29.299999,30.049999,51687,27.0299
2010-04-21,30.25,35.349998,29.5,33.700001,182265,30.313066
2010-04-22,33.599998,33.599998,31,31.75,44686,28.559046
2010-04-23,32.450001,35,31.299999,32.099998,76254,28.873869
2010-04-26,32.299999,34.400002,31.799999,32.599998,72051,29.323618
2010-04-27,32.049999,34.900002,32.049999,32.599998,109973,29.323618
2010-04-28,31,32.400002,30.75,31.200001,40233,28.064323
2010-04-29,34,35.900002,31,31.6,22842,28.424122
2010-04-30,32.75,32.75,31.299999,31.5,16749,28.334171
2010-05-03,31.200001,32.299999,30.799999,31,18141,27.884422
2010-05-04,31.6,31.6,29.75,30,20626,26.984924
2010-05-05,29.299999,30.4,27.5,29.6,19682,26.625126
2010-05-06,30.450001,30.450001,28.75,28.950001,11343,26.040453
2010-05-07,28,29,27.25,27.549999,15771,24.781157
2010-05-10,30.950001,30.950001,28.5,29.4,19739,26.445227
2010-05-11,30.950001,30.950001,28.25,29,7473,26.085428
2010-05-12,28.65,29.5,28.450001,29.35,7971,26.400251
2010-05-13,30,30,28.5,28.799999,5209,25.905527
2010-05-14,28.85,29.35,27.25,28.1,24412,25.275881
2010-05-17,26.65,27.799999,26.65,27.700001,3849,24.916082
2010-05-18,29.75,29.75,27.1,27.25,9342,24.511307
2010-05-19,26,27.25,25.6,26.1,9025,23.476885
2010-05-20,27.9,27.9,26,26.35,14290,23.701759
2010-05-21,26,26.25,25.1,25.799999,6404,23.207035
2010-05-24,27.950001,27.950001,25.200001,25.549999,7307,22.982161
2010-05-25,26.85,26.85,24.1,24.4,5808,21.947739
2010-05-26,24.35,25.299999,23,23.299999,31403,20.958292
2010-05-27,24.549999,25,22.6,24.65,19920,22.172613
2010-05-28,22.75,25,22.75,24.799999,12691,22.307537
2010-05-31,24.799999,25.450001,24.200001,25,7589,22.487438
2010-06-01,24.299999,25.25,24.049999,24.15,9161,21.722864
2010-06-02,24.5,24.75,23.799999,24.15,7240,21.722864
2010-06-03,28.950001,28.950001,24,25,15987,22.487438
2010-06-04,25.1,25.450001,24.799999,25.299999,6864,22.757286
2010-06-07,22.5,24.4,20.299999,24.200001,7837,21.767841
2010-06-08,23.950001,24.75,23.200001,23.700001,10717,21.318092
2010-06-09,23.549999,24.65,23.549999,24.15,6023,21.722864
2010-06-10,28,28,23.75,24,5858,21.58794
2010-06-11,24.5,24.9,24,24.299999,14566,21.857788
2010-06-14,25.200001,25.200001,23.65,23.799999,7021,21.408039
2010-06-15,23.700001,24.35,23.700001,24,13543,21.58794
2010-06-16,24,26.35,24,24.1,8175,21.677891
2010-06-17,24.200001,25,24.15,24.700001,12482,22.217588
2010-06-18,24.6,25.299999,24.15,24.549999,15646,22.082663
2010-06-21,22.6,25.450001,22.6,24.450001,9404,21.992714
2010-06-22,25.049999,25.049999,23.85,24,6532,21.58794
2010-06-23,24.4,27.799999,24.15,25.950001,30983,23.341961
2010-06-24,25.75,26.35,25.25,25.549999,9504,22.982161
2010-06-25,24.9,25.4,24.9,25.1,1937,22.577389
2010-06-28,24.5,26.5,24.5,26.25,15103,23.611809
2010-06-29,26.5,27.5,25.1,25.4,15258,22.847237
2010-06-30,25.5,25.75,25.1,25.25,5255,22.712313
2010-07-01,25.200001,25.5,24.799999,25.35,9732,22.802261
2010-07-02,25,25.25,24.85,24.950001,5002,22.442463
2010-07-05,24.049999,24.950001,24.049999,24.450001,2326,21.992714
2010-07-06,24.9,25.6,24.6,25.450001,8858,22.892212
2010-07-07,24.65,25.5,24.65,25,3409,22.487438
2010-07-08,25.1,25.65,25.1,25.25,4495,22.712313
2010-07-09,25.450001,25.75,25.450001,25.5,4316,22.937187
2010-07-12,25.5,25.9,25.200001,25.4,4550,22.847237
2010-07-13,25.799999,25.799999,25.15,25.35,1337,22.802261
2010-07-14,26,26,25.25,25.6,7217,23.027136
2010-07-15,24.65,25.950001,24.6,25.450001,3119,22.892212
2010-07-16,25.5,26.75,25.450001,26.5,21664,23.836683
2010-07-19,26.6,28,26.15,27.25,43893,24.511307
2010-07-20,26.15,27.25,26.15,26.700001,5319,24.016584
2010-07-21,27.799999,27.799999,25.85,26,2243,23.386936
2010-07-22,28.200001,28.200001,25.65,26.25,11861,23.611809
2010-07-23,25.75,26.700001,25.75,26.35,10830,23.701759
2010-07-26,27.450001,27.5,25.299999,25.5,5419,22.937187
2010-07-27,24.65,26.1,24.65,26,8503,23.386936
2010-07-28,26.049999,26.25,25.450001,25.700001,8281,23.117086
2010-07-29,26.5,26.5,25.25,26.049999,8487,23.43191
2010-07-30,25.65,25.950001,25,25.5,9524,22.937187
2010-08-02,26,26.049999,25.700001,25.799999,11105,23.207035
2010-08-03,27,27,25.9,25.950001,5293,23.341961
2010-08-04,25.75,26.5,25.700001,25.700001,2957,23.117086
2010-08-05,26,26.5,25.549999,25.75,17726,23.162062
2010-08-06,26,26.5,25.700001,25.75,9799,23.162062
2010-08-09,25.5,26.200001,25.5,25.9,12830,23.296986
2010-08-10,25.6,25.9,25.5,25.6,11669,23.027136
2010-08-11,25.549999,26.4,25.5,25.9,13214,23.296986
2010-08-12,25.75,25.950001,25.5,25.6,4575,23.027136
2010-08-13,25.950001,26.200001,25.35,25.549999,6103,22.982161
2010-08-16,25.950001,25.950001,24.700001,24.9,2747,22.397488
2010-08-17,25,26.200001,25,25.200001,6357,22.667337
2010-08-18,25.5,25.75,24.9,25.1,22707,22.577389
2010-08-19,24.9,25.049999,24.700001,24.799999,11394,22.307537
2010-08-20,24.5,25.25,24.5,24.6,13339,22.12764
2010-08-23,25,25.25,24.450001,25.25,5485,22.712313
2010-08-24,24.549999,25,24.25,24.299999,6958,21.857788
2010-08-25,24.950001,24.950001,24.200001,24.700001,2611,22.217588
2010-08-26,24.549999,24.6,23.950001,24.049999,4265,21.632914
2010-08-27,24,24.950001,23.549999,23.6,4819,21.228142
2010-08-30,23.25,23.950001,23,23.6,3933,21.228142
2010-08-31,23,23.25,22.299999,22.65,3955,20.373619
2010-09-01,22.65,23.5,22.6,23.25,9692,20.913317
2010-09-02,23.450001,24.1,23.299999,23.4,4788,21.048241
2010-09-03,24.5,24.5,23.200001,23.6,3433,21.228142
2010-09-06,23.799999,24.35,23.299999,23.4,4812,21.048241
2010-09-07,23.25,23.85,23.15,23.25,7852,20.913317
2010-09-08,23.9,24,23.25,23.4,37926,21.048241
2010-09-09,24.65,24.700001,23.299999,23.450001,17289,21.093218
2010-09-13,23.5,24.299999,23.5,24,22031,21.58794
2010-09-14,24.299999,24.35,23.6,24,13209,21.58794
2010-09-15,24,24.700001,24,24.1,25868,21.677891
2010-09-16,23.6,24.35,23.6,23.950001,4186,21.542967
2010-09-17,23.6,24.9,23.6,24.25,4287,21.812815
2010-09-20,24.5,25.299999,24.35,25,12765,22.487438
2010-09-21,25.299999,25.950001,24.6,24.65,26170,22.172613
2010-09-22,24.700001,25.200001,24,24.799999,6996,22.307537
2010-09-23,24.15,25.25,24.15,25.1,5393,22.577389
2010-09-24,25.15,25.6,24.549999,24.799999,13937,22.307537
2010-09-27,25,26.35,25,25.9,34507,23.296986
2010-09-28,25.5,30.4,25.5,29.1,149354,26.175379
2010-09-29,29,29.450001,27.1,27.299999,29691,24.556282
2010-09-30,28.75,28.75,26.549999,27,13367,24.286432
2010-10-01,27,27.9,27,27.5,8366,24.736181
2010-10-04,27.700001,28.35,26.549999,27.049999,11961,24.331408
2010-10-05,28.35,28.35,26.5,26.65,18760,23.971609
2010-10-06,26.75,27,26.299999,26.75,21042,24.061558
2010-10-07,26.6,27.25,26.6,26.799999,14331,24.106533
2010-10-08,26.200001,26.85,26.200001,26.5,27297,23.836683
2010-10-11,26.5,27.35,25.200001,26.9,6070,24.196482
2010-10-12,26.799999,27,26.35,26.549999,3960,23.881659
2010-10-13,26,28.4,26,27.549999,15264,24.781157
2010-10-14,28.549999,28.549999,26.5,26.6,8685,23.926634
2010-10-15,27,27.65,26.6,26.85,5478,24.151508
2010-10-18,26.5,27,26.5,26.75,5572,24.061558
2010-10-19,28,28,26.65,27,6387,24.286432
2010-10-20,26.299999,27.4,26.049999,26.4,2099,23.746735
2010-10-21,27.5,27.5,26.299999,26.6,6307,23.926634
2010-10-22,26.6,27,26,26.049999,5086,23.43191
2010-10-25,26.200001,27.200001,25.6,26.9,3739,24.196482
2010-10-26,27.35,27.35,26.25,26.299999,4053,23.656784
2010-10-27,26.1,26.700001,26.1,26.200001,2512,23.566835
2010-10-28,26.049999,26.75,26.049999,26.15,2365,23.52186
2010-10-29,25.799999,26.299999,25.25,25.5,10338,22.937187
2010-11-01,25.75,26.75,25.75,26.25,3886,23.611809
2010-11-02,25.4,26.450001,25.4,25.85,2961,23.25201
2010-11-03,26,26.75,25.25,25.85,2864,23.25201
2010-11-04,26,27,25.549999,26.25,6369,23.611809
2010-11-08,26.5,27.700001,25.1,26.9,22772,24.196482
2010-11-09,27,28,27,27.450001,12306,24.691208
2010-11-10,27.5,28.9,27.200001,28.35,32739,25.500755
2010-11-11,28.5,28.6,27.549999,27.75,13574,24.961056
2010-11-12,28.75,29.4,27.5,27.9,50013,25.09598
2010-11-15,25.799999,29,25.799999,28.200001,39092,25.365831
2010-11-16,30.700001,30.700001,27.200001,27.299999,20847,24.556282
2010-11-18,27.5,29,26,26.4,16092,23.746735
2010-11-19,26.049999,27.85,26.049999,26.450001,8833,23.79171
2010-11-22,26.4,27.4,26,26.450001,5729,23.79171
2010-11-23,25.5,26.950001,25.5,26.1,2242,23.476885
2010-11-24,25.5,26.4,25.049999,25.799999,5473,23.207035
2010-11-25,25.25,27,25.049999,25.299999,3554,22.757286
2010-11-26,24,24.1,22.700001,23.6,8794,21.228142
2010-11-29,24,24.9,23,23.35,2909,21.003267
2010-11-30,23.5,24.799999,23.5,23.700001,5032,21.318092
2010-12-01,24.35,25.9,24.299999,25.549999,7572,22.982161
2010-12-02,26,26.799999,25.6,26,14740,23.386936
2010-12-03,26.049999,26.049999,25.4,25.450001,8731,22.892212
2010-12-06,25.049999,25.35,25.049999,25.1,1279,22.577389
2010-12-07,25.049999,25.049999,24.049999,24.049999,128,21.632914
2010-12-08,24.5,24.799999,23.549999,23.6,15296,21.228142
2010-12-09,24.049999,24.049999,21,22.450001,7004,20.19372
2010-12-10,21.1,23.5,21.1,22.65,7268,20.373619
2010-12-13,20.6,23.75,20.6,22.299999,2747,20.058794
2010-12-14,22.25,25.6,22.25,22.450001,11550,20.19372
2010-12-15,22.299999,22.9,22.200001,22.299999,1033,20.058794
2010-12-16,22.5,24.450001,22.200001,22.25,4267,20.013819
2010-12-20,22.450001,23,22.25,22.25,2107,20.013819
2010-12-21,22.35,23.35,22.35,22.5,1564,20.238693
2010-12-22,22.65,23.5,22.549999,23.299999,5278,20.958292
2010-12-23,23.200001,23.25,22.5,22.549999,4670,20.283669
2010-12-24,24.85,24.85,22.5,22.65,4402,20.373619
2010-12-27,22.65,23.65,22.65,22.950001,8809,20.643469
2010-12-28,22.75,24.200001,22.75,22.85,438,20.553518
2010-12-29,22.65,23.950001,22.65,23,2291,20.688442
2010-12-30,22.85,23.25,22.85,23.25,2530,20.913317
2010-12-31,25,25,23.25,23.25,3971,20.913317
2011-01-03,25,25,24,24.549999,10086,22.082663
2011-01-04,25,25.049999,24.25,24.25,12979,21.812815
2011-01-05,24.5,24.700001,23.85,23.85,2308,21.453016
2011-01-06,23.85,24.299999,23.049999,23.65,391,21.273115
2011-01-07,22.799999,23.85,22.700001,22.799999,1190,20.508543
2011-01-10,21,24.75,21,23,2123,20.688442
