"Date","ITC.NS.Open","ITC.NS.High","ITC.NS.Low","ITC.NS.Close","ITC.NS.Volume","ITC.NS.Adjusted"
2007-10-30,85.747,85.864,83.518,59.849998,10879932,42.519093
2007-10-31,84.456,85.371,83.049,59.633301,16811223,42.365147
2007-11-01,83.612,84.785,80.093,57.233299,16655658,40.660122
2007-11-02,80.233,83.166,78.826,58.366699,17220549,41.465321
2007-11-05,81.641,82.157,79.835,57.0667,18235146,40.541763
2007-11-06,81.641,82.063,79.928,57.916698,13763019,41.14563
2007-11-07,81.641,82.532,79.67,56.900002,11206806,40.42334
2007-11-08,80.233,80.468,77.418,56.733299,5175576,40.304909
2007-11-12,78.357,84.644,77.442,59.599998,17913072,42.341492
2007-11-13,83.424,84.573,79.905,59.3167,16966455,42.140224
2007-11-14,85.535,86.497,84.222,60.900002,14530386,43.265049
2007-11-15,84.55,89.57,84.55,63.150002,29929056,44.863506
2007-11-16,89.148,97.594,87.741,68.366699,50047275,48.569592
2007-11-19,98.391,99.189,92.034,66.266701,36432156,47.077702
2007-11-20,91.963,95.952,91.33,65.550003,21949533,46.568539
2007-11-21,92.667,94.544,85.535,61.799999,22161723,43.90443
2007-11-22,86.99,88.163,84.527,61.700001,15101937,43.833385
2007-11-23,89.054,89.054,85.09,61.549999,11257443,43.726826
2007-11-26,87.271,89.993,87.084,62.5667,10554072,44.449108
2007-11-27,88.069,88.679,86.521,61.983299,7860375,44.034657
2007-11-28,88.304,90.79,86.873,62.366699,13549257,44.30703
2007-11-29,88.679,90.18,85.981,61.916698,25103655,43.987339
2007-11-30,87.647,89.148,87.013,62.783298,11908269,44.602997
2007-12-03,89.57,90.744,88.304,63.883301,7361967,45.384464
2007-12-04,90.274,90.931,89.383,64.083298,7144158,45.52655
2007-12-05,90.556,91.025,88.28,64.233299,13149420,45.633114
2007-12-06,90.415,92.409,89.735,64.366699,9547956,45.727894
2007-12-07,90.603,91.353,86.661,62.716702,15352212,44.555676
2007-12-10,89.711,90.04,86.966,62.233299,7486173,44.212261
2007-12-11,92.808,92.808,86.849,62.5,8611248,44.40173
2007-12-12,87.506,89.406,86.521,63.200001,22703952,44.899033
2007-12-13,89.617,95.013,89.617,65.449997,27276984,46.497486
2007-12-14,93.136,95.67,91.635,66.900002,29973714,47.527611
2007-12-17,94.263,97.125,89.266,64.5,22486215,45.822586
2007-12-18,93.84,98.532,90.11,65.849998,12371538,46.781666
2007-12-19,94.333,95.952,90.79,66.566704,14583030,47.290833
2007-12-20,93.84,94.732,91.752,65.5,10835769,46.533016
2007-12-24,95.623,95.623,90.673,66.016701,16991976,46.900089
2007-12-26,93.418,94.239,92.597,66.616699,10546650,47.326347
2007-12-27,93.887,96.655,93.864,67.849998,39823047,48.202511
2007-12-28,93.84,97.242,93.465,68.849998,22271283,48.912949
2007-12-31,96.913,99.424,96.913,69.816704,14845080,49.59972
2008-01-01,99.471,103.623,98.579,72.533302,34574097,51.529659
2008-01-02,103.177,106.696,100.55,73.699997,54451458,52.358521
2008-01-03,103.224,103.693,99.494,71.483299,43376439,50.783714
2008-01-04,100.878,103.318,100.01,73.116699,35674392,51.94413
2008-01-07,99.33,110.262,99.33,77.099998,50391894,54.773968
2008-01-08,109.699,112.327,105.148,77,51046317,54.702927
2008-01-09,107.682,110.004,106.086,76.016701,28704918,54.004372
2008-01-10,107.447,107.916,102.356,73.266701,18643011,52.050694
2008-01-11,103.224,105.711,100.597,73.483299,16105608,52.204575
2008-01-14,104.585,106.039,102.403,74.833298,14814018,53.163639
2008-01-15,105.617,106.462,100.761,72.116699,10063080,51.233704
2008-01-16,100.878,101.535,94.38,69.650002,26526015,49.481289
2008-01-17,97.594,104.139,97.594,72.583298,17055318,51.565186
2008-01-18,102.168,103.224,97.594,70.883301,26528709,50.357456
2008-01-21,99.94,100.409,89.148,67.283302,36215553,47.799915
2008-01-22,89.101,93.84,79.295,60.966702,39568419,43.312439
2008-01-23,88.679,93.84,83.987,64.949997,36521202,46.142277
2008-01-24,92.433,94.779,84.55,62.5,18912393,44.40173
2008-01-25,91.025,94.309,89.289,66.150002,16303758,46.994797
2008-01-28,89.148,93.84,89.148,65.416702,16525326,46.473835
2008-01-29,93.23,96.585,92.902,67.066704,15252156,47.646046
2008-01-30,98.298,98.298,88.726,66.449997,15579168,47.20792
2008-01-31,94.309,94.309,89.852,65.183296,28441632,46.308018
2008-02-01,90.204,97.312,90.204,68.383301,11183304,48.581394
2008-02-04,97.594,99.424,94.614,68.266701,11466729,48.498554
2008-02-05,97.125,97.594,94.474,68.650002,10737594,48.770863
2008-02-06,94.309,95.248,92.151,66.666702,10057806,47.361866
2008-02-07,93.84,94.427,89.266,64.033302,14804169,45.491032
2008-02-08,90.556,93.723,89.688,66,17582610,46.888233
2008-02-11,92.902,93.746,83.987,61.799999,15521421,43.90443
2008-02-12,86.755,88.069,85.442,61.849998,9486399,43.939945
2008-02-13,88.444,92.785,87.741,65.416702,16423575,46.473835
2008-02-14,93.887,95.717,92.01,66.416702,12600858,47.184273
2008-02-15,91.447,95.693,91.447,67.616699,21821409,48.03677
2008-02-18,95.295,99.212,93.301,69.933296,22277769,49.682549
2008-02-19,97.125,99.94,94.896,68.466698,16149078,48.640636
2008-02-20,96.374,96.421,93.394,67.316704,9931170,47.823647
2008-02-21,95.74,96.186,93.136,67.116699,8831406,47.681561
2008-02-22,93.371,94.732,93.371,66.716698,4636674,47.397396
2008-02-25,94.732,96.139,93.911,67.283302,8280402,47.799915
2008-02-26,94.779,95.576,94.028,67.150002,8260302,47.705215
2008-02-27,95.248,95.623,92.667,67.449997,17157789,47.918339
2008-02-28,92.902,95.576,92.902,67.416702,18721920,47.894688
2008-02-29,94.779,97.125,93.746,67.583298,31356522,48.01305
2008-03-03,93.043,93.043,88.843,64.183296,70662372,45.597588
2008-03-04,90.556,91.213,85.441,61.633301,40543026,43.785999
2008-03-05,86.286,91.893,85.395,64.849998,26075793,46.071232
2008-03-07,90.603,91.494,87.741,63.583302,28897584,45.171341
2008-03-10,87.741,91.377,87.412,63.666698,16998834,45.230587
2008-03-11,87.506,91.494,87.506,64.083298,26200665,45.52655
2008-03-12,91.072,92.902,89.031,63.5,14496471,45.11216
2008-03-13,88.21,89.148,85.277,61.866699,15532452,43.951813
2008-03-14,88.515,90.556,87.271,63.900002,18623493,45.396324
2008-03-17,88.702,89.805,85.747,61.916698,20803905,43.987339
2008-03-18,87.647,89.148,84.62,61.016701,15501837,43.347954
2008-03-19,88.21,89.007,86.544,62.4333,16404795,44.354343
2008-03-24,92.268,92.268,86.826,63.716702,13534638,45.266109
2008-03-25,93.84,96.186,89.148,63.849998,20573886,45.360806
2008-03-26,89.641,92.198,89.195,65.099998,14841459,46.248844
2008-03-27,91.87,94.779,90.556,66.699997,18201171,47.385525
2008-03-28,93.84,97.594,93.84,68.833298,14783328,48.901077
2008-03-31,97.125,98.908,95.271,68.75,12664245,48.841908
2008-04-01,97.594,99.823,96.538,70.199997,11235306,49.872021
2008-04-02,99.94,101.723,95.717,69.333298,12771816,49.25629
2008-04-03,97.641,98.767,96.773,69.349998,12432711,49.268158
2008-04-04,96.257,97.523,93.465,66.866699,15935361,47.503956
2008-04-07,96.092,100.62,94.122,70.116699,23317473,49.812847
2008-04-08,99.001,99.001,96.773,69.516701,20184348,49.386589
2008-04-09,96.655,97.782,95.529,69.133301,7114320,49.114212
2008-04-10,96.796,98.415,96.022,68.883301,12800223,48.936604
2008-04-11,97.125,97.758,95.295,68.016701,11505324,48.320946
2008-04-15,95.482,98.298,94.802,69.300003,15745374,49.232643
2008-04-16,98.485,98.861,97.218,70,11508897,49.729939
2008-04-17,99.048,99.893,96.233,70.483299,9262752,50.073288
2008-04-21,99.611,100.878,97.336,69.400002,7555704,49.30368
2008-04-22,97.5,100.878,96.679,71.099998,9456741,50.51141
2008-04-23,100.409,101.347,99.166,70.633301,8633928,50.179852
2008-04-24,99.048,100.855,97.946,69.983299,14383548,49.718075
2008-04-25,100.362,100.362,98.157,70.966698,7504971,50.416706
2008-04-28,100.409,101.347,98.649,70.533302,9643743,50.108807
2008-04-29,99.916,100.878,98.908,70.766701,10566339,50.27462
2008-04-30,98.767,103.6,98.767,73.300003,22720698,52.074348
2008-05-02,104.209,105.429,102.544,73.650002,9766512,52.323002
2008-05-05,103.177,104.82,102.286,73.583298,8043285,52.27562
2008-05-06,102.755,106.344,102.755,74.949997,16645737,53.246552
2008-05-07,105.852,107.776,104.89,75.550003,14980725,53.672806
2008-05-08,106.274,106.274,100.174,71.666702,18992844,50.914009
2008-05-09,100.878,103.224,100.081,72.849998,17499633,51.754654
2008-05-12,101.934,105.57,100.784,74.599998,10825146,52.997898
2008-05-13,105.57,107.447,103.412,75.116699,12039519,53.364986
2008-05-14,104.632,107.095,104.397,75.433296,10557699,53.589905
2008-05-15,106.556,106.978,105.148,75.400002,10011630,53.56625
2008-05-16,106.133,106.978,104.632,75.699997,7337115,53.779373
2008-05-20,106.039,106.837,104.866,75.25,8098233,53.459686
2008-05-21,105.101,109.042,104.913,76.066704,14031900,54.03989
2008-05-22,106.509,108.385,103.224,74.466698,18201792,52.903198
2008-05-23,104.82,105.992,99.072,71.199997,17608056,50.582451
2008-05-26,99.4,99.4,94.567,68.5,27450549,48.664299
2008-05-27,96.89,101.113,96.655,69.699997,30032439,49.516808
2008-05-28,99.048,104.749,99.048,73.983299,29798016,52.559784
2008-05-29,104.139,105.078,100.057,71.983299,15796008,51.138924
2008-05-30,101.817,103.412,100.925,72.583298,12258312,51.565186
2008-06-02,102.849,105.101,101.605,73.316704,18582240,52.086216
2008-06-03,102.286,103.646,100.479,73.300003,13528701,52.074348
2008-06-04,105.148,105.148,99.94,71.933296,8853120,51.103405
2008-06-05,102.333,104.984,99.94,74.166702,11350017,52.690083
2008-06-06,105.101,105.57,99.166,71.150002,13452264,50.546936
2008-06-09,98.251,100.127,96.186,69.116699,12872745,49.102413
2008-06-10,97.594,97.594,92.972,67.183296,23134971,47.72887
2008-06-11,94.779,95.435,91.4,66.5,36574662,47.243439
2008-06-12,92.034,95.06,91.588,66.650002,19019673,47.350006
2008-06-13,93.84,94.497,91.33,66.050003,13570539,46.923752
2008-06-16,93.793,94.826,92.667,67.166702,14265405,47.717087
2008-06-17,94.779,96.139,94.309,67.75,5600301,48.131474
2008-06-18,96.186,97.242,95.013,68.650002,11203188,48.770863
2008-06-19,95.248,96.843,94.333,68.599998,9119670,48.735336
2008-06-20,96.608,96.608,91.26,66.133301,13362174,46.982937
2008-06-23,92.433,95.834,90.579,65.133301,17291769,46.272503
2008-06-24,93.746,93.746,87.741,63.833302,26075169,45.348946
2008-06-25,89.617,89.617,85.676,62.150002,18386124,44.153084
2008-06-26,89.148,90.556,87.318,63.916698,20410491,45.408195
2008-06-27,89.101,89.101,85.676,61.233299,13346793,43.501831
2008-06-30,86.216,89.5,84.925,62.599998,11826204,44.472771
2008-07-01,87.553,89.148,83.565,61,8756982,43.336094
2008-07-02,85.864,87.248,82.814,59.966702,24335436,42.602009
2008-07-03,83.893,84.902,78.873,56.4333,17580552,40.091774
2008-07-04,80.233,83.471,78.591,57.0667,17025441,40.541763
2008-07-07,81.172,84.409,81.172,59.283298,9997689,42.116493
2008-07-08,82.087,82.697,79.107,57.266701,13425378,40.683846
2008-07-09,81.406,87.436,81.336,61.283298,14107413,43.53735
2008-07-10,85.77,86.263,83.518,59.716702,8403504,42.424397
2008-07-11,84.409,85.395,80.867,58.1833,6636198,41.335026
2008-07-14,82.345,83.94,78.521,56.200001,15913083,39.926037
2008-07-15,78.685,78.685,74.603,53.483299,16775193,37.996017
2008-07-16,70.094,73.843,68.69,54.116699,24412524,41.138119
2008-07-17,72.79,74.5,71.299,55.75,15215289,42.379715
2008-07-18,73.711,78.447,72.374,58.75,15001833,44.660236
2008-07-21,77.285,81.319,75.86,59.733299,18747195,45.407715
2008-07-22,78.557,83.424,77.767,63.283298,24718656,48.106335
2008-07-23,85.222,87.568,82.415,63.866699,31888617,48.549816
2008-07-24,84.016,86.296,82.262,63.5,11023464,48.271061
2008-07-25,83.27,84.191,81.407,63.049999,10660374,47.928989
2008-07-28,82.898,84.849,82.437,63.549999,11035350,48.309071
2008-07-29,82.876,83.709,80.793,63.200001,10239810,48.043015
2008-07-30,82.437,84.103,81.122,62.766701,11821299,47.713627
2008-07-31,83.753,84.147,77.614,62.266701,58790961,47.333546
2008-08-01,82.021,82.459,80.047,62.366699,18120660,47.409557
2008-08-04,82.043,83.27,81.56,62.599998,6972732,47.586903
2008-08-05,82.876,83.884,81.977,63.383301,14585031,48.182358
2008-08-06,84.191,85.879,82.613,63.299999,25795026,48.11903
2008-08-07,83.314,85.375,82.437,63.983299,26172123,48.638454
2008-08-08,83.753,84.586,83.007,63.366699,14261619,48.169731
2008-08-11,84.191,85.507,83.621,64.599998,4682142,49.107258
2008-08-12,85.178,86.932,84.739,65.233299,12156276,49.588676
2008-08-13,85.068,86.756,85.068,64.983299,6698997,49.398636
2008-08-14,84.849,85.594,83.205,63.716702,3974766,48.435799
2008-08-18,83.819,85.112,79.631,62.483299,13415010,47.498192
2008-08-19,81.122,81.999,79.828,61.166698,8661897,46.497349
2008-08-20,81.078,81.845,79.894,61,14829249,46.370628
2008-08-21,80.333,80.859,79.105,60.75,6479574,46.180584
2008-08-22,80.223,80.683,78.842,60.733299,3804648,46.167892
2008-08-25,81.56,81.999,79.806,61.3167,2079765,46.611378
2008-08-26,80.245,81.253,79.938,61.633301,7663644,46.852051
2008-08-27,81.122,81.516,80.267,61.3167,5337621,46.611378
2008-08-28,80.464,81.078,79.477,61.166698,15058371,46.497349
2008-08-29,81.122,83.292,80.727,62.900002,9076128,47.814964
2008-09-01,82.437,84.608,81.012,63.983299,7198800,48.638454
2008-09-02,84.63,86.384,83.928,64.800003,11465553,49.259293
2008-09-04,84.959,85.66,82.591,63.049999,7034751,47.928989
2008-09-05,79.916,83.84,79.916,63.299999,4852776,48.11903
2008-09-08,83.753,92.084,82.92,65.5,18283569,49.791412
2008-09-09,86.011,86.011,84.871,64.866699,7052853,49.30999
2008-09-10,85.068,85.945,84.564,65.016701,7209759,49.424019
2008-09-11,85.068,85.068,82.876,63.883301,7814043,48.562439
2008-09-12,85.068,85.682,82.898,63.799999,14605353,48.499115
2008-09-15,82.876,83.731,79.85,63.383301,13361568,48.182358
2008-09-16,81.516,85.682,80.245,64.800003,13357893,49.259293
2008-09-17,81.582,85.441,80.508,61.583302,13218786,46.814041
2008-09-18,81.078,82.393,77.614,61.883301,24995433,47.042095
2008-09-19,82.481,84.411,81.626,63.6833,25313442,48.410404
2008-09-22,84.411,87.655,83.555,65,31743126,49.411327
2008-09-23,84.849,85.244,83.972,64.583298,8545638,49.094566
2008-09-24,85.068,85.594,84.279,64.333298,12237108,48.904518
2008-09-25,84.235,86.888,81.801,62.6833,26472897,47.65023
2008-09-26,82.437,85.156,80.552,64.116699,14036250,48.739868
2008-09-29,84.169,85.507,82.043,63.783298,26080776,48.486416
2008-09-30,82.218,84.367,81.122,62.6833,23898918,47.65023
2008-10-01,83.314,85.287,82.678,64.133301,23207286,48.752487
2008-10-03,83.27,87.261,82.898,63.483299,36350220,48.258369
2008-10-06,85.463,85.463,78.096,60,24546624,45.610458
2008-10-07,79.17,80.223,73.821,58.166698,52887066,44.216824
2008-10-08,75.334,76.254,69.896,55.266701,33657864,42.012325
2008-10-10,71.694,76.298,67.309,54.450001,44577687,41.391487
2008-10-13,73.667,75.816,71.957,56.6833,32743200,43.089184
2008-10-14,76.254,76.254,73.053,56.3167,15218145,42.810513
2008-10-15,73.448,73.448,69.502,53.549999,28807503,40.707336
2008-10-16,67.528,72.308,66.717,53.900002,32691798,40.973396
2008-10-17,71.913,73.229,68.888,52.966702,17838882,40.26392
2008-10-20,70.159,74.062,70.159,55.0667,15101673,41.860287
2008-10-21,73.229,74.939,70.751,56.366699,23524554,42.848511
2008-10-22,73.667,78.052,72.79,56.950001,27075129,43.291927
2008-10-23,73.229,77.175,71.913,56.216702,15386634,42.734489
2008-10-24,72.352,75.334,66.213,52.966702,28939890,40.26392
2008-10-27,68.844,69.282,57.903,49.666698,28003458,37.755352
2008-10-29,69.502,70.817,64.218,51.033298,37397097,38.794201
2008-10-31,68.427,74.939,66.213,51.716702,39466815,39.313705
2008-11-03,69.129,70.773,67.66,53.266701,15453474,40.491978
2008-11-04,69.633,75.816,68.405,56.916698,13004487,43.266605
2008-11-05,76.737,77.175,72.834,56.599998,18219354,43.02586
2008-11-06,73.58,76.298,71.826,56.233299,15792087,42.747105
2008-11-07,72.966,77.044,72.966,58.216702,15250899,44.254837
2008-11-10,77.548,77.877,74.544,57.4333,10665570,43.659317
2008-11-11,75.312,77.11,74.983,57.516701,11648856,43.722721
2008-11-12,74.983,75.794,72.571,56.666698,12750099,43.076569
2008-11-14,75.421,77.175,72.461,56.516701,13899615,42.962547
2008-11-17,74.106,76.32,70.554,55.0667,17902830,41.860287
2008-11-18,71.475,73.097,69.721,53.5667,16616292,40.720028
2008-11-19,70.817,74.413,70.466,55.033298,20523582,41.834896
2008-11-20,71.475,73.097,70.313,54.883301,11478009,41.720879
2008-11-21,71.913,75.597,71.212,56.616699,14075502,43.038559
2008-11-24,74.544,75.904,73.47,57.383301,12463668,43.621307
2008-11-25,75.991,76.32,73.053,56.216702,9571056,42.734489
2008-11-26,74.106,76.035,73.908,57.466702,21508020,43.684711
2008-11-27,113.033,113.033,113.033,85.925003,0,65.317978
2008-11-28,70.598,77.482,70.598,57.866699,25085700,43.988773
2008-12-01,75.816,77.614,71.935,55.083302,18578835,41.87291
2008-12-02,72.133,75.158,71.036,56.533298,17448621,42.975155
2008-12-03,74.544,74.983,72.198,56.233299,13846830,42.747105
2008-12-04,74.128,76.737,73.514,58.016701,10820544,44.102806
2008-12-05,76.583,77.175,73.58,56.450001,7584612,42.911839
2008-12-08,75.246,77.351,74.018,56.633301,20151567,43.051174
2008-12-10,74.829,76.649,74.325,56.783298,17058024,43.165207
2008-12-11,75.158,75.421,73.382,57.049999,12485244,43.367943
2008-12-12,74.106,76.298,72.79,57.466702,13758555,43.684711
2008-12-15,76.496,76.737,74.347,57.833302,8420154,43.963387
2008-12-16,75.553,78.162,75.355,58.849998,12434778,44.736259
2008-12-17,78.052,78.666,74.764,57.450001,15566856,43.672012
2008-12-18,75.86,80.113,75.86,60.016701,15236304,45.623158
2008-12-19,78.666,80.881,77.68,59.6833,17991318,45.369709
2008-12-22,78.951,79.741,77.219,59.983299,9194634,45.597759
2008-12-23,78.666,79.127,77.526,59.266701,9852987,45.053017
2008-12-24,77.263,77.614,75.202,57.450001,26512539,43.672012
2008-12-26,78.052,78.447,74.544,56.883301,5358090,43.241222
2008-12-29,74.764,75.838,74.544,57.0667,6506109,43.380634
2008-12-30,75.421,76.079,74.807,57.3167,9540495,43.570679
2008-12-31,75.772,75.86,74.983,57.233299,8340159,43.507278
2009-01-02,75.641,77.131,75.027,58.166698,10622820,44.216824
2009-01-05,76.737,77.482,75.158,57.650002,10460424,43.824047
2009-01-06,76.276,77.263,75.334,58.133301,11799264,44.191441
2009-01-07,75.86,76.737,71.036,56.033298,19139493,42.595074
2009-01-09,73.667,76.737,71.913,56.549999,20600388,42.98785
2009-01-12,74.983,74.983,71.08,55.033298,18035880,41.834896
2009-01-13,72.396,75.619,71.804,56.233299,22202034,42.747105
2009-01-14,75.421,76.079,73.558,56.900002,13952037,43.253918
2009-01-15,73.843,74.457,72.264,56.166698,10387020,42.696476
2009-01-16,74.369,75.728,74.347,57.25,11432970,43.51997
2009-01-19,75.86,76.671,74.325,56.883301,21653166,43.241222
2009-01-20,74.106,75.399,73.229,56.883301,10928589,43.241222
2009-01-21,74.106,76.43,73.689,57.083302,19569234,43.393257
2009-01-22,75.092,75.728,74.369,56.866699,7825281,43.2286
2009-01-23,74.807,75.399,74.172,56.799999,8313111,43.177898
2009-01-27,75.597,76.079,74.413,56.9333,16669485,43.279228
2009-01-28,75.377,77.526,74.983,58.549999,15457968,44.508202
2009-01-29,77.394,77.965,75.575,58.483299,22486893,44.4575
2009-01-30,76.912,79.368,76.518,60.033298,12140052,45.635765
2009-02-02,78.096,78.885,77.614,59.400002,15002796,45.15435
2009-02-03,78.052,80.902,77.986,60.299999,12889215,45.838509
2009-02-04,78.162,80.574,78.162,60.299999,10009911,45.838509
2009-02-05,79.368,80.53,78.754,60.4333,4770360,45.939838
2009-02-06,78.973,80.683,78.973,60.849998,5140110,46.256607
2009-02-09,80.289,80.639,78.798,61.049999,5190000,46.408638
2009-02-10,80.157,80.179,78.381,60.116699,7097898,45.699169
2009-02-11,78.578,79.499,78.206,60.0667,4705182,45.661163
2009-02-12,79.149,79.149,77.767,59.4333,4493082,45.179661
2009-02-13,78.842,79.258,77.373,59.766701,6413256,45.433109
2009-02-16,78.118,79.762,76.583,60.383301,11592480,45.901829
2009-02-17,79.324,79.806,78.644,60.1833,8792940,45.749802
2009-02-18,78.863,80.113,78.535,60.016701,9463425,45.623158
2009-02-19,78.951,79.631,78.6,60.349998,9749142,45.876514
2009-02-20,79.039,79.543,77.833,60.0667,6344076,45.661163
2009-02-24,78.491,79.565,78.206,60.200001,6828105,45.762489
2009-02-25,79.477,80.025,78.052,60.633301,12667275,46.091873
2009-02-26,79.587,83.292,79.083,61.349998,11132643,46.636696
2009-02-27,81.122,81.56,79.17,61.016701,10514505,46.383331
2009-03-02,79.412,79.85,77.921,59.650002,7701315,45.344398
2009-03-03,78.052,78.622,74.807,57.349998,15261960,43.595993
2009-03-04,75.86,76.737,75.509,57.900002,5669787,44.014091
2009-03-05,75.969,76.605,72.133,55.6833,25566747,42.32901
2009-03-06,71.979,72.988,70.488,54.849998,17784723,41.695557
2009-03-09,71.913,72.133,68.405,52.783298,14689485,40.124508
2009-03-12,70.247,73.338,69.765,53.950001,18772398,41.011402
2009-03-13,71.036,72.966,71.036,55.116699,14206266,41.898293
2009-03-16,72.79,74.939,71.957,56.700001,13337094,43.101883
2009-03-17,74.588,76.693,74.281,57.799999,10483929,43.938068
2009-03-18,76.32,77.614,73.952,56.533298,8208294,42.975155
2009-03-19,74.983,75.75,73.316,56.583302,9929361,43.013172
2009-03-20,74.106,75.071,73.711,56.400002,8578290,42.873825
2009-03-23,74.544,76.956,74.544,58.133301,7440378,44.191441
2009-03-24,77.394,77.394,75.465,58.3167,16000824,44.330856
2009-03-25,76.737,79.653,76.627,59.25,18931017,45.040325
2009-03-26,77.855,82.569,77.855,61.700001,18703794,46.902756
2009-03-27,81.341,82.788,79.149,62.099998,22415964,47.206818
2009-03-30,81.078,82.744,77.855,59.616699,14608194,45.31908
2009-03-31,78.359,81.78,78.206,61.616699,16419987,46.839432
2009-04-01,81.166,81.516,78.6,61.450001,14458191,46.712708
2009-04-02,81.78,83.27,80.311,61.766701,19671276,46.953457
2009-04-06,81.911,82.832,77.877,59.9333,34794126,45.55975
2009-04-08,78.425,84.564,77.833,63.283298,28919727,48.106335
2009-04-09,84.191,84.63,81.451,62.383301,9265512,47.42218
2009-04-13,82.876,83.314,81.604,62.333302,9823827,47.384174
2009-04-15,82.437,83.643,80.398,61.716702,22853766,46.915451
2009-04-16,81.363,85.002,80.53,63.900002,15752073,48.575138
2009-04-17,84.411,85.024,82.262,62.8167,24828378,47.75164
2009-04-20,83.27,83.446,79.894,61.5667,15354519,46.801418
2009-04-21,79.719,83.884,79.653,62.883301,14910609,47.802261
2009-04-22,81.736,84.103,81.736,63.5,13867986,48.271061
2009-04-23,83.314,83.753,82.7,63.333302,6358851,48.144344
2009-04-24,83.709,84.147,82.24,63.516701,6320970,48.28376
2009-04-27,83.665,85.178,82.591,64.5,14461197,49.031239
2009-04-28,84.564,84.564,81.385,62.516701,10479669,47.523586
2009-04-29,82.503,83.599,81.319,62.966702,16219305,47.865665
2009-04-30,82.744,82.744,82.744,62.900002,0,47.814964
2009-05-04,83.358,91.054,83.314,68.550003,32425341,52.109947
2009-05-05,89.892,89.892,86.055,65.933296,18839424,50.1208
2009-05-06,86.822,87.129,83.336,64.183296,18722220,48.790485
2009-05-07,85.485,85.836,83.161,63.483299,13158327,48.258369
2009-05-08,83.314,84.389,81.341,62.799999,12255780,47.738941
2009-05-11,83.292,83.314,81.253,62.650002,8970393,47.62492
2009-05-12,82.591,84.345,82.086,63.783298,13743504,48.486416
2009-05-13,83.906,84.717,81.955,62.6833,9975063,47.65023
2009-05-14,81.626,82.744,81.209,62.266701,7178223,47.333546
2009-05-15,82.086,83.095,81.297,62.016701,12206040,47.143501
2009-05-18,85.002,97.894,85.002,68.916702,457092,52.38871
2009-05-19,90.703,93.356,82.92,63.483299,60751689,48.258369
2009-05-20,83.314,84.498,81.166,62.150002,23612547,47.244831
2009-05-21,81.999,82.415,79.368,60.716702,22765959,46.155273
2009-05-22,79.872,80.902,79.039,61.200001,21389283,46.522667
2009-05-25,80.859,83.599,80.047,63.266701,23727024,48.093723
2009-05-26,83.972,84.191,80.025,61.349998,19226745,46.636696
2009-05-27,81.341,82.218,78.732,61.366699,48502962,46.649384
2009-05-28,81.78,82.437,79.872,61.299999,37397910,46.598682
2009-05-29,81.034,82.656,79.85,61.216702,32080227,46.535366
2009-06-01,81.122,85.397,80.902,64.133301,40113834,48.752487
2009-06-02,85.507,86.756,82.744,64.066704,29326362,48.701855
2009-06-03,85.419,89.629,84.717,67.683296,43535106,51.451092
2009-06-04,89.015,92.084,86.866,67.533302,37186641,51.337082
2009-06-05,89.015,89.015,83.117,63.783298,79065378,48.486416
2009-06-08,88.993,88.993,79.149,61.200001,46866480,46.522667
2009-06-09,79.741,84.147,79.543,63.599998,25845024,48.347076
2009-06-10,83.753,86.647,83.753,65.099998,40273245,49.487343
2009-06-11,85.945,87.611,84.695,65.866699,24217650,50.070171
2009-06-12,87.173,89.015,85.726,65.550003,22677696,49.829422
2009-06-15,85.507,87.414,85.244,65.833298,13502250,50.044785
2009-06-16,85.287,88.883,85.266,66.233299,19015803,50.348854
2009-06-17,86.822,87.699,84.411,64.599998,15130584,49.107258
2009-06-18,85.068,85.945,84.213,64.449997,14099181,48.993225
2009-06-19,84.849,88.182,84.849,66.866699,16358256,50.830338
2009-06-22,89.76,90.111,87.918,67.733299,21274713,51.489113
2009-06-23,88.795,88.795,84.586,65.800003,24736689,50.019474
2009-06-24,86.822,88.313,84.805,66.25,22769808,50.361546
2009-06-25,89.322,89.322,83.555,64.383301,40091229,48.942524
2009-06-26,85.507,86.822,83.906,65.566704,16617891,49.842113
2009-06-29,86.384,86.756,84.63,64.566704,10407240,49.081944
2009-06-30,85.287,85.638,82.963,63.583302,13499670,48.334393
2009-07-01,83.446,85.287,82.876,63.766701,10257495,48.473804
2009-07-02,84.564,84.849,82.942,63.900002,18345201,48.575138
2009-07-03,83.753,84.674,82.942,63.900002,16046688,48.575138
2009-07-06,84.411,89.015,82.086,65.900002,50752905,50.09549
2009-07-07,87.283,94.233,87.283,70.400002,52830534,53.51627
2009-07-08,92.303,93.619,90.769,69.816704,20558136,53.072853
2009-07-09,88.795,94.277,88.795,71.133301,14893584,54.073696
2009-07-10,94.014,94.233,91.032,70.199997,16328262,53.364231
2009-07-13,86.275,89.308,84.738,70.283302,17174499,56.400223
2009-07-14,88.062,88.788,86.421,70.800003,12129375,56.814857
2009-07-15,88.394,90.803,86.961,72.416702,14563743,58.112206
2009-07-16,90.471,91.966,89.453,72.449997,10192368,58.138924
2009-07-17,91.302,96.369,89.682,76.416702,22368396,61.32209
2009-07-20,96.369,96.785,92.631,75.150002,13526664,60.305595
2009-07-21,94.811,94.811,90.45,73.216698,12887076,58.754181
2009-07-22,92.922,93.108,89.349,72.666702,13149828,58.312824
2009-07-23,91.405,96.369,91.052,76.583298,25490247,61.455769
