"Date","ITC.NS.Open","ITC.NS.High","ITC.NS.Low","ITC.NS.Close","ITC.NS.Volume","ITC.NS.Adjusted"
2007-06-22,76.409,77.207,76.409,51.333302,17098128,34.285412
2007-06-25,77.357,77.357,76.484,51.383301,14121201,34.318802
2007-06-26,76.584,77.607,76.359,51.383301,7738242,34.318802
2007-06-27,77.108,77.108,76.284,51.200001,8236041,34.196373
2007-06-28,76.858,78.58,76.259,51.700001,17808393,34.530331
2007-06-29,78.355,78.405,76.683,51.5667,6677904,34.441299
2007-07-02,77.357,77.457,76.733,51.333302,10219314,34.285412
2007-07-03,76.858,78.231,76.858,52.116699,5487099,34.808636
2007-07-04,78.031,79.079,77.856,52.650002,3888723,35.164833
2007-07-05,78.904,79.079,77.357,51.883301,6717618,34.652748
2007-07-06,72.366,79.054,72.366,51.833302,16496760,34.619354
2007-07-09,77.881,78.555,77.282,51.883301,7851909,34.652748
2007-07-10,77.632,77.632,76.359,51.233299,14160882,34.21862
2007-07-11,76.758,76.858,75.51,50.849998,20742816,33.962616
2007-07-12,76.359,77.257,76.06,50.966702,26373162,34.040562
2007-07-13,76.658,78.58,76.658,51.783298,20526747,34.58596
2007-07-16,72.726,73.876,71.6,51.416698,28828740,36.527851
2007-07-17,73.195,73.43,72.492,51.900002,30673638,36.871201
2007-07-18,73.172,73.36,71.694,51.366699,14444799,36.492329
2007-07-19,72.492,72.726,71.623,51.3167,10766118,36.456806
2007-07-20,72.703,72.726,71.835,51.466702,7099656,36.56337
2007-07-23,71.835,72.492,71.788,51.200001,6378633,36.373894
2007-07-24,72.257,72.585,71.319,50.733299,15162246,36.042343
2007-07-25,71.436,78.357,71.319,55.299999,75164535,39.286652
2007-07-26,77.887,79.53,76.057,55.900002,32333991,39.712902
2007-07-27,77.887,84.409,75.33,57.466702,76837221,40.825939
2007-07-30,82.579,82.579,77.958,55.8167,32218302,39.653728
2007-07-31,78.826,82.087,78.779,57,23817846,40.494381
2007-08-01,79.999,80.233,77.09,55.6833,18224298,39.558956
2007-08-02,78.802,79.623,77.418,55.9333,12891420,39.736568
2007-08-03,79.013,81.031,78.943,56.583302,15345726,40.198341
2007-08-06,77.418,81.406,77.019,57.516701,11314686,40.861462
2007-08-07,81.172,82.087,78.028,55.650002,20172537,39.535305
2007-08-08,80.703,81.172,77.981,55.799999,14994141,39.641865
2007-08-09,79.53,80.186,76.644,54.650002,13873098,38.824871
2007-08-10,76.714,77.254,73.289,54.466702,13346586,38.694653
2007-08-13,77.418,77.864,76.527,54.9333,7220988,39.026138
2007-08-14,77.864,78.145,76.456,55,8351328,39.073524
2007-08-16,76.011,76.48,72.89,52.533298,17810775,37.321106
2007-08-17,74.134,74.838,71.506,51.1833,24009234,36.362038
2007-08-20,74.603,74.603,73.195,52.099998,16638957,37.013283
2007-08-21,74.134,74.134,71.201,50.733299,18261807,36.042343
2007-08-22,72.679,75.354,72.022,52.75,29450820,37.475063
2007-08-23,75.119,76.949,74.814,53.466702,17020413,37.98423
2007-08-24,74.04,76.714,74.04,53.883301,6046635,38.28019
2007-08-27,76.714,77.653,76.057,55.033298,7344531,39.097172
2007-08-28,77.465,79.858,73.712,55.8167,20472189,39.653728
2007-08-29,76.48,79.717,76.48,56.1833,13940208,39.914177
2007-08-30,78.826,81.148,78.826,57.200001,42645483,40.636459
2007-08-31,80.937,80.937,79.717,56.9333,11197038,40.446991
2007-09-03,80.069,81.922,79.764,57.9333,11297976,41.157421
2007-09-04,81.969,81.969,79.928,57.583302,8059731,40.908768
2007-09-05,81.148,81.406,79.999,57.349998,6402999,40.743027
2007-09-06,79.881,82.931,79.881,58.3167,7050153,41.429794
2007-09-07,82.345,84.832,82.181,59.266701,19811895,42.104698
2007-09-10,82.579,86.802,82.228,61.5667,24084165,43.738686
2007-09-11,86.826,88.679,85.7,61.283298,20366586,43.53735
2007-09-12,86.45,87.271,83.799,59.966702,8783838,42.602009
2007-09-13,84.691,85.113,83.494,59.666698,11268111,42.388882
2007-09-14,84.597,86.638,84.315,60.3167,14623773,42.850651
2007-09-17,85.16,86.333,84.151,60.283298,8504496,42.826927
2007-09-18,84.456,85.348,84.081,60.083302,5669133,42.684837
2007-09-19,84.691,88.82,84.691,62.450001,25699674,44.366211
2007-09-20,88.21,91.494,87.741,64.699997,27971304,45.964668
2007-09-21,91.025,91.025,87.834,63.633301,18206523,45.206856
2007-09-24,88.21,90.509,87.694,62.549999,12388734,44.437252
2007-09-25,87.084,89.148,86.919,62.383301,14389671,44.318825
2007-09-26,88.21,88.867,86.216,61.516701,10402392,43.703167
2007-09-27,87.225,88.843,85.981,61.8167,34980735,43.91629
2007-09-28,87.154,90.603,86.333,63.266701,16325376,44.946419
2007-10-01,89.5,90.509,86.568,61.966702,18854712,44.022858
2007-10-03,87.271,89.547,86.403,62.466702,23869653,44.378075
2007-10-04,88.21,88.21,84.714,61.8167,17987655,43.91629
2007-10-05,87.013,87.647,83.424,59.583302,11237787,42.329624
2007-10-08,84.456,84.925,81.711,59.383301,11404374,42.18755
2007-10-09,82.11,88.21,82.11,61.633301,16841067,43.785999
2007-10-10,84.175,87.694,84.175,61.366699,9828669,43.596603
2007-10-11,84.573,89.148,84.573,63.1833,15639969,44.887165
2007-10-12,88.679,89.148,86.497,61.799999,15507255,43.90443
2007-10-15,87.084,88.421,85.629,62.383301,16477977,44.318825
2007-10-16,87.741,88.96,86.098,62.049999,11479551,44.082039
2007-10-17,83.752,87.177,79.881,61.5,14353434,43.691303
2007-10-18,86.802,89.031,84.573,61.083302,18033696,43.395271
2007-10-19,85.348,85.348,81.876,58.716702,11964474,41.71397
2007-10-22,82.532,84.362,80.984,59.116699,9379386,41.998142
2007-10-23,83.518,87.459,83.518,61.766701,18492300,43.880775
2007-10-24,87.271,88.397,85.395,61.4333,8679627,43.643917
2007-10-25,86.051,86.333,84.761,60.966702,15321399,43.312439
2007-10-26,86.568,89.477,83.729,60.083302,26683068,42.684837
2007-10-29,85.723,86.802,85.16,60.866699,18492381,43.241386
