"Date","MARUTI.NS.Open","MARUTI.NS.High","MARUTI.NS.Low","MARUTI.NS.Close","MARUTI.NS.Volume","MARUTI.NS.Adjusted"
2009-03-30,760,769.349976,732.349976,758.200012,1086494,718.752502
2009-03-31,761,788.849976,751.5,779.849976,1993954,739.276062
2009-04-01,780,799,765.049988,792.5,1232689,751.267883
2009-04-02,801.650024,831.400024,780,794.549988,1537827,753.211365
2009-04-06,797.650024,804,785.049988,799.099976,1075353,757.524536
2009-04-08,785,820,770.049988,817.299988,1223929,774.777649
2009-04-09,820,829.5,798.299988,809.099976,995199,767.004272
2009-04-13,815.25,839,811,822.799988,922172,779.991577
2009-04-15,815,854.799988,807,846.599976,1421209,802.553284
2009-04-16,852,873.799988,845,855.150024,1121764,810.658386
2009-04-17,851,866,825.349976,836.200012,777892,792.694336
2009-04-20,837.849976,854,828.25,836.349976,398411,792.836487
2009-04-21,827,838.200012,777.25,788.75,1276098,747.713196
2009-04-22,828.799988,828.799988,741,754.150024,2283728,714.91333
2009-04-23,755,816,743,798.599976,2416944,757.050415
2009-04-24,808,818.700012,763.5,803,2607684,761.221619
2009-04-27,779.5,821.799988,773.599976,809.349976,2957389,767.241272
2009-04-28,806,822,790.5,803.150024,1269732,761.363953
2009-04-29,809,819.900024,784.299988,814,1808304,771.649292
2009-04-30,817.849976,817.849976,817.849976,817.849976,0,775.299011
2009-05-04,821.349976,849.799988,820.25,839.349976,962631,795.680481
2009-05-05,845,859,815.049988,831.650024,1814271,788.381104
2009-05-06,827.5,837.900024,797,808.549988,2001503,766.482849
2009-05-07,815,843.900024,800,839.400024,1231223,795.727905
2009-05-08,838,845.950012,816.549988,828.299988,582400,785.205322
2009-05-11,836,845.950012,819.25,834.099976,730642,790.703552
2009-05-12,830,875.5,820.049988,863.900024,1490336,818.953247
2009-05-13,857.599976,872,830,839.049988,1105675,795.396179
2009-05-14,815.650024,841.849976,795,832.700012,773571,789.376465
2009-05-15,842,857,837,848.200012,588323,804.070007
2009-05-18,924,954,918,938.200012,22796,889.387512
2009-05-19,960,1064,940,999.900024,2296571,947.87738
2009-05-20,992,1058.900024,981.400024,1041.849976,1492589,987.644775
2009-05-21,1026,1041.849976,957.650024,969.25,1440592,918.822144
2009-05-22,962,974.900024,954,961.950012,1387314,911.901917
2009-05-25,962.5,985.5,958,973.349976,553098,922.70874
2009-05-26,973.5,980,948,957.900024,465220,908.062683
2009-05-27,970.200012,983,946.200012,974.5,584867,923.79895
2009-05-28,974.5,1028.800049,965.299988,1003.849976,1886752,951.621887
2009-05-29,1009,1037.449951,983,1027.099976,1690981,973.662231
2009-06-01,1025,1062,1025,1042.400024,750208,988.166138
2009-06-02,1035,1049,1020.5,1036.050049,1394295,982.146606
2009-06-03,1030,1063.300049,1022.75,1044.900024,812232,990.536011
2009-06-04,1030,1084.699951,1030,1078.900024,956533,1022.767212
2009-06-05,1080,1112.800049,1070.099976,1087.099976,623638,1030.540649
2009-06-08,1075.050049,1103,1026.150024,1051.849976,751314,997.124512
2009-06-09,1029,1111.800049,1005.150024,1089.949951,560514,1033.24231
2009-06-10,1100,1119,1090,1109.349976,671173,1051.633057
2009-06-11,1073.349976,1111,1073.349976,1097.449951,481712,1040.352051
2009-06-12,1053.650024,1114.849976,1053.650024,1085.099976,854058,1028.644653
2009-06-15,1046.349976,1083.800049,1046.349976,1065.449951,473583,1010.016785
2009-06-16,1046.349976,1093.900024,1040,1075.550049,613585,1019.591614
2009-06-17,1071.300049,1085.400024,1050,1061.050049,560998,1005.845947
2009-06-18,1055,1059.900024,1025.150024,1031.75,474395,978.070251
2009-06-19,1035,1064,1031.300049,1049.900024,410019,995.276123
2009-06-22,1060,1074.75,1038.050049,1066.199951,354924,1010.727905
2009-06-23,1052,1066.900024,1036,1053.349976,806325,998.546448
2009-06-24,1055,1064.900024,1029,1059.900024,661162,1004.755798
2009-06-25,1068,1069,1009.900024,1025.800049,584588,972.429871
2009-06-26,1037,1063.650024,1018.099976,1059.25,441041,1004.139526
2009-06-29,1059.099976,1079.800049,1038.349976,1067.900024,279147,1012.339478
2009-06-30,1075,1078.099976,1050,1068.949951,670630,1013.334717
2009-07-01,1078,1086,1053,1072.25,425206,1016.463013
2009-07-02,1080,1080,1029,1052.400024,309181,997.645935
2009-07-03,1049.699951,1066.900024,1040.150024,1058.75,272949,1003.665527
2009-07-06,1058.75,1073.599976,991.5,1037.599976,801787,983.615906
2009-07-07,1028.699951,1110,1020,1080.150024,719619,1023.952087
2009-07-08,1060,1108.400024,1056.5,1102.25,850417,1044.902222
2009-07-09,1108,1124,1090.099976,1099.150024,485334,1041.963745
2009-07-10,1095,1115,1068.75,1103.599976,659226,1046.182373
2009-07-13,1090,1094.900024,1040.400024,1067,319362,1011.486267
2009-07-14,1074.300049,1095,1068.349976,1085.75,828890,1029.26062
2009-07-15,1085,1117.75,1065.349976,1109.449951,488421,1051.727661
2009-07-16,1115.099976,1152.400024,1086.300049,1142,657947,1082.584229
2009-07-17,1159,1193.650024,1148,1181.449951,1156812,1119.981689
2009-07-20,1188,1219.900024,1184,1209.75,691039,1146.80957
2009-07-21,1180,1248.5,1180,1240.050049,591621,1175.532959
2009-07-22,1241,1249.949951,1201,1214.300049,542016,1151.122559
2009-07-23,1220,1305,1220,1295.800049,1811332,1228.382446
2009-07-24,1301,1399.900024,1297.099976,1378.25,1721907,1306.542603
2009-07-27,1388,1394,1349.699951,1369.900024,673482,1298.627197
2009-07-28,1370,1418,1345,1389.050049,972544,1316.78064
2009-07-29,1395,1418.949951,1362,1398.050049,675425,1325.3125
2009-07-30,1381,1416.949951,1371,1397.050049,954939,1324.36438
2009-07-31,1434,1448.650024,1402,1414.449951,577930,1340.859131
2009-08-03,1411,1484,1411,1471.900024,705685,1395.32019
2009-08-04,1469.849976,1515.900024,1450,1492.550049,1168701,1414.895874
2009-08-05,1515,1515,1431.300049,1441.699951,838345,1366.691284
2009-08-06,1443,1443.800049,1342.199951,1364.699951,1287527,1293.697388
2009-08-07,1350,1355,1282,1293.400024,1983765,1226.1073
2009-08-10,1319.849976,1332.800049,1225.099976,1248.550049,2630057,1183.59082
2009-08-11,1220,1309.5,1220,1296.300049,1467531,1228.856445
2009-08-12,1272,1298.900024,1255.800049,1290.099976,917422,1222.979004
2009-08-13,1330,1385.900024,1301,1373.099976,1546332,1301.660767
2009-08-14,1370,1385,1342,1349.25,731351,1279.051636
2009-08-17,1325,1330,1265.550049,1275.599976,784965,1209.233398
2009-08-18,1280,1319,1266.25,1300.400024,770068,1236.134644
2009-08-19,1308,1330,1275.050049,1301.849976,785510,1237.512939
2009-08-20,1320,1375,1316.300049,1370.5,1169291,1302.770264
2009-08-21,1366,1390,1348.75,1388.199951,883022,1319.595581
2009-08-24,1402.050049,1441.900024,1395,1431.699951,860804,1360.945923
2009-08-25,1428,1448,1411,1417.75,777467,1347.685181
2009-08-26,1435,1435,1391.050049,1405.25,693776,1335.803223
2009-08-27,1398,1425,1383.599976,1415.900024,1179483,1345.926758
2009-08-28,1425,1437,1390,1421.400024,543476,1351.154907
2009-08-31,1411.150024,1459,1393.300049,1437.75,751627,1366.696899
2009-09-01,1447,1561,1445.650024,1540.449951,2722272,1464.321533
2009-09-02,1545,1569.900024,1502,1509.300049,1374367,1434.71106
2009-09-03,1527.650024,1538.300049,1494.099976,1507.400024,822449,1432.904907
2009-09-04,1510,1555.400024,1506,1546.599976,729249,1470.167603
2009-09-07,1560,1584.75,1542.800049,1554.599976,634942,1477.772095
2009-09-08,1570,1572,1513.099976,1517.75,518411,1442.743408
2009-09-09,1519,1542,1505.599976,1513.050049,598369,1438.275635
2009-09-10,1521.400024,1547,1482.099976,1489.099976,549495,1415.509155
2009-09-11,1519.349976,1519.349976,1446.349976,1468.599976,815499,1396.022217
2009-09-14,1459.800049,1489.599976,1454.599976,1474.400024,563346,1401.535767
2009-09-15,1479.599976,1509,1464,1500,600510,1425.870483
2009-09-16,1500,1530,1495.150024,1517.300049,671108,1442.315674
2009-09-17,1523.5,1576.449951,1521.400024,1559.949951,1076504,1482.85791
2009-09-18,1560,1650,1540.199951,1639.300049,1661428,1558.286499
2009-09-22,1648.599976,1688,1639.900024,1657.849976,619688,1575.919678
2009-09-23,1659.800049,1674.5,1642,1654.199951,494508,1572.449951
2009-09-24,1645,1656,1612,1635.199951,663238,1554.389038
2009-09-25,1625,1674,1618.699951,1637.900024,548328,1556.955688
2009-09-29,1648,1668,1621,1638.400024,683689,1557.430786
2009-09-30,1642,1737.300049,1629,1701.400024,798362,1617.317383
2009-10-01,1715,1715,1647.599976,1655.949951,704599,1574.113403
2009-10-05,1647,1647,1587.599976,1597.050049,766877,1518.124512
2009-10-06,1619,1628.949951,1577.199951,1599.25,895966,1520.21582
2009-10-07,1609.800049,1614.5,1533.099976,1540.599976,1441965,1464.463989
2009-10-08,1550,1560,1505,1510.75,2200461,1436.089233
2009-10-09,1518.099976,1524.849976,1471.349976,1480.300049,1152078,1407.144287
2009-10-12,1489,1529.900024,1481,1515.650024,1137216,1440.74707
2009-10-13,1527.5,1527.5,1527.5,1527.5,0,1452.011475
2009-10-14,1527.199951,1549,1512,1519.599976,1068818,1444.501831
2009-10-15,1531.099976,1548,1512.199951,1526.050049,601444,1450.633179
2009-10-16,1529,1553.900024,1509.5,1515.150024,662633,1440.271851
2009-10-20,1527.5,1567.800049,1515,1548.75,832580,1472.211182
2009-10-21,1550,1558.900024,1495.300049,1507.199951,485369,1432.7146
2009-10-22,1501,1514.400024,1462.199951,1491.099976,1079433,1417.4104
2009-10-23,1500,1535.900024,1495,1518.800049,821446,1443.741577
2009-10-26,1522,1550,1496.349976,1517.550049,880439,1442.553223
2009-10-27,1500,1528.5,1465.349976,1479.050049,572325,1405.955811
2009-10-28,1475,1479.900024,1405.599976,1415.400024,804616,1345.451538
2009-10-29,1400,1413.900024,1368,1379.150024,1393710,1310.992798
2009-10-30,1423.900024,1445.900024,1376.599976,1403.300049,1057456,1333.949463
2009-11-03,1403,1436.849976,1396,1427.800049,1116648,1357.238525
2009-11-04,1434.800049,1470,1416.099976,1462.300049,581771,1390.033813
2009-11-05,1459,1493.849976,1416.099976,1485.699951,786363,1412.277222
2009-11-06,1503,1519,1461.099976,1471.25,754054,1398.541382
2009-11-09,1473,1493.800049,1447.099976,1484.25,661927,1410.898926
2009-11-10,1495.099976,1501,1438.5,1445.550049,895514,1374.111572
2009-11-11,1435.349976,1462,1418,1451.449951,1103314,1379.719849
2009-11-12,1460,1479.849976,1416,1423.099976,1257254,1352.771118
2009-11-13,1423,1484.449951,1390,1478.349976,1197470,1405.290283
2009-11-16,1425,1568,1425,1558.349976,1571350,1481.336914
2009-11-17,1554,1567.5,1537.099976,1556.349976,1081025,1479.435669
2009-11-18,1550,1575.800049,1521.25,1559.25,747709,1482.192383
2009-11-19,1550,1574.599976,1528.099976,1550.550049,906248,1473.922607
2009-11-20,1531.25,1549.5,1520.099976,1542.800049,711990,1466.555176
2009-11-23,1557.699951,1567.099976,1544.050049,1560.25,574180,1483.143188
2009-11-24,1558.5,1619,1558.5,1599.650024,1145376,1520.595947
2009-11-25,1600.25,1639,1600,1621.949951,745040,1541.793701
2009-11-26,1620,1635.599976,1560.349976,1579.400024,577689,1501.34668
2009-11-27,1516,1583.849976,1458.800049,1567.199951,613056,1489.749512
2009-11-30,1692.300049,1692.300049,1548,1557.349976,338523,1480.38623
2009-12-01,1565,1607,1565,1587.199951,956327,1508.76123
2009-12-02,1597,1637.650024,1597,1612.949951,844833,1533.238647
2009-12-03,1623,1651.900024,1612.400024,1643,745292,1561.803589
2009-12-04,1631,1635,1583,1591.949951,685680,1513.276367
2009-12-07,1590,1613.599976,1570,1577.5,326349,1499.540771
2009-12-08,1577,1591.849976,1563.099976,1568.449951,382303,1490.937622
2009-12-09,1573,1635.599976,1550,1611.099976,1657099,1531.47998
2009-12-10,1615,1628.25,1582.5,1589.949951,541050,1511.375366
2009-12-11,1592,1615,1584.099976,1591.75,529544,1513.086304
2009-12-14,1595,1625,1586.5,1609.449951,497722,1529.911621
2009-12-15,1619,1619,1562.25,1578.849976,639343,1500.82373
2009-12-16,1590.949951,1590.949951,1557.300049,1569.949951,444169,1492.363647
2009-12-17,1574,1574,1550,1554.449951,311706,1477.629395
2009-12-18,1540,1560,1534.099976,1548.800049,635325,1472.259033
2009-12-21,1553,1562,1514.75,1521.25,480999,1446.070313
2009-12-22,1528,1540,1523,1531.25,230855,1455.576294
2009-12-23,1534,1564,1534,1558.349976,343060,1481.336914
2009-12-24,1564.900024,1574,1551.099976,1565.949951,477680,1488.561279
2009-12-29,1574.900024,1577,1558.900024,1567.150024,366468,1489.702026
2009-12-30,1567.150024,1573,1555.150024,1570.400024,501393,1492.791382
2009-12-31,1575.150024,1575.150024,1541.5,1560.099976,664244,1483.000366
2010-01-04,1565,1586.699951,1546.150024,1551.449951,534231,1474.777832
2010-01-05,1563.5,1567.550049,1510,1515.849976,1407407,1440.937256
2010-01-06,1518,1522.800049,1460,1461.650024,1571353,1389.415649
2010-01-07,1468,1485,1450,1453.300049,901165,1381.478394
2010-01-08,1459,1463.800049,1421.099976,1433.150024,1294429,1362.324341
2010-01-11,1442,1462.25,1438,1454.75,478942,1382.856689
2010-01-12,1454.75,1462,1435,1441,767986,1369.786255
2010-01-13,1437,1449.5,1410.800049,1428.75,612474,1358.141846
2010-01-14,1439,1443.25,1411,1414.849976,480493,1344.928589
2010-01-15,1410,1442.900024,1408.150024,1413.449951,723389,1343.597778
2010-01-18,1409,1447,1407,1429.349976,916180,1358.711914
2010-01-19,1435,1450,1413.099976,1419.300049,1009858,1349.158936
2010-01-20,1428.800049,1465,1421,1458.349976,1376326,1386.278931
2010-01-21,1445,1480,1440,1452.75,1220211,1380.955566
2010-01-22,1440,1457,1405,1444.449951,650256,1373.065796
2010-01-25,1412,1475,1412,1446.199951,851324,1374.72937
2010-01-27,1431,1447,1350.300049,1369.800049,1180230,1302.10498
2010-01-28,1377,1399,1362.050049,1378.300049,835498,1310.184937
2010-01-29,1374.400024,1399,1332,1389.449951,468949,1320.784058
2010-02-01,1389,1419.699951,1375.25,1398.949951,584347,1329.814331
2010-02-02,1418.25,1418.25,1360,1373.550049,573306,1305.6698
2010-02-03,1365,1384.900024,1360.199951,1377.25,594119,1309.186768
2010-02-04,1370,1385,1355,1365.150024,453970,1297.684814
2010-02-05,1349.5,1378.050049,1320.25,1358.900024,471270,1291.743774
2010-02-08,1375.099976,1388.800049,1347.199951,1362.050049,555655,1294.737793
2010-02-09,1355,1374,1342.5,1352.75,491001,1285.897583
2010-02-10,1355,1368.599976,1328.25,1333.900024,433681,1267.979248
2010-02-11,1330.099976,1363.5,1330.099976,1356.349976,289022,1289.319702
2010-02-15,1364,1368.800049,1330.099976,1336,288768,1269.975464
2010-02-16,1339.699951,1370.449951,1334,1357.349976,322869,1290.270264
2010-02-17,1369.949951,1386.900024,1365.300049,1380.25,371999,1312.038696
2010-02-18,1390,1390,1349,1359.650024,323684,1292.456665
2010-02-19,1354,1381,1335,1371,399798,1303.245605
2010-02-22,1380,1403,1378.300049,1386.25,385247,1317.742065
2010-02-23,1369.849976,1389,1317.699951,1335.75,484780,1269.737793
2010-02-24,1325,1388.849976,1317.650024,1365.400024,827260,1297.922485
2010-02-25,1374.199951,1407.900024,1358,1399.900024,794244,1330.717407
2010-02-26,1398.800049,1490,1375,1459.949951,1711733,1387.799683
2010-03-02,1472,1501,1462.550049,1491.099976,1321957,1417.4104
2010-03-03,1496,1500.900024,1460.650024,1476.5,809671,1403.531982
2010-03-04,1477,1489,1452.099976,1457.150024,413804,1385.138184
2010-03-05,1467,1474.400024,1447.699951,1457.050049,353414,1385.043335
2010-03-08,1473.699951,1492.300049,1463,1478.150024,515595,1405.100464
2010-03-09,1480,1509.150024,1471,1499.5,875543,1425.395142
2010-03-10,1508,1519.800049,1470,1479.849976,976355,1406.716309
2010-03-11,1470.050049,1484.949951,1455,1464.199951,554034,1391.839722
2010-03-12,1470,1487.5,1460,1463.599976,334671,1391.269409
2010-03-15,1464,1464.800049,1426.150024,1446.099976,445078,1374.634033
2010-03-16,1459.800049,1462.800049,1436.449951,1458.800049,256298,1386.706787
2010-03-17,1465,1473.75,1428.650024,1433.5,648678,1362.657104
2010-03-18,1444,1446,1409,1421.699951,631915,1351.440186
2010-03-19,1428,1434.300049,1421,1429.300049,286967,1358.664673
2010-03-22,1420,1423.800049,1391,1397.449951,470482,1328.388672
2010-03-23,1404.949951,1412.199951,1388,1393.400024,313873,1324.538696
2010-03-25,1390,1397.849976,1360,1370.150024,656336,1302.437622
2010-03-26,1372,1413,1368.050049,1396.849976,576501,1327.818115
2010-03-29,1409.800049,1437.800049,1397.199951,1427.449951,628028,1356.905762
2010-03-30,1400,1446,1400,1407.650024,354798,1338.084473
2010-03-31,1391.550049,1423.5,1349,1417.949951,320921,1347.875122
2010-04-01,1425,1429,1386.25,1393.150024,477130,1324.301025
2010-04-05,1399.5,1409,1386.300049,1397.349976,409185,1328.293579
2010-04-06,1410,1410,1373.25,1376.650024,343707,1308.616577
2010-04-07,1389.699951,1407,1368,1402.900024,634823,1333.569214
2010-04-08,1247.699951,1412,1247.699951,1384.099976,410233,1315.698364
2010-04-09,1396,1399,1370.25,1377.650024,441989,1309.567017
2010-04-12,1398,1408.800049,1363.5,1371.550049,401803,1303.768677
2010-04-13,1375,1376.800049,1352.800049,1363.300049,309664,1295.926147
2010-04-15,1371,1378.900024,1350,1354.849976,296630,1287.893799
2010-04-16,1350.75,1361.699951,1345,1351.150024,220122,1284.376709
2010-04-19,1352.599976,1352.599976,1324.199951,1332.300049,239032,1266.458252
2010-04-20,1340,1366.050049,1332,1352.349976,379984,1285.517212
2010-04-21,1350,1380,1350,1377.449951,314739,1309.376831
2010-04-22,1375,1399.800049,1364.5,1379.349976,483673,1311.182861
2010-04-23,1380,1388.699951,1355.050049,1361.349976,268925,1294.07251
2010-04-26,1370,1385.400024,1327.050049,1333.699951,1940724,1267.789063
2010-04-27,1329,1335.150024,1280,1283.300049,2351290,1219.879761
2010-04-28,1275,1287.800049,1255,1270.349976,1214131,1207.569702
2010-04-29,1273.099976,1294.699951,1272,1289.400024,815734,1225.678345
2010-04-30,1300,1300,1275.099976,1279.699951,441044,1216.457764
2010-05-03,1275,1294.25,1263.349976,1281.449951,599874,1218.121094
2010-05-04,1288,1297.449951,1257.5,1265.349976,457051,1202.81665
2010-05-05,1247.699951,1290,1233.800049,1282.550049,550720,1219.166626
2010-05-06,1284,1289,1265.25,1278.5,394583,1215.317017
2010-05-07,1261,1288,1250,1279,488321,1215.792236
2010-05-10,1291.199951,1299.900024,1276.699951,1295.449951,563998,1231.429321
2010-05-11,1300,1300,1265,1268.099976,395084,1205.43103
2010-05-12,1270,1286.800049,1262,1265.25,589711,1202.721924
2010-05-13,1275,1285.599976,1270.349976,1275.800049,662614,1212.75061
2010-05-14,1269,1281,1246.900024,1259.5,443386,1197.255981
2010-05-17,1250,1254.800049,1237.050049,1241.5,322917,1180.145386
2010-05-18,1241.300049,1252.449951,1236,1242.449951,462417,1181.048706
2010-05-19,1234.699951,1254,1221,1226.800049,496232,1166.172119
2010-05-20,1238.800049,1239.300049,1198.599976,1208.349976,485640,1148.633789
2010-05-21,1176,1245,1170,1238.550049,744951,1177.341309
2010-05-24,1254.900024,1259,1205,1215.650024,263273,1155.572876
2010-05-25,1201.199951,1211,1177.599976,1198.75,457431,1139.508423
2010-05-26,1195,1224,1184.150024,1200.699951,584220,1141.361938
2010-05-27,1205,1248.75,1191,1238.150024,982229,1176.961304
2010-05-28,1243,1244.800049,1216.199951,1225.199951,330714,1164.651001
2010-05-31,1236,1240,1224.650024,1236.849976,233634,1175.725464
2010-06-01,1235,1297,1231.050049,1257,1452405,1194.879517
2010-06-02,1261,1286,1261,1278.25,785644,1215.079346
2010-06-03,1288,1310,1287,1296.800049,686347,1232.712646
2010-06-04,1304,1335,1290,1330.050049,883335,1264.319458
2010-06-07,1282.099976,1319.800049,1280.800049,1315.449951,464373,1250.440796
2010-06-08,1319.900024,1337.5,1286.5,1294.349976,608641,1230.383667
2010-06-09,1295.650024,1317.5,1290.050049,1303,403149,1238.606201
2010-06-10,1316,1349.800049,1296,1346.150024,910604,1279.623657
2010-06-11,1347,1364,1340,1356.650024,733725,1289.604858
2010-06-14,1364,1367,1344,1355.449951,245161,1288.464111
2010-06-15,1355,1359.849976,1332.099976,1342.900024,316340,1276.534302
2010-06-16,1349,1369.900024,1332.599976,1364.449951,616333,1297.019165
2010-06-17,1369,1387,1356.5,1379.75,428095,1311.563354
2010-06-18,1374.699951,1383,1347,1351.150024,557649,1284.376709
2010-06-21,1362,1383,1358.650024,1376.25,312694,1308.236328
2010-06-22,1367.5,1380,1360,1369.050049,235521,1301.39209
2010-06-23,1365,1414,1360,1407.349976,860773,1337.799316
2010-06-24,1410,1416.900024,1371,1386.949951,1361910,1318.407349
2010-06-25,1382,1421.900024,1376,1396.800049,1336002,1327.770752
2010-06-28,1398,1403.800049,1380.349976,1394.75,292395,1325.822021
2010-06-29,1390,1409.900024,1380.25,1388.949951,362725,1320.308594
2010-06-30,1370,1433.949951,1370,1423.75,735102,1353.388916
2010-07-01,1424.300049,1424.300049,1380,1400.900024,637323,1331.668213
2010-07-02,1400,1425.800049,1381,1415.900024,580326,1345.926758
2010-07-05,1415.900024,1415.900024,1392.199951,1396.099976,196977,1327.105225
2010-07-06,1396,1396,1385,1392.349976,261295,1323.540405
2010-07-07,1392,1409.800049,1372.25,1380,350245,1311.800903
2010-07-08,1392.199951,1408.900024,1387.900024,1403.400024,419025,1334.044678
2010-07-09,1400,1429.75,1395,1424.25,615302,1353.864014
2010-07-12,1435,1435,1405.800049,1409.349976,271217,1339.700439
2010-07-13,1415.050049,1415.900024,1391.050049,1409.099976,284452,1339.462769
2010-07-14,1417,1423.449951,1386.599976,1393.599976,182512,1324.728638
2010-07-15,1415,1415,1371,1375.25,308916,1307.285522
2010-07-16,1372.900024,1382.699951,1364,1374.099976,184121,1306.192505
2010-07-19,1335,1387.900024,1335,1363.300049,220018,1295.926147
2010-07-20,1395,1395,1351.099976,1358.5,141510,1291.363281
2010-07-21,1369,1379.900024,1359.099976,1362.400024,293180,1295.070801
2010-07-22,1379.900024,1380,1345.25,1354.150024,514174,1287.228516
2010-07-23,1365,1372.699951,1346.300049,1358.199951,736077,1291.078369
2010-07-26,1302.300049,1317.5,1126.849976,1191.449951,6485230,1132.56897
2010-07-27,1190,1239.900024,1182,1207.5,4499525,1147.825806
2010-07-28,1210,1223.699951,1200,1202.599976,848412,1143.167847
2010-07-29,1205,1214.449951,1190.099976,1197.75,1600687,1138.557373
2010-07-30,1199,1212.900024,1192.550049,1198.599976,553516,1139.365601
2010-08-02,1211,1218.5,1202.199951,1209.900024,660849,1150.107178
2010-08-03,1223.449951,1224,1210.050049,1213.199951,461037,1153.244019
2010-08-04,1214,1221,1206.400024,1213.599976,581630,1153.624268
2010-08-05,1218,1240.949951,1217.5,1225.75,875377,1165.173828
2010-08-06,1230,1235.550049,1218.5,1221.400024,358993,1161.038818
2010-08-09,1216.699951,1234,1215.75,1232.099976,365489,1171.210205
2010-08-10,1230,1237.949951,1222,1227.25,291160,1166.599609
2010-08-11,1227,1234.900024,1211.050049,1215.199951,668240,1155.145142
2010-08-12,1209,1232.699951,1203.5,1226,334170,1165.411377
2010-08-13,1230,1254.400024,1222.5,1249.150024,683945,1187.41748
2010-08-16,1249,1271.800049,1245,1256.550049,537805,1194.451782
2010-08-17,1260,1267,1245.449951,1253.550049,311850,1191.60022
2010-08-18,1258.849976,1264.150024,1251,1254.349976,182885,1192.360352
2010-08-19,1261.800049,1267.849976,1250.050049,1251.650024,202683,1189.793945
2010-08-20,1248,1257,1238,1239.699951,152662,1178.434326
2010-08-23,1240.400024,1252.75,1236,1245.099976,148100,1183.567749
2010-08-24,1255,1255,1225,1233.050049,215635,1177.788818
2010-08-25,1236.400024,1242,1216.099976,1220.050049,198994,1165.371338
2010-08-26,1223.650024,1234.75,1212.599976,1227.199951,962065,1172.20105
2010-08-27,1218,1245,1210.050049,1218.699951,209560,1164.081787
2010-08-30,1222,1247.800049,1222,1235.349976,322578,1179.985718
2010-08-31,1234.349976,1264.449951,1228,1257.5,478908,1201.143188
2010-09-01,1262,1281.150024,1262,1272.75,688890,1215.709595
2010-09-02,1276,1291.949951,1273.5,1276.699951,480517,1219.482422
2010-09-03,1277,1284,1213.650024,1272.099976,209238,1215.088623
2010-09-06,1280,1313,1277.349976,1302.550049,446653,1244.174072
2010-09-07,1305,1328.75,1304.449951,1315.400024,441540,1256.448364
2010-09-08,1319.699951,1336.900024,1303,1307.5,372456,1248.902222
2010-09-09,1312,1321,1307.5,1314.800049,244342,1255.875122
2010-09-13,1325,1333,1314.150024,1328.150024,235561,1268.626587
2010-09-14,1330.150024,1367.900024,1330.150024,1346.5,1528650,1286.154297
2010-09-15,1349,1380,1348.699951,1368.650024,1032922,1307.311646
2010-09-16,1360,1405.400024,1358.900024,1397.300049,1238076,1334.677734
2010-09-17,1400,1414.199951,1382,1388.349976,322006,1326.128662
2010-09-20,1390,1405,1380,1398.900024,542217,1336.205933
2010-09-21,1400.050049,1417.900024,1387.099976,1413.099976,582679,1349.769531
2010-09-22,1420.25,1470,1420.25,1463.849976,1288474,1398.245239
2010-09-23,1465,1470,1444.449951,1458.599976,494100,1393.230347
2010-09-24,1465,1485,1460.099976,1481.75,609319,1415.342896
2010-09-27,1494,1495,1472,1479.099976,371002,1412.811523
2010-09-28,1452,1484.599976,1452,1468.099976,405994,1402.304565
2010-09-29,1452,1481.949951,1425.199951,1430.050049,413917,1365.959961
2010-09-30,1440,1497.25,1390.349976,1440.900024,457480,1376.32373
2010-10-01,1456,1491.800049,1451,1479.949951,736838,1413.623657
2010-10-04,1490,1498,1475.300049,1480.150024,246301,1413.814453
2010-10-05,1486,1524,1478.199951,1503.349976,620564,1435.974854
2010-10-06,1510,1529,1507,1516.699951,361329,1448.726318
2010-10-07,1519.050049,1524.400024,1485,1490.099976,288753,1423.318726
2010-10-08,1492,1507,1472.300049,1497.199951,208208,1430.100464
2010-10-11,1508.099976,1526.25,1495,1517.25,307964,1449.251831
2010-10-12,1519.949951,1529,1503.25,1520.050049,355625,1451.926392
2010-10-13,1525,1566.800049,1518,1558.400024,1201084,1488.557861
2010-10-14,1560.050049,1574.400024,1541.349976,1557.400024,647855,1487.602539
2010-10-15,1555,1560.550049,1481.849976,1518.900024,597943,1450.828003
2010-10-18,1515,1520,1482.599976,1491.550049,388544,1424.703735
2010-10-19,1495.050049,1515,1481.050049,1494.849976,243570,1427.855835
2010-10-20,1490,1508,1485,1490.699951,151275,1423.891724
2010-10-21,1500,1519,1481.300049,1513.650024,208642,1445.813232
2010-10-22,1515,1525,1495,1503.300049,133665,1435.927246
2010-10-25,1504.900024,1525.900024,1500.199951,1507,151666,1439.461304
2010-10-26,1517.949951,1585,1511,1566.800049,2316413,1496.581177
2010-10-27,1567.150024,1570,1507.199951,1525.599976,794179,1457.227661
2010-10-28,1529.699951,1549,1515,1534.800049,665095,1466.015381
2010-10-29,1534.800049,1559,1516.050049,1551.599976,236775,1482.0625
2010-11-01,1560,1560,1482.5,1508.300049,875788,1440.703247
2010-11-02,1509.849976,1524,1488,1493.400024,345655,1426.470825
2010-11-03,1497.550049,1508.599976,1487,1496.099976,235501,1429.049683
2010-11-04,1501,1514,1496.050049,1507.599976,352793,1440.034302
2010-11-08,1515,1519,1486,1488.599976,228488,1421.885742
2010-11-09,1490,1506,1466,1471.949951,382790,1405.982178
2010-11-10,1475,1478,1460.050049,1475.099976,209770,1408.990845
2010-11-11,1485,1487.5,1465.199951,1470.400024,217656,1404.501709
