"Date","MARUTI.NS.Open","MARUTI.NS.High","MARUTI.NS.Low","MARUTI.NS.Close","MARUTI.NS.Volume","MARUTI.NS.Adjusted"
2007-05-22,823,844,796,830.599976,757248,776.922668
2007-05-23,840,840,811.25,815.200012,303632,762.517944
2007-05-24,805.549988,818,805.549988,810.400024,178315,758.028137
2007-05-25,805,819.5,795,810.299988,205959,757.934509
2007-05-28,819.400024,831.700012,812,825.950012,482536,772.57312
2007-05-29,826.5,833,815.099976,819.950012,342543,766.960938
2007-05-30,825,826,802,804.599976,290268,752.603027
2007-05-31,808,820,805,817.099976,585384,764.295166
2007-06-01,820,829.950012,808.150024,811.25,483876,758.823181
2007-06-04,876,876,804,806.549988,303317,754.427063
2007-06-05,839.799988,839.799988,796,799.799988,624277,748.113159
2007-06-06,823.75,823.75,772.650024,776.599976,349165,726.412476
2007-06-07,774,784,740.299988,760.950012,407125,711.773865
2007-06-08,751.549988,758,731,737.549988,846437,689.886047
2007-06-11,740.099976,748.799988,728.099976,733.349976,561196,685.957458
2007-06-12,735,739.900024,717,719.650024,559380,673.142822
2007-06-13,721,734,715.049988,721.200012,902649,674.592651
2007-06-14,729,733,724.700012,729.150024,434677,682.028931
2007-06-15,734.900024,747,729.25,740.099976,691507,692.271301
2007-06-18,741,749.900024,738.150024,742.849976,250702,694.843567
2007-06-19,742.049988,753.900024,735.5,751.450012,250612,702.887817
2007-06-20,751.450012,772.400024,751.450012,767.900024,339009,718.274719
2007-06-21,771,772,756,759.049988,378134,709.996704
2007-06-22,753.099976,763.75,750,761.349976,229035,712.14801
2007-06-25,769,769,751,753.299988,193269,704.618347
2007-06-26,749,759.900024,747.150024,757.299988,187249,708.35968
2007-06-27,760,760,746.099976,751.299988,270304,702.747498
2007-06-28,748,758.900024,738.950012,748.700012,581068,700.315491
2007-06-29,758,758,740.099976,744.150024,921224,696.059509
2007-07-02,745,786.599976,745,770.599976,1033530,720.800293
2007-07-03,777,785,772,783.5,658340,732.866516
2007-07-04,790,799,776.25,791.400024,387120,740.256042
2007-07-05,792.049988,810.099976,792,805.049988,735535,753.023926
2007-07-06,760.299988,808.900024,760.299988,797,255773,745.494202
2007-07-09,802,805,790,795.700012,205177,744.278198
2007-07-10,795.700012,819,786.150024,813.75,370646,761.161621
2007-07-11,810,814.799988,795.200012,806.299988,233135,754.193115
2007-07-12,806.299988,830.75,804,828.349976,719373,774.818176
2007-07-13,830,839,824,831.299988,680882,777.577515
2007-07-16,833,843.5,820.299988,827.650024,705306,774.16333
2007-07-17,829.849976,841.099976,818,824.849976,406536,771.54425
2007-07-18,824.900024,826,808.200012,820.650024,155871,767.615845
2007-07-19,824,830.400024,812.349976,827.049988,519599,773.602173
2007-07-20,834.400024,845,821,826.900024,420611,773.461975
2007-07-23,821,839.299988,815.099976,830.049988,435111,776.408325
2007-07-24,831,837.799988,815.25,819.549988,271106,766.586853
2007-07-25,819.549988,826.799988,808,809.900024,449106,757.560547
2007-07-26,812,857.349976,810,839.400024,3219244,785.154053
2007-07-27,835,845,808,830.25,1257326,776.595398
2007-07-30,860,860,806.5,845.849976,774050,791.187195
2007-07-31,848,854.950012,820,844.549988,675190,789.97113
2007-08-01,806.099976,833.950012,806.099976,821.200012,699305,768.130188
2007-08-02,825.200012,851,821,832.299988,478688,778.512817
2007-08-03,836,856,828.799988,850.650024,850182,795.676941
2007-08-06,845,847,819.5,824.900024,801444,771.591125
2007-08-07,847,847,821,824.849976,563428,771.54425
2007-08-08,832,841,825.099976,836.599976,589163,782.535034
2007-08-09,844,869,817,826.849976,817999,773.415161
2007-08-10,810,816,795.5,809.549988,579132,757.233154
2007-08-13,815,836.900024,813.049988,832.700012,299829,778.887085
2007-08-14,843,843,817.150024,823.549988,379821,770.328247
2007-08-16,829.950012,829.950012,780,793.450012,475593,742.173523
2007-08-17,793.799988,793.799988,715,778.650024,1119851,728.329956
2007-08-20,800,815.900024,780.200012,783.75,597448,733.100403
2007-08-21,790,791,761,767.5,278620,717.900696
2007-08-22,765,789,749,765.799988,450403,720.534973
2007-08-23,795,804.049988,760.150024,775.950012,829540,730.085144
2007-08-24,789,802.900024,766.099976,790.049988,922178,743.351624
2007-08-27,804,848,802.25,833.450012,603244,784.186401
2007-08-28,834,838,815.299988,832.5,288653,783.29248
2007-08-29,820,838,810.299988,833.549988,586956,784.280457
2007-08-30,845,849.75,831,836.75,1011839,787.291321
2007-08-31,825,872.900024,825,867.700012,1241719,816.411987
2007-09-03,876.700012,901,875.299988,881.650024,992405,829.537292
2007-09-04,889.950012,898.799988,870,893.299988,1012942,840.498779
2007-09-05,893.5,900,868.099976,873.75,667304,822.104309
2007-09-06,839.700012,883,839.700012,880.650024,496609,828.596558
2007-09-07,884.900024,887.900024,870,873.299988,502100,821.680908
2007-09-10,837,880.900024,837,874.599976,355967,822.904053
2007-09-11,879,881.799988,856,861.150024,408315,810.249146
2007-09-12,869.799988,869.799988,854.599976,859.549988,214247,808.743713
2007-09-13,803.549988,894,803.549988,891.700012,861760,838.993347
2007-09-14,895,904.799988,863.5,866.75,744012,815.518188
2007-09-17,865,880.900024,863.200012,874.950012,645185,823.233521
2007-09-18,876,884,868,875.400024,563911,823.65686
2007-09-19,889,934,889,923.849976,1674682,869.242981
2007-09-20,930,930,907.200012,910.150024,623469,856.352844
2007-09-21,910.200012,935.299988,910.200012,931.400024,979596,876.346802
2007-09-24,931.400024,1001.200012,931.400024,980.75,2204029,922.779846
2007-09-25,980,1001,950.299988,991.150024,1440152,932.565063
2007-09-26,992,1000,955,961.950012,1119400,905.091064
2007-09-27,970.200012,984.799988,956.599976,980.150024,1830731,922.21521
2007-09-28,980.25,1028,971.25,998.75,1945086,939.71582
2007-10-01,1008.799988,1010,978.75,990.150024,1104268,931.624207
2007-10-03,985,1034.699951,960.25,1019.25,1751448,959.00415
2007-10-04,1020,1048,1011,1042.25,1633283,980.644653
2007-10-05,1045,1053.699951,1020,1034.849976,1133901,973.681885
2007-10-08,1051,1051,1001.049988,1025.25,1127200,964.649475
2007-10-09,1023.799988,1114.699951,1010,1105.050049,1828168,1039.732422
2007-10-10,1105,1135,1076,1101.050049,1689843,1035.969238
2007-10-11,1107,1134.050049,1084.25,1119.349976,1250799,1053.187378
2007-10-12,1119.900024,1119.900024,1084,1096.75,921226,1031.923218
2007-10-15,1095,1177.400024,1095,1160.699951,1226522,1092.09314
2007-10-16,1161,1190,1123.099976,1184.699951,1098885,1114.674683
2007-10-17,1075.550049,1224,1075.550049,1174,1412586,1104.607178
2007-10-18,1175,1210,1125,1139.349976,1083966,1072.005127
2007-10-19,1160,1180,1048,1076.599976,826778,1012.964233
2007-10-22,1059.900024,1094.900024,1025,1060.150024,1130497,997.486694
2007-10-23,1061,1116.849976,1061,1102.900024,741072,1037.709717
2007-10-24,1112,1139,1088,1118.449951,653913,1052.340454
2007-10-25,1110,1184.900024,1090,1164.199951,1281290,1095.38623
2007-10-26,1140.099976,1199,1130,1182.199951,469878,1112.32251
2007-10-29,1194.400024,1248,1175.550049,1189.849976,1028027,1119.520142
2007-10-30,1189.849976,1203,1080,1087.400024,2016331,1023.125916
2007-10-31,1090,1128.900024,1045,1073.849976,1649288,1010.376709
2007-11-01,1100,1100,997.049988,1006.549988,1160090,947.054749
2007-11-02,1000,1033,969,1021.200012,1188175,960.838928
2007-11-05,1026.150024,1036.5,970.299988,994.650024,756240,935.858093
2007-11-06,1010,1023.799988,962.799988,972,703916,914.546997
2007-11-07,995,1011.900024,960,999.349976,635218,940.280334
2007-11-08,990,1010,961.25,994.5,413996,935.717041
2007-11-12,972,1001,957.049988,995.5,248565,936.657898
2007-11-13,997.950012,1020,981,1003.049988,310098,943.761719
2007-11-14,1010,1046,1010,1038.25,552730,976.881165
2007-11-15,1037.5,1065.5,1025,1037.150024,400610,975.84613
2007-11-16,1020,1059.900024,1007,1046.949951,439601,985.066833
2007-11-19,1051,1065.400024,1051,1053.800049,174857,991.511841
2007-11-20,1040,1046.699951,995.700012,1007,247351,947.478271
2007-11-21,1016,1016,946,954.25,587625,897.846069
2007-11-22,954,980,940.25,965.25,311782,908.195923
2007-11-23,970,985,939,947.450012,375340,891.44812
2007-11-26,950.099976,973.799988,948.25,951.700012,851961,895.446777
2007-11-27,952,953,931,937.450012,577041,882.039185
2007-11-28,954,972.25,946,967.5,320472,910.312988
2007-11-29,980,1007.5,980,990.099976,544149,931.577087
2007-11-30,1000,1022.799988,996.5,1014.150024,397029,954.205566
2007-12-03,1030,1049,1021.5,1032.849976,275465,971.800171
2007-12-04,1020,1035,973.450012,1027.949951,249538,967.18988
2007-12-05,1012,1044,1012,1034.400024,321097,973.258545
2007-12-06,1040,1064.800049,1035,1040.800049,475761,979.280334
2007-12-07,1050,1056,1004.299988,1041.449951,416819,979.891785
2007-12-10,1059.900024,1059.900024,1034.75,1045.650024,434314,983.843567
2007-12-11,1050,1085,1040,1077.599976,716830,1013.905212
2007-12-12,1080,1098,1058.050049,1073.300049,908702,1009.859375
2007-12-13,1078,1089.800049,1030,1037,425272,975.704834
2007-12-14,1045,1048.949951,1021.099976,1042.349976,380200,980.738708
2007-12-17,1042,1044,1006.75,1012.799988,391237,952.935303
2007-12-18,1000,1042.699951,1000,1020.200012,513208,959.897949
2007-12-19,1037.800049,1042,980,998,338361,939.010132
2007-12-20,1005,1028,981.099976,993.599976,451958,934.870178
2007-12-24,1000,1012.5,982.299988,990.25,622849,931.71814
2007-12-26,994.700012,1007,988.700012,993.099976,915101,934.39978
2007-12-27,999,1014.799988,992.25,995.200012,485165,936.375671
2007-12-28,992,1010,978.5,986.599976,622902,928.283936
2007-12-31,1000,1009.900024,985.099976,994.5,471363,935.717041
2008-01-01,1000,1000,986,991.549988,183163,932.941406
2008-01-02,1005,1009.950012,978.599976,997.049988,351365,938.116272
2008-01-03,999,999,969.950012,973.200012,455664,915.676086
2008-01-04,975,982.5,959,964.150024,798963,907.161011
2008-01-07,952,970,952,963.75,683162,906.784668
2008-01-08,965,970,936,939.799988,644368,884.250183
2008-01-09,944.900024,1055,912.5,924.75,601337,870.089783
2008-01-10,931,941.75,905.049988,909.200012,510754,855.458923
2008-01-11,927,927,888,899.700012,857643,846.520569
2008-01-14,899.700012,909,840,863.450012,698561,812.413208
2008-01-15,873.950012,881.349976,852,871.349976,1000759,819.846191
2008-01-16,868,868,827,847.700012,558884,797.594116
2008-01-17,855,894.900024,842.150024,864.799988,602636,813.68335
2008-01-18,860,865.549988,835.099976,842,444882,792.230957
2008-01-21,824,834.5,755.049988,803.200012,614102,755.724487
2008-01-22,780,840,700,807.049988,949563,759.346802
2008-01-23,835,859,785,826.150024,777635,777.317932
2008-01-24,850,850,761,788.75,1045605,742.128662
2008-01-25,823,845,794,833.700012,563334,784.42157
2008-01-28,775.049988,874,775.049988,864.700012,358055,813.589233
2008-01-29,870,881,816.299988,863,739339,811.989685
2008-01-30,870,870,833,845,462356,795.053772
2008-01-31,843,864.799988,825,850.200012,702863,799.94635
2008-02-01,833.150024,918,826,905.75,425624,852.212891
2008-02-04,920,923.900024,891.200012,897.349976,773011,844.309387
2008-02-05,912,920,869,872.599976,296903,821.022339
2008-02-06,855.099976,860,827,832.25,400676,783.057251
2008-02-07,845,845,790,800,549229,752.713501
2008-02-08,802,814,780.099976,805.75,588532,758.123718
2008-02-11,805.75,850,775,813.349976,467655,765.274475
2008-02-12,815.400024,827,796.25,807.700012,313845,759.958374
2008-02-13,812,824.950012,802.150024,817.25,394845,768.94397
2008-02-14,821.099976,845,820,829.200012,245041,780.187561
2008-02-15,825,829,805,812.450012,658133,764.427734
2008-02-18,830,830,801,806.200012,212449,758.54718
2008-02-19,813,819,805.150024,809.400024,394126,761.557922
2008-02-20,808,808,763,769.700012,750169,724.204529
2008-02-21,777,790,754.450012,763.150024,631746,718.041687
2008-02-22,765,774.799988,750.099976,766.349976,599096,721.05249
2008-02-25,775,805.5,768.25,800.549988,623552,753.231079
2008-02-26,811.299988,816,791,813.299988,349139,765.227478
2008-02-27,815,840,815,832.900024,678206,783.668884
2008-02-28,830,843,816.700012,837.150024,517893,787.667603
2008-02-29,830,875,825,868.200012,1698908,816.882446
2008-03-03,859.700012,909,847.5,872.650024,1827854,821.069336
2008-03-04,875,915,875,904.549988,1388510,851.083801
2008-03-05,907,944.5,902,940.200012,1504357,884.626587
2008-03-07,921.25,938.099976,873.549988,927.849976,1553921,873.006592
2008-03-10,919,938,883,895.049988,1362924,842.145325
2008-03-11,885,892,852,866.650024,846194,815.424011
2008-03-12,876,884.900024,851.099976,857.400024,965824,806.720764
2008-03-13,850,874.900024,806,840.349976,797094,790.678589
2008-03-14,840,849.799988,805,832.700012,652894,783.480774
2008-03-17,810,829.900024,800,806.549988,361660,758.876404
2008-03-18,810,824.849976,805.150024,813.349976,446490,765.274475
2008-03-19,830,836.25,801.599976,822.450012,649083,773.83667
2008-03-24,863.549988,863.549988,790,810.200012,505100,762.310669
2008-03-25,825,863.950012,816,843.849976,747210,793.97168
2008-03-26,850,856,835.049988,845.599976,699173,795.618225
2008-03-27,840.25,848.5,831,838.299988,557454,788.749756
2008-03-28,834.75,855,822,837.799988,519840,788.279236
2008-03-31,840,840,811,827,685949,778.117676
2008-04-01,840,855,807.549988,815.75,454500,767.532654
2008-04-02,829,849,805.5,810.650024,243586,762.734131
2008-04-03,818.849976,819.700012,775,786.900024,760056,740.387939
2008-04-04,790.200012,792,761.150024,764.599976,475666,719.406006
2008-04-07,768,769.900024,738.049988,759.650024,917326,714.748718
2008-04-08,765,765,740.099976,744.650024,550601,700.635193
2008-04-09,745,745,725.099976,733.650024,786701,690.285461
2008-04-10,736,748.849976,730,737.900024,685402,694.28418
2008-04-11,745,747.900024,730.5,739.150024,300751,695.460266
2008-04-15,739.150024,759.900024,727.599976,756.299988,241386,711.596558
2008-04-16,765,765,751.299988,756.099976,393856,711.408264
2008-04-17,761,766.5,753,760.5,282042,715.548279
2008-04-21,750,783.5,725,768.299988,354947,722.887207
2008-04-22,765,769,753.599976,757.849976,283323,713.054871
2008-04-23,757.849976,769.900024,754.25,765.049988,446646,719.829346
2008-04-24,775.799988,777,726.549988,747.049988,2313324,702.893311
2008-04-25,732,754,732,737.950012,856302,694.331177
2008-04-28,737.950012,749,720.200012,722.349976,1017479,679.653381
2008-04-29,720,736.700012,720,731.150024,782363,687.933228
2008-04-30,734.900024,749,730,742.099976,927579,698.235962
2008-05-02,751.099976,791.900024,751.099976,787.900024,1868089,741.328796
2008-05-05,793,809.900024,780.299988,784.400024,1035578,738.035645
2008-05-06,788,788,757.549988,766.700012,814237,721.381897
2008-05-07,770,777.799988,759.049988,775.650024,438190,729.802979
2008-05-08,768.900024,774,761.5,770.549988,593476,725.004333
2008-05-09,766,770.799988,758,764.900024,1618381,719.688232
2008-05-12,764.900024,774.900024,763,770.349976,545987,724.815979
2008-05-13,778,786,769,770.650024,420798,725.098389
2008-05-14,775,799.5,767.049988,797.049988,966247,749.937988
2008-05-15,802.150024,826.900024,800,821.799988,1156629,773.224976
2008-05-16,831.950012,831.950012,816,821.099976,453991,772.566345
2008-05-20,830,835,810,814.650024,1200269,766.49762
2008-05-21,805,816,790,813.25,582101,765.180359
2008-05-22,805,813,790.049988,805.700012,528468,758.076538
2008-05-23,805,812.799988,784.200012,789.599976,585070,742.928345
2008-05-26,780,780.200012,755.5,761.75,610536,716.724426
2008-05-27,780.799988,780.799988,755.299988,764.75,327631,719.547119
2008-05-28,768,790,751.25,777.349976,268473,731.402283
2008-05-29,794.900024,794.900024,757.150024,763,569959,717.900635
2008-05-30,782.5,782.5,757,763.049988,335525,717.94751
2008-06-02,765.5,802,756,787.299988,1431271,740.76416
2008-06-03,770,789.799988,761.549988,782.200012,281241,735.965698
2008-06-04,782.5,789,731,746.549988,638245,702.422852
2008-06-05,743,769.25,733.150024,761.299988,721143,716.301025
2008-06-06,765,773,742.150024,750,413756,705.668945
2008-06-09,751,751,725,738.549988,420913,694.895752
2008-06-10,739.5,748.200012,718,741.5,476415,697.671387
2008-06-11,748,763,729.099976,733.75,367127,690.379517
2008-06-12,720,747,702,736.799988,391035,693.249146
2008-06-13,742,742,718.099976,722.150024,406174,679.465149
2008-06-16,733,736.799988,712.549988,717.049988,627685,674.666626
2008-06-17,715,764.799988,715,755.150024,672708,710.514648
2008-06-18,755,760,737.099976,748.349976,329443,704.116516
2008-06-19,741,762,734.299988,747.049988,293919,702.893311
2008-06-20,747.049988,750,711,728.349976,493682,685.298645
2008-06-23,727,727,681.349976,687.950012,459469,647.286621
2008-06-24,685,699,662.25,676.700012,858990,636.701599
2008-06-25,663,699.900024,638,691.950012,358918,651.050171
2008-06-26,691.950012,718,666.099976,675.900024,1031938,635.948914
2008-06-27,675.900024,675.900024,636,642.75,828051,604.758362
2008-06-30,654.799988,654.799988,610,616.549988,420913,580.106995
2008-07-01,616.549988,620,558.099976,571.5,599023,537.719727
2008-07-02,571.5,590,560,579.200012,769380,544.964539
2008-07-03,577.349976,579.200012,545,548.450012,595922,516.032288
2008-07-04,548,573.75,535,548.799988,402254,516.361511
2008-07-07,555,593.5,549,573.150024,578901,539.272095
2008-07-08,563.900024,576,540.5,569.200012,546872,535.555725
2008-07-09,575.049988,606.900024,575,585.450012,816806,550.845154
2008-07-10,592,596,560,565.549988,697500,532.121399
2008-07-11,571.900024,578.799988,556.099976,564.75,352958,531.368774
2008-07-14,574.700012,584.700012,560.099976,568.5,452879,534.897095
2008-07-15,520.5,561,520.5,549.299988,201590,516.831909
2008-07-16,549,554.849976,540,548.25,443597,515.843994
2008-07-17,560,602.700012,556,599.299988,984968,563.876587
2008-07-18,605,623,588.349976,619.25,772611,582.647278
2008-07-21,625.150024,660,615,647.150024,477052,608.898254
2008-07-22,625.25,625.25,585,587.799988,2570662,553.056274
2008-07-23,601,614.75,592.349976,608,2110064,572.062195
2008-07-24,610,634.799988,610,619.150024,981663,582.553284
2008-07-25,610,623,600.299988,614.400024,747765,578.083984
2008-07-28,615,624,608.099976,610.650024,645262,574.555603
2008-07-29,602,604,559.200012,566.400024,687526,532.921204
2008-07-30,557,595,557,587.849976,769762,553.103271
2008-07-31,592,598.799988,570,575.650024,1262228,541.62439
2008-08-01,564.900024,569.900024,553,562.150024,1437459,528.922424
2008-08-04,562.150024,576,556.299988,572.700012,519499,538.848938
2008-08-05,576,623,572.099976,614,1055990,577.707642
2008-08-06,644,674.900024,627,651.700012,2758125,613.179321
2008-08-07,649,680,647,671.700012,1381632,631.997192
2008-08-08,626.650024,684.049988,626.650024,679.150024,714929,639.006775
2008-08-11,690.900024,725.700012,682,719.25,1498366,676.736511
2008-08-12,709,713.700012,661.299988,679.049988,1840440,638.912598
2008-08-13,679.049988,689.5,658,669.450012,1199346,629.880066
2008-08-14,666,666,643.400024,650.5,907149,616.655884
2008-08-18,651,655,618,640.099976,929834,606.797058
2008-08-19,639.849976,639.849976,601.950012,616.5,1380725,584.424927
2008-08-20,616.5,629.900024,615,625.099976,1028097,592.577332
2008-08-21,625,630,611.5,618.549988,618137,586.368164
2008-08-22,610,634,603.200012,631.5,774964,598.64447
2008-08-25,620,649.799988,615.150024,625.700012,749154,593.146301
2008-08-26,619,641.900024,609.700012,629.450012,933639,596.70105
2008-08-27,630,635,620,626.150024,797421,593.572876
2008-08-28,615,636.650024,611.349976,629.349976,512974,596.606262
2008-08-29,635,661.299988,635,649.599976,1078145,615.802673
2008-09-01,649.599976,649.599976,618.5,633.5,1055043,600.540405
2008-09-02,630.200012,670,630.200012,665.25,747594,630.638428
2008-09-04,658,693.5,645.099976,687.700012,1135093,651.920532
2008-09-05,666,685,653.349976,680.25,787166,644.858032
2008-09-08,685.549988,719.950012,682.299988,694.700012,1293682,658.556335
2008-09-09,690,713.400024,676.400024,708.049988,634813,671.211731
2008-09-10,698,707.900024,688.299988,695.700012,621547,659.504211
2008-09-11,687,702.099976,675,679.349976,694803,644.004883
2008-09-12,682,711.900024,682,703.349976,1442723,666.756165
2008-09-15,655.650024,737.849976,655.650024,720.700012,1213725,683.203674
2008-09-16,700,720.049988,684.049988,695.900024,978686,659.693848
2008-09-17,715,715,681,700.25,1133346,663.817566
2008-09-18,680,734.700012,670,716.900024,1114821,679.601196
2008-09-19,732.5,749.950012,724,741.049988,902217,702.494873
2008-09-22,766,766,710.5,721.299988,1035073,683.772278
2008-09-23,700,726.900024,695.049988,700.900024,899105,664.433716
2008-09-24,698,716.099976,692.400024,702.099976,563169,665.571289
2008-09-25,682.650024,712,682.650024,705.349976,817954,668.652161
2008-09-26,700,703,671.25,684.049988,273558,648.460327
2008-09-29,645.049988,690,645.049988,662.849976,517925,628.363342
2008-09-30,647.599976,701,636.299988,690.200012,739026,654.290405
2008-10-01,695.349976,708,684,700.75,600343,664.291504
2008-10-03,681,715,672.049988,682.849976,757319,647.322754
2008-10-06,665,692,653.400024,659,565467,624.713684
2008-10-07,660.549988,688.700012,619.099976,672.099976,1383819,637.132019
2008-10-08,651,698,627.5,687.849976,2054049,652.062622
2008-10-10,631,689.700012,631,679.700012,899350,644.33667
2008-10-13,676,725.799988,676,723.200012,944838,685.573547
2008-10-14,732,749,711,719.75,945505,682.30304
2008-10-15,705,713,668.25,681.650024,868013,646.185242
2008-10-16,665.900024,685,643.150024,678.799988,706468,643.483459
2008-10-17,684.099976,689,632.299988,640.5,1058321,607.176086
2008-10-20,637,674.799988,625,656.349976,587307,622.201538
2008-10-21,663.799988,690,645.349976,677.450012,825521,642.203735
2008-10-22,660,674,628.549988,648.700012,646436,614.949524
2008-10-23,628,645,587.299988,595.400024,1010127,564.422668
2008-10-24,580,581.5,512,538.25,1557016,510.246002
2008-10-27,525.5,538.400024,475,515.75,719165,488.916626
2008-10-29,556,562,505.299988,542.849976,1216695,514.606689
2008-10-31,561,584,546.700012,563.200012,887142,533.897949
2008-11-03,565.5,619,565.5,602.150024,720327,570.821533
2008-11-04,600,619.700012,583.150024,615.75,648039,583.713806
2008-11-05,639,639,610.099976,615.849976,840170,583.808655
2008-11-06,600,624.400024,582.450012,600.849976,1095004,569.58905
2008-11-07,595,609.75,570,599.450012,995131,568.261963
2008-11-10,600,608,584.549988,595.25,560670,564.280457
2008-11-11,590,590,560.150024,573.400024,1035231,543.567261
2008-11-12,568,569.849976,546.099976,559.25,838328,530.153503
2008-11-14,580,580,530.049988,536.150024,1225305,508.255341
2008-11-17,533,558.799988,520.099976,547.849976,636365,519.346558
2008-11-18,545,568.799988,505.549988,513.25,714020,486.546692
2008-11-19,517,548,504.100006,516.25,707693,489.390656
2008-11-20,506,510,467.799988,491,1049946,465.454346
2008-11-21,486.299988,524.700012,480.149994,509.950012,763903,483.418427
2008-11-24,515.049988,535,495.149994,530.349976,468773,502.757019
2008-11-25,574,574,522.700012,535.150024,890097,507.307281
2008-11-26,539,542.849976,508,531.650024,1145287,503.989349
2008-11-27,536.099976,536.099976,536.099976,536.099976,0,508.207825
2008-11-28,537,548.900024,521,533.549988,872073,505.790588
2008-12-01,540.5,544.900024,482.100006,487.100006,1306878,461.757263
2008-12-02,433,476,433,460,1541283,436.06723
2008-12-03,468,493.899994,445.5,484.899994,1609225,459.671722
2008-12-04,485,494.700012,468.149994,487.850006,1548577,462.468231
2008-12-05,490,496.299988,477.149994,490.649994,1210630,465.122528
2008-12-08,500,524,476.700012,499.100006,2471680,473.132935
2008-12-10,505,524.799988,487.399994,515.799988,1258399,488.964081
2008-12-11,522,528,501,510.700012,1335168,484.129395
2008-12-12,480,513,475.700012,507.049988,956692,480.669281
2008-12-15,515,524,505.600006,508.75,1216799,482.280823
2008-12-16,509,518.900024,491.549988,509.25,1443868,482.754883
2008-12-17,520,520,504.549988,509.75,1261891,483.228821
2008-12-18,478,542.799988,478,536.150024,1192349,508.255341
2008-12-19,528,568.900024,528,549.400024,1641704,520.815979
2008-12-22,555,558.950012,525.400024,528.299988,1211067,500.81369
2008-12-23,527,527,508.200012,513.049988,1076243,486.357117
2008-12-24,524.700012,524.700012,495.700012,502.549988,1403347,476.403381
2008-12-26,502,518.400024,501.399994,510.200012,1064831,483.655396
2008-12-29,519.200012,519.200012,484,499.25,2104976,473.275116
2008-12-30,504.899994,523.950012,497.049988,518.450012,1067188,491.476196
2008-12-31,520.099976,527,506.350006,520.200012,1712863,493.135132
2009-01-02,539,559,534,544.400024,954847,516.076111
2009-01-05,578.900024,578.900024,543.549988,557.049988,906567,528.067932
2009-01-06,552,571.849976,546.349976,561.400024,900915,532.191711
2009-01-07,570,579.700012,551.299988,565.150024,1151237,535.746521
2009-01-09,553,596,550.099976,585.849976,1868205,555.369568
2009-01-12,580.099976,596.75,561.599976,579.349976,1977203,549.207703
2009-01-13,580,595,566,587.5,1241692,556.933655
2009-01-14,583,604,578,595.75,1507556,564.754333
2009-01-15,575,598.200012,542.349976,589.950012,1128362,559.256226
2009-01-16,590.099976,597.900024,581.799988,589.650024,1073629,558.971802
2009-01-19,585.099976,585.099976,567.599976,573.900024,754466,544.041138
2009-01-20,567.900024,567.900024,556.099976,559.599976,451963,530.485229
2009-01-21,556,561.700012,536.150024,539.75,893228,511.66806
2009-01-22,540.450012,550,513.099976,519.400024,1104098,492.37674
2009-01-23,520,525,502.299988,515.200012,866109,488.395233
2009-01-27,512.349976,547,512.349976,537.650024,768922,509.677246
2009-01-28,540,547.950012,511.25,520.549988,1180411,493.466919
2009-01-29,526.200012,555,521.200012,544.450012,2407565,516.123474
2009-01-30,535,578.900024,531,568.299988,1711638,538.732544
2009-02-02,561,588.799988,555,567,1262111,537.500244
2009-02-03,570,594.25,570,583.75,1028765,553.378784
2009-02-04,587.5,606.799988,585.5,602,1544901,570.67926
2009-02-05,585.599976,603.900024,571.400024,577.049988,1405004,547.027344
2009-02-06,579,586.700012,572,577.700012,688414,547.643616
2009-02-09,597.5,598.900024,574.099976,595.200012,543324,564.233093
2009-02-10,590,615.900024,589.299988,608.400024,902011,576.746338
2009-02-11,600,634,597,632.299988,1444048,599.402771
2009-02-12,625,628,607.400024,613.849976,990871,581.912781
2009-02-13,616.299988,637.400024,616.299988,628.799988,748940,596.084961
2009-02-16,625,641,609,622.099976,1571925,589.733459
2009-02-17,617.299988,617.299988,595.599976,602.599976,939119,571.248047
2009-02-18,604,624,593,616.900024,662741,584.804016
2009-02-19,618,637.400024,618,631.799988,1081568,598.928772
2009-02-20,617,635.900024,615.150024,629.5,1142555,596.748535
2009-02-24,617,647.849976,614,641.200012,1298015,607.839661
2009-02-25,647.400024,669.400024,644,663.900024,2076359,629.358826
2009-02-26,632.400024,709.400024,632.400024,690.75,2256838,654.811829
2009-02-27,690,690,659.049988,677.299988,2104027,642.061584
2009-03-02,698.700012,698.700012,657.099976,674.599976,1926425,639.502075
2009-03-03,659,687.599976,659,671.25,1575564,636.326355
2009-03-04,675,688.900024,666.900024,683.299988,1174421,647.749451
2009-03-05,699.799988,699.799988,663.599976,668.25,957093,633.482422
2009-03-06,679,679,643.299988,649.650024,1699918,615.850159
2009-03-09,674.799988,677.299988,640.400024,651.900024,811568,617.983032
2009-03-12,669.950012,697.299988,652.049988,689.75,1840605,653.863831
2009-03-13,697,719.5,688.349976,713.150024,1981774,676.046387
2009-03-16,712.849976,715.950012,688.349976,698.75,1590378,662.395569
2009-03-17,708.700012,715,692,709.75,1889619,672.82312
2009-03-18,715.150024,728,709,717.599976,1994396,680.264832
2009-03-19,721,744,716,730.900024,1334739,692.872864
2009-03-20,735,735,708.25,710.950012,608120,673.960815
2009-03-23,719,737.700012,717.099976,733.099976,523613,694.958252
2009-03-24,738,756,717.650024,734.049988,3057474,695.859009
2009-03-25,733,753.799988,723.25,733.900024,1355965,695.716797
2009-03-26,745,799,734.200012,770.150024,2063956,730.08075
2009-03-27,770,774.650024,751.200012,768.5,997416,728.516541
