Date,Open,High,Low,Close,Volume,Adjusted,Diff,RSI,Typical Price,MF,MFI,EMA,SO,EMA12,EMA26,MACD,Signal Line
2018-05-09,8795.0,8795.0,8705.0,8718.349609,314057.0,8718.349609,-56.85058599999866,49.92073753855568,8739.449869666667,2744685407.7179046,41.290960277699924,19397.459767772823,0.17263197928994314,21881.109257656888,39373.51357325219,-17492.4043155953,-35959.827069825114
2018-05-10,8758.0,8758.0,8690.0,8704.950195,298598.0,8704.950195,-13.399414000001345,50.05226671635509,8717.650065,2603072874.10887,41.13946083010029,19352.446146498885,0.13298874260354865,21814.9470482305,39313.57185653972,-17498.624808309218,-36056.97836925784
2018-05-11,8738.0,8765.0,8702.05,8750.299805,264405.0,8750.299805,45.349610000001114,50.09021735544436,8739.116601666667,2310666125.063675,38.14328725691101,19322.46277175683,0.6176457250342005,21764.621761547587,39266.221624356134,-17501.599862808547,-36133.28385426131
2018-05-14,8751.0,8760.0,8688.1,8707.0,276620.0,8707.0,-43.29980500000056,50.016511110350756,8718.366666666667,2411674587.3333335,40.867998208905156,19305.355321568124,0.32147742818057295,21723.243857713893,39193.38602491237,-17470.142167198475,-36184.39567549217
2018-05-15,8725.0,8750.35,8639.0,8726.599609,506107.0,8726.599609,19.599609000000786,50.09862888304642,8705.316536333334,4405821636.254054,39.92550507570079,19290.670071751232,0.5239211064593325,21687.328538151014,39115.09698787797,-17427.76844972696,-36206.774614888905
2018-05-16,8675.0,8733.45,8675.0,8695.599609,288597.0,8695.599609,-31.0,50.19633635842932,8701.349869666667,2511183468.336191,41.07559420540665,19277.884298233606,0.3385144078947401,21668.78826953075,39018.76240110348,-17349.97413157273,-36187.1806348217
2018-05-17,8725.0,8766.45,8661.2,8697.5,379596.0,8697.5,1.9003909999992172,50.09495432935483,8708.383333333333,3305667479.8,39.02485378409497,19265.00986525887,0.375,21646.918426421213,38926.77017382209,-17279.85174740088,-36136.86863640298
nan,8697.5,8779.625330431645,8672.474939431646,8694.03343629837,264405.0,nan,-3.4665637016296387,50.13156676315904,8715.377902053888,2304389494.1925583,50.563288773156074,19264.303647859644,0.39134796077951906,21635.929019773357,38830.880090693354,-17194.951070919997,-36057.80722677054
nan,8694.03343629837,8747.749606099522,8640.599215099523,8689.09489107132,264405.0,nan,-4.938545227050781,50.10769441427131,8692.481237423455,2298335501.580949,50.530098124531406,19252.144866505296,0.35622949946183136,21622.37964971063,38749.20416906802,-17126.82451935739,-35959.98953418017
nan,8689.09489107132,8742.785481557297,8635.635090557298,8675.368787288666,264405.0,nan,-13.726103782653809,50.13252689871838,8684.59645313442,2296250725.191006,55.578524685556886,19231.516763599295,0.2759471528489796,21617.65337748178,38677.234463672845,-17059.581086191065,-35849.03453429852
nan,8675.368787288666,8729.085985878823,8621.935594878823,8648.436461925507,264405.0,nan,-26.93232536315918,50.13926728408603,8666.486014227718,2291462234.59188,55.67236453905308,19212.71383476221,0.16805702003226541,21595.643339095397,38584.77640715385,-16989.13306805845,-35724.105167256625
nan,8648.436461925507,8702.160882864939,8595.01049186494,8616.523749828339,264405.0,nan,-31.91271209716797,50.15898963798408,8637.898374852739,2283903519.8029385,57.81787083538672,19187.65724970105,0.11653049197140192,21560.94055806806,38497.04901298779,-16936.108454919726,-35592.28417706288
nan,8616.523749828339,8670.269303347088,8563.118912347089,8536.475181102753,264405.0,nan,-80.04856872558594,50.197681193373775,8589.954465598976,2271226910.476697,58.54811105416342,19132.47502023585,-0.12306208508761232,21514.026294521067,38399.2629390765,-16885.236644555433,-35459.711946154086
nan,8536.475181102753,8590.262192774386,8483.111801774387,8438.795920848846,264405.0,nan,-97.67926025390625,50.221920836163825,8504.056638465872,2248515095.493569,58.31833818769416,19058.087837084575,-0.14945652269635581,21444.457381574517,38288.78707327792,-16844.329691703402,-35331.10615941981
