"Date","BANKINDIA.NS.Open","BANKINDIA.NS.High","BANKINDIA.NS.Low","BANKINDIA.NS.Close","BANKINDIA.NS.Volume","BANKINDIA.NS.Adjusted"
2007-07-25,260.5,264.200012,253.600006,255.949997,2211622,211.677155
2007-07-26,257.899994,265.5,256.100006,263.549988,2600889,217.96254
2007-07-27,252.050003,260,251.050003,253.550003,1467173,209.692276
2007-07-30,253,268.399994,247.699997,259.600006,2980195,214.695801
2007-07-31,260.600006,265.799988,248.100006,258.299988,4050718,213.620651
2007-08-01,250,255.300003,237.600006,239.399994,2430588,197.989899
2007-08-02,239,248.199997,234.050003,242.550003,1799608,200.595001
2007-08-03,242.550003,249.550003,242.550003,245.550003,930397,203.07608
2007-08-06,236.25,244.5,233.699997,241.600006,910720,199.809341
2007-08-07,246.949997,250.949997,244.100006,245.300003,1103251,202.869324
2007-08-08,258,259.299988,249.199997,252.350006,2189244,208.699875
2007-08-09,256,259.700012,244.100006,245.550003,1212041,203.07608
2007-08-10,240,240.899994,232,239.449997,1220403,198.031235
2007-08-13,242,247.350006,241.100006,242.350006,1066330,200.429626
2007-08-14,243.699997,254,242,251.600006,2039885,208.079605
2007-08-16,245,247,225.300003,227.149994,2677310,187.858826
2007-08-17,228,234,222.550003,229.5,1864053,189.802338
2007-08-20,231,242,231,235.899994,912675,195.095291
2007-08-21,238.899994,238.899994,220.149994,222,1485868,183.59964
2007-08-22,225,229,205.550003,217.25,6708219,179.671265
2007-08-23,239.800003,239.800003,215,218.649994,2587932,180.829117
2007-08-24,220,224.399994,214.199997,223.050003,1626301,184.468033
2007-08-27,227,233.550003,224.100006,232.350006,1197134,192.159363
2007-08-28,234.100006,237.800003,230,233.899994,1174635,193.441254
2007-08-29,226,238.899994,225.550003,237.199997,1500761,196.170395
2007-08-30,239.949997,244.350006,234.800003,238.550003,1583544,197.286911
2007-08-31,241,247,238.050003,245.800003,1125682,203.282837
2007-09-03,246.25,250.399994,244,248.449997,869019,205.474457
2007-09-04,252,252,244.800003,247.5,563144,204.688797
2007-09-05,248.149994,249.699997,240.5,242,928338,200.140152
2007-09-06,243,250.699997,238.25,249.600006,825285,206.425522
2007-09-07,250,254.350006,247.100006,249.050003,2208888,205.970673
2007-09-10,247,252.149994,243,250.649994,1032677,207.2939
2007-09-11,252.149994,254,246.25,248.449997,835667,205.474457
2007-09-12,249.149994,252.25,248.550003,249.550003,826546,206.384201
2007-09-13,248.050003,254.300003,248.050003,250.300003,975442,207.004456
2007-09-14,252.600006,254.899994,239.75,241.399994,2509455,199.643936
2007-09-17,241.300003,246.899994,241,243.649994,642463,201.504745
2007-09-18,245,250.899994,240.600006,249.399994,1133530,206.260132
2007-09-19,251.699997,262.5,251.699997,258.799988,1729148,214.03418
2007-09-20,262.049988,263,255.149994,257.049988,809826,212.586884
2007-09-21,259,262.75,255.350006,259.600006,559357,214.695801
2007-09-24,262.399994,265.899994,259.149994,263.75,1259503,218.12793
2007-09-25,264.100006,265.799988,254,262.899994,1149619,217.424973
2007-09-26,263.850006,267,259,261.649994,847868,216.391174
2007-09-27,265,268,258.25,259.850006,690920,214.902542
2007-09-28,262.899994,280.600006,258,276.899994,1827095,229.003311
2007-10-01,282,283.5,274.100006,278.5,1545288,230.326569
2007-10-03,280,291,266.299988,275.399994,2824886,227.762772
2007-10-04,273,282.5,269,276.200012,1826294,228.424423
2007-10-05,281,285,271.600006,275,1555770,227.431992
2007-10-08,260,279,255.399994,259.549988,512577,214.654434
2007-10-09,260,282.25,255,278.950012,1171291,230.698776
2007-10-10,279.799988,301.5,278.950012,297.100006,2416425,245.709229
2007-10-11,299,319.899994,297.5,309.950012,1129776,256.336517
2007-10-12,307.899994,324.899994,302.5,312.100006,2688210,258.114624
2007-10-15,313,334.899994,312,326.649994,931168,270.147858
2007-10-16,329,333,316.100006,319.950012,1261476,264.606812
2007-10-17,311,317.600006,276.600006,299.149994,1720044,247.404648
2007-10-18,304,309,272.049988,277.450012,1698732,229.458221
2007-10-19,278.25,280,249.100006,255.25,3178491,211.098221
2007-10-22,252,263.799988,242,256.399994,1190596,212.049286
2007-10-23,271.399994,320,265,313.950012,3639815,259.644653
2007-10-24,320,323,296.299988,302.399994,3378720,250.092484
2007-10-25,302.399994,305,292.149994,294.950012,2642481,243.931152
2007-10-26,295,315,294,307.299988,1828821,254.144867
2007-10-29,312,320,309.25,315.799988,2431620,261.174591
2007-10-30,319.899994,388.200012,316.5,372.450012,8612511,308.025635
2007-10-31,372.450012,375,355.25,357.25,3230228,295.454803
2007-11-01,375,416,362,377.200012,6132808,311.953979
2007-11-02,379,401.100006,356,378.399994,4577011,312.94635
2007-11-05,389.799988,396.100006,377,382.649994,2838793,316.461243
2007-11-06,387.799988,391.799988,362.049988,366.75,1175885,303.311615
2007-11-07,371.5,380,361.25,372.399994,1041664,307.984253
2007-11-08,373,373,355.600006,363.399994,1598558,300.541016
2007-11-12,374.899994,374.899994,338.100006,344.100006,3468680,284.579468
2007-11-13,345.700012,365,340.350006,361.100006,1689565,298.638885
2007-11-14,370,382.5,365,370.25,2186326,306.206146
2007-11-15,375.5,377.149994,370.100006,372.25,662281,307.860168
2007-11-16,368,378,362.299988,371.100006,1086529,306.909149
2007-11-19,373.5,385.899994,372.100006,376.399994,1702514,311.292389
2007-11-20,370,392,360,364.950012,1910047,301.822937
2007-11-21,365,369.700012,341.200012,346.700012,1105908,286.729675
2007-11-22,341,355,320,334.5,1753044,276.640015
2007-11-23,342,345,323.100006,335.149994,1256535,277.177582
2007-11-26,345,347.600006,337.25,338.799988,1230560,280.196198
2007-11-27,342.899994,343.5,334.25,340.799988,770951,281.850311
2007-11-28,347,351.950012,335.200012,337.25,817058,278.914307
2007-11-29,343,347,325,329.25,1190955,272.298126
2007-11-30,332,354.399994,330,350.75,1088412,290.079132
2007-12-03,355,362.899994,353,354.899994,1052379,293.511322
2007-12-04,356,359,346.5,350.100006,1206021,289.541565
2007-12-05,355,365,350.049988,362,1494585,299.383209
2007-12-06,365.700012,369.899994,353.049988,356.850006,773979,295.124054
2007-12-07,365.700012,368.899994,350,357.649994,630836,295.785645
2007-12-10,359.649994,361.899994,352.5,357.049988,1111733,295.289368
2007-12-11,356,366,356,362.149994,1366176,299.507263
2007-12-12,340.25,377,340.25,371.200012,1094830,306.991852
2007-12-13,378.200012,381.049988,370.299988,371.950012,988931,307.612091
2007-12-14,373,379,369,371.950012,749243,307.612091
2007-12-17,370.100006,372.899994,351,358.200012,930979,296.24054
2007-12-18,358,359.899994,337,353.049988,1024824,291.981323
2007-12-19,356,359.700012,344,348.75,443940,288.42514
2007-12-20,358.399994,369.899994,346,351.899994,717379,291.030243
2007-12-24,357,360,355,357.350006,263861,295.537537
2007-12-26,361.700012,372.649994,358.5,368.049988,919016,304.386719
2007-12-27,371.649994,375.5,356,359.25,1174640,297.108887
2007-12-28,358,369.850006,357,365.450012,569172,302.23645
2007-12-31,366,373,364.5,365.700012,263057,302.443207
2008-01-01,310,376.399994,310,373.850006,443082,309.183472
2008-01-02,401,401,374,383.450012,1298871,317.122894
2008-01-03,384,390,378.5,386.649994,1388937,319.769409
2008-01-04,388,392,378.75,380.5,485802,314.683167
2008-01-07,350,380.5,350,372.850006,1053950,308.356415
2008-01-08,383,383,369.049988,375.350006,1680389,310.423981
2008-01-09,369,404.399994,369,400.25,3588842,331.016937
2008-01-10,405,409.950012,392.299988,397.899994,3291876,329.073364
2008-01-11,397,418.899994,392,412.5,2977737,341.147949
2008-01-14,416.799988,436,416.799988,426.700012,2031594,352.891724
2008-01-15,430,442.450012,418.149994,435.5,2379241,360.169586
2008-01-16,436,458.799988,424,446.700012,3698519,369.43222
2008-01-17,455.549988,465,440.600006,448,3930244,370.507385
2008-01-18,448,448,399.149994,404.799988,2345761,334.779877
2008-01-21,408,408,325,380.549988,1477436,314.724487
2008-01-22,355,399,305.100006,390.299988,1523466,322.788025
2008-01-23,412.399994,420,390.049988,405.299988,1211612,335.193451
2008-01-24,419.899994,425,348.25,364.950012,2271199,301.822937
2008-01-25,366,404,366,395.850006,2952331,327.37796
2008-01-28,390,416.5,375,410.350006,1505581,339.369873
2008-01-29,415,419.799988,376,381.350006,1877348,315.3862
2008-01-30,385,388.899994,364.200012,368.299988,1694080,304.593475
2008-01-31,374.950012,377,347,352.850006,2321404,291.815918
2008-02-01,363.399994,373,352.100006,361.649994,1455071,299.093719
2008-02-04,371.799988,386.950012,370.5,376.25,1201407,311.168335
2008-02-05,375,384.399994,369,375.450012,885239,310.506714
2008-02-06,369.799988,369.799988,335.5,362.799988,564169,300.04483
2008-02-07,366.399994,374.5,359,360.549988,996601,298.18399
2008-02-08,362,366,350,353.899994,744551,292.684235
2008-02-11,350,369,339.950012,359.5,1312380,297.315613
2008-02-12,362.100006,370,341.649994,345.25,813188,285.530518
2008-02-13,354,371,348.5,366.5,1068891,303.104797
2008-02-14,368,384,368,375.049988,1198157,310.175873
2008-02-15,370,379.5,363.100006,376.450012,1062808,311.33371
2008-02-18,378.899994,380.75,370.299988,373.100006,847269,308.563141
2008-02-19,374.299988,379,372.399994,374.649994,970382,309.845093
2008-02-20,365.149994,370.100006,351.100006,358.950012,1020764,296.860779
2008-02-21,365,368.899994,348,354.149994,1122291,292.891052
2008-02-22,341,354,340.200012,347.399994,1611312,287.308594
2008-02-25,350,350,327,340.75,1959289,281.808868
2008-02-26,346,358.5,344.25,357.299988,1072126,295.496155
2008-02-27,363.799988,368.399994,349,353.850006,1867152,292.642975
2008-02-28,355.899994,355.899994,344,350,965114,289.458893
2008-02-29,349,364.799988,333,359.149994,4073158,297.026184
2008-03-03,352,352,325.25,330.399994,3001558,273.249207
2008-03-04,328,337,307,309.75,1943540,256.171112
2008-03-05,312,314,281.200012,285.600006,7316807,236.198456
2008-03-07,285,285,252.149994,271.100006,3460691,224.206604
2008-03-10,262.049988,273.399994,248,266.950012,6803253,220.774399
2008-03-11,264,284,260,269.100006,4526557,222.552536
2008-03-12,275,292.75,275,282.549988,4411165,233.67601
2008-03-13,256.299988,278,256.299988,266.549988,1405498,220.443604
2008-03-14,266.600006,284,265.25,280.25,1781703,231.773865
2008-03-17,270.799988,276,253.050003,258.25,2276287,213.579315
2008-03-18,251,263.5,248,253.25,1649765,209.444183
2008-03-19,263.100006,273.350006,234,238.100006,1883479,196.914749
2008-03-24,245,248,231.149994,244.75,1037176,202.414474
2008-03-25,254,267,251,263.200012,2102362,217.673111
2008-03-26,268.799988,274,262.200012,267.25,2113797,221.022537
2008-03-27,265.5,270,256.700012,262.899994,1502773,217.424973
2008-03-28,262,275.799988,255.5,273.25,1613715,225.984695
2008-03-31,271,271,249.100006,253.25,1465289,209.444183
2008-04-01,259.899994,267.5,253.100006,264.100006,2039788,218.417404
2008-04-02,274.299988,290.799988,273,281.850006,2656083,233.097122
2008-04-03,281,289,277.200012,283.100006,1948912,234.13089
2008-04-04,285,285,273.100006,275.25,1075985,227.638733
2008-04-07,280,299,271.200012,294.799988,1571113,243.807083
2008-04-08,295,304.75,289.049988,298.299988,2736650,246.701645
2008-04-09,296,312,294.5,309.350006,1656910,255.840332
2008-04-10,310,315.950012,308.100006,310.850006,1749491,257.080872
2008-04-11,314.799988,315.649994,300.5,305.350006,1512526,252.532227
2008-04-15,299,308.450012,291.649994,304.299988,1370156,251.663788
2008-04-16,307,313.5,299.100006,300.950012,1148004,248.893341
2008-04-17,302.299988,324.75,302.299988,321.149994,2287329,265.599213
2008-04-21,318.100006,344,318.100006,334.75,2210769,276.846802
2008-04-22,335,338.5,326.549988,332.5,1033526,274.985901
2008-04-23,330,335.549988,328.049988,333.049988,845132,275.440796
2008-04-24,335,351.5,334,342.450012,3262052,283.214874
2008-04-25,341.850006,343,335,338.700012,1138025,280.113495
2008-04-28,346,346,330.600006,333.450012,574693,275.771576
2008-04-29,333,342.5,327.600006,333.299988,2726910,275.647552
2008-04-30,339,350,335.299988,342.299988,3290682,283.09079
2008-05-02,354,368,350,360.649994,2985937,298.266693
2008-05-05,361,365.899994,360,362.649994,893187,299.920807
2008-05-06,355,363.5,348.549988,353.149994,784815,292.064026
2008-05-07,352,355,336.25,338.049988,1957718,279.575928
2008-05-08,338,338.049988,322,324.350006,1513130,268.245697
2008-05-09,326.399994,334,317,326.700012,1368769,270.189209
2008-05-12,320,329.950012,316,324.75,988654,268.576477
2008-05-13,326,338,317.5,322,1731503,266.302185
2008-05-14,317,328.850006,312,326.450012,578494,269.982483
2008-05-15,331.950012,342.700012,328.049988,339.799988,619830,281.023224
2008-05-16,342,362,342,359.200012,2753851,297.067535
2008-05-20,355,359.200012,334.100006,339.649994,2140993,280.89917
2008-05-21,330,342.399994,329.149994,331.299988,1736699,273.99353
2008-05-22,327,339,321.149994,325.350006,1900069,269.072723
2008-05-23,330,334,323.200012,325.299988,1534690,269.031342
2008-05-26,320,327.649994,315,320.850006,1378557,265.351105
2008-05-27,325,328,302.549988,304.75,1582930,252.035995
2008-05-28,306,308,290.149994,301.850006,2999992,249.637634
2008-05-29,308,310.899994,284,288,2447857,238.183304
2008-05-30,297.649994,298,288,294.850006,1114982,243.848434
2008-06-02,295.700012,307,283.25,286.950012,2213177,237.314957
2008-06-03,284,295.899994,272.5,293.700012,1956506,242.897339
2008-06-04,293,295.399994,262.149994,269.799988,1280543,223.131439
2008-06-05,269.850006,275.399994,251.050003,256.549988,3734098,212.17337
2008-06-06,262.799988,273.899994,258,263.049988,2743077,217.549042
2008-06-09,260,260,242.25,256.049988,1378491,211.759842
2008-06-10,255,262,243.5,253,2635475,209.237427
2008-06-11,255,272.899994,253,267.5,4185514,221.229294
2008-06-12,260,270.799988,250.75,269.149994,2921418,222.593872
2008-06-13,271.5,272.899994,262.049988,268.399994,2187124,221.973618
2008-06-16,270,279.799988,268.700012,271.600006,1126052,224.620117
2008-06-17,271.399994,290.950012,269.5,288.5,2810538,238.596832
2008-06-18,290.5,294.299988,278,281.200012,1739224,232.55954
2008-06-19,275,277,263.299988,267.75,967165,221.436035
2008-06-20,270.100006,272,240.300003,247.350006,3304745,204.564728
2008-06-23,251,251,222,224.199997,3939952,185.419113
2008-06-24,230,233.449997,209,217,4866976,179.464508
2008-06-25,220,240,206.149994,236.449997,4742261,195.55014
2008-06-26,240,250,231.350006,247.25,5441032,204.48204
2008-06-27,238,238,223,225.100006,2842315,186.163422
2008-06-30,224.899994,234.449997,213,217.100006,2824905,179.547211
2008-07-01,218.5,222.899994,189.350006,197.899994,2467475,163.66832
2008-07-02,190,229.800003,190,223.149994,4094971,184.55069
2008-07-03,223,239.199997,209.199997,224.199997,5500381,188.803421
2008-07-04,225.5,234.100006,220.100006,231.050003,2835422,194.571945
2008-07-07,233,248.449997,233,238,2161493,200.424683
2008-07-08,237,244.949997,225.100006,239.800003,2936859,201.940521
2008-07-09,244,257,244,254.449997,2562009,214.277573
2008-07-10,251.5,261,246.199997,257.100006,3040920,216.509186
2008-07-11,259,264,240.050003,247.5,2461423,208.424835
2008-07-14,244,254.399994,241,244.399994,2501090,205.814255
2008-07-15,238,242,228.649994,230.699997,1820154,194.277222
2008-07-16,237.800003,237.800003,219.300003,227.25,2605400,191.371887
2008-07-17,235,245,232.5,243.449997,2631694,205.014236
2008-07-18,248.399994,261,243,257.350006,2237539,216.719727
2008-07-21,262.149994,279,255.600006,272.5,2218957,229.477829
2008-07-22,275,284.5,273,280.049988,3218534,235.835861
2008-07-23,289.899994,304.350006,288.200012,293.049988,2849173,246.783417
2008-07-24,296,296,276.399994,280.950012,1920034,236.59375
2008-07-25,282,289,266.700012,285.399994,1740491,240.341202
2008-07-28,285,297.450012,280.049988,294.950012,3545692,248.383469
2008-07-29,294.950012,294.950012,253.300003,258,5598656,217.26709
2008-07-30,264.950012,273.399994,259.899994,271.600006,3035499,228.71994
2008-07-31,272.899994,275,263.100006,272.600006,2484923,229.562088
2008-08-01,269,291.600006,262.600006,288.350006,2460492,242.825455
2008-08-04,295.549988,295.549988,282,289.600006,1927539,243.878113
2008-08-05,269,309.399994,269,307.75,3537107,259.162598
2008-08-06,312,312,299.049988,299.049988,5016337,251.836151
2008-08-07,297.100006,308.450012,290.549988,294.399994,3768626,247.920273
2008-08-08,276,299.399994,276,290,3591049,244.214981
2008-08-11,297.600006,306.799988,295,303.399994,2242394,255.499329
2008-08-12,303,306.100006,289.450012,291.399994,2554871,245.393921
2008-08-13,298.700012,298.700012,279.100006,282.25,3095364,237.688538
2008-08-14,288,288,264.950012,267.600006,2519372,225.351456
2008-08-18,270,271.850006,257.399994,260.700012,3821158,219.540833
2008-08-19,257,263,251.100006,258.100006,2237823,217.351318
2008-08-20,260.299988,265,255.5,260.799988,2379207,219.625015
2008-08-21,260,260,251.100006,252.5,1819580,212.635437
2008-08-22,250,260,248,258,2540293,217.26709
2008-08-25,261.100006,267.299988,258.649994,260,1441922,218.95134
2008-08-26,256.600006,261.299988,255.100006,258.399994,2358293,217.603943
2008-08-27,259.600006,261.5,251.699997,252.600006,1184874,212.71965
2008-08-28,252.600006,256.700012,249.899994,251.399994,3326264,211.709076
2008-08-29,254.949997,269.700012,254.5,267.600006,3132885,225.351456
2008-09-01,265,274.899994,259.399994,272.600006,2412131,229.562088
2008-09-02,275,289,273.100006,285.350006,3878504,240.299118
2008-09-04,283,298.850006,277.5,294.149994,3844000,247.709702
2008-09-05,288.200012,291.850006,280,284.399994,2753165,239.499084
2008-09-08,290,299.950012,290,292.950012,2599029,246.699219
2008-09-09,289,291.899994,281.549988,286.600006,2309323,241.351761
2008-09-10,285,297,282,291.850006,3339284,245.772888
2008-09-11,290,294.850006,283.649994,288.049988,3241290,242.572815
2008-09-12,290,293.399994,283.5,285.649994,1779237,240.551727
2008-09-15,280.299988,280.299988,264.600006,274.5,2252937,231.162094
2008-09-16,267.600006,292,265.600006,290.149994,3054643,244.341278
2008-09-17,292,297,275.049988,278.850006,4730125,234.825317
2008-09-18,274.700012,283.399994,262.100006,281.450012,4051936,237.014832
2008-09-19,287,294,277.600006,283.450012,4215561,238.699066
2008-09-22,282.549988,294,282.049988,290.149994,3618164,244.341278
2008-09-23,285.100006,289.950012,278.299988,283.100006,2059061,238.404327
2008-09-24,272,289.700012,272,282.399994,1615495,237.814835
2008-09-25,282,285.950012,278.649994,282.350006,1979428,237.772781
2008-09-26,282,286.600006,274.5,276.200012,1739305,232.593719
2008-09-29,276.600006,276.600006,263.200012,270.950012,2228927,228.172546
2008-09-30,262,289.399994,260,285.25,3178926,240.214874
2008-10-01,287.75,294.950012,279.350006,290.299988,1983432,244.46759
2008-10-03,287.299988,294.799988,283.549988,288.25,2489238,242.741226
2008-10-06,284,286.850006,264.5,271.350006,2769852,228.50943
2008-10-07,275,286.5,267.549988,281.649994,2518075,237.183228
2008-10-08,272,276.950012,250.550003,271.350006,2961678,228.50943
2008-10-10,260,274.5,246.25,262.600006,3586478,221.140869
2008-10-13,264.25,281,263,278.049988,1365479,234.151566
2008-10-14,288,305,285,294.149994,3600639,247.709702
2008-10-15,290,293,284.600006,288.950012,2145618,243.330765
2008-10-16,280.600006,302.799988,272.25,295.200012,4487259,248.593948
2008-10-17,298,309.399994,289.200012,299.649994,3690317,252.341446
2008-10-20,302.5,312.799988,286.200012,295.899994,3087769,249.183456
2008-10-21,299.549988,304.899994,284.149994,288.350006,3063381,242.825455
2008-10-22,280,291.899994,268.5,270.350006,6071167,227.667313
2008-10-23,266,268.5,254,256.5,4928588,216.003906
2008-10-24,253.899994,256,204.300003,227.399994,6190434,191.498215
2008-10-27,222,225,195,205.800003,3756884,173.308426
2008-10-29,237.699997,237.699997,210.100006,222.399994,3406395,187.287613
2008-10-31,226.649994,245,226.649994,240.800003,2924420,202.782623
2008-11-03,260,260.850006,239.149994,246.899994,4216629,207.91954
2008-11-04,249,281.399994,242,275.649994,4095659,232.130493
2008-11-05,281.100006,292.899994,270,278.450012,3799869,234.48848
2008-11-06,262.049988,273.899994,251,257.850006,5893207,217.140793
2008-11-07,257.850006,276,257.850006,270.799988,1624869,228.046249
2008-11-10,278.100006,284.100006,272.600006,282.600006,1637101,237.983276
2008-11-11,271,281.899994,269.200012,275.649994,2836541,232.130493
2008-11-12,272,278.799988,265.200012,273.149994,2452837,230.025238
2008-11-14,279.950012,283,270.649994,276.899994,2311736,233.183167
2008-11-17,277.25,280,250,259.100006,1748274,218.193436
2008-11-18,258,260.799988,244,250.449997,2972965,210.909073
2008-11-19,249.949997,259.899994,245.149994,249.300003,1565169,209.940643
2008-11-20,244,247.800003,228.300003,247.5,2620110,208.424835
2008-11-21,243.149994,267.799988,235.199997,249.949997,1685677,210.488037
2008-11-24,250,255.300003,233.350006,237.399994,2961880,199.919418
2008-11-25,240,247,231,233.5,2093677,196.635147
2008-11-26,234,243.699997,223.5,241.850006,2409364,203.66687
2008-11-28,241,254,232,250.75,2677026,211.161713
2008-12-01,245.149994,258.899994,238.25,241.25,1482852,203.16156
2008-12-02,236,242.899994,228.100006,241.199997,2538416,203.119476
2008-12-03,245,246.949997,238.75,244.149994,2720563,205.603714
2008-12-04,246,251.75,241.149994,249.850006,4469890,210.403824
2008-12-05,250,254.899994,241.399994,246.149994,3571950,207.287964
2008-12-08,249,255.899994,245.199997,247.649994,2866749,208.551147
2008-12-10,250,252,245,250.25,2330372,210.740692
2008-12-11,246.649994,265,246.649994,262.299988,2589476,220.888214
2008-12-12,250.199997,272,250.199997,269.350006,2219019,226.825134
2008-12-15,274,280.350006,266,269.049988,1316025,226.57251
2008-12-16,268.5,278.799988,265,276,1237893,232.425262
2008-12-17,277.649994,283.799988,271.200012,273.899994,1836373,230.656799
2008-12-18,271.350006,288.5,271.350006,287.5,1805307,242.109665
2008-12-19,287,296.049988,284.200012,292,1499172,245.899216
2008-12-22,290.049988,310.5,290,299.399994,2983526,252.130875
2008-12-23,299,299,281.299988,283.149994,1259770,238.446426
2008-12-24,281.049988,289.399994,277.950012,284.950012,1513247,239.962265
2008-12-26,286.700012,292.700012,277,279.049988,1046709,234.993698
2008-12-29,278,291,270.899994,289.450012,1230994,243.751816
2008-12-30,293,297.799988,285.549988,293.899994,1380382,247.499207
2008-12-31,295.149994,297.700012,286,287.049988,1308003,241.730698
2009-01-02,288,302,287.5,296.25,2005900,249.478195
2009-01-05,300,305.350006,296.200012,302.649994,2037624,254.867798
2009-01-06,302,309,296.299988,301.649994,1776080,254.025711
2009-01-07,302.549988,304.799988,279.5,282.700012,1823185,238.067505
2009-01-09,283.100006,287.5,275.25,279.299988,1941677,235.204239
2009-01-12,282,284,258,263.950012,2163324,222.27771
2009-01-13,266,266,245.149994,251.800003,2720711,212.045944
2009-01-14,254.5,263.600006,253,260.049988,1821878,218.993439
2009-01-15,250,255,242,245.449997,2091396,206.698471
2009-01-16,248,254.899994,240,254.100006,1038698,213.982819
2009-01-19,255,260,251.550003,255.899994,900835,215.498642
2009-01-20,252.550003,258.5,247,250.75,1115610,211.161713
2009-01-21,249.899994,249.899994,239.199997,240.149994,2376344,202.235245
2009-01-22,242,251.699997,242,245.949997,3710423,207.119537
2009-01-23,244,249.399994,227.899994,230.5,2455243,194.10878
2009-01-27,234.899994,238.5,224.149994,232.899994,2808231,196.129883
2009-01-28,237,241.399994,227.600006,240,1824654,202.108932
2009-01-29,240,244.899994,238,240.800003,1609924,202.782623
2009-01-30,236,250,235,249.25,1627837,209.898544
2009-02-02,248,258.899994,237.199997,239,2344138,201.266815
2009-02-03,241.25,244.699997,233,238.550003,1751465,200.887848
2009-02-04,240,244.800003,239.100006,241.300003,838462,203.20369
2009-02-05,242.25,243.899994,235.550003,238.800003,908029,201.098389
2009-02-06,242,248.5,240.600006,244.699997,1166553,206.066864
2009-02-09,245,252.699997,245,250.649994,1189593,211.077515
2009-02-10,251.100006,257.700012,248.5,254.350006,783811,214.193344
2009-02-11,247.300003,252.800003,245.300003,249.75,841182,210.319626
2009-02-12,250,256.899994,248.600006,250.199997,1170930,210.698547
2009-02-13,249.899994,255.949997,249.899994,251.899994,832695,212.130188
2009-02-16,252.5,253.75,235.600006,237.149994,1264436,199.708878
2009-02-17,236.449997,236.449997,219.149994,220.550003,2009910,185.729691
2009-02-18,218,224.300003,206.649994,220.949997,1917365,186.066513
2009-02-19,222.25,228.399994,221.100006,226.699997,1835491,190.908722
2009-02-20,222,223.800003,216.25,221.899994,1603402,186.866547
2009-02-24,215.25,224,213.649994,221,1300367,186.108612
2009-02-25,222,228,222,223.699997,865684,188.38237
2009-02-26,221.100006,225,214.5,220.350006,1881823,185.561264
2009-02-27,220,227.899994,217,225.550003,1451207,189.940292
2009-03-02,221,224.800003,217,219.25,1238830,184.634949
2009-03-03,218,220.699997,207.600006,210.25,1158521,177.055832
2009-03-04,209.100006,212,200,203.800003,2396829,171.624146
2009-03-05,205,210,194.699997,197.399994,2256424,166.234573
2009-03-06,194,202.899994,191.199997,196.449997,2365858,165.434586
2009-03-09,198,198,179,180.600006,3026989,152.08699
2009-03-12,185,190.899994,182.800003,189.800003,2959769,159.834488
2009-03-13,193,197.399994,191.25,194.149994,3388334,166.123444
2009-03-16,194.149994,202,192.5,199.25,3516301,170.487244
2009-03-17,199.5,202.699997,189.600006,192.850006,2927363,165.011139
2009-03-18,194,200,194,196.25,1352778,167.920334
2009-03-19,198.100006,205,197,203.550003,2861468,174.166534
2009-03-20,203,204.5,196,197.850006,1740707,169.289368
2009-03-23,200.25,208.449997,200.100006,206.899994,3770166,177.032944
2009-03-24,210,215,202.149994,204,3468574,174.551575
2009-03-25,203.899994,212,203,209.5,2000488,179.257629
2009-03-26,210,227.5,210,224.449997,5924989,192.0495
2009-03-27,224,235.699997,221.949997,232.550003,3285948,198.98024
2009-03-30,232,232,217.149994,220.75,1429431,188.883621
2009-03-31,222.899994,227.850006,208.600006,219.399994,2568209,187.728516
2009-04-01,221,225,214,220.300003,2072970,188.498581
2009-04-02,225,231,223,226.399994,2489393,193.718018
2009-04-06,230,237.699997,224.800003,228.5,2544924,195.514877
2009-04-08,229.300003,231.949997,216.25,229.850006,1741703,196.670013
2009-04-09,233,243.5,227.300003,241.300003,2061462,206.467133
2009-04-13,241,255,241,251.800003,1878750,215.451431
2009-04-15,251.199997,272,245,268.25,2266836,229.526749
2009-04-16,275,278.950012,253.300003,256.600006,2476114,219.558502
2009-04-17,259.149994,272.899994,259.149994,264.25,1778425,226.104202
2009-04-20,265.549988,274.899994,260.299988,264.450012,1281811,226.27533
2009-04-21,260,264.899994,245.350006,249.949997,2082042,213.868439
2009-04-22,251,260.899994,248.899994,252.449997,1472692,216.007553
2009-04-23,255,259,246.5,256.850006,1160560,219.77243
2009-04-24,257,269.5,256,267.200012,1964107,228.628326
2009-04-27,263.700012,278.450012,263,269.049988,2011798,230.211273
2009-04-28,267.5,273.399994,248.5,250.550003,1954387,214.381866
2009-04-29,252.050003,256.200012,230.300003,235.100006,7431713,201.162125
2009-04-30,235.5,235.5,235.5,235.5,0,201.504379
2009-05-04,235.5,244.699997,227.300003,230.600006,6771381,197.311722
2009-05-05,230,240.5,228,236.350006,5684719,202.231674
2009-05-06,237,240.350006,226.449997,228.75,3201250,195.728806
2009-05-07,230.100006,236.800003,228.050003,235.149994,3282846,201.20491
2009-05-08,235,238.300003,229.050003,233.399994,1866199,199.707535
2009-05-11,234,236.899994,230.050003,235.050003,1873210,201.11937
2009-05-12,233,242.199997,230.399994,240.050003,2297050,205.397568
2009-05-13,242,244.5,232.100006,234,1966843,200.220932
2009-05-14,230.399994,238.5,229.25,234.800003,1545054,200.905457
2009-05-15,235.5,250.949997,235.5,247.149994,3602414,211.472641
2009-05-18,271,319.399994,271,290.450012,17345,248.522095
2009-05-19,291,326,267,319.200012,5057682,273.121918
2009-05-20,311,330,310,325.100006,2207020,278.170166
2009-05-21,324,349.5,321.799988,327.299988,3771399,280.052582
