"Date","BANKINDIA.NS.Open","BANKINDIA.NS.High","BANKINDIA.NS.Low","BANKINDIA.NS.Close","BANKINDIA.NS.Volume","BANKINDIA.NS.Adjusted"
2007-04-18,184,190,184,187.699997,3777621,154.199173
2007-04-19,189.649994,191.5,181.100006,186.850006,4716103,153.500885
2007-04-20,187,192.5,185.100006,188,2816976,154.445633
2007-04-23,189,191.949997,182.75,183.75,3378005,150.954147
2007-04-24,183,200.850006,182.5,197.149994,6133020,161.962509
2007-04-25,199.600006,203.899994,197.300003,199.149994,2986975,163.605576
2007-04-26,201.199997,203,195,199.75,2647425,164.09848
2007-04-27,200,205.600006,194.550003,195.699997,3013227,160.771317
2007-04-30,196.399994,196.600006,191,192.399994,1519446,158.060287
2007-05-03,193.800003,203,193.800003,199.800003,3827567,164.139542
2007-05-04,201,202.399994,193.100006,194.350006,2974659,159.662247
2007-05-07,196.399994,198.899994,192.100006,193.300003,1028665,158.799683
2007-05-08,193,194.899994,188.050003,188.600006,1488710,154.938538
2007-05-09,188.899994,195,186.149994,194.050003,2095388,159.415802
2007-05-10,195,203.75,193.649994,195.399994,3593999,160.524841
2007-05-11,193.699997,198.949997,190.350006,195.899994,1924459,160.935623
2007-05-14,196.800003,202.399994,196.800003,200.399994,1695046,164.632462
2007-05-15,201,205.350006,198.199997,204.399994,3946452,167.918533
2007-05-16,204.800003,208,204.800003,206.949997,2245730,170.013428
2007-05-17,207.899994,210.399994,205.100006,208.100006,2426334,170.958176
2007-05-18,208,208.399994,203.100006,207.300003,1884467,170.300964
2007-05-21,207,212.550003,207,208.75,2322162,171.492142
2007-05-22,209.800003,215.399994,207.5,213.100006,2263812,175.06575
2007-05-23,213.5,216.899994,210.199997,213.350006,1651687,175.271118
2007-05-24,212,214.75,209.850006,211.75,1089619,173.95668
2007-05-25,209,212.800003,205.199997,207.800003,1316870,170.7117
2007-05-28,209,213.399994,208,210.649994,1335587,173.053009
2007-05-29,211,213.600006,209.050003,212.800003,880727,174.819305
2007-05-30,211.699997,214.600006,208.149994,209.149994,884868,171.820755
2007-05-31,210.5,212.699997,207.100006,210.649994,1264024,173.053009
2007-06-01,212,213.850006,210.800003,211.699997,860933,173.915634
2007-06-04,211.699997,216,211.699997,213.550003,878448,175.435425
2007-06-05,214.5,216.399994,212.100006,215.149994,1066527,176.749878
2007-06-06,217,217,205.25,207.550003,845172,170.506332
2007-06-07,205,208.699997,199.75,202.350006,1112124,166.234436
2007-06-08,201,204.199997,196,198.550003,1779575,163.112656
2007-06-11,202,203.899994,195.300003,197.199997,866728,162.003586
2007-06-12,196,198.149994,187.050003,188.550003,1345553,154.897461
2007-06-13,188.699997,188.75,182,183,1245897,150.338013
2007-06-14,186.75,192.399994,184.600006,191.100006,2300667,156.992325
2007-06-15,191.899994,193.899994,190.100006,191.399994,1104159,157.23877
2007-06-18,193.800003,193.800003,189.100006,190.800003,784046,156.745865
2007-06-19,193.949997,205,190,204,1973095,167.58992
2007-06-20,204,218,204,213.75,3653497,175.599747
2007-06-21,215,217.5,210.050003,215.899994,1959702,177.366028
2007-06-22,216,225.850006,216,223.600006,3522447,183.691696
2007-06-25,222.949997,223.800003,218.600006,220.350006,2000151,181.021759
2007-06-26,236,236,217.100006,219.350006,1011929,180.200256
2007-06-27,220.5,224.399994,216.149994,220.300003,1050130,180.980698
2007-06-28,221,227.5,220.800003,225.300003,1044007,185.088287
2007-06-29,227,235.399994,224.5,231.699997,3634199,191.621765
2007-07-02,232.5,234,226.5,227.800003,1840910,188.396393
2007-07-03,228,233.399994,227.550003,228.899994,1232778,189.306122
2007-07-04,230.199997,230.399994,223,223.899994,680295,185.171005
2007-07-05,223.899994,226,218.149994,220.100006,1492318,182.02829
2007-07-06,220.100006,225.300003,220.050003,222.149994,1281924,183.723694
2007-07-09,223.050003,232,220.550003,230.399994,2645831,190.546646
2007-07-10,232,239.899994,229.199997,238.350006,3661894,197.121506
2007-07-11,236,249.100006,235.5,247.449997,2703479,204.64743
2007-07-12,248.050003,254.949997,248.050003,253.550003,2994676,209.692276
2007-07-13,255,274.399994,255,269.200012,3334055,222.635223
2007-07-16,270,275.899994,264,269.75,2368751,223.090103
2007-07-17,272.5,274.5,263.5,264.899994,2147855,219.078995
2007-07-18,265.049988,268.799988,261,267,1586753,220.815765
2007-07-19,265.100006,271.450012,262.25,264.549988,2201062,218.789551
2007-07-20,265,267.5,254.149994,256.049988,2404144,211.759842
2007-07-23,255.5,263.5,252.75,260.899994,1641113,215.770935
2007-07-24,263.399994,267.25,259.049988,260.600006,1752082,215.522827
