"Date","M&M.NS.Open","M&M.NS.High","M&M.NS.Low","M&M.NS.Close","M&M.NS.Volume","M&M.NS.Adjusted"
2012-08-22,390.950012,395.75,390.024994,393,1044364,353.768616
2012-08-23,393.5,394.924988,384.5,385.524994,1259146,347.039825
2012-08-24,382.5,382.5,377.125,380.975006,2275312,342.944061
2012-08-27,382.5,389.024994,382.5,386.75,1508728,348.142609
2012-08-28,386.549988,389,382.5,385.524994,1048902,347.039825
2012-08-29,386,388.399994,380.625,385.899994,1309932,347.377411
2012-08-30,384.5,391.225006,382.049988,386,3828734,347.467468
2012-08-31,384.125,387.325012,379.350006,381.575012,1468502,343.484192
2012-09-03,384.475006,387.325012,376.825012,378.625,1345712,340.828613
2012-09-04,378.399994,383.149994,375.5,380.825012,1245912,342.809021
2012-09-05,379.149994,381.200012,373.600006,377.575012,968164,339.883453
2012-09-06,375.25,381.149994,371.174988,379.549988,1654206,341.661316
2012-09-07,384.950012,387.125,380.5,381.899994,1811974,343.776703
2012-09-10,382,387.299988,379.75,383.225006,1164884,344.969452
2012-09-11,380.049988,383,378.549988,381.200012,1447586,343.146576
2012-09-12,383,383.950012,378.799988,381.475006,1347052,343.394165
2012-09-13,380.100006,381.25,376,377.875,1089010,340.153503
2012-09-14,380,393.799988,380,388.600006,3792260,349.807861
2012-09-17,394.899994,397.725006,388.649994,396,3300546,356.469208
2012-09-18,394.975006,403.5,394.924988,399.125,3457900,359.282227
2012-09-20,393.125,401.274994,390.475006,392.299988,2666092,353.13855
2012-09-21,396.924988,411.899994,395.25,404.450012,6069858,364.075653
2012-09-24,406,422.149994,406,419.549988,4341418,377.668274
2012-09-25,421.149994,426.225006,415.5,423.024994,3054860,380.796417
2012-09-26,421.625,429.850006,418.924988,424.899994,4493424,382.484222
2012-09-27,425.950012,434.975006,422.5,426.100006,5886478,383.564484
2012-09-28,426.875,436.25,426.875,432.350006,3832424,389.190491
2012-10-01,432,436,429.299988,431.825012,2716792,388.717926
2012-10-03,432.850006,438.424988,431.950012,434.950012,2673908,391.530975
2012-10-04,436,438.225006,427.024994,429.225006,1898630,386.377502
2012-10-05,430.5,440,430.5,434.5,4792872,391.125885
2012-10-08,434.5,435.600006,430.075012,432.850006,1666914,389.640625
2012-10-09,435,437.774994,431.424988,434.600006,1765936,391.215912
2012-10-10,430.5,432.649994,424.5,425.875,1328716,383.361877
2012-10-11,426.5,428.899994,421.424988,425.174988,2012474,382.73175
2012-10-12,425,431,425,427.100006,973046,384.46463
2012-10-15,428,431.5,425.774994,429,1343426,386.174957
2012-10-16,430,432.850006,411.5,412.725006,2984004,371.524597
2012-10-17,416.899994,417.049988,409.5,413.325012,3836722,372.064728
2012-10-18,415.125,420.274994,411.75,418.549988,2435976,376.768097
2012-10-19,419,419.049988,410.5,411.875,1913796,370.759491
2012-10-22,410.875,419.774994,409.549988,417.299988,2247784,375.642883
2012-10-23,419.5,419.524994,412.200012,414.299988,1399528,372.942383
2012-10-25,416.375,431.674988,414.325012,428.950012,6681196,386.129974
2012-10-29,441.450012,449.850006,441.450012,444.424988,2671916,400.06012
2012-10-30,446.225006,449.5,433.700012,436.825012,2421606,393.218811
2012-10-31,438,444.5,438,442.225006,2219132,398.079742
2012-11-01,443.5,451.950012,439.75,449.899994,2708222,404.988556
2012-11-02,454.950012,460.5,453.174988,458.725006,3453854,412.932678
2012-11-05,459,459.950012,453.200012,455.25,1085646,409.804504
2012-11-06,453,460.450012,451.600006,457.475006,1427522,411.807404
2012-11-07,457.5,464,456,459.799988,1838264,413.90036
2012-11-08,455.075012,461.75,454.100006,457.049988,1368402,411.424835
2012-11-09,457.049988,461.950012,453.299988,454.700012,1026656,409.309448
2012-11-12,456.5,458.799988,450.024994,452.799988,1190764,407.59906
2012-11-15,451,452.549988,445.075012,450.825012,1550830,405.821259
2012-11-16,449,455.850006,445.549988,447.225006,1580698,402.580627
2012-11-19,447.5,456.700012,447.5,454.399994,2597128,409.039398
2012-11-20,456.350006,471.200012,456.350006,469.25,5080080,422.406952
2012-11-21,471.399994,475.450012,468.075012,472.024994,3204064,424.904968
2012-11-22,473.049988,479.5,469.850006,477.674988,2460064,429.990906
2012-11-23,477.625,478.774994,473.700012,477.024994,1261182,429.405792
2012-11-26,478.850006,480.325012,460.024994,461.024994,4127288,415.003052
2012-11-27,464.125,468.5,461.25,464.174988,3183710,417.838593
2012-11-29,464.5,471.475006,461.075012,466.950012,4789062,420.336578
2012-11-30,467,475.5,462.5,473.5,2966406,426.232727
2012-12-03,474.950012,482.75,474.475006,478.825012,2507742,431.026123
2012-12-04,477,478.5,468.350006,469.350006,1401692,422.497009
2012-12-05,470.625,473.450012,464.149994,465.049988,2058044,418.626251
2012-12-06,467.25,469,456.950012,464.424988,3167508,418.063599
2012-12-07,465.25,474.700012,465.25,469.600006,2634598,422.722076
2012-12-10,471,471,461.850006,464.649994,1422454,418.266174
2012-12-11,465.024994,467.399994,461.799988,464.875,1873574,418.468689
2012-12-12,466.174988,477.149994,466.174988,474.75,5889234,427.357971
2012-12-13,475.024994,478.399994,468.549988,471.174988,2166214,424.139801
2012-12-14,470,477.450012,470,476.049988,2395326,428.528137
2012-12-17,470,483.774994,470,480.125,2935890,432.196381
2012-12-18,483.25,486.75,481.549988,483.600006,2785784,435.324493
2012-12-19,487.5,488,482,484,1671612,435.684601
2012-12-20,485.5,485.5,474.049988,476.575012,1357158,429.000763
2012-12-21,475.5,476,467.174988,468.774994,1244612,421.979401
2012-12-24,473,474.049988,467.5,468.825012,1253242,422.024414
2012-12-26,468.850006,475,468.850006,472.325012,856308,425.175018
2012-12-27,472.350006,475.850006,462.549988,465.174988,2413928,418.738708
2012-12-28,467.5,469,460.049988,462.299988,1286474,416.150757
2012-12-31,462,467.174988,462,465.825012,854622,419.323883
2013-01-01,468.5,472,467.450012,470.899994,770220,423.892273
2013-01-02,472.5,473.924988,466.75,469.299988,2060272,422.451965
2013-01-03,471.5,471.5,466.049988,468.200012,1902904,421.461792
2013-01-04,466.325012,471.850006,464.674988,470.625,1914216,423.644714
2013-01-07,473.899994,478.875,469.975006,477.075012,2523912,429.450806
2013-01-08,478.5,481.725006,476.149994,479.149994,1769202,431.318695
2013-01-09,479,487.399994,478.475006,482.225006,2354020,434.086731
2013-01-10,484.899994,487,476.950012,480.649994,1518936,432.668976
2013-01-11,481.649994,482.5,464.924988,468.950012,1949538,422.136963
2013-01-14,467.774994,474.25,465.524994,467.5,1252832,420.831696
2013-01-15,471.200012,473.125,463.700012,464.649994,2584822,418.266174
2013-01-16,465.049988,465.5,449,450.350006,2349322,405.393707
2013-01-17,450.125,454.5,446,450.475006,2400242,405.506195
2013-01-18,452.125,452.5,433.325012,443,5929114,398.777405
2013-01-21,443.049988,445.049988,435.600006,441.049988,1726676,397.022034
2013-01-22,440,447.875,440,441.825012,1464620,397.719727
2013-01-23,442.024994,447.149994,437.725006,440.975006,1853356,396.954529
2013-01-24,440.924988,442.450012,425.5,438.649994,2272096,394.861633
2013-01-25,440,452.200012,433.75,450.75,2626786,405.753723
2013-01-28,451.524994,459.399994,449.5,452.450012,2654740,407.284058
2013-01-29,452.5,455,447.5,449.299988,3007664,404.448486
2013-01-30,451.125,451.924988,443,447.25,1418660,402.603119
2013-01-31,447,450.024994,442.575012,444.625,2278724,400.240234
2013-02-01,443.524994,449.799988,440.600006,443.049988,1398676,398.822388
2013-02-04,444.125,445,439.5,441.950012,1911016,397.832214
2013-02-05,438.174988,445.950012,437.649994,443.549988,1398634,399.272491
2013-02-06,444.625,446.75,439.674988,442.575012,2203620,398.394867
2013-02-07,441.125,449.5,441.125,448.299988,1770238,403.548309
2013-02-08,450,453.25,438.225006,442.299988,6374558,398.147278
2013-02-11,445,445.975006,438.524994,441.25,2140968,397.202118
2013-02-12,440.625,443.524994,438.75,442.25,1191346,398.102234
2013-02-13,442.950012,450.950012,441.625,448.5,1802018,403.728333
2013-02-14,449.450012,452.5,446.274994,450.399994,3293954,405.43869
2013-02-15,448.600006,451.875,443.524994,448.975006,3271588,404.155945
2013-02-18,447.524994,450,445,446.174988,1598600,401.635437
2013-02-19,446,450,446,449.600006,1315964,404.718506
2013-02-20,452.524994,455.424988,447.899994,449.25,3005672,404.403473
2013-02-21,447,449,441.549988,442.850006,3804512,398.642395
2013-02-22,442.625,449.5,437.25,447.625,2926370,402.940674
2013-02-25,448.5,449.5,443.700012,447.399994,2315532,402.738098
2013-02-26,446.5,446.5,429.625,432.875,2102498,389.663147
2013-02-27,433.5,449.5,425,446.399994,3706706,401.837982
2013-02-28,447.625,451.5,433,436.850006,8501418,393.241333
2013-03-01,436.5,446.125,431.125,443.549988,5771830,399.272491
2013-03-04,441.600006,445,437,442.75,5970552,398.552368
2013-03-05,442.600006,454.549988,440.225006,448.774994,3787836,403.975861
2013-03-06,448.25,449.299988,436.774994,439,3576974,395.176666
2013-03-07,435.5,446.299988,434.649994,442.799988,3841368,398.597321
2013-03-08,447.350006,453.424988,445,452.100006,2466284,406.968964
2013-03-11,452.950012,460.950012,447.575012,456.424988,2939170,410.862244
2013-03-12,457.5,464.975006,456.700012,458.424988,3979108,412.662567
2013-03-13,456.774994,458,453.100006,455.274994,1039436,409.826996
2013-03-14,454.549988,461.424988,446.5,457.149994,1994128,411.514893
2013-03-15,457.774994,466.149994,457.774994,463.875,4064768,417.568512
2013-03-18,459.950012,463.299988,454.5,456.774994,1594380,411.177307
2013-03-19,460,460,437.200012,439.174988,3577832,395.334229
2013-03-20,438.600006,441.625,431.125,436.700012,2192042,393.106293
2013-03-21,437.5,448.200012,428.649994,440.325012,3100226,396.369446
2013-03-22,445.5,447.375,433.075012,436.674988,1691910,393.08374
2013-03-25,438.75,440,430.25,432.225006,1724612,389.078003
2013-03-26,430.125,436.5,426.774994,431.625,2226562,388.537933
2013-03-28,433.125,434.950012,420.049988,430.649994,3656070,387.660217
2013-04-01,431.5,433.399994,423.799988,428.549988,1135020,385.769867
2013-04-02,431,432.700012,425,431,1362702,387.975281
2013-04-03,430.5,431.125,420.625,421.950012,2095266,379.828705
2013-04-04,419.549988,428.5,419,424.174988,2364276,381.831573
2013-04-05,422.649994,427.024994,415.75,418.950012,2327420,377.128204
2013-04-08,421,424.600006,417.625,419.975006,795854,378.050873
2013-04-09,422,425.924988,417.5,419.649994,1563698,377.758331
2013-04-10,421,421.5,413.149994,418.5,931878,376.723114
2013-04-11,416.649994,418.5,410.125,416.049988,1605646,374.51767
2013-04-12,412.5,420.725006,408.024994,411.674988,2589774,370.579376
2013-04-15,408.799988,411.825012,404.475006,406.475006,2840046,365.898529
2013-04-16,407,424.299988,404.774994,422.424988,3578520,380.256287
2013-04-17,422.5,444.950012,422.5,440.450012,5989870,396.481964
2013-04-18,439.049988,456.725006,435.125,451.950012,3677892,406.833923
2013-04-22,454.600006,457,441.299988,446.125,2103264,401.590454
2013-04-23,449.399994,449.399994,438.950012,442.674988,1350424,398.484833
2013-04-25,445,459.5,440.200012,454.549988,3437440,409.174408
2013-04-26,452.5,452.975006,440.700012,444.875,2593644,400.46521
2013-04-29,447.5,452.875,445.600006,451.100006,1918246,406.068848
2013-04-30,451.174988,465.875,440.5,462.049988,2481850,415.92569
2013-05-02,456.950012,484.399994,456.200012,476.799988,4519532,429.203308
2013-05-03,476.25,486.850006,469.700012,480.5,3424494,432.533966
2013-05-06,477.549988,487.399994,477.549988,483.225006,1756394,434.986938
2013-05-07,480.575012,483.225006,474,479.549988,2250700,431.678741
2013-05-08,481.625,482,470.674988,473.200012,2003464,425.962677
2013-05-09,472.274994,480.649994,469.174988,473.950012,1999972,426.637817
2013-05-10,473.125,488.799988,473.125,485.100006,3589228,436.674774
2013-05-13,482,486,475.100006,478.174988,1231670,430.44101
2013-05-14,477.625,481.274994,473.450012,475.399994,1148012,427.943085
2013-05-15,476.625,496.5,475.200012,491.875,2801338,442.773438
2013-05-16,490,498.5,486.049988,492.700012,2046714,443.516083
2013-05-17,490.049988,497.225006,489.950012,493.649994,1305790,444.371246
2013-05-20,492.299988,513,492,501,2904248,450.987518
2013-05-21,501,501,490.475006,493.875,1308286,444.573792
2013-05-22,496.25,502.475006,491.25,495.049988,1368140,445.6315
2013-05-23,487.75,492.25,475.149994,479.575012,1379700,431.701263
2013-05-24,482.549988,489.975006,476.049988,484.049988,1349358,435.729584
2013-05-27,483.075012,483.25,471.325012,475.950012,1247108,428.438141
2013-05-28,476,488.475006,466.299988,486.424988,2517018,437.867462
2013-05-29,488.25,489.700012,478.049988,480.524994,1086242,432.556458
2013-05-30,477.674988,504.424988,477.674988,502.325012,5534838,452.180298
2013-05-31,502.299988,504.174988,480.100006,483.774994,4675066,435.482025
2013-06-03,479.125,494.5,472.850006,486.899994,4781134,438.295044
2013-06-04,489,498.75,487,493.600006,2319644,444.326263
2013-06-05,492.5,499,488.450012,493.274994,1894806,444.033661
2013-06-06,491,499.5,486.125,495.600006,1776942,446.126556
2013-06-07,495.600006,498.25,480.5,483.174988,1397688,434.941895
2013-06-10,488.049988,492.350006,485.524994,488.174988,1841766,439.44278
2013-06-11,483.549988,484.075012,468.274994,473.450012,1872440,426.187744
2013-06-12,473.5,481.799988,462.875,473.649994,1734204,426.367737
2013-06-13,475.5,475.5,456.600006,461.924988,1600804,415.813171
2013-06-14,466.5,477.450012,463.200012,474.5,1997326,427.132904
2013-06-17,482.5,500.375,479.5,494.674988,3254262,445.293915
2013-06-18,496.5,499.875,490.075012,491.875,2068668,442.773438
2013-06-19,490.799988,493.424988,486,489.950012,1065006,441.040619
2013-06-20,483,483,467.875,471.450012,2822484,424.38739
2013-06-21,468.75,477.25,461.600006,469.825012,2351226,422.924591
2013-06-24,468.299988,471,457.600006,463.475006,1498646,417.208466
2013-06-25,465,480,462.549988,478.399994,1594854,430.643555
2013-06-26,476.125,479.5,452,455.575012,3998270,410.097107
2013-06-27,461.5,475.174988,461.125,466.825012,4182584,420.224091
2013-06-28,469.825012,487.975006,469.825012,485.299988,3284804,436.854767
2013-07-01,482.5,494.950012,475.200012,493.375,2396738,444.123657
2013-07-02,490,497.149994,485.049988,489.450012,1639610,440.590546
2013-07-03,484.5,492.975006,481.350006,490.024994,1814958,441.108124
2013-07-04,492.450012,494.350006,486.549988,491.024994,1513212,442.00824
2013-07-05,493.100006,494.649994,482.600006,485.825012,2038138,437.327393
2013-07-08,480.825012,481.850006,470.049988,473.850006,1470242,426.54776
2013-07-09,475.549988,479.924988,467.125,469.049988,2237702,422.226929
2013-07-10,470.049988,474,453.5,456.274994,2389012,410.727203
2013-07-11,462.5,464.975006,457.524994,458.899994,3315822,413.090179
2013-07-12,460.625,462.5,447.5,453.625,3761184,408.341766
2013-07-15,453.450012,465.950012,453,464.100006,2018096,417.771057
2013-07-16,454.549988,462,453.25,456.75,2356220,411.154785
2013-07-17,462.049988,467.325012,438.299988,446.575012,3625068,401.995514
2013-07-18,444.5,445.25,431.200012,437.375,4034936,405.051666
2013-07-19,437.825012,449.5,434.5,439.625,3244576,407.135376
2013-07-22,437.5,452.5,437.5,451.350006,1196498,417.993835
2013-07-23,452.549988,462.950012,449.475006,460.649994,2109578,426.606537
2013-07-24,458.5,459.475006,441.524994,446.875,1781426,413.849548
2013-07-25,442.5,453.649994,437.700012,439.975006,2267884,407.459473
2013-07-26,440.625,448.899994,440.625,447.424988,1741962,414.358887
2013-07-29,443.049988,452.225006,443.049988,448.875,1603764,415.701782
2013-07-30,448,452.475006,445.5,448.424988,2590040,415.284973
2013-07-31,444,458.125,444,455.700012,2787640,422.022339
2013-08-01,456.049988,461.575012,433.524994,435.75,2654138,403.546722
2013-08-02,438.5,439,424.975006,427.375,3615722,395.790649
2013-08-05,428.049988,439.950012,428,432.299988,1792026,400.351685
2013-08-06,428.325012,433.975006,424.274994,427.075012,1929898,395.512878
2013-08-07,428,429,418.549988,421.299988,3016134,390.164612
2013-08-08,425,435.424988,423.100006,431.850006,1771846,399.934998
2013-08-12,433.75,437.5,427,430.625,1631690,398.800476
2013-08-13,435.100006,449.200012,433.125,436.875,7312106,404.588593
2013-08-14,437.5,442.5,432.049988,436.725006,5129438,404.449707
2013-08-16,436.5,436.5,414.475006,420.049988,7310122,389.007019
2013-08-19,422.5,422.5,393.125,405.125,5474550,375.184998
2013-08-20,399,402,388.799988,395.75,2451758,366.502838
2013-08-21,404,407.799988,387.5,391.975006,4046642,363.006836
2013-08-22,387.600006,400.700012,374.774994,396.600006,5914786,367.290039
2013-08-23,395.5,409.850006,392.774994,406.899994,2387096,376.828857
2013-08-26,410,410.875,398.75,403.950012,2182110,374.096832
2013-08-27,400,402.25,392,394.700012,4255842,365.530457
2013-08-28,390,392.774994,370.075012,387.950012,3903860,359.279327
2013-08-29,387,402.475006,383.325012,397.125,3233194,367.776215
2013-08-30,399.475006,400.799988,384.125,391.625,4061386,362.682709
2013-09-02,388,391.549988,377.75,383.024994,3730944,354.718262
2013-09-03,384,387.399994,380,384.024994,2920674,355.644348
2013-09-04,384.475006,394.450012,380.450012,390.174988,2228394,361.339874
2013-09-05,396,399.125,386.799988,388.524994,3914814,359.811768
2013-09-06,390,392.524994,373.600006,384.725006,4822424,356.292633
2013-09-10,389.399994,408.399994,383.274994,406.475006,3849196,376.435272
2013-09-11,408.5,417.5,402.549988,413.674988,2612550,383.103149
2013-09-12,417.950012,417.950012,398.899994,406.424988,2683098,376.388916
2013-09-13,407.450012,417.5,405.700012,415.149994,2459686,384.469116
2013-09-16,420,431.649994,414.75,418.5,4538326,387.571564
2013-09-17,417,425.299988,413.350006,422.200012,1497692,390.998169
2013-09-18,424.899994,424.899994,414.100006,420.899994,2230732,389.794189
2013-09-19,431,446,430.075012,433.774994,4488298,401.717651
2013-09-20,434,442.5,416.274994,437.100006,3041998,404.796967
2013-09-23,434.399994,435,425.725006,430.450012,1742988,398.638428
2013-09-24,428.5,441,425.700012,435.75,2064670,403.546722
2013-09-25,437.5,439,416.524994,425.049988,2691988,393.637512
2013-09-26,423.5,432.399994,422.5,426.049988,2564332,394.563568
2013-09-27,429,429,419.5,422,1711676,390.812866
2013-09-30,420.5,422.5,407.5,413.725006,2953590,383.149445
2013-10-01,417.25,423.25,410.674988,415.899994,2866908,385.163696
2013-10-03,416.625,430.5,416.625,425.899994,3033472,394.424683
2013-10-04,425.899994,435.700012,425.5,429.399994,3064158,397.666016
2013-10-07,432.25,435,423.600006,432.5,1558494,400.536896
2013-10-08,432.5,437.149994,429,431.575012,1336004,399.680298
2013-10-09,428.5,429.850006,421.5,425.5,2380630,394.054199
2013-10-10,425.600006,434.5,425.600006,433.600006,1778282,401.555634
2013-10-11,437.5,443.75,432.774994,436.25,2764482,404.009796
2013-10-14,436.5,441.225006,431,432.625,1649438,400.652649
2013-10-15,433.5,440.625,429.625,433.799988,2408832,401.740845
2013-10-17,435.850006,438.399994,430.5,432.625,2141818,400.652649
2013-10-18,434.299988,444,434.299988,441.350006,2849200,408.73291
2013-10-21,440,447.5,436.024994,443.850006,2234406,411.048096
2013-10-22,446.875,447.450012,437,437.850006,1744880,405.491547
2013-10-23,438.350006,442.375,430.100006,432.924988,1287454,400.930481
2013-10-24,433.100006,446.899994,431.674988,444.674988,2461684,411.812134
2013-10-25,441.125,442.149994,432.5,433.875,2221828,401.810272
2013-10-28,435.799988,441.825012,428.075012,434.450012,2174064,402.342804
2013-10-29,437,451.5,430.549988,450.350006,2556270,417.067749
2013-10-30,452.399994,453.899994,439.350006,447.924988,2564122,414.82193
2013-10-31,447.5,448.475006,437.850006,443.924988,2812436,411.117554
2013-11-01,442.600006,464,439.825012,462.649994,5918258,428.45874
2013-11-05,457.5,461.375,451,453.325012,2052830,419.822906
2013-11-06,454.024994,455.850006,447.5,449.700012,1222656,416.465759
2013-11-07,449,458.350006,447.024994,449,1966708,415.817505
2013-11-08,448.5,449,436.325012,439.299988,960318,406.834351
2013-11-11,439,443.975006,420,434.975006,1449756,402.829041
2013-11-12,437.850006,442.100006,432.075012,439.950012,2766468,407.43634
2013-11-13,438,450,437.5,447.674988,4221190,414.590393
2013-11-14,455,464.475006,453.25,462.575012,3641892,428.389313
2013-11-18,465,474,457.5,472.399994,2592024,437.488159
2013-11-19,472.5,475.975006,469,473.75,1896218,438.738403
2013-11-20,472.5,479.325012,467.524994,470.975006,3537004,436.168518
2013-11-21,470.5,473.899994,465.5,467.225006,2057192,432.695679
2013-11-22,469,473.375,464.549988,468.274994,1598272,433.66803
2013-11-25,474.5,474.5,466.600006,471.575012,1601784,436.724152
2013-11-26,471.549988,476.5,469.049988,472.600006,1473916,437.673431
2013-11-27,472.5,474,468,470.75,2109830,435.960083
2013-11-28,473.5,482.350006,473,479.424988,2044766,443.993988
2013-11-29,481,482.549988,471.075012,472.625,1311512,437.696533
2013-12-02,469.5,481.725006,466.25,480.100006,2026714,444.619141
2013-12-03,475.125,479.875,471.549988,474.625,1262496,439.548767
2013-12-04,473.100006,476.850006,470,471.899994,1181472,437.025116
2013-12-05,479.950012,479.950012,469.375,472.174988,1390184,437.279785
2013-12-06,471.100006,478.725006,471.100006,472.649994,1105716,437.719696
2013-12-09,482.5,488.850006,476.725006,483.5,2411550,447.767853
2013-12-10,483.575012,485.850006,473.950012,476.5,1749224,441.285187
2013-12-11,474,479.450012,470.799988,474.950012,1094546,439.849731
2013-12-12,472.5,476.024994,470,470.899994,2130544,436.09903
2013-12-13,470.950012,477.149994,465.524994,475.274994,1485332,440.150696
2013-12-16,476,476,461.5,463.299988,1041084,429.060699
2013-12-17,463.5,470,463.299988,465.875,865728,431.445374
2013-12-18,465.850006,476.225006,463.450012,474.075012,986716,439.039429
2013-12-19,475.5,477.850006,463.200012,469.450012,2101856,434.756226
2013-12-20,468.5,486,464.75,484.899994,2114490,449.064392
2013-12-23,486,489.549988,480.424988,482.725006,1096064,447.050171
2013-12-24,482.5,487.5,480.325012,481.75,554490,446.147186
2013-12-26,482.024994,484.899994,477.875,480.424988,1641748,444.920105
2013-12-27,480,485.950012,475.549988,483.575012,1541872,447.837341
2013-12-30,484.049988,486.299988,471.149994,474.200012,1777974,439.155182
2013-12-31,477.5,479,469.75,472.100006,854370,437.210388
2014-01-01,474,476.5,471.25,474,623518,438.96994
2014-01-02,472,479.5,465,468.049988,1007552,433.459625
2014-01-03,464,467,448.75,450.125,2091942,416.859375
2014-01-06,451.850006,452.450012,443.700012,447.700012,1276106,414.613586
2014-01-07,448,454.024994,445.049988,451.549988,1798394,418.179047
2014-01-08,454,457.450012,449.524994,454.299988,1176368,420.72583
2014-01-09,455,458.725006,445,447.174988,918880,414.12735
2014-01-10,447,448,432.399994,437.274994,1793254,404.959015
2014-01-13,436.5,445.524994,436.5,444.125,1015350,411.302795
2014-01-14,441.5,450.424988,441.325012,445.524994,1343398,412.599335
2014-01-15,445.75,453.5,443.475006,452.450012,1649988,419.012543
2014-01-16,452.75,453.049988,444.174988,446.325012,1652120,413.34021
2014-01-17,445.5,452.700012,445.5,449.774994,1833502,416.535248
2014-01-20,445.5,456.625,445.5,453.375,1016848,419.869202
2014-01-21,453,460.875,449,451.799988,1039276,418.410583
2014-01-22,449.075012,459,449.075012,458.225006,1911630,424.360748
2014-01-23,458.225006,458.5,443.350006,445.049988,2094830,412.159424
2014-01-24,441.25,446.25,437,442.399994,3982058,409.705261
2014-01-27,430.600006,437.5,429.125,433.424988,2608894,401.393555
2014-01-28,432.5,440,431.524994,437.549988,2258654,405.213684
2014-01-29,439.475006,443.274994,429.5,430.975006,1569436,399.124634
2014-01-30,429.5,439,424.975006,433.950012,1549420,401.879791
2014-01-31,437,449.299988,434.524994,445.100006,1884416,412.20575
2014-02-03,441.100006,445.799988,433.5,442.424988,1980024,409.728394
2014-02-04,437.5,438,423.299988,426.875,3645936,395.327606
2014-02-05,428.5,440.5,428,439.174988,1835988,406.718597
2014-02-06,437.75,449.850006,433.450012,448.475006,2221996,415.331299
2014-02-07,451.274994,451.5,443.225006,447.774994,1443216,414.683044
2014-02-10,447.625,451.25,443.5,447.100006,1580562,414.057953
2014-02-11,449.049988,451.149994,443.5,448.524994,1393540,415.377594
2014-02-12,448.850006,450.424988,444.975006,447.75,876740,414.659912
2014-02-13,447.5,455.5,447.5,453.325012,1609454,419.822906
2014-02-14,453.5,456.850006,443.325012,452.200012,2537296,418.781036
2014-02-17,452.475006,467.850006,448.649994,464.049988,2243006,429.75528
2014-02-18,467.5,469.950012,462.25,467.575012,2043648,433.019775
2014-02-19,468,473.649994,467.975006,471.600006,1783782,436.747314
2014-02-20,468.075012,470.799988,463.549988,464.975006,1651326,430.611877
2014-02-21,465.149994,469.5,461.424988,465,934626,430.635071
2014-02-24,465,473,464.024994,472.049988,782596,437.164032
2014-02-25,472.950012,474.649994,467.774994,471.950012,1910380,437.071442
2014-02-26,471.5,485,468.225006,482.350006,1708188,446.702881
2014-02-28,482.5,489.450012,474.5,487.25,1907672,451.240692
2014-03-03,486.350006,488.975006,475,476.125,1068942,440.937897
2014-03-04,475.049988,482.674988,472.299988,477.899994,1150848,442.581726
2014-03-05,478.75,479.375,470.100006,474.274994,1219512,439.224579
2014-03-06,475.149994,480.5,474.274994,477.674988,1917512,442.373322
2014-03-07,480,495.975006,475.774994,491.774994,2003428,455.431305
2014-03-10,489.649994,510.5,487.5,507.924988,2469256,470.387756
2014-03-11,506,510.924988,492.049988,497.25,1534812,460.501678
2014-03-12,494.700012,499,491.649994,495.625,3267066,458.996796
2014-03-13,500.950012,512.5,497.174988,508.024994,2430098,470.480377
2014-03-14,506.450012,517.75,498,513.5,2474884,475.550781
2014-03-18,514.224976,527.450012,502.524994,504.799988,2542738,467.493713
2014-03-19,505.5,510.950012,489,490.225006,4050158,453.99585
2014-03-20,491.450012,496,486.125,489.149994,1507352,453.000305
2014-03-21,492.5,495,482.75,485.225006,2147898,449.365387
2014-03-24,490,497.5,488.225006,493.899994,2183452,457.399261
2014-03-25,493.5,497.5,485.5,486.700012,1514294,450.731384
2014-03-26,490,491.649994,476.024994,479.475006,2427292,444.040314
2014-03-27,480,487.5,479.325012,482.424988,4435008,446.772247
2014-03-28,484.5,486.5,477.75,484.125,3124794,448.34668
2014-03-31,486.149994,492.5,483,490.350006,3331040,454.111633
2014-04-01,492.5,501.674988,490.350006,500.075012,2151116,463.11795
2014-04-02,503.25,504.5,496,501,2211080,463.974548
2014-04-03,502.350006,505.5,494.774994,503.600006,1286358,466.382385
2014-04-04,503,503,495.575012,499.5,1357998,462.585419
2014-04-07,500,509.174988,500,507.049988,1798996,469.577423
2014-04-09,509,512.5,505.774994,511.575012,1960936,473.768036
2014-04-10,509.5,513.799988,498.100006,510.575012,1858602,472.841949
2014-04-11,506.049988,509.5,500,502.75,1221984,465.595184
2014-04-15,498.25,502.850006,487.799988,492.350006,1704660,455.963806
2014-04-16,492.5,496.649994,482.524994,488.274994,2324426,452.189972
2014-04-17,490,500,489.125,498.475006,1343906,461.636139
2014-04-21,500,519.950012,495.700012,516.575012,3012408,478.398529
2014-04-22,517.5,523,510.5,513.200012,1463862,475.272949
2014-04-23,513.325012,521,511.875,519.575012,2422384,481.176819
2014-04-24,519.575012,519.575012,519.575012,519.575012,0,481.176819
2014-04-25,519,540.450012,516.025024,535.349976,2642998,495.78598
2014-04-28,532.5,537,528.450012,533.5,1827654,494.072662
2014-04-29,533.5,541.5,530.799988,534,1710806,494.535767
2014-04-30,535,545.974976,531.049988,537.099976,2710352,497.406616
2014-05-02,529.5,530.825012,522.549988,528.924988,1596842,489.835815
2014-05-05,525,536.224976,525,529.799988,1234584,490.646118
2014-05-06,531.25,534.5,528.150024,532.75,656016,493.378082
2014-05-07,533,536.5,530,530.974976,822242,491.734314
2014-05-08,532.5,536.825012,528.549988,532.075012,979170,492.752991
2014-05-09,535,555,530.525024,551.275024,1716590,510.534088
