,Date,Open,High,Low,Close,Volume,Adjusted,Diff,RSI,Typical Price,MF,MFI,EMA,SO,EMA12,EMA26,MACD,Signal Line
0,2007-01-02,397.079,397.079,391.461,146.141998,2052042,53.979679000000004,,,311.560666,639335572.179972,,,,,,,
1,2007-01-03,400.125,400.125,388.05300000000005,145.417007,7268154,53.711895,-0.7249909999999886,,311.1983356666667,2261837428.1690264,,,,,,,
2,2007-01-04,390.717,397.39300000000003,390.717,145.725006,10562220,53.825672,0.30799899999999525,,311.27833533333336,3287790259.0244403,,,,,,,
3,2007-01-05,392.13800000000003,409.712,390.01599999999996,149.199997,12994962,55.109203,3.4749909999999886,,316.3093323333333,4110427753.917038,,,,,,,
4,2007-01-08,403.848,416.93199999999996,401.59,151.858002,11157894,56.090981000000006,2.658005000000003,,323.46000066666664,3609132400.6785955,,,,,,,
5,2007-01-09,414.991,422.301,409.26199999999994,152.742004,12485292,56.417480000000005,0.8840020000000095,,328.10166799999996,4096445130.6670556,,,,,,,
6,2007-01-10,413.548,415.126,398.048,148.425003,7867962,54.822945,-4.317001000000005,,320.533001,2521941471.613962,,,-6.996846443587962,,,,
7,2007-01-11,400.282,414.631,396.402,152.432999,5988102,56.30334499999999,4.0079959999999915,,321.155333,1923110891.847966,,,-6.879817828778338,,,,
8,2007-01-12,413.32300000000004,419.64,409.871,153.942001,11443848,56.860721999999996,1.5090020000000095,,327.817667,3751495552.8626156,,,-7.312188291776359,,,,
9,2007-01-15,416.48,422.212,411.631,152.682999,3622434,56.395694999999996,-1.2590020000000095,,328.84199966666665,1191208440.220522,,332.3325086390354,-7.351184791698925,,,,
10,2007-01-16,415.037,420.769,413.028,153.324997,4209756,56.63283199999999,0.641998000000001,,329.04066566666665,1385180916.534244,,333.80718542631655,-9.385574848449746,,,,
11,2007-01-17,415.579,415.579,402.651,149.175003,10254372,55.099956999999996,-4.149993999999992,,322.46833433333336,3306710258.4743724,,333.99205604081106,-9.54581246380169,373.3047284145617,,,
12,2007-01-18,404.29699999999997,422.707,404.29699999999997,152.466995,12706578,56.315903000000006,3.2919919999999934,,326.49033166666663,4148574865.5683694,,335.22732247972385,-9.27333225622505,374.47878265710085,,,
13,2007-01-19,416.031,417.384,402.51599999999996,149.382996,7936938,55.176792000000006,-3.0839990000000057,,323.09433199999995,2564379681.2354155,,334.87539050081637,-9.39057228663752,374.82608120731913,,,
14,2007-01-22,410.57,413.773,400.463,149.074997,9040824,55.063026,-0.30799899999999525,50.40520208814338,321.1036656666667,2903041727.0471764,57.22814866992298,334.07223061040986,-11.301384777917656,375.06539422453955,,,
15,2007-01-23,403.848,406.01300000000003,400.68800000000005,148.649994,6417780,54.906043999999994,-0.4250030000000038,50.31497787559441,318.45033133333334,2043744167.4244401,57.59239851876998,333.0722274075996,-11.320491188635154,374.6745555420088,,,
16,2007-01-24,404.61400000000003,412.917,403.848,152.125,6995166,56.189602,3.4750060000000076,50.44666929018221,322.9633333333333,2259182128.58,56.61562932034289,333.93884588805975,-11.16426901636398,374.9220348812257,,,
17,2007-01-25,414.225,418.51099999999997,407.186,153.524994,14339154,56.706683999999996,1.3999939999999924,50.535269319939275,326.4073313333333,4680404990.717691,57.16236981590753,334.5443182856454,-11.101330965653675,375.4035452557807,,,
18,2007-01-29,411.517,417.338,411.517,152.807999,7187490,56.441872,-0.7169949999999972,50.48001703123144,327.22099966666667,2351897662.89417,56.851314321533145,334.59990742303097,-11.133564152130928,376.291311683172,,,
19,2007-01-31,417.384,419.18699999999995,406.801,151.899994,10713342,56.106472,-0.9080050000000028,50.44637863008908,325.9626646666666,3492149505.8053155,54.287628819532785,334.5305376168028,-13.275101794488407,376.24835463665363,,,
20,2007-02-01,411.517,415.083,408.967,151.807999,2562228,56.072517000000005,-0.09199499999999716,50.37612618888479,325.28599966666667,833456896.353924,56.42511915802295,334.3235531673819,-13.280015007477084,375.93986783244645,,,
21,2007-02-02,415.126,415.126,406.598,150.925003,4678788,55.746342000000006,-0.8829959999999915,50.38923607255068,324.21633433333335,1516939494.482788,59.1089886230231,334.49719764769657,-13.501432347694537,375.5755121407587,,,
22,2007-02-05,418.781,418.781,408.358,151.675003,2850774,56.023368999999995,0.75,50.31508215232015,326.2713343333333,930125836.8627739,54.42447113603693,334.39622318217675,-16.43998937349247,375.3474064185073,,,
23,2007-02-06,413.773,414.17900000000003,407.57,151.367004,3353580,55.909622,-0.30799899999999525,50.339348051268004,324.37200133333334,1087807456.23144,54.55171521677202,334.6868084107684,-20.274127889427373,375.67636582688476,,,
24,2007-02-07,410.616,410.616,401.61400000000003,148.649994,7501332,54.906043999999994,-2.717010000000016,50.342428727186636,320.29333133333336,2402626615.717336,57.177150595590575,334.1627343522724,-14.395038183577144,374.7044600351235,,,
25,2007-02-08,410.616,410.616,401.14,149.0,5091540,55.035328,0.3500060000000076,50.20694825227332,320.252,1630575868.0800002,56.137363699058525,333.90176889103213,-13.971297168504485,374.38332083871825,659.642910105866,-285.25958926714776,
26,2007-02-09,404.749,407.164,397.236,147.317001,5350788,54.413685,-1.6829989999999952,50.23079716993186,317.2390003333333,1697478636.1155958,53.19996484142876,332.61247696008127,-11.599860710141554,373.6658875880793,659.590853892892,-285.92496630481276,
27,2007-02-12,400.68800000000005,401.793,389.52,144.466995,4474368,53.360989000000004,-2.8500060000000076,50.31275957420743,311.926665,1395674688.2227201,54.630080858293006,330.31635329519247,-8.374731041317787,372.26607469817736,659.0632647003179,-286.7971900021405,
28,2007-02-13,388.05300000000005,406.555,387.94199999999995,147.600006,8473662,54.518211,3.1330110000000104,50.16955948725502,314.0323353333333,2661003866.6853237,56.54646927303328,329.3210335037733,-7.7934431726061,371.3588436727136,659.1761787711806,-287.817335098467,
29,2007-02-14,399.335,409.57599999999996,392.769,150.132996,8171538,55.453796,2.532989999999984,50.12826543414112,317.4926653333334,2594403379.492616,57.10581231716591,329.3246996990848,-9.063879406944363,371.010709675423,659.3249737063614,-288.31426403093843,
30,2007-02-15,408.358,414.225,406.73400000000004,151.042007,6731808,55.789574,0.9090110000000209,50.09829953050057,324.0003356666667,2181108051.643552,56.97581327861655,329.58659959918793,-9.013430468363554,371.0195805066623,659.276338027929,-288.2567575212667,
31,2007-02-19,408.92400000000004,411.517,405.20099999999996,151.024994,4067616,55.783291000000006,-0.01701300000001993,49.976716702326996,322.58099799999997,1312135628.760768,52.79421334306633,329.91706250950404,-9.014077768900023,371.1267114455857,659.0912005756538,-287.9644891300681,
32,2007-02-20,410.616,410.616,390.332,146.024994,6767100,53.93646999999999,-5.0,50.1026194227512,315.6576646666667,2136086982.5658,53.13061059525018,328.4894867303338,-9.204314804246064,369.77075733256294,658.4831027369634,-288.7123454044004,
33,2007-02-21,397.079,399.898,389.204,145.5,8859684,53.742546,-0.5249939999999924,50.22199590883894,311.53400000000005,2760092795.2560005,54.30435233026022,327.0662769023223,-9.224289464672955,368.4893198472945,657.2041166742216,-288.7147968269271,-596.7192013829384
34,2007-02-22,393.898,398.38699999999994,381.918,142.5,10035750,52.634453,-3.0,50.39663306195648,307.60166666666663,3087013426.2499995,50.84645458293184,325.24134348435535,-7.41071594391308,366.3103624990708,655.1034768945442,-288.7931143954734,-597.4155670051257
35,2007-02-23,388.05300000000005,391.57199999999995,370.006,138.332993,10505904,51.095303,-4.167007000000012,50.63482701791177,299.970331,3151459500.3342237,48.60178949328124,322.2244810243154,-5.239218593817131,363.1219518478626,652.3546232914831,-289.2326714436205,-598.1072531306338
36,2007-02-26,372.30699999999996,378.12800000000004,364.61300000000006,139.108002,3975060,51.381572999999996,0.7750090000000114,50.21209792660046,293.94966733333337,1168467564.6300402,49.19052192145118,320.007894785923,-4.545372047085387,360.7998874347178,649.7346357672085,-288.9347483324907,-598.5093399198894
37,2007-02-27,376.81699999999995,380.835,365.04,136.300003,7775784,50.344402,-2.8079989999999952,50.500140526252245,294.05833433333333,2286534091.175784,47.66500452468713,317.5584418330301,-4.867665806754228,357.7726525301214,647.1813410919417,-289.4086885618203,-598.8824823539902
38,2007-02-28,361.545,368.2,327.814,131.341995,14759214,48.513088,-4.958008000000007,50.83513091390164,275.78533166666665,4070374728.1293097,45.6934883211104,313.28901323993205,-2.372792988092076,353.7788881910479,643.1725934090641,-289.39370521801624,-599.1386701646536
39,2007-03-01,355.589,372.26099999999997,338.914,132.658005,12675696,48.999184,1.3160100000000057,50.27453578222042,281.27766833333334,3565390215.38216,50.01121035802401,309.4122311533317,-2.7073413656289884,350.89120042844087,639.9724815575964,-289.08128112915557,-599.2774408444487
40,2007-03-02,361.884,369.93800000000005,358.724,133.149994,8710650,49.180904,0.4919889999999896,50.060752282914635,287.2706646666667,2502314215.1787,49.200526237329484,305.8243700018147,-2.75833542572939,347.8580356551026,636.9896031670982,-289.13156751199557,-599.474470245293
41,2007-03-05,354.211,356.22,342.255,128.841995,7309896,47.589661,-4.307998999999995,50.40714604475425,275.7723316666667,2015867064.16084,48.444919175365946,301.09183517649444,-3.120737868189094,343.3552497217529,633.2283481316113,-289.87309840985836,-599.7908043756444
42,2007-03-06,354.211,358.56699999999995,342.954,128.158005,6799578,47.337036,-0.6839899999999943,50.45531818810922,276.5596683333333,1880489036.48663,48.78272031902615,297.25561765137553,-3.7656022142170116,338.76530316250137,628.8995570340476,-290.1342538715462,-600.1619183619835
43,2007-03-07,350.19599999999997,351.347,339.48,127.474998,6977760,47.084755,-0.6830070000000035,50.26027101039121,272.7673326666667,1903304983.18816,48.899030215784194,293.5475974594355,-3.7784840346277924,334.21280880109975,624.3051495970667,-290.09234079596695,-600.4702907907305
44,2007-03-08,345.639,360.97900000000004,345.639,129.917007,6298566,47.986755,2.442009000000013,49.291865647542735,278.84500233333335,1756323650.966654,47.746482671326326,291.32209701097844,-4.452426327986147,331.3544522195952,620.4053524815946,-289.0509002619994,-600.33300106975
45,2007-03-09,354.934,356.423,348.458,130.567001,3081060,48.226826,0.6499939999999924,49.447712368144664,278.48266700000005,858021805.9870201,43.22281907626677,290.0612632594996,-6.247848352175612,328.8711759517607,616.8330627270302,-287.96188677526953,-599.9023061723806
46,2007-03-12,354.663,364.00300000000004,351.977,132.266998,4916346,48.854744000000004,1.6999969999999962,49.65233571525347,282.74899933333336,1390091911.8764362,41.467611694663134,289.25435051791646,-6.803237310394636,327.4173030011356,613.6808657745528,-286.26356277341716,-598.887691794658
47,2007-03-13,360.07800000000003,367.74800000000005,353.76199999999994,134.524994,3499056,49.688778000000006,2.2579959999999915,49.97968015293034,285.344998,998438127.321888,39.9523777695654,289.5871443856069,-7.250424720532044,327.2742701948181,611.1672326114965,-283.8929624166784,-597.201690536172
48,2007-03-14,356.918,356.918,343.38199999999995,130.225006,6203118,48.100513,-4.299987999999985,50.31078879446996,276.84166866666664,1717281538.0562358,41.82236736683138,289.2438709713353,-7.4025397622753575,325.71308595568854,607.666753178217,-281.9536672225285,-595.1074026771066
49,2007-03-15,356.423,358.56699999999995,347.941,129.417007,6692100,47.802067,-0.8079989999999952,50.55405463293735,278.641669,1864697913.1148999,43.745885534281555,288.47110292308713,-7.431123284279036,324.41129180100864,604.0863799010524,-279.67508810004375,-592.4710012346826
50,2007-03-16,354.663,360.844,341.126,127.141998,4269132,46.961754,-2.2750090000000114,50.44230108009839,276.370666,1179862854.081912,46.59454789866678,286.9619894453909,-8.037863496356374,323.28129863912733,600.4698422728746,-277.1885436337473,-589.157555491513
51,2007-03-19,346.99300000000005,359.55800000000005,345.18699999999995,132.192001,2706282,48.827042,5.050003000000004,50.62025497203531,278.9790003333333,754995846.980094,44.69657519749265,287.8618935169719,-7.848170648335941,323.4907561726582,597.9118118033949,-274.4210556307367,-585.1992948885287
52,2007-03-20,360.97900000000004,365.35699999999997,355.159,131.800003,6147876,48.682255,-0.39199800000000096,50.607574319098575,284.1053343333333,1746644366.4198759,49.00021233517552,288.66475763299934,-7.86289523702199,323.46874866910963,595.5372977455914,-272.0685490764818,-580.8313896303073
53,2007-03-21,356.875,370.907,352.99300000000005,135.274994,4812948,49.965794,3.4749909999999886,50.67817116413857,286.3916646666667,1378388189.6741042,43.91805740301867,290.6181367861855,-6.9121589604109985,325.09447105811273,594.324371875104,-269.2299008169913,-576.0722521157248
54,2007-03-22,371.809,387.333,369.101,142.050003,10139304,52.468235,6.775009000000011,50.91675813643295,299.49466766666666,3036667481.851304,45.251070594532614,294.1616234037084,-4.30835148354145,328.6646691957738,594.0721151142345,-265.4074459184607,-570.63074190919
55,2007-03-23,394.37199999999996,394.37199999999996,376.774,140.516998,6415032,51.902012,-1.5330050000000028,50.59569703399191,303.887666,1949449101.7953122,45.38515624792979,296.7693163765881,-3.7675882131991143,331.63731391403604,593.0943076836866,-261.4569937696505,-564.6253156673155
56,2007-03-26,379.029,390.265,370.704,141.707993,8220882,52.341915,1.1909949999999867,50.698853262236675,300.892331,2473600347.8559422,47.792151523924446,299.2526483880466,-3.745220429703641,334.3870143925468,592.2098696280189,-257.82285523547205,-558.3222967961065
57,2007-03-28,383.543,393.514,372.39599999999996,144.091995,11680926,53.222473,2.3840020000000095,50.75158869004687,303.33399833333334,3543221987.81579,51.53667778865664,301.91042584566065,-4.088543356714444,337.54492617164266,591.7988504491382,-254.2539242774955,-551.699612945916
58,2007-03-29,388.05300000000005,397.575,387.151,145.800003,11217894,53.853348,1.7080080000000066,51.07416938681229,310.1753343333333,3479514021.9658937,54.05685056761365,305.54211267037977,-4.647458548293041,340.7259190628654,592.4323718801371,-251.70645281727172,-545.1734872847952
59,2007-03-30,393.468,399.334,393.311,146.800003,7749954,54.222729,1.0,51.39952111251358,313.14833433333337,2426885186.2599545,56.133677139657024,309.33879352538634,-4.449472324723253,343.63557901070124,593.3022262640854,-249.6666472533842,-538.9205562567962
60,2007-04-02,394.82099999999997,394.82099999999997,369.55400000000003,137.682999,7418640,50.855225,-9.117004000000009,51.37455914722686,300.68599966666665,2230681184.56712,55.936675803388994,310.34823760795393,-7.654483544471272,344.3895986933063,592.6483479258652,-248.2587492325589,-533.1546168185739
61,2007-04-03,371.13199999999995,383.542,370.54699999999997,140.632996,6821988,51.944846999999996,2.949996999999996,51.51012005988313,298.2406653333333,2034594240.0160158,57.304481758629365,311.5624149648002,-7.687071994627275,346.1589979520764,593.2171451557689,-247.0581472036925,-527.8172114226562
62,2007-04-04,382.63800000000003,386.225,377.765,141.274994,4956420,52.181979999999996,0.641998000000001,51.41759573767871,301.754998,1495624507.18716,56.08492978783787,313.02745587295277,-7.665513969106791,348.42748447717975,593.7886540748806,-245.36116959770084,-522.7659555468101
63,2007-04-05,381.241,385.662,376.005,141.024994,4226268,52.089649,-0.25,50.98622549872755,300.8973313333333,1271672762.6994638,57.76168415789278,313.82656986368863,-7.673908865010082,349.782799161928,594.6949807216506,-244.91218155972263,-518.5498191635176
64,2007-04-09,382.63800000000003,394.82099999999997,381.80400000000003,145.225006,3660876,53.64099100000001,4.200012000000015,50.6711905672993,307.28333533333335,1124926187.521752,54.72052234782085,314.87281726944525,-7.532874210879792,352.3855190232815,597.1804392251883,-244.79492020190673,-515.2238185232777
65,2007-04-10,397.079,399.334,387.287,145.725006,4787190,53.825672,0.5,50.909085227405306,310.782002,1487772492.1543798,55.54023445620201,316.20811793076564,-7.516084419073211,354.4701961684244,599.5343585668813,-245.06416239845692,-512.7910533754458
66,2007-04-11,394.529,401.048,393.24300000000005,146.757996,6643878,54.207198999999996,1.0329899999999839,50.613376664815966,313.68299866666666,2084071573.815496,55.1344406501454,317.56539586869155,-7.074236489490069,355.6957435270747,601.9895136395232,-246.29377011244856,-511.4881259661971
67,2007-04-12,386.385,396.606,381.555,141.807999,5799006,52.378838,-4.949996999999996,50.65930628418505,306.656333,1778301915.0049982,56.194074716178605,316.8551446374491,-7.4993934952952275,355.64025240508624,603.9887674400522,-248.348515034966,-511.3291364549523
68,2007-04-13,384.49,394.597,384.49,145.391998,5038248,53.702663,3.5839990000000057,50.717246166177866,308.159666,1552584820.905168,54.559716032125564,317.080284537475,-9.208681148424708,356.46911113689987,606.8191533601278,-250.3500422232279,-512.1092854413824
69,2007-04-16,394.82099999999997,407.749,394.82099999999997,150.033005,5180988,55.416885,4.641007000000002,50.82206618719317,317.534335,1645141579.22298,54.665769402606706,318.56335787543,-7.11857343119959,358.2154314469832,610.6829132214752,-252.46748177449206,-513.6861930588963
70,2007-04-17,407.004,408.81,400.236,148.949997,5303004,55.016856999999995,-1.0830080000000066,50.48807208165472,319.331999,1693418868.024996,54.48863554524636,320.9617441579127,-8.534397468354433,359.2382252564051,613.9051179409695,-254.6668926845644,-515.9891490659736
71,2007-04-18,397.35,411.97,397.35,150.867004,6829746,55.724934,1.9170070000000123,50.60445779450906,320.0623346666667,2185944449.940328,52.816976591547245,323.3370250182581,-7.584678481012653,360.56667510253357,617.3860484427418,-256.8193733402082,-519.0284741466951
72,2007-04-19,402.494,410.028,395.59,149.257996,7304742,55.130615,-1.609008000000017,50.36457860406946,318.29199866666664,2325040930.924344,48.93082720079008,324.91973282920856,-7.637580272891661,362.72782073491175,620.2288411962321,-257.50102046132037,-522.0676461632721
73,2007-04-20,415.126,417.384,406.103,153.591995,5181318,56.731453,4.333999000000006,50.49358632475533,325.6929983333334,1687518994.7384703,47.75221164618594,327.8201357730396,-6.362527701024309,365.58843362384386,623.6103231505564,-258.0218895267125,-525.0298827868944
74,2007-04-23,417.384,423.99300000000005,417.384,156.007996,6654144,57.623852,2.4160009999999943,50.391131606971165,332.4616653333333,2212247795.607808,49.771670491702935,330.59714529506266,-5.783915246943264,368.87487681198127,628.0623206762396,-259.1874438642583,-528.1009152714846
75,2007-04-24,419.64,431.327,417.60900000000004,158.082993,8683968,58.390266000000004,2.074996999999996,50.685022911181406,335.6729976666667,2914973570.201408,50.99789519696958,333.7095801749615,-6.484906782446716,372.5986497009432,632.9943375379175,-260.39568783697433,-531.1426345801924
