"Date","ONGC.NS.Open","ONGC.NS.High","ONGC.NS.Low","ONGC.NS.Close","ONGC.NS.Volume","ONGC.NS.Adjusted"
2009-11-30,195.391998,201.100006,195.391998,199.957993,6747054,122.606117
2009-12-01,200.667007,202.432999,198.707993,199.632996,4433298,122.406868
2009-12-02,201.167007,201.483002,196.332993,197.492004,6027366,121.094078
2009-12-03,197.832993,202.492004,197.367004,199.992004,5418474,122.626976
2009-12-04,198.332993,199.5,195.016998,196.516998,4503708,120.496284
2009-12-07,197.167007,197.432999,194.800003,196.507996,3642726,120.49073
2009-12-08,196.167007,197.567001,195.024994,196.625,4071798,120.562508
2009-12-09,196.667007,198.167007,195.5,196.658005,3079830,120.582718
2009-12-10,196.332993,199.667007,195.332993,199.242004,3300216,122.167107
2009-12-11,199.199997,200.882996,196.757996,198.266998,5447910,121.569275
2009-12-14,198.667007,202.832993,198.332993,200.516998,3939696,122.948921
2009-12-15,201.466995,201.466995,198,198.975006,2588832,122.00341
2009-12-16,198.975006,199.507996,196.841995,198.167007,2450214,121.507988
2009-12-17,198.332993,202.317001,196.667007,200.108002,3492114,122.698082
2009-12-18,201,201,196.682999,197.542007,1731024,121.124702
2009-12-21,199.274994,199.274994,195.5,196.324997,2443920,120.37854
2009-12-22,195.908005,195.908005,192.125,193.507996,3786336,130.627853
2009-12-23,194.283005,198.283005,193.016998,196.492004,3519270,132.642151
2009-12-24,197.167007,200.242004,196.492004,199.574997,4212102,134.723373
2009-12-29,199.667007,200.824997,195.832993,196.925003,6547938,132.934494
2009-12-30,198.141998,198.141998,195.332993,195.733002,2315994,132.129807
2009-12-31,196.332993,197.332993,195.533005,196.332993,4365294,132.534882
2010-01-04,196.167007,198.832993,196,197.908005,1905762,133.598053
2010-01-05,198.682999,202.5,198.192001,201.375,4657392,135.938446
2010-01-06,202.016998,204.5,201.199997,203.917007,4203690,137.654449
2010-01-07,203.5,205.817001,201.667007,204.132996,6394536,137.800278
2010-01-08,204.167007,206.432999,201.667007,202.617004,5678652,136.776871
2010-01-11,205.057999,205.483002,202.167007,202.75,5078046,136.866714
2010-01-12,200.917007,202.850006,197.832993,198.492004,3932952,133.992279
2010-01-13,198.167007,201.074997,196.667007,199.216995,3194178,134.481705
2010-01-14,200.324997,207.792007,199.5,205.292007,8584284,138.582626
2010-01-15,205.292007,206.233002,200.367004,201.632996,8546700,136.112625
2010-01-18,201.449997,203.832993,200.192001,202.091995,3182250,136.422501
2010-01-19,202,202.817001,198,199.466995,5830440,134.650497
2010-01-20,200.317001,202.466995,193,193.524994,8113314,130.639313
2010-01-21,194.167007,196.100006,188.516998,189.992004,5594190,128.254379
2010-01-22,188.233002,188.233002,183.332993,185.75,10479762,125.390755
2010-01-25,186.850006,187.800003,183.417007,186.841995,3368646,126.127991
2010-01-27,185.733002,186.300003,183.800003,184.817001,3637746,124.760963
2010-01-28,186.5,188.932999,179.167007,183.725006,9457560,124.023773
2010-01-29,183.516998,186.667007,181.667007,182.733002,4827714,123.354149
2010-02-01,181,184.792007,181,183.591995,2698374,123.934021
2010-02-02,185,186.649994,182,184.182999,4362108,124.332954
2010-02-03,185.082993,190.182999,184.5,188.966995,3031386,127.562401
2010-02-04,189.992004,192.5,187.550003,189.932999,12828696,128.214539
2010-02-05,186.199997,187.832993,180.182999,181.274994,6177252,122.369926
2010-02-08,180.817001,187.432999,179.016998,186.358002,4135308,125.801216
2010-02-09,186.358002,188.141998,183.600006,184.375,2701572,124.462608
2010-02-10,185.167007,186.5,180.792007,181.167007,5141856,122.29705
2010-02-11,189.5,189.5,181.832993,183.375,3333348,123.787544
2010-02-15,183.5,184.274994,179.692001,181.382996,2329152,122.442825
2010-02-16,183.300003,185,180.350006,183.832993,2439060,124.096725
2010-02-17,185.667007,186.5,182.524994,183.283005,3398442,123.725441
2010-02-18,177.5,184.832993,177.5,183.917007,3234786,124.153442
2010-02-19,182.492004,185.832993,181.292007,184.966995,3820998,124.862198
2010-02-22,185,186.667007,183.641998,184.582993,3981498,124.602989
2010-02-23,183.832993,184.5,182,183.582993,3667074,123.92794
2010-02-24,184.158005,184.641998,181.007996,183.542007,2067654,123.900284
2010-02-25,183.542007,185.917007,181.675003,184.975006,2657376,124.86763
2010-02-26,185.824997,188.932999,182.5,186.266998,5019594,125.739822
2010-03-02,186.682999,189.766998,183.766998,184.841995,5567304,124.777855
2010-03-03,185.5,186.042007,181.432999,183.475006,5705274,123.855019
2010-03-04,182,184.832993,181.667007,182.507996,6390648,123.202271
2010-03-05,185,185,181.832993,182.417007,8786622,123.140846
2010-03-08,184.167007,184.574997,183.091995,183.417007,6550692,123.815903
2010-03-09,183.75,184.167007,181.832993,182.699997,3563196,123.331863
2010-03-10,181.832993,183.141998,180.5,181.425003,7231278,122.471176
2010-03-11,182.167007,182.167007,179.466995,180.625,4789890,121.931168
2010-03-12,180.875,182.033005,180.182999,180.783005,6732840,122.037834
2010-03-15,180.783005,181.207993,177.591995,178.300003,2579190,120.361641
2010-03-16,179.5,181.149994,177.891998,178.516998,5840634,120.508133
2010-03-17,179.832993,180.649994,178.332993,178.917007,4512120,120.778145
2010-03-18,179.574997,179.574997,175,175.699997,7020342,118.606522
2010-03-19,176.332993,177.167007,174.192001,176.141998,4986024,118.904869
2010-03-22,175.667007,178.199997,174.432999,176.524994,4146252,119.163422
2010-03-23,177.042007,179.007996,176.382996,178.207993,5168454,120.299538
2010-03-25,178.167007,178.332993,175.091995,176.108002,6617802,118.881958
2010-03-26,176.667007,180.667007,176.667007,179.983002,7182120,121.497787
2010-03-29,180.682999,183.149994,179.341995,182.175003,2926800,122.977516
2010-03-30,182.75,185.350006,182,182.882996,3564894,123.455421
2010-03-31,183.016998,185.167007,181.367004,183.117004,6004680,123.613373
2010-04-01,183.5,184.5,179.957993,180.742004,3007356,122.010132
2010-04-05,182.167007,185,180.582993,182.824997,2521854,123.416252
2010-04-06,182.832993,182.832993,179.667007,180.807999,3079734,122.05468
2010-04-07,182.324997,182.667007,179.682999,180.483002,2997648,121.835266
2010-04-08,181.117004,181.117004,176.182999,176.932999,5050782,119.438889
2010-04-09,176.832993,178.75,176.75,177.300003,2996088,119.686615
2010-04-12,179.082993,179.141998,174.167007,175.483002,2432766,118.460022
2010-04-13,175.042007,176.667007,172.949997,173.391998,4208106,117.0485
2010-04-15,174.216995,176.5,172.917007,173.274994,4682466,116.969505
2010-04-16,173.5,173.649994,171.432999,171.899994,2813412,116.041306
2010-04-19,170.832993,171.5,166.516998,167.300003,6449718,112.936096
2010-04-20,169,170,166.774994,167.082993,5451660,112.789604
2010-04-21,167.516998,168.966995,166.658005,168.283005,4207668,113.599663
2010-04-22,167.667007,171.367004,166,169.182999,6750660,114.20723
2010-04-23,169,170.783005,168,169.649994,4125792,114.522438
2010-04-26,167.516998,171.457993,167,169.625,2957922,114.505592
2010-04-27,171.149994,174.832993,169.332993,174.149994,4901772,117.560173
2010-04-28,173.332993,174.667007,171.016998,173.350006,3393618,117.020157
2010-04-29,173.667007,175.307999,172.199997,174.475006,4176486,117.77961
2010-04-30,175,176.867004,172.332993,175.800003,12740574,118.674026
2010-05-03,175,176.449997,173.957993,174.600006,3243480,117.86396
2010-05-04,174.707993,176.25,173.266998,173.966995,2261568,117.436653
2010-05-05,172.516998,173.942001,169.832993,171.841995,2686314,116.002197
2010-05-06,171.667007,174.917007,170.182999,173.807999,4716900,117.32933
2010-05-07,170.858002,176.932999,170.858002,174.117004,6830808,117.537895
2010-05-10,175.667007,175.766998,172.667007,175.149994,3745860,118.235237
2010-05-11,174.932999,174.932999,170.132996,171.658005,6134346,115.877945
2010-05-12,172.466995,172.649994,170.466995,171.324997,4782966,115.653168
2010-05-13,171.707993,175.257996,171.332993,174.317001,7500012,117.672951
2010-05-14,174.317001,175.917007,173.332993,174.091995,5117970,117.521042
2010-05-17,171.716995,173.167007,170,171.167007,3254052,115.546516
2010-05-18,172.817001,176.149994,170.016998,175.225006,2941518,118.285873
2010-05-19,176.167007,176.167007,168.667007,170.850006,9495072,115.332527
2010-05-20,177.449997,190.332993,177.449997,186.442001,31212816,125.85791
2010-05-21,172.332993,187.832993,172.332993,182.457993,14380698,123.16851
2010-05-24,184.167007,188.332993,179.207993,180.332993,4973868,121.734039
2010-05-25,180.332993,181.399994,176.667007,180.050003,8610924,121.543015
2010-05-26,182.5,185,176.667007,178.332993,22784382,120.383949
2010-05-27,178.167007,190,178.167007,187.199997,15848724,126.369637
2010-05-28,189,190.824997,186.832993,188.675003,6260430,127.365311
2010-05-31,190,196.274994,189.100006,194.617004,10406520,131.37645
2010-06-01,195,196.882996,190,190.942001,3918936,128.895645
2010-06-02,191.332993,198.067001,191.225006,197.057999,13053228,133.024277
2010-06-03,198,202.5,198,201.841995,7253076,136.253723
2010-06-04,203.667007,205,197.5,198.283005,15500760,133.851212
2010-06-07,196.667007,201.300003,194.432999,196.533005,8072346,132.669891
2010-06-08,194.667007,195.800003,192.667007,194.050003,6225390,130.993729
2010-06-09,195.667007,201.332993,194.716995,198.382996,9912222,133.918701
2010-06-10,200,200.766998,196.442001,198.117004,4463202,133.739166
2010-06-11,200,200.667007,195.550003,196.667007,10551030,132.7603
2010-06-14,200.832993,200.832993,195.699997,199.516998,4780392,134.684204
2010-06-15,199.766998,200.667007,193.399994,194.399994,7128750,131.229996
2010-06-16,194.667007,196.5,192.167007,194.082993,6838254,131.015976
2010-06-17,193.832993,198.317001,193.5,197.675003,3829254,133.440796
2010-06-18,190.475006,199.341995,190.475006,198.832993,4833090,134.222504
2010-06-21,200,202.266998,198.332993,200.707993,6540288,135.48819
2010-06-22,200,201.832993,198.033005,199.516998,5033898,134.684204
2010-06-23,198.317001,200.942001,198.283005,199.050003,3253842,134.368942
2010-06-24,200.167007,201.742004,195.925003,198.225006,7286670,133.812042
2010-06-25,198.667007,215.167007,197.716995,210.567001,23538084,142.143555
2010-06-28,210.332993,221.899994,210.332993,217.475006,23743500,146.806808
2010-06-29,216.667007,219.167007,213.332993,217.667007,11901846,146.936386
2010-06-30,214.992004,221.175003,214.992004,220.132996,13854462,148.601059
2010-07-01,220.132996,224.483002,216.108002,217.050003,13328382,146.519882
2010-07-02,216.75,220.899994,216.75,217.716995,5945952,146.970123
2010-07-05,216.216995,218.317001,213.716995,214.233002,3951624,144.618286
2010-07-06,213,216.5,213,215.574997,4904106,145.524185
2010-07-07,216.442001,216.442001,210.832993,210.957993,5186916,142.407486
2010-07-08,213,216.317001,212.233002,214.283005,5412180,144.652008
2010-07-09,214.283005,217.332993,213.567001,215.649994,6772956,145.574829
2010-07-12,217.332993,217.332993,212.466995,213.033005,6248862,143.808212
2010-07-13,214.057999,215.167007,211.792007,212.858002,5065212,143.690063
2010-07-14,214.132996,214.725006,209.167007,209.75,8188926,141.591995
2010-07-15,210.5,211.807999,205.341995,206.158005,8100378,139.167236
2010-07-16,203.875,210.332993,203.382996,209.783005,8592060,141.614288
2010-07-19,209.149994,210.817001,207.682999,209.850006,3253020,141.659515
2010-07-20,209.850006,211.567001,208.766998,209.858002,4290432,141.664932
2010-07-21,210.832993,212.641998,209.024994,212.016998,4300062,143.122314
2010-07-22,212.016998,213.617004,209.641998,212.966995,3270120,143.763672
2010-07-23,213.007996,213.800003,209.25,209.992004,3512862,141.755371
2010-07-26,210.832993,211,208.132996,209.207993,3239190,141.226135
2010-07-27,210.016998,212.067001,209.757996,210.483002,2750628,142.086838
2010-07-28,210,213.283005,209.167007,209.925003,5236176,141.710159
2010-07-29,207.567001,211.016998,203.332993,207.757996,15344016,140.247299
2010-07-30,206.667007,208.266998,203.442001,206.783005,7286052,139.589157
2010-08-02,206.667007,214,206.667007,212.975006,4191714,143.769058
2010-08-03,215,215,211.057999,211.942001,5408688,143.071732
2010-08-04,212.5,213,209.632996,210.507996,4071342,142.103714
2010-08-05,204.641998,211.567001,204.641998,207.057999,5340498,139.774796
2010-08-06,204.067001,207.800003,201.332993,205.141998,5066004,138.4814
2010-08-09,206.667007,210.824997,203.925003,205.449997,5460756,138.689301
2010-08-10,206.600006,206.966995,203.75,205.875,4457454,138.976212
2010-08-11,206.667007,208.182999,204.667007,206.233002,6289722,139.217834
2010-08-12,205.832993,212.425003,204.832993,211.074997,7668096,142.48645
2010-08-13,211.167007,214.667007,211.167007,212.925003,5054388,143.735321
2010-08-16,212.5,213.766998,210.175003,211.742004,2064042,142.936737
2010-08-17,210.332993,212.574997,207.807999,209.841995,2001426,141.654114
2010-08-18,210.091995,217.182999,207.608002,214.016998,8320986,144.472473
2010-08-19,214.667007,215.957993,210.332993,211.117004,2795226,142.514832
2010-08-20,210.5,213.332993,208.591995,209.841995,2250120,141.654114
2010-08-23,209.050003,216.167007,208.667007,213.858002,4469316,144.365112
2010-08-24,214.332993,215.283005,210.832993,212.100006,5260752,143.178391
2010-08-25,212.5,214.832993,210.891998,212.766998,4110342,143.628677
2010-08-26,213,216.399994,212.557999,214.975006,7195542,145.119186
2010-08-27,215.917007,222.317001,213.667007,219.699997,9813786,148.308777
2010-08-30,221.832993,226.649994,220.850006,224.024994,11828838,151.228394
2010-08-31,223.332993,225,221.5,222.932999,6250044,150.491196
2010-09-01,224.932999,225.783005,222.050003,223.158005,4029264,150.643143
2010-09-02,224.167007,226.466995,220,220.233002,5363232,148.668594
2010-09-03,222.167007,223.949997,220.667007,223.167007,4640760,150.649185
2010-09-06,222,228.667007,220,225.117004,6508818,151.96553
2010-09-07,226.233002,227.457993,223.832993,225.608002,7104702,152.296997
2010-09-08,224.216995,227.466995,223.341995,225.917007,6399516,152.505585
2010-09-09,224.167007,226.5,222.082993,225.992004,4766208,163.405685
2010-09-13,230,231.5,227.725006,230.391998,6572406,166.587143
2010-09-14,230.832993,235.617004,227.742004,232.716995,8323002,168.268265
2010-09-15,233.332993,242.233002,232.582993,234.492004,15575154,169.551682
2010-09-16,235,238.667007,232.332993,233.292007,5001774,168.684067
2010-09-17,235,237.082993,231.5,232.875,7716156,168.382523
2010-09-20,234.167007,236.817001,233.350006,234.033005,6851880,169.219833
2010-09-21,234.332993,236,232.891998,233.975006,5398812,169.177887
2010-09-22,235,236.466995,232.5,233.774994,5038278,169.033234
2010-09-23,235,238.917007,234.167007,237.449997,9012420,171.690521
2010-09-24,238.667007,241.283005,235.699997,239.516998,6950910,173.185104
2010-09-27,240.832993,244.516998,239.917007,242.983002,6416928,175.691223
2010-09-28,240.524994,245.432999,240.524994,243.007996,6123840,175.709274
2010-09-29,244.5,244.5,236,236.891998,4641462,171.287003
2010-09-30,237.507996,237.817001,230.391998,234.016998,10107282,169.208267
2010-10-01,234.391998,237.632996,233.033005,234.167007,10126602,169.316696
2010-10-04,234.832993,240.733002,231.667007,232.391998,7828398,168.033279
2010-10-05,225.667007,234.617004,225.667007,231.766998,4812792,167.581406
2010-10-06,234.774994,234.774994,230.375,230.875,6158262,166.936386
2010-10-07,230.875,233.391998,228.832993,230.716995,6203238,166.822174
2010-10-08,231.667007,232.5,225.792007,227.074997,4711794,164.188797
2010-10-11,230.742004,230.75,225.582993,226.867004,4175916,164.038391
2010-10-12,228.567001,228.600006,224.341995,226.649994,4837332,163.88147
2010-10-13,227.832993,231.649994,226.725006,230.016998,7617498,166.31604
2010-10-14,230.466995,231.266998,225.007996,225.841995,3243054,163.297226
2010-10-15,228.332993,228.332993,221.925003,223.391998,4364958,161.525742
2010-10-18,223.391998,228.949997,220.082993,227.391998,6438486,164.417984
2010-10-19,228.5,229.067001,223.167007,225.100006,5381238,162.760757
2010-10-20,224.667007,227.617004,223.332993,225.074997,1889988,162.742661
2010-10-21,226.324997,228.5,223.682999,226.682999,5013066,163.905334
2010-10-22,227.824997,228.067001,223.033005,223.975006,2689536,161.947311
2010-10-25,226.667007,227,223.966995,224.475006,5148702,162.308838
2010-10-26,225.817001,225.817001,220,220.699997,5765184,159.579269
2010-10-27,220.5,220.608002,215.132996,216.417007,5111040,156.482407
2010-10-28,218,221.417007,215.332993,217.307999,13989654,157.126648
2010-10-29,221.242004,221.242004,215,217.341995,4452246,157.151215
2010-11-01,220.667007,222.167007,218.332993,219.891998,2571858,158.99501
2010-11-02,220.057999,222.483002,218.882996,221.733002,2180070,160.326218
2010-11-03,223,224.466995,221.350006,221.742004,4693920,160.332672
2010-11-04,223.783005,230.5,221.5,228.067001,5213736,164.906021
2010-11-08,232.667007,232.667007,223.832993,225.108002,7205400,162.76651
2010-11-09,226.149994,227.766998,221.725006,222.908005,5196576,161.175797
2010-11-10,223.332993,225.466995,223.332993,224.675003,2055864,162.4534
2010-11-11,225,225.649994,218.5,219.617004,5053794,158.796219
2010-11-12,220.442001,221.167007,215.824997,217.449997,6405996,157.229309
2010-11-15,217.449997,221.317001,215.082993,219.074997,2820924,158.404297
2010-11-16,221.149994,221.149994,212.667007,215.567001,3510384,155.867828
2010-11-18,220.800003,220.800003,208.667007,213.707993,5800602,154.523636
2010-11-19,214.832993,214.832993,208.550003,210.600006,2874444,152.276352
2010-11-22,210.007996,217.5,207.507996,216.125,4750710,156.271317
2010-11-23,215,215.832993,208.082993,212.108002,5386170,153.366745
2010-11-24,213.332993,213.75,205.832993,207.908005,3377418,150.329926
2010-11-25,207.942001,211,200.925003,204.466995,8742108,147.841812
2010-11-26,205.832993,208.242004,198.667007,206.824997,5960676,149.546829
2010-11-29,208.841995,208.841995,204.375,207.175003,2647794,149.799881
2010-11-30,207.332993,208.274994,204.391998,207.550003,4231428,150.07106
2010-12-01,208.332993,217.283005,207.75,214.375,5444130,155.005951
2010-12-02,222.667007,225.774994,217.542007,218.992004,11644164,158.344254
2010-12-03,220,222.141998,218.332993,219.932999,7572450,159.024673
2010-12-06,222.466995,222.667007,219.667007,220.082993,3349338,159.133118
2010-12-07,221.667007,224.332993,220.832993,222.992004,8844924,161.236526
2010-12-08,224.167007,227.307999,223.332993,224.216995,11054448,162.122253
2010-12-09,225.283005,225.975006,215.766998,220.266998,7655118,159.266159
2010-12-10,221.5,221.582993,219.225006,220.332993,5738214,159.313889
2010-12-13,221.5,222.358002,219.699997,221.350006,5770620,160.049255
2010-12-14,222.641998,223.591995,221.033005,221.983002,3887496,160.506958
2010-12-15,223.649994,223.975006,218.25,220.625,4209096,159.52504
2010-12-16,222.332993,223,217.332993,221.658005,11786376,160.271957
2010-12-20,219.983002,220.667007,216,217.408005,8097570,157.198944
2010-12-21,217.983002,218.317001,216,216.832993,3671034,156.783173
2010-12-22,218,219.667007,217.100006,217.533005,3879690,157.289322
2010-12-23,218.649994,218.667007,215.358002,216.707993,3540876,156.692795
2010-12-24,213.667007,216.667007,213.667007,215.792007,2734644,156.030502
2010-12-27,216.317001,217.5,215.841995,216.591995,2787534,156.608932
2010-12-28,216.649994,216.649994,214.425003,214.983002,2639922,155.445541
2010-12-29,216.466995,217.667007,215.042007,217.225006,3858492,157.066635
2010-12-30,217.449997,217.449997,214.167007,215.766998,5010018,156.012436
2010-12-31,215.016998,217.082993,214.033005,214.699997,4598454,155.240936
2011-01-03,217.332993,217.332993,215.024994,215.466995,3086238,155.795502
2011-01-04,215.891998,216.233002,214.007996,214.507996,4576776,155.102066
2011-01-05,214.817001,214.817001,209.667007,211.024994,5421078,152.583679
2011-01-06,211.567001,211.766998,202.75,204.550003,9529842,147.901871
2011-01-07,204.192001,205.667007,200,200.975006,5663580,145.316925
2011-01-10,200.332993,201.625,194.600006,195.725006,7110408,141.520859
2011-01-11,196.167007,201.582993,195.016998,197.466995,6439050,142.780396
2011-01-12,198.332993,201.832993,191.341995,197.774994,14537040,143.003143
2011-01-13,197.5,201.466995,195.024994,200.25,6794286,144.792709
2011-01-14,201.167007,202.5,195.332993,196.507996,4032972,142.087006
2011-01-17,195.850006,197.832993,193.042007,195.016998,4277550,141.008926
2011-01-18,195.057999,196,192.774994,195.074997,5204790,141.050842
2011-01-19,195.182999,197.375,192.5,193.141998,4172202,139.653183
2011-01-20,190.850006,192.917007,187.033005,189.050003,9200106,136.694397
2011-01-21,188.667007,189.832993,183.783005,184.257996,8752776,133.229492
2011-01-24,186.332993,190.667007,184.832993,189.707993,4333938,137.170197
2011-01-25,190.350006,191.632996,185,188.408005,5506872,136.230255
2011-01-27,189.832993,190.850006,185,185.632996,6659538,134.223755
2011-01-28,187.492004,190.824997,186.024994,188.817001,6497328,136.52597
2011-01-31,190.533005,202.800003,190.5,196.300003,17166906,141.9366
2011-02-01,198.5,199.742004,195.292007,196.125,8898528,141.810074
2011-02-02,197.399994,201.667007,196.167007,196.932999,11149230,142.394318
2011-02-03,197.167007,199.891998,195.516998,199.233002,8452230,144.057327
2011-02-04,199.257996,205.524994,197.832993,198.617004,14437500,143.611923
2011-02-07,200,203,198.332993,199.091995,12533964,143.955399
2011-02-08,200,200.667007,185.533005,188.033005,6873978,135.959091
2011-02-09,189.033005,191.600006,181.332993,182.867004,4901862,132.22377
2011-02-10,182.667007,188.600006,181.332993,182.399994,5458606,131.886093
2011-02-11,181.399994,186,176.667007,184.699997,4595268,133.549133
2011-02-14,187.432999,189.233002,184.233002,186.300003,4115782,134.706039
2011-02-15,186.399994,190.600006,183.332993,188.367004,3585198,136.200562
2011-02-16,187.367004,189.332993,185.399994,186.432999,3972225,134.802185
2011-02-17,187.832993,187.832993,184.199997,185.233002,2999698,133.934509
2011-02-18,185.567001,186.266998,178.033005,178.932999,5878118,129.379257
2011-02-21,179.600006,184.932999,176.033005,184.033005,6438177,133.066864
2011-02-22,184.667007,184.667007,178.367004,181.300003,6039484,131.090729
2011-02-23,181.766998,183.332993,180.067001,181.033005,4505488,130.897659
2011-02-24,179.5,180.632996,174.199997,176.632996,12898323,127.716194
2011-02-25,177.966995,179.132996,173.399994,174.733002,3928434,126.342369
2011-02-28,175.832993,183.332993,175.332993,180.233002,10273340,130.319183
2011-03-01,182,183.667007,179.466995,182.667007,4917810,132.079132
2011-03-03,182.332993,183.733002,178.132996,179.899994,4893675,130.078445
2011-03-04,179.332993,180.733002,178,179.233002,4100439,129.596146
2011-03-07,177.332993,177.932999,174.667007,175.899994,3115482,127.186172
2011-03-08,175.699997,181.966995,175.699997,181.5,5202176,131.235336
2011-03-09,182,183.300003,177.533005,180.867004,6751722,130.777634
2011-03-10,180.667007,185.600006,178.067001,184.033005,4974466,133.066864
2011-03-11,184,190.266998,182.832993,187.832993,8258842,135.814499
2011-03-14,188.766998,190.667007,186.432999,187.132996,4226475,135.308334
2011-03-15,184.399994,186.867004,180.067001,180.766998,5363734,130.705307
2011-03-16,182.533005,184.533005,180.332993,181.199997,4696912,131.018402
2011-03-17,179.899994,183.932999,179,181.567001,2309043,131.283768
2011-03-18,183.766998,183.932999,178.733002,180.100006,2932278,130.223022
2011-03-21,182,182.266998,178.132996,179.966995,1839324,130.126877
2011-03-22,180.733002,182.233002,178.167007,181,2535308,130.873825
2011-03-23,180.966995,182.600006,179.600006,181.766998,2107996,131.428375
2011-03-24,182.5,182.766998,181.332993,181.966995,3487646,131.572983
2011-03-25,184.567001,185.100006,181.332993,183.932999,6411242,132.994537
2011-03-28,183.667007,187.667007,182.699997,186.132996,7339996,134.585236
2011-03-29,186.632996,190.399994,186.332993,189.233002,5875006,136.826767
2011-03-30,190,193.300003,187.033005,188.266998,5266102,136.128265
2011-03-31,188.567001,196.132996,188.567001,194.199997,9499864,140.418198
2011-04-01,195,197.100006,193.332993,195.367004,4220574,141.261978
2011-04-04,196,199.332993,194.167007,198.600006,3015000,143.599655
2011-04-05,199.800003,202.300003,195.466995,197.667007,4413615,142.925049
2011-04-06,197.332993,202,197.199997,198.733002,8120823,143.695801
2011-04-07,199.932999,200.667007,193.533005,194.399994,7120737,140.562805
2011-04-08,194.966995,195.332993,190.233002,191.632996,4940474,138.562057
2011-04-11,192.600006,192.667007,186.067001,188.600006,4788320,136.369049
2011-04-13,186.367004,193.699997,185.699997,192.667007,5266890,139.309753
2011-04-15,192.367004,192.667007,187.800003,190.699997,4361028,137.887482
2011-04-18,192.399994,195.100006,190.800003,191.600006,4304644,138.538239
2011-04-19,190.699997,194.332993,188.800003,193.033005,3437049,139.574371
2011-04-20,193.733002,198.033005,193.733002,196.800003,4385253,142.298141
2011-04-21,197.300003,203.800003,197.300003,202.800003,5906080,146.636505
2011-04-25,203.932999,205.800003,201.399994,202.266998,3177348,146.251144
2011-04-26,202.667007,203.5,198.100006,202.567001,3934587,146.468018
2011-04-27,204,207.966995,203.332993,207.600006,7441954,150.107193
2011-04-28,210,212.867004,208.100006,211.832993,13472038,153.167908
2011-04-29,211.600006,217.100006,203.067001,205.199997,9647058,148.371841
2011-05-02,206,207.932999,201.100006,202.266998,5406627,146.251144
2011-05-03,201.966995,204.332993,195,195.966995,4491453,141.695831
2011-05-04,196.932999,208.667007,194.699997,206.432999,9973850,149.263382
2011-05-05,207.300003,210.533005,204.733002,206.632996,9541876,149.407974
2011-05-06,208,209.966995,202.466995,203.5,8068266,147.142593
2011-05-09,204.667007,205.233002,198.832993,202.800003,6130362,146.636505
2011-05-10,203.600006,208.199997,202.466995,202.867004,5807154,146.684952
2011-05-11,201.332993,204.266998,198.800003,200.199997,4694638,144.756546
2011-05-12,199.699997,203.233002,198.432999,201.300003,3684310,145.55191
2011-05-13,202.233002,207,202.233002,203.100006,4778640,146.853424
2011-05-16,204.533005,205.600006,197.100006,197.966995,11482778,143.141968
2011-05-17,198,198.466995,183.667007,184.932999,22836248,133.717606
2011-05-18,186.466995,188.199997,181.800003,182.667007,9724798,132.079132
2011-05-19,184.667007,185.867004,181.432999,185.132996,4509184,133.862198
2011-05-20,186.667007,189.5,178.332993,182.632996,15459458,132.054565
2011-05-23,183.800003,183.800003,176.100006,178.266998,8455622,128.897705
2011-05-24,179.132996,179.567001,175.367004,177.100006,6349114,128.053848
2011-05-25,177.533005,177.533005,174.266998,174.932999,3169970,126.486969
2011-05-26,176.167007,184.233002,174.867004,182.966995,13454910,132.296051
2011-05-27,183.100006,189.932999,183.100006,188.632996,7671549,136.392914
2011-05-30,189.966995,190.899994,183.466995,185.033005,4577292,133.789871
2011-05-31,182.667007,188.800003,180.300003,187.367004,8772272,135.477524
2011-06-01,188.667007,189.533005,185.466995,187.733002,2953700,135.742172
2011-06-02,186.332993,190.399994,185.567001,187.399994,4074744,135.501358
2011-06-03,187.5,189.266998,185.733002,186.667007,2435163,134.971405
2011-06-06,185.399994,186.5,183.533005,183.899994,2154446,132.970657
2011-06-07,183.332993,185,182,184.233002,4568362,133.211487
2011-06-08,182.667007,183.100006,179.332993,180.033005,8586996,130.174606
2011-06-09,180,180.632996,176.399994,176.800003,6987826,127.836945
2011-06-10,177.233002,178.466995,176.067001,177.899994,4565846,128.632324
2011-06-13,177.332993,180.300003,176.132996,179.300003,4547260,129.644608
2011-06-14,180,182.667007,179.600006,180,4987100,130.150726
2011-06-15,180.632996,180.800003,177.132996,178.899994,3563634,129.355377
2011-06-16,178.667007,180.567001,177.399994,179.399994,2627772,129.716888
2011-06-17,178,178.5,175.332993,177.199997,2922290,128.126175
2011-06-20,175.332993,179.533005,170.300003,170.800003,5156968,123.498604
2011-06-21,172.533005,174.432999,165.367004,170.699997,9843882,123.426277
2011-06-22,172.132996,176.266998,168.132996,173.867004,5804277,125.716248
2011-06-23,173.332993,179.399994,172.167007,176.432999,5468871,127.571579
2011-06-24,179.332993,183.600006,179.332993,181.867004,9431793,131.500717
2011-06-27,192.332993,198.332993,188.966995,189.466995,28569900,136.995926
2011-06-28,191.733002,192.733002,187.632996,189.867004,8229484,137.285187
2011-06-29,191.466995,192.100006,184.466995,186.233002,7492194,134.657578
2011-06-30,185.332993,185.733002,182.199997,182.832993,10160776,132.199127
2011-07-01,193.932999,193.932999,183.332993,184.233002,11798136,133.211487
2011-07-04,185.067001,186.266998,183.067001,184.832993,5513426,133.645294
