"Date","BOSCHLTD.NS.Open","BOSCHLTD.NS.High","BOSCHLTD.NS.Low","BOSCHLTD.NS.Close","BOSCHLTD.NS.Volume","BOSCHLTD.NS.Adjusted"
2009-10-30,4285.49,4438.975,4285.49,4226.450195,3881,4046.522949
2009-11-03,4313.639,4429.575,4313.639,4201.350098,3105,4022.490967
2009-11-04,4402.471,4417.041,4355.418,4199.850098,1260,4021.055176
2009-11-05,4402.419,4491.146,4386.752,4224.399902,1815,4044.55957
2009-11-06,4423.308,4494.228,4418.086,4272.200195,2371,4090.324707
2009-11-09,4480.753,4553.866,4449.471,4331,3072,4146.62207
2009-11-10,4590.422,4590.422,4496.42,4366.5,2310,4180.61084
2009-11-11,4523.629,4689.647,4523.577,4458.899902,6964,4269.07666
2009-11-12,4697.897,4697.897,4543.421,4400.799805,1723,4213.450195
2009-11-13,4620.713,4641.602,4544.467,4377.600098,3718,4191.237305
2009-11-16,4532.977,4582.066,4518.354,4339.850098,1327,4155.095215
2009-11-17,4514.699,4595.645,4513.184,4345.549805,1703,4160.551758
2009-11-18,4532.977,4590.423,4512.297,4356.450195,1822,4170.988281
2009-11-19,4595.645,4646.824,4536.58,4403.649902,3758,4216.178711
2009-11-20,4502.739,4595.278,4501.642,4376,1755,4189.706543
2009-11-23,4574.755,4647.815,4543.682,4425.600098,2406,4237.195313
2009-11-24,4597.786,4640.557,4596.742,4417,1998,4228.959961
2009-11-25,4668.758,4668.758,4595.802,4413.399902,612,4225.512695
2009-11-26,4606.09,4647.816,4601.912,4436.549805,2250,4247.677734
2009-11-27,4606.089,4658.313,4470.622,4436.649902,3882,4247.773926
2009-11-30,4612.408,4699.882,4595.645,4495.100098,2559,4303.73584
2009-12-01,4646.823,4699.987,4646.823,4470.600098,567,4280.278809
2009-12-02,4698.942,4698.942,4673.145,4492.350098,26186,4301.102539
2009-12-03,4694.347,4882.873,4679.202,4606.299805,11552,4410.201172
2009-12-04,4752.314,4866.84,4752.314,4615.049805,4577,4418.579102
2009-12-07,4819.161,4908.933,4803.494,4654.549805,6740,4456.396973
2009-12-08,4811.065,4896.45,4811.065,4670.75,640,4471.908691
2009-12-09,4809.813,4901.308,4809.813,4659.399902,1135,4461.040527
2009-12-10,4872.428,4903.187,4807.149,4611,1276,4414.70166
2009-12-11,4832.739,4903.762,4809.761,4613.75,1880,4417.333984
2009-12-14,4938.23,4938.23,4821.772,4641.350098,503,4443.758789
2009-12-15,4846.316,4846.316,4808.716,4605.25,701,4409.196289
2009-12-16,4854.673,4855.717,4804.538,4604,14946,4407.999023
2009-12-17,4820.205,4833.627,4809.865,4622.5,10703,4425.711426
2009-12-18,4804.589,4846.002,4804.589,4618.5,758,4421.883301
2009-12-21,4811.64,4827.516,4794.145,4601.950195,867,4406.037109
2009-12-22,4826.576,4830.649,4804.537,4618.399902,1202,4421.786621
2009-12-23,4778.426,4830.597,4778.426,4604.700195,11883,4408.67041
2009-12-24,4846.211,4856.76,4778.53,4585.299805,3095,4390.096191
2009-12-29,4778.739,4825.427,4764.953,4604.5,4099,4408.478027
2009-12-30,4808.715,4825.427,4794.093,4600.149902,1430,4404.313477
2009-12-31,4825.427,4846.316,4809.656,4636.950195,2576,4439.546875
2010-01-04,4723.175,5013.379,4723.175,4759.399902,4072,4556.783203
2010-01-05,5038.498,5055.209,4882.873,4705.549805,6284,4505.226074
2010-01-06,4935.096,4935.096,4826.732,4629.399902,1319,4432.318359
2010-01-07,4877.65,4961.207,4808.767,4704.450195,1954,4504.173828
2010-01-08,4948.204,5399.883,4924.652,5067.5,50809,4851.76709
2010-01-11,5342.437,5358.104,5253.814,5048.700195,7465,4833.768066
2010-01-12,5273.502,5316.325,5144.041,4960.799805,3668,4749.609863
2010-01-13,5190.99,5190.99,5074.375,4918.200195,5532,4708.82373
2010-01-14,5220.235,5220.235,5092.81,4892.549805,4176,4684.265137
2010-01-15,5117.877,5378.993,5117.877,4952.950195,9654,4742.094727
2010-01-18,5173.181,5200.285,5120.07,4920.899902,10697,4711.408691
2010-01-19,5110.723,5262.014,5110.723,4917.549805,5006,4708.200684
2010-01-20,5081.425,5148.166,5081.425,4918.399902,78145,4709.015137
2010-01-21,5085.499,5149.159,5030.194,4831.899902,1086,4626.197266
2010-01-22,4942.303,5064.61,4903.762,4811.450195,12662,4606.617676
2010-01-25,5105.344,5105.344,4993.638,4800.100098,1879,4595.750977
2010-01-27,4915.302,5075.053,4884.961,4698.25,2151,4498.237793
2010-01-28,4914.259,5013.431,4753.359,4606.600098,3538,4410.48877
2010-01-29,4808.716,4876.606,4758.582,4644.75,1567,4447.01416
2010-02-01,4856.761,5002.986,4835.924,4732.200195,2441,4530.741699
2010-02-02,5013.431,5107.433,4973.846,4781.5,2342,4577.942871
2010-02-03,4961.208,5039.49,4950.815,4769.549805,2331,4566.501465
2010-02-04,4900.68,5013.43,4888.095,4696.450195,853,4496.51416
2010-02-05,4808.768,4876.607,4808.768,4638.450195,3269,4440.982422
2010-02-08,4861.984,4992.542,4861.984,4735.299805,1149,4533.708984
2010-02-09,4959.954,5054.165,4946.585,4806.450195,2218,4601.831055
2010-02-10,5065.655,5091.61,4919.534,4730.850098,2757,4529.44873
2010-02-11,4973.741,5038.498,4913.214,4751.950195,2948,4549.650879
2010-02-15,5012.281,5012.281,4919.533,4714.350098,577,4513.652344
2010-02-16,5009.774,5009.774,4919.428,4722.450195,835,4521.407715
2010-02-17,4971.653,5002.935,4920.63,4720.600098,1192,4519.635254
2010-02-18,4919.429,4975.83,4909.036,4708.149902,1163,4507.715332
2010-02-19,4908.985,4914.207,4877.651,4676.100098,884,4477.029785
2010-02-22,4914.207,4940.319,4818.116,4629.899902,1989,4432.796387
2010-02-23,4835.767,4907.887,4808.715,4651,787,4452.999023
2010-02-24,4816.027,4851.539,4804.799,4605.549805,1469,4409.483398
2010-02-25,4825.427,4827.516,4778.53,4603.649902,2231,4407.664551
2010-02-26,4794.093,4834.671,4794.093,4604.899902,1398,4408.86084
2010-03-02,4809.812,4929.873,4808.716,4711,2707,4510.444336
2010-03-03,4960.894,5064.61,4914.311,4817.950195,14338,4612.841309
2010-03-04,5044.764,5096.987,4982.096,4847.200195,3359,4640.847168
2010-03-05,5117.877,5164.878,4921.518,4798.850098,14935,4594.554199
2010-03-08,5055.211,5055.211,4992.543,4797.299805,2274,4593.068848
2010-03-09,5008.209,5064.558,4964.185,4784.799805,4119,4581.101563
2010-03-10,4982.096,5002.986,4940.318,4765.5,2119,4562.624512
2010-03-11,4935.253,4982.097,4935.253,4732.899902,1218,4531.411621
2010-03-12,4911.125,4911.125,4818.221,4666.149902,3869,4467.503418
2010-03-15,4962.252,5008.208,4898.539,4708.299805,20832,4507.859375
2010-03-16,4958.074,4958.074,4867.467,4690.75,1249,4491.056152
2010-03-17,4948.674,4948.674,4867.206,4694.149902,2038,4494.311523
2010-03-18,4867.205,5023.875,4861.983,4788.350098,23911,4584.501953
2010-03-19,5064.609,5138.766,5013.482,4846.350098,6975,4640.032715
2010-03-22,5013.43,5059.386,5013.43,4802.649902,3249,4598.193359
2010-03-23,5059.387,5069.832,5013.431,4832.950195,21560,4627.202637
2010-03-25,5046.906,5086.544,5044.765,4839.549805,6942,4633.520996
2010-03-26,5074.01,5096.988,5049.987,4835,1022,4629.165039
2010-03-29,5050.039,5180.545,5039.542,4853.75,52566,4647.117188
2010-03-30,5117.512,5117.512,5002.986,4802.75,773,4598.288086
2010-03-31,5017.818,5065.655,4975.935,4780.100098,1067,4576.602051
2010-04-01,5063.565,5063.565,5002.986,4793.950195,623,4589.862793
2010-04-05,4934.783,5034.06,4934.783,4788.049805,659,4584.213379
2010-04-06,4976.875,5086.439,4976.875,4849.049805,26116,4642.616699
2010-04-07,5138.767,5147.122,5014.475,4852.350098,23464,4645.776855
2010-04-08,5096.989,5096.989,5054.166,4851.299805,7232,4644.770508
2010-04-09,5076.098,5138.453,5018.653,4856.100098,3030,4649.367676
2010-04-12,5065.654,5065.654,5034.372,4839.200195,426,4633.186523
2010-04-13,5055.21,5065.654,5022.831,4827.899902,10466,4622.367188
2010-04-15,5044.765,5138.715,5044.765,4899.5,15828,4690.919434
2010-04-16,4861.514,5369.594,4861.514,4854.25,43260,4647.595215
2010-04-19,5058.917,5093.854,4946.062,4853.850098,4316,4647.213379
2010-04-20,5096.936,5136.626,5070.876,4886.850098,2557,4678.808105
2010-04-21,5143.989,5180.545,5110.618,4942.450195,3418,4732.041016
2010-04-22,5201.225,5220.182,5091.765,4905.850098,2865,4696.999512
2010-04-23,5169.056,5169.056,5117.877,4909.200195,2050,4700.207031
2010-04-26,5201.225,5201.434,5055.261,4866.549805,13505,4659.37207
2010-04-27,5086.543,5190.99,5065.654,4907.75,7863,4698.818359
2010-04-28,5117.772,5156.521,5077.247,4921.100098,1891,4711.601074
2010-04-29,5159.656,5170.1,5087.588,4898.299805,714,4689.770508
2010-04-30,5159.551,5159.551,5060.432,4867.399902,1447,4660.186035
2010-05-03,5065.654,5101.114,5045.809,4859.450195,674,4652.574707
2010-05-04,5106.388,5106.388,5035.416,4843.850098,644,4637.63916
2010-05-05,5059.231,5116.833,4908.985,4888.299805,7837,4680.195801
2010-05-06,5008.209,5237.991,4941.363,4994.399902,7035,4781.778809
2010-05-07,5123.1,5237.991,5123.1,4987.950195,3333,4775.604004
2010-05-10,5222.323,5326.77,5175.322,5071.299805,2941,4855.405762
2010-05-11,5205.664,5326.77,5205.664,5018.200195,3046,4804.566406
2010-05-12,5253.658,5253.658,5176.889,4995.100098,4781,4782.449707
2010-05-13,5263.632,5294.778,5141.281,4986.600098,1247,4803.15918
2010-05-14,5270.899,5271.937,5118.908,4958.25,804,4775.852051
2010-05-17,5064.299,5232.486,4879.501,5000.350098,1756,4816.40332
2010-05-18,5191.323,5315.594,5190.959,5109.600098,4135,4921.633789
2010-05-19,5294.779,5294.779,5213.851,5078.299805,5977,4891.484863
2010-05-20,5248.06,5263.477,5211.723,5051.600098,1439,4865.76709
2010-05-21,5190.959,5190.959,5087.14,4912.200195,1218,4731.496094
2010-05-24,5274.014,5274.014,5078.834,4900.100098,3631,4719.84082
2010-05-25,5087.244,5118.286,5066.376,4909.049805,1017,4728.460938
2010-05-26,5087.191,5146.265,5087.191,4913.350098,1047,4732.603516
2010-05-27,5102.817,5134.897,5087.14,4916.399902,753,4735.541016
2010-05-28,5101,5136.817,5068.452,4900.100098,2684,4719.84082
2010-05-31,5139.05,5274.015,5077.797,4900.25,2166,4719.984863
2010-06-01,5087.4,5133.548,5087.4,4907.600098,335,4727.064453
2010-06-02,5139.049,5139.049,5066.531,4947.25,3187,4765.256836
2010-06-03,5139.05,5189.922,5121.453,4975.25,5378,4792.225586
2010-06-04,5209.646,5230.41,5109.98,5018.450195,4212,4833.837402
2010-06-07,5295.817,5295.817,5202.38,5045.299805,2640,4859.69873
2010-06-08,5193.035,5253.251,5191.011,5021.299805,749,4836.582031
2010-06-09,5232.486,5294.778,5206.531,5030.149902,3362,4845.106934
2010-06-10,5253.198,5268.667,5222.104,5067.25,2654,4880.842285
2010-06-11,5292.182,5292.182,5228.749,5059.299805,1291,4873.18457
2010-06-14,5258.441,5282.268,5227.607,5075.75,2619,4889.029297
2010-06-15,5274.014,5475.423,5253.25,5193.25,3199,5002.207031
2010-06-16,5398.597,5907.311,5398.597,5543.600098,38291,5339.668945
2010-06-17,5761.964,6005.835,5722.616,5578.25,73807,5373.044434
2010-06-18,5845.019,5845.019,5524.374,5361.549805,10759,5164.315918
2010-06-21,5606.236,5662.298,5512.799,5332.899902,3428,5136.719238
2010-06-22,5512.85,5787.919,5446.354,5473.25,15764,5271.90625
2010-06-23,5637.382,5829.447,5637.382,5524.299805,13420,5321.078125
2010-06-24,5734.972,5824.256,5525.257,5384.25,13770,5186.180176
2010-06-25,5616.617,5730.818,5544.982,5365.899902,4422,5168.505859
2010-06-28,5655.031,5689.084,5546.021,5384.5,8844,5186.420898
2010-06-29,5606.236,5710.055,5512.799,5449.299805,9311,5248.836914
2010-06-30,5667.489,5702.269,5555.936,5372.950195,6316,5175.295898
2010-07-01,5580.281,5637.277,5564.708,5372.5,1634,5174.862793
2010-07-02,5632.19,5656.068,5569.898,5376.149902,2697,5178.378906
2010-07-05,5689.188,5689.24,5580.281,5407.25,2583,5208.333984
2010-07-06,5636.343,5860.593,5628.193,5621.700195,19127,5414.895508
2010-07-07,5855.401,6063.04,5723.551,5769.5,51333,5557.258789
2010-07-08,6021.668,6088.995,5979.985,5815.350098,72074,5601.421875
2010-07-09,6038.851,6130.523,5922.884,5742.549805,12887,5531.299316
2010-07-12,6041.238,6071.346,5938.457,5758.899902,10868,5547.047852
2010-07-13,6039.161,6039.161,5948.943,5739.100098,2938,5527.977051
2010-07-14,5896.929,6021.408,5896.929,5763.25,5689,5551.238281
2010-07-15,5979.984,6005.939,5917.589,5717.100098,2111,5506.786621
2010-07-16,6000.23,6052.659,5960.26,5761.799805,3918,5549.84082
2010-07-19,5990.367,6021.201,5924.078,5763.350098,1415,5551.334473
2010-07-20,6011.13,6140.904,5979.985,5810.850098,14554,5597.087402
2010-07-21,6020.474,6078.613,5961.816,5756.200195,6812,5544.447754
2010-07-22,5964.515,6021.511,5964.515,5779.200195,4375,5566.602539
2010-07-23,6067.192,6067.192,5944.686,5742.600098,1834,5531.348633
2010-07-26,6019.436,6019.436,5904.196,5702.600098,8028,5492.819824
2010-07-27,5969.603,5969.603,5825.398,5618.25,14309,5411.572266
2010-07-28,5907.311,5917.693,5813.874,5645.399902,1753,5437.723633
2010-07-29,5880.318,5915.617,5808.683,5605.700195,2510,5399.484375
2010-07-30,5804.53,5967.526,5804.53,5653.799805,5666,5445.814941
2010-08-02,6082.766,6644.427,5869.988,5679.100098,3622,5470.184082
2010-08-03,5896.929,6019.436,5850.211,5647.350098,2673,5439.602051
2010-08-04,5891.739,5937.419,5834.638,5690.600098,1802,5481.260742
2010-08-05,5917.849,6285.161,5887.637,5965.899902,33367,5746.433594
2010-08-06,6198.005,6301.824,6078.613,5895.350098,5554,5678.479004
2010-08-09,6196.967,6196.967,6099.377,5890.100098,2492,5673.421875
2010-08-10,6166.755,6187.623,6042.276,5830.049805,1948,5615.580566
2010-08-11,6011.13,6229.202,5992.442,5801.649902,15481,5588.226074
2010-08-12,5979.984,6117.025,5922.884,5728.25,23199,5517.526367
2010-08-13,5990.367,6041.238,5928.075,5776.450195,12605,5563.952637
2010-08-16,6071.294,6125.332,5936.381,5864,5386,5648.281738
2010-08-17,6087.905,6165.613,6021.512,5881.899902,2591,5665.523438
2010-08-18,6031.894,6157.516,6031.894,5851.5,4331,5636.241699
2010-08-19,6109.759,6145.058,6023.693,5846.899902,3369,5631.810547
2010-08-20,6021.513,6379.066,6021.513,5962.200195,53532,5742.869141
2010-08-23,6187.623,6312.206,6135.713,5989.399902,13973,5769.068848
2010-08-24,6229.15,6299.747,6209.58,6000.600098,13344,5779.857422
2010-08-25,6278.984,6278.984,6166.963,5963.200195,10948,5743.833008
2010-08-26,6223.96,6250.018,5917.693,5802.950195,42799,5589.478027
2010-08-27,6187.623,6278.983,6126.369,5961.5,12029,5742.195801
2010-08-30,6204.234,6307.015,6203.196,5999.649902,25187,5778.941895
2010-08-31,6321.55,6321.55,6166.859,5976.100098,2600,5756.258301
2010-09-01,6213.578,6323.626,6213.578,6002.600098,7527,5781.783691
2010-09-02,6255.105,6278.984,6172.05,5978.649902,1477,5758.714355
2010-09-03,6229.151,6659.69,6199.044,6299.649902,38427,6067.905273
2010-09-06,6638.198,6675.573,6509.462,6322.799805,26487,6090.204102
2010-09-07,6591.375,6756.552,6531.264,6359.950195,17897,6125.988281
2010-09-08,6612.243,6695.299,6541.646,6347.600098,5741,6114.092285
2010-09-09,6644.428,6644.428,6519.845,6313.950195,5452,6081.679688
2010-09-13,6493.889,6674.535,6493.889,6304.75,10165,6072.818359
2010-09-14,6570.716,6592.518,6501.417,6285.049805,4562,6053.842285
2010-09-15,6525.035,6644.427,6499.08,6282,8207,6050.905273
2010-09-16,6514.654,6592.518,6390.071,6172.149902,4962,5945.095703
2010-09-17,6407.72,6486.622,6396.3,6198.600098,2042,5970.573242
2010-09-20,6476.241,6565.992,6448.209,6291.149902,5846,6059.718262
2010-09-21,6566.562,6570.715,6448.313,6279.049805,2983,6048.063965
2010-09-22,6531.265,6540.609,6356.849,6176.450195,8812,5949.237793
2010-09-23,6447.171,6514.654,6343.352,6169.25,2100,5942.302734
2010-09-24,6353.785,6488.699,6353.785,6187.399902,1299,5959.785156
2010-09-27,6505.311,6505.311,6384.881,6162.600098,1855,5935.896484
2010-09-28,6436.53,6467.935,6384.88,6161.649902,6185,5934.981934
2010-09-29,6440.319,6446.029,6374.498,6144.100098,1843,5918.078125
2010-09-30,6378.65,6539.57,6261.438,6180.75,15848,5953.379883
2010-10-01,6436.79,6576.945,6400.453,6222.200195,20552,5993.304688
2010-10-04,6488.491,6576.945,6457.865,6235.450195,12059,6006.067383
2010-10-05,6473.594,6576.946,6449.248,6235.299805,2867,6005.922363
2010-10-06,6473.385,6570.767,6458.643,6253.5,3489,6023.453613
2010-10-07,6462.744,6538.532,6398.687,6198.600098,4851,5970.573242
2010-10-08,6452.362,6477.279,6303.901,6089.399902,5970,5865.390137
2010-10-11,6382.699,6410.834,6343.352,6130.5,1653,5904.978516
2010-10-12,6358.925,6393.185,6333.489,6115.049805,925,5890.096191
2010-10-13,6372.422,6466.897,6348.595,6208.700195,3008,5980.30127
2010-10-14,6514.653,6514.653,6370.344,6173.100098,1783,5946.011719
2010-10-15,6436.893,6436.893,6332.97,6117.549805,573,5892.504395
2010-10-18,6348.543,6383.478,6249.915,6099.700195,1034,5875.311523
2010-10-19,6358.924,6384.568,6281.06,6074.149902,758,5850.70166
2010-10-20,6301.824,6366.192,6291.442,6099.350098,1717,5874.974121
2010-10-21,6301.823,6395.261,6301.823,6122.75,3128,5897.51416
2010-10-22,6332.295,6404.605,6301.824,6107.950195,1235,5883.258301
2010-10-25,6340.237,6435.751,6277.946,6149,2429,5922.797852
2010-10-26,6405.643,6539.57,6364.116,6202.399902,14035,5974.233398
2010-10-27,6549.952,6549.952,6355.81,6146.350098,3950,5920.245117
2010-10-28,6345.117,6467.935,6345.117,6199,18242,5970.958496
2010-10-29,6452.362,6560.334,6421.32,6261.350098,5506,6031.015137
2010-11-01,6549.952,6920.587,6519.897,6506.25,31607,6266.905273
2010-11-02,6840.646,6862.449,6571.755,6367.350098,12459,6133.114746
2010-11-03,6644.428,6747.209,6561.373,6373.649902,6483,6139.182617
2010-11-04,6654.809,6705.629,6562.41,6443.399902,6254,6206.367676
2010-11-08,6799.118,6799.118,6681.802,6452.600098,4439,6215.229492
2010-11-09,6665.191,6825.021,6635.083,6401.049805,2640,6165.575684
2010-11-10,6701.476,6701.476,6613.282,6387.149902,3042,6152.187012
2010-11-11,6655.899,6693.171,6587.379,6360.649902,2786,6126.661621
2010-11-12,6591.479,6660,6467.934,6264.75,1815,6034.290039
2010-11-15,6436.789,6536.455,5996.7,6240.799805,4140,6011.220703
2010-11-16,6489.788,6727.379,6489.788,6448.450195,19067,6211.232422
2010-11-18,6726.444,6832.34,6592.518,6503,8565,6263.775391
2010-11-19,6757.59,6774.201,6661.038,6462.25,4695,6224.524414
2010-11-22,6685.955,6763.82,6625.74,6400.399902,4631,6164.949219
2010-11-23,6644.427,6690.056,6541.647,6391.299805,1537,6156.184082
2010-11-24,6636.122,6728.521,6618.577,6452.75,3811,6215.373535
2010-11-25,6725.406,6747.208,6281.06,6238.450195,18894,6008.95752
2010-11-26,6748.09,6748.09,6353.733,6368.75,6637,6134.464355
2010-11-29,6611.984,6663.064,6443.019,6277.049805,1004,6046.136719
2010-11-30,6514.653,6680.764,6514.653,6386.549805,2441,6151.608887
2010-12-01,6564.487,6715.233,6564.487,6446.850098,7494,6209.69043
2010-12-02,6758.628,6762.21,6585.25,6384.149902,6887,6149.297363
2010-12-03,6627.972,6685.955,6527.112,6349.450195,1559,6115.874023
2010-12-06,6671.42,6671.42,6566.563,6345.549805,6031,6112.117188
2010-12-07,6542.685,6633.008,6490.412,6275.5,13136,6044.643555
2010-12-08,6509.463,6607.053,6509.463,6306.75,1495,6074.744629
2010-12-09,6521.038,6571.546,6249.914,6057.299805,2454,5834.471191
2010-12-10,6281.06,6488.699,6281.06,6129.350098,5669,5903.870605
2010-12-13,6488.699,6488.699,6332.97,6199.25,16090,5971.199219
2010-12-14,6582.135,6582.135,6436.788,6214.600098,2249,5985.985352
2010-12-15,6539.57,6539.57,6416.025,6198.649902,3183,5970.621094
2010-12-16,6384.93,6498.768,6384.93,6241.799805,1427,6012.18457
2010-12-20,6416.025,6499.081,6400.452,6197.5,14719,5969.513672
2010-12-21,6447.171,6507.386,6376.574,6167.049805,4108,5940.183594
2010-12-22,6431.598,6483.508,6380.727,6167.5,9096,5940.617188
2010-12-23,6395.262,6455.425,6395.262,6192,291,5964.215332
2010-12-24,6384.879,6488.699,6384.879,6240.600098,943,6011.02832
2010-12-27,6447.171,6477.279,6400.453,6205.350098,2053,5977.074707
2010-12-28,6440.994,6493.89,6436.789,6223.950195,590,5994.990723
2010-12-29,6525.035,6613.281,6436.893,6291.299805,1733,6059.863281
2010-12-30,6540.609,6633.994,6468.973,6260.299805,1413,6030.00293
2010-12-31,6521.972,6592.517,6509.514,6300.350098,2043,6068.580566
2011-01-03,6545.799,7033.698,6535.417,6666.549805,26430,6421.308594
2011-01-04,6852.066,6981.789,6628.855,6472.799805,7075,6234.685547
2011-01-05,6778.562,6778.562,6644.532,6426.850098,2930,6190.42627
2011-01-06,6665.244,6824.035,6618.525,6528.700195,2806,6288.529297
2011-01-07,6801.195,6820.869,6614.891,6433.049805,3986,6196.397949
2011-01-10,6685.955,6849.989,6618.472,6401.049805,5749,6165.575684
2011-01-11,6696.337,6737.865,6598.332,6388.399902,3055,6153.390625
2011-01-12,6665.191,6685.903,6595.061,6375.450195,3837,6140.917969
2011-01-13,6646.504,6696.285,6496.693,6393.5,8185,6158.303223
2011-01-14,6598.747,6680.764,6499.081,6301.200195,2117,6069.398926
2011-01-17,6586.288,6643.389,6501.157,6299.75,1008,6068.002441
2011-01-18,6566.564,6571.755,6514.654,6307.799805,521,6075.755371
2011-01-19,6569.677,6570.56,6229.254,6227.049805,1881,5997.976563
2011-01-20,6451.323,6519.844,6451.323,6236.399902,840,6006.98291
2011-01-21,6503.078,6592.518,6483.508,6253.700195,1280,6023.645996
2011-01-24,6540.608,6566.459,6469.024,6249.299805,4185,6019.408203
2011-01-25,6540.608,6540.608,6440.059,6218.049805,1317,5989.307617
2011-01-27,6486.104,6540.609,6384.88,6200.600098,2573,5972.499023
2011-01-28,6426.408,6452.362,6264.45,6063.799805,2040,5840.731445
2011-01-31,6312.154,6312.154,6157.515,6021.350098,2313,5799.844238
2011-02-01,6293.519,6294.557,6187.623,6006.299805,2002,5785.34668
2011-02-02,6285.213,6285.213,6152.324,5961.5,3591,5742.195801
2011-02-03,6196.967,6326.741,6177.241,6062.399902,1544,5839.383301
2011-02-04,6291.442,6392.874,6250.953,6069.799805,11001,5846.51123
2011-02-07,6244.672,6352.073,6239.533,6034.899902,1114,5812.89502
2011-02-08,6316.359,6329.855,6260.297,6061.549805,1287,5838.564453
2011-02-09,6261.335,6327.779,6223.96,6041.600098,12535,5819.348633
2011-02-10,6233.718,6291.857,6218.82,6000.049805,61736,5779.327148
2011-02-11,6213.682,6255.106,6126.474,5981.25,1675,5761.21875
2011-02-14,6267.564,6311.168,6182.432,5989.549805,28527,5769.213379
2011-02-15,6190.737,6290.403,6190.737,6021.100098,968,5799.603516
2011-02-16,6274.832,6275.87,6198.057,5991.950195,1569,5771.524902
2011-02-17,6263.931,6312.103,6209.634,6011.100098,2873,5789.970215
2011-02-18,6280.022,6291.442,6229.203,6007.700195,443,5786.695801
2011-02-21,6229.152,6281.061,6198.006,6006.149902,3176,5785.20166
2011-02-22,6229.151,6265.384,6210.463,6017.149902,3011,5795.797852
2011-02-23,6198.005,6299.747,6198.005,6020.149902,3328,5798.687988
2011-02-24,6281.059,6281.059,6188.816,5985.950195,10425,5765.74707
2011-02-25,6214.667,6281.06,6214.667,6003.149902,1022,5782.313477
2011-02-28,6275.87,6301.825,6198.006,5999.299805,4244,5778.604004
2011-03-01,6234.342,6364.116,6177.242,6082.950195,13699,5859.177246
2011-03-03,6384.775,6920.897,6249.914,6140.700195,6700,5914.803711
2011-03-04,6373.459,6373.459,6231.331,6059.100098,12406,5836.205078
2011-03-07,6290.508,6290.508,6229.202,6054.149902,1660,5831.437012
2011-03-08,6309.922,6374.497,6294.557,6098.75,3372,5874.396484
2011-03-09,6332.97,6332.97,6229.41,6022.299805,7034,5800.758301
2011-03-10,6249.914,6316.358,6208.387,6006.200195,4925,5785.251465
2011-03-11,6229.566,6265.487,6226.036,6002.549805,5243,5781.735352
2011-03-14,6229.15,6280.541,6201.119,6001.450195,4950,5780.67627
2011-03-15,6022.55,6260.141,6022.55,6015.899902,3090,5794.594238
2011-03-16,6301.772,6301.823,6218.768,6003.899902,1758,5783.036133
2011-03-17,6229.151,6286.252,6208.387,5996.799805,3317,5776.196289
2011-03-18,6280.022,6280.022,6151.442,5956.049805,7927,5736.945801
2011-03-21,6226.036,6227.074,6168.935,5947.350098,2264,5728.566406
2011-03-22,6178.279,6213.578,6178.279,5974,376,5754.235352
2011-03-23,6213.578,6229.151,6178.799,5970.450195,32036,5750.815918
2011-03-24,6198.265,6390.071,6198.265,6148,11967,5921.834473
2011-03-25,6382.803,6540.557,6275.818,6181.350098,11678,5953.95752
2011-03-28,6530.226,6954.535,6436.789,6493.700195,15100,6254.817871
2011-03-29,6789.774,6789.774,6686.526,6492.850098,12348,6253.998535
2011-03-30,6747.208,6872.83,6702.618,6556.899902,14580,6315.692383
2011-03-31,6801.195,7160.409,6654.81,6708.5,21347,6461.715332
2011-04-01,6749.337,7059.705,6749.337,6659.149902,3139,6414.180176
2011-04-04,7001.565,7054.513,6895.67,6708,2474,6461.233887
2011-04-05,6930.397,7059.704,6929.93,6694.899902,3381,6448.616211
2011-04-06,6966.267,7001.565,6872.829,6646.899902,1653,6402.381836
2011-04-07,6939.274,6939.325,6878.332,6642,749,6397.662109
2011-04-08,6903.976,6935.07,6758.629,6529.75,1378,6289.541016
2011-04-11,6774.305,6929.93,6717.1,6500.700195,2757,6261.560547
2011-04-13,6706.719,6805.347,6696.337,6457.899902,2739,6220.334473
2011-04-15,6727.484,6727.484,6571.755,6362,5667,6127.961426
2011-04-18,6606.015,6746.171,6541.647,6308.600098,2967,6076.526367
2011-04-19,6626.363,6626.363,6489.736,6284.899902,3476,6053.69873
2011-04-20,6591.48,6773.891,6540.609,6405.049805,15386,6169.427734
2011-04-21,6695.299,6736.151,6645.465,6442.450195,3103,6205.453125
2011-04-25,6695.299,6884.509,6686.993,6545.100098,5893,6304.32666
2011-04-26,6955.885,6955.885,6759.667,6640.100098,5209,6395.831543
2011-04-27,6903.975,7282.915,6883.212,6970.200195,54064,6713.788574
2011-04-28,7243.153,7288.107,6966.475,6794.75,15789,6544.79248
2011-04-29,7080.468,7080.468,6872.829,6646.549805,3181,6402.044434
2011-05-02,6916.485,6995.336,6852.17,6627.649902,2297,6383.839844
2011-05-03,6853.156,7038.94,6828.083,6651.950195,6570,6407.246094
2011-05-04,6987.031,6987.031,6826.111,6589.950195,28694,6347.526367
2011-05-05,6893.593,6903.82,6801.402,6571,1308,6329.273926
2011-05-06,6863.486,6997.412,6837.582,6634.450195,10802,6390.390137
2011-05-09,6953.757,7058.355,6852.066,6641.299805,12495,6396.987305
2011-05-10,6794.965,6954.847,6794.965,6643.299805,7904,6398.914063
2011-05-11,6953.496,7121.995,6919.547,6833.75,7408,6582.358887
