"Date","BOSCHLTD.NS.Open","BOSCHLTD.NS.High","BOSCHLTD.NS.Low","BOSCHLTD.NS.Close","BOSCHLTD.NS.Volume","BOSCHLTD.NS.Adjusted"
2007-11-07,5192.182,5192.182,4821.312,4574.25,2729,4316.84082
2007-11-08,4862.639,4874.295,4663.429,4479.549805,1902,4227.46875
2007-11-12,4672.965,4683.562,4547.929,4325,1854,4081.615967
2007-11-13,4536.379,4630.58,4503.424,4262.200195,3824,4022.350342
2007-11-14,4641.175,5043.834,4567.001,4609.450195,5222,4350.060059
2007-11-15,4955.887,5223.973,4768.332,4530.649902,2349,4275.692871
2007-11-16,4847.804,4874.294,4637.997,4442.299805,1780,4192.31543
2007-11-19,4969.555,4969.555,4715.35,4582.200195,1818,4324.342773
2007-11-20,4716.41,4925.157,4716.41,4595.100098,3697,4336.516602
2007-11-21,4906.084,4906.084,4741.841,4549,4792,4293.010742
2007-11-22,4895.487,4895.487,4567.002,4365.850098,1199,4120.16748
2007-11-23,5404.109,5404.109,4678.263,4553.799805,977,4297.540527
2007-11-26,4863.698,4908.202,4710.052,4468,1088,4216.569336
2007-11-27,4768.331,4799.06,4615.003,4450,725,4199.58252
2007-11-28,4741.84,5351.233,4609.387,4930.899902,23937,4653.42041
2007-11-29,5351.127,5351.127,4928.388,4692.649902,12213,4428.577637
2007-11-30,4996.151,5054.43,4875.353,4650.149902,10210,4388.469727
2007-12-03,4879.593,5059.73,4826.611,4626.649902,5603,4366.291016
2007-12-04,4980.257,6241.216,4875.354,5444.850098,152728,5138.44873
2007-12-05,5827.96,5827.96,5457.09,5231.299805,34073,4936.916016
2007-12-06,5593.783,5785.576,5435.898,5172.350098,23501,4881.282715
2007-12-07,5605.386,5605.386,5192.236,4946.549805,26104,4668.189453
2007-12-10,5285.429,5658.419,5246.223,4997.549805,29928,4716.320313
2007-12-11,5377.619,5520.669,5267.417,4997.450195,24902,4716.225098
2007-12-12,5298.147,5457.091,5245.165,5072,5201,4786.57959
2007-12-13,5404.11,5472.986,5308.743,5040.5,4138,4756.852051
2007-12-14,5339.473,5480.403,5298.147,5075.549805,5216,4789.929199
2007-12-17,5457.091,5488.88,5059.73,4834.950195,4024,4562.869141
2007-12-18,5245.165,5245.165,4900.786,4919,6175,4642.189453
2007-12-19,5243.046,5298.147,5139.202,4876.899902,4510,4602.458496
2007-12-20,5202.779,5234.568,4955.779,4778.649902,2745,4509.738281
2007-12-24,5160.395,5292.954,5080.922,4808.049805,2881,4537.48291
2007-12-26,5264.238,5264.238,5103.28,4894.700195,5396,4619.257813
2007-12-27,5170.991,5413.646,5169.931,4955.75,11297,4676.871582
2007-12-28,5245.164,5457.09,5213.375,5106.649902,44144,4819.280273
2007-12-31,5404.109,5563.054,5404.109,5144.799805,16721,4855.282715
2008-01-01,5507.953,5509.013,5363.844,5086.799805,2947,4800.546387
2008-01-02,5420.003,5557.755,5351.127,5134.350098,9895,4845.421875
2008-01-03,5440.137,5510.072,5405.169,5129.649902,7101,4840.985352
2008-01-04,5404.109,5536.563,5403.05,5130.899902,12576,4842.165039
2008-01-07,5454.972,5510.073,5414.706,5142.399902,7241,4853.017578
2008-01-08,5507.952,5507.952,5298.145,5028.649902,3993,4745.669922
2008-01-09,5340.531,5340.531,5247.496,4989.200195,1906,4708.439941
2008-01-10,5324.637,5324.637,5008.868,4773.149902,3068,4504.546875
2008-01-11,5173.11,5266.357,4997.317,4801.75,4579,4531.538086
2008-01-14,5164.634,5165.693,5022.643,4757.899902,1684,4490.154785
2008-01-15,5086.22,5112.711,4981.317,4725.899902,999,4459.956055
2008-01-16,4981.317,4985.556,4879.593,4658.399902,1524,4396.254395
2008-01-17,5006.747,5033.238,4906.083,4707.649902,2059,4442.733887
2008-01-18,4927.277,4980.258,4794.876,4591.649902,2865,4333.260254
2008-01-21,4821.313,4823.433,4026.591,3944.75,21096,3722.76416
2008-01-22,4026.591,4385.805,3402.469,3804.550049,36707,3590.454102
2008-01-23,4238.518,4503.425,4005.399,4003.300049,17193,3778.019043
2008-01-24,4429.25,4429.25,3920.628,3838.199951,11669,3622.210449
2008-01-25,4333.884,4333.884,4081.321,3963.699951,2810,3740.647949
2008-01-28,4185.535,4217.324,4026.485,3863.300049,3178,3645.897949
2008-01-29,4227.921,4312.691,4100.765,3888.300049,1764,3669.490967
2008-01-30,4127.15,4132.448,4005.928,3800,6184,3586.160156
2008-01-31,4025.531,4174.939,3814.665,3673.899902,40909,3467.15625
2008-02-01,4185.535,4185.535,3920.628,3753.399902,1424,3542.182373
2008-02-04,4121.958,4132.554,3973.61,3863.949951,2179,3646.51123
2008-02-05,4047.784,4174.939,4047.784,3926.199951,1551,3705.258301
2008-02-06,4106.064,4164.343,4060.5,3903.300049,1787,3683.646729
2008-02-07,4163.283,4220.503,4132.501,3903.850098,4570,3684.16626
2008-02-08,4132.554,4171.76,4080.632,3908.199951,3812,3688.270996
2008-02-11,4132.554,4132.554,4061.559,3853,4916,3636.177734
2008-02-12,4001.054,4121.958,3992.683,3838.649902,2475,3622.634766
2008-02-13,4106.064,4117.72,4068.977,3844.199951,1942,3627.872314
2008-02-14,4267.127,4276.664,4079.573,3906.699951,1385,3686.855469
2008-02-15,4142.091,4185.535,4111.361,3916.850098,1063,3696.43457
2008-02-18,4170.701,4446.204,4111.361,4048.449951,2160,3820.628906
2008-02-19,4291.498,4487.53,4291.498,4105.75,1266,3874.704346
2008-02-20,4397.461,4545.757,4239.047,4246.5,2850,4007.533936
2008-02-21,4503.424,5038.537,4387.925,4159.549805,2057,3925.476563
2008-02-22,4490.709,4492.828,4291.498,4066.100098,807,3837.285645
2008-02-25,4376.163,4376.163,4226.861,4002.399902,637,3777.170166
2008-02-26,4164.343,4310.519,4139.442,4048.050049,2761,3820.251465
2008-02-27,4254.412,4417.594,4252.292,4099.100098,2314,3868.428467
2008-02-28,4238.517,4386.865,4111.361,3954.600098,13356,3732.060303
2008-02-29,4190.727,4237.457,4159.044,3967.800049,956,3744.517578
2008-03-03,4153.746,4217.218,3560.354,3950,1958,3727.719238
2008-03-04,4181.297,4185.535,4042.592,3922.550049,2821,3701.813721
2008-03-05,4121.958,4238.517,4121.958,3962.5,2100,3739.515381
2008-03-07,4137.852,4171.76,3952.417,3745.399902,2077,3534.632324
2008-03-10,3920.628,4074.274,3655.774,3763.649902,1704,3551.855469
2008-03-11,4026.591,4173.88,3869.766,3896.25,1926,3676.993652
2008-03-12,4226.861,4226.861,4106.063,3932.699951,3950,3711.392334
2008-03-13,4143.15,4150.568,3986.643,3863.75,2625,3646.32251
2008-03-14,4132.554,4132.554,3973.609,3826.75,991,3611.405029
2008-03-17,4026.591,4026.591,3894.137,3715,1233,3505.943359
2008-03-18,3904.733,3920.628,3825.261,3650.5,2647,3445.073242
2008-03-19,4042.485,4042.485,3735.405,3596.949951,11030,3394.536377
2008-03-24,3735.193,3867.646,3655.72,3626.699951,4391,3422.612549
2008-03-25,3761.631,3883.541,3761.631,3628.100098,3491,3423.933594
2008-03-26,3910.032,3938.112,3841.156,3685.649902,3071,3478.244873
2008-03-27,3830.559,3957.608,3740.491,3637.449951,12993,3432.757813
2008-03-28,3920.628,4024.472,3825.262,3772.350098,1964,3560.065918
2008-03-31,4079.572,4079.572,3879.938,3728.899902,11711,3519.061035
2008-04-01,3841.156,4011.756,3825.473,3639.949951,941,3435.116699
2008-04-02,3973.397,3973.397,3867.646,3650.300049,986,3444.884521
2008-04-03,3878.243,3957.715,3870.825,3700.100098,1398,3491.88208
2008-04-04,3920.84,3973.61,3920.84,3719.149902,1180,3509.859619
2008-04-07,4018.114,4024.471,3920.628,3741,670,3530.480469
2008-04-08,3921.741,4037.187,3921.741,3779.75,45771,3567.049561
2008-04-09,4026.38,4026.38,3937.159,3760.100098,547,3548.505127
2008-04-10,3950.298,4000.1,3950.298,3750.550049,6817,3539.49292
2008-04-11,3974.669,3993.213,3910.032,3715.600098,466,3506.509521
2008-04-15,3915.33,4005.399,3814.665,3757.300049,2664,3545.862793
2008-04-16,3973.609,4021.186,3973.609,3776.5,747,3563.98291
2008-04-17,4026.592,4063.679,4004.339,3817.699951,3450,3602.863525
2008-04-21,4084.871,4099.705,4049.903,3849.300049,1081,3632.685791
2008-04-22,4074.222,4127.203,4043.545,3866.949951,5897,3649.342285
2008-04-23,4095.467,4153.747,4084.871,3911.149902,7354,3691.054688
2008-04-24,4185.535,4185.535,4106.063,3925.899902,1860,3704.975098
2008-04-25,4201.43,4236.398,4121.958,3983.949951,1369,3759.758057
2008-04-28,4280.902,4280.902,4121.958,3968.350098,1460,3745.036377
2008-04-29,4227.92,4269.776,4227.92,4012.300049,981,3786.513428
2008-04-30,4270.253,4416.535,4238.57,4142.799805,3173,3909.669189
2008-05-02,4454.681,4454.681,4239.577,4088.850098,998,3858.755371
2008-05-05,4328.586,4380.507,4328.586,4117.299805,505,3885.604004
2008-05-06,4344.48,4379.448,4344.48,4124.399902,933,3892.304688
2008-05-07,4344.48,4461.039,4344.48,4186.5,1194,3950.910156
2008-05-08,4370.971,4556.406,4370.971,4259.049805,1481,4019.377197
2008-05-09,4503.372,4519.531,4365.673,4179.350098,1344,3944.162598
2008-05-12,4398.521,4398.521,4365.673,4120.649902,1400,3888.765625
2008-05-13,4378.388,4449.383,4027.757,4080.800049,6231,3851.158447
2008-05-14,4327.68,4391.392,4327.68,4127.200195,1943,3919.127686
2008-05-15,4317.675,4422.985,4317.675,4143.25,441,3934.368164
2008-05-16,4512.497,4575.63,4412.454,4325.850098,5062,4107.762695
2008-05-20,4528.294,4554.621,4424.09,4308,925,4090.8125
2008-05-21,4449.312,4514.604,4433.515,4221.600098,322,4008.768311
2008-05-22,4423.037,4496.649,4422.985,4200.149902,382,3988.39917
2008-05-23,4440.887,4474.586,4422.984,4207.549805,557,3995.426514
2008-05-26,4423.037,4438.781,4422.985,4203,2922,3991.105957
2008-05-27,4423.563,4449.311,4422.984,4200.399902,420,3988.637451
2008-05-28,4424.037,4454.577,4422.984,4208.75,1762,3996.566406
2008-05-29,4425.09,4438.781,4378.228,4180.25,3665,3969.503174
2008-05-30,4344.003,4422.984,4292.401,4111.950195,683,3904.646484
2008-06-02,4297.772,4343.95,4173.612,4007.25,212,3805.224854
2008-06-03,4286.082,4286.082,4088.628,3994.949951,1492,3793.545166
2008-06-04,4164.924,4256.543,4118.746,4012.300049,752,3810.020508
2008-06-05,4244.169,4307.144,4243.959,4055.199951,41585,3850.757324
2008-06-06,4316.622,4338.737,4233.428,4060.300049,508,3855.600342
2008-06-09,4217.685,4296.508,4212.366,4061.649902,9060,3856.881836
2008-06-10,4270.286,4307.145,4133.384,4054.800049,2553,3850.377441
2008-06-11,4281.344,4283.45,4175.508,3989.800049,1852,3788.654541
2008-06-12,4001.747,4238.693,4001.747,3907.550049,355,3710.551514
2008-06-13,4128.119,4159.712,4076.518,3880.199951,499,3684.579346
2008-06-16,4212.366,4212.366,4072.41,3897.149902,289,3700.675537
2008-06-17,4084.205,4141.072,4080.73,3879.550049,186,3683.962646
2008-06-18,4085.995,4238.694,4049.137,3963.899902,1805,3764.060059
2008-06-19,4159.712,4191.304,4159.712,3971.449951,1050,3771.229492
2008-06-20,4180.773,4195.517,4054.402,3909.949951,1992,3712.830078
2008-06-23,4080.73,4117.588,4002.801,3840.100098,956,3646.501709
2008-06-24,3954.412,4045.978,3898.65,3754.949951,317,3565.644287
2008-06-25,3896.439,3952.253,3833.253,3661.649902,408,3477.047852
2008-06-26,3896.439,4001.696,3885.908,3774.75,7397,3584.445801
2008-06-27,3948.883,4001.748,3922.819,3786.399902,3331,3595.508789
2008-06-30,4001.748,4158.658,4001.748,3835.850098,2065,3642.466064
2008-07-01,3950.146,4052.244,3908.023,3740.800049,1355,3552.207764
