,Date,RSI,MFI,EMA,SO,MACD,Diff,HBSTOCK.NS.Close
0,2007-02-08,51.04685594307825,51.67420758122363,230.06661006004796,0.20831179615423717,-207.14885061814329,-2.334000000000003,100.833
1,2007-02-09,50.98449937153793,52.345803747807516,229.9960901049503,0.26230845716141615,-208.57592574391737,0.8340000000000032,101.667
2,2007-02-12,51.150380933330055,52.73692585324153,227.5476560666759,0.10738237899448098,-208.94028992721874,-7.167000000000002,94.5
3,2007-02-13,51.51311793362129,56.86680764560665,225.7742006694456,0.2134795564094785,-207.71516289442403,-1.1667020000000008,93.333298
4,2007-02-14,51.17180683186711,56.177711436328394,224.07809218954998,0.2752789968652038,-205.56469582689292,1.8334040000000016,95.166702
5,2007-02-15,50.96944860982455,52.29801839169433,222.42429982428507,0.45587409008691043,-201.7372874743511,2.1665959999999984,97.333298
6,2007-02-19,51.045045641406546,59.48584084943221,221.75951203578055,0.742183471616744,-199.09255441597236,5.499701999999999,102.833
7,2007-02-20,50.93917841543349,61.11376305579806,221.67316961843756,0.7324874842358696,-197.8897670918725,3.334000000000003,106.167
8,2007-02-21,51.15234345264921,63.86970700072103,223.06143244184952,0.8216455841326862,-197.53578683241315,2.3329999999999984,108.5
9,2007-02-22,51.227387071345056,65.50096156468982,224.95488600513167,0.8216455841326862,-196.93512264480327,0.0,108.5
10,2007-02-23,51.058206945097446,67.06941509180855,224.2117126618487,0.48407161692207745,-196.46240396652445,-8.833298,99.666702
11,2007-02-26,50.81217407575806,61.615880840120674,225.23461547224008,0.605015745421606,-195.47242896344738,5.666297999999998,105.333
12,2007-02-27,50.95855165363741,64.29794341547432,226.98353094646583,0.40446423960788735,-194.98291169817745,-1.0,104.333
13,2007-02-28,51.084691053650374,67.67299499353885,227.5226636974185,0.30358386457384695,-194.96261357573593,-4.165999999999997,100.167
14,2007-03-01,51.267984680674886,70.30607586424864,226.67983919884193,0.1339261798896448,-194.69769886987788,-3.6670000000000016,96.5
15,2007-03-02,51.408604630514326,73.45280655619058,225.4151017282405,0.08928601274977237,-193.96256119437106,-0.8332979999999992,95.666702
16,2007-03-05,51.65317594033681,73.8751701782796,220.98852519899836,0.06992720856341403,-194.26850608725528,-7.833404000000002,87.833298
17,2007-03-06,51.12767676682089,70.72139926318991,217.471943669894,0.21167761223104956,-194.49188326076853,3.166702000000001,91.0
18,2007-03-07,51.66306187766865,72.7932559435752,213.27360178369855,0.272156685527665,-195.41898781783127,-1.8332979999999992,89.166702
19,2007-03-08,52.29873426471109,75.6076106918243,207.57396381711854,0.13970722339756356,-197.8376500931615,-5.666702000000001,83.5
20,2007-03-09,52.7530150108205,74.32747016787079,202.80691691744352,0.03333510000000004,-199.8992348412175,-2.833297999999999,80.666702
21,2007-03-12,51.56437769521865,63.3253318497304,197.96364369551156,0.3121028397082674,-200.85071986896958,1.3332979999999992,82.0
22,2007-03-13,51.30640035174747,55.84287265892937,193.06244201109013,0.36792379245430185,-199.6075138816247,-1.6667020000000008,80.333298
23,2007-03-14,50.5795556205189,45.47086069506544,188.81138308718943,0.31132013207671694,-198.81793915139738,-1.0,79.333298
24,2007-03-15,50.0231786650481,42.454284276774544,185.93370624564892,0.4673914546306874,-198.4152862431387,1.6667020000000008,81.0
25,2007-03-16,48.854694876726704,31.161594568010486,182.22591075077364,0.2716075555555556,-198.2310935457963,-3.5,77.5
26,2007-03-19,48.76672411774155,27.882296296567844,179.992743567899,0.2716075555555556,-197.6923531058626,0.0,77.5
27,2007-03-20,48.95322644759507,28.725506256977695,177.88431215160688,0.5254235461087534,-196.69600988959334,1.5,79.0
28,2007-03-21,49.60502936913798,31.549850691649624,175.4192867341144,0.10639104021699908,-195.66977315492213,-2.333297999999999,76.666702
29,2007-03-22,49.82551525457643,29.13240766859424,174.208017272986,0.19148763423921447,-195.20217076491528,0.6665959999999984,77.333298
30,2007-03-23,50.17569081072422,32.60438297205155,175.41387871529705,0.8181786644749659,-193.67150551314282,6.0,83.333298
31,2007-03-26,49.73672484909302,29.280553291392124,175.1469740585608,0.4363619543866485,-191.31290255742636,-3.5,79.833298
32,2007-03-28,50.191635341763664,32.028416724679516,174.40252963254937,0.21052631578947367,-187.93393841749293,-2.333297999999999,77.5
33,2007-03-29,50.3151260704702,29.724239513315084,174.25202814844135,0.33333705263157903,-184.18781325041226,1.1667020000000008,78.666702
34,2007-03-30,50.48178423764149,29.123573291777276,173.32071192041795,0.15789473684210525,-180.0014782256009,-1.6667020000000008,77.0
35,2007-04-02,50.4340923733724,30.13254805715256,172.9116070662829,0.16667020000000007,-175.68800557084685,-0.3332979999999992,76.666702
36,2007-04-03,50.43992399674268,27.301375811075545,172.76732769362076,0.23332979999999992,-172.86635117378762,0.6665959999999984,77.333298
37,2007-04-04,50.54727399149013,29.738498310547868,172.30149246865466,0.24000101760431466,-168.71093368590613,-0.3332979999999992,77.0
38,2007-04-05,50.48705917808219,31.381284954806475,173.085509077617,0.5600066144280453,-164.5071461322705,2.666702000000001,79.666702
39,2007-04-09,50.41799343365254,33.8534880176057,173.48355547774452,0.5581367831395807,-161.26030677865458,-0.6667020000000008,79.0
40,2007-04-10,50.48572841530056,34.06770685963825,172.8967318282564,0.5581367831395807,-158.22082531797273,0.0,79.0
41,2007-04-11,50.50075391595749,33.883813160881445,172.97214828571214,0.6046432515262946,-155.41761252592298,0.3332979999999992,79.333298
42,2007-04-12,50.47777465513246,37.54559312220264,172.70714531718156,0.21053512455545254,-154.8930992657889,-2.1665959999999984,77.166702
43,2007-04-13,50.71697950913214,41.47406260672568,174.03618979875623,0.947373706400678,-152.89647991137252,5.5,82.666702
44,2007-04-16,50.724418909273524,44.149657219861666,175.74968029018368,0.7068980642203315,-150.8250046177488,0.8332979999999992,83.5
45,2007-04-17,51.030449734015534,47.80011807786532,177.8378247522196,0.8620716123855803,-149.7333215549792,1.5,85.0
46,2007-04-18,50.70071610441925,47.02815564518115,179.22243076911752,0.7241432247711606,-148.99767259774475,-1.3332979999999992,83.666702
47,2007-04-19,50.64063722537838,52.05159893044449,179.9305451545169,0.5172451605508289,-148.2347819697497,-2.0,81.666702
48,2007-04-20,50.527717727440965,57.89646714854015,179.51509196006305,0.2931019357796684,-148.00380114169985,-2.166702000000001,79.5
