,Date,RSI,MFI,EMA,SO,MACD,Diff,Close
0,2007-02-08,50.1336283952237,58.20197978986137,547.6863608278392,0.7300721137001933,-484.8923789392943,-2.619995000000017,250.419998
1,2007-02-09,50.231517243589934,58.978885833165016,546.7513834901216,0.6585444280664521,-484.65436911166637,-1.4100029999999606,249.00999500000003
2,2007-02-12,50.69249283380105,50.2276160634291,535.1097334422196,0.12088364358642018,-486.8081245982537,-32.98999100000003,216.020004
3,2007-02-13,50.03870238500437,54.18531000820722,528.2973253453927,0.21509812208768297,-487.80831605101673,3.75,219.770004
4,2007-02-14,50.58007349917342,52.362586910721966,522.4403987073825,0.10588226643596116,-489.27085159650005,-5.5700069999999755,214.19999700000002
5,2007-02-15,51.20221617472342,48.09468436253271,514.399577082407,0.07706778630081516,-488.42558611069137,-5.899994000000021,208.300003
6,2007-02-19,51.25207905666627,50.92617349131272,505.0830196029135,0.039473616290231765,-486.4619451623513,-2.1500090000000114,206.149994
7,2007-02-20,51.78991975845052,51.50518425605835,492.4276554681664,0.019120660346055536,-487.3405742338582,-9.059998000000007,197.08999599999999
8,2007-02-21,51.19817565135557,53.20117423935327,482.2856275271932,0.16100414579117756,-487.4138411009825,7.460007000000019,204.550003
9,2007-02-22,50.71595600241944,55.92709039010915,474.4174360934395,0.35867624186217806,-488.0034809416195,3.5,208.050003
10,2007-02-23,50.09008121561301,55.46951300733133,467.79610167690794,0.4864189758997825,-488.30574597847476,1.5800020000000075,209.630005
11,2007-02-26,49.30030855211525,54.609057273830466,461.6309712922661,0.4892782329204057,-486.43970919540084,0.08000200000000746,209.71000700000002
12,2007-02-27,48.3942632793326,51.70144177892224,461.02869554195496,0.8212840906711687,-484.9737120374257,0.5099939999999492,210.22000099999997
13,2007-02-28,49.022839964018445,50.356800641619905,459.2417930489176,0.6318340592904319,-483.5266202461646,-1.7599939999999492,208.46000700000002
14,2007-03-01,49.607239110317046,47.684526338969924,460.11814161957517,0.8211068723196598,-477.11819953426834,5.469986000000006,213.92999300000002
15,2007-03-02,50.2581254756056,46.83016430866696,460.67484439125207,0.7017298506723647,-470.8199313999743,-3.4499970000000246,210.479996
16,2007-03-05,50.58368740623146,50.404154824500964,457.3001046883431,0.2394462230098264,-465.16800396148653,-13.360001000000011,197.119995
17,2007-03-06,50.27710089433527,46.64323112706514,457.2313492606089,0.4006919859436723,-458.18189660079224,4.660004000000015,201.779999
18,2007-03-07,50.43664725133237,46.18166897864971,457.99886908610745,0.6079585303935371,-450.10044107731926,5.9900049999999965,207.770004
19,2007-03-08,50.54715846700145,47.58228297104891,458.75984691931376,0.6747402743023364,-442.8793223086884,1.929992999999996,209.699997
20,2007-03-09,50.62009898067422,51.4062330423964,457.1098316816925,0.41882325490196065,-439.3134575991229,-6.520004,203.179993
21,2007-03-12,50.42456612264387,52.03753121620435,457.0631787535374,0.6015684705882347,-434.9573599030738,4.660002999999989,207.83999599999999
22,2007-03-13,50.58794620215816,48.600313823003795,460.1777811223491,0.9349093454545451,-428.80695116815,10.370011000000005,218.210007
23,2007-03-14,50.51213106414363,46.67653705240587,460.2282564042228,0.4913635454545458,-422.5247314075061,-9.400008999999983,208.809998
24,2007-03-15,50.56553359589069,42.94560116114772,457.61910855164894,0.23409063636363603,-416.0727529823903,-5.660004000000015,203.149994
25,2007-03-16,50.7824111890524,42.51215599630137,452.5495663594238,0.034642892857142726,-410.6435324140699,-10.179992999999996,192.970001
26,2007-03-19,50.543127447482455,41.56330580108474,451.12412727030437,0.1507143214285713,-405.960684570151,3.25,196.220001
27,2007-03-20,50.50146562488644,41.96290103112116,449.86596044410686,0.22642842857142803,-400.6360957757337,2.1199949999999887,198.33999599999999
