,Date,RSI,MFI,EMA,SO,MACD,Diff,BANKINDIA.NS.Close
0,2007-02-08,50.44860678683212,57.092726524462435,427.91366852356964,0.16153853846153857,-385.74443703136683,-0.09999099999998862,192.300003
1,2007-02-09,50.3221431132099,58.105189506328244,425.5330167022631,0.0528303396226417,-385.62993020589664,-4.949996999999996,187.350006
2,2007-02-12,50.642600344097,57.70113570209454,420.8098642623788,0.05612244897959184,-384.93072352907416,-8.600006000000008,178.75
3,2007-02-13,50.49530988366211,58.61139605638775,416.2547821506866,0.06372549019607843,-383.7737963770787,-1.5,177.25
4,2007-02-14,50.82489463201544,58.50759389476697,410.02868367514225,0.1900828768526551,-383.7120542246355,-8.149993999999992,169.100006
5,2007-02-15,50.416911653510994,55.38208704352987,406.5040641668093,0.44352629943308836,-383.06485252248973,9.199996999999996,178.300003
6,2007-02-19,50.64701703590909,57.388424074738445,403.48592802343325,0.4612069429994015,-383.06492436364886,-0.050003000000003794,178.25
7,2007-02-20,50.89624109000875,57.43123220711328,399.8133905260273,0.42767310430756894,-384.1323547684222,-2.449996999999996,175.800003
8,2007-02-21,51.14930479784545,62.64670276826676,395.7153212233335,0.40466965813264544,-384.74236027051086,-3.199996999999996,172.600006
9,2007-02-22,51.11672062729659,56.52550188561424,389.07998745231646,0.11581253217984791,-383.84595715296064,-8.700012000000015,163.899994
10,2007-02-23,51.58375108263298,59.169727165301154,380.9305648278594,0.0942306538461537,-383.25340200193546,-6.449996999999996,157.449997
11,2007-02-26,50.19016725753148,56.96756252100298,376.18984109371894,0.33653846153846156,-382.14598244890675,6.300003000000004,163.75
12,2007-02-27,50.03207162697424,59.06604509070811,374.3022888233458,0.4826924230769232,-380.4780788641852,3.800003000000004,167.550003
13,2007-02-28,49.36636411130977,55.09894627861377,371.5207407009022,0.42735042735042733,-377.829797665277,-3.800003000000004,163.75
14,2007-03-01,49.44918034317306,52.624394750607834,370.6208973693115,0.581052757894737,-373.983903835659,1.3000030000000038,165.050003
15,2007-03-02,49.80400282920513,52.1715031375564,367.6915472537953,0.5256126760284202,-369.9257687101433,-2.0,163.050003
16,2007-03-05,50.079054899673864,52.78673498403034,364.0128864649086,0.47466634666666624,-365.92715467844226,-2.9000090000000114,160.149994
17,2007-03-06,50.43923624989486,54.60363838918672,358.7519829516471,0.14936693670886056,-363.8678673105233,-6.949996999999996,153.199997
18,2007-03-07,50.78092690750942,57.11624905457136,352.31637191690345,0.08949429060244654,-362.28062205287,-6.599990999999989,146.600006
19,2007-03-08,50.00764548926156,57.85635742069473,351.32374733088074,0.5817842933347865,-359.3263759312201,11.149993999999992,157.75
20,2007-03-09,50.39990155577869,53.70688845381055,349.82057909018926,0.4068441780277619,-356.7049929955181,-4.949996999999996,152.800003
21,2007-03-12,50.820462097198146,52.01321792009309,346.2586018472852,0.26045605039819764,-352.2168117151442,-3.8500060000000076,148.949997
22,2007-03-13,51.20477254039727,51.36687832240665,342.22067551066425,0.2451734544803366,-346.95219008703924,-0.5,148.449997
23,2007-03-14,51.590869981127945,52.84071448072343,336.38149122057274,0.04436869852880232,-343.23146761995497,-8.449996999999996,140.0
24,2007-03-15,51.923413145080566,50.63390959290545,329.91563505586475,0.06528625451329657,-340.44524160981933,-2.8500060000000076,137.149994
25,2007-03-16,50.91421964948498,57.395027203524066,324.48258204304295,0.17553974100719447,-336.7189802736193,0.7000120000000152,137.850006
26,2007-03-19,49.91772083656055,55.87223034078044,321.51083157545054,0.3237410071942446,-332.63228275638284,5.149993999999992,143.0
27,2007-03-20,50.17949218008836,56.86346119323332,322.5948101650503,0.8614072317365328,-328.20132040357487,8.949996999999996,151.949997
28,2007-03-21,49.89666583437014,58.063289424243706,325.95445327192033,0.9447620190476191,-324.34072529892654,4.600006000000008,156.550003
29,2007-03-22,50.91300015310227,65.17673324660254,333.4841840842984,0.9040404040404041,-318.241330322693,19.949996999999996,176.5
30,2007-03-23,50.62729132763584,58.652888865784355,340.0357070531786,0.8494950101010101,-313.07118520359865,-2.699996999999996,173.800003
31,2007-03-26,50.255398965641085,57.66002478245924,345.69873614236343,0.7969696363636363,-308.93318471470417,-2.6000060000000076,171.199997
32,2007-03-28,50.5305165620665,54.70766405577034,351.12933067302004,0.7751479289940828,-304.26904760987526,0.5500030000000038,171.75
33,2007-03-29,50.22969284759319,54.46541060038558,355.77677250215106,0.5912209814447997,-300.04756015357447,-5.399993999999992,166.350006
34,2007-03-30,50.444941700664074,53.28309478797406,361.13461759363537,0.5354059276759165,-296.2229861329706,1.4499969999999962,167.800003
35,2007-04-02,50.32322707732889,53.47829287842214,361.87106941672164,0.25517241379310346,-293.55146104348904,-13.550003000000004,154.25
36,2007-04-03,50.22077914104627,51.03679445380842,364.74439062889167,0.5378787878787878,-290.5798281911577,8.5,162.75
37,2007-04-04,49.750557738049096,49.0997971075139,364.6223003467048,0.39090890909090886,-287.24659762565284,-4.850006000000008,157.899994
38,2007-04-05,49.099462701235595,48.16488040298167,365.13876941439406,0.5060605151515151,-283.8240501210237,3.800003000000004,161.699997
39,2007-04-09,49.568767491266925,47.332790138718515,363.5455122574308,0.6045453636363636,-282.11212706064487,3.25,164.949997
40,2007-04-10,50.06484855745897,48.46026706566913,364.68139317494916,0.9577465755802625,-280.4002272397832,7.25,172.199997
41,2007-04-11,50.22334866894326,51.48001280463372,364.7355308054463,0.775,-282.5497985932612,-3.949996999999996,168.25
42,2007-04-12,50.52598097547922,51.50313391859483,366.05927426782796,0.9083334583333335,-284.33094825695565,4.550003000000004,172.800003
43,2007-04-13,50.59529734424599,48.3828380583473,370.38196482671896,0.8402876834532373,-286.20489294813456,7.449996999999996,180.25
44,2007-04-16,51.117065196531684,53.9154155430304,375.65676912631704,0.9233869293053973,-288.91422967545975,5.149993999999992,185.399994
