,Date,RSI,MFI,EMA,SO,MACD,Diff,CAPPIPES.BO.Close
90,2015-07-29,50.616016427104725,13.644524236983841,83.37583662236935,0.0,-72.86383225363377,0.0,37.0
91,2015-07-30,50.56526207605345,13.644524236983841,83.119692991874,0.0,-72.76115469642296,0.0,37.0
92,2015-07-31,50.514403292181065,13.644524236983841,82.88567899733246,0.0,-72.64724442067109,0.0,37.0
93,2015-08-03,50.46343975283213,13.644524236983841,82.66977106857132,0.0,-72.52428531205368,0.0,37.0
94,2015-08-04,50.41237113402062,13.644524236983841,82.46867719363053,0.0,-72.3940915127138,0.0,37.0
95,2015-08-07,52.027809965237545,1.5046766978446442,80.34846073937703,0.16666666666666666,-72.80374946462582,-5.0,32.0
96,2015-08-10,51.804423748544814,15.539127031554955,79.40069944517927,0.5,-72.94733331986416,2.0,34.0
97,2015-08-11,51.57894736842105,15.539127031554955,78.68636321935809,0.5,-73.0500286434353,0.0,34.0
98,2015-08-12,51.35135135135135,15.539127031554955,78.02858050764112,0.5,-73.11949594808343,0.0,34.0
99,2015-08-13,51.12160566706021,15.539127031554955,77.41706885291853,0.5,-73.00668391813909,0.0,34.0
100,2015-08-14,50.889679715302485,15.539127031554955,76.84341533573678,0.5,-72.87551762371896,0.0,34.0
101,2015-08-17,52.67349260523322,8.549063887420871,76.30073665836119,0.5,-72.7299083237069,0.0,34.0
102,2015-08-18,52.53850541928123,9.150397526120244,75.94152543901981,0.6103894079944976,-72.5334460455925,0.5,34.5
103,2015-08-19,52.56556442417331,10.419524919655174,76.53526696110242,1.0,-72.09968453027152,3.0,37.5
104,2015-08-20,52.592592592592595,10.419524919655174,77.03327644578353,1.0,-71.72156468247086,0.0,37.5
105,2015-08-21,52.61958997722096,10.419524919655174,78.24732254792764,1.0,-71.38980984691054,0.0,37.5
106,2015-08-24,51.955990220048896,16.44015715709095,77.79232323766283,0.0,-71.4137351468979,-4.0,33.5
107,2015-08-25,51.74953959484347,16.44015715709095,77.40783010810534,0.0,-70.61979549444857,0.0,33.5
108,2015-08-26,51.54130702836005,15.513226869840267,77.08102385367201,0.0,-70.11939984956477,0.0,33.5
109,2015-08-27,50.9848058525605,29.207127169700044,77.2757891734642,0.375,-69.48015019728388,1.5,35.0
110,2015-08-28,51.03991006183249,9.699898842306396,77.45958455015769,0.375,-68.85231661111477,0.0,35.0
111,2015-08-31,51.0948905109489,9.699898842306396,77.63440451886136,0.375,-68.23442462349084,0.0,35.0
112,2015-09-01,51.14974761637689,9.699898842306396,77.72244468894868,0.6,-67.62520573020939,0.0,35.0
113,2015-09-02,51.20448179271709,9.699898842306396,77.330080824068,1.0,-67.16878395954039,0.0,35.0
114,2015-09-03,51.25909345271405,9.699898842306396,76.94795101064321,1.0,-66.7959741831998,0.0,35.0
115,2015-09-04,51.42219743446738,11.898234455532403,77.20669214118092,1.0,-66.73444688246961,2.0,37.0
116,2015-09-07,51.55728587319244,9.851885098743267,78.04165872709498,1.0,-66.70285268374512,0.0,37.0
117,2015-09-08,51.53032832498609,5.102763997165141,78.81035997277422,1.0,-66.69583795790281,0.0,37.0
118,2015-09-09,51.50334075723831,5.102763997165141,79.52484412189771,1.0,-66.08720092311434,0.0,37.0
119,2015-09-10,51.47632311977716,5.102763997165141,79.95665997941998,1.0,-65.50768737869609,0.0,37.0
120,2015-09-23,50.05192107995846,9.509011808576759,82.58792626267189,0.0,-66.44281697990687,-2.0,37.0
121,2015-09-24,50.155440414507765,11.54313487241798,82.51170196105315,0.0,-66.88112403482612,0.0,37.0
122,2015-09-28,50.155440414507765,13.487819370172318,82.44933662336507,0.0,-66.87180406354668,0.0,37.0
123,2015-09-29,50.155440414507765,15.348837209302332,82.39831043798392,0.0,-66.85431946464912,0.0,37.0
124,2015-09-30,50.155440414507765,20.567375886524815,82.3565617408539,0.0,-66.82986695199938,0.0,37.0
125,2015-10-01,50.25853154084799,22.222222222222214,82.95490134506434,1.0,-67.22177459831863,2.0,39.0
126,2015-10-05,50.36119711042312,23.80952380952381,83.49333579678172,1.0,-67.6419918972834,0.0,39.0
127,2015-10-06,50.46343975283213,23.80952380952381,83.98275694191385,1.0,-68.08500424908173,0.0,39.0
128,2015-10-07,50.56526207605345,23.80952380952381,84.27320372477251,1.0,-68.32840626171021,0.0,39.0
129,2015-10-08,50.66666666666667,23.80952380952381,84.37641136890758,1.0,-68.58733961945117,0.0,39.0
130,2015-10-09,50.76765609007165,23.80952380952381,84.77859911878919,1.0,-69.01401519666601,0.0,39.0
131,2015-11-02,50.43988269794721,32.1285140562249,88.0787789751848,0.0,-72.36241924240895,-1.0,39.0
132,2015-11-03,50.48828124999999,35.578144853875486,88.11183682642447,1.0,-72.649930977747,1.0,40.0
133,2015-11-04,50.53658536585367,35.578144853875486,88.13888415925693,1.0,-72.94040917909928,0.0,40.0
134,2015-11-05,50.58479532163743,35.578144853875486,88.16101379521076,1.0,-73.38842020416712,0.0,40.0
135,2015-11-06,50.63291139240506,35.578144853875486,88.17911986099116,1.0,-73.83464189622997,0.0,40.0
136,2015-11-09,50.63291139240506,32.1285140562249,88.1939339148115,1.0,-74.27899882425044,0.0,40.0
137,2015-11-10,50.63291139240506,28.288543140028295,88.20605450430085,1.0,-74.43101972215837,0.0,40.0
138,2015-12-03,50.63291139240506,19.138755980861234,88.0787789751848,0.0,-75.85861772167945,-1.0,39.0
139,2015-12-04,50.58479532163743,19.138755980861234,87.79558801185698,0.0,-75.92089115389071,0.0,39.0
140,2015-12-07,50.53658536585367,19.138755980861234,87.53944438136162,0.0,-75.96813060105079,0.0,39.0
141,2015-12-08,50.48828124999999,19.138755980861234,87.30543038682006,0.0,-76.00304731185047,0.0,39.0
142,2015-12-09,50.48828124999999,64.47091800981079,87.40577127262641,1.0,-75.94862803045623,1.0,40.0
143,2015-12-10,50.48828124999999,64.47091800981079,87.48786836101344,1.0,-75.90422121435137,0.0,40.0
144,2015-12-11,50.79872204472844,66.57018813314038,86.92254107692239,0.0,-76.17193745933069,-2.0,38.0
145,2015-12-14,50.69370330843117,66.57018813314038,86.41111670530269,0.0,-76.26428518410613,0.0,38.0
146,2015-12-15,50.588235294117645,66.57018813314038,85.9437947166141,0.0,-76.33257375311598,0.0,38.0
147,2015-12-16,50.4823151125402,66.57018813314038,85.51255649577821,0.0,-76.38122307517095,0.0,38.0
148,2015-12-17,50.37593984962406,66.48936170212767,85.26971392370739,0.0,-76.41391985087128,0.0,38.0
149,2015-12-18,50.26910656620021,66.48936170212767,85.04658261333135,0.0,-76.43373431625845,0.0,38.0
150,2015-12-21,50.16181229773463,65.48804780876495,84.83957869888746,0.0,-76.28778692509971,0.0,38.0
151,2015-12-22,50.05405405405406,65.48804780876495,84.6457699265699,0.0,-76.13681518820391,0.0,38.0
152,2015-12-23,50.35175879396984,63.959143968871594,84.3038846136519,0.0,-75.98208108102295,0.0,38.0
153,2015-12-24,50.30181086519115,63.959143968871594,83.97527640026469,0.0,-75.8246162067771,0.0,38.0
154,2015-12-28,50.25176233635449,63.959143968871594,83.97527640026469,0.0,-75.82069173023626,0.0,38.0
155,2016-01-18,50.08566089108857,2.6851792582644407,84.85647353920726,0.033332666666666455,-71.9426960899396,-2.9000020000000006,38.099998
156,2016-01-19,50.09069044995902,2.6851792582644407,84.80365007066078,0.033332666666666455,-71.9814269417123,0.0,38.099998
157,2016-01-20,50.43392410335278,2.939911237396828,84.44662619899407,0.0,-72.0928159575459,-1.0,37.099998
158,2016-01-21,50.38487025596698,2.939911237396828,84.13251796975119,0.0,-72.18047153719395,0.0,37.099998
159,2016-01-22,50.33571921857081,2.939911237396828,83.85352253885507,0.0,-72.24852855165693,0.0,37.099998
160,2016-01-25,50.28647070203511,2.939911237396828,83.60325576115179,0.0,-72.30044991770419,0.0,37.099998
161,2016-01-27,50.23712441608275,2.939911237396828,83.3764942451517,0.0,-72.3391326287973,0.0,37.099998
162,2016-01-28,50.18768006928293,2.939911237396828,83.16896430690876,0.0,-72.36699727702144,0.0,37.099998
163,2016-02-04,49.961184649320316,5.4814610674290805,82.1128840135685,1.0,-72.8445781963266,0.40000200000000063,37.5
164,2016-02-05,49.76619927601066,2.6957085716993845,82.22616096528154,1.0,-72.82255947617185,0.0,37.5
165,2016-02-08,50.13956405088386,4.959275083304959,82.48674333705071,1.0,-72.61028056477107,0.5,38.0
166,2016-02-09,50.134409021830024,4.959275083304959,82.72194488455922,1.0,-72.414396588487,0.0,38.0
167,2016-02-12,50.260752782609934,13.551108635312588,83.01693221898184,0.0,-71.97551108294208,-0.9500010000000003,37.049999
168,2016-02-15,50.25818445390148,13.551108635312588,82.92007039201496,0.0,-71.88021577270813,0.0,37.049999
169,2016-02-16,50.25561585994362,13.551108635312588,82.83959773409536,0.0,-71.77728499011475,0.0,37.049999
170,2016-02-17,50.25304700069524,13.551108635312588,82.77253439630537,0.0,-71.66815803077768,0.0,37.049999
171,2016-02-18,50.250477876115255,13.551108635312588,82.65289297630385,0.0,-71.55403315965773,0.0,37.049999
172,2016-02-19,50.24790848616258,23.699010147303213,82.54400564736304,0.0,-71.43590614459367,0.0,37.049999
173,2016-03-01,50.07023627711864,10.008103565727751,81.8600801559028,0.0,-71.13202891674568,-0.04999899999999968,37.0
174,2016-03-02,50.01406283426796,10.008103565727751,81.84592089092739,0.0,-71.11932418505802,0.0,37.0
175,2016-03-03,50.02856937334607,7.1518191432329274,81.83311396554625,0.0,-71.10653876085804,0.0,37.0
176,2016-03-04,50.02597350676337,7.1518191432329274,81.82141349983317,0.0,-71.09375850077986,0.0,37.0
177,2016-03-08,50.02597350676337,16.14365382197927,81.8264304437826,1.0,-71.07708679766597,0.04999899999999968,37.049999
178,2016-03-09,50.02597350676337,16.14365382197927,81.83053521610486,1.0,-71.06144836265399,0.0,37.049999
179,2016-03-10,50.02597350676337,16.14365382197927,81.83389366618673,1.0,-71.04672064746015,0.0,37.049999
180,2016-03-11,50.02597350676337,10.353182201757875,81.83664148898096,1.0,-71.03279725989819,0.0,37.049999
181,2016-03-14,50.02597350676337,10.353182201757875,81.8388897076308,1.0,-70.96149870399618,0.0,37.049999
182,2016-03-15,50.02597350676337,10.353182201757875,81.84072915925339,1.0,-70.89112809414745,0.0,37.049999
183,2016-03-16,50.02597350676337,10.353182201757875,81.85017763455267,1.0,-70.74898475327454,0.0,37.049999
184,2016-04-06,50.03376029755247,18.770581366734348,81.8600801559028,0.0,-70.30464426770267,-0.04999899999999968,37.0
185,2016-04-07,50.031164970261784,18.770581366734348,81.84592089092739,0.0,-70.3079095644145,0.0,37.0
186,2016-04-08,50.02856937334607,18.770581366734348,81.83311396554625,0.0,-70.31041194080585,0.0,37.0
187,2016-04-11,50.02597350676337,18.770581366734348,81.82141349983317,0.0,-70.31954847915107,0.0,37.0
188,2016-04-12,50.0233773704716,18.770581366734348,81.81061831930305,0.0,-70.32813539732811,0.0,37.0
189,2016-04-13,50.02078096442878,18.770581366734348,81.80056382664988,0.0,-70.33627059970952,0.0,37.0
190,2016-04-27,50.00519686104396,18.770581366734348,81.78121283000044,1.0,-70.33119165659528,0.04999899999999968,37.049999
191,2016-04-28,50.054514251653096,28.010177032149258,82.09580878506381,1.0,-70.24470106845696,0.9500010000000003,38.0
192,2016-05-19,50.66666666666667,0.0,83.65902758569719,0.0,-70.55385839066835,-1.0,37.0
193,2016-05-20,50.616016427104725,0.0,83.37583662236935,0.0,-70.77342112051298,0.0,37.0
194,2016-05-23,50.56526207605345,0.0,83.119692991874,0.0,-70.9763137516898,0.0,37.0
195,2016-05-24,50.514403292181065,0.0,82.88567899733246,0.0,-71.16536872649075,0.0,37.0
196,2016-05-25,50.46343975283213,0.0,82.66977106857132,0.0,-71.3429628889493,0.0,37.0
197,2016-05-26,50.41237113402062,0.0,82.46867719363053,0.0,-71.51108904635504,0.0,37.0
198,2016-08-05,48.01617288483715,63.76213031199059,94.50317080786124,0.5128205785667409,-75.77555546747031,-1.0499989999999997,45.0
199,2016-08-08,48.22550677365164,63.76213031199059,95.47795811235615,0.5128205785667409,-75.6703117069478,0.0,45.0
200,2016-08-09,48.43316148932685,63.76213031199059,96.29934238081542,0.5128205785667409,-75.60117460583182,0.0,45.0
201,2016-08-10,48.65268142600956,64.75124968855646,97.16402611603942,0.5512819937541017,-75.53735642436509,0.2999989999999997,45.299999
202,2016-08-11,48.979591747740436,68.38919962108531,98.75140482705122,0.8636365112160376,-75.39353190758884,2.4500010000000003,47.75
203,2016-08-12,49.357226202719716,69.20458289213363,100.61046329446255,1.0,-75.21634357406312,1.25,49.0
204,2016-08-16,50.125751140716154,75.19539772090727,105.42628466376529,1.0,-74.33823514174938,9.799999,58.799999
205,2016-08-17,50.871299394798655,74.3019046468148,109.80156853474153,1.0,-73.69989921667192,0.0,58.799999
206,2016-08-18,51.594886193843294,74.3019046468148,113.01410633505121,1.0,-73.25764139215701,0.0,58.799999
207,2016-08-19,52.29746782409775,74.3019046468148,115.95418100213253,1.0,-72.97499365043413,0.0,58.799999
208,2016-08-22,52.97994584562919,74.3019046468148,118.83814732288425,1.0,-73.6064957432724,0.0,58.799999
209,2016-08-23,53.64317095193038,74.3019046468148,121.53505478486476,1.0,-74.32583306976892,0.0,58.799999
210,2016-08-24,54.10684834624745,57.302386468956065,124.07891408966879,1.0,-74.95128641853395,0.0,58.799999
211,2016-09-01,51.69024175105859,28.165736939641988,128.5017568510269,0.21551727853746183,-83.01406868372109,-4.549999,54.25
212,2016-09-02,51.86335364300064,26.312648931915575,127.21323825107628,0.21551727853746183,-86.11708015796953,0.0,54.25
213,2016-09-06,51.90274805355673,3.984450923226447,127.86621567222907,1.0,-88.66524095071614,5.75,60.0
214,2016-09-07,52.331868552428986,19.701678060907398,132.22478604502396,1.0,-90.28221161030592,12.0,72.0
215,2016-09-08,49.998252594419284,24.895789282909448,133.89978091837853,0.631578947368421,-92.68625406992257,-7.0,65.0
216,2016-09-09,50.41923598822783,31.89960216023664,137.30345077768538,0.9447366842105261,-94.67961479594277,5.949996999999996,70.949997
217,2016-09-12,50.83318973429408,31.89960216023664,140.38524101148968,0.9447366842105261,-96.09498955087122,0.0,70.949997
218,2016-09-14,51.24028844800621,31.89960216023664,143.20367518806466,0.9408449014084505,-97.63883721778993,0.0,70.949997
219,2016-09-15,51.77271456242788,37.962214313726385,147.0874448746513,1.0,-99.11686145559182,4.050003000000004,75.0
220,2016-09-16,50.54814487460421,30.70628397863352,149.07978988810646,0.4,-101.14560178777123,-5.0,70.0
221,2016-09-19,50.93972738675077,30.70628397863352,151.70651004656702,0.4,-103.20709642541183,0.0,70.0
222,2016-09-20,51.63051649193327,33.26007334616084,157.08684450110607,1.0,-104.5350202070768,9.0,79.0
223,2016-09-21,52.334886162416645,37.89567351693973,161.49660573512188,1.0,-104.90050078157842,1.0,80.0
224,2016-09-22,53.01903583383486,37.89567351693973,163.6869600721421,1.0,-105.26359099726687,0.0,80.0
225,2016-09-23,51.58687440337209,33.994041854389735,166.78671159372013,1.0,-105.24251581977396,0.0,80.0
226,2016-09-26,52.32068727132248,35.9882172195953,168.74420963702164,1.0,-107.19178123337605,0.0,80.0
227,2016-09-27,52.87546881687129,34.55261523701685,170.5669985142089,1.0,-108.09815662139519,0.0,80.0
228,2016-09-28,53.09378323412227,26.449317181279383,172.2795708009391,1.0,-109.98468446280316,0.0,80.0
229,2016-09-30,52.43218739146787,17.899974483286556,171.8135837104346,0.0,-114.6117140387737,-10.0,70.0
230,2016-10-03,52.40658367501615,17.899974483286556,170.63135369385782,0.0,-117.78548833882328,0.0,70.0
231,2016-10-04,52.38095238095238,20.042246520874755,168.23422149559772,0.0,-120.0232387552928,0.0,70.0
232,2016-10-05,52.24559408754975,15.351223362273075,165.89408155018234,0.0,-122.14303836625879,0.0,70.0
233,2016-10-06,52.0800421274355,17.609778180172015,163.73500226257102,0.0,-125.56241191889177,0.0,70.0
234,2016-10-07,52.0800421274355,20.140412461605962,161.72406351316297,0.0,-129.02494439281992,0.0,70.0
235,2016-10-13,52.08333333333333,14.945652173913047,157.41126863445763,0.0,-136.4914331881984,-2.0,68.0
236,2016-10-14,51.94428322692978,22.652388797364083,157.34920184518438,1.0,-139.92916595949248,7.0,75.0
237,2016-10-17,51.899808957758445,26.54867256637168,154.96246855857993,0.0,-143.12279192125442,-7.0,68.0
238,2016-10-18,51.56049593843523,29.541595925297116,154.6213580542372,0.14285714285714285,-144.39975510937114,1.0,69.0
239,2016-10-19,51.21636167922497,29.541595925297116,154.31782570836592,0.14285714285714285,-146.64149104179236,0.0,69.0
240,2016-10-20,50.86730268863833,29.541595925297116,154.0450391285168,0.14285714285714285,-146.4174381503269,0.0,69.0
241,2016-10-21,50.612833453496755,33.048433048433054,153.48115936084565,0.0,-146.26984210055005,-1.0,68.0
242,2016-10-24,50.724637681159415,36.17463617463618,152.97091932084226,0.0,-146.1029702700596,0.0,68.0
243,2016-10-25,50.65963060686015,36.17463617463618,152.5045663307488,0.0,-145.33329491533055,0.0,68.0
244,2016-10-26,50.59445178335536,32.13424437299035,152.07412092694528,0.0,-145.28180369236077,0.0,68.0
245,2016-10-27,50.52910052910053,32.13424437299035,151.99079958933194,0.0,-145.22156041326838,0.0,68.0
246,2016-10-28,50.46357615894039,32.13424437299035,150.81051962399496,0.0,-143.84818499603202,0.0,68.0
247,2016-11-02,50.46357615894039,32.256770310932794,151.87178926400148,1.0,-140.97622551167225,4.0,72.0
248,2016-11-03,50.54545454545455,30.454545454545453,152.8336104608538,1.0,-138.90426057082115,0.0,72.0
249,2016-11-04,50.45537340619308,20.519480519480524,153.69388087614166,1.0,-137.0614403124632,0.0,72.0
250,2016-11-07,50.531617235590375,19.244823386114504,154.62993685430777,1.0,-135.27748946149555,0.0,72.0
251,2016-11-08,50.6145251396648,7.531380753138066,155.49356856935233,1.0,-133.543059816178,0.0,72.0
