,Date,RSI,MFI,EMA,SO,MACD,Diff,CAPPIPES.BO.Close
0,2015-01-16,49.91275269602453,41.729170776002334,89.29939815280275,0.6666666666666666,-78.01782977276122,0.0,40.0
1,2015-01-19,50.138969609629584,39.1495677982695,88.87692979141588,0.4333329999999999,-78.59912346388055,-0.7000010000000003,39.299999
2,2015-01-20,49.90026085622219,32.16484735468866,88.48972254844399,0.4482752080860632,-79.39617447621134,0.0,39.299999
3,2015-01-21,49.6592554803645,32.16484735468866,88.13136531144801,0.4482752080860632,-79.61908305397787,0.0,39.299999
4,2015-01-22,50.04530015134239,29.09826162312511,87.79661262479594,0.4482752080860632,-79.62617268132709,0.0,39.299999
5,2015-01-23,50.282131768883296,25.242037745149645,87.48117275206161,0.4482752080860632,-79.76220135702427,0.0,39.299999
6,2015-01-27,50.90194263442209,18.281526685265632,86.45491047396902,0.0,-80.09066828613061,-2.7999989999999997,36.5
7,2015-01-28,51.26492864161041,9.18129010333179,85.37157016376902,0.0,-80.38737038157154,-0.5,36.0
8,2015-01-29,51.01329538090412,16.231904865230916,84.70368190071883,0.46511638723636917,-80.32854477260912,1.0,37.0
9,2015-01-30,50.759050123178696,16.231904865230916,84.0839020676327,0.46511638723636917,-80.20996045494057,0.0,37.0
10,2015-02-02,51.26416738490761,19.9862927937138,84.45223012094691,1.0,-79.76976942596069,3.0,40.0
11,2015-02-03,51.32203925760248,25.64989885048861,85.18104920691849,1.0,-79.13826981404605,1.0,41.0
12,2015-02-04,50.82285853356042,30.811132296757677,85.5026582281649,0.8333333333333334,-78.63901909202667,-1.0,40.0
13,2015-02-05,50.82285853356042,30.811132296757677,85.78290225961291,0.8333333333333334,-78.0570324268565,0.0,40.0
14,2015-02-06,50.82285853356042,25.941546487476614,86.02930220849858,0.8333333333333334,-77.39758873005735,0.0,40.0
15,2015-02-09,51.166094240161456,21.298741291312524,86.2480115443787,0.75,-76.75905048366884,0.0,40.0
16,2015-02-10,51.20652928036384,21.298741291312524,86.88890795002487,0.75,-76.17446708982119,0.0,40.0
17,2015-02-11,51.24689741460087,21.298741291312524,87.57826078574591,0.0,-75.88777045270905,0.0,40.0
18,2015-02-12,51.28719880879453,26.729156634141276,88.0811719091771,0.0,-75.17682078737604,0.0,40.0
19,2015-02-13,50.92667203867849,30.792787236430613,88.48690824256943,0.0,-74.42601271031431,-0.25,39.75
20,2015-02-16,50.60135790494666,25.330296127562647,88.40947195197207,0.0,-73.84280026674253,0.0,39.75
21,2015-02-18,49.79013641133263,39.71762332969156,88.18113193765463,0.0,-73.26666445408074,0.0,39.75
22,2015-02-19,49.93460633010725,34.950575859254556,88.12262843901924,0.0,-73.30800324052116,0.0,39.75
23,2015-02-20,50.07824726134585,34.950575859254556,88.06865145682895,0.0,-73.49948854555083,0.0,39.75
24,2015-02-23,50.06522306287503,25.45983581003844,88.01837798809375,0.0,-73.52780052611892,0.0,39.75
25,2015-02-27,50.07246376811594,13.57892780823191,88.00068327335008,1.0,-73.7740977559825,0.5,40.25
26,2015-03-02,50.08452064718668,13.57892780823191,88.14227875501399,1.0,-73.85931277288498,0.0,40.25
27,2015-03-03,50.096571704490586,13.57892780823191,88.2703505702617,1.0,-73.94985019624106,0.0,40.25
28,2015-03-04,50.1086169442433,13.57892780823191,88.38735756753246,1.0,-74.00574782055723,0.0,40.25
29,2015-03-05,50.12065637065637,2.530650738761395,88.49531153191305,1.0,-74.47235409914023,0.0,40.25
30,2015-03-09,51.245990624228966,3.8415652588880818,87.88429863660654,0.0,-75.19109302880551,-2.25,38.0
31,2015-03-10,51.16164112703904,3.8415652588880818,87.34160561184467,0.0,-75.7239155693874,0.0,38.0
32,2015-03-11,51.07699925724189,3.8415652588880818,86.85481066298289,0.0,-76.22363379862827,0.0,38.0
33,2015-03-12,50.99206349206349,3.8415652588880818,86.41375050349393,0.0,-76.26029791569121,0.0,38.0
34,2015-03-13,50.90683229813664,3.8415652588880818,86.01010971712819,0.0,-76.13134524683699,0.0,38.0
35,2015-03-16,50.82130413140865,3.8415652588880818,85.55764849851138,0.0,-76.13178777787579,0.0,38.0
36,2015-03-17,50.73547743704811,3.8415652588880818,85.13245860624565,0.0,-76.11880673301201,0.0,38.0
37,2015-03-19,51.275720164609055,5.580589254766039,83.7124630111903,0.0,-76.37515182141209,-2.0,36.0
38,2015-03-20,51.04740904079382,0.0,82.77639684447405,0.0,-76.53308212422802,0.0,36.0
39,2015-03-23,50.816948213791186,0.0,82.2641095834833,0.0,-76.6547530407666,0.0,36.0
40,2015-03-24,51.613566289825286,0.0,80.84733515069775,0.0,-76.98482394857218,-3.0,33.0
41,2015-03-25,51.17701959970964,0.0,79.56594640319202,0.0,-76.92318201069787,0.0,33.0
42,2015-03-26,50.73252406864797,0.0,78.3953277618243,0.0,-76.80466091831578,0.0,33.0
43,2015-03-27,51.35135135135135,0.0,77.3153392072968,0.0,-76.64020256271202,0.0,33.0
44,2015-03-30,51.06382978723405,0.0,76.3095025420022,0.0,-76.43890315230993,0.0,33.0
45,2015-03-31,51.049364469405845,30.35188560213095,76.8665174734574,0.7941176470588235,-75.8317392402551,4.75,37.75
46,2015-04-01,51.107174490699734,34.640178923825815,77.71145749773238,0.9411764705882353,-75.1887926955658,1.25,39.0
47,2015-04-06,51.16484812739605,38.43103234601561,78.74495912822837,0.9411764705882353,-74.62167876255089,0.0,39.0
48,2015-04-07,51.22238586156112,44.830649639089394,79.6638771710429,0.9411764705882353,-74.11774998161782,0.0,39.0
49,2015-04-08,51.27978817299205,44.830649639089394,80.48904500575438,0.9411764705882353,-73.35551369818823,0.0,39.0
50,2015-04-09,51.39418843557381,47.62256193990511,82.0303746372421,1.0,-72.49139745799938,1.0,40.0
51,2015-04-10,52.688172043010745,46.73564407656492,83.46255605014028,1.0,-71.6873681465176,0.0,40.0
52,2015-04-13,50.90751944684529,46.91037490912868,84.17293674596657,0.0,-70.62531285047686,-2.0,38.0
53,2015-04-15,50.608044901777355,48.65534451186672,84.56011816684722,0.0,-69.65675707484628,-1.0,37.0
54,2015-04-16,49.70662196144174,47.89124795849746,85.60716832779313,0.6666666666666666,-68.52340493709012,2.0,39.0
55,2015-04-17,50.09703354588301,50.18826338506751,86.17210145774564,1.0,-67.6689472997072,1.0,40.0
56,2015-04-20,50.481430536451164,50.18826338506751,86.49072311545184,1.0,-66.85705130833313,0.0,40.0
57,2015-04-21,50.859950859950864,50.18826338506751,86.77585549589315,1.0,-66.8183904224205,0.0,40.0
58,2015-04-22,51.23272825792468,50.18826338506751,87.03358755857228,1.0,-66.98743449991706,0.0,40.0
59,2015-04-23,51.35135135135135,43.990086741016114,87.26890117944598,1.0,-67.16291881424482,0.0,40.0
60,2015-04-24,51.40388768898489,41.145833333333336,87.32699987286605,1.0,-67.34299546963048,0.0,40.0
61,2015-04-29,51.225204200700105,32.18907260963336,87.91447486849121,0.0,-68.57456385534638,-1.0,39.0
62,2015-04-30,51.16822429906542,27.498078401229833,87.79558801185698,0.0,-68.94939571739084,0.0,39.0
63,2015-05-04,51.11111111111111,27.498078401229833,87.53944438136162,0.0,-69.15610554981518,0.0,39.0
64,2015-05-05,51.072961373390555,43.59605911330049,87.30543038682006,0.0,-70.1015351749726,0.0,39.0
65,2015-05-06,50.391389432485326,41.11498257839721,87.08952245805894,0.0,-71.18697317966216,0.0,39.0
66,2015-05-07,50.391389432485326,38.32116788321167,86.88842858311813,0.0,-72.25578516008534,0.0,39.0
67,2015-05-12,50.588235294117645,37.3134328358209,86.0332073871346,0.0,-74.77244472125287,-1.0,38.0
68,2015-05-13,50.4823151125402,37.3134328358209,85.58571231711318,0.0,-74.9871715546777,0.0,38.0
69,2015-05-14,50.37593984962406,29.680365296803657,85.32956868661782,0.0,-75.18282103498287,0.0,38.0
70,2015-05-15,50.26910656620021,29.680365296803657,85.09555469207626,0.0,-75.3628237445086,0.0,38.0
71,2015-05-18,50.16181229773463,29.680365296803657,84.87964676331512,0.0,-75.37461396344435,0.0,38.0
72,2015-05-19,50.05405405405406,29.680365296803657,84.67855288837431,0.0,-75.23398629617867,0.0,38.0
73,2015-06-16,50.99206349206349,19.016393442622956,87.7625301606173,0.0,-71.76397442880852,-2.0,38.0
74,2015-06-17,50.99206349206349,13.63636363636364,87.19614823396165,0.0,-71.90170887849094,0.0,38.0
75,2015-06-18,50.99206349206349,7.490636704119865,86.68386097297092,0.0,-72.3232429327363,0.0,38.0
76,2015-06-19,50.99206349206349,7.490636704119865,86.21583298388784,0.0,-72.71593509705268,0.0,38.0
77,2015-06-22,50.94339622641509,13.736903376018617,86.10026594093307,0.5,-73.00534758906197,1.0,39.0
78,2015-06-23,50.94339622641509,28.68142444658325,86.29751796894678,1.0,-73.21372770609831,1.0,40.0
79,2015-06-24,50.588235294117645,30.07063572149343,86.1426571772996,0.5,-73.51799051174457,-1.0,39.0
80,2015-06-25,50.53533190578158,30.07063572149343,85.99151095999748,0.5,-73.81759870037212,0.0,39.0
81,2015-06-26,50.4823151125402,30.07063572149343,85.84340393988678,0.5,-74.11322166076887,0.0,39.0
82,2015-06-29,50.42918454935622,30.07063572149343,85.69778353566,0.5,-74.4054292585464,0.0,39.0
83,2015-06-30,50.48923679060666,26.15182097411146,85.5556939527236,0.0,-74.77398477469184,-1.0,38.0
84,2015-07-01,50.37269517457826,26.15182097411146,85.43943883941202,0.0,-75.1218423420713,0.0,38.0
85,2015-07-02,50.255603617774284,26.15182097411146,85.34432101942983,0.0,-75.14172601942238,0.0,38.0
86,2015-07-03,50.13795821836815,26.15182097411146,85.26649734853528,0.0,-75.15388196023932,0.0,38.0
87,2015-07-06,50.0,22.355588897224308,85.04395087000871,0.0,-75.15984487738058,0.0,38.0
88,2015-07-07,50.0,22.355588897224308,84.67855288837431,0.0,-75.16088775697382,0.0,38.0
89,2015-07-28,50.66666666666667,13.644524236983841,83.65902758569719,0.0,-73.09867094995136,-1.0,37.0
