,Date,RSI,MFI,EMA,SO,MACD,Diff,PNB.NS.Close
0,2007-02-08,50.2429758621098,58.93147488236899,228.32837735176452,0.5414090439599727,-193.64396978428948,-0.40000100000000316,103.279999
1,2007-02-09,50.251637770545074,58.88788791039481,227.7375321873013,0.2307687694312312,-194.35712659762112,-2.1900030000000044,101.089996
2,2007-02-12,50.39811484556212,57.7453932833123,226.30908735324613,0.13013045648257426,-194.75198836165444,-2.7899929999999955,98.300003
3,2007-02-13,50.43116093990901,58.69097260563846,224.82430856739904,0.08408370051725729,-195.18935057314135,-1.4600070000000045,96.839996
4,2007-02-14,50.70064558987645,58.05728013237076,222.010922104493,0.2995391346410205,-195.89891053442153,-4.529998000000006,92.309998
5,2007-02-15,50.244726371011495,56.333722639623446,219.08768140747122,0.3580576155877923,-196.15477289143809,0.8599999999999994,93.16999799999999
6,2007-02-19,49.790637413902544,55.591323879850556,216.83369561761265,0.3766096768567423,-196.76173835906366,0.31000500000000386,93.480003
7,2007-02-20,49.55243040493417,51.816935399207395,214.61952068565284,0.39453129403251075,-198.16113544338052,0.04999600000000726,93.529999
8,2007-02-21,49.605622208379486,49.01541860959957,212.51154358264304,0.44015466923071667,-199.22955833417345,-0.22999599999999987,93.300003
9,2007-02-22,49.373570318179944,42.57573440547146,209.35123590616027,0.20082515812756863,-199.79935641022968,-3.9200060000000008,89.379997
10,2007-02-23,49.79630888317492,43.937022341958446,205.7110744727917,0.058885999522911535,-200.30263510111348,-2.430000000000007,86.949997
11,2007-02-26,48.94477774046858,42.94335709028364,204.1173250847711,0.6059518326247815,-200.29358103278622,4.540001000000004,91.489998
12,2007-02-27,49.31651905871209,43.02121267127081,202.48750023424887,0.4047619756235746,-200.09561213374718,-1.6899949999999961,89.800003
13,2007-02-28,49.815705878999616,44.18938405024585,199.59696172789606,0.283582271107124,-199.89175391299705,-5.0,84.800003
14,2007-03-01,49.873777165921545,43.598016412403865,198.87494499824666,0.5795457377755466,-199.02253683304752,3.849998999999997,88.650002
15,2007-03-02,50.34775357873354,43.58935101833852,197.04611846518102,0.34230746153846126,-197.8827366415115,-3.2000050000000044,85.449997
16,2007-03-05,50.83487962462584,43.69125442543603,194.38841690240773,0.3727638923526961,-196.54766211900395,-2.9199979999999925,82.529999
17,2007-03-06,50.809462250044916,43.24741325773718,192.86496057286243,0.5418348480282922,-195.13644981936125,2.9299999999999926,85.459999
18,2007-03-07,51.062595631411924,44.569924980323385,191.3787277531338,0.527408998567917,-193.74159369595526,-0.25,85.209999
19,2007-03-08,50.8006831299277,42.247716069408725,191.305651230798,0.7162588198367859,-192.38181058465534,2.270004,87.480003
20,2007-03-09,50.64090309859024,40.60100907805822,191.15854436057066,0.6315126804770876,-191.05981621520039,-1.3500059999999934,86.129997
21,2007-03-12,50.245423418190455,46.15288468040641,190.42019723805038,0.6559947897049596,-188.48417816879993,0.39000000000000057,86.519997
22,2007-03-13,50.46656992102137,44.52575353263044,190.38056057543423,0.9561331330949956,-185.76605641952483,1.3199989999999957,87.839996
23,2007-03-14,50.60056013935115,48.54891148155754,190.41465399458468,0.5000006505579846,-183.84830765937653,-2.1499939999999924,85.690002
24,2007-03-15,50.69649505927596,48.28387249845717,189.41938117779148,0.24535329666540565,-181.8081667503864,-1.3700020000000137,84.32
25,2007-03-16,50.552742183220964,51.24965080500974,188.78625321924002,0.19047679786231123,-179.0863731457853,-0.6999969999999962,83.620003
26,2007-03-19,50.60863166774072,49.023585397145325,189.08905314822817,0.4064626223448757,-176.90714329497862,1.2699960000000061,84.889999
27,2007-03-20,50.62782065741238,48.110822837882466,189.65635811102968,0.8435258429949098,-174.3684244980273,2.300003000000004,87.190002
28,2007-03-21,50.6951489283156,49.20428695240546,191.18289048517158,0.9164707058823534,-171.58961008746294,3.099998999999997,90.290001
29,2007-03-22,51.069952846974054,54.72272144820521,194.18776117851235,0.9221202174162443,-169.0892050323607,6.299994999999996,96.589996
30,2007-03-23,50.411374394763335,52.247592839571524,196.92215150576416,0.888743644551286,-167.4449959162331,-0.5099939999999918,96.08000200000001
31,2007-03-26,50.19242557724696,50.726818396712545,198.99590453954892,0.7574287152733433,-166.26627045408398,-1.0900040000000075,94.989998
32,2007-03-28,49.88028069642928,51.35965566047132,200.04477523988396,0.6075372969460686,-165.09254307398848,-2.0400010000000037,92.949997
33,2007-03-29,50.176519954228304,58.11167555689167,201.97977575548364,0.7111734254879624,-163.86707801375283,1.9300000000000068,94.879997
34,2007-03-30,49.82985468086362,57.82421902580564,203.99258470396902,0.6797837715882539,-162.95631783608644,-0.04000100000000373,94.839996
35,2007-04-02,50.15311735037609,55.660883688558435,203.00340401004982,0.08939267370149077,-163.08821019508952,-9.5,85.339996
36,2007-04-03,50.04395978007245,57.08897376176849,202.07862382992718,0.09873270163211473,-163.22419651742254,0.1400069999999971,85.480003
37,2007-04-04,50.069047941680125,56.71545315686028,200.80971143281704,0.06470988188257239,-162.53413917684213,-0.5100020000000001,84.970001
38,2007-04-05,49.784948259514415,54.884957826260575,200.19879145014082,0.33750025000000033,-161.9574861268133,3.0800020000000075,88.050003
39,2007-04-09,49.53560054460734,52.16035487940329,199.69640823013438,0.6149997500000003,-162.1810511324147,3.3299939999999992,91.379997
40,2007-04-10,49.783230575067364,56.67520557702545,198.86903854096013,0.5174999166666664,-162.45370124295883,-1.1699980000000068,90.209999
41,2007-04-11,50.00697532453393,60.82950845180797,197.93717296603893,0.5636941748819901,-164.24039658902427,-0.9000010000000032,89.309998
42,2007-04-12,50.13652799018969,63.966039884909776,197.04692181445898,0.4585988234817031,-166.40999439480993,-0.9899979999999999,88.32
43,2007-04-13,49.84948915683757,60.36121395577047,196.8664648026005,0.7633408140027933,-167.6891676653063,3.05999700000001,91.379997
44,2007-04-16,50.19263973823864,58.435872687075346,197.376486822191,0.8927855281705517,-168.5193752791038,2.3300019999999932,93.709999
45,2007-04-17,50.502926149812325,60.28544066149134,199.29758504806745,0.7764349446122866,-169.37590364155145,0.07000000000000739,93.779999
46,2007-04-18,50.801226103178855,59.7183438086076,201.48353779365098,0.8298260750228732,-170.3612175467383,1.3599999999999994,95.139999
47,2007-04-19,50.84512495221187,53.80993412702408,203.9149148518474,0.9074573874548211,-169.79324207334608,1.0299989999999895,96.16999799999999
48,2007-04-20,50.78423847562823,52.90345137830777,205.67915796368558,0.816707004589294,-169.15678203968025,-0.02999899999998945,96.139999
49,2007-04-23,50.34828534557754,58.98999513155038,206.34857139457438,0.6898302746338052,-168.94544202788774,-1.4000010000000032,94.739998
50,2007-04-24,50.87686013907803,65.09715944649832,209.20408491606247,0.7684619230769238,-168.9413728733601,6.450004000000007,101.190002
51,2007-04-25,50.796836611683254,65.37505745913049,212.0940831471365,0.7839663952714263,-169.6602625778512,0.4499969999999962,101.639999
52,2007-04-26,51.21170692209995,69.03639377156841,215.1323292482378,0.8406781528297255,-170.06950073329426,0.6800009999999901,102.32
53,2007-04-27,50.98317298233295,67.10406571047697,216.8511936600349,0.6737287600545595,-170.26722989501067,-1.9700019999999938,100.349998
54,2007-04-30,50.55368036563572,64.63341872438886,217.96429733714612,0.6160717721620821,-169.95093985490814,-0.44999599999999873,99.900002
55,2007-05-03,50.44643630413736,61.24158880375504,220.06830195665194,0.9133933696589382,-168.97172679129835,3.3300009999999958,103.230003
56,2007-05-04,49.748697141548114,57.96460775774912,221.38089528222278,0.7937501233259264,-168.62218637062003,-1.3400039999999933,101.889999
57,2007-05-07,49.94142067852502,59.167788365062286,221.46315877957852,0.49953907825605065,-168.72911704317306,-3.139999000000003,98.75
58,2007-05-08,50.12872975893591,59.96252429134187,221.87658954020466,0.58064480749213,-169.24579444108224,0.879997000000003,99.629997
59,2007-05-09,50.38244284426059,59.727122967979575,223.23097436306853,0.7870970114464528,-169.45010094775589,2.240005999999994,101.870003
60,2007-05-10,50.46169917413177,62.23544343805932,223.327362292111,0.7400922101552452,-169.72108825175013,-0.5100020000000001,101.360001
61,2007-05-11,50.680594142096645,61.586643520023216,223.6614605951443,0.7984319148936168,-171.08303261548,1.0199960000000061,102.379997
62,2007-05-14,50.72530779554433,63.283058936423934,225.3565387775135,0.9352823725924063,-173.07075559602944,4.780006999999998,107.160004
63,2007-05-15,50.67490909986728,62.3200038530049,227.87360881797582,0.9316097866514643,-175.11012175213096,2.2099989999999963,109.370003
64,2007-05-16,50.946293715845876,60.578056681475836,230.84483549959353,0.9682422475448863,-176.7564456744692,1.9599990000000105,111.33000200000001
65,2007-05-17,51.22392069613023,61.35354940279949,233.27916211181187,0.9026489275031695,-177.66804786709895,0.7999949999999956,112.129997
66,2007-05-18,50.92479427756922,57.17028448314148,235.02769779213145,0.751724275862069,-178.96651356781314,-2.129997000000003,110.0
67,2007-05-21,51.00289284009514,58.546354288969795,237.80054959338526,0.8924140000000003,-180.80801184960023,2.0400010000000037,112.040001
68,2007-05-22,50.473880305634886,56.483640895987456,239.87793541919112,0.7355769485022166,-182.7489355509586,-1.1900030000000044,110.849998
69,2007-05-23,50.70320745254004,63.26468259610703,241.88180193171198,0.8113400972473719,-183.69687102273122,1.2200019999999938,112.07
