,Date,RSI,MFI,EMA,SO,MACD,Diff,IOC.NS.Close
17,2007-03-06,50.65067722318267,51.076433488564014,229.8013715636947,0.23100239237210585,-227.20217933690094,0.5370029999999986,101.137001
18,2007-03-07,50.48394690530432,49.693623804898635,228.3303625697655,0.2758623107412927,-225.14419676345034,0.038002000000005864,101.175003
19,2007-03-08,50.38682526825677,50.53895027482872,226.6336136655202,0.29885048223010674,-223.18060356996205,0.1999969999999962,101.375
20,2007-03-09,50.34141707003847,53.69657532590623,225.0075600960074,0.15051921121639109,-220.98147693961474,-1.5124969999999962,99.862503
21,2007-03-12,49.989511896765336,52.35033941036321,224.93472078274814,0.6871237213237336,-218.9230765906198,2.6744999999999948,102.537003
22,2007-03-13,50.15815169900184,52.93034489208459,225.09898024363622,0.9250238889119694,-216.3403581052404,1.024992999999995,103.561996
23,2007-03-14,49.96803291214927,45.32642508023563,224.09436978983965,0.08375602411779093,-213.78986775369464,-4.1244959999999935,99.4375
24,2007-03-15,50.126897687333354,45.07469732161847,223.93105785717842,0.4974616217884487,-211.43078462718478,2.0374979999999994,101.474998
25,2007-03-16,50.27477263684666,45.685814477834924,223.3543174732053,0.182741505321326,-209.4204106354305,-1.5499949999999956,99.925003
26,2007-03-19,50.17152618411467,48.715329612929686,223.59361921072139,0.5151262082499566,-207.04496283838827,1.6369929999999897,101.561996
27,2007-03-20,50.366561135130844,51.86936325854952,224.89393648087025,0.8630251752496221,-204.60746008957378,3.6880040000000065,105.25
28,2007-03-21,50.271109728538164,51.70951856972101,225.95744900772618,0.8200687391193736,-202.73909544553595,-0.3000030000000038,104.949997
29,2007-03-22,50.399952348143415,47.5440669680874,226.95924761608222,0.8512114467021311,-201.1979951285851,0.2250060000000076,105.175003
30,2007-03-23,50.29675798147727,45.43665598844837,227.32556423634904,0.4722968888888899,-200.231274932582,-2.4869989999999973,102.688004
31,2007-03-26,50.392724123282825,45.55148651855811,227.90193149295536,0.7685931851851862,-199.27897035574293,2.0,104.688004
32,2007-03-28,50.47193765670345,40.980418018039636,227.0257538138014,0.12048196641990891,-197.93561751153172,-3.913002000000006,100.775002
33,2007-03-29,50.46324641862182,47.53189532253802,226.99501520656366,0.17407952000000024,-196.79699170900295,0.3129950000000008,101.087997
34,2007-03-30,50.461189738891335,44.882483633893585,226.31475407376385,0.05410375556884515,-196.28598968179807,-1.175499000000002,99.912498
35,2007-04-02,50.638835041455934,47.309537626892826,225.00563280377344,0.03856041924121733,-194.98436084041518,-3.0374979999999994,96.875
36,2007-04-03,50.75262651500249,50.54673324467928,223.51294327830445,0.03465991229989896,-194.37616195465696,-0.27500200000000063,96.599998
37,2007-04-04,50.52089698790087,47.6324555606475,221.79396288917673,0.10269573216049326,-193.95437321110387,0.6624989999999968,97.262497
38,2007-04-05,50.38445846398766,47.100019966877056,220.33878437496656,0.1758793734164993,-193.65726976239736,0.3125,97.574997
39,2007-04-09,50.28769580287476,47.452773355212926,219.41050514757816,0.46216828032640683,-193.9472704571959,1.5125050000000044,99.087502
40,2007-04-10,50.29194573124701,48.32572171300075,219.72352802809525,0.8631638801752334,-194.06731799018533,2.6124949999999956,101.699997
41,2007-04-11,50.13796202797694,49.1377533105845,219.3806347032863,0.5292706623391145,-194.39089608127856,-0.8129959999999983,100.887001
42,2007-04-12,50.35951665765662,49.392038943112965,218.95302639326098,0.2846926633387139,-194.7376085863361,-2.137000999999998,98.75
43,2007-04-13,50.21583167564479,53.34460842682528,218.4209294011606,0.20579275821686285,-195.31724233805858,-0.2624969999999962,98.487503
44,2007-04-16,50.35013009808257,54.72813355362249,218.7926585036954,0.45368955637311,-195.08417040212103,2.162498999999997,100.650002
45,2007-04-17,50.31581548579995,59.821409199513454,220.56986546140934,0.7751275570350781,-194.6563125715021,3.0749959999999987,103.724998
46,2007-04-18,50.222102474772846,63.14771897608705,222.12437489586685,0.7152429573888222,-194.3729187787948,-0.34999799999999937,103.375
47,2007-04-19,50.11199993488112,59.63002123920621,222.87532310931448,0.4689452679543669,-193.43704438362167,-1.8379970000000014,101.537003
48,2007-04-20,50.22025266094244,59.72622173504649,223.9044559482946,0.6214410394797889,-192.24904892364526,1.1380000000000052,102.675003
49,2007-04-23,50.03964745243512,57.656037411348805,224.39364557042418,0.765573967213115,-191.8696476516667,-0.75,101.925003
50,2007-04-24,49.95180953331724,58.21461605202268,224.59429817044972,0.7958689180327867,-191.22680641245557,0.46199799999999414,102.387001
51,2007-04-25,50.13976641583531,61.89101978678584,225.2051743037633,0.8582293114754099,-190.9944844952874,0.9509960000000035,103.337997
52,2007-04-26,50.42439476458486,72.40179818702997,227.21917766598602,0.9261342008843345,-190.68358639454755,3.5250020000000006,106.862999
53,2007-04-27,50.72384501294679,74.58693404206225,229.77491673061243,0.948101164556962,-189.62680225176337,2.1119989999999973,108.974998
54,2007-04-30,50.98024435142655,74.55483457973759,232.18576202586013,0.96443378313253,-188.2913557705641,1.2870029999999986,110.262001
55,2007-05-03,51.17783501788926,72.93131972777414,234.5295821708188,0.8884040000000001,-186.84758131348877,1.9759980000000041,112.237999
56,2007-05-04,50.59532289332078,70.0537286839238,236.20461876123858,0.6938246315789472,-186.36470651109346,-1.6009980000000041,110.637001
57,2007-05-07,50.53562257199072,68.59167422176589,239.47974564049866,0.9277558349240594,-185.78350963508564,4.538002000000006,115.175003
58,2007-05-08,50.244285606653946,67.82614020282715,241.86918835397523,0.7695537381398353,-185.96081530144903,-1.4000010000000032,113.775002
59,2007-05-09,50.57124981127331,68.1145605909179,245.05681802228142,0.935341552941177,-185.67704363393904,2.663002000000006,116.438004
60,2007-05-10,50.03356833980012,66.82855417516154,247.46772088092848,0.7804300296763784,-185.98003081207355,-1.5130010000000027,114.925003
61,2007-05-11,49.465523807331714,66.12341057416704,249.30690779801088,0.6027450306917769,-186.74397419537462,-0.9130020000000059,114.012001
62,2007-05-14,49.81723677628937,69.8011592059878,251.31109316330827,0.9011926904463695,-187.45334992507293,2.5250020000000006,116.537003
63,2007-05-15,49.52522285183982,70.12286398341509,253.89572928819254,0.9276811223499245,-188.0221602398198,3.300994000000003,119.837997
64,2007-05-16,49.95841866076337,70.80623314499265,256.6998611939095,0.8635943239793455,-189.04802758446237,1.9869999999999948,121.824997
65,2007-05-17,50.51312093968342,73.48102859564392,261.14496070521915,0.9568560858747573,-189.75012227543812,6.900009000000011,128.725006
66,2007-05-18,50.17165170795758,67.77574779305041,264.57740937278504,0.8051550083763862,-190.69995060607687,-2.7250060000000076,126.0
67,2007-05-21,50.01787663796148,64.92042855664921,267.0165961256641,0.8009799255658733,-192.19948991082828,-0.0749969999999962,125.925003
68,2007-05-22,50.00117368927069,65.34445067258929,269.3513580616281,0.7589848955223881,-193.88287474527488,-0.46200600000000236,125.462997
69,2007-05-23,50.40115551908352,69.44727743890678,271.17924561855557,0.7022886532026198,-196.35772573961265,0.1740039999999965,125.637001
70,2007-05-24,50.10684098435815,66.53560107349645,271.5075282753963,0.38760781984743964,-198.7455969849458,-5.162002999999999,120.474998
71,2007-05-25,50.328142766505145,68.22706272993992,271.51129818149906,0.08430343366767716,-201.17472744643078,-1.7249979999999994,118.75
72,2007-05-28,50.116869087215946,68.96493930283893,271.786265685998,0.21494776417036002,-203.18676236435454,1.762000999999998,120.512001
73,2007-05-29,50.24601903368002,67.68781221467334,271.6870541959648,0.2391188793777595,-205.25461656887836,0.3259960000000035,120.837997
74,2007-05-30,50.17368709417779,67.42206099897234,270.219474607196,0.059931482219938784,-207.7931336520943,-3.4629970000000014,117.375
75,2007-05-31,50.09897623849517,64.25565388086827,267.55283468303315,0.020202214059711735,-210.92057120840423,-0.8249969999999962,116.550003
76,2007-06-01,50.41415841393401,64.8856146948272,265.48266622426365,0.04058587639960459,-214.1860300623007,-0.07500500000000443,116.474998
77,2007-06-04,50.73435124036376,66.45786711860022,262.27137802645404,0.06026387493304171,-218.61081277916492,-4.099997999999999,112.375
78,2007-06-05,50.40123370392932,67.15641002069756,259.7893900912984,0.19133591210626896,-221.81865943070278,1.2750020000000006,113.650002
79,2007-06-06,50.22973698630341,66.34892327607594,256.67159585048955,0.08024975000000012,-224.78514089084905,-2.437004999999999,111.212997
80,2007-06-07,50.567424765321995,66.31397220153468,254.21252139891774,0.13475193400736657,-227.44773130473163,-1.1879950000000008,110.025002
81,2007-06-08,50.93907876684985,62.214245776993366,251.76473701941703,0.12785237265478497,-229.82979409652194,-1.4370049999999992,108.587997
82,2007-06-11,50.742735968735765,58.46916954999925,249.6445002014953,0.24151894371627722,-231.40292007806738,1.2990039999999965,109.887001
83,2007-06-12,50.471540583342794,55.16744867828895,247.21498069451732,0.13924061421782546,-232.072223410505,-1.2119979999999941,108.675003
84,2007-06-13,50.75310822095678,57.48983975513279,245.1717356474624,0.08794728856500832,-233.22379616946847,-0.9750060000000076,107.699997
85,2007-06-14,50.56311398625558,59.453556058591246,243.62386560094075,0.1209504521643034,-233.89954480351946,0.7250060000000076,108.425003
86,2007-06-15,50.37014513141144,53.7550832580465,241.52623628472278,0.011093200177036298,-234.36607166632848,-2.038002000000006,106.387001
87,2007-06-18,49.93038807459117,58.062395657829256,239.84731909932285,0.03345838274137517,-234.86060908934297,-1.1620029999999986,105.224998
88,2007-06-19,49.83811967049201,52.177940753758456,238.49164789138194,0.12454861004312054,-234.80408199776156,1.25,106.474998
89,2007-06-20,49.9070557396018,50.583084754593116,237.9737647853121,0.21119158284355016,-233.501988510258,1.2000050000000044,107.675003
90,2007-06-21,50.21203974200302,51.47521010968457,239.04791076608697,0.5298193544865495,-231.77140535941908,4.412993999999998,112.087997
91,2007-06-22,50.28791237369064,54.606367971595674,239.4622976536028,0.36014438413637334,-228.93635712940522,-2.3499979999999994,109.737999
92,2007-06-25,50.08914670261944,55.760081707097406,239.43712028984348,0.36139637912204203,-226.40576747599619,-0.5879970000000014,109.150002
93,2007-06-26,50.18452998583263,52.38343310794652,239.66221553123776,0.3798767031104632,-223.67738583043837,0.22499799999999937,109.375
94,2007-06-27,50.2944320461596,54.28250440722653,240.37037996446625,0.47129343623159686,-221.16770339534565,1.112999000000002,110.487999
95,2007-06-28,50.38969261696276,72.26881204295168,241.26611834360537,0.5262921210620581,-218.40270694719487,1.1490019999999959,111.637001
96,2007-06-29,50.27520801317007,74.37574074751068,242.16821018702407,0.32493008685823405,-216.3618515365797,-0.7369989999999973,110.900002
97,2007-07-02,50.40779310414243,72.5698839954351,244.03515063928106,0.6203922844619768,-214.51863148953493,2.637000999999998,113.537003
98,2007-07-03,50.18972098604834,66.75435326992874,245.51978018198628,0.6539210553436576,-212.19619552293068,-0.15000200000000063,113.387001
99,2007-07-04,50.104786159038696,60.50451280913206,246.67324082099955,0.6387474676799544,-209.72887168289367,-0.125,113.262001
100,2007-07-05,49.97612239333822,62.83135611009919,246.13151719869916,0.2605797791961994,-208.2524779998787,-2.9120029999999986,110.349998
101,2007-07-06,49.85456187611022,57.52532309039905,245.588428368054,0.08378640622105307,-207.18355272310083,-1.3619989999999973,108.987999
102,2007-07-09,50.05647170751139,56.7168270812657,245.10437009997935,0.12874801198764155,-206.80579438691603,-0.36299900000000207,108.625
103,2007-07-10,50.26532999221846,59.043136984757965,244.41085558686135,0.03868128160692183,-206.67176377724593,-0.7870029999999986,107.837997
104,2007-07-11,50.30984913607254,57.76298951626579,243.25334027936574,0.01540378059188552,-206.30536976549809,-1.1879950000000008,106.650002
105,2007-07-12,50.15063906359999,51.7112477504495,242.39740856308813,0.15037206885319557,-206.17579154287398,1.1619939999999929,107.811996
106,2007-07-13,50.0467743839859,49.723526460974554,241.90254385029363,0.3013415360361646,-206.31569963595678,0.5750050000000044,108.387001
107,2007-07-16,50.12867885836484,51.350244356190636,240.97395841798658,0.36935423582824717,-206.83489541768523,-0.13700099999999793,108.25
108,2007-07-17,50.16212197351647,52.675075684945625,240.04556451482122,0.32714295634085255,-207.04409557352864,-0.1999969999999962,108.050003
109,2007-07-18,50.11517052564364,46.86984661694572,238.89866431239165,0.142465838426729,-207.88948327600775,-0.875,107.175003
110,2007-07-19,50.03606996051643,40.011735793076234,238.51133742049163,0.3007605109245492,-208.75291622416245,0.75,107.925003
111,2007-07-20,49.755184805345834,35.563270410199664,238.2408573273759,0.17462701633800318,-209.49912097777582,-0.3500060000000076,107.574997
112,2007-07-23,49.90245177964517,36.41029140447006,237.65148973143152,0.06759940000000028,-210.16454567770688,-1.2369999999999948,106.337997
113,2007-07-24,50.07986692218752,36.31269737572051,236.75992983518856,0.11469465654327007,-210.87403544308756,-1.5130000000000052,104.824997
114,2007-07-25,49.95769318814832,44.166323487027796,236.16138139694124,0.12186354748775548,-211.29066846706576,0.050003000000003794,104.875
115,2007-07-26,50.11674075945229,43.02281664860459,234.58979564808897,0.13902468292682965,-211.58611079528572,-2.699996999999996,102.175003
116,2007-07-27,50.30951560355304,45.25028728763489,232.52138581086405,0.0364465670062084,-211.11780482184065,-1.75,100.425003
117,2007-07-30,50.524014083832824,40.876892889331785,230.13835055134058,0.042156705882352895,-211.2138386425088,-1.6375050000000044,98.787498
118,2007-07-31,50.2616086503689,41.68096033165402,228.60593025350684,0.23170043133734708,-211.22426470648952,1.9505010000000027,100.737999
119,2007-08-01,50.27673823908679,46.2174787442602,226.95253434248463,0.12572156134490226,-211.21838483944072,-1.1380010000000027,99.599998
120,2007-08-02,50.15134845075317,45.374089513208425,225.2638294299833,0.1519757208451601,-210.96571834092836,-0.09999799999999937,99.5
121,2007-08-03,50.0087472810093,61.90705821943581,224.01235777963325,0.26752644811297516,-210.28993456619892,0.8870009999999979,100.387001
122,2007-08-06,50.19645688269521,59.12806817922219,222.98554303285408,0.346554124313003,-209.82398154961248,-0.07500500000000443,100.311996
123,2007-08-07,50.251774533851254,55.25151791450417,222.80396246759636,0.3756095609756097,-208.76020656045083,1.7880020000000059,102.099998
124,2007-08-08,49.98511042108547,56.052465466697846,222.69153497089857,0.37709119648057693,-207.51999810335306,0.34999899999999684,102.449997
125,2007-08-09,50.18985247561658,56.27446972371248,222.21814159275596,0.1325610023040404,-206.28099197157675,-2.375,100.074997
126,2007-08-10,50.277233674523146,53.96425880517571,222.18022306199452,0.26936336363636376,-205.4297811607102,0.38800000000000523,100.462997
127,2007-08-13,50.43090259576004,56.01687110697914,222.22828088473,0.21704518181818147,-204.39880951996113,-0.5755000000000052,99.887497
128,2007-08-14,50.2897689311024,56.99556361715009,221.9529813596039,0.20795436363636358,-203.15214189322546,-0.09999899999999684,99.787498
129,2007-08-16,50.412209886072866,60.0606831214253,221.24885187624926,0.08626238476786793,-201.92617305847034,-2.0124959999999987,97.775002
130,2007-08-17,50.5868091251009,58.62049000315,219.50948318904503,0.06875,-201.43098686014298,-3.5875020000000006,94.1875
131,2007-08-20,50.357965571803746,61.44022018056684,218.31368639309412,0.2323369513593086,-200.37037717072272,1.5749969999999962,95.762497
132,2007-08-21,50.458470484893944,63.21605623879393,216.8586461479425,0.1194441111111107,-199.2611903318009,-1.1875,94.574997
133,2007-08-22,50.61737586886536,63.7437484386524,215.05807658137783,0.05416700000000042,-198.30118713144412,-0.5874939999999924,93.987503
134,2007-08-23,50.420673328465604,64.03142573895525,213.4021486663572,0.1136363879436124,-197.28345594746065,0.22499899999999684,94.212502
135,2007-08-24,50.47920705016929,55.015285399498346,211.99004582977403,0.06355332717613253,-196.68791923575742,-0.7375040000000013,93.474998
136,2007-08-27,50.3640716106507,58.717661799988356,210.7263711332985,0.10116724290549685,-195.95716627365252,0.36250400000000127,93.837502
137,2007-08-28,50.07422464292524,56.87141770804988,210.08841309686792,0.25421507264801196,-194.75598295127418,1.4749979999999994,95.3125
138,2007-08-29,49.836321246959876,57.48414772942931,209.98441708090627,0.692144216803847,-193.67273231823148,1.625,96.9375
139,2007-08-30,49.97076858828004,54.980010926093705,209.8291993982038,0.5724300135383206,-192.83477335484923,-1.0124969999999962,95.925003
140,2007-08-31,49.82342136493157,52.532060283795126,210.59062544777353,0.787382203249009,-191.89525590593394,1.1499939999999924,97.074997
141,2007-09-03,50.04475520742582,48.588370609957984,211.2553383429351,0.8713971821182344,-191.01229192740342,0.7000050000000044,97.775002
142,2007-09-04,50.37146280676878,49.06171109858079,212.85549601634784,0.9044546274860152,-189.6659687410463,2.5879970000000014,100.362999
143,2007-09-05,50.28771438124842,48.24011340169242,214.18589681064515,0.7300886678675323,-188.9512432832823,-0.6754990000000021,99.6875
144,2007-09-06,50.33232798313743,52.20982810610053,215.47680708358303,0.7523512858561219,-187.804865133092,0.3125,100.0
145,2007-09-07,50.48927950585491,51.90780548672173,217.18694420858037,0.8901517848944803,-186.69480464456478,1.25,101.25
146,2007-09-10,50.15587409614736,49.144061735263435,218.6357339442537,0.8268421591874806,-185.72982585441355,-0.26200099999999793,100.987999
147,2007-09-11,49.80328077621833,41.5756498889951,219.72201151567387,0.5982544000000003,-184.58757135547552,-0.125,100.862999
148,2007-09-12,49.885228795002185,39.682455323322564,219.79632993905378,0.2800004363636369,-183.73307039806997,-2.1879959999999983,98.675003
149,2007-09-13,49.669990053308005,37.83492244447431,220.09603826095534,0.29636334545454535,-182.83701299890572,0.11249499999999557,98.787498
150,2007-09-14,49.84752974247572,37.42253677810077,220.01109551469332,0.19636334545454537,-182.1939299417793,-0.6875,98.099998
151,2007-09-17,50.02301712970875,40.548154412042166,219.60639301059445,0.08181818181818182,-181.7806127632449,-0.7874979999999994,97.3125
152,2007-09-18,50.04242259416359,39.335972299940615,218.90419641270685,0.13684182456140342,-181.44722347099847,0.16249799999999937,97.474998
153,2007-09-19,50.00223753041214,40.713116120022775,218.22804299899548,0.09605436598404539,-181.31594633831904,-0.4375,97.037498
154,2007-09-20,50.11296663107712,48.27768640653314,218.54473342112834,0.5831741745848336,-181.32340203963338,3.1125040000000013,100.150002
155,2007-09-21,50.24866191691485,52.0901110882878,219.0554608265836,0.9226482729000511,-181.42851309915906,1.4119939999999929,101.561996
156,2007-09-24,50.165682294239666,52.41324831938508,219.35275554440196,0.6996789760909061,-182.190116512749,-0.5369939999999929,101.025002
157,2007-09-25,50.503645966440395,63.77867048835576,222.10721958748368,0.9236791406670132,-182.315585861852,7.875,108.900002
158,2007-09-26,51.097848204272374,70.79032020014822,227.4782413362918,0.8479058963978204,-182.08579154664682,8.137000999999998,117.037003
159,2007-09-27,50.76295583918649,69.959154813466,230.98741556985684,0.6651584243656963,-182.5288688708926,-4.162002999999999,112.875
160,2007-09-28,51.23104153270894,69.51427061073521,235.8104953640939,0.8502297098408824,-182.37434115446973,4.737999000000002,117.612999
161,2007-10-01,51.73179442388546,73.70817385664438,242.08193769667514,0.9352122694300515,-182.12771871969102,5.448996999999991,123.061996
162,2007-10-03,52.058172028844524,74.99619849884789,248.4611844911938,0.8879779803318796,-181.83317037541832,2.038002000000006,125.099998
163,2007-10-04,51.45294527970376,69.61010582798815,254.10523926858713,0.8438584324135512,-181.54379107471442,-1.012000999999998,124.087997
164,2007-10-05,51.47809245501478,67.5441096511023,259.39577757854937,0.8915158702487412,-181.11405512287735,1.600007000000005,125.688004
165,2007-10-08,50.47740915252142,61.627305646407805,262.02880368655536,0.6024861152689922,-181.47721396732442,-6.626008000000013,119.061996
166,2007-10-09,51.02937738514601,62.64411337312352,265.0481323654484,0.6510360325797995,-182.10056615194105,1.1130070000000103,120.175003
167,2007-10-10,50.137055056453605,61.02018118368319,265.78668733860826,0.28571433209647207,-183.11286716601558,-3.0,117.175003
168,2007-10-11,50.56600610599925,61.18683128694327,265.60470111016525,0.3481817306375497,-183.5545452617256,0.9619979999999941,118.137001
169,2007-10-12,51.030384241065875,64.92873902268352,264.7132071911705,0.056963622843086224,-185.66542732286445,-4.524001999999996,113.612999
170,2007-10-15,50.61955274949902,64.91572597918972,262.8734008124742,0.011290516129032502,-188.9691476373486,-1.1879959999999983,112.425003
171,2007-10-16,50.80195791023471,62.19455167467967,261.4745682116204,0.33543338582677196,-191.01860314087259,3.474998999999997,115.900002
172,2007-10-17,51.17236407586476,61.21097774190054,257.2341985918649,0.15238925921479396,-194.44344550266032,-8.211997999999994,107.688004
173,2007-10-18,50.80926639944958,61.7799515520766,254.28651215313215,0.29470681484484307,-198.327486583422,2.4869989999999973,110.175003
174,2007-10-19,51.14981330083677,62.885601539400476,250.11829567296996,0.08563124361465815,-202.99049806445356,-3.675003000000004,106.5
175,2007-10-22,50.70841775792825,58.830128099591164,247.88839754460332,0.3398593516283073,-207.13180522593603,1.887000999999998,108.387001
176,2007-10-23,50.28522891238453,51.715682617356265,246.539518539266,0.5839738522971034,-211.2645378237906,2.8880010000000027,111.275002
177,2007-10-24,50.68934898464657,58.97149201272176,245.68706787707583,0.5823029303554629,-214.42337367638055,-0.025002000000000635,111.25
178,2007-10-25,50.39443381760227,55.531141727828945,244.32036132009063,0.5037756807676963,-217.79358582055164,-1.1750030000000038,110.074997
179,2007-10-26,50.53745149116365,57.87709268002753,244.2061154656174,0.6056938325924947,-220.58874364925248,1.5250010000000032,111.599998
180,2007-10-29,50.27330559889723,58.90886439549983,244.31922403773694,0.7338972147491685,-223.0584321965029,0.21199799999999414,111.811996
181,2007-10-30,50.62981320461237,62.828153786374344,245.57616680436703,0.9387133466645478,-224.18330625479513,5.475007000000005,117.287003
182,2007-10-31,50.69331495430646,63.195997039529935,248.93963703335143,0.7778973086311749,-225.06428582586477,3.151001000000008,120.438004
183,2007-11-01,51.02350319619509,66.16555542350947,251.67101852199005,0.7880584046681904,-225.47940463111956,0.19899699999999143,120.637001
184,2007-11-02,51.39484285374609,65.45164346261355,255.73363135315577,0.9599687298455613,-223.31311167659317,3.125,123.762001
185,2007-11-05,50.82367527912834,62.15825356047508,258.322045138257,0.7174605079365082,-222.54390978758363,-2.711997999999994,121.050003
186,2007-11-06,50.765821282432256,60.03081317090808,260.50398872367373,0.7603173333333333,-220.55956830071597,0.6749949999999956,121.724998
187,2007-11-07,51.10423017122894,60.261516840222285,263.88475645520947,0.8999998064516127,-217.8498356533703,4.224998999999997,125.949997
188,2007-11-08,50.89112817016456,65.0022356290188,267.86472841151874,0.7617179060402681,-215.28905574710865,2.1119989999999973,128.061996
189,2007-11-12,51.307346649832176,68.16077218257479,272.00658620880864,0.8301035927038581,-212.86410985299932,2.176011000000017,130.238007
190,2007-11-13,50.643562770071064,70.7414540263953,275.7144622812998,0.8136155193946266,-210.2244201808387,-0.32501300000001265,129.912994
191,2007-11-14,50.42699378277059,68.30616570774988,279.96116043766256,0.8384515833734538,-208.51444640181694,5.18701200000001,135.100006
192,2007-11-15,49.83042836648702,73.83623731963993,287.7625721251035,0.8620980392760184,-205.77485024656528,13.888001000000003,148.988007
193,2007-11-16,50.5422926894139,78.58503536511924,296.6497842721391,0.8081472022638929,-204.27637669850964,5.8119959999999935,154.800003
194,2007-11-19,49.2628062119,69.32058684221742,302.6983535776903,0.6156760649632294,-203.94450208432784,-4.9369959999999935,149.863007
195,2007-11-20,49.03953206941266,65.24022414900918,306.7274284280126,0.4395430760885964,-205.0456230165073,-6.288010000000014,143.574997
196,2007-11-21,49.461928051404485,66.51377566272741,306.387652615831,0.06299735249315803,-207.9072435568214,-12.899993999999992,130.675003
197,2007-11-22,49.92502402606562,66.73742758701232,305.0642066889465,0.08711663803680991,-209.80580379108574,-1.875,128.800003
198,2007-11-23,50.44679938890042,68.93583076901899,302.27657519507363,0.051675227635424086,-213.1812856035516,-4.550003000000004,124.25
199,2007-11-26,49.88500899636241,65.68211491273476,300.2052158067484,0.09823974567905765,-216.44524215882439,2.050003000000004,126.300003
200,2007-11-27,50.15832690379303,67.14594151227074,300.74284095090957,0.26178311133296484,-219.82035068607593,7.199996999999996,133.5
201,2007-11-28,50.35378089627501,67.7641739783113,300.74675094889886,0.4120560916891103,-223.15393444739578,0.9499969999999962,134.449997
202,2007-11-29,50.63598820374549,68.97169177228444,297.7844583384399,0.43973972293248914,-226.18696381239158,-2.3499909999999886,132.100006
203,2007-11-30,50.779880252114644,68.95371926367805,295.1947419388344,0.6735689964853598,-229.67958655919966,3.699996999999996,135.800003
204,2007-12-03,50.641460045823784,64.83923883270695,294.1311171029726,0.786845331367081,-235.3180766393088,2.324996999999996,138.125
205,2007-12-04,50.970033834235714,65.97623261150474,297.6493637705229,0.9041095890410958,-240.7116558741571,11.625,149.75
206,2007-12-05,51.08698588871904,64.89083702929818,304.15143305020933,0.8863636363636364,-245.13590413473923,4.5,154.25
207,2007-12-06,50.332642787993976,59.87083575661608,309.0209611787134,0.7592720399861735,-248.3658079018104,-4.1880040000000065,150.061996
208,2007-12-07,50.387765594407895,61.36018282086548,313.5165094272883,0.6891584345206025,-249.46252983970726,-2.3119959999999935,147.75
209,2007-12-10,50.942856817258516,65.3728042666517,319.5385298575096,0.8391708271148436,-249.83172581906717,6.625,154.375
210,2007-12-11,51.08902769391383,65.28107035409974,325.0041445542444,0.9292349923794132,-249.0112522133491,3.1499939999999924,157.524994
211,2007-12-12,51.17116159089824,68.6454944285071,333.157961546277,0.9409576933824481,-248.34290984966685,10.263000000000005,167.787994
212,2007-12-13,50.68754878371825,70.10253176800293,341.2230254466895,0.8140161280000002,-249.02802950659242,0.6500100000000089,168.438004
213,2007-12-14,50.09906621842682,70.78904719642227,347.1375722222203,0.7143999039999999,-249.79576871488484,-3.1130070000000103,165.324997
214,2007-12-17,50.21041500333823,67.33486613815327,348.8303546487923,0.36038377599999966,-250.9555782560775,-11.063004000000006,154.261993
215,2007-12-18,50.6824951313084,68.043807038747,350.6999081674938,0.41599954031524194,-251.84571471848312,6.125,160.386993
