,Date,RSI,MFI,EMA,SO,MACD,Diff,BLUECHIP.NS.Close
0,2015-02-09,50.318471337579616,84.95225233915308,0.6629627084231422,1.0,-0.6817638746929012,0.0,0.3
1,2015-02-10,49.99999999999999,84.8842091663706,0.6629627084231422,1.0,-0.6664359595895136,0.0,0.3
2,2015-02-16,54.54545454545454,4.885273770936706,0.6471502676947675,0.0,-0.5959846925142644,-0.04999999999999999,0.25
3,2015-02-18,54.54545454545454,4.878779447385185,0.6488031602567509,1.0,-0.5876471973498321,0.04999999999999999,0.3
4,2015-02-19,54.54545454545454,8.755605784847774,0.6343430861699991,0.5,-0.590745681616826,-0.04999999999999999,0.25
5,2015-02-20,56.25,11.078115378842796,0.6054775790729248,0.0,-0.5970429619784413,-0.04999999999999999,0.2
6,2015-02-23,55.49132947976878,11.078115378842796,0.5794161526707853,0.0,-0.6018048501003904,0.0,0.2
7,2015-02-24,54.70588235294118,13.744579457247667,0.5556489741099566,0.0,-0.6053089658665656,0.0,0.2
8,2015-02-25,54.302670623145396,11.040762076865533,0.5495713481476657,0.5,-0.5965624216788509,0.04999999999999999,0.25
9,2015-02-26,54.302670623145396,10.34294688736614,0.5591890891546267,1.0,-0.5912263985262853,0.04999999999999999,0.3
10,2015-02-27,54.302670623145396,17.639047028517325,0.5670581499785041,1.0,-0.5796115797587711,0.0,0.3
11,2015-03-02,53.65853658536585,22.00223808175508,0.5576840317423926,0.5,-0.5800776055074436,-0.04999999999999999,0.25
12,2015-03-03,53.20197044334975,23.24563331915482,0.5567358302775852,0.5,-0.5803137688770518,0.0,0.25
13,2015-03-04,52.7363184079602,23.876774551560757,0.5480164007802835,0.5,-0.5803668677254014,0.0,0.25
14,2015-03-05,52.26130653266331,24.21385808699327,0.5476038537381385,0.0,-0.5725040628073802,0.0,0.25
15,2015-03-09,52.26130653266331,24.57639609492638,0.5710223842763085,1.0,-0.5684960632800202,0.04999999999999999,0.3
16,2015-03-10,53.47432024169185,43.65126455536602,0.6084396342222642,1.0,-0.5535511840047993,0.04999999999999999,0.35
17,2015-03-11,53.89221556886227,42.90540425139453,0.6427200377984822,1.0,-0.5325654769345688,0.0,0.35
18,2015-03-12,52.17391304347826,38.045015765513355,0.650677861681353,0.5,-0.5171332052691542,-0.04999999999999999,0.3
19,2015-03-13,50.561797752808985,43.22823054069704,0.6346548361287706,0.0,-0.5060689189324412,-0.04999999999999999,0.25
20,2015-03-16,52.83018867924528,48.20286449876068,0.6045105505596531,0.0,-0.5061653777322058,-0.04999999999999999,0.2
21,2015-03-17,53.27102803738317,43.234001927291786,0.6011589198894034,0.3333333333333333,-0.5085295815373604,0.04999999999999999,0.25
22,2015-03-18,53.703703703703695,42.3797633982959,0.6142291173421192,0.6666666666666666,-0.5064121733596009,0.04999999999999999,0.3
23,2015-03-19,53.60824742268041,50.50242938486141,0.6103325711909603,0.3333333333333333,-0.5009692089204592,-0.04999999999999999,0.25
24,2015-03-20,54.33070866141731,39.722768728182196,0.5913320472480013,0.0,-0.4991368529176101,-0.04999999999999999,0.2
25,2015-03-23,53.648068669527895,42.37127992662639,0.5666204390617633,0.0,-0.4961076386520096,0.0,0.2
26,2015-03-24,53.14533622559654,38.5156238466908,0.5360140289242127,0.0,-0.49209791624624777,0.0,0.2
27,2015-03-25,52.631578947368425,37.1233116013449,0.5073061306457811,0.0,-0.49505995510285905,0.0,0.2
28,2015-03-26,52.10643015521064,35.8892939919165,0.488095188550906,0.0,-0.5122458459009345,0.0,0.2
29,2015-03-27,51.020408163265316,17.8896317867664,0.4778765799948435,0.0,-0.5213157893901215,0.0,0.2
30,2015-03-30,51.35135135135135,11.033756707192836,0.46042499117624713,0.0,-0.5331731306118084,-0.05000000000000002,0.15
31,2015-03-31,49.29577464788733,10.55808586041367,0.4527931342746808,1.0,-0.5392278905586776,0.05000000000000002,0.2
32,2015-04-01,50.78125,11.975672237422245,0.4373831627586733,1.0,-0.5374582657830365,0.0,0.2
33,2015-04-06,51.807228915662655,10.405040004340492,0.4302744392216845,1.0,-0.543586643622843,0.0,0.2
34,2015-04-07,52.17391304347826,9.605638693854516,0.44699218323907947,1.0,-0.5462202319680661,0.04999999999999999,0.25
35,2015-04-08,52.17391304347826,11.840237196341661,0.4618924340964872,1.0,-0.5345829131295363,0.0,0.25
36,2015-04-09,51.64835164835165,11.954056486391806,0.47530564509572376,1.0,-0.5160052107274448,0.0,0.25
37,2015-04-10,55.78947368421053,13.748326839594952,0.5033146278484674,1.0,-0.5015812058412484,0.04999999999999999,0.3
38,2015-04-13,52.47524752475248,5.737312936161587,0.5128628208768707,0.5,-0.49271248764577635,-0.04999999999999999,0.25
39,2015-04-15,53.39805825242719,5.348954695813617,0.5377095161989324,1.0,-0.48028737497836227,0.04999999999999999,0.3
40,2015-04-16,54.285714285714285,5.348954695813617,0.5684264521748845,1.0,-0.4691102796865054,0.0,0.3
41,2015-04-17,55.14018691588786,5.025126487760076,0.5892811523859125,1.0,-0.4517010397717981,0.0,0.3
42,2015-04-20,53.57142857142858,7.928307832375609,0.5929758415165484,0.0,-0.4241054913634409,-0.04999999999999999,0.25
43,2015-04-21,54.019292604501615,8.176134674543889,0.597220865648426,0.0,-0.404294989203691,0.0,0.25
44,2015-04-22,50.81967213114754,18.75501312768516,0.6097849763017804,1.0,-0.3876392902505166,0.04999999999999999,0.3
45,2015-04-23,51.61290322580645,18.754276080785317,0.6212867998613367,1.0,-0.37900160414072337,0.0,0.3
46,2015-04-24,52.38095238095237,18.754276080785317,0.6319194794350584,1.0,-0.38598014851907236,0.0,0.3
47,2015-04-27,53.12499999999999,18.864683877348412,0.6338974129033651,1.0,-0.38597405182846456,0.0,0.3
48,2015-04-28,53.488372093023244,22.694739567972718,0.6434593504035299,1.0,-0.37895524823417304,0.0,0.3
49,2015-04-29,53.84615384615383,21.435505896595387,0.6445612221752902,1.0,-0.3871978890464268,0.0,0.3
50,2015-04-30,54.19847328244274,21.350987018803636,0.6454627536249121,1.0,-0.394913315724595,0.0,0.3
51,2015-05-15,54.54545454545454,28.138085432760732,0.6471502676947675,0.0,-0.5359077245048631,-0.04999999999999999,0.25
52,2015-05-18,57.14285714285714,31.242310507545426,0.6171782788000016,0.0,-0.550463856216504,-0.04999999999999999,0.2
53,2015-05-19,56.4516129032258,17.106325453896844,0.5902115491088419,0.0,-0.5633059845726663,0.0,0.2
