,Date,RSI,MFI,EMA,SO,MACD,Diff,ASHOKLEY.NS.Close
0,2007-02-08,50.3196033910917,55.09711909482266,53.64963680891955,0.4117647058823539,-43.05581358611451,-0.25,24.35
1,2007-02-09,50.389668821433496,53.83996430389524,53.68000799003857,0.17333279999999907,-43.228775338916975,-0.5500010000000017,23.799999
2,2007-02-12,50.54347870918249,53.76801329907543,53.19348447805748,0.05042016806722639,-43.441051135600496,-1.274999000000001,22.525
3,2007-02-13,50.84206658023742,53.15116122124912,52.57385902724563,0.0555558333333334,-43.60377668474565,-0.5749989999999983,21.950001
4,2007-02-14,51.065692324160565,52.33162812294294,51.94448933213202,0.19186065305566208,-43.9197348474045,-0.07500100000000032,21.875
5,2007-02-15,50.8316400968416,51.02487000756854,51.672897807522205,0.45348849918872103,-44.197308858752045,1.125,23.0
6,2007-02-19,50.709219858156025,50.429685829491,51.4644350131238,0.5131580228531517,-44.528794129441756,0.0,23.0
7,2007-02-20,50.87011195889662,53.529869387413335,50.99886873468681,0.3623187355597868,-44.951971285100825,-0.7000010000000003,22.299999
8,2007-02-21,51.03229850720951,48.81952036273901,50.26344295565323,0.18181818181818182,-45.24442169108429,-0.75,21.549999
9,2007-02-22,51.05153336994288,43.61112380511177,49.61170009918626,0.2000004444444446,-45.518888721561225,-0.04999899999999968,21.5
10,2007-02-23,51.442437647511056,43.28407478179445,48.781498504118055,0.07079613125526713,-45.94326600950556,-0.8250010000000003,20.674999
11,2007-02-26,50.52197808323271,46.04442377637108,48.21839190017843,0.21052576177246424,-46.26536073959774,0.375,21.049999
12,2007-02-27,49.46689118309293,38.6276028730697,47.90882811848687,0.22806998461051595,-46.44598830015546,0.05000100000000174,21.1
13,2007-02-28,49.99432855029222,36.59443582944141,47.33257189497346,0.1621623886047595,-46.54757057802385,-1.2000000000000028,19.9
14,2007-03-01,49.860635117578354,36.94479890076488,46.90986725180114,0.27343741455080794,-46.43291071213176,0.2749990000000011,20.174999
15,2007-03-02,50.34014450427838,36.595204171870925,46.31211080168577,0.24218804931623475,-46.17216346918349,-0.09999799999999937,20.075001
16,2007-03-05,50.89862530282751,37.71265774169548,45.1822965297827,0.051612645161289876,-46.076155015525266,-1.8000010000000017,18.275
17,2007-03-06,50.55795259416887,44.532435043008746,44.51453112716528,0.31428571428571467,-46.12268497566685,0.8250000000000028,19.1
18,2007-03-07,50.998048840835146,42.23683831362476,43.96958677670931,0.27857142857142897,-46.03914729617052,-0.125,18.975
19,2007-03-08,50.352273206885116,43.75981459005518,43.71382156434343,0.530303191000967,-45.75745769530654,0.7749999999999986,19.75
20,2007-03-09,49.74603652603202,43.830245245773966,43.67982418452396,0.7297297297297296,-45.29027292351404,0.2749999999999986,20.025
21,2007-03-12,50.15912288004728,40.39328915394204,43.77419921119763,0.8983047802356672,-44.723402308256254,0.625,20.65
22,2007-03-13,50.346051111595756,43.998256846009795,43.78625728390703,0.8474573398449694,-44.10693396265458,-0.14999999999999858,20.5
23,2007-03-14,50.69692620475618,46.41601905064026,43.6716682089077,0.5942024364630617,-43.60064162539105,-0.9500010000000003,19.549999
24,2007-03-15,50.79972699648472,43.69437487602692,43.54148177031578,0.6086954757404421,-43.03610747578972,0.05000100000000174,19.6
25,2007-03-16,50.644783123057316,45.69988662424366,43.42098568799764,0.5942024364630617,-42.33101652557619,-0.05000100000000174,19.549999
26,2007-03-19,50.38977502236882,45.230925090835484,43.635067799905826,0.6304343100190404,-41.6971177406723,0.125,19.674999
27,2007-03-20,50.46469129626066,46.37822877728461,43.768718565410694,0.6811592228523995,-41.11725979815004,0.17500100000000174,19.85
28,2007-03-21,50.50400815412872,45.36432313181319,44.09810246452778,0.8999996923076922,-40.4038422337328,0.5749989999999983,20.424999
29,2007-03-22,50.77231548958,43.37967873827953,44.374787882711935,0.9347823377442502,-39.89962237077153,0.30000100000000174,20.725
30,2007-03-23,50.2108410767704,45.100252309157,44.50224558683733,0.7121209550049038,-39.42708299940268,-0.25,20.475
31,2007-03-26,50.40129103597633,37.1435582882071,44.51823267915684,0.7121209550049038,-38.92454539036054,0.0,20.475
32,2007-03-28,50.294256673924544,42.2474363584107,44.21089909833992,0.07462682111831567,-38.55923242182314,-1.0750000000000028,19.4
33,2007-03-29,50.615348549674565,33.642342924349165,43.84630070947354,0.08910923634911927,-38.439623304484414,-0.75,18.65
34,2007-03-30,50.4872684222571,37.387116910417554,43.69198859839172,0.30693124203465993,-38.335746004981296,0.5500010000000017,19.200001
35,2007-04-02,50.66980467780382,38.47249559383317,43.22393248119291,0.2848100544784672,-38.16514702589576,-1.0750010000000003,18.125
36,2007-04-03,51.127957086067674,37.73186675864779,42.75466379360151,0.27333333333333293,-38.10414242578053,-0.10000000000000142,18.025
37,2007-04-04,51.4711291023989,36.52280459654074,42.20771001790063,0.19727896524597735,-37.98103132261265,-0.29999999999999716,17.725
38,2007-04-05,51.156764768882205,37.80760452401964,41.65644281038561,0.2446043165467629,-37.83592277355877,0.125,17.85
39,2007-04-09,51.082580466212036,35.534158223577464,41.23711777226007,0.5098037293347958,-37.83886550440803,0.44999899999999826,18.299999
40,2007-04-10,50.89826882836762,36.39939360405192,40.94563637866018,0.6288662387077268,-37.86589819651718,0.2250009999999989,18.525
41,2007-04-11,50.87768704310664,39.26507941135078,40.627864634579964,0.7124994999999998,-37.95855295423441,-0.1000009999999989,18.424999
42,2007-04-12,50.53407732299839,37.672440039481714,40.53598954679145,0.8333340277783577,-38.256396702642114,0.15000200000000063,18.575001
43,2007-04-13,50.18562627320323,37.76346176651399,40.654683202552356,0.9629636488350355,-38.408566126527845,0.2999989999999997,18.875
44,2007-04-16,50.6153505824741,36.00198103723198,40.70944666026688,0.8906254882818605,-38.406328432932014,0.125,19.0
45,2007-04-17,50.21190560585629,38.902162799534494,40.880621780058654,0.7454545454545444,-38.19429434859152,-0.125,18.875
46,2007-04-18,50.3185332046332,40.964232764033504,41.046986636951175,0.7222222222222225,-38.038432615497655,-0.02499999999999858,18.85
47,2007-04-19,50.31367686637844,47.42431997009215,41.19558584395226,0.6071418622441864,-37.64398216719523,-0.17500100000000174,18.674999
48,2007-04-20,50.227207195028186,40.77649227286036,41.344246732034975,0.6607140433671731,-37.255197025494354,0.07500100000000032,18.75
49,2007-04-23,50.11092929573398,37.89682724036882,41.40847739146241,0.6428568877549201,-36.9660468828524,-0.02499999999999858,18.725
50,2007-04-24,50.06450934034449,40.10078503566731,41.4831084312071,0.749999821428443,-36.6824761795548,0.14999999999999858,18.875
51,2007-04-25,50.03486545146511,46.01089462175512,41.88486109766541,0.9647054117647057,-36.403781872372065,1.0,19.875
52,2007-04-26,49.962720790711494,44.59773257173585,42.16983422344686,0.7731961951324517,-36.178397471743956,-0.17499899999999968,19.700001
53,2007-04-27,49.99056641509434,47.42024559360929,42.24842355515187,0.5979379785311245,-35.96066380233574,-0.42500100000000174,19.275
54,2007-04-30,50.16920511374319,46.439943476965325,42.36589138291326,0.5694442052467814,-35.67192960116351,0.20000000000000284,19.475
55,2007-05-03,50.18690840070864,47.29634848276657,42.6120637183017,0.7777776543209198,-35.36429639576303,0.375,19.85
56,2007-05-04,50.16759757851919,47.695409599636754,42.79384314036545,0.694444830247128,-35.13681316138669,-0.1499990000000011,19.700001
57,2007-05-07,50.2004549240423,47.86749588925525,42.89627532340201,0.5072463768115938,-34.920704497469295,-0.30000100000000174,19.4
58,2007-05-08,50.28999278456836,49.50059044334805,42.883107749384386,0.2769236923076925,-34.88327105793691,-0.32499899999999826,19.075001
59,2007-05-09,50.31176900024958,47.698834763788774,42.77356234527633,0.1285714285714294,-34.94920153574948,-0.3500009999999989,18.725
60,2007-05-10,50.34446870693723,48.26918383655131,42.628478521016525,0.07142857142857142,-34.94336041838877,-0.10000000000000142,18.625
61,2007-05-11,50.11530377814078,50.40968909704065,42.34479052461162,0.2613639721072855,-35.07851045369964,0.0,18.625
62,2007-05-14,50.11530377814078,50.89496350308736,42.14946338937701,0.3181821280990328,-35.23157058352924,0.125,18.75
63,2007-05-15,49.944175102967904,51.245412485372384,42.03395141713535,0.3255815575985511,-35.576997905492426,0.0,18.75
64,2007-05-16,49.944175102967904,48.355547664714656,41.934366195346286,0.5322583662849246,-35.85819815807941,0.125,18.875
65,2007-05-17,49.87865699640395,42.68799167325943,41.7153949261791,0.5208328993059171,-36.01921965463419,-0.20000100000000032,18.674999
66,2007-05-18,50.0506195855727,45.27831835367916,41.52344214096701,0.5000004166663184,-36.17475573951967,-0.024999000000001104,18.65
67,2007-05-21,50.165921288982766,41.59340982893713,41.36466939164845,0.4375013020822487,-36.40324529064904,-0.07499899999999826,18.575001
68,2007-05-22,50.02887517512498,46.98872414533423,41.35320137728981,0.6444444444444457,-36.557410388163674,0.2749990000000011,18.85
69,2007-05-23,49.831123140773,48.35357461179997,41.33067479108372,0.4666666666666654,-36.636677266306926,-0.20000000000000284,18.65
70,2007-05-24,49.93757786121488,48.9391544011992,41.326298059429796,0.4666666666666654,-36.64435953060324,0.0,18.65
71,2007-05-25,50.04291026953058,47.48710789033435,41.33914090247537,0.6393449180327867,-36.61060648940306,0.05000100000000174,18.700001
72,2007-05-28,50.12416446943967,47.808614502878115,41.315810024858735,0.6981137344254588,-36.569918987451885,-0.05000100000000174,18.65
73,2007-05-29,50.125439203460644,48.04465208990282,41.29427693166788,0.6981137344254588,-36.55497227939361,0.0,18.65
74,2007-05-30,50.117451457777335,45.18797829486574,41.27016843923732,0.7358503666795222,-36.544839525796,0.05000100000000174,18.700001
75,2007-05-31,50.14353833622874,41.23285597930364,41.24631546955632,0.6603778568889495,-36.54711026220871,-0.1000009999999989,18.6
76,2007-06-01,50.21430576048659,42.39184611970202,41.41078069030793,0.9508190163934424,-36.500373789911514,0.5749989999999983,19.174999
77,2007-06-04,50.14766142651172,41.9455080831854,41.52265341179184,0.7761194029850742,-36.29857933410305,-0.1499990000000011,19.025
78,2007-06-05,50.19036759874217,45.36134742299728,41.60521334829238,0.6666669444442143,-36.118774518624534,0.07500000000000284,19.1
79,2007-06-06,50.171265460161635,42.49056930018728,41.60786651901501,0.39583383680513495,-36.02150899996705,-0.32500000000000284,18.775
