,Date,RSI,MFI,EMA,SO,MACD,Diff,GMRINFRA.NS.Close
0,2007-02-08,51.19542942891376,62.20986383017421,86.29480508375508,0.87879957375834,-66.4141440420601,0.588704000000007,42.088902000000004
1,2007-02-09,50.486946519989125,58.9710519687807,87.1592019686194,0.6969668890536196,-66.3731665085415,-1.1774030000000053,40.911499
2,2007-02-12,50.546783175489345,60.76798456141975,87.42697863911877,0.272739621942179,-66.4605340978271,-1.962097,38.949402
3,2007-02-13,50.75850861339451,61.65487627630474,87.58791098372767,0.4626901955928068,-66.57226591785344,0.3923990000000046,39.341801000000004
4,2007-02-14,50.99164926542107,62.39037497042604,88.00662940153168,0.5373254738602339,-66.62101667400896,0.4906000000000006,39.832401000000004
5,2007-02-15,50.91367674619376,62.133981608257066,88.75496527826307,0.7313527043270046,-66.96064377960428,1.275398999999993,41.1078
6,2007-02-19,50.35735161117194,63.42613249767298,89.08033686832825,0.6417934130183336,-67.33375504046792,-0.5886999999999958,40.5191
7,2007-02-20,50.44030448932823,65.89195855764618,89.23475476423572,0.5967808914378601,-68.02157387724336,-0.5885999999999996,39.9305
8,2007-02-21,50.18189112995362,70.41018157547524,89.05216847084763,0.6181803187546339,-68.7371879760863,-0.2943989999999985,39.636101000000004
9,2007-02-22,50.525968821737074,71.63359960981053,88.26923310955908,0.3818196812453662,-69.4225233226551,-1.2754020000000068,38.360699
10,2007-02-23,50.85891666180376,70.51943408741485,87.17913758887275,0.29507385623099364,-70.28645384945752,-0.8829999999999956,37.477699
11,2007-02-26,50.536709656621404,68.76002978762156,86.45469522475003,0.3442667847475187,-71.23293628723792,0.294399999999996,37.772099
12,2007-02-27,50.71816811106884,68.26576168710785,85.94180931433516,0.26229021154296134,-72.31153309448854,-0.49059699999999395,37.281502
13,2007-02-28,50.87284163929754,64.60214987917095,84.64340315119861,0.17567515821620983,-73.39897630432289,-2.452702000000002,34.8288
14,2007-03-01,50.265102691067774,59.3452554627495,84.1684855859283,0.5428537438754104,-73.77993791542777,2.452702000000002,37.281502
15,2007-03-02,50.60579305295528,59.93681961232526,83.1736458171579,0.40908428942977954,-74.26530191854576,-1.0792010000000047,36.202301
16,2007-03-05,50.98738212340022,60.65154605116677,81.55765030694492,0.072737347343451,-74.96104512962964,-2.452702000000002,33.749598999999996
17,2007-03-06,50.338775466833155,60.245464805318925,80.3496692316391,0.35937267080745366,-75.76479853320596,0.5886010000000041,34.3382
18,2007-03-07,49.725647016651564,60.732811539584645,79.55065376749518,0.5,-76.42571962671721,0.8829989999999981,35.221199
19,2007-03-08,49.137782679903744,56.429433789473386,79.48807919614643,0.75000812231247,-76.61732534261924,1.5698009999999982,36.791
20,2007-03-09,49.44438379031634,56.16527116010182,79.41467184123435,0.7457542555915156,-76.89082627574162,-0.39250099999999577,36.398499
21,2007-03-12,49.69778922605774,51.99368580879045,79.28146146036225,0.7457542555915156,-76.91212594333516,0.0,36.398499
22,2007-03-13,50.15385118326032,51.030539060940676,79.7443115113263,0.9682568932911234,-76.50030710315178,1.667899999999996,38.066399
23,2007-03-14,50.35721737874556,50.47499008273905,79.97336337767199,0.6825381930563204,-76.34338970638981,-1.7659989999999937,36.3004
24,2007-03-15,50.50311045135673,51.16594336889549,79.80707113875813,0.6226392597098472,-75.88316540949455,0.0,36.3004
25,2007-03-16,50.41902682577602,51.522572311397276,79.97364092330223,0.6428677169015589,-74.80736593655377,0.4905999999999935,36.791
26,2007-03-19,50.66513359290549,48.811243257184366,80.5450049868994,0.548398583415999,-74.04123119821534,0.09809900000000482,36.889099
27,2007-03-20,50.39028368710355,53.76657682946054,80.96468388099716,0.5161440401972637,-73.29925896816876,-0.09809900000000482,36.791
28,2007-03-21,50.35288077126554,50.656315033206134,81.22772437855748,0.5161440401972637,-72.47324560150433,0.0,36.791
29,2007-03-22,50.44800728010853,50.62442168974659,81.29395863930212,0.7199944063949762,-71.68321352534164,0.19620200000000665,36.987202
30,2007-03-23,49.9731164934988,52.51298967991693,81.26015151970982,0.5199777723508753,-71.0146280790871,-0.49060100000000517,36.496601
31,2007-03-26,50.18788337030777,53.488811931615615,81.11079196808504,0.35999618395458816,-70.43865468108729,-0.3924030000000016,36.104198
32,2007-03-28,50.48409308261915,53.38014981921116,80.34409244724954,0.0967646160437245,-69.97192167624803,-1.1772989999999979,34.926899
33,2007-03-29,50.32563557907998,52.04550374720803,79.92062618256843,0.18183180020274198,-69.56336061338891,0.0,34.926899
34,2007-03-30,50.25669406643855,51.15578192081315,79.6646797480463,0.30303354149151107,-69.40313233823929,0.3924030000000016,35.319302
35,2007-04-02,50.57479317325814,54.047530537277616,78.76382616848558,0.06666059631674712,-69.28479337112975,-1.8641020000000026,33.4552
36,2007-04-03,50.65546740302713,47.068526052722255,77.8986218156759,0.24999549169884538,-69.259817509752,-0.09809899999999772,33.357101
37,2007-04-04,50.53159898482034,49.596549923084766,77.18206241932373,0.3125090114222901,-69.2155804329244,0.19629700000000128,33.553398
38,2007-04-05,50.40334250338218,49.8521744391554,76.91999766827796,0.7368439828453371,-69.1286769845326,1.2754019999999997,34.8288
39,2007-04-09,50.29163767950505,47.54561128720434,76.84361772193262,0.9210345263222273,-69.32809198689648,0.6866989999999973,35.515499
40,2007-04-10,50.248538192036584,47.32638709013894,77.10234451510668,0.9361548385529758,-69.11255500637785,0.8830000000000027,36.398499
41,2007-04-11,50.364976702630706,49.9474077296331,77.1878299736284,0.7916671709877962,-69.1581782185671,-0.5886010000000041,35.809898
42,2007-04-12,50.17900115091189,50.83792646869232,77.37557280494083,0.7500055740756434,-69.50990895003456,-0.19619699999999796,35.613701
43,2007-04-13,50.06976640298542,48.678440395815244,77.63903937076614,0.7567562877055732,-69.69691303201397,0.2942999999999998,35.908001
44,2007-04-16,50.40976463116278,48.38080766266745,78.21958398829113,0.9761920709643878,-69.48276370137107,1.2753980000000027,37.183399
45,2007-04-17,50.73654694078802,48.46216951900635,79.09834049129392,0.7741833769152804,-69.06191161133049,0.19620199999999954,37.379601
46,2007-04-18,50.95036124711089,47.563653574056936,80.1150036325952,0.85295414666962,-68.74753248173738,0.5886989999999983,37.9683
47,2007-04-19,50.592782774276294,51.26798962910764,80.90421231277502,0.7352883247029641,-68.21276978669718,-0.39249799999999624,37.575802
48,2007-04-20,50.841264091217845,51.64292809322467,81.75588852671305,0.9210345263222273,-67.37303992179106,0.9810979999999958,38.5569
49,2007-04-23,50.723358647477234,49.3243379193413,82.58989084369138,0.7954505178489901,-66.82571858821271,0.49060100000000517,39.047501000000004
50,2007-04-24,50.42793215240098,59.88487907229776,83.59062027019097,0.9555593658838551,-66.42686168477898,1.1772989999999979,40.2248
51,2007-04-25,50.894032156816344,60.62683234487885,84.90670471610228,0.9800014351232551,-66.03872346984079,0.9810979999999958,41.205898
52,2007-04-26,50.45337601243201,54.95438592976416,85.77424066031787,0.7115472708209561,-65.92616585812668,-1.1772989999999979,40.028599
53,2007-04-27,50.443265397874036,58.47272746342581,86.11079587075817,0.4423036325741674,-65.86934763909865,-1.3736000000000033,38.654999
54,2007-04-30,50.81138140296685,59.43273321803988,87.15046622450325,0.945459589595921,-65.55244514905519,2.845199000000001,41.500198
55,2007-05-03,50.85714275026953,61.069475004395066,88.85110950255076,0.9746732585865459,-65.10674762753612,2.452702000000002,43.9529
56,2007-05-04,49.70525530750272,59.65724891497268,89.93736119699435,0.7738070521985683,-65.10686420767706,-1.1773000000000025,42.7756
57,2007-05-07,49.676481507084574,59.24728772299063,90.7267220663465,0.5692242338290966,-65.30617076788748,-0.8829989999999981,41.892601
58,2007-05-08,49.7760664421232,60.47022723967378,91.07401174789189,0.4461587724329951,-65.84648007018302,-0.7848010000000016,41.1078
59,2007-05-09,50.201863433780325,60.45794577527033,91.90102720409891,0.7230712320423921,-66.18108565995423,1.7658990000000045,42.873699
60,2007-05-10,50.283260821141894,58.7385709668562,92.23596425577506,0.6000063978904532,-66.70169444503887,-0.7847969999999975,42.088902000000004
61,2007-05-11,50.0695390698686,55.445396319470184,92.46174343024178,0.3684348733156438,-67.55872616644493,0.19619699999999796,42.285099
62,2007-05-14,50.39478631326754,55.342846724529615,93.0460341698012,0.5263125425305442,-68.56990410662304,0.5885999999999996,42.873699
63,2007-05-15,50.67954744813917,53.67423571337417,93.81185733029054,0.6896527484886841,-69.71357279005252,0.0,42.873699
64,2007-05-16,51.06848373357785,54.904115380088285,94.92727277629409,0.8868033821287811,-70.28168997194824,2.649001999999996,45.522701
65,2007-05-17,50.87631600012791,54.2883312975132,95.36235947746744,0.719292419934552,-70.63693685434103,-0.5887030000000024,44.933997999999995
66,2007-05-18,51.01533927839677,58.094384598177754,96.67403182558925,0.9552279608762663,-71.15671481474655,2.354702000000003,47.2887
67,2007-05-21,50.237610099793805,52.81687416853837,97.78061117962389,0.8507443522651259,-72.26158420688287,-0.6868020000000001,46.601898
68,2007-05-22,50.64862411986455,52.81075110306197,99.14298227728467,0.8888998545681289,-73.18809964189305,0.6868020000000001,47.2887
69,2007-05-23,50.41348751021814,50.68046174819321,99.87994576790271,0.7619117342277452,-74.03654275422964,-0.7849009999999979,46.503799
70,2007-05-24,50.594082369740114,51.211451896673694,101.25478905320344,0.9295700624278432,-74.45770194302818,1.765899999999995,48.269698999999996
71,2007-05-25,50.60841163943379,53.29037953745312,102.65471312349915,0.910252510125965,-75.13645398036364,0.49060100000000517,48.7603
72,2007-05-28,50.39446281766863,51.92649645490802,104.08205990113339,0.902447874112528,-75.59700028274476,0.6868020000000001,49.447102
73,2007-05-29,50.798581246742216,52.36382817411978,105.68977183841687,0.9387612846861092,-76.12498453649012,0.8828999999999994,50.330002
