,Date,RSI,MFI,EMA,SO,MACD,Diff,Close
0,2007-02-08,49.94116203724961,57.55166377490237,227.74919198244788,0.7283466287432984,-155.68871575183033,0.8500060000000076,106.800003
1,2007-02-09,50.11903917302462,53.62410001065215,227.55828843819972,0.16943538150789758,-158.9890768614246,-9.050003000000004,97.75
2,2007-02-12,50.61525527372136,53.96513392714494,223.67260462494494,0.06972112109331642,-162.2704121092338,-10.849998,86.900002
3,2007-02-13,49.9542254738602,52.74485852661195,219.5993443564935,0.14257417821782176,-165.33623136998006,1.6999959999999987,88.599998
4,2007-02-14,49.39268340547933,51.3423809135921,217.13691064490394,0.34341643013640083,-168.5568080623238,3.2000050000000044,91.800003
5,2007-02-15,49.5961517406894,53.8145472365574,216.85256911112722,0.5640569084738013,-172.3818348822739,6.199996999999996,98.0
6,2007-02-19,49.896868431787226,54.924301592631814,215.84702472095327,0.4750889306113118,-176.40654866714456,-2.5,95.5
7,2007-02-20,49.88276198198292,55.771398617871384,213.25977278003353,0.46680076191555425,-180.18744513057746,-1.75,93.75
8,2007-02-21,49.77263348992228,55.364214808112145,210.92976091250225,0.6306067821861281,-182.4343450403358,0.34999799999999937,94.099998
9,2007-02-22,50.094415212657566,55.355251621048254,208.09496996668628,0.48812675211118783,-185.94758660240245,-2.6999959999999987,91.400002
10,2007-02-23,50.55555566058952,54.75385825047974,203.76692734099316,0.2348283345284083,-189.2074297144428,-4.800004000000001,86.599998
11,2007-02-26,50.32490651163436,54.957608954813495,201.04337173956608,0.1699161938531906,-191.50191439946164,-0.40000100000000316,86.199997
12,2007-02-27,50.33872865099611,53.26609860527322,200.30390832510514,0.17827279738669574,-193.52032516711776,0.15000100000000316,86.349998
13,2007-02-28,51.20162946694264,53.09558316326554,197.62856079791504,0.18546353666118331,-194.10304407265696,-5.650001000000003,80.699997
14,2007-03-01,50.07639959281901,49.93829814680714,195.1176559501516,0.24561417227280793,-192.71155865267784,1.2000050000000044,81.900002
15,2007-03-02,50.71393404776895,54.43238877077303,191.12473482792296,0.14480882871986414,-192.24705537437788,-2.25,79.650002
16,2007-03-05,51.28752321823882,57.66758766306944,185.0709184748819,0.044052869258088455,-193.33142820872084,-8.650002,71.0
17,2007-03-06,50.49877148041176,54.92832109342036,180.04999563100597,0.16097575609756115,-194.79420677875586,0.8000030000000038,71.800003
18,2007-03-07,50.828884808451676,53.32216645149136,174.05324037107664,0.040476142857142704,-195.5857541288705,-4.100006000000008,67.699997
19,2007-03-08,49.30850770740011,48.42007922825142,170.44848773899426,0.32432432432432434,-194.36010621467713,4.800003000000004,72.5
20,2007-03-09,49.42003742740203,50.922699887172975,168.5271542639334,0.477011611837746,-193.10063943152954,2.300003000000004,74.800003
21,2007-03-12,49.732263007585914,49.253595196643815,167.04653745793448,0.5344828695996704,-191.31596916989855,1.0,75.800003
