,Date,RSI,MFI,EMA,SO,MACD,Diff,ITDC.BO.Close
0,2013-01-28,47.606654795435816,16.106580384376244,4517.1068005864,0.6499490553877146,-2792.374189859953,-43.45019599999978,2130.649902
1,2013-01-29,48.09409563839561,19.928935087533304,4555.840659814235,0.38008623981734846,-2859.5984958201743,-42.59985300000017,2088.050049
2,2013-01-30,48.581889218293924,27.697087503100946,4574.112305075807,0.0,-2931.94222723062,-41.75,2046.300049
3,2013-01-31,49.069877570765634,34.826495161451916,4573.8645423826365,0.0,-3008.3632798074386,-40.90002500000014,2005.4000239999998
4,2013-02-01,49.55803675835132,36.353461202738885,4556.673575474048,0.0,-3088.028080371844,-40.09997499999986,1965.300049
5,2013-02-04,50.046286032485625,43.13922792865158,4523.8302457715145,0.0,-3170.266015148939,-39.300048999999944,1926.0
6,2013-02-05,50.5344695714946,48.51741967043492,4476.383987335902,0.0,-3254.542109549315,-38.5,1887.5
7,2013-02-06,51.022432771504235,41.20795427341019,4415.1934477109535,0.0,-3340.4267700968257,-37.699951000000056,1849.800049
8,2013-02-07,51.51010693429412,47.64226820977458,4340.9452736509365,0.0,-3427.595611841398,-36.95007299999975,1812.8499760000002
9,2013-02-08,51.997502730512586,52.144727082562,4254.176338584215,0.0,-3515.804371260485,-36.25,1776.5999760000002
10,2013-02-11,52.484454300841854,60.455102929991206,4169.14411330347,0.0,-3604.859504079821,-35.5,1741.0999760000002
11,2013-02-12,52.970866442189006,66.42701499414844,4085.8134516348377,0.0,-3695.2337036471617,-34.79992700000025,1706.300049
12,2013-02-13,53.456740874278324,80.13775209219747,4004.15192541142,0.0,-3772.740148519735,-34.10009799999989,1672.199951
13,2013-03-04,46.905716099498775,0.0,3088.3562089852776,0.0,-3686.7657636514073,0.0,1312.550049
14,2013-03-05,47.408635828500366,0.0,3034.076778702911,0.0,-3611.475125006808,-26.25,1286.300049
15,2013-03-06,47.91209587479736,0.0,2980.169978845753,0.0,-3538.083240768555,-25.700072999999975,1260.599976
16,2013-03-07,48.467974264710456,0.0,2914.8013148939517,0.0,-3469.480607117141,-63.0,1197.599976
17,2013-03-08,47.617677770478366,0.0,2859.0814212799196,0.0,-3399.9311314426723,0.0,1197.599976
18,2013-03-11,48.23493449949274,0.0,2792.956653072442,0.0,-3334.7065471845126,-59.84997599999997,1137.75
19,2013-03-12,48.909744923656426,0.0,2718.4261507288047,0.0,-3272.9076822798993,-56.84997599999997,1080.900024
20,2013-03-13,49.64261763450938,0.0,2637.130043436159,0.0,-3213.8117774623024,-54.0,1026.900024
21,2013-03-14,50.434410008009834,0.0,2550.4257531025123,0.0,-3156.8344482855246,-51.30004800000006,975.599976
22,2013-03-15,51.28633862534963,0.0,2459.4290577238967,0.0,-3101.527310849661,-48.75,926.849976
23,2013-03-18,52.19981713415311,0.0,2360.9076443010213,0.0,-3047.5369106427984,-46.29998799999987,880.5499880000001
24,2013-03-19,53.176731557771,0.0,2259.9957555076785,0.0,-2994.5852036771494,-44.000000000000114,836.549988
25,2013-03-20,54.21919682110971,0.0,2157.302561788068,0.0,-2946.5374165020517,-41.799987999999985,794.75
26,2013-03-21,55.329662370991095,0.0,2059.348473751601,0.0,-2898.989395067653,-39.700012000000015,755.049988
27,2013-03-22,54.73203102243937,0.0,1956.4490498972896,0.0,-2851.847028645038,-37.75,717.299988
28,2013-03-25,55.921107838529586,0.0,1858.6901588110873,0.0,-2799.167467990138,-35.84997599999997,681.450012
29,2013-03-26,57.180528793508905,0.0,1765.8163909422783,0.0,-2750.7439836372228,-34.049987999999985,647.400024
30,2013-03-28,58.43069361989398,0.0,1677.581642658525,0.0,-2697.077659739135,-32.350036000000046,615.049988
31,2013-04-01,43.11634913391073,93.67770892399514,1613.1979861098241,0.29223091705026844,-2633.786321604352,30.75,645.799988
32,2013-04-02,44.057674127297474,87.85166188951844,1564.284154537849,0.43572488433382156,-2563.986977311435,12.90002400000003,658.700012
33,2013-04-03,44.833503338617014,81.9134905048892,1525.0654412713404,0.5593986766917296,-2489.8109761693827,0.0,658.700012
34,2013-04-04,45.68972853085445,78.26550307623015,1498.70401427393,0.9011833903406957,-2410.919448320732,13.149963999999954,671.849976
35,2013-04-05,46.4765208440571,77.6898239139538,1479.7508586588522,1.0,-2329.208487803395,0.0,671.849976
36,2013-04-08,47.31030506472114,75.27960605848222,1471.7848016381142,1.0,-2244.0899643954504,13.40002400000003,685.25
37,2013-04-09,48.169920813882534,74.16135667808757,1473.8911238953674,1.0,-2156.2011939436916,13.700012000000015,698.950012
38,2013-04-10,49.04404646660213,72.04021030996802,1485.2732220168884,1.0,-2066.0900992227016,13.950012000000015,712.900024
39,2013-04-11,49.92630542993459,66.20924474309334,1505.2707014185894,1.0,-1970.4072341779072,14.25,727.150024
40,2013-04-12,50.81252131752823,62.229844270643724,1533.3066606893717,1.0,-1873.462288288867,14.5,741.650024
41,2013-04-15,51.69960222055417,57.95436015858275,1559.1346697033146,1.0,-1775.5876267858516,14.799987999999985,756.450012
42,2013-04-16,52.58552148538308,72.70539363464295,1585.6970671725094,1.0,-1682.560887445532,15.09997599999997,771.549988
43,2013-04-17,53.46875537629344,69.39418355812383,1615.058448741511,1.0,-1595.0808804404905,15.40002400000003,786.950012
44,2013-05-07,47.60779634588743,32.837612094275656,1992.6715648217926,0.6524502374827336,-1249.4835743312287,-19.149964000000068,939.900024
45,2013-05-08,48.05813617524621,38.16789800629863,2021.61974721453,0.7877309407349212,-1268.8859334859817,18.75,958.650024
46,2013-05-09,48.50958947112366,44.305849581686466,2052.1838633393572,0.994623335067744,-1294.7250112432093,19.149964000000068,977.7999880000001
47,2013-05-10,48.96211147499517,45.13935804390965,2084.2094401811946,1.0,-1317.943131090512,19.54998799999987,997.349976
48,2013-05-13,49.4580216129292,44.54682962410398,2123.9833215714143,1.0,-1339.65955113559,40.200072999999975,1037.550049
49,2013-05-14,49.95402343705134,45.49067549674429,2164.457115385335,1.0,-1363.8032361862215,20.75,1058.300049
50,2013-05-15,50.450031429268876,43.66360347028392,2205.657525394166,1.0,-1388.49237360614,21.14990200000011,1079.449951
51,2013-05-16,50.94585734999147,44.534403283372626,2247.607705972741,1.0,-1415.683321646548,21.550048999999944,1101.0
52,2013-05-17,51.437649453487104,44.92007461727211,2289.711071180266,0.98622589645516,-1443.6222066009968,20.0,1121.0
53,2013-05-20,51.92923105823988,44.46330646569887,2332.674337210536,1.0,-1472.1198634674283,22.40002400000003,1143.400024
54,2013-05-21,52.420503603276025,44.98748114508482,2382.6006533384784,1.0,-1501.1920688341597,22.84997599999997,1166.25
55,2013-05-22,52.911365604156735,48.03572603184414,2433.3716407060724,1.0,-1530.8551002456688,23.300048999999944,1189.550049
56,2013-05-23,53.40171235228599,50.64906401123047,2485.0236878815153,1.0,-1555.171569336614,23.75,1213.300049
57,2013-05-24,53.89143684875397,52.13496159180211,2537.603607513175,1.0,-1580.1044463427615,24.25,1237.550049
58,2013-06-07,47.610810821038115,78.05617451219157,3072.2050314720864,0.727332875195544,-1892.462398163254,-29.550048999999944,1448.949951
59,2013-06-10,48.01951679496572,76.56947533284989,3107.6418207861384,0.6715996080000004,-1933.3078351325976,0.0,1448.949951
