,Date,RSI,MFI,EMA,SO,MACD,Diff,TARAJEWELS.NS.Close
0,2013-01-11,50.39997853305791,74.03536031846991,507.5088946983933,0.257709549477033,-421.38783959540217,2.150008999999983,224.350006
1,2013-01-14,50.20218770995711,73.85859153205101,506.02711877364436,0.33095223809523927,-420.78948210220517,1.099991000000017,225.44999700000002
2,2013-01-15,50.354203720142024,75.47030713129294,503.42412257821695,0.26904733333333297,-422.6104003951866,-1.3000030000000322,224.149994
3,2013-01-16,50.360979175843916,74.17143957440945,501.07030670949837,0.3439304027866373,-425.0067961742857,0.3000030000000322,224.44999700000002
4,2013-01-17,50.30604470634634,72.42953367336901,500.36512142619364,0.4482758620689655,-428.10565586194093,0.5500029999999754,225.0
5,2013-01-18,50.23873732231909,70.14325743192359,499.3065591538051,0.6370374814814821,-430.96758754840073,2.1000060000000076,227.100006
6,2013-01-21,50.22223656065299,68.87075147418324,496.4383919123775,0.0625,-433.0481788539737,-6.350006000000008,220.75
7,2013-01-22,49.98579802739055,52.354197265895166,494.81431667890666,0.17916616666666604,-435.2545192443936,1.3999939999999924,222.149994
8,2013-01-23,50.011520127385005,57.76607542643516,495.08756302163096,0.4250005000000006,-435.70986117816994,2.950012000000015,225.100006
9,2013-01-24,49.95238421365538,38.751459485579765,494.285875499243,0.21578978947368163,-436.5861727654493,-4.550003000000032,220.55000299999998
10,2013-01-25,50.05742520117988,43.18729199524446,493.2796648899036,0.22631515789473605,-436.3069664034075,0.09999100000001704,220.649994
11,2013-01-28,50.22101144113764,44.50417635346205,493.8357054558527,0.773684842105264,-435.3088026911108,5.200012000000015,225.850006
12,2013-01-29,50.24124559753097,44.98584138373945,493.8744619136041,0.6294124705882362,-435.71516839360777,-2.0,223.850006
13,2013-01-30,50.24227030672707,44.53490199465731,494.1516126346903,0.7411768235294088,-436.2573318655624,0.9499969999999678,224.80000299999998
14,2013-01-31,50.21422226929221,39.55542547432155,493.9358577679636,0.6058816470588226,-436.2254526064254,-1.150008999999983,223.649994
15,2013-02-01,50.28244381455873,42.01959351549656,491.68495925935775,0.24569004533273567,-436.64458946421564,-5.399993999999992,218.25
16,2013-02-04,50.51165410914509,43.66772447789166,488.6592904254711,0.07975477059728009,-436.8101970348122,-6.25,212.0
17,2013-02-05,50.69883800500885,43.334524900137154,484.5773359777232,0.06500015000000019,-436.97174680830835,-3.699996999999996,208.300003
18,2013-02-06,50.49429534359797,41.81520821721857,481.6637270139299,0.25999985000000125,-434.8640508586368,3.899994000000021,212.19999700000002
19,2013-02-07,50.55320765468446,45.25989948042222,478.40662597992065,0.0605259999999996,-433.2065597122545,-4.050003000000032,208.149994
20,2013-02-08,50.3970528039296,39.466560864916886,475.4543858941244,0.06578947368421052,-433.09348613918814,0.10000600000000759,208.25
21,2013-02-11,50.472878000130585,42.56610733805546,471.87807087915525,0.09428537142857099,-431.18302412526873,-0.10000600000000759,208.149994
22,2013-02-12,50.16343174981575,40.56528134051437,469.0743041892715,0.1919995199999994,-429.32854326731365,0.75,208.899994
23,2013-02-13,50.34692994830558,46.57167835766152,465.9635421799834,0.17058788235294073,-428.85215016975906,-0.9499969999999962,207.949997
24,2013-02-14,50.452882212783464,43.596201792988886,460.29555666669023,0.047059000000000226,-429.5013055963981,-9.149993999999992,198.800003
25,2013-02-15,50.395600825892984,38.641683750121615,453.99533677943646,0.12745098039215685,-430.9205691379258,-6.050003000000004,192.75
26,2013-02-18,50.365519229385455,41.15686690150412,452.9420326178412,0.6733780295182024,-430.61390544666256,11.800003000000004,204.550003
27,2013-02-19,50.012377111201474,34.93993306296339,454.1937156932594,0.9149884344550072,-428.85630608720567,5.399994000000021,209.94999700000002
28,2013-02-20,50.26331218786399,43.52661827045078,454.6701737957421,0.9194629746408107,-426.4082838876784,0.10000599999995075,210.05000299999998
29,2013-02-21,50.391327470932836,36.047627635895836,455.5718253077128,0.9463872186089328,-423.4684297453899,-0.25,209.80000299999998
30,2013-02-22,50.60716273725987,41.79130512764262,452.55480899577725,0.38927772344210576,-422.1015212766589,-11.949996999999968,197.850006
31,2013-02-25,50.9619633324108,44.512662183014804,445.87910978354773,0.17124405537099083,-420.6510635524991,-12.550003000000004,185.300003
32,2013-02-26,51.162511338423734,42.98929911281296,438.41127761326834,0.16968029232380752,-420.1421052580324,-4.199996999999996,181.100006
33,2013-02-27,51.002137351372575,42.9846085523695,435.56766189577087,0.5169149540120395,-418.11465527729536,12.0,193.100006
34,2013-02-28,51.0095404769886,46.393140768875334,434.28434758639736,0.5135501377046294,-415.7242822249199,-0.15000900000001138,192.949997
35,2013-03-01,51.361169873601895,47.36764602866727,431.01657142259165,0.2561645479452057,-414.55793236621196,-9.599990999999989,183.350006
36,2013-03-04,51.398990442269294,50.71379789775315,426.12779661606294,0.28081120616431765,-411.7712129276505,-0.3500060000000076,183.0
37,2013-03-05,51.79491069754202,50.427778694455895,419.0197002281211,0.13653857692307708,-407.57447437442704,-5.449996999999996,177.550003
38,2013-03-06,51.33749413210352,45.522846245426905,413.4398003387014,0.2978263478260873,-405.0495271862054,3.300003000000004,180.850006
39,2013-03-07,51.548047617539396,35.24177336995628,407.44144146528924,0.49523801360544206,-403.2862973485592,-2.4000090000000114,178.449997
40,2013-03-08,50.985028797283874,63.618147395625044,404.88352506318995,0.6000000816326532,-401.2388345303133,3.8500060000000076,182.300003
41,2013-03-11,50.61827908565644,57.61126649260757,403.5505925645919,0.542017020337565,-400.09186168284924,-2.699996999999996,179.600006
42,2013-03-12,49.91414197597397,64.79652981530077,402.3712678003972,0.5256794817499425,-398.05414591057115,-1.9500120000000152,177.649994
43,2013-03-13,49.97719216798734,61.83860480757303,399.4630101343717,0.5302114748861375,-394.5153033668478,0.15000900000001138,177.800003
44,2013-03-14,50.18797896513769,55.79232208198979,398.4885791220862,0.7790897360721224,-389.3000388547079,5.550003000000004,183.350006
45,2013-03-15,50.263738898614854,61.99898387461455,399.3139077095895,0.6405834462002741,-386.5635494468305,1.0499879999999848,184.399994
46,2013-03-18,50.210482951750826,54.12478197014842,400.0071978276558,0.40087138137752254,-383.87836060931727,-0.1999969999999962,184.199997
47,2013-03-19,49.93832776584776,54.03313020339586,401.07430943327427,0.34640514332093364,-379.87609257892643,-1.25,182.949997
48,2013-03-20,50.26520757941242,54.32415410229144,397.9814945420378,0.2018207771005258,-376.6685749409182,-11.300003000000004,171.649994
49,2013-03-21,50.547141863150976,54.34962625639268,393.56763523501587,0.006069712236999482,-373.11491055030694,-6.449996999999996,165.199997
50,2013-03-22,50.315803547633685,52.32009472646884,389.8272152803872,0.0917294135338347,-370.9821966550733,2.550003000000004,167.75
51,2013-03-25,50.262789087261794,49.29602248964305,389.55993863365666,0.3503762105263161,-368.52712248168973,8.600006000000008,176.350006
52,2013-03-26,50.32755756786537,52.9814813081416,392.02255318091204,0.8185658842066527,-364.385804794266,7.75,184.100006
53,2013-03-28,50.45344801925356,55.447242187033744,394.40842468746075,0.5757145428571432,-359.15794823487926,0.75,184.850006
54,2013-04-01,50.27863860980726,55.28934697665781,395.1925092833185,0.5342856285714285,-353.90307101647994,-1.4500120000000152,183.399994
55,2013-04-02,50.25956483139474,65.38445950129346,394.7671342838412,0.4528573142857145,-349.0621370148374,-2.8499909999999886,180.550003
56,2013-04-03,50.218454703241896,65.37743030816384,394.08795961711513,0.42857142857142855,-346.94321180162245,-0.8500060000000076,179.699997
57,2013-04-04,50.269768279069766,70.7941740217855,393.06743783588547,0.2689075630252101,-346.9562855110193,-1.75,177.949997
58,2013-04-05,50.2162020640354,75.9391769482767,393.25720525683096,0.10861401969445887,-347.6738736581512,-2.050003000000004,175.899994
59,2013-04-08,50.066724261517415,69.05245340191955,395.5372619126045,0.22659189811894004,-346.13508773080457,3.1500090000000114,179.050003
