"Date","PNB.NS.Open","PNB.NS.High","PNB.NS.Low","PNB.NS.Close","PNB.NS.Volume","PNB.NS.Adjusted"
2009-12-03,181.220001,185.800003,181.220001,183.770004,2099425,84.333092
2009-12-04,182.059998,184.990005,182,184.259995,1484680,84.557961
2009-12-07,181.059998,185.600006,181.059998,183.649994,987430,84.27803
2009-12-08,182.240005,188.199997,182.240005,187.789993,2066540,86.177902
2009-12-09,186,188.360001,184.919998,186.619995,2301205,85.640991
2009-12-10,184,187.5,184,186.119995,1674415,85.41153
2009-12-11,186.119995,187.75,183,183.490005,1419330,84.204605
2009-12-14,183.490005,184.740005,182.369995,182.880005,1829880,83.924683
2009-12-15,183.199997,183.940002,177.639999,178.429993,3028970,81.882523
2009-12-16,178.600006,179.600006,176.419998,178.100006,2377980,81.73111
2009-12-17,178.539993,180.600006,175.919998,179.139999,1905415,82.208366
2009-12-18,174.320007,180.559998,174.320007,177.539993,1996185,81.474121
2009-12-21,178,178,175.639999,177.020004,1075305,81.235497
2009-12-22,178,178.979996,177.059998,177.839996,763230,81.611786
2009-12-23,178.990005,181.580002,178.199997,180.949997,1054725,83.038986
2009-12-24,180,183,180,181.830002,933445,83.442825
2009-12-29,181.399994,183.800003,180,182.869995,1153725,83.920082
2009-12-30,180.300003,184.600006,180.300003,183.130005,1155235,84.039398
2009-12-31,180,184.600006,180,181.240005,1220880,83.172073
2010-01-04,181.539993,185.979996,180,185.100006,1832855,84.943443
2010-01-05,186,188.509995,185.600006,187.960007,1578660,86.255913
2010-01-06,190.199997,190.199997,185.369995,187.070007,1799530,85.847481
2010-01-07,180,188,180,184.5,873470,84.668098
2010-01-08,190,190,182.059998,184.770004,406050,84.792
2010-01-11,183.020004,192.070007,183.020004,189.960007,2123740,87.173729
2010-01-12,190.5,191.100006,184.800003,185.210007,1282760,84.993927
2010-01-13,185,186,181.220001,183.949997,2398245,84.415695
2010-01-14,181.110001,186.940002,181.110001,184.600006,745590,84.713989
2010-01-15,182.399994,186.940002,180.610001,181.699997,1744785,83.383163
2010-01-18,182.399994,184.990005,179.580002,183.949997,1466775,84.415695
2010-01-19,181.199997,188,181.199997,184.009995,1197270,84.443237
2010-01-20,181.110001,186.570007,181.110001,185.690002,1672810,85.214195
2010-01-21,183,186.5,180.199997,180.830002,1235670,82.983917
2010-01-22,179,182.779999,177.020004,179.899994,2605130,82.557129
2010-01-25,178,181.800003,178,180.089996,2293905,82.644318
2010-01-27,183.410004,183.410004,170.020004,172.160004,3925665,79.005211
2010-01-28,170,178,170,176.169998,3966620,80.845421
2010-01-29,175.559998,180.199997,171.399994,179.729996,2545225,82.479126
2010-02-01,177,179.389999,175.199997,177.830002,1824755,81.607201
2010-02-02,180,181.320007,172.800003,173.759995,2080580,79.739441
2010-02-03,174,178.649994,172.470001,177.320007,2828175,81.373161
2010-02-04,177,177.160004,173.100006,174.839996,1557995,85.030373
2010-02-05,173,173,169,170.809998,1569625,83.07045
2010-02-08,170.399994,177.869995,169.699997,176.970001,1366435,86.066261
2010-02-09,175,178.399994,174,177.660004,1075170,86.401833
2010-02-10,180,180,172.619995,174.210007,1373565,84.723984
2010-02-11,176.940002,177.5,174,176.889999,828285,86.027359
2010-02-15,177.190002,178.199997,174.059998,175.720001,1408915,85.458351
2010-02-16,170,178.660004,170,177.630005,1035165,86.38723
2010-02-17,178.960007,178.979996,177.110001,178.130005,956210,86.630409
2010-02-18,178.899994,181.990005,176.199997,179.199997,1130035,87.150795
2010-02-19,179,179.100006,175.509995,177.070007,926525,86.114899
2010-02-22,179.979996,180.559998,175.279999,176.699997,1604015,85.934959
2010-02-23,177.029999,178,176,176.649994,790470,85.910645
2010-02-24,176.949997,177.330002,173.690002,174.169998,1565240,84.704544
2010-02-25,175,177.080002,173.809998,175.440002,1936760,85.322182
2010-02-26,170,184.389999,170,180.199997,2901400,87.637115
2010-03-02,180,185,180,183.789993,1520535,89.383057
2010-03-03,184.649994,187,184,186.119995,2060120,90.516205
2010-03-04,186,186.899994,184.419998,186.220001,1288535,90.56485
2010-03-05,186.399994,188.399994,184.419998,185.550003,1246125,90.239006
2010-03-08,186.029999,187.399994,181.800003,185.429993,2054815,90.180626
2010-03-09,183.110001,186.800003,183.110001,184.289993,976820,89.626228
2010-03-10,185.479996,186,184.309998,185.179993,732000,90.059052
2010-03-11,183.539993,185.960007,183.539993,184.610001,929315,89.78186
2010-03-12,184,186.559998,184,184.529999,903325,89.742935
2010-03-15,185.399994,185.399994,183.199997,184.639999,614740,89.796448
2010-03-16,182.050003,186,182.050003,184.869995,661125,89.908295
2010-03-17,185,187.779999,184.679993,186.339996,788495,90.623207
2010-03-18,187.199997,188.559998,185.699997,187.820007,940895,91.342972
2010-03-19,189.699997,193.600006,188.259995,192.440002,1489860,93.589836
2010-03-22,189.559998,191.800003,188.600006,190.089996,1586310,92.44696
2010-03-23,180,194.940002,180,194.130005,1430000,94.411728
2010-03-25,194.029999,202.119995,189.050003,200.550003,2770405,97.533989
2010-03-26,200,203.5,199.100006,200.380005,2386800,97.451317
2010-03-29,200.979996,203.600006,199.600006,200.710007,1156945,97.611794
2010-03-30,200.020004,203.039993,200.020004,201.539993,1059235,98.015457
2010-03-31,200.100006,203.580002,198.809998,202.550003,1587300,98.506653
2010-04-01,202.839996,204.800003,202.25,203.179993,1623495,98.813057
2010-04-05,202.729996,208,202.220001,205.309998,1533885,99.84893
2010-04-06,205.110001,208.759995,203.410004,207.179993,1072540,100.758377
2010-04-07,205.050003,207.979996,203.050003,203.539993,1235975,98.988121
2010-04-08,201,204.600006,200.850006,201.410004,1015445,97.952232
2010-04-09,202,203.399994,200.300003,201.270004,1238535,97.884155
2010-04-12,200,202.899994,197.259995,197.949997,690805,96.269516
2010-04-13,197.940002,201.320007,196.050003,199.990005,1144210,97.261635
2010-04-15,200.199997,202,196.050003,197.039993,1221295,95.826958
2010-04-16,196.050003,199.800003,192.809998,199.080002,2206640,96.819077
2010-04-19,196.009995,199.559998,194.139999,198.449997,1619700,96.512688
2010-04-20,199.399994,201.600006,197.119995,198.410004,1842540,96.493233
2010-04-21,199.059998,202.5,197.740005,201.570007,2388165,98.030045
2010-04-22,201.580002,205.199997,199.179993,204.580002,2593995,99.493904
2010-04-23,205,211.309998,205,206.419998,2635030,100.388756
2010-04-26,209.949997,209.949997,204.800003,205.979996,697820,100.174759
2010-04-27,201.320007,206.289993,201.320007,204.830002,744555,99.615486
2010-04-28,202,206,200.850006,203.990005,1403635,99.206978
2010-04-29,204.5,207.800003,203.600006,206.25,1458660,100.306091
2010-04-30,205,209.559998,205,207.899994,1030260,101.108536
2010-05-03,200,207.960007,200,205.970001,487015,100.169899
2010-05-04,206.199997,211.779999,205.139999,207.910004,2577275,101.113396
2010-05-05,200,209.699997,193.339996,208.529999,1037530,101.414925
2010-05-06,229,229,205.160004,208.779999,3023450,101.536507
2010-05-07,204,206.960007,201.240005,202.809998,1106980,98.633095
2010-05-10,219.380005,219.380005,201.820007,203.220001,3033940,98.832489
2010-05-11,203.600006,205,201.279999,203.660004,2033950,99.046494
2010-05-12,203.800003,204.880005,202.229996,204.089996,1258285,99.255608
2010-05-13,205,207.449997,203.699997,205.809998,1862010,100.092094
2010-05-14,205.600006,205.779999,199.720001,202.009995,1572435,98.244034
2010-05-17,199.399994,201.020004,195.639999,200.229996,918390,97.378357
2010-05-18,199.800003,206.5,199.199997,205.639999,1139500,100.009415
2010-05-19,204,207,200.009995,201.479996,1121275,97.986275
2010-05-20,202,203.399994,198.699997,200.509995,1322780,97.514519
2010-05-21,197.800003,199.369995,196.270004,198.039993,995555,96.313286
2010-05-24,199.600006,202.300003,196,196.539993,708775,95.583794
2010-05-25,196,197.199997,186.649994,187.960007,1362895,91.411057
2010-05-26,188.399994,192,188.020004,189.740005,1168220,92.276733
2010-05-27,180,199.929993,180,197.600006,2222575,96.099297
2010-05-28,200,200,196.5,197.539993,1403455,96.070114
2010-05-31,198.800003,200.979996,195.759995,200.5,1126045,97.509666
2010-06-01,199,200.559998,197.25,199.389999,1457290,96.969841
2010-06-02,199.399994,200,197,197.929993,1398135,96.259804
2010-06-03,199.600006,203.600006,198.880005,200.960007,1458650,97.733383
2010-06-04,201.199997,203.759995,200.399994,203.169998,1529735,98.808182
2010-06-07,196.270004,201.770004,196.270004,200.600006,888755,97.558311
2010-06-08,201.779999,202.979996,200,200.839996,1474260,97.675018
2010-06-09,201.600006,204.949997,200.059998,204,2241950,99.211838
2010-06-10,203.110001,205.949997,202,203.820007,1356975,99.124298
2010-06-11,206.800003,207.899994,204.639999,206.979996,1763550,100.661102
2010-06-14,207.399994,211.199997,206.199997,209.929993,1282115,102.095779
2010-06-15,209.309998,212.199997,207.710007,210.199997,1214365,102.227097
2010-06-16,210.509995,211.330002,206.460007,208.360001,817365,101.332237
2010-06-17,206.600006,207.929993,205.050003,206.770004,1216940,100.558983
2010-06-18,204.699997,208.339996,204.699997,207.339996,890135,100.836182
2010-06-21,210,213.740005,208.279999,210.009995,1073420,102.134689
2010-06-22,209.800003,209.960007,208.309998,209.220001,761950,101.750481
2010-06-23,209.580002,210.960007,208,210.050003,1303265,102.15416
2010-06-24,210.800003,213.779999,210,212.740005,2025870,103.462379
2010-06-25,206.270004,213,206.270004,209.820007,1221815,102.04229
2010-06-28,209,212.899994,208.979996,210.059998,1073325,102.159012
2010-06-29,210.059998,211,206.550003,209.710007,965000,101.9888
2010-06-30,208,210.740005,207.399994,209.789993,1249720,102.027695
2010-07-01,209,209.600006,201.059998,204.070007,2556910,99.24588
2010-07-02,205,212.800003,204.399994,209.240005,3599150,101.760216
2010-07-05,206.399994,219.600006,204.949997,214.940002,2194990,104.532318
2010-07-06,215,217.190002,212.279999,214.990005,3186145,104.556633
2010-07-07,214,214.479996,211.029999,212.330002,1188800,103.262985
2010-07-08,212,214.580002,210.800003,211.619995,2160555,109.082581
2010-07-09,213.559998,214.289993,209.800003,211.539993,993255,109.041336
2010-07-12,212,213,210.440002,211.169998,1480575,108.850616
2010-07-13,210.240005,213,210.240005,210.75,1864850,108.634125
2010-07-14,213.600006,214.479996,209.029999,210.559998,3425220,108.536179
2010-07-15,211,213.740005,209.410004,212.449997,2070430,109.510414
2010-07-16,212,214.5,211.539993,213.759995,1810930,110.185669
2010-07-19,212.979996,216.399994,212,213.029999,2094645,109.80938
2010-07-20,214,216,211.199997,212.210007,843140,109.386696
2010-07-21,213.899994,214,211.410004,212.320007,1155200,109.443405
2010-07-22,212.199997,215.360001,208.399994,211.720001,7464120,109.134125
2010-07-23,212,213.539993,209.399994,210.139999,4087670,108.319687
2010-07-26,211,211,206.059998,207.770004,1040800,107.098038
2010-07-27,209.199997,211.600006,206.259995,210.220001,1312400,108.360931
2010-07-28,211.199997,213.399994,209.399994,212.839996,1624235,109.711441
2010-07-29,213.990005,213.990005,210.029999,211.330002,1001250,108.933098
2010-07-30,210,215.580002,209.300003,214.089996,2231805,110.355782
2010-08-02,215.600006,225.990005,214.830002,223.669998,3174015,115.29393
2010-08-03,225.800003,235.479996,222.199997,223.679993,2161300,115.299065
2010-08-04,224.600006,224.679993,218.839996,219.410004,1004040,113.098045
2010-08-05,219.600006,222.940002,217,221.110001,1870650,113.974327
2010-08-06,222,222,219.020004,220.089996,887790,113.448555
2010-08-09,220,223.800003,219.050003,222.289993,1338005,114.582581
2010-08-10,223.580002,223.580002,216.070007,220.649994,929805,113.737206
2010-08-11,220.600006,221.800003,218.610001,220.389999,555785,113.60321
2010-08-12,219.199997,228.389999,218.210007,226.729996,2378985,116.871239
2010-08-13,226.800003,230.960007,226.240005,227.809998,1327725,117.427956
2010-08-16,228.399994,236,226.600006,234.169998,1775580,120.706291
2010-08-17,234.039993,240.800003,232.729996,237.699997,1748855,122.525887
2010-08-18,235.509995,239.399994,234.339996,236.679993,882680,122.000107
2010-08-19,237.399994,239.800003,235.910004,238.529999,717625,122.95372
2010-08-20,230.470001,243.539993,230.470001,239.130005,822240,123.263016
2010-08-23,237.399994,242,236.199997,240.149994,845390,123.78878
2010-08-24,241,241.600006,236.399994,237.570007,605200,122.458878
2010-08-25,230,241.339996,230,239.220001,1095855,123.309387
2010-08-26,240,245.100006,239.800003,243.660004,1920480,125.598068
2010-08-27,243,244,235.210007,238.699997,1370440,123.041359
2010-08-30,240.050003,241,236.600006,237.910004,1299360,122.634125
2010-08-31,236,237.570007,233.910004,236.050003,456675,121.675369
2010-09-01,238,241.740005,235.25,240.649994,1378840,124.046509
2010-09-02,242,244.399994,240,242.5,1565620,125.000114
2010-09-03,242.740005,243.399994,239.210007,240.160004,556290,123.79393
2010-09-06,241.940002,245.679993,240.320007,243.669998,1012235,125.60321
2010-09-07,243.059998,245,240.929993,243.710007,564480,125.62384
2010-09-08,242,248.160004,240.399994,245.839996,1219380,126.721764
2010-09-09,246,248.740005,242.929993,244.479996,1466085,126.020744
2010-09-13,243.800003,252.960007,243.800003,249.190002,1290480,128.448593
2010-09-14,251.779999,253.800003,248.389999,251.639999,1674665,129.711456
2010-09-15,251,257.980011,250.600006,254.649994,1687950,131.263016
2010-09-16,254.389999,265.5,252.300003,257.679993,2588630,132.82486
2010-09-17,259.679993,262.5,255.199997,257.170013,1343815,132.561981
2010-09-20,258,260.600006,256.799988,258.140015,1015955,133.061981
2010-09-21,258.480011,261.5,253.800003,254.279999,1554600,131.072296
2010-09-22,257.700012,259.380005,253,254.100006,1339375,130.979492
2010-09-23,255.110001,256,252.639999,254.149994,616430,131.00528
2010-09-24,253.029999,260.519989,253.029999,257.070007,3034495,132.510437
2010-09-27,259.959991,262.200012,257.399994,260.279999,992325,134.16507
2010-09-28,260,261.410004,258.230011,260.309998,922450,134.180542
2010-09-29,261.109985,262.970001,258.200012,259.470001,696740,133.747543
2010-09-30,259.109985,260.420013,253.850006,258.640015,1905275,133.319717
2010-10-01,259.109985,262.480011,259.109985,261.559998,1087570,134.824875
2010-10-04,263.01001,264.380005,259.109985,261.920013,1278115,135.010437
2010-10-05,262,263.929993,260.589996,261.480011,727595,134.78363
2010-10-06,263.019989,266.399994,259.119995,263.290009,2397370,135.716629
2010-10-07,262.600006,264.299988,259.630005,262.950012,1676010,135.541351
2010-10-08,260.399994,265,260.399994,262.01001,1364440,135.056824
2010-10-11,262.399994,265.75,262.309998,263.890015,1039240,136.025909
2010-10-12,264.01001,265.799988,260.799988,261.48999,1280325,134.788788
2010-10-13,261.410004,270.339996,261.410004,269.76001,1962535,139.051682
2010-10-14,271.01001,272,264.440002,265.51001,1153520,136.860962
2010-10-15,266.589996,267.869995,259.700012,261.029999,1250550,134.551666
2010-10-18,261.820007,262.23999,256.23999,260.089996,2089320,134.067139
2010-10-19,263.399994,264.839996,259,260.019989,1528680,134.031036
2010-10-20,259.399994,262.359985,258.119995,259.290009,836595,133.65477
2010-10-21,259.100006,264.769989,258.410004,263.76001,1695965,135.958893
2010-10-22,263.600006,267,263,266.470001,2465905,137.355789
2010-10-25,267.200012,270.980011,267,270.170013,1585280,139.263031
2010-10-26,270,271.200012,267.799988,268.959991,790560,138.639297
2010-10-27,269,271.100006,265.290009,267.700012,1225425,137.989822
2010-10-28,268,270.779999,260.01001,262.070007,5075835,135.087753
2010-10-29,261.51001,261.51001,253,258.160004,2198455,133.072281
2010-11-01,260.600006,263.899994,258.399994,262.149994,1116340,135.128998
2010-11-02,262.799988,264.600006,260.01001,263.109985,1012745,135.62384
2010-11-03,263.589996,266.200012,263.589996,265.519989,788110,136.866104
2010-11-04,266.399994,275.779999,265,273.970001,2416075,141.221802
2010-11-08,274.980011,276.769989,269.649994,272.130005,1066070,140.273331
2010-11-09,271.799988,279.980011,267.140015,277.079987,2458600,142.82489
2010-11-10,275.309998,275.980011,271.519989,273.420013,669455,140.938278
2010-11-11,273.170013,275.190002,268.429993,269.880005,1039145,139.113525
2010-11-12,266.399994,271.600006,264,264.98999,940555,136.592911
2010-11-15,265,267.779999,259.839996,266.690002,1997940,137.469208
2010-11-16,267.779999,267.779999,260.100006,263.970001,1548500,136.067139
2010-11-18,262.799988,267.200012,257.100006,260.640015,1531035,134.350677
2010-11-19,260,260.600006,255.050003,257.209991,1033045,132.582611
2010-11-22,258.98999,263.700012,253.639999,261.48999,1150800,134.788788
2010-11-23,261.600006,262,254.830002,261.070007,1093060,134.572296
2010-11-24,260.399994,264.980011,250.039993,253.160004,1135980,130.494965
2010-11-25,248.050003,252,231.160004,236.720001,11155290,122.020744
2010-11-26,235.800003,244.119995,225.25,230.289993,7737660,118.706299
2010-11-29,230,239.800003,226,235.229996,1648210,121.252693
2010-11-30,237,245,230.600006,243.720001,1510695,125.62899
2010-12-01,244,252.800003,238.339996,250.089996,1552585,128.912491
2010-12-02,253.199997,256.519989,252,254.199997,1654355,131.031052
2010-12-03,253.800003,256.600006,250.440002,254.809998,1184310,131.345474
2010-12-06,257.799988,257.799988,240.919998,245.419998,1676885,126.505287
2010-12-07,245.800003,246.419998,236.800003,239.389999,2459395,123.397034
2010-12-08,237,237.809998,234.020004,236.070007,1296220,121.685692
2010-12-09,235.990005,239.600006,231.020004,234.429993,1333470,120.840309
2010-12-10,237.5,243,232.100006,239.830002,1338950,123.623825
2010-12-13,242.399994,247.25,238,245.470001,1352520,126.531044
2010-12-14,246.979996,249.940002,245.240005,247.139999,919110,127.391876
2010-12-15,245.110001,247.800003,238.419998,240.179993,1351710,123.80423
2010-12-16,241.600006,244.119995,237.240005,242.309998,1559125,124.902176
2010-12-20,242.410004,244,238.419998,241.089996,787880,124.273315
2010-12-21,241,247.369995,241,243.169998,1059150,125.345482
2010-12-22,245,245.240005,238.419998,240.100006,1229155,123.763023
2010-12-23,241,241.800003,238.080002,240.580002,602975,124.010437
2010-12-24,240,244,238.399994,243.089996,640475,125.304237
2010-12-27,243.600006,245.600006,240.039993,241.539993,725700,124.50528
2010-12-28,240.399994,244.570007,240,243.360001,621055,125.443405
2010-12-29,243.800003,245.800003,242.600006,244.779999,966945,126.175369
2010-12-30,245,248,242.009995,243.190002,1819455,125.355797
2010-12-31,243.509995,247.190002,242.800003,244.399994,1244140,125.9795
2011-01-03,247,247.399994,244,244.550003,1016990,126.056831
2011-01-04,244.979996,246.600006,243.399994,244.149994,1242250,125.850616
2011-01-05,243.399994,244.720001,238.199997,241.100006,1367540,124.278465
2011-01-06,241.020004,242,236.419998,238.229996,2199310,122.799088
2011-01-07,238.399994,238.399994,232.419998,233.740005,2711630,120.484657
2011-01-10,233.979996,236,219.720001,230.360001,1598330,118.742371
2011-01-11,232.399994,238,229.020004,234.839996,959475,121.051651
2011-01-12,237.550003,239.399994,230.600006,238.380005,1360925,122.876404
2011-01-13,238,239.759995,225.600006,226.729996,1170550,116.871239
2011-01-14,227.399994,229.960007,221.600006,223.809998,1499500,115.366089
2011-01-17,223.600006,228.580002,220,226.800003,743635,116.907318
2011-01-18,229.399994,231.199997,225.639999,229.399994,544765,118.247536
2011-01-19,228.419998,230.429993,227.009995,228.279999,725560,117.670227
2011-01-20,227,229,222.350006,228.279999,872460,117.670227
2011-01-21,230.399994,233.220001,223.199997,225.070007,2988050,116.015587
2011-01-24,225,230.880005,221.580002,230.020004,2185155,118.567116
2011-01-25,231,231.979996,226.199997,227.559998,1480735,117.299072
2011-01-27,227.050003,230.300003,220.399994,221.729996,1159615,114.29393
2011-01-28,221.600006,222.039993,217.639999,218.759995,938505,112.762993
2011-01-31,214.020004,224.539993,213.089996,220.889999,1298330,113.860931
2011-02-01,222.199997,227.800003,218.199997,220.199997,924850,113.505264
2011-02-02,222.380005,223.399994,215.020004,215.990005,1834585,111.335152
2011-02-03,216.100006,218.940002,214.399994,216.990005,1522040,111.850624
2011-02-04,220.949997,220.949997,210.210007,211.850006,1715030,109.201141
2011-02-07,214.600006,214.600006,203,204.369995,1137115,105.345459
2011-02-08,205.800003,207.389999,199.600006,200.970001,898180,103.59288
2011-02-09,200.970001,202.960007,198,198.880005,1725680,102.515564
2011-02-10,199.800003,201.600006,195.639999,196.789993,1417860,101.438225
2011-02-11,197.529999,207.690002,194.059998,206.789993,1213425,106.59288
2011-02-14,209.020004,213,205.220001,212.080002,1132850,109.319702
2011-02-15,212.5,220.990005,208.419998,218.990005,3199800,112.881554
2011-02-16,218.600006,222.5,216.360001,220.559998,1345260,113.690819
2011-02-17,220.600006,223.199997,219.600006,221.479996,1742295,114.165054
2011-02-18,221.399994,225.399994,217.449997,219.009995,1545070,112.891861
2011-02-21,220,221.199997,212.600006,215.690002,1584180,111.180527
2011-02-22,215.080002,216.800003,212.009995,213.869995,686110,110.242371
2011-02-23,213,215.600006,210.600006,211.699997,436330,109.123817
2011-02-24,212.800003,216.800003,202.440002,207.570007,1904720,106.994965
2011-02-25,208.399994,215,205.199997,212.320007,754985,109.443405
2011-02-28,214.800003,217.339996,209.679993,212.399994,1472835,109.484627
2011-03-01,213,221.210007,211,218.770004,1799525,112.76815
2011-03-03,218.649994,223.800003,214.800003,217.720001,1585835,112.226921
2011-03-04,221,221.789993,215,216.279999,1286800,111.48465
2011-03-07,217,219.699997,210.160004,213.320007,1636215,109.958878
2011-03-08,212.399994,218.160004,212.399994,217.119995,1184675,111.917633
2011-03-09,218.399994,219.740005,214.009995,215.229996,884240,110.943405
2011-03-10,215,215.600006,211.360001,214.399994,1360685,110.515572
2011-03-11,213,215.759995,213,214.309998,840070,110.469185
2011-03-14,214.800003,217.770004,214.300003,216.199997,1088955,111.443413
2011-03-15,214,217,207.580002,215.639999,838355,111.154739
2011-03-16,217,220,216.440002,219.350006,914895,113.067116
2011-03-17,217,222.199997,217,219.570007,1211385,113.180534
2011-03-18,220,221.179993,216.399994,217.809998,831010,112.2733
2011-03-21,219.979996,221.479996,215.759995,217.190002,387845,111.953712
2011-03-22,218,219.600006,217,218.509995,459440,112.634117
2011-03-23,217.5,222.979996,216.960007,222.070007,1987715,114.469185
2011-03-24,223.199997,226.800003,221.360001,224.639999,1147485,115.793938
2011-03-25,225.800003,229.350006,225.110001,228.580002,2059405,117.824852
2011-03-28,229.600006,231.940002,228.970001,230.350006,1880255,118.737236
2011-03-29,230.100006,235.740005,230.100006,234.240005,1380805,120.742386
2011-03-30,234.559998,246,234.559998,243.509995,1741975,125.520752
2011-03-31,244,245.740005,236.449997,242.539993,2811900,125.020744
2011-04-01,243,243.429993,235.399994,235.899994,1400540,121.598045
2011-04-04,237,239.960007,234.610001,238.860001,1435040,123.123833
2011-04-05,238.830002,240.399994,235.350006,239.589996,1040230,123.500114
2011-04-06,239.029999,241.600006,238,239.639999,1570475,123.525887
2011-04-07,239.600006,241.979996,238.179993,239.889999,635935,123.65477
2011-04-08,241.589996,241.610001,237,237.740005,1183005,122.546524
2011-04-11,238,240.619995,236.130005,237.779999,944730,122.567116
2011-04-13,237.990005,240.800003,236.399994,239.410004,1824125,123.407326
2011-04-15,239.940002,242.889999,235.809998,238.320007,2099285,122.84549
2011-04-18,236.729996,242,235.600006,237.770004,1134730,122.561974
2011-04-19,236.710007,238.410004,235.399994,236.820007,435495,122.072289
2011-04-20,239.800003,242.350006,236.619995,241.240005,770050,124.350639
2011-04-21,242,244.380005,239.25,240.25,1210910,123.840324
2011-04-25,240,245.600006,240,243,1301215,125.257851
2011-04-26,242.199997,247,238.399994,244.369995,958645,125.964043
2011-04-27,244.600006,246.779999,241.059998,244.229996,703165,125.891861
2011-04-28,244.800003,245,239.050003,240.320007,1178165,123.876404
2011-04-29,239.940002,239.940002,234.600006,237.020004,1891320,122.175362
2011-05-02,237,237,228.210007,230.449997,1160830,118.788765
2011-05-03,229.600006,232.399994,216.600006,218.300003,3973690,112.525887
2011-05-04,219.600006,225.880005,213,223.380005,5241185,115.144447
2011-05-05,223.990005,223.990005,210.440002,213.289993,2244595,109.94339
2011-05-06,214,220.600006,214,219.979996,1038820,113.391861
2011-05-09,221.460007,223.360001,214.570007,215.710007,1133125,111.190834
2011-05-10,216.300003,218,214.800003,217.509995,563905,112.11866
2011-05-11,218.399994,218.600006,214.199997,215.990005,592870,111.335152
2011-05-12,215.970001,217,213.600006,214.610001,822170,110.623817
2011-05-13,215.990005,220.380005,213.050003,216.630005,745870,111.66507
2011-05-16,217.600006,217.600006,211.399994,212.110001,773900,109.335159
2011-05-17,213.990005,213.990005,210.800003,211.759995,896115,109.154739
2011-05-18,212,212.399994,208.820007,211.050003,1481245,108.788765
2011-05-19,212,212.399994,206.399994,207.190002,1065565,106.799065
2011-05-20,208,209.759995,205.419998,206.710007,1124565,106.551643
2011-05-23,206.800003,206.899994,201.399994,206.059998,1430750,106.216591
2011-05-24,203.449997,211.580002,203.449997,209.869995,946705,108.180511
2011-05-25,210.740005,211.630005,209,210.25,774585,108.376396
2011-05-26,210.399994,223,208.940002,216.410004,3439070,111.551659
2011-05-27,213.600006,216.059998,210.899994,215.300003,1275265,110.979485
2011-05-30,215.199997,217.600006,212.429993,214.089996,1029135,110.355782
2011-05-31,215,220.600006,214.830002,219.919998,908795,113.360947
2011-06-01,220.110001,221.649994,218.729996,220.440002,547630,113.628983
2011-06-02,218.800003,218.800003,215.020004,216.970001,914215,111.840317
2011-06-03,218,219.199997,215.020004,216.050003,721040,111.366089
2011-06-06,216,217.970001,213.100006,216.520004,338565,111.608353
2011-06-07,215.039993,219.139999,214.800003,218.649994,196120,112.706299
2011-06-08,218.979996,220.710007,217.009995,218.669998,844715,112.716599
2011-06-09,218.399994,219.779999,217.240005,218.110001,430945,112.42794
2011-06-10,218.399994,218.699997,215.669998,218.139999,1145480,112.443413
2011-06-13,218,218,215.610001,217.160004,297495,111.938255
2011-06-14,217.199997,219.369995,217.039993,217.880005,462670,112.30938
2011-06-15,218.580002,218.610001,216.050003,216.570007,581580,111.634132
2011-06-16,212,213.110001,208.210007,209.369995,1989220,120.12558
2011-06-17,209.399994,211.399994,208,209.960007,705575,120.464104
2011-06-20,210,212.399994,208,210.070007,968890,120.527214
2011-06-21,211,212.300003,206.800003,207.919998,603905,119.293671
2011-06-22,209.399994,209.399994,207.259995,208.360001,346140,119.546104
2011-06-23,208,209.220001,206.850006,208.059998,1243480,119.373985
2011-06-24,209.990005,214.800003,209.600006,212.389999,1899355,121.858307
2011-06-27,211.580002,214.399994,210.800003,213.110001,1209435,122.271408
2011-06-28,215,216.490005,213.330002,214.740005,1132085,123.206627
2011-06-29,216.539993,217.509995,213.660004,217.050003,658340,124.531975
2011-06-30,217.399994,219.800003,215.649994,217.850006,1435360,124.990982
2011-07-01,218.800003,220.360001,216.399994,218.300003,749245,125.249176
2011-07-04,220,226.369995,218.800003,225.199997,566345,129.208008
2011-07-05,225.600006,228.940002,222,226.899994,682625,130.183395
2011-07-06,226.899994,226.899994,223.639999,225.350006,602770,129.294083
2011-07-07,224.330002,229.600006,223.800003,228.789993,844995,131.267776
2011-07-08,228.910004,233.940002,227.910004,230.630005,753485,132.323486
2011-07-11,229.600006,229.899994,225.039993,225.75,554080,129.523575
2011-07-12,224.75,225.979996,221.070007,223.839996,1180785,128.427734
2011-07-13,225.800003,228.699997,224.5,227.460007,745825,130.504684
2011-07-14,227,232,224.820007,229.580002,1353830,131.721054
2011-07-15,229.679993,230.710007,227.259995,228.020004,569730,130.826004
2011-07-18,226.399994,231.720001,226.399994,230.080002,341170,132.007919
2011-07-19,228.410004,233.970001,228.410004,231.960007,759650,133.086563
2011-07-20,232.529999,233.960007,228.660004,232.029999,1085625,133.126724
2011-07-21,231.600006,231.600006,227.199997,228.279999,419525,130.975174
2011-07-22,228.199997,234.990005,228.199997,233.940002,813205,134.22258
2011-07-25,234.179993,240,232.800003,239.399994,1012790,137.35524
2011-07-26,238.25,240.399994,230.440002,233.130005,2975375,133.757843
2011-07-27,231.240005,232.800003,223.399994,225.210007,1167275,129.213776
2011-07-28,221.039993,228.600006,216.5,220.070007,5336155,126.264709
