"Date","PNB.NS.Open","PNB.NS.High","PNB.NS.Low","PNB.NS.Close","PNB.NS.Volume","PNB.NS.Adjusted"
2007-03-16,84.800003,84.940002,82.5,83.620003,2110730,26.711855
2007-03-19,84.400002,85.940002,83.599998,84.889999,1547220,27.117542
2007-03-20,85.599998,87.769997,84.760002,87.190002,2096680,27.852266
2007-03-21,87.779999,91,86.029999,90.290001,3123220,28.842541
2007-03-22,91.599998,97.779999,91.599998,96.589996,6553005,30.855028
2007-03-23,92.800003,97.599998,92.800003,96.080002,3731055,30.692114
2007-03-26,96,98.989998,94,94.989998,4708345,30.343924
2007-03-28,94.989998,95,92.019997,92.949997,2707550,29.692257
2007-03-29,90.43,96,89.620003,94.879997,8833190,30.308781
2007-03-30,95,96,93.699997,94.839996,3290275,30.296005
2007-04-02,90,90,84,85.339996,5397240,27.261295
2007-04-03,86.400002,86.599998,84,85.480003,4022670,27.306017
2007-04-04,85.199997,87.5,84.800003,84.970001,2103640,27.143099
2007-04-05,85.300003,88.900002,84.800003,88.050003,3293375,28.126986
2007-04-09,88.050003,91.970001,88,91.379997,2921475,29.190731
2007-04-10,93.419998,93.419998,89.599998,90.209999,1367335,28.816984
2007-04-11,90.199997,91.779999,89,89.309998,1202515,28.529484
2007-04-12,88,88.790001,86.07,88.32,1431370,28.213236
2007-04-13,89.199997,92.779999,86.599998,91.379997,3226315,29.190731
2007-04-16,91.599998,94.779999,91.199997,93.709999,1288010,29.935034
2007-04-17,94.120003,96,92.349998,93.779999,2671150,29.957399
2007-04-18,94,97,94,95.139999,2314655,30.391838
2007-04-19,95,97.199997,92.400002,96.169998,2814590,30.720865
2007-04-20,96.800003,98.400002,94.260002,96.139999,3749400,30.711285
2007-04-23,96,97.800003,94.050003,94.739998,1750740,30.264059
2007-04-24,96.360001,104.199997,93,101.190002,9554825,32.324471
2007-04-25,101,102.800003,100.800003,101.639999,3535375,32.468216
2007-04-26,102,103.580002,101.610001,102.32,8119955,32.685436
2007-04-27,102,102.800003,99.419998,100.349998,3216895,32.056137
2007-04-30,98.400002,101.699997,93.330002,99.900002,2698120,31.912388
2007-05-03,99.900002,104.099998,95.25,103.230003,2407715,32.976131
2007-05-04,103.860001,104.18,101.419998,101.889999,2994670,32.548084
2007-05-07,103.279999,103.279999,98.199997,98.75,2547310,31.545029
2007-05-08,100,101.589996,98.220001,99.629997,2293870,31.826139
2007-05-09,99,102.190002,98.5,101.870003,2166575,32.541695
2007-05-10,103,103.580002,100.82,101.360001,1980135,32.378773
2007-05-11,101.199997,103.169998,99.099998,102.379997,1811485,32.704609
2007-05-14,103.800003,107.779999,103.199997,107.160004,4505890,34.231548
2007-05-15,107.739998,110.190002,106.040001,109.370003,4925935,34.937515
2007-05-16,109,111.760002,107.220001,111.330002,6036830,35.563629
2007-05-17,111.610001,113.599998,104.400002,112.129997,4395660,35.81918
2007-05-18,110,113,108.5,110,3185140,35.138767
2007-05-21,110.629997,112.980003,110.629997,112.040001,4249045,35.790432
2007-05-22,112.599998,112.800003,110.300003,110.849998,3475695,35.410294
2007-05-23,111.400002,113.900002,104.199997,112.07,12630750,35.800011
2007-05-24,110.800003,111.900002,106.029999,107.190002,7129495,34.241131
2007-05-25,108,108,105.029999,106.730003,2859470,34.094189
2007-05-28,106.010002,108.800003,106.010002,107.519997,3149240,34.34655
2007-05-29,107.989998,108.580002,105.620003,106,1845510,33.860996
2007-05-30,106.400002,106.989998,103.599998,104.900002,2159125,33.509605
2007-05-31,106.400002,108.800003,104.860001,107.169998,4526950,34.234741
2007-06-01,106.199997,109.599998,106.199997,107.349998,2589820,34.292236
2007-06-04,108,109.599998,106,106.660004,1598930,34.071823
2007-06-05,106.599998,108.800003,105.599998,107.489998,1992165,34.336964
2007-06-06,106.099998,107.5,101.410004,101.959999,4498405,32.570446
2007-06-07,101.760002,102.389999,100.32,101.080002,4103710,34.308258
2007-06-08,101.599998,101.599998,98.400002,99.919998,2833980,33.914536
2007-06-11,101.589996,101.639999,99.410004,101.239998,2842205,34.36256
2007-06-12,101.980003,101.980003,98,98.68,3065935,33.493656
2007-06-13,99.019997,99.790001,97,97.349998,2926905,33.042225
2007-06-14,102,102,97.059998,97.849998,2008060,33.211937
2007-06-15,98.400002,99.559998,97.400002,98.349998,2355045,33.381641
2007-06-18,100,101,97.550003,97.830002,1030810,33.205151
2007-06-19,99.199997,101.199997,97.629997,100.93,2645065,34.257343
2007-06-20,103,103.519997,101.400002,102.849998,4681260,34.909019
2007-06-21,103.800003,106.400002,102.459999,105.519997,3808140,35.815266
2007-06-22,106.480003,106.480003,102.900002,103.459999,2356180,35.116066
2007-06-25,103,104.580002,101.339996,103.010002,2229795,34.963329
2007-06-26,104.379997,105.220001,102.239998,104.910004,3064890,35.608227
2007-06-27,105.080002,105.599998,104,105.220001,3177700,35.71344
2007-06-28,105.07,106.599998,102.050003,102.610001,2980245,34.827564
2007-06-29,103.989998,110.080002,101.400002,108.25,5104655,36.741875
2007-07-02,110,110.400002,105,105.660004,3206705,35.862785
2007-07-03,106.599998,109.339996,106.300003,108.589996,4463450,36.857277
2007-07-04,108.199997,109.739998,104.230003,106.889999,2550950,36.280266
2007-07-05,109.449997,109.449997,105,105.809998,3228690,35.9137
2007-07-06,104.25,107.160004,104.25,104.849998,2141815,35.587864
2007-07-09,106,109.169998,105,108.800003,3062840,36.928555
2007-07-10,109.400002,109.559998,107.199997,107.75,1906510,36.57217
2007-07-11,107.199997,107.959999,104.709999,105.959999,1813370,35.964607
2007-07-12,107,109.190002,106.800003,108.220001,2820950,36.731693
2007-07-13,108.410004,111.599998,108.410004,110.650002,4854285,37.556473
2007-07-16,111,115.779999,110.040001,114.510002,5486195,38.866627
2007-07-17,114.510002,118,114,114.739998,7091710,38.944691
2007-07-18,114.900002,115.279999,111.010002,112.330002,3645075,38.126698
2007-07-19,112.639999,116.779999,112.639999,116.080002,3715100,39.399506
2007-07-20,117.769997,118.800003,113.620003,114.5,4664630,38.863224
2007-07-23,114.599998,115.199997,112,113.260002,1852060,38.442348
2007-07-24,114,118.18,112.239998,112.900002,3676280,38.320168
2007-07-25,114,114.599998,109.300003,110.68,3844490,37.566654
2007-07-26,110.400002,110.669998,103.260002,104.949997,7064185,35.621799
2007-07-27,104.949997,104.949997,98.879997,99.910004,11045320,33.911137
2007-07-30,101.959999,103,99.080002,100.839996,5197955,34.226795
2007-07-31,101.980003,103.599998,97.279999,103.019997,8545625,34.966732
2007-08-01,102.400002,102.400002,97,97.379997,3621545,33.052414
2007-08-02,97.300003,100.800003,97.209999,98.970001,2760510,33.592087
2007-08-03,101.900002,101.900002,99.419998,99.760002,1512405,33.860226
2007-08-06,98,101.400002,96,100.690002,3475970,34.17588
2007-08-07,101,103,100.260002,100.769997,2865400,34.203037
2007-08-08,103,104.599998,102,104.239998,3235015,35.380814
2007-08-09,105.080002,106.360001,101.800003,102.449997,2505320,34.773251
2007-08-10,100.080002,100.199997,96.419998,99.459999,3363970,33.758404
2007-08-13,100,101.800003,99.620003,100.300003,2272790,34.04351
2007-08-14,101.400002,101.779999,100,100.879997,2070225,34.240372
2007-08-16,100.400002,100.400002,96,96.519997,5821670,32.760513
2007-08-17,96.199997,98,94.239998,96.230003,4144445,32.662086
2007-08-20,99.199997,99.879997,97.699997,98.089996,1723215,33.2934
2007-08-21,98.5,99.389999,95.230003,95.769997,1211100,32.505947
2007-08-22,96.980003,96.980003,89.410004,91.989998,6738280,31.222958
2007-08-23,93.010002,96,89.599998,90.059998,5749755,30.567881
2007-08-24,90.059998,92.400002,88.620003,90.099998,8784215,30.581455
2007-08-27,92,93,91.239998,92.650002,3144380,31.446972
2007-08-28,93.400002,94.480003,92,93.68,2381715,31.796572
2007-08-29,92,93.339996,90.940002,92.589996,2101790,31.426605
2007-08-30,94,94.989998,92.540001,93.68,3815340,31.796572
2007-08-31,93,97.379997,93,96.860001,3179240,32.875912
2007-09-03,98,98.599998,96.629997,98.089996,2435235,33.2934
2007-09-04,96.25,99,96.25,97.629997,1214750,33.137268
2007-09-05,98.199997,98.769997,97.019997,97.580002,1535560,33.1203
2007-09-06,96.199997,98.480003,94.440002,98.099998,967640,33.296795
2007-09-07,98.599998,99.660004,97.599998,97.989998,1385380,33.259453
2007-09-10,98,98.959999,96.800003,98.669998,1090035,33.490257
2007-09-11,99,100.610001,98,98.449997,1981030,33.415588
2007-09-12,99.699997,99.959999,97.040001,97.459999,1327230,33.079563
2007-09-13,98,99.580002,97.459999,99.18,3050570,33.663368
2007-09-14,98,100.879997,98,98.260002,2496780,33.351101
2007-09-17,98,98.5,97.059998,97.470001,1073860,33.082954
2007-09-18,97.470001,98.980003,96.300003,98.449997,1721490,33.415588
2007-09-19,100,103.889999,100,103.010002,4456790,34.963329
2007-09-20,103.599998,104.400002,101.629997,102.230003,2548585,34.698586
2007-09-21,101.279999,103.800003,101.279999,102.669998,1890240,34.847927
2007-09-24,107.519997,108.480003,103.879997,107.879997,3523370,36.616287
2007-09-25,108,108.480003,105.199997,105.720001,1635305,35.883152
2007-09-26,106,108,104.400002,107.169998,4416455,36.375305
2007-09-27,106,108.879997,105.040001,106.75,3306275,36.232754
2007-09-28,103.43,109.080002,103.43,108.510002,2988750,36.830124
2007-10-01,103.050003,110,103.050003,107.93,1959755,36.633266
2007-10-03,108.400002,109.510002,105.599998,107.279999,1451035,36.41264
2007-10-04,106.019997,107.5,104.800003,107.040001,2368035,36.331184
2007-10-05,107,108,103.800003,104.75,2042740,35.553917
2007-10-08,104.400002,107,100.120003,101.110001,1421615,34.318436
2007-10-09,100,103,99.019997,101.589996,4915605,34.481354
2007-10-10,102.059998,104.800003,100.5,101.489998,5494425,34.447411
2007-10-11,100,103,100,102.300003,2066010,34.722343
2007-10-12,102,104.779999,100.900002,102.290001,3490715,34.718952
2007-10-15,102,105.480003,102,105.18,3692615,35.699863
2007-10-16,105.139999,108.800003,104.629997,107.959999,3273015,36.64344
2007-10-17,106,106,98,103.449997,3880125,35.112671
2007-10-18,104,105.559998,96,97.360001,2674515,33.045628
2007-10-19,94.220001,98.800003,93.620003,94.360001,2311415,32.027374
2007-10-22,96,96,91.599998,95.190002,1616095,32.30909
2007-10-23,97,105.400002,96.400002,102.779999,5148445,34.885265
2007-10-24,104,104.989998,100.860001,102.540001,3498245,34.803806
2007-10-25,102.199997,106.599998,101.019997,104.660004,6038120,35.523365
2007-10-26,103,107.599998,102.010002,104.82,4228725,35.577675
2007-10-29,108,110,104.900002,107.809998,7900530,36.592533
2007-10-30,106.610001,108.199997,100.879997,102.169998,15676425,34.678219
2007-10-31,102.199997,106,100.019997,104.989998,4899950,35.635376
2007-11-01,104.989998,109.599998,104.989998,107.25,9154135,36.402458
2007-11-02,106,110.800003,104,108.339996,5360105,36.772419
2007-11-05,107.419998,114.400002,107.419998,111.389999,6073020,37.80764
2007-11-06,112,114.400002,107.400002,109.800003,4712500,37.267971
2007-11-07,110,111.980003,108,109.660004,3137750,37.220459
2007-11-08,109,109.599998,106,106.440002,1219760,36.127533
2007-11-12,109,109,101.599998,107.519997,2461285,36.494099
2007-11-13,107,110.080002,106.010002,109.730003,2400820,37.244213
2007-11-14,110,121.989998,110,120.32,10150555,40.838638
2007-11-15,120.199997,124,117,118.669998,4763710,40.278595
2007-11-16,118,121.989998,116,120.510002,2431310,40.90313
2007-11-19,123.599998,126.5,121,122.559998,5449070,41.598923
2007-11-20,120.019997,124,115.82,117.779999,3311160,39.976513
2007-11-21,115.220001,118.959999,110,110.610001,2749540,37.542904
2007-11-22,110.610001,118.800003,108,114.739998,3758920,38.944691
2007-11-23,118,120.199997,110.599998,116.360001,5229950,39.494549
2007-11-26,117,121.989998,117,119.910004,2573960,40.699478
2007-11-27,118.199997,120.400002,116.800003,119.690002,2406700,40.624805
2007-11-28,120.400002,121.699997,116.010002,116.529999,2030095,39.552246
2007-11-29,117.599998,120,117.599998,118.540001,2231060,40.23447
2007-11-30,119,124,119,120.889999,3407855,41.032101
2007-12-03,124,128,121.629997,125.639999,4225420,42.644333
2007-12-04,126.900002,132.399994,126.199997,128.779999,5510730,43.710102
2007-12-05,128,130,127,128.899994,2257530,43.750832
2007-12-06,128,131.600006,124.019997,125.889999,1853770,42.729195
2007-12-07,128,129,123.199997,126.669998,1731395,42.993931
2007-12-10,128,131.399994,124,130.509995,2308360,44.297287
2007-12-11,130.410004,135.179993,130.399994,133.630005,5080470,45.356277
2007-12-12,133,137,130,133.899994,4960720,45.447914
2007-12-13,134,140,134,137.610001,4937830,46.707153
2007-12-14,138.199997,139.399994,134.820007,135.960007,2231705,46.147118
2007-12-17,136,136,128,128.949997,1398130,43.767803
2007-12-18,133.940002,133.940002,125.279999,127,1230160,43.105949
2007-12-19,128,129.600006,123,124.860001,1351720,42.379589
2007-12-20,124.300003,126.800003,123.050003,124.309998,1324265,42.192909
2007-12-24,125.540001,134.600006,125.540001,132.899994,2540980,45.108498
2007-12-26,133.050003,134.800003,130.699997,133.660004,2203485,45.366459
2007-12-27,133.009995,134,128.429993,132.070007,2700565,44.826786
2007-12-28,133,135.800003,130.399994,134.490005,2821195,45.648178
2007-12-31,132,136.779999,131.800003,132.899994,2475815,45.108498
2008-01-01,133.399994,136.399994,132.419998,134.259995,1696025,45.570107
2008-01-02,134.600006,143.990005,134.600006,142.270004,6694835,48.288837
2008-01-03,141.779999,144,138.020004,140.460007,2991640,47.674492
2008-01-04,141.600006,142.899994,139.199997,139.910004,1650965,47.487816
2008-01-07,136.399994,140.380005,136.399994,137.729996,2348960,46.747883
2008-01-08,139.800003,140.160004,134.600006,136.470001,2298640,46.320217
2008-01-09,136.979996,136.979996,132.399994,133.850006,3734205,45.430946
2008-01-10,134.960007,136,127.599998,130.119995,2955285,44.164925
2008-01-11,131.600006,131.990005,127,130.740005,1855400,44.37537
2008-01-14,131.800003,134.580002,130.199997,132.979996,2651440,45.135643
2008-01-15,133,137.399994,132,132.850006,1743725,45.09153
2008-01-16,132.850006,132.940002,126.599998,129.089996,3054080,43.815315
2008-01-17,130,133.300003,128.410004,132.070007,2054145,44.826786
2008-01-18,130.020004,132.399994,125.239998,128.369995,5665460,43.570942
2008-01-21,128,128,112.199997,120.629997,2808055,40.943855
2008-01-22,118,136,97.400002,114,1728905,38.693516
2008-01-23,110,128,110,120.029999,3031115,40.740204
2008-01-24,121.199997,127,117.599998,123.82,3309515,42.026592
2008-01-25,125,134.399994,125,133.570007,3057930,45.335915
2008-01-28,131.029999,138,123,136.889999,2514945,46.462776
2008-01-29,137.600006,139.800003,130,133.190002,4016380,45.206928
2008-01-30,133.399994,135,130.199997,134.149994,3958680,45.532764
2008-01-31,135,138,127.599998,129.270004,5643675,43.876415
2008-02-01,130,132.479996,124.400002,129.779999,1594430,44.049522
2008-02-04,131.399994,142,131.399994,140.320007,3727320,47.626976
2008-02-05,141,142.800003,137.399994,138.960007,2578430,47.165367
2008-02-06,134.990005,137.740005,130.410004,132.979996,2704660,45.135643
2008-02-07,134.399994,135.160004,124.400002,126.169998,3139435,42.824226
2008-02-08,126.199997,128.399994,122.410004,126.860001,3542380,43.058422
2008-02-11,126,127.800003,118.599998,121.830002,2435335,41.351151
2008-02-12,123.800003,127.199997,117.400002,119.580002,2240765,40.587463
2008-02-13,119.519997,123.389999,119.209999,120.470001,1823505,40.889545
2008-02-14,123.800003,134,122.699997,123.910004,2261460,42.05714
2008-02-15,122,124.980003,120.400002,124.220001,1725840,42.162365
2008-02-18,125,127.5,123.050003,124.040001,1695315,42.101269
2008-02-19,125.980003,126.199997,123.199997,124.629997,2272560,42.301525
2008-02-20,122.790001,124.400002,121.260002,122.669998,2580465,41.636269
2008-02-21,124,125,110.239998,116.510002,4859665,39.545456
2008-02-22,115,117.089996,113.199997,115.769997,2693685,39.294285
2008-02-25,117,117.599998,112.510002,116.07,1674210,39.396114
2008-02-26,116,118.190002,116,117.139999,1073040,39.759289
2008-02-27,123.940002,123.940002,118,119.510002,2956295,40.563702
2008-02-28,119.190002,119.800003,114.199997,115.089996,4107730,39.063484
2008-02-29,115.199997,122.959999,108.400002,120.669998,8414435,40.957428
2008-03-03,117.800003,117.800003,108,109.029999,5561185,37.006618
2008-03-04,109.660004,111.779999,100.599998,103.610001,4905605,35.166981
2008-03-05,105,107.199997,100.459999,104.43,5972835,35.445305
2008-03-07,104.43,104.43,98.099998,99.720001,2752160,33.846645
2008-03-10,99.720001,105.18,96.599998,102.220001,3575240,34.695187
2008-03-11,101.599998,105.779999,100.199997,101.690002,4980520,34.515301
2008-03-12,104.400002,105.559998,97.400002,98.800003,4389375,33.534386
2008-03-13,98,98,92.199997,95.190002,2662035,32.30909
2008-03-14,95.199997,97.599998,92.800003,94.349998,3285370,32.023979
2008-03-17,93,93.400002,88.800003,91.870003,3320955,31.182224
2008-03-18,91.800003,93.099998,90.199997,92.169998,4271460,31.284046
2008-03-19,93.720001,96.980003,88.650002,92.300003,4244895,31.328176
2008-03-24,94.400002,97.769997,91.400002,96.940002,2368730,32.903069
2008-03-25,98,103.199997,98,101.779999,2798515,34.545845
2008-03-26,102,106.400002,100.400002,104.379997,3540945,35.428329
2008-03-27,103.099998,106.400002,102.400002,104.650002,2997545,35.519974
2008-03-28,105.199997,106.800003,99.629997,106.059998,4162000,35.99855
2008-03-31,104.199997,105,100,102.050003,3152280,34.637489
2008-04-01,103.599998,103.599998,98.019997,99.720001,2367370,33.846645
2008-04-02,111.459999,111.459999,100.099998,100.93,1604230,34.257343
2008-04-03,101.400002,101.959999,94.849998,100.32,2468855,34.050301
2008-04-04,102,102,97.400002,98.279999,3321220,33.357887
2008-04-07,98,103.959999,96.419998,102.75,3074985,34.87508
2008-04-08,102.599998,103.800003,100.599998,102.980003,2441800,34.953144
2008-04-09,102.800003,104.779999,101.050003,103.650002,2378210,35.180557
2008-04-10,103.599998,104.400002,100.029999,101.43,2118865,34.427052
2008-04-11,101.959999,102.949997,101.040001,101.82,1233930,34.559425
2008-04-15,102.18,104.580002,100.449997,103.900002,1048870,35.265411
2008-04-16,104.599998,105.379997,104,104.459999,1051125,35.455486
2008-04-17,103,107.360001,103,105.599998,1730855,35.842419
2008-04-21,105.300003,108.199997,104.199997,107.870003,1367095,36.6129
2008-04-22,107.870003,109.18,106.43,108.050003,1285805,36.673996
2008-04-23,106.040001,109,106.040001,108.599998,2047600,36.860672
2008-04-24,109,109.959999,105.800003,108.650002,2155320,36.877644
2008-04-25,109,112.360001,108.099998,111.339996,1775815,37.790672
2008-04-28,111.400002,111.900002,109.080002,110.699997,594680,37.573448
2008-04-29,110.010002,116,109.199997,113.010002,3523815,38.357494
2008-04-30,114.779999,115.199997,109.43,110.080002,1887405,37.363007
2008-05-02,109.790001,113.389999,107.610001,108.339996,3785035,36.772419
2008-05-05,109.779999,109.779999,105.220001,106.080002,1757340,36.005344
2008-05-06,106,107.690002,104.400002,107.260002,2244530,36.405849
2008-05-07,106.400002,108.779999,105.699997,107.889999,1280585,36.619682
2008-05-08,105,107.800003,104.199997,106.43,2015465,36.124134
2008-05-09,106,106.400002,100.019997,101.239998,3481500,34.36256
2008-05-12,101.199997,105,99.599998,103.470001,1433345,35.119461
2008-05-13,104,105.589996,97.599998,99.43,1653760,33.748215
2008-05-14,99.5,102.18,98.400002,101.68,2614835,34.511909
2008-05-15,102.800003,107.980003,100,107.43,14680535,36.463551
2008-05-16,111.989998,114.959999,108,114.370003,13559435,38.819107
2008-05-20,114.32,114.32,110.269997,113.279999,1949690,38.449139
2008-05-21,112,112.400002,109.599998,111.639999,2359250,37.892498
2008-05-22,111,111,106.5,107.489998,3686335,36.483913
2008-05-23,107.400002,108.779999,102.040001,102.830002,2495730,34.902233
2008-05-26,102.400002,102.400002,99.199997,100.160004,2607415,33.995995
2008-05-27,100.599998,104,97.449997,98.169998,3708860,33.320549
2008-05-28,99.019997,104,98.010002,101.849998,2140595,34.569603
2008-05-29,101.559998,102.400002,98.629997,99.959999,3754550,38.892269
2008-05-30,100.260002,101.379997,96.25,97.410004,2310870,37.900124
2008-06-02,98,99.779999,95.059998,95.940002,2951695,37.328171
2008-06-03,94,95.800003,92.639999,94.379997,1434610,36.72121
2008-06-04,94.800003,95.879997,92.199997,93.120003,2258090,36.230976
2008-06-05,94,94,89.029999,90.620003,3550350,35.258278
2008-06-06,92.599998,92.599998,87.300003,89.769997,5195225,34.927559
2008-06-09,86,90,83.199997,89.480003,3595445,34.814732
2008-06-10,88,90.169998,87.050003,89.519997,2436585,34.830288
2008-06-11,90.199997,91,89.010002,89.57,2093700,34.849743
2008-06-12,88.400002,92.550003,84.849998,89.959999,2868040,35.001488
2008-06-13,84.199997,92.599998,84.199997,87.269997,3443840,33.954865
2008-06-16,91,91.980003,88.400002,91,2286115,35.406128
2008-06-17,91,94.580002,89.419998,94.239998,4693585,36.66674
2008-06-18,95,95.599998,91.239998,91.540001,3023830,35.616226
2008-06-19,88.199997,90.900002,86.300003,87.019997,4545225,33.85759
2008-06-20,90.980003,90.980003,85.110001,86.150002,3282395,33.519093
2008-06-23,84.800003,85.800003,82.309998,84.220001,2009035,32.768173
2008-06-24,84.220001,86.18,82.839996,84.18,2662840,32.752609
2008-06-25,81.599998,85.900002,78.699997,84.529999,4943420,32.888786
2008-06-26,84.800003,86.940002,82.849998,84.900002,4317925,33.032745
2008-06-27,83.489998,83.489998,79.199997,80.410004,3076530,31.285784
2008-06-30,80,80.980003,73.400002,74.650002,4009930,29.044695
2008-07-01,76,76,69,70.18,2757960,27.305513
2008-07-02,70.18,80.800003,66.019997,77.389999,4367680,30.110771
2008-07-03,74.419998,79.68,72.18,76.879997,5356900,29.912334
2008-07-04,77.959999,78.519997,74.519997,77.690002,3013485,30.227493
2008-07-07,79.779999,81,76.099998,77.239998,1914250,30.052404
2008-07-08,74.400002,78.959999,73.620003,74.93,3891260,29.153637
2008-07-09,76.599998,79.540001,76.199997,77.379997,2234755,30.106878
2008-07-10,76.199997,79.580002,75.989998,79.239998,2895005,30.830563
2008-07-11,79.800003,82.269997,78.220001,79.150002,3716405,30.795549
2008-07-14,79.150002,81.800003,77.419998,81.029999,1963625,31.527018
2008-07-15,77,80,77,78.669998,3203640,30.608789
2008-07-16,79,80.580002,77.260002,78.400002,2269575,30.503735
2008-07-17,79.629997,83,79.199997,82.410004,2706810,32.063942
2008-07-18,83.980003,89,81.800003,88.220001,2545025,34.324482
2008-07-21,88,93,88,91.900002,3930905,35.756294
2008-07-22,93,95.779999,92.400002,94.029999,3739650,36.58503
2008-07-23,98,102.529999,96,101.769997,5297945,39.5965
2008-07-24,102.400002,103.599998,95.129997,96.410004,4075775,37.511044
2008-07-25,94.410004,99,92.400002,97.779999,3193645,38.044071
2008-07-28,98.400002,99.800003,95.599998,98.209999,3179350,38.21138
2008-07-29,96,98.379997,89.32,90.410004,5245195,35.176571
2008-07-30,94.970001,95.300003,91.800003,92.989998,6625180,36.180386
2008-07-31,94,94.800003,89.199997,90.349998,4041720,35.153225
2008-08-01,85.110001,97.800003,85.110001,96.739998,4297120,37.639435
2008-08-04,97.760002,99.989998,95.099998,98.349998,3028225,38.26585
2008-08-05,98.349998,102.400002,97.620003,102.099998,5535910,39.724888
2008-08-06,103,108.580002,98.199997,99.199997,8062525,38.596565
2008-08-07,99.599998,102.959999,99.239998,100.449997,3260360,39.082912
2008-08-08,101.360001,101.360001,96.400002,99.970001,3887090,38.896156
2008-08-11,102,105.860001,100.800003,103.360001,4487585,40.215134
2008-08-12,104.400002,104.400002,98.639999,99.599998,3388395,38.752205
2008-08-13,98,100.940002,97.239998,100.040001,4001800,38.923393
2008-08-14,100.199997,100.199997,91.779999,93.18,3528510,36.254318
2008-08-18,93,94.779999,90.629997,93.82,3525015,36.50333
2008-08-19,92.32,93.559998,90.809998,91.68,5161130,35.670696
2008-08-20,92.800003,93.760002,91.739998,93.029999,2178190,36.195953
2008-08-21,93.199997,93.360001,88.620003,89.279999,2391665,34.736908
2008-08-22,89.400002,90,87.440002,88.93,2581630,34.600731
2008-08-25,90.599998,93,89.400002,90.290001,1972655,35.129879
2008-08-26,88.800003,91.980003,88.220001,91.550003,2032215,35.620121
2008-08-27,92.5,92.889999,91.199997,92.120003,3613260,35.841896
2008-08-28,92.120003,92.379997,88.830002,89.949997,2629040,34.997589
