"Date","INFY.NS.Open","INFY.NS.High","INFY.NS.Low","INFY.NS.Close","INFY.NS.Volume","INFY.NS.Adjusted"
2009-11-26,611.25,611.349976,591.75,598.362,3821920,394.742371
2009-11-27,589,598.75,576.775024,581.963013,4084644,383.924072
2009-11-30,588.150024,598.224976,587.562012,594.838013,3504508,392.417786
2009-12-01,606.75,606.75,588.75,598.937988,3255540,395.122528
2009-12-02,601.224976,602,589.5,598.849976,3705012,395.064392
2009-12-03,600.5,604.75,591.025024,594.237,3672240,392.02121
2009-12-04,595.5,605.875,592.562012,595.900024,3859360,393.118256
2009-12-07,598.724976,606.612,593.75,597.650024,3444948,394.272797
2009-12-08,599.924988,612.75,595.036987,611.625,4305896,403.492096
2009-12-09,607.5,615.5,605.536987,614.138,3835032,405.150055
2009-12-10,616.112,616.112,607.525024,613.237,2258724,404.555664
2009-12-11,616.25,622.161987,612.888,615.187988,3420216,405.842651
2009-12-14,613.75,629.5,612.513,624.687988,4594888,412.109955
2009-12-15,622.5,628.75,621.299988,626.513,4373424,413.313812
2009-12-16,626.5,639,621.650024,636.224976,4581536,419.720947
2009-12-17,636.25,642.987,633.799988,639.75,4301544,422.046295
2009-12-18,641,641,627.25,631.487,5590388,416.595245
2009-12-21,620.713013,636.200012,619.187988,627.525024,4383004,413.981476
2009-12-22,629.974976,632.525024,624.200012,625.599976,2881084,412.711548
2009-12-23,627.75,648.75,627.75,645.937988,5354328,426.128693
2009-12-24,648.474976,650,640.036987,647.950012,2791572,427.455933
2009-12-29,649.424988,650.474976,640.825012,644.286987,3140972,425.039459
2009-12-30,641.775024,652.5,640.924988,645,2485200,425.509766
2009-12-31,646.25,653.5,646.25,650.275024,4627624,428.989838
2010-01-04,651.174988,657.5,648.825012,653.150024,2034632,430.886383
2010-01-05,655,657.674988,650.025024,655.338013,3447764,432.329834
2010-01-06,670.75,670.75,643.775024,645.775024,3408644,426.021118
2010-01-07,646.650024,646.650024,629.549988,631.263,5446300,416.44751
2010-01-08,629.75,630.825012,614.5,616.049988,6324656,406.411285
2010-01-11,618.775024,626.174988,618.5,622.411987,3924828,410.608429
2010-01-12,625,648.5,625,646.737,12429840,426.655701
2010-01-13,619.213013,673.75,619.213013,670.875,9852020,442.579651
2010-01-14,669.75,675.724976,662.549988,672.437988,4206952,443.610809
2010-01-15,672.437988,673.125,663.536987,668.950012,2524752,441.309753
2010-01-18,665.75,672.5,664,671.661987,3070044,443.098846
2010-01-19,670,672,657.025024,658.974976,2918756,434.729218
2010-01-20,662.161987,668.299988,659.5,664.424988,3045996,438.324554
2010-01-21,660.75,666.174988,650,656.299988,3341396,432.964478
2010-01-22,650,652.5,638,643.900024,6743248,424.784149
2010-01-25,637.5,642.487,629.5,635.575012,3249356,419.292023
2010-01-27,658.75,658.75,621.286987,625.562012,4920428,412.686462
2010-01-28,628.25,638.724976,619.875,622.937988,6366436,410.955383
2010-01-29,613.099976,625,601.200012,618.875,7506140,408.274994
2010-02-01,611.75,632.5,597.525024,612.812012,6154392,404.275208
2010-02-02,625.25,625.25,605.411987,609.987,4944692,402.41153
2010-02-03,612.5,625,612.5,618.299988,3202804,407.895721
2010-02-04,616.25,617.5,603.125,607.263,3088204,400.614624
2010-02-05,597.599976,599.612,582.25,588.174988,6772436,388.022003
2010-02-08,593.724976,610.5,586.125,600.900024,4626240,396.416809
2010-02-09,601,620.5,598.562012,618.450012,5193696,407.994629
2010-02-10,622.75,624.049988,612,616.737,3593992,406.864594
2010-02-11,618.25,629.536987,617.5,624.612,3226944,412.059784
2010-02-15,626.75,635.599976,618.713013,624.661987,4475064,412.092773
2010-02-16,625,637.75,622.062012,635.362,2209048,419.151581
2010-02-17,637.549988,641.599976,628.400024,629.661987,3995592,415.391235
2010-02-18,630.75,636.75,628,633.411987,1860848,417.865143
2010-02-19,631.224976,636.125,626.286987,633.099976,2999496,417.659332
2010-02-22,638.775024,647.924988,638.775024,642.088013,2927700,423.588806
2010-02-23,639.525024,647.25,638.75,645.325012,1893016,425.724182
2010-02-24,642,649.575012,637.75,644.075012,2713508,424.899597
2010-02-25,642.650024,657.424988,642.650024,654.338013,4364784,431.670135
2010-02-26,654.75,657.5,645.525024,650.487,5273184,429.129669
2010-03-02,657.888,662.687988,655.661987,660.25,4267328,435.570313
2010-03-03,662.775024,669.125,658.161987,666.562012,2952488,439.734497
2010-03-04,665.5,666,651,655.950012,3377620,432.733673
2010-03-05,658.474976,660,653.263,658.924988,2492404,434.696167
2010-03-08,663.25,669.838013,659.525024,664.888,4332496,438.630066
2010-03-09,662.513,675.375,654.463013,670.987,3979376,442.653595
2010-03-10,668.724976,672.862,662.5,664.812012,3665476,438.579865
2010-03-11,666.25,673.75,662.5,670.737,2149212,442.488647
2010-03-12,674.974976,676,664.075012,668.312012,1588460,440.888794
2010-03-15,663.599976,678.125,659,675.312012,5291428,445.506866
2010-03-16,675,686.237,670.575012,683.088013,2940672,450.636688
2010-03-17,683.75,688.424988,678.25,684.575012,3176000,451.617615
2010-03-18,685,698.474976,685,696.900024,4461524,459.748535
2010-03-19,695.025024,698.75,690.013,693.088013,6291272,457.233673
2010-03-22,688.025024,694.25,685.724976,689.349976,2054264,454.76767
2010-03-23,692.513,699.75,691.036987,693.875,2396280,457.75296
2010-03-25,692.75,717.5,687.713013,703.487,7603764,464.093903
2010-03-26,704,706.25,690.75,693.713013,4552840,457.646057
2010-03-29,689.5,692.5,675.062012,679.161987,6990852,448.046722
2010-03-30,678.75,678.75,657.650024,661.025024,5324968,436.081573
2010-03-31,663.474976,669.174988,651.650024,653.987,6535052,431.438507
2010-04-01,655.049988,669.5,655,667.612,4093500,440.427094
2010-04-05,669.75,672.5,659.5,669.487,3659308,441.664032
2010-04-06,670.5,671.25,661.312012,662.812012,2674404,437.260315
2010-04-07,663.888,668.700012,654.349976,660.937988,4190440,436.0242
2010-04-08,660,669.474976,657.5,665.937988,3613992,439.322754
2010-04-09,667.5,674.424988,666.25,669.049988,4130156,441.375641
2010-04-12,671.474976,674.5,663.013,670.775024,4162824,442.513763
2010-04-13,672.5,698.463013,658.75,695.474976,28817700,458.808441
2010-04-15,697,706.174988,689.825012,700.400024,11197564,462.057556
2010-04-16,698.025024,702.25,692.763,697.150024,3122172,459.913483
2010-04-19,693.661987,693.661987,684,687.974976,4377448,453.860657
2010-04-20,691.375,697.487,680,681.825012,4771064,449.803497
2010-04-21,685.75,687.437988,675.075012,678.112,3248144,447.353912
2010-04-22,677,690.713013,673.25,679.599976,3489072,448.335663
2010-04-23,683.75,688.424988,679.213013,681.737,2944168,449.745422
2010-04-26,682.525024,688.5,681.263,684.737,2227144,451.724487
2010-04-27,682.275024,685.599976,681.599976,684.362,1640128,451.477112
2010-04-28,677.525024,682.987,672.775024,674.875,2772248,445.218475
2010-04-29,674.75,683.224976,668.75,677.286987,5659980,446.809692
2010-04-30,678,689.700012,669.275024,684.536987,4033512,451.592621
2010-05-03,677,678.737,670.5,673.724976,2704476,444.459808
2010-05-04,676.25,676.5,663.875,666.536987,3288104,439.717896
2010-05-05,662.349976,677,652.5,673.25,6061040,444.146423
2010-05-06,672.575012,672.575012,661.388,664.536987,3904180,438.398438
2010-05-07,659.525024,661.338013,651.763,654.213013,4492196,431.587708
2010-05-10,655,670.950012,655,668.924988,2817704,441.293274
2010-05-11,667.450012,668.625,659,665.187988,2901412,438.828003
2010-05-12,664,674.724976,663.062012,670.424988,4592588,442.282745
2010-05-13,671,680.75,665.312012,676.536987,2461940,446.314972
2010-05-14,677.5,681.75,657.5,662.974976,3412248,437.36792
2010-05-17,658.75,662.013,644.013,654.088013,4085412,431.505249
2010-05-18,665,665,645.513,657.299988,3572300,433.624146
2010-05-19,656.5,663.088013,648.362,650.713013,5969620,429.278748
2010-05-20,653,658.638,646.625,650.187988,3254436,428.932373
2010-05-21,642,652,639.588013,645.437988,3563600,425.798828
2010-05-24,652.75,657.5,644.812012,650.099976,3593052,428.874298
2010-05-25,646.713013,646.713013,627.525024,633.349976,4419064,417.82428
2010-05-26,641.263,659.974976,639.062012,655.263,3934428,442.766693
2010-05-27,656.950012,666,648.775024,660.838013,5656348,446.533722
2010-05-28,667.513,671.099976,659.325012,669.362,3396996,452.293549
2010-05-31,683.75,683.75,656.138,664.5,3510376,449.008179
2010-06-01,663.75,664.375,654.400024,656.088013,2891444,443.324127
2010-06-02,658.75,662.987,656.025024,660.062012,3278572,446.009399
2010-06-03,665,676.450012,665,674.5,2758548,455.765259
2010-06-04,674.5,684.5,670.612,682.237,2475200,460.993225
2010-06-07,677.5,677.5,662.5,667.911987,3890976,451.31369
2010-06-08,667.911987,672.25,661.963013,663.625,3325572,448.416901
2010-06-09,667,667,654.125,656.237,2713560,443.424927
2010-06-10,656.299988,663.5,655.138,661.388,2593724,446.905457
2010-06-11,666.224976,672.724976,655.25,657.687988,4956432,444.405334
2010-06-14,662.525024,689.713013,662.525024,686.599976,4864424,463.941345
2010-06-15,686.625,695,680.525024,683.674988,3973156,461.964844
2010-06-16,688.724976,694.875,685.5,692.349976,2860032,467.826721
2010-06-17,694,695.950012,684,691.213013,2819620,467.05838
2010-06-18,676.963013,703.75,676.963013,696.549988,4178116,470.664703
2010-06-21,699.849976,704.700012,697.812012,700.200012,3582376,473.131012
2010-06-22,697.5,699.838013,690,691.775024,2381844,467.438141
2010-06-23,686.775024,701.237,679.463013,699.437988,2474044,472.616089
2010-06-24,703.599976,708.424988,695.763,705.674988,6158052,476.830475
2010-06-25,702.5,702.987,692.75,694.424988,1672832,469.228821
2010-06-28,692.5,704.25,692.5,702.25,1917084,474.516205
2010-06-29,698.263,703.400024,691.775024,698.388,1886536,471.906647
2010-06-30,694.5,702.161987,683,697.75,4724988,471.475616
2010-07-01,697.75,697.75,687.75,691.763,2923624,467.430115
2010-07-02,693.737,693.737,679,681.875,5584720,460.748657
2010-07-05,682.5,688,680,685.862,1808360,463.442688
2010-07-06,685.75,699.75,685.75,696.275024,2936300,470.478851
2010-07-07,699.900024,699.900024,691.299988,695.437988,2961696,469.913239
2010-07-08,701.5,711.599976,700.025024,707.125,3139096,477.810272
2010-07-09,709.525024,720.125,709.525024,718.450012,3929556,485.462708
2010-07-12,712.513,727.5,712.5,723.974976,4298620,489.196014
2010-07-13,717.5,718.763,695.25,699.187988,12751192,472.447083
2010-07-14,697.487,702.25,684.25,685.724976,7096964,463.350098
2010-07-15,687.237,694,685,689.900024,4164068,466.171234
2010-07-16,688.75,697.75,687.75,694.25,4102780,469.110504
2010-07-19,687.25,698.200012,683.937988,692.612,3523560,468.003815
2010-07-20,692.612,695.625,688.375,689.911987,2527368,466.179291
2010-07-21,691.825012,694.75,690,692.911987,1317240,468.206451
2010-07-22,691.187988,691.187988,681.763,688.625,4113476,465.309631
2010-07-23,696.75,717.513,691.25,696.612,2661548,470.706543
2010-07-26,697.5,702.5,697.5,701.112,2235408,473.747192
2010-07-27,700.75,708.5,700.75,707.200012,2546980,477.860962
2010-07-28,707.25,709.625,703,708.025024,1862584,478.418427
2010-07-29,706.200012,710,702.713013,708.286987,1806504,478.595398
2010-07-30,703.75,707.812012,690,697.099976,2236336,471.036224
2010-08-02,700,703.200012,695.286987,699.237,1907616,472.480316
2010-08-03,701.25,704.75,692.375,696.075012,1217292,470.343719
2010-08-04,697.5,723,697.5,718.625,4768012,485.580963
2010-08-05,720,726.700012,715.388,717.312012,3297148,484.693756
2010-08-06,715.25,723,713,715.950012,1838240,483.773499
2010-08-09,712.125,720.724976,704.062012,718.661987,2100772,485.605957
2010-08-10,717.5,717.5,703.75,707.263,2405992,477.903503
2010-08-11,708.5,714.474976,700,702.724976,2672400,474.837189
2010-08-12,699,699,688.5,693.174988,3486700,468.384094
2010-08-13,693.75,699.5,688.75,694.312012,2780904,469.152435
2010-08-16,690,694.5,687.5,690.474976,2596804,466.559692
2010-08-17,688.75,694.125,682.5,687.625,2570320,464.633942
2010-08-18,691.275024,704.875,689.536987,701.812012,3064072,474.220276
2010-08-19,703.75,706.25,696.987,701.150024,2413372,473.772919
2010-08-20,700.75,700.75,688.5,692.400024,2312412,467.860413
2010-08-23,693,702.5,690.325012,700.786987,2255916,473.52771
2010-08-24,697.25,697.25,688.799988,691.312012,2623776,467.125427
2010-08-25,690.5,698.487,688.987,692.724976,1751004,468.080048
2010-08-26,693.75,695.737,686.838013,691.411987,3917492,467.192841
2010-08-27,689.5,689.5,670.349976,677.474976,3486900,457.775513
2010-08-30,679.838013,684,666.575012,675.112,2390584,456.178772
2010-08-31,671.25,681,669.036987,678.463013,3861140,458.443115
2010-09-01,678.463013,696.125,677.062012,694.036987,5065900,468.966583
2010-09-02,699.75,703.5,686.474976,688.25,1701256,465.056396
2010-09-03,690.275024,701,690.275024,694.362,3803344,469.186188
2010-09-06,696.562012,710,696.400024,707.911987,3195596,478.342072
2010-09-07,710,718.224976,702.549988,716.237,4160636,483.967438
2010-09-08,714.25,721.650024,706.25,719.849976,4693248,486.408691
2010-09-09,717.525024,725,714.5,723.75,3795696,489.043884
2010-09-13,722.5,736.25,720.5,734.224976,3325244,496.121918
2010-09-14,737.650024,750,737.5,743.900024,4883572,502.659363
2010-09-15,743.75,765,742.25,763.213013,7172324,515.709351
2010-09-16,758.013,758.013,739.562012,741.487,3544492,501.028992
2010-09-17,741.487,753.125,739.849976,742.536987,4308244,501.738495
2010-09-20,743.75,754.5,743.75,752.150024,2512988,508.23407
2010-09-21,753.75,766.25,749.150024,764.786987,4611956,516.772949
2010-09-22,765.125,765.724976,748.612,753.575012,5403220,509.19693
2010-09-23,751.263,758.687988,743.263,755.724976,5590688,510.64975
2010-09-24,755.724976,764.674988,748.411987,762.275024,4395760,515.075623
2010-09-27,763.75,765,755.838013,758.150024,3605160,512.28833
2010-09-28,756.25,757.025024,750.25,754.150024,3104572,509.585541
2010-09-29,756.5,769.75,750.650024,757.763,4486460,512.026855
2010-09-30,761.737,768.75,751.862,762.625,6832908,515.312012
2010-10-01,762.75,777.513,756.575012,775.536987,4043256,524.036804
2010-10-04,778,790.5,765.638,769.612,3818320,520.033203
2010-10-05,768.75,777.75,767.5,771.174988,2594576,521.089355
2010-10-06,776.5,780.724976,769.150024,775.950012,2894264,524.315857
2010-10-07,772.25,774.375,760.5,763.362,3416836,515.81012
2010-10-08,765,771.411987,759.263,769.075012,3274080,519.670471
2010-10-11,770.075012,774.25,764.661987,768.612,2246916,519.357544
2010-10-12,768,771.237,762.575012,768.799988,2312812,519.484558
2010-10-13,770.25,791.200012,768.799988,788.213013,6512252,532.602051
2010-10-14,791.275024,807.237,789.049988,796.312012,4596688,538.074646
2010-10-15,800,809.5,765.286987,769.075012,12935180,519.670471
2010-10-18,770.125,779.724976,759.825012,776.763,6295548,524.865173
2010-10-19,773.674988,776.263,750.25,752.549988,7038856,508.504364
2010-10-20,752.450012,761.150024,747.5,754.650024,3546928,509.92334
2010-10-21,749.463013,759.599976,745.025024,758.612,4615960,519.484253
2010-10-22,751.312012,771.224976,750.75,763.286987,5672872,522.685669
2010-10-25,764.700012,768.724976,752.525024,754.786987,2612216,516.86499
2010-10-26,755,760.825012,750.674988,753.463013,3462936,515.958313
2010-10-27,750.5,752.5,741.799988,745.049988,4536348,510.197205
2010-10-28,746,758.224976,737.013,742.713013,9116076,508.596863
2010-10-29,747.25,749.5,736,742.924988,3443012,508.741974
2010-11-01,745.75,757.987,745.75,750.411987,2276472,513.86908
2010-11-02,750.5,758.150024,746.200012,756.763,2499252,518.218201
2010-11-03,757.987,761.187988,753.763,756.088013,1523768,517.755859
2010-11-04,761,771.25,758.237,769.286987,2757396,526.794312
2010-11-08,770.987,773,751.687988,753.974976,3006740,516.30896
2010-11-09,759.200012,768.75,757.5,764.950012,2633480,523.824463
2010-11-10,762,776.25,757.525024,770.661987,4864216,527.735962
2010-11-11,771,771,762.75,763.661987,2793196,522.942383
2010-11-12,759.5,759.687988,747.25,749.463013,3749728,513.219177
2010-11-15,750.75,761.237,744.400024,757.513,2925244,518.731689
2010-11-16,753,754.75,735.062012,742.737,4187568,508.613342
2010-11-18,747.25,757.963013,739.661987,750.987,3564112,514.262817
2010-11-19,746.888,752.174988,736.25,740.950012,2832396,507.389587
2010-11-22,742.838013,767,742.838013,760.924988,4390072,521.068176
2010-11-23,756.974976,764.700012,744.987,753.025024,2289936,515.658447
2010-11-24,755.974976,758.724976,737.562012,748.974976,2019444,512.884949
2010-11-25,751.388,777.75,751.388,766.088013,9165988,524.603821
2010-11-26,767.5,776,756.737,760.513,4757896,520.786011
2010-11-29,766.25,773.911987,762.786987,765.987,2482164,524.534485
2010-11-30,760.875,770.674988,753.049988,762.75,4536272,522.317932
2010-12-01,762.450012,766.625,758.75,763.099976,2312048,522.557556
2010-12-02,764,777.349976,758,774.625,3598680,530.449707
2010-12-03,776.75,786.974976,775.75,781.25,3323908,534.986328
2010-12-06,782.5,794.099976,781.5,785.849976,3011824,538.136353
2010-12-07,786.463013,798.75,785.049988,794.650024,3042748,544.162476
2010-12-08,789.75,791.025024,778.5,782.786987,3475556,536.038757
2010-12-09,786.25,795.525024,785.286987,787.862,3965564,539.514221
2010-12-10,786.25,790.5,779.450012,786.062012,3062560,538.281494
2010-12-13,787.25,789.099976,768.75,786.325012,3424540,538.46167
2010-12-14,790.924988,793.5,781.700012,789.661987,1966792,540.746765
2010-12-15,786.674988,802.25,786.674988,800.862,4127196,548.41626
2010-12-16,804.849976,825,802.5,823.325012,4254572,563.798706
2010-12-20,813.025024,840.950012,813,837.487,5673160,573.49646
2010-12-21,837.638,842.400024,827.763,832.312012,4029920,569.952759
2010-12-22,831.25,839.924988,828.437988,833.125,2963640,570.509583
2010-12-23,836,843,832.312012,841.974976,3115752,576.569702
2010-12-24,836.75,845.450012,835.513,842.536987,1810032,576.95459
2010-12-27,839.25,847.950012,839.25,844.224976,1845880,578.110474
2010-12-28,842.75,847.487,840.875,845.661987,1277220,579.094482
2010-12-29,845.25,853.75,842.775024,851.224976,1901460,582.903992
2010-12-30,852.5,863.5,850.5,861.737,4495844,590.102417
2010-12-31,858.25,862.75,851.286987,860.687988,2929864,589.384094
