"Date","TARAJEWELS.NS.Open","TARAJEWELS.NS.High","TARAJEWELS.NS.Low","TARAJEWELS.NS.Close","TARAJEWELS.NS.Volume","TARAJEWELS.NS.Adjusted"
2013-06-19,126.550003,131,126.5,126.75,226,125.33696
2013-06-20,125.050003,132,119,125.650002,4620,124.249222
2013-06-21,127.949997,130,125,125.050003,1632,123.655914
2013-06-24,125,127.949997,120,122.949997,1970,121.579315
2013-06-25,121.050003,123.949997,120,120.349998,1475,119.008301
2013-06-26,124,125,120,120.099998,816,118.761093
2013-06-27,120.050003,123,120,120.099998,312,118.761093
2013-06-28,123.900002,123.949997,119,120.199997,650,118.859978
2013-07-01,122.699997,122.699997,120,120,1346,118.662209
2013-07-02,121.900002,122,115,119,1275,117.673355
2013-07-03,119,120.949997,117.099998,117.25,516,115.942863
2013-07-04,119,122,119,120,1555,118.662209
2013-07-05,119,121.900002,119,119,354,117.673355
2013-07-08,121.900002,121.900002,119,120,34,118.662209
2013-07-09,117,121.900002,117,120.199997,318,118.859978
2013-07-10,120.25,120.25,120.25,120.25,73,118.909424
2013-07-11,119,120,119,119.650002,78,118.316109
2013-07-12,119.050003,120.449997,116,119.150002,1012,117.821686
2013-07-15,119.800003,119.800003,118,119.25,205,117.92057
2013-07-16,118,121.900002,115,120.699997,1132,119.354401
2013-07-17,121.800003,121.800003,118,119,3,117.673355
2013-07-18,118,120.5,118,120.5,317,119.156631
2013-07-19,118,120.900002,118,120.099998,376,118.761093
2013-07-22,121,121,118,120.25,184,118.909424
2013-07-23,122,129.850006,118,120.050003,3603,118.711655
2013-07-24,120.900002,120.900002,118,119.949997,1530,118.612762
2013-07-25,118.199997,120,118,119.099998,643,117.77224
2013-07-26,122,122,115.050003,115.349998,937,114.064049
2013-07-29,118,118,113,113.050003,592,111.789688
2013-07-30,116,116,105,106.550003,321,105.362152
2013-07-31,104,104,85.25,98.900002,1210,97.79744
2013-08-01,96.900002,100.900002,90,94.800003,2057,93.743149
2013-08-02,92.800003,97.849998,86.050003,90.050003,1323,89.046104
2013-08-05,89,92,89,90.550003,2745,89.540527
2013-08-06,89.949997,91.75,87,87.099998,2243,86.128983
2013-08-07,87,92.599998,87,87.050003,335,86.079544
2013-08-08,87,91.5,87,90.900002,656,89.886627
2013-08-12,90.900002,90.900002,87.400002,88,1001,87.018951
2013-08-13,88,104.599998,84,89.25,1362,88.25502
2013-08-14,88,97,88,88.949997,1756,87.958359
2013-08-16,88.949997,90,87,88.349998,1671,87.365051
2013-08-19,90.300003,94,87,91.300003,864,90.282166
2013-08-20,89.300003,99.900002,87,87.599998,2816,86.623413
2013-08-21,87,90,86,86.599998,890,85.63456
2013-08-22,88.599998,90.699997,86,89.449997,1422,88.452782
2013-08-23,87.449997,89.949997,85,88.099998,1052,87.117836
2013-08-26,87,89.449997,86,87.849998,1287,86.870621
2013-08-27,89.5,89.5,85,86.599998,1344,85.63456
2013-08-28,87,88.449997,83,86.900002,3894,85.931213
2013-08-29,85,90,84.900002,88.400002,1432,87.414497
2013-08-30,86.449997,90,85.050003,88.25,2234,87.266167
2013-09-02,86.400002,88.25,85.150002,85.800003,610,84.843483
2013-09-03,85,90.25,83,89.949997,716,88.947212
2013-09-04,87.949997,89,85,85.800003,570,84.843483
2013-09-05,85.099998,87.949997,81,85.75,707,84.794037
2013-09-06,85.050003,87.699997,83.050003,85.849998,1024,84.892921
2013-09-10,85.849998,87.800003,84,85.5,2327,84.546822
2013-09-11,86.849998,88.949997,85,86,6631,85.041252
2013-09-12,88,96.900002,86.050003,92.900002,898,91.864326
2013-09-13,94.449997,94.449997,89,90.650002,849,89.639412
2013-09-16,92.650002,92.650002,86,86.75,29,85.78289
2013-09-17,87.5,93.949997,87,90,240,88.996658
2013-09-18,90,90,88,89,487,88.007805
2013-09-19,87.5,89.949997,85,88.599998,1055,87.612259
2013-09-20,89.949997,89.949997,85,85,375,84.052399
2013-09-23,87,90,85,89.400002,1172,88.403343
2013-09-24,89.949997,90,85.300003,86.099998,352,85.140129
2013-09-25,87.949997,87.949997,85,85.800003,325,84.843483
2013-09-26,87.75,89.099998,84.150002,88.75,963,87.76059
2013-09-27,88.949997,88.949997,84.400002,85.75,205,84.794037
2013-09-30,84.400002,87.699997,83,85.650002,979,84.695152
2013-10-01,86.650002,89.900002,84,84.900002,1418,83.953514
2013-10-03,84.900002,89.900002,84,86.150002,970,85.189575
2013-10-04,85,88,84.5,85.199997,1204,84.250168
2013-10-07,84,89.900002,84,86,1503,85.041252
2013-10-08,84.050003,100,84.050003,90.599998,2725,89.589966
2013-10-09,87,91.400002,85.599998,86.25,2186,85.28846
2013-10-10,88.25,103,88.25,89.199997,665,88.205574
2013-10-11,90,91,89.150002,89.300003,664,88.304459
2013-10-14,90.5,91.699997,90,91.699997,229,90.677704
2013-10-15,91,93.699997,88.5,90.099998,700,89.095535
2013-10-17,90.099998,95,90,90.550003,1341,89.540527
2013-10-18,91.849998,91.949997,85.099998,91.400002,1075,90.38105
2013-10-21,89.5,89.800003,85.150002,87.900002,2422,86.920067
2013-10-22,89.099998,92,88.5,91,1602,89.985504
2013-10-23,90,94,87.800003,91.949997,960,90.924911
2013-10-24,92.199997,92.199997,86.5,89.300003,759,88.304459
2013-10-25,88,91.599998,86,87.050003,319,86.079544
2013-10-28,87.050003,90.849998,87,90,733,88.996658
2013-10-29,91.5,92.199997,88.300003,89.400002,5836,88.403343
2013-10-30,91.449997,103,89.099998,90.949997,5537,89.936058
2013-10-31,92.900002,105,91.900002,103.400002,509184,102.247269
2013-11-01,105,114,105,107.699997,6694,106.499329
2013-11-05,107.699997,107.699997,97.099998,103.25,1450,102.098938
2013-11-06,102,102.050003,100,100.550003,1761,99.429047
2013-11-07,100,102,99.400002,101.949997,2188,100.813431
2013-11-08,99.300003,102.949997,99.199997,100.949997,670,99.824577
2013-11-11,98,104.5,94,103.5,757,102.346153
2013-11-12,101.5,104.949997,98.800003,100.349998,2785,99.23127
2013-11-13,98,107,87,88.650002,4816,87.661705
2013-11-14,90.599998,99,85,89.349998,2550,88.353897
2013-11-18,89.349998,92.949997,84.050003,89.699997,2040,88.699997
2013-11-19,90,91.650002,88.5,89.300003,37,89.300003
2013-11-20,87.349998,90.949997,85.5,88,1683,88
2013-11-21,88.050003,91,88.050003,89.949997,1062,89.949997
2013-11-22,91.900002,92.949997,88,92.800003,1297,92.800003
2013-11-25,80,102,80,91.099998,7655,91.099998
2013-11-26,91.199997,92.199997,73.150002,88.050003,1369,88.050003
2013-11-27,86,93.900002,86,87.199997,969,87.199997
2013-11-28,86.150002,88,86.050003,86.400002,865,86.400002
2013-11-29,86.099998,88.900002,85.099998,86.550003,659,86.550003
2013-12-02,88.400002,92.5,87.050003,89.150002,3626,89.150002
2013-12-03,90,91.949997,87.550003,88.150002,1043,88.150002
2013-12-04,90.099998,91.699997,89,89.800003,2484,89.800003
2013-12-05,89,89,85.599998,86.400002,2443,86.400002
2013-12-06,85.300003,88,85.199997,86,23403,86
2013-12-09,86.949997,88,86.949997,87,2003,87
2013-12-10,87.900002,88.900002,87,88.349998,2252,88.349998
2013-12-11,89,89.800003,87.5,87.599998,405,87.599998
2013-12-12,89.599998,89.599998,85.800003,86.900002,3325,86.900002
2013-12-13,86.050003,86.300003,85,85,508,85
2013-12-16,84.150002,88.5,84.050003,85.5,910,85.5
2013-12-17,85,86.949997,85,85.199997,1316,85.199997
2013-12-18,85,86.75,85,86.75,201,86.75
2013-12-19,86.949997,86.949997,69.550003,83,3599,83
2013-12-20,85,86.550003,82.300003,82.900002,3090,82.900002
2013-12-23,83,84.900002,82,83.75,2100,83.75
2013-12-24,85.75,85.75,82,83.050003,3742,83.050003
2013-12-26,83.050003,88.5,80.5,87,2304,87
2013-12-27,85.75,87.949997,85,85.699997,5744,85.699997
2013-12-30,87,87,83.050003,83.949997,716,83.949997
2013-12-31,84,90,80.199997,86.25,3301,86.25
2014-01-01,85,87.849998,84,86.800003,2813,86.800003
2014-01-02,87.75,87.75,84,84.050003,5962,84.050003
2014-01-03,86,86,82.150002,84.300003,104,84.300003
2014-01-06,86.300003,86.300003,83.050003,83.800003,17545,83.800003
2014-01-07,85.75,85.800003,82.75,83.25,1494,83.25
2014-01-08,82,95.5,80,90.300003,71927,90.300003
2014-01-09,91.5,99.900002,85.599998,96.900002,58247,96.900002
2014-01-10,94,102.400002,94,99.449997,25757,99.449997
2014-01-13,100.949997,102.5,97,99.050003,12975,99.050003
2014-01-14,99.900002,100,97,99.800003,3287,99.800003
2014-01-15,98,119,95.099998,117.900002,123244,117.900002
2014-01-16,118,123,115.099998,117.099998,55310,117.099998
2014-01-17,115,120.949997,106.199997,111.599998,13406,111.599998
2014-01-20,110,119.300003,103.699997,105.650002,21892,105.650002
2014-01-21,107.949997,118.900002,103.900002,111.300003,42081,111.300003
2014-01-22,113.449997,125.199997,110.050003,119.550003,56105,119.550003
2014-01-23,117,129.399994,113.800003,127.150002,37135,127.150002
2014-01-24,125,132.899994,122,129.850006,57289,129.850006
2014-01-27,129.399994,141.899994,127.099998,136.800003,153644,136.800003
2014-01-28,136.149994,140,123.449997,128.300003,34331,128.300003
2014-01-29,128.949997,128.949997,115.5,115.5,27129,115.5
2014-01-30,110,110,103.949997,103.949997,8969,103.949997
2014-01-31,98.800003,103.800003,98.800003,98.800003,12020,98.800003
2014-02-03,97.150002,99.199997,93.900002,93.900002,4868,93.900002
2014-02-04,89.800003,89.800003,89.25,89.25,1705,89.25
2014-02-05,84.800003,93.699997,84.800003,93.699997,6095,93.699997
2014-02-06,97.949997,98.349998,97.5,98.349998,3250,98.349998
2014-02-07,98.650002,103.25,98.449997,100.25,8259,100.25
2014-02-10,105,105,100.300003,100.5,2263,100.5
2014-02-11,102.900002,102.900002,95.5,95.800003,3685,95.800003
2014-02-12,95.550003,96,92.199997,93,2220,93
2014-02-13,91,91.900002,89.5,90,3609,90
2014-02-14,89,92,87.25,90.650002,3405,90.650002
2014-02-17,88.650002,91.400002,86.199997,89.199997,2342,89.199997
2014-02-18,89.949997,90.949997,87.199997,88.699997,773491,88.699997
2014-02-19,91.050003,93.099998,90,93.099998,92727,93.099998
2014-02-20,97.25,97.75,94,97.75,26565,97.75
2014-02-21,102.449997,102.599998,97,102.599998,7599,102.599998
2014-02-24,106.800003,107.650002,100.75,104.25,36435,104.25
2014-02-25,104.75,107,102,104.650002,8921,104.650002
2014-02-26,105,105.75,104,104.800003,3706,104.800003
2014-02-28,104.800003,107,103.449997,105.099998,7245,105.099998
2014-03-03,107,109.449997,106,108.650002,6939,108.650002
2014-03-04,109,112,105.849998,106.449997,20722,106.449997
2014-03-05,104.050003,107.75,104.050003,105.150002,2243,105.150002
2014-03-06,103.75,106.900002,103.699997,106.050003,2446,106.050003
2014-03-07,104,107.099998,97.849998,102.75,14861,102.75
2014-03-10,104.699997,105,100.699997,103.699997,3517,103.699997
2014-03-11,105.900002,105.900002,101,101.599998,1172,101.599998
2014-03-12,102.050003,104,98.400002,98.949997,1774,98.949997
2014-03-13,99,101.900002,97.5,99.849998,2189,99.849998
2014-03-14,100.5,101.949997,96.5,100.650002,8133,100.650002
2014-03-18,100.650002,101.849998,95.75,99,1513,99
2014-03-19,97.300003,97.800003,91.349998,95.800003,5140,95.800003
2014-03-20,94.699997,99.949997,93.5,94.199997,5053,94.199997
2014-03-21,95,95.849998,92,93,2922,93
2014-03-24,96.5,104.349998,93.5,98.5,15380,98.5
2014-03-25,96.699997,99,95.050003,97.699997,2162,97.699997
2014-03-26,100,100,93.400002,93.949997,6726,93.949997
2014-03-27,94.849998,96.650002,94.099998,95.300003,2145,95.300003
2014-03-28,90,104.800003,90,104.800003,8784,104.800003
2014-03-31,104.650002,112,104.449997,105.75,3513,105.75
2014-04-01,106,116.300003,104.25,108.25,14311,108.25
2014-04-02,111.400002,112,108.099998,108.5,928,108.5
2014-04-03,111,111,103.050003,104.050003,3712,104.050003
2014-04-04,105,105,102.300003,102.800003,4710,102.800003
2014-04-07,102.75,104.900002,98.050003,100.699997,2266,100.699997
2014-04-09,100.699997,104.900002,97.949997,102.25,11404,102.25
2014-04-10,101.599998,112,101.599998,106.5,3579,106.5
2014-04-11,106.849998,108,102.949997,105.949997,3859,105.949997
2014-04-15,105.949997,113,104,105.699997,4954,105.699997
2014-04-16,109.199997,109.199997,100.199997,103.449997,2323,103.449997
2014-04-17,101.400002,105.599998,101.400002,104.849998,2826,104.849998
2014-04-21,104.849998,107.75,102.150002,102.650002,3641,102.650002
2014-04-22,103,104.050003,100.75,102.550003,1751,102.550003
2014-04-23,106.75,110,102.150002,106.949997,8558,106.949997
2014-04-24,106.949997,106.949997,106.949997,106.949997,0,106.949997
2014-04-25,106.650002,107.050003,102.25,104.800003,3364,104.800003
2014-04-28,105.050003,107.75,102,103.75,3584,103.75
2014-04-29,103.099998,110.050003,101.050003,106.5,10065,106.5
2014-04-30,108.400002,109.5,103,104.150002,2418,104.150002
2014-05-02,104.150002,105.900002,104.050003,104.25,958,104.25
2014-05-05,102.050003,106.900002,102.050003,105,4161,105
2014-05-06,106.849998,106.900002,103,103.050003,1560,103.050003
2014-05-07,99,105.650002,99,102.150002,2017,102.150002
2014-05-08,106,106,100.699997,102.400002,515,102.400002
2014-05-09,104.900002,105,100,100.349998,695,100.349998
2014-05-12,103.800003,103.849998,96.150002,97.900002,2431,97.900002
2014-05-13,100.400002,103.5,98.5,101.949997,5796,101.949997
2014-05-14,100,101.550003,99.150002,100.449997,2274,100.449997
2014-05-15,100,100.800003,97.25,99.25,4603,99.25
2014-05-16,107,107,91.150002,95.5,5990,95.5
2014-05-19,100,100,94,98.599998,3331,98.599998
2014-05-20,100,100.800003,94.550003,99.199997,22322,99.199997
2014-05-21,102,108,100.099998,103.650002,15133,103.650002
2014-05-22,112.099998,119,102.25,103.800003,227615,103.800003
2014-05-23,112.900002,112.900002,103.650002,104.150002,41847,104.150002
2014-05-26,106,106.050003,95.25,97.75,23133,97.75
2014-05-27,96.150002,102,96,100.650002,9829,100.650002
2014-05-28,107,107,97,98.599998,8310,98.599998
2014-05-29,96.150002,98.900002,94.5,95.199997,9280,95.199997
2014-05-30,101,101,91,93.150002,8720,93.150002
2014-06-02,99,99,93,94.849998,5812,94.849998
2014-06-03,98.650002,98.650002,94,94.199997,16413,94.199997
2014-06-04,96.849998,96.849998,90.650002,92.75,9628,92.75
2014-06-05,91.849998,97.5,91.849998,93.449997,18302,93.449997
2014-06-06,98,98,94,96.099998,12417,96.099998
2014-06-09,95.5,115.300003,95,114.199997,98827,114.199997
2014-06-10,115,129.199997,113,126.150002,232699,126.150002
2014-06-11,128.899994,130.550003,115.900002,119.349998,74398,119.349998
2014-06-12,117.5,120,110.099998,114.25,19316,114.25
2014-06-13,115,115,100,104.849998,49201,104.849998
2014-06-16,104.849998,109,101,108.25,13941,108.25
2014-06-17,109,115,108.25,112.150002,35707,112.150002
2014-06-18,113,115,102,106.550003,24030,106.550003
2014-06-19,106.900002,109.849998,105.300003,107,8047,107
2014-06-20,106.050003,116.900002,105.150002,112.199997,32432,112.199997
2014-06-23,113.699997,119,111,113.349998,20951,113.349998
2014-06-24,112.349998,121.699997,111.5,112.5,44837,112.5
2014-06-25,113,117.050003,112.099998,112.849998,8324,112.849998
2014-06-26,112.199997,115.199997,112.150002,113.5,9070,113.5
2014-06-27,113.599998,115.900002,112,113.099998,5899,113.099998
2014-06-30,112.5,116.900002,107,113.400002,7109,113.400002
2014-07-01,113.949997,116.5,111.150002,112.099998,6892,112.099998
2014-07-02,113,113.800003,110.5,111.699997,4465,111.699997
2014-07-03,111.349998,113.949997,107.800003,110.599998,14643,110.599998
2014-07-04,111.849998,115,107.099998,112.400002,26480,112.400002
2014-07-07,115,115.900002,112,112.800003,13021,112.800003
2014-07-08,114.449997,115,105.349998,106.900002,14154,106.900002
2014-07-09,107.550003,111,104.050003,106.849998,6594,106.849998
2014-07-10,107,109.5,102.550003,104.150002,33619,104.150002
2014-07-11,108,108.050003,97.099998,98.050003,8541,98.050003
2014-07-14,99.900002,99.900002,95.050003,95.449997,3966,95.449997
2014-07-15,95.599998,102,95.5,100.650002,5351,100.650002
2014-07-16,101,103.800003,100.349998,101.150002,3492,101.150002
2014-07-17,99.900002,101.800003,95.650002,99.75,5191,99.75
2014-07-18,105,105,98.050003,98.849998,5633,98.849998
2014-07-21,104.900002,104.900002,98.599998,98.949997,5185,98.949997
2014-07-22,100.449997,100.449997,97.099998,98.699997,4004,98.699997
2014-07-23,100.900002,101.099998,96.050003,97,7300,97
2014-07-24,96.800003,98.300003,96.099998,97,2434,97
2014-07-25,96.25,97.449997,92.949997,95.449997,6162,95.449997
2014-07-28,95,95.400002,92,93.199997,2281,93.199997
2014-07-30,93.199997,93.599998,92.449997,93.150002,1552,93.150002
2014-07-31,106.5,106.5,91.25,96.5,8726,96.5
2014-08-01,96.5,96.5,88.949997,89.699997,7565,89.699997
2014-08-04,91,95.400002,91,93.349998,14525,93.349998
2014-08-05,94.5,94.5,90.699997,94.449997,4113,94.449997
2014-08-06,93.050003,93.849998,89.949997,91.400002,2147,91.400002
2014-08-07,93.050003,93.050003,90.300003,91.349998,2338,91.349998
2014-08-08,91.5,92.449997,89.050003,89.800003,3426,89.800003
2014-08-11,93.949997,94,90.25,91.449997,1504,91.449997
2014-08-12,91,95,90,92.25,4493,92.25
2014-08-13,91,93.949997,87,87.75,3421,87.75
2014-08-14,87.699997,89.800003,87.199997,88.949997,416,88.949997
2014-08-18,88.949997,91.050003,86,90,6718,90
2014-08-19,89.300003,92.849998,88.5,88.900002,4448,88.900002
2014-08-20,90,90.050003,83,86.050003,5213,86.050003
2014-08-21,89.650002,91.949997,85.550003,88.800003,15380,88.800003
2014-08-22,90.5,95.800003,90.5,91.150002,32419,91.150002
2014-08-25,91.949997,91.949997,87.050003,88.349998,6089,88.349998
2014-08-26,89,92,85.349998,87.599998,5310,87.599998
2014-08-27,88.949997,90,86.099998,86.900002,4562,86.900002
2014-08-28,86,88.800003,85.050003,86.75,2465,86.75
2014-09-01,86.75,90,86.75,88.099998,5952,88.099998
2014-09-02,87.5,90.949997,87,89.099998,4112,89.099998
2014-09-03,89,90,86.400002,88.699997,5653,88.699997
2014-09-04,88,105.900002,86.150002,87.650002,5615,87.650002
2014-09-05,87,89.5,87,88.150002,3465,88.150002
2014-09-08,87,90.5,87,89.849998,4069,89.849998
2014-09-09,89.5,92.900002,88.050003,92.25,5739,92.25
2014-09-10,91.449997,93.5,89.699997,93.050003,4070,93.050003
2014-09-11,93,94,88.25,89.900002,21560,89.900002
2014-09-12,95,95,89.699997,93.150002,4687,93.150002
2014-09-15,93.150002,97,92.050003,96.349998,10211,96.349998
2014-09-16,97.900002,98.550003,91.949997,93.5,10167,93.5
2014-09-17,91,97,89.050003,90.050003,7385,90.050003
2014-09-18,96.900002,96.900002,90.550003,92.449997,3078,92.449997
2014-09-19,92.5,103,92.099998,97.900002,31463,97.900002
2014-09-22,98,114.900002,98,108.300003,68875,108.300003
2014-09-23,115,122.199997,109,111.449997,307264,111.449997
2014-09-24,113.449997,117.699997,110,112.599998,53125,112.599998
2014-09-25,113.900002,114.75,102.75,103.849998,23319,103.849998
2014-09-26,106,106,98,102.099998,12206,102.099998
2014-09-29,107,107,95,98.449997,14626,98.449997
2014-09-30,98,100.5,92.800003,94.650002,13871,94.650002
2014-10-01,95,99.400002,91.550003,93.650002,24790,93.650002
2014-10-07,93.650002,98.900002,92.099998,93.849998,7243,93.849998
2014-10-08,93.050003,96.949997,92,94.550003,8245,94.550003
2014-10-09,102.25,102.25,94.099998,96.449997,3467,96.449997
2014-10-10,95,98,93,96.849998,4699,96.849998
2014-10-13,97,97.150002,95.050003,95.300003,3573,95.300003
2014-10-14,96.949997,97.449997,95.449997,96.400002,1793,96.400002
2014-10-15,96.400002,96.400002,96.400002,96.400002,0,96.400002
2014-10-16,96,97.5,92.050003,93.449997,3304,93.449997
2014-10-17,93,96,93,94.099998,5405,94.099998
2014-10-20,100.699997,100.699997,94.150002,96,1218,96
2014-10-21,100,100,94.099998,95,6293,95
2014-10-22,94,98,94,95.650002,1847,95.650002
2014-10-27,95.650002,100,93.400002,97.650002,14316,97.650002
2014-10-28,97,99.400002,95.150002,96.300003,6163,96.300003
2014-10-29,98.949997,98.949997,95.099998,95.550003,2027,95.550003
2014-10-30,95.599998,96.050003,93.75,94.099998,2191,94.099998
2014-10-31,96,96,91,94.400002,5883,94.400002
2014-11-03,94.5,96.75,93.300003,94.550003,4023,94.550003
2014-11-05,94.550003,94.550003,94.550003,94.550003,0,94.550003
2014-11-07,92.25,92.25,92.25,92.25,0,92.25
2014-11-10,92.050003,93,90,92.400002,2993,92.400002
2014-11-13,96,104,87.650002,95.449997,26619,95.449997
2014-11-18,94,95.5,91.199997,91.949997,8729,91.949997
2014-11-27,87.050003,92.400002,87.050003,90.150002,4099,90.150002
2014-11-28,90,92.800003,88.199997,91.300003,401166,91.300003
2014-12-01,97.949997,103.599998,92.199997,93.300003,203367,93.300003
2014-12-02,93.5,93.5,91.150002,91.5,506106,91.5
2014-12-03,91.5,91.900002,88.199997,88.900002,19934,88.900002
2014-12-04,92,92,87,88.449997,20514,88.449997
2014-12-05,90.800003,90.800003,87.5,88,4395,88
2014-12-08,89.900002,89.900002,85.599998,86.150002,10529,86.150002
2014-12-09,87,88.300003,84.25,85.199997,11111,85.199997
2014-12-10,87.5,87.699997,85.099998,86,7248,86
2014-12-11,86,87.5,85.150002,85.800003,1732,85.800003
2014-12-12,86.800003,89,84,84.650002,7713,84.650002
2014-12-15,85,85,82.5,82.900002,8429,82.900002
2014-12-16,82.900002,82.900002,78.949997,81.050003,14240,81.050003
2014-12-17,85.699997,85.699997,77.050003,79.599998,9342,79.599998
2014-12-18,88,93.699997,79.75,80.800003,10935,80.800003
2014-12-19,80.5,84.75,79,79.900002,12818,79.900002
2014-12-22,80.349998,80.349998,75.650002,76.800003,22110,76.800003
2014-12-23,77,79.449997,75.050003,76,16556,76
2014-12-24,76.099998,81,75.650002,79.099998,12384,79.099998
2014-12-26,79.099998,79.599998,76.800003,77.800003,3967,77.800003
2014-12-29,77.800003,80.099998,77.599998,79.199997,10627,79.199997
2014-12-30,79,81.5,79,81.099998,4864,81.099998
2014-12-31,80.5,84,80,81,1953,81
2015-01-01,81,84.400002,80.800003,83.150002,3568,83.150002
2015-01-02,85,89,83.099998,84.300003,7163,84.300003
2015-01-05,84.099998,84.949997,81,81.099998,2196,81.099998
2015-01-06,81,83.800003,78.699997,79.150002,4668,79.150002
2015-01-07,81.949997,82,79.300003,80,3731,80
2015-01-08,79.550003,82.75,79.550003,80.800003,4032,80.800003
2015-01-09,82.699997,82.699997,79.400002,80,4201,80
2015-01-12,79,80.599998,77.349998,80.449997,1410,80.449997
2015-01-13,80.5,83.900002,80.25,81.650002,7805,81.650002
2015-01-14,81.050003,83.5,80.300003,80.949997,5301,80.949997
2015-01-15,86,88.449997,81.400002,82.349998,4954,82.349998
2015-01-16,82,82.900002,80.050003,81.150002,1864,81.150002
2015-01-19,80.349998,83,80.349998,82.25,6065,82.25
2015-01-20,83.849998,83.849998,81.699997,82.050003,2977,82.050003
2015-01-21,83.900002,88.5,80.699997,83.550003,35170,83.550003
2015-01-22,86.400002,86.400002,83.5,84.75,7508,84.75
2015-01-23,84.050003,84.300003,81.5,82.099998,4671,82.099998
2015-01-27,82.099998,83.849998,76.949997,79.5,29144,79.5
2015-01-28,79.949997,80,78,78,1346,78
2015-01-29,78.050003,79.949997,78.050003,79.449997,1390,79.449997
2015-01-30,80.050003,81.949997,79.150002,80.199997,9457,80.199997
2015-02-02,86,86,79.800003,80.800003,13637,80.800003
2015-02-03,81,82.75,80.5,80.75,2431,80.75
2015-02-04,82.449997,82.449997,80.099998,81.400002,4197,81.400002
2015-02-05,81,84.400002,79.099998,80.400002,12781,80.400002
2015-02-06,80.449997,82.900002,79,79.699997,6485,79.699997
2015-02-09,79.800003,85.400002,78,79.599998,24610,79.599998
2015-02-10,79,80.050003,76.550003,77.949997,20022,77.949997
2015-02-11,79.949997,84.800003,77,77.800003,13072,77.800003
2015-02-12,78.25,79.900002,77.300003,77.949997,4909,77.949997
2015-02-13,79.900002,79.900002,76.099998,77.849998,8763,77.849998
2015-02-16,80.900002,80.900002,77.75,78.300003,5323,78.300003
2015-02-18,78.300003,79.349998,77.050003,78.300003,10814,78.300003
2015-02-19,81.5,81.5,77.699997,78.949997,9267,78.949997
2015-02-20,78.5,79.75,76.25,78.699997,6212,78.699997
2015-02-23,76.25,85.25,76.25,81.699997,35872,81.699997
2015-02-24,81.199997,83.449997,77.699997,78.75,6012,78.75
2015-02-25,78.900002,80,78.199997,79.449997,2365,79.449997
2015-02-26,79,79.75,76.150002,76.75,4481,76.75
2015-02-27,77.550003,78,77.099998,77.900002,6136,77.900002
2015-03-02,79,79.25,75.099998,75.800003,7278,75.800003
2015-03-03,76.949997,77,76,76.199997,3485,76.199997
2015-03-04,76.949997,77,75.300003,75.550003,2112,75.550003
2015-03-05,75.650002,75.650002,73,75,3967,75
2015-03-09,75,75.599998,72.099998,74.599998,5960,74.599998
2015-03-10,74,76.449997,72.5,73.949997,2535,73.949997
2015-03-11,73.5,74.949997,68.699997,71.449997,15546,71.449997
2015-03-12,72.900002,72.900002,70.050003,70.849998,10481,70.849998
2015-03-13,75,75,68.5,68.949997,6137,68.949997
2015-03-16,70,71.050003,66.099998,68.199997,17307,68.199997
2015-03-17,69.5,72,67.300003,70.199997,6884,70.199997
2015-03-18,69.5,72,68.099998,68.849998,6481,68.849998
2015-03-19,73.900002,73.900002,68.25,69.5,7904,69.5
2015-03-20,68.5,71,67,67.900002,5199,67.900002
2015-03-23,67,68.349998,63,64.099998,6536,64.099998
2015-03-24,66.949997,67,62.25,63.849998,4750,63.849998
2015-03-25,65.75,65.75,58,59.599998,16122,59.599998
2015-03-26,59,60.75,50,53.099998,137892,53.099998
2015-03-27,54,55.799999,52.599998,54.299999,112530,54.299999
2015-03-30,56,58.849998,55.5,56,3412,56
2015-03-31,56,56,54,55.099998,6657,55.099998
2015-04-01,55.5,58.200001,55.5,57.799999,2698,57.799999
2015-04-06,57.799999,68.5,57.799999,64.550003,15627,64.550003
2015-04-07,65,67.699997,63,64.800003,7199,64.800003
2015-04-08,65,68.099998,64.550003,67.449997,7342,67.449997
2015-04-09,65.099998,68.900002,65.099998,67.25,5822,67.25
2015-04-10,67,67.900002,64.5,65,9148,65
2015-04-13,66.550003,66.550003,65.199997,65.550003,4463,65.550003
2015-04-15,65.550003,69.849998,65,65.800003,9071,65.800003
2015-04-16,65.25,65.25,62.349998,63.099998,9156,63.099998
2015-04-17,64,65,63.25,63.700001,6651,63.700001
2015-04-20,64,66.75,63,63.349998,3936,63.349998
2015-04-21,64,66.400002,63.049999,64.300003,8620,64.300003
2015-04-22,65,66,64.050003,64.800003,2962,64.800003
2015-04-23,65,66,63.200001,65,7406,65
2015-04-24,65,65.050003,61.75,62.450001,5914,62.450001
2015-04-27,64.949997,64.949997,61.299999,62.650002,7042,62.650002
2015-04-28,63,64,59.549999,61.849998,7761,61.849998
2015-04-29,63.799999,69.400002,62.650002,65.150002,74697,65.150002
2015-04-30,65.099998,66,61.25,63.200001,7607,63.200001
2015-05-04,63.200001,65,63.200001,64.099998,5718,64.099998
2015-05-05,64.349998,65,63.200001,63.799999,4618,63.799999
2015-05-06,64,64.650002,60.5,61.200001,6576,61.200001
2015-05-07,60.75,63,59.700001,60.849998,7971,60.849998
2015-05-08,62,62,59,59.75,6780,59.75
2015-05-11,62,62,59.849998,61.900002,6505,61.900002
2015-05-12,61.549999,62,58.849998,60.099998,15684,60.099998
2015-05-13,60.400002,61.299999,56.599998,58.950001,6477,58.950001
