"Date","TARAJEWELS.NS.Open","TARAJEWELS.NS.High","TARAJEWELS.NS.Low","TARAJEWELS.NS.Close","TARAJEWELS.NS.Volume","TARAJEWELS.NS.Adjusted"
2015-05-14,60,60.75,58.200001,59,1257,59
2015-05-15,59.099998,65,58.5,59.049999,24792,59.049999
2015-05-18,60,67.400002,58.549999,65.400002,32411,65.400002
2015-05-19,65,71.300003,64.050003,64.849998,28871,64.849998
2015-05-20,64.650002,66.199997,62.5,63.75,5998,63.75
2015-05-21,63.349998,64.699997,63.299999,64.349998,2688,64.349998
2015-05-22,67.949997,67.949997,63,65.550003,4062,65.550003
2015-05-25,64,69.349998,64,67,32826,67
2015-05-26,68.900002,71,62.049999,62.75,42197,62.75
2015-05-27,63.549999,65.300003,62,62.400002,13987,62.400002
2015-05-28,64.949997,64.949997,61.299999,62.049999,3569,62.049999
2015-05-29,61.5,64.300003,60.25,62,9850,62
2015-06-01,66.949997,66.949997,61.099998,61.400002,14977,61.400002
2015-06-02,62,62,60.099998,60.299999,4060,60.299999
2015-06-03,58.599998,61.950001,58.599998,60.200001,7146,60.200001
2015-06-04,60,61.400002,59.5,59.950001,4375,59.950001
2015-06-05,59.549999,61.950001,56,58.549999,3287,58.549999
2015-06-08,60,60,58,58.799999,1202,58.799999
2015-06-09,58.299999,60.950001,57.5,58.549999,7573,58.549999
2015-06-10,59.700001,60,58.75,59.950001,5790,59.950001
2015-06-11,59.950001,60,57.200001,58.650002,1596,58.650002
2015-06-12,58,60.25,56.25,57.75,1236,57.75
2015-06-15,60,61.099998,57.849998,59.25,3650,59.25
2015-06-16,59,59.849998,56.150002,56.950001,2333,56.950001
2015-06-17,57,60.049999,57,58.700001,2771,58.700001
2015-06-18,59,59.5,58,58.200001,3443,58.200001
2015-06-19,58.150002,60.25,58.099998,58.700001,1777,58.700001
2015-06-22,59,60,58.700001,59.950001,3402,59.950001
2015-06-23,60,60.5,58.200001,58.650002,2540,58.650002
2015-06-24,59,60,58.549999,59.849998,4393,59.849998
2015-06-25,59.450001,60,58.75,59.950001,2652,59.950001
2015-06-26,59.400002,59.950001,58.450001,58.5,276,58.5
2015-06-29,58,58.25,56,57.599998,3071,57.599998
2015-06-30,58,60,57.849998,60,10770,60
2015-07-01,60.5,63,58.049999,58.75,8266,58.75
2015-07-02,59.950001,60.799999,58.5,58.849998,20439,58.849998
2015-07-03,59.900002,59.950001,57.25,58.900002,6047,58.900002
2015-07-06,58.5,60,56.299999,58.599998,27897,58.599998
2015-07-07,59,61,58.5,59.25,36459,59.25
2015-07-08,59.5,61,58.599998,59.450001,13751,59.450001
2015-07-09,63.900002,64,57.200001,58.450001,29130,58.450001
2015-07-10,59.900002,59.950001,57.049999,58.549999,15410,58.549999
2015-07-13,59.5,59.5,57.5,57.950001,7793,57.950001
2015-07-14,57.700001,59,57.700001,58,6032,58
2015-07-15,59,60,58.200001,59.25,12311,59.25
2015-07-16,59.25,60,57.599998,58.400002,37627,58.400002
2015-07-17,59.400002,59.450001,57.799999,58.150002,18235,58.150002
2015-07-20,58.849998,61,57.5,57.75,159424,57.75
2015-07-21,59,60,56.549999,57.200001,54472,57.200001
2015-07-22,57.5,58.799999,56.549999,58.400002,8364,58.400002
2015-07-23,58,58.849998,57.5,57.900002,19926,57.900002
2015-07-24,58,58,56.700001,57.849998,75453,57.849998
2015-07-27,59,59,56.25,56.450001,9143,56.450001
2015-07-28,57.5,57.900002,56.25,56.549999,27391,56.549999
2015-07-29,56.650002,57.400002,56.150002,56.950001,8464,56.950001
2015-07-30,57,57.700001,56.400002,57,17779,57
2015-07-31,57.049999,57.200001,56,57.099998,11121,57.099998
2015-08-03,57.5,57.5,56,56.849998,25252,56.849998
2015-08-04,58,58.450001,56.75,57.5,13198,57.5
2015-08-05,57.5,57.5,56.450001,56.650002,32958,56.650002
2015-08-06,57,57,54.099998,56.450001,13690,56.450001
2015-08-07,56.450001,56.950001,55.200001,56,28975,56
2015-08-10,56.849998,58.549999,55.900002,56.049999,36285,56.049999
2015-08-11,56.049999,56.5,54.650002,56,48069,56
2015-08-12,56.950001,57,55.200001,56.650002,18231,56.650002
2015-08-13,56,58.400002,56,56.25,23071,56.25
2015-08-14,56.049999,56.5,53,55.799999,32345,55.799999
2015-08-17,55,55.849998,53.299999,54.200001,21889,54.200001
2015-08-18,55,55.5,53.650002,54.049999,9213,54.049999
2015-08-19,53.799999,53.900002,51.400002,52.799999,32367,52.799999
2015-08-20,53.700001,53.700001,52.150002,52.700001,8375,52.700001
2015-08-21,52,52.950001,45.799999,49.099998,50335,49.099998
2015-08-24,48.5,48.900002,40.099998,42.200001,14290,42.200001
2015-08-25,42.549999,49.799999,39,39.950001,47620,39.950001
2015-08-26,41.900002,41.900002,37,39.5,32284,39.5
2015-08-27,41.400002,41.650002,40.549999,40.75,6548,40.75
2015-08-28,41.049999,41.049999,37.700001,38.200001,56250,38.200001
2015-08-31,43.5,43.5,37,37.900002,17309,37.900002
2015-09-01,37.75,40.5,36.5,37.400002,82055,37.400002
2015-09-02,37,38.400002,36.5,36.900002,6733,36.900002
2015-09-03,36.650002,37.900002,35.25,35.599998,39972,35.599998
2015-09-04,35,35.599998,33.099998,34.799999,27833,34.799999
2015-09-07,35,37,34,35.549999,29220,35.549999
2015-09-08,36,36.849998,31.049999,33.200001,141137,33.200001
2015-09-09,34.5,35.900002,32.150002,33,175755,33
2015-09-10,32,34.5,31.5,32,130142,32
2015-09-11,32.599998,35.200001,32.599998,34.099998,448614,34.099998
2015-09-14,36.700001,36.700001,33.5,33.799999,129017,33.799999
2015-09-15,34,34,33,33.400002,50976,33.400002
2015-09-16,34,34,32.200001,32.700001,33368,32.700001
2015-09-18,32.700001,33.950001,31.799999,32.25,147156,32.25
2015-09-21,32.299999,33.700001,31.549999,32.950001,103933,32.950001
2015-09-22,34,34,32.5,32.549999,64228,32.549999
2015-09-23,34.400002,35.799999,33.150002,33.75,1665193,33.75
2015-09-24,34.450001,35.200001,33.549999,34.849998,759936,34.849998
2015-09-28,34.849998,35.400002,33.900002,34.299999,348105,34.299999
2015-09-29,34,34,31.75,33.5,203243,33.5
2015-09-30,33.25,34.700001,32.450001,33.799999,57721,33.799999
2015-10-01,33.5,34.150002,32.75,33.099998,65901,33.099998
2015-10-05,33.099998,36.25,33.099998,35.900002,681287,35.900002
2015-10-06,36.599998,40.400002,35.5,39,1624188,39
2015-10-07,39.650002,39.700001,36.5,37.400002,332405,37.400002
2015-10-08,37.400002,39.25,35.099998,38.5,629434,38.5
2015-10-09,38.099998,40.349998,37.25,37.75,373300,37.75
2015-10-12,38,42.5,37.599998,40.450001,1176103,40.450001
2015-10-13,40.700001,44.400002,40.599998,42.75,1068231,42.75
2015-10-14,43.25,45,42.200001,42.849998,697336,42.849998
2015-10-15,43.299999,44,40.549999,41.950001,418239,41.950001
2015-10-16,42,43,41,41.400002,278634,41.400002
2015-10-19,42,42.25,40.349998,41.5,232572,41.5
2015-10-20,41.75,42.900002,41.049999,42,165829,42
2015-10-21,42.5,42.5,38.400002,39.799999,200270,39.799999
2015-10-23,39.799999,40.599998,38.400002,38.650002,145115,38.650002
2015-10-26,40,41.150002,37.599998,38.75,456564,38.75
2015-10-27,38.549999,39.950001,37.549999,38.25,125477,38.25
2015-10-28,38.5,39.099998,37.799999,38.200001,93410,38.200001
2015-10-29,38,38.900002,37.700001,37.849998,58665,37.849998
2015-10-30,37.75,38.599998,36,36.400002,112396,36.400002
2015-11-02,36.650002,37.400002,36.099998,36.400002,64713,36.400002
2015-11-03,36.599998,37.900002,36.549999,36.900002,56346,36.900002
2015-11-04,37.950001,37.950001,36.099998,36.299999,56403,36.299999
2015-11-05,36.900002,36.900002,33.5,33.849998,107130,33.849998
2015-11-06,34.849998,34.849998,33.450001,34.099998,44958,34.099998
2015-11-09,32.5,36,32.099998,35.75,82341,35.75
2015-11-10,36,36.5,34.75,35.400002,50384,35.400002
2015-11-13,35.400002,35.5,34,34.099998,15479,34.099998
2015-11-16,34.5,34.5,33,33.200001,61961,33.200001
2015-11-17,33.049999,33.900002,32.650002,32.849998,24664,32.849998
2015-11-18,32.849998,32.900002,30.799999,31.4,75661,31.4
2015-11-19,32.849998,32.900002,31.65,32.049999,54183,32.049999
2015-11-20,31.6,32.950001,31.549999,32.099998,46289,32.099998
2015-11-23,32.799999,34.799999,32.799999,33.650002,109560,33.650002
2015-11-24,34,35,33.349998,34.049999,53320,34.049999
2015-11-26,34.049999,35,34,34.150002,44479,34.150002
2015-11-27,34.75,34.75,32.5,32.799999,34133,32.799999
2015-11-30,33,34,32.900002,33,58736,33
2015-12-01,33.049999,37.950001,33.049999,36.549999,601521,36.549999
2015-12-02,36.549999,39.599998,36.549999,38.799999,582068,38.799999
2015-12-03,39.200001,46.400002,38.5,42.349998,1943164,42.349998
2015-12-04,41.849998,47.799999,41.049999,46.150002,1595391,46.150002
2015-12-07,46.900002,48.5,42,43.400002,763891,43.400002
2015-12-08,43.799999,45.150002,42.049999,42.349998,423857,42.349998
2015-12-09,42.75,42.950001,38.5,39.099998,231752,39.099998
2015-12-10,39.25,43,39.150002,42.900002,276961,42.900002
2015-12-11,43.700001,47.150002,43.5,45.900002,1024070,45.900002
2015-12-14,45.400002,50.450001,44.5,50.450001,677267,50.450001
2015-12-15,52.700001,55.450001,49.099998,55.450001,1751819,55.450001
2015-12-16,58.200001,58.200001,57.200001,58.200001,699173,58.200001
2015-12-17,60,60.299999,57.150002,57.799999,1179080,57.799999
2015-12-18,58,59.700001,56,58.150002,581142,58.150002
2015-12-21,58.900002,61.049999,58.700001,61.049999,184516,61.049999
2015-12-22,64.099998,64.099998,64.099998,64.099998,41429,64.099998
2015-12-23,66.650002,67,60.900002,61.25,653799,61.25
2015-12-24,61,61.400002,58.200001,58.849998,321578,58.849998
2015-12-28,58.849998,60.700001,56.150002,58.049999,330825,58.049999
2015-12-29,59.799999,59.799999,56.599998,57.200001,186009,57.200001
2015-12-30,56.049999,58.849998,56.049999,56.650002,133166,56.650002
2015-12-31,56,59.450001,56,59.450001,525597,59.450001
2016-01-01,63.700001,63.700001,59.099998,61.099998,456146,61.099998
2016-01-04,60.400002,61.25,56.150002,58.200001,273390,58.200001
2016-01-05,58,60.700001,57,58.25,244907,58.25
2016-01-06,58.349998,59.900002,56.549999,57.799999,297931,57.799999
2016-01-07,55.25,57.5,53.200001,53.75,155783,53.75
2016-01-08,56.5,56.5,53.400002,54.5,159989,54.5
2016-01-11,53.900002,56.400002,52.700001,54.849998,110961,54.849998
2016-01-12,55.700001,56.099998,50.200001,51.599998,190675,51.599998
2016-01-13,53.200001,53.799999,46.450001,47.549999,287381,47.549999
2016-01-14,47,49.900002,44.25,47.400002,226374,47.400002
2016-01-15,48.75,48.849998,42.75,43.700001,148359,43.700001
2016-01-18,43.5,44.700001,40.400002,41.200001,141852,41.200001
2016-01-19,41,43.25,41,43.25,70905,43.25
2016-01-20,42.200001,44,41.099998,41.099998,187752,41.099998
2016-01-21,41.900002,43.099998,39.650002,40.099998,76107,40.099998
2016-01-22,41,42.099998,41,42.099998,47992,42.099998
2016-01-25,43.900002,44.200001,42.5,44.200001,64325,44.200001
2016-01-27,44.200001,46.400002,44.200001,46.400002,21805,46.400002
2016-01-28,48.700001,48.700001,45.5,47.099998,211965,47.099998
2016-01-29,46,47.900002,45.599998,47.200001,171776,47.200001
2016-02-01,47.299999,48,45.799999,46.049999,20168,46.049999
2016-02-02,46.950001,48,45.75,47.200001,57825,47.200001
2016-02-03,47.200001,47.5,44.849998,45.150002,42668,45.150002
2016-02-04,46,46,43.200001,43.450001,48507,43.450001
