"Date","HDFCBANK.NS.Open","HDFCBANK.NS.High","HDFCBANK.NS.Low","HDFCBANK.NS.Close","HDFCBANK.NS.Volume","HDFCBANK.NS.Adjusted"
2009-11-11,375.66,390.145,375.66,347.170013,3797950,309.667572
2009-11-12,387.6,390.593,382.88,343.309998,3922475,306.224518
2009-11-13,382.42,390.369,382.42,344.450012,4311455,307.241394
2009-11-16,386.322,392.342,385.436,344.720001,3032780,307.482178
2009-11-17,391.232,393.945,381.467,349.929993,3503450,312.129425
2009-11-18,383.811,393.508,383.811,349.920013,4732650,312.120453
2009-11-19,391.939,391.939,382.073,343.910004,2970560,306.759705
2009-11-20,383.194,394.965,383.194,350.799988,3826980,312.905426
2009-11-23,389.091,399.114,389.091,353.089996,2936610,314.948029
2009-11-24,392.387,399.114,390.167,355.380005,2200825,316.990662
2009-11-25,392.69,405.616,392.69,360.540009,3937395,321.593292
2009-11-26,392.387,405.84,392.387,352.23999,4014410,314.18985
2009-11-27,390.593,395.459,377.218,350.070007,3743880,312.254272
2009-11-30,395.75,400.683,390.649,353.25,4377820,315.090759
2009-12-01,399.046,403.374,392.387,357.940002,2743765,319.274139
2009-12-02,399.136,406.625,398.273,361.420013,5925830,322.378235
2009-12-03,401.031,408.979,401.031,361.390015,2438235,322.351471
2009-12-04,400.493,403.822,398.015,357.910004,1694640,319.247406
2009-12-07,401.356,405.325,400.223,359.470001,2275530,320.638855
2009-12-08,400.683,412.343,397.41,366.649994,3415320,327.043243
2009-12-09,404.865,411.401,401.692,360.869995,4017185,321.887573
2009-12-10,401.658,404.719,397.398,357.019989,3058480,318.453491
2009-12-11,401.098,403.374,395.324,357.029999,2988300,318.462433
2009-12-14,400.167,403.598,392.163,351.459991,4035560,313.494141
2009-12-15,389.371,396.199,378.934,340.160004,4271590,303.414795
2009-12-16,375.929,383.16,375.57,338.670013,4290460,302.085693
2009-12-17,376.692,380.503,373.777,334.299988,3298835,298.187744
2009-12-18,370.279,375.167,369.259,332.820007,3140890,296.867676
2009-12-21,373.126,374.718,369.303,330.549988,4297215,294.842896
2009-12-22,372.207,373.821,368.194,329.309998,3137155,293.736816
2009-12-23,369.965,381.176,369.965,338.070007,5052185,301.550537
2009-12-24,381.703,386.557,377.633,342.130005,1859485,305.171967
2009-12-29,385.145,385.212,378.205,339.390015,2601145,302.727997
2009-12-30,381.12,381.12,375.57,338.5,2132755,301.934113
2009-12-31,381.176,384.315,378.9,340.450012,2879110,303.673462
2010-01-04,381.176,387.566,379.505,341.140015,1525245,304.28894
2010-01-05,383.418,386.781,382.297,341.440002,4193300,304.556549
2010-01-06,384.315,385.66,378.508,341.670013,3319920,304.761658
2010-01-07,396.513,396.513,381.535,342.559998,3061990,305.555542
2010-01-08,383.867,386.423,381.4,343.01001,3542950,305.956879
2010-01-11,392.084,392.084,381.736,341.630005,6883305,304.725983
2010-01-12,382.97,383.822,376.378,339.040009,2453525,302.415741
2010-01-13,377.801,380.01,373.451,337.859985,5173375,301.36322
2010-01-14,383.418,384.27,374.449,336.76001,5086320,300.382019
2010-01-15,380.817,380.952,374.674,338.829987,5790865,302.228424
2010-01-18,378.934,398.665,377.162,353.329987,11750730,315.162109
2010-01-19,395.75,401.087,393.037,355.839996,8332110,317.40097
2010-01-20,400.235,401.356,390.817,351.220001,6826055,313.28006
2010-01-21,394.831,394.831,382.319,342.329987,6261735,305.350342
2010-01-22,380.279,381.176,370.862,335.420013,4736850,299.186798
2010-01-25,372.207,376.221,365.772,331.339996,3014395,295.547546
2010-01-27,372.454,372.454,355.817,319.440002,6053895,284.933014
2010-01-28,360.996,363.014,353.552,318.649994,8716115,284.228333
2010-01-29,354.269,367.05,348.103,326.209991,8217585,290.97168
2010-02-01,365.032,365.032,355.39,319.950012,3758665,285.38797
2010-02-02,360.323,362.095,352.476,315.820007,5167350,281.704071
2010-02-03,358.754,366.019,353.821,324.549988,3863835,289.491028
2010-02-04,362.79,364.337,355.503,323.350006,4302620,288.420624
2010-02-05,358.305,358.305,350.906,314.670013,4673470,280.678314
2010-02-08,355.39,356.254,347.318,313.480011,3795300,279.616852
2010-02-09,351.31,353.798,347.879,314.329987,5986875,280.375
2010-02-10,353.148,362.666,350.682,318.709991,6933340,284.28186
2010-02-11,359.651,366.153,356.512,319.600006,3634845,285.075745
2010-02-15,358.081,363.171,354.83,322.76001,2401245,287.894379
2010-02-16,359.875,363.844,356.512,321.279999,3587425,286.574219
2010-02-17,362.79,372.42,362.095,331.190002,6199170,295.413727
2010-02-18,373.306,378.934,370.133,336.75,5002210,300.373169
2010-02-19,374.449,381.176,371.333,338.779999,3672995,302.183838
2010-02-22,381.4,385.593,378.934,339.320007,3320085,302.665527
2010-02-23,377.824,383.16,377.218,340.200012,3236445,303.45047
2010-02-24,378.934,383.418,378.373,340.100006,2802845,303.361237
2010-02-25,381.4,382.073,377.14,338.209991,2918485,301.675385
2010-02-26,378.934,388.968,376.691,340.959991,4675515,304.128357
2010-03-02,386.557,393.732,382.521,348.98999,3857325,311.290924
2010-03-03,390.717,399.338,390.717,355.329987,5573980,316.946014
2010-03-04,397.992,400.683,393.082,356.230011,6757210,317.74884
2010-03-05,400.358,402.477,397.096,356.799988,5224825,318.257233
2010-03-08,405.84,405.84,397.522,356.839996,3686480,318.292938
2010-03-09,397.992,406.961,397.992,362.23999,6198845,323.109619
2010-03-10,406.289,408.06,387.88,362.890015,7480280,323.689423
2010-03-11,407.186,411.446,404.293,365.390015,3872615,325.919373
2010-03-12,409.652,410.414,400.537,360.25,3736220,321.334564
2010-03-15,399.114,408.082,399.114,362.51001,3756480,323.350494
2010-03-16,404.719,405.818,395.526,360.920013,5218125,321.93222
2010-03-17,404.629,409.159,403.172,361.540009,2397420,322.48526
2010-03-18,406.378,406.378,401.468,360.179993,1750985,321.272095
2010-03-19,406.916,409.159,403.071,363.970001,3169920,324.65274
2010-03-22,404.046,415.93,403.15,367.420013,7652805,327.730103
2010-03-23,411.446,423.778,411.446,376.799988,5077190,336.096802
2010-03-25,421.536,432.747,419.338,385.230011,11648200,343.61615
2010-03-26,432.971,440.729,428.957,390.290009,5776430,348.129578
2010-03-29,365.223,446.2,365.223,393.01001,6613355,350.555786
2010-03-30,440.594,441.693,426.334,381.369995,4684990,340.173157
2010-03-31,426.02,435.639,425.404,386.700012,3413040,344.927368
2010-04-01,437.231,437.231,431.872,387.850006,3704610,345.953125
2010-04-05,439.204,439.384,431.491,389.700012,3561920,347.603363
2010-04-06,437.231,437.231,431.715,386.579987,2210720,344.820343
2010-04-07,434.989,436.772,431.85,386.350006,2689025,344.615143
2010-04-08,432.724,432.724,424.63,380.559998,3119415,339.450623
2010-04-09,423.89,438.801,423.89,389.869995,3103825,347.754883
2010-04-12,434.697,441.245,434.697,390.839996,2285320,348.620148
2010-04-13,437.231,440.124,432.971,390.339996,3170650,348.174133
2010-04-15,438.352,442.814,435.931,391.410004,4773680,349.128601
2010-04-16,436.11,442.702,431.85,392.850006,2616280,350.413055
2010-04-19,437.231,439.204,431.85,386.820007,3060415,345.034424
2010-04-20,432.523,438.79,432.523,388.910004,2719660,346.898621
2010-04-21,437.007,439.473,433.868,388.200012,1972250,346.26535
2010-04-22,434.72,441.716,427.825,386.829987,3447555,345.043304
2010-04-23,433.868,438.812,432.444,390.359985,2658530,348.192047
2010-04-26,438.958,447.747,438.958,397.920013,3949140,354.935333
2010-04-27,445.976,447.545,441.222,395.910004,2242235,353.142487
2010-04-28,439.025,445.471,439.025,393.630005,2855885,351.108765
2010-04-29,442.142,447.321,436.435,397.149994,4698225,354.248505
2010-04-30,448.005,450.684,444.631,400.089996,3554805,356.870911
2010-05-03,445.079,445.079,439.944,393.959991,2503535,351.403137
2010-05-04,445.034,445.034,433.24,387.399994,2294480,345.551758
2010-05-05,433.195,433.576,421.558,383.269989,4007135,341.867889
2010-05-06,427.141,429.608,420.863,379.100006,2630615,338.148376
2010-05-07,419.518,420.415,411.67,369.609985,4892905,329.683472
2010-05-10,417.78,434.541,410.325,386.839996,3213270,345.052246
2010-05-11,434.541,438.352,428.991,389.660004,3482325,347.567627
2010-05-12,437.007,444.182,437.007,394.980011,3435410,352.312958
2010-05-13,444.227,447.321,437.276,393.070007,3186095,350.609314
2010-05-14,440.37,442.388,435.493,390.350006,2350075,348.183075
2010-05-17,435.437,436.514,429.271,385.769989,3301800,344.097839
2010-05-18,430.056,431.626,423.823,379.160004,3060780,338.201813
2010-05-19,421.311,423.329,412.926,373.709991,4545040,333.340607
2010-05-20,420.19,420.728,411.737,370.190002,1694500,330.200867
2010-05-21,408.083,414.809,403.845,365.309998,2749310,325.847931
2010-05-24,411.491,418.733,406.076,364.910004,2405455,325.491211
2010-05-25,406.244,408.082,400.235,360.75,2767175,321.780579
2010-05-26,406.468,415.538,406.356,365.549988,3500695,326.062012
2010-05-27,406.961,427.59,406.064,379.320007,5654930,338.344574
2010-05-28,425.258,429.159,422.713,379.359985,2939625,338.380249
2010-05-31,425.123,425.706,418.172,377.690002,2192055,336.890686
2010-06-01,423.711,423.778,412.118,371.019989,2841365,330.941193
2010-06-02,414.361,417.668,409.876,370.609985,4725835,330.575409
2010-06-03,417.971,428.262,417.971,381.119995,3398445,339.950134
2010-06-04,427.365,428.217,421.558,377.140015,2547175,336.400146
2010-06-07,418.621,424.865,405.47,375.329987,4809565,334.785583
2010-06-08,421.536,425.347,415.482,372.540009,2835570,332.296967
2010-06-09,417.051,425.034,415.157,376.179993,2896170,335.543762
2010-06-10,408.284,417.195,404.399,383.230011,4255235,353.095856
2010-06-11,417.01,423.284,417.01,389.26001,5407690,358.651672
2010-06-14,422.48,428.71,422.48,394.630005,3744490,363.599457
2010-06-15,428.71,429.796,423.935,392.779999,2280390,361.894897
2010-06-16,428.71,431.966,427.202,395.209991,4542145,364.13382
2010-06-17,430.447,433.92,427.202,399.220001,3994300,367.828491
2010-06-18,432.401,433.692,429.438,398.339996,2450700,367.0177
2010-06-21,434.484,436.308,431.988,399.769989,3550825,368.335236
2010-06-22,433.052,434.137,430.328,397.410004,2131220,366.160858
2010-06-23,430.816,434.94,428.819,399.75,2122020,368.316864
2010-06-24,433.497,435.657,429.796,400.320007,4413275,368.842041
2010-06-25,429.828,432.401,421.113,389.529999,3617580,358.900482
2010-06-28,423.74,426.323,417.477,390.140015,2664540,359.462463
2010-06-29,421.135,423.023,411.584,380.880005,3975580,350.930664
2010-06-30,411.345,420.874,407.872,383.799988,4383780,353.621033
2010-07-01,415.035,418.877,411.345,381.480011,2891815,351.483459
2010-07-02,414.037,417.499,412.419,382.570007,2056250,352.487732
2010-07-05,412.647,418.725,411.996,383.040009,1290135,352.920715
2010-07-06,415.686,427.571,414.601,392.799988,3124015,361.9133
2010-07-07,427.375,427.408,419.17,387.459991,1983360,356.993195
2010-07-08,425.454,427.592,421.601,389.140015,1681460,358.541138
2010-07-09,424.369,436.731,423.305,400.549988,7850590,369.053925
2010-07-12,436.091,446.293,435.657,409.890015,7434640,377.659515
2010-07-13,445.425,451.503,442.256,414.51001,3128655,381.916199
2010-07-14,451.503,458.21,450.037,417.26001,5279015,384.450012
2010-07-15,453.673,453.673,446.076,412.519989,1619365,380.082703
2010-07-16,448.029,448.464,440.91,407.790009,2356940,375.72464
2010-07-19,443.254,448.029,438.913,409.570007,4382790,377.364655
2010-07-20,444.524,453.391,441.952,408.880005,3342295,376.728912
2010-07-21,445.012,448.192,439.564,406.609985,2321175,374.637451
2010-07-22,440.649,447.812,439.564,411.450012,2787485,379.096832
2010-07-23,449.115,449.115,439.759,407.720001,3460905,375.660156
2010-07-26,443.905,447.118,441.55,410.380005,1518245,378.110962
2010-07-27,445.685,451.068,443.905,413.359985,3322955,380.856659
2010-07-28,449.766,453.673,447.15,417.220001,3285530,384.413116
2010-07-29,453.869,459.1,452.208,420.119995,5632870,387.085114
2010-07-30,455.345,463.875,451.503,425.380005,5849830,391.931488
2010-08-02,462.356,465.59,460.478,427.269989,4131670,393.672882
2010-08-03,464.527,465.395,458.395,424.48999,4055240,391.11145
2010-08-04,459.1,462.139,453.934,422.959991,3683675,389.701752
2010-08-05,448.247,461.792,448.247,420.049988,3677640,387.020599
2010-08-06,454.379,458.015,451.817,418.140015,2730220,385.260803
2010-08-09,453.673,456.69,449.625,416.399994,1309110,383.657623
2010-08-10,452.686,456.321,449.278,419.029999,3673635,386.080811
2010-08-11,456.061,458.677,451.058,417.899994,3667540,385.039642
2010-08-12,450.83,452.11,444.556,414.630005,2484715,382.026794
2010-08-13,447.498,456.148,446.781,417.51001,2624965,384.680359
2010-08-16,451.155,461.683,449.419,416.799988,1796670,384.026184
2010-08-17,457.581,463.658,451.741,424.209991,5032955,390.853485
2010-08-18,462.356,477.334,462.356,438.390015,9711085,403.918518
2010-08-19,474.295,486.125,474.295,446.029999,5190980,410.957733
2010-08-20,480.058,486.19,478.68,446.26001,2099535,411.169678
2010-08-23,480.34,483.629,473.861,439.320007,2048715,404.77536
2010-08-24,476.813,481.892,468.89,441.730011,2670070,406.995911
2010-08-25,477.768,480.807,472.895,438.450012,2647805,403.973785
2010-08-26,472.906,480.557,470.279,435.670013,5097025,401.412354
2010-08-27,473.209,475.369,461.412,427.829987,2887620,394.188812
2010-08-30,468.868,472.71,459.447,426.339996,1719115,392.81604
2010-08-31,461.271,464.527,458.514,426.850006,2347540,393.28595
2010-09-01,463.561,467.783,460.185,429.850006,2404050,396.050018
2010-09-02,468.825,476.455,468.825,437.48999,2897665,403.089233
2010-09-03,476.248,477.551,470.659,438.790009,2029540,404.287048
2010-09-06,477.117,481.827,474.327,440.859985,2386610,406.194244
2010-09-07,481.024,481.024,473.763,439.820007,2101960,405.236053
2010-09-08,474.946,477.529,471.321,435.920013,2492400,401.642731
2010-09-09,476.465,488.404,473.882,448.970001,6507395,413.666595
2010-09-13,488.426,498.172,487.97,456.48999,3648895,420.595215
2010-09-14,496.219,510.111,496.219,466.839996,8174365,430.131439
2010-09-15,507.723,517.491,507.083,475.089996,6375790,437.732666
2010-09-16,515.69,524.221,511.272,479.059998,6383695,441.390503
2010-09-17,519.944,526.608,518.143,480.119995,5375785,442.367157
2010-09-20,521.659,536.149,520.161,489.23999,3773865,450.769989
2010-09-21,532.925,541.499,532.925,494.149994,8177695,455.293945
2010-09-22,536.159,540.501,531.883,496.329987,6262255,457.302521
2010-09-23,536.496,538.732,532.502,492.769989,3095085,454.022491
2010-09-24,522.734,543.105,522.734,499.049988,6977655,459.808685
2010-09-27,542.671,545.016,528.28,487.690002,4169360,449.341919
2010-09-28,529.213,534.358,525.61,490.079987,4716055,451.544006
2010-09-29,537.028,537.028,526.652,488.570007,3898930,450.15274
2010-09-30,527.477,542.454,526.76,497.869995,9239945,458.721466
2010-10-01,540.935,543.54,534.499,500.149994,4432565,460.822174
2010-10-04,542.834,547.577,539.025,498.799988,3495115,459.578308
2010-10-05,538.634,544.777,529.094,489.559998,4299165,451.06488
2010-10-06,532.903,538.33,531.818,491.350006,2054970,452.714172
2010-10-07,533.337,536.159,526.728,486.709991,2253210,448.438995
2010-10-08,528.594,531.384,518.794,481.149994,3726715,443.316193
2010-10-11,529.821,529.821,513.725,477.700012,4955010,440.137482
2010-10-12,520.541,520.964,507.843,476.059998,3904950,438.626434
2010-10-13,517.708,531.818,513.801,488.25,5143350,449.857941
2010-10-14,530.733,533.12,523.146,484.869995,1926815,446.743652
2010-10-15,526.261,530.244,516.612,477.25,2931635,439.722839
2010-10-18,551.332,551.332,510.762,479.690002,4137550,441.970978
2010-10-19,525.957,525.957,511.967,473.769989,4162260,436.516479
2010-10-20,514.235,514.887,505.357,467.109985,2465115,430.380188
2010-10-21,505.781,515.494,502.872,473.019989,3648765,435.825409
2010-10-22,516.623,516.623,503.273,465.329987,3237595,428.740143
2010-10-25,507.072,513.91,499.041,460.940002,4314895,424.695343
2010-10-26,500.994,504.901,497.304,460.279999,2534860,424.08725
2010-10-27,500.56,500.56,486.32,450.859985,4110165,415.407898
2010-10-28,489.815,502.698,486.451,453.339996,10534615,417.692932
2010-10-29,494.916,498.824,485.582,455.980011,4066215,420.125366
2010-11-01,498.824,513.584,496.012,469.839996,5067400,432.895508
2010-11-02,513.367,518.143,508.592,470.070007,2780510,433.107452
2010-11-03,512.499,514.865,510.339,472.450012,1770380,435.300293
2010-11-04,518.794,522.05,513.921,477.839996,2429080,440.266449
2010-11-08,519.532,520.964,504.782,467.079987,2127730,430.352539
2010-11-09,507.94,522.441,505.846,479.700012,3429025,441.980194
2010-11-10,520.965,525.262,517.35,479.170013,2233585,441.491882
2010-11-11,517.73,523.005,507.126,470.660004,1682185,433.651062
2010-11-12,509.026,516.406,500.343,462.980011,3100775,426.574982
2010-11-15,502.514,519.228,502.297,477.170013,5703990,439.64917
2010-11-16,520.899,520.899,504.684,474.519989,4574835,437.20752
2010-11-18,525.089,525.089,503.328,468.070007,4157995,431.264709
2010-11-19,509.026,513.15,497.521,460.720001,2938170,424.492645
2010-11-22,503.816,519,500.56,475.980011,2755475,438.552765
2010-11-23,513.367,516.623,500.875,474.359985,2854060,437.060089
2010-11-24,510.979,515.299,497.076,462.279999,2064375,425.929962
2010-11-25,504.684,512,497.575,464.609985,5671935,428.076752
2010-11-26,504.901,507.94,494.048,459.579987,3784845,423.442291
2010-11-29,499.258,503.143,496.002,459.579987,2954715,423.442291
2010-11-30,498.606,506.649,490.249,457.079987,4313390,421.138824
2010-12-01,496.772,515.538,494.916,473.410004,4020360,436.184784
2010-12-02,516.189,520.965,510.784,478.350006,3684640,440.736359
2010-12-03,519.879,520.965,514.887,479.130005,1980895,441.455017
2010-12-06,525.306,526.391,515.592,476.649994,2340780,439.169983
2010-12-07,516.623,518.794,505.444,470.329987,4298675,433.346954
2010-12-08,507.94,507.94,491.704,456.089996,5872110,420.226715
2010-12-09,493.429,495.871,481.74,446.399994,9141960,411.298645
2010-12-10,477.551,484.551,471.104,444.470001,10310615,409.520416
2010-12-13,486.885,487.319,473.513,447.799988,3955840,412.588531
2010-12-14,487.753,494.026,480.156,447.649994,2961040,412.450378
2010-12-15,484.063,484.063,466.697,432.579987,5605105,398.565338
2010-12-16,469.519,481.805,466.697,440.160004,4879590,405.549316
2010-12-20,477.507,477.507,467.012,434.5,2580610,400.334351
2010-12-21,471.69,481.686,471.451,442.820007,3087790,408.000183
2010-12-22,484.714,486.234,471.05,435.76001,3751620,401.495331
2010-12-23,473.209,478.419,471.896,438.190002,1631635,403.734192
2010-12-24,475.163,482.923,472.124,443.679993,1758355,408.792511
2010-12-27,481.675,484.063,476.921,442.73999,1885315,407.926422
2010-12-28,482.739,492.463,480.839,451.230011,2337515,415.74884
2010-12-29,489.707,507.246,489.175,465.559998,4035520,428.952057
2010-12-30,507.116,508.678,496.664,461.100006,3626175,424.842773
2010-12-31,500.343,513.367,497.532,469.269989,4124455,432.370331
2011-01-03,514.452,520.889,510.198,478.100006,2699195,440.506042
2011-01-04,518.034,518.36,506.421,469.109985,4142065,432.22287
2011-01-05,510.046,510.046,498.715,461.640015,3912960,425.340332
2011-01-06,502.731,508.516,501.211,465.549988,2717545,428.942871
2011-01-07,504.945,504.945,490.792,453.890015,3974005,418.199677
2011-01-10,489.717,492.746,464.093,430.450012,10035430,396.602875
2011-01-11,471.039,481.61,461.271,429.320007,6078795,395.561676
2011-01-12,470.822,480.59,457.277,441.059998,4952665,406.37854
2011-01-13,479.504,481.328,461.575,428.600006,4743005,394.898315
2011-01-14,466.697,479.287,440.649,409.910004,6395705,377.677948
2011-01-17,447.161,454.324,445.11,413.619995,6140410,381.096191
2011-01-18,452.979,459.317,444.263,421.869995,4210080,388.697449
2011-01-19,458.373,458.894,447.812,415.089996,4496025,382.450623
2011-01-20,449.169,463.311,444.101,423.51001,4819270,390.208557
2011-01-21,456.712,461.205,450.656,418.829987,4148805,385.896576
2011-01-24,454.759,467.566,449.983,429.720001,6387080,395.930237
2011-01-25,466.958,472.091,449.354,416.859985,7055270,384.081451
2011-01-27,455.844,455.844,443.037,410.179993,9472790,377.926697
2011-01-28,446.076,453.532,443.265,410.850006,8899210,378.544037
2011-01-31,443.406,447.91,433.312,409.459991,5559015,377.263336
2011-02-01,450.83,450.83,437.415,407.920013,4275615,375.844391
2011-02-02,445.316,447.921,435.483,403.980011,4881085,372.214203
2011-02-03,438.478,449.712,436.308,412.190002,2898015,379.778625
2011-02-04,445.208,452.588,435.222,403.549988,4626600,371.817993
2011-02-07,443.905,447.161,438.522,407.769989,4279730,375.706177
2011-02-08,447.14,447.15,430.903,400.570007,3597995,369.072357
2011-02-09,433.703,441.734,430.1,404.459991,3678790,372.656464
2011-02-10,437.61,444.773,434.137,403.170013,5767795,371.467926
2011-02-11,433.052,447.161,433.052,411.859985,5051710,379.474579
2011-02-14,445.023,458.058,445.023,421.089996,2961180,387.978821
2011-02-15,458.015,461.922,450.482,421.399994,3799865,388.264435
2011-02-16,458.883,460.619,452.599,418.970001,2275395,386.025574
2011-02-17,455.844,476.248,454.759,437.119995,5902460,402.748352
2011-02-18,474.078,486.906,470.008,435.220001,9883935,400.997803
2011-02-21,469.953,479.287,462.899,440.339996,2800255,405.715179
2011-02-22,475.38,475.749,461.357,427.690002,2898215,394.059845
2011-02-23,461.314,467.349,455.887,422.820007,3057110,389.572784
2011-02-24,453.022,459.871,444.068,411.820007,5013885,379.437714
2011-02-25,453.022,453.022,438.044,408.429993,3154980,376.31427
2011-02-28,448.029,460.392,441.735,410.450012,5490680,378.175476
2011-03-01,450.374,466.697,446.944,427.799988,5125290,394.161224
2011-03-03,463.42,482.391,462.367,438.630005,6334410,404.139618
2011-03-04,479.721,484.692,478.962,443.649994,4927470,408.764893
2011-03-07,478.419,478.419,466.893,434.630005,3213920,400.454163
2011-03-08,468.434,481.567,468.108,441.299988,4492785,406.59967
2011-03-09,479.722,485.951,476.465,441.209991,4520995,406.516724
2011-03-10,475.814,480.807,473.72,441.679993,3735155,406.949768
2011-03-11,473.654,481.241,472.124,437.269989,3276975,402.886536
2011-03-14,471.473,481.675,471.473,442.950012,3270720,408.119934
2011-03-15,471.039,479.222,462.356,436.929993,6900500,402.573303
2011-03-16,476.683,478.636,472.906,436.75,2902670,402.407471
2011-03-17,471.082,484.714,470.203,436.299988,8380310,401.992828
2011-03-18,473.209,476.726,464.983,429.859985,2411060,396.059204
2011-03-21,471.082,472.927,465.927,430.890015,3079675,397.008209
2011-03-22,468.673,471.69,464.972,430.320007,2357635,396.483093
2011-03-23,466.697,473.622,465.623,432.839996,2328675,398.804932
2011-03-24,472.992,477.312,470.713,438.559998,2206905,404.075134
2011-03-25,479.07,493.831,477.551,453.01001,4450740,417.388916
2011-03-28,491.66,501.862,491.66,459.350006,5465155,423.230377
2011-03-29,501.428,504.424,495.926,461.029999,5409150,424.778229
2011-03-30,502.514,513.15,500.56,468.299988,5548710,431.476624
2011-03-31,510.111,520.075,500.365,469.170013,9465955,432.278198
2011-04-01,510.762,513.367,504.25,466.75,2184645,430.048523
2011-04-04,507.94,522.05,507.94,480.160004,3161135,442.404053
2011-04-05,520.965,523.124,514.051,479.149994,4206330,441.47345
2011-04-06,519.011,519.879,510.328,475.190002,3234930,437.824799
2011-04-07,515.538,516.189,507.854,470.950012,3279080,433.918213
2011-04-08,510.979,517.708,509.047,470.480011,3860085,433.485199
2011-04-11,504.728,507.409,496.783,459.209991,5604090,423.101349
2011-04-13,494.797,517.415,493.831,473.790009,4516945,436.534943
2011-04-15,515.538,519.228,508.809,472.619995,4295465,435.456879
2011-04-18,516.363,520.932,500.202,462.359985,5176635,426.003693
2011-04-19,507.94,512.021,504.565,469.5,3731215,432.582275
2011-04-20,512.401,518.577,509.677,474.390015,3274035,437.087769
2011-04-21,517.057,524.633,517.057,482.130005,8102675,444.219147
2011-04-25,525.957,529.875,517.926,478.200012,3161435,440.598145
2011-04-26,518.045,520.498,508.049,471.970001,3160925,434.858032
2011-04-27,515.755,516.406,504.967,470.649994,3573825,433.641846
2011-04-28,512.966,514.235,505.77,467.549988,6692410,430.785553
2011-04-29,504.684,507.875,495.133,459.109985,4656470,423.009216
2011-05-02,500.56,502.666,491.009,458.029999,3539185,422.01416
2011-05-03,496.772,498.313,482.37,447.130005,5370140,411.971252
2011-05-04,487.102,496.034,479.244,452.290009,6605305,416.725494
2011-05-05,489.674,493.788,479.721,444.089996,4674745,409.170288
2011-05-06,482.977,503.599,482.977,459.450012,5387865,423.32254
2011-05-09,499.692,502.514,488.057,455.769989,1949295,419.931854
2011-05-10,494.482,494.482,482.999,449.279999,3261610,413.952179
2011-05-11,490.575,492.507,482.109,452.209991,2455425,416.651825
2011-05-12,488.404,491.639,485.148,448.040009,2369715,412.809723
2011-05-13,484.497,497.087,483.162,450.209991,2911535,414.809052
2011-05-16,487.319,491.899,485.43,450.609985,3135310,415.177582
2011-05-17,488.838,493.603,486.451,450.48999,3055970,415.066986
2011-05-18,490.162,494.417,486.885,453.470001,3467740,417.812744
2011-05-19,492.854,495.785,490.076,454.76001,3755635,419.001282
2011-05-20,492.746,503.599,489.576,463.140015,5956935,426.722382
2011-05-23,498.172,498.997,487.525,452.940002,5023200,417.324371
2011-05-24,489.273,497.63,488.014,451.059998,2251220,415.592194
2011-05-25,488.404,492.094,487.395,450.950012,2078720,415.490906
2011-05-26,489.49,494.265,486.233,452.839996,4974975,417.2323
2011-05-27,491.639,501.862,491.128,460.730011,2915510,424.501892
2011-05-30,500.126,505.249,498.682,461.519989,1962375,425.229706
2011-05-31,504.663,522.853,502.514,479.910004,8848365,442.173706
2011-06-01,518.794,522.484,515.484,479.640015,3285835,441.924896
2011-06-02,493.621,496.063,491.515,472.059998,3361380,450.43634
2011-06-03,494.648,496.933,492.248,471.350006,2994265,449.75885
2011-06-06,491.578,500.947,491.578,476.25,2921400,454.434418
2011-06-07,495.728,501.094,495.455,475.299988,2031735,453.527924
2011-06-08,493.862,497.174,492.186,471.049988,2569695,449.472595
2011-06-09,493.558,497.719,490.781,472.559998,1614970,450.913422
2011-06-10,496.336,497.698,488.413,472.48999,2185955,450.846649
2011-06-13,493.223,498.851,491.337,474.519989,1958890,452.783661
2011-06-14,498.432,502.624,495.812,476.5,3108300,454.672943
2011-06-15,498.851,502.163,496.126,474.559998,3519470,452.821777
2011-06-16,495.497,497.174,490.058,468.600006,2106325,447.134827
2011-06-17,492.668,495.937,489.136,469.859985,3553370,448.337067
2011-06-20,490.917,494.963,476.203,459.799988,3906425,438.737915
2011-06-21,482.502,491.305,482.502,465.109985,2539430,443.804657
2011-06-22,488.884,492.102,484.682,464.540009,1545790,443.260773
2011-06-23,486.065,490.352,484.179,466.75,2066895,445.369598
2011-06-24,492.353,500.936,490.792,476.630005,4143865,454.796997
2011-06-27,499.48,509.719,497.31,483.230011,5128095,461.094696
2011-06-28,509.205,509.331,503.997,484.609985,3048405,462.411438
2011-06-29,510.379,523.793,510.379,497.820007,5126220,475.016357
2011-06-30,523.793,529.233,519.004,503.109985,6710300,480.063995
2011-07-01,532.387,533.98,519.392,500.25,3326210,477.335022
2011-07-04,531.339,532.806,526.602,506.440002,3580840,483.241486
2011-07-05,528.614,534.902,527.042,508.230011,2659320,484.949493
2011-07-06,531.339,536.579,527.147,509.059998,2946435,485.741455
2011-07-07,533.666,539.713,531.161,513.159973,3694510,489.653687
2011-07-08,537.837,541.463,535.259,511.829987,3772340,488.384552
2011-07-11,536.369,537.438,527.168,504.869995,1986250,481.743408
2011-07-12,526.099,526.099,515.661,495.950012,3680450,473.231995
2011-07-13,521.907,530.071,519.402,503.940002,1860455,480.855988
2011-07-14,529.348,537.941,522.745,505.950012,2338586,482.773956
2011-07-15,530.763,534.955,527.147,508.950012,1372538,485.636536
2011-07-18,536.527,543.81,532.387,515.049988,1552474,491.457062
2011-07-19,542.343,543.915,532.754,510.850006,4263166,487.449493
