"Date","ITDC.BO.Open","ITDC.BO.High","ITDC.BO.Low","ITDC.BO.Close","ITDC.BO.Volume","ITDC.BO.Adjusted"
2008-02-06,82,82,82,82,6000,79.839279
2008-04-07,86.099998,86.099998,86.099998,86.099998,100,83.831245
2008-04-16,90.400002,90.400002,90.400002,90.400002,100,88.017937
2008-04-29,94.900002,94.900002,94.900002,94.900002,100,92.399361
2008-05-05,99.599998,99.599998,99.599998,99.599998,200,96.975517
2010-03-31,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-01,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-05,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-06,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-07,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-08,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-09,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-12,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-13,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-15,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-16,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-19,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-20,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-21,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-22,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-23,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-26,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-27,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-28,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-29,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-04-30,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-03,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-04,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-05,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-06,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-07,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-10,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-11,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-12,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-13,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-14,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-17,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-18,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-19,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-20,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-21,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-24,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-25,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-26,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-27,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-28,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-05-31,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-01,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-02,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-03,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-04,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-07,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-08,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-09,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-10,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-11,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-14,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-15,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-16,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-17,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-18,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-21,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-22,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-23,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-24,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-25,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-28,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-29,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-06-30,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-01,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-02,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-05,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-06,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-07,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-08,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-09,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-12,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-13,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-14,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-15,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-16,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-19,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-20,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-21,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-22,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-23,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-26,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-27,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-28,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-29,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-07-30,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-02,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-03,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-04,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-05,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-06,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-09,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-10,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-11,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-12,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-13,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-16,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-17,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-18,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-19,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-20,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-23,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-24,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-25,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-26,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-27,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-30,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-08-31,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-09-01,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-09-02,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-09-03,104.550003,104.550003,104.550003,104.550003,100,101.79509
2010-09-06,104.550003,104.550003,104.550003,104.550003,100,101.79509
2011-11-17,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-11-18,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-11-21,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-11-22,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-11-23,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-11-24,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-11-25,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-11-28,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-11-29,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-11-30,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-01,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-02,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-05,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-07,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-08,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-09,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-12,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-13,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-14,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-15,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-16,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-19,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-20,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-21,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-22,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-23,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-26,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-27,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-28,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-29,104.550003,104.550003,104.550003,104.550003,0,101.79509
2011-12-30,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-02,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-03,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-04,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-05,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-06,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-09,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-10,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-11,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-12,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-13,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-16,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-17,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-18,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-19,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-20,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-23,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-25,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-27,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-30,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-01-31,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-01,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-02,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-03,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-06,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-07,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-08,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-09,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-10,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-13,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-14,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-15,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-16,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-17,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-21,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-22,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-23,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-24,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-27,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-28,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-02-29,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-01,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-02,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-05,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-06,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-07,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-09,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-12,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-13,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-14,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-15,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-16,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-19,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-20,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-21,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-22,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-23,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-26,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-27,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-28,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-29,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-03-30,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-02,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-03,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-04,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-09,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-10,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-11,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-12,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-13,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-16,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-17,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-18,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-19,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-20,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-23,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-24,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-25,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-26,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-27,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-04-30,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-02,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-03,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-04,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-07,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-08,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-09,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-10,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-11,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-14,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-15,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-16,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-17,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-18,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-21,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-22,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-23,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-24,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-25,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-28,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-29,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-30,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-05-31,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-01,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-04,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-05,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-06,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-07,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-08,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-11,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-12,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-13,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-14,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-15,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-18,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-19,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-20,104.550003,104.550003,104.550003,104.550003,0,101.79509
2012-06-21,109.75,109.75,109.75,109.75,1,106.858063
2012-06-22,115.199997,115.199997,115.199997,115.199997,1,112.164444
2012-06-25,115.199997,115.199997,115.199997,115.199997,0,112.164444
2012-06-26,120.949997,120.949997,120.949997,120.949997,1,117.762939
2012-06-27,126.949997,126.949997,126.949997,126.949997,1,123.604843
2012-06-28,126.949997,126.949997,126.949997,126.949997,0,123.604843
2012-06-29,133.25,133.25,133.25,133.25,1,129.738846
2012-07-02,133.25,133.25,133.25,133.25,0,129.738846
2012-07-03,133.25,133.25,133.25,133.25,0,129.738846
2012-07-04,139.899994,139.899994,139.899994,139.899994,1,136.213608
2012-07-05,146.850006,146.850006,146.850006,146.850006,1,142.980469
2012-07-06,146.850006,146.850006,146.850006,146.850006,0,142.980469
2012-07-09,154.149994,154.149994,154.149994,154.149994,1,150.08812
2012-07-10,154.149994,154.149994,154.149994,154.149994,0,150.08812
2012-07-11,154.149994,154.149994,154.149994,154.149994,0,150.08812
2012-07-12,161.850006,161.850006,161.850006,161.850006,1,157.58522
2012-07-13,161.850006,161.850006,161.850006,161.850006,0,157.58522
2012-07-16,169.899994,169.899994,169.899994,169.899994,1,165.423096
2012-07-17,169.899994,169.899994,169.899994,169.899994,0,165.423096
2012-07-18,169.899994,169.899994,169.899994,169.899994,0,165.423096
2012-07-19,178.350006,178.350006,178.350006,178.350006,1,173.650452
