"Date","RELINFRA.NS.Open","RELINFRA.NS.High","RELINFRA.NS.Low","RELINFRA.NS.Close","RELINFRA.NS.Volume","RELINFRA.NS.Adjusted"
2007-06-12,603.225,605.545,590.581,517.200012,289993,445.843475
2007-06-13,600.905,611.114,593.945,520.549988,577721,448.731232
2007-06-14,611.288,616.566,607.865,527.049988,458502,454.334412
2007-06-15,611.346,626.426,585.824,532.799988,530449,459.291168
2007-06-18,618.306,620.51,610.418,530.049988,306385,456.920532
2007-06-19,614.884,625.266,604.501,533.599976,531541,459.980804
2007-06-20,622.946,635.185,620.104,538.099976,637214,463.859924
2007-06-21,624.338,654.383,620.626,560.5,1021177,483.169495
2007-06-22,643.827,693.129,643.827,590.299988,2787049,508.858124
2007-06-25,686.749,701.829,679.672,591.549988,1977239,509.935608
2007-06-26,692.549,692.549,681.587,590.450012,691949,508.987335
2007-06-27,685.357,685.531,670.566,579.450012,804039,499.504974
2007-06-28,665.295,675.869,655.295,580.25,1657710,504.811951
2007-06-29,666.961,710.353,666.961,613.549988,2029209,533.782593
2007-07-02,706.904,729.778,705.755,624.75,1590867,543.52655
2007-07-03,724.146,726.33,703.456,615.549988,895803,535.522583
2007-07-04,645.984,718.169,645.984,613.549988,615000,533.782593
2007-07-05,706.215,710.123,676.444,592.650024,1616252,515.599792
2007-07-06,672.421,700.467,672.421,598.150024,762934,520.384827
2007-07-09,687.536,712.536,687.536,616.049988,1025767,535.957703
2007-07-10,710.467,715.985,695.697,615,2139960,535.044189
2007-07-11,691.962,732.192,689.663,625.900024,2491536,544.5271
2007-07-12,724.146,781.043,724.031,669.099976,4699788,582.110535
2007-07-13,773.572,798.17,767.077,676.400024,2258271,588.46167
2007-07-16,778.457,818.917,775.985,704.549988,2197304,612.951782
2007-07-17,809.836,833.343,797.94,700.200012,2220028,609.167297
2007-07-18,808.859,826.216,777.71,688.5,2824030,598.988464
2007-07-19,802.308,804.607,781.963,686,2268888,596.813416
2007-07-20,798.859,802.825,785.066,688.75,1292913,599.205811
2007-07-23,787.365,826.446,784.032,715.299988,2308220,622.304138
2007-07-24,827.595,900.815,825.871,774.900024,4907161,674.155579
2007-07-25,879.377,937.826,869.895,778.700012,8360018,677.461548
2007-07-26,897.021,936.792,836.791,800.900024,3373390,696.775391
2007-07-27,908.056,939.78,859.952,762.650024,6959263,663.498291
2007-07-30,879.205,936.792,868.975,779.299988,6302541,677.983582
2007-07-31,1005.643,1005.643,897.883,793.799988,4804902,690.598389
2007-08-01,911.504,911.504,839.09,737.400024,4510894,641.530945
2007-08-02,850.584,881.561,844.837,752.799988,2609920,654.928833
2007-08-03,889.665,889.665,862.711,755,1840714,656.842834
2007-08-06,828.745,862.078,828.745,742.150024,2991881,645.663452
2007-08-07,867.826,886.791,863.285,764.75,2249118,665.325195
2007-08-08,890.814,903.401,885.355,783,1986079,681.202515
2007-08-09,913.803,916.102,865.009,758.400024,2196849,659.800781
2007-08-10,848.285,866.102,833.343,748.299988,2470073,651.013794
2007-08-13,885.987,913.458,857.366,753.299988,1546693,655.363831
2007-08-14,877.021,885.067,863.228,753.650024,1667420,655.668457
2007-08-16,849.435,850.584,818.4,717,2716255,623.783203
2007-08-17,794.376,848.113,782.767,718.25,3594729,624.870667
2007-08-20,850.584,860.929,827.883,724.599976,2183850,630.39502
2007-08-21,835.641,840.699,788.514,691.900024,2662682,601.946472
2007-08-22,803.457,843.343,767.94,723.5,3364347,629.437988
2007-08-23,854.78,865.412,804.607,704.5,4292068,612.908203
2007-08-24,821.848,855.182,819.722,735.799988,1732798,640.138977
2007-08-27,860.469,879.32,858.63,762.5,1542490,663.367737
2007-08-28,874.722,898.286,863.688,766.450012,1835997,666.80426
2007-08-29,864.377,903.228,851.733,782.200012,2682600,680.506531
2007-08-30,908.056,913.803,874.722,767.400024,1930417,667.630676
2007-08-31,885.067,907.941,885.067,779.400024,1551221,678.070557
2007-09-03,898.861,910.24,890.814,777.400024,1049912,676.330505
2007-09-04,887.366,958.631,887.366,823.349976,5729872,716.306641
2007-09-05,955.298,971.85,942.539,823.799988,3635326,716.69812
2007-09-06,942.539,994.379,939.493,860.599976,3384959,748.713745
2007-09-07,994.264,999.609,971.85,850.400024,2161629,739.839844
2007-09-10,965.528,998.747,955.183,864.299988,1827567,751.932739
2007-09-11,995.988,1006.735,986.218,860.349976,1896344,748.496277
2007-09-12,994.264,1035.931,993.229,894,3900332,777.771423
2007-09-13,1027.597,1051.736,1019.034,890.200012,3978277,774.465515
2007-09-14,1028.747,1044.494,1011.505,883,2169898,768.20166
2007-09-17,1017.253,1055.184,1017.253,907.799988,3462460,789.777283
2007-09-18,1039.092,1072.311,1039.092,927.25,3264087,806.698608
2007-09-19,1068.977,1097.426,1068.977,947.849976,2445331,824.620361
2007-09-20,1096.564,1148.288,1082.023,988.400024,3603585,859.89856
2007-09-21,1146.449,1187.312,1128.863,1009.549988,3525891,878.298828
2007-09-24,1172.427,1301.049,1172.427,1093.900024,7241521,951.682617
2007-09-25,1264.382,1289.669,1221.852,1087.199951,5763877,945.853577
2007-09-26,1252.887,1270.014,1158.633,1025.949951,4067527,892.566711
2007-09-27,1201.163,1298.865,1201.163,1117.150024,6317805,971.909912
2007-09-28,1303.463,1405.188,1296.566,1205.5,6744294,1048.773438
2007-10-01,1435.533,1591.972,1402.314,1349.550049,10900697,1174.095459
2007-10-03,1551.741,1710.249,1419.556,1449,13273448,1260.616211
2007-10-04,1672.432,1770.652,1636.742,1481.400024,7242511,1288.803711
2007-10-05,1689.674,1720.651,1648.294,1448.050049,3792692,1259.789673
2007-10-08,1688.467,1705.076,1513.81,1380.150024,6675791,1200.717163
2007-10-09,1539.097,1772.433,1496.855,1533.949951,7207101,1334.521973
2007-10-10,1783.353,1867.492,1770.135,1585.699951,6240764,1379.543579
2007-10-11,1827.606,1865.538,1800.077,1603.050049,3432703,1394.638184
2007-10-12,1837.951,1983.815,1781.629,1636.699951,8924927,1423.91333
2007-10-15,1885.078,2164.047,1727.605,1844.400024,7285728,1604.610474
2007-10-16,2126.46,2251.749,2110.368,1900.849976,9273998,1653.721191
2007-10-17,1942.55,2109.103,1678.179,1766.550049,11111486,1536.881836
2007-10-18,2085.08,2119.449,1771.284,1591.199951,7149301,1384.328735
2007-10-19,1755.939,1827.607,1459.786,1334.150024,10138322,1160.69751
2007-10-22,1436.797,1683.697,1436.797,1367.5,9892197,1189.711914
2007-10-23,1609.213,1768.985,1609.213,1522.800049,6425219,1324.821533
2007-10-24,1860.595,1936.803,1759.675,1655.699951,10129371,1440.443115
2007-10-25,1924.159,1972.435,1873.699,1648,6847453,1433.744263
2007-10-26,1931.056,1962.091,1873.584,1670.349976,4216522,1453.188477
2007-10-29,2000.022,2024.735,1954.044,1720.449951,3969041,1496.775146
2007-10-30,2000.022,2085.08,1982.895,1787.800049,5662906,1555.369019
2007-10-31,2070.138,2183.875,2068.988,1865.800049,4587273,1623.228149
2007-11-01,2183.587,2229.565,1995.424,1766.349976,5554274,1536.707397
2007-11-02,1942.55,2152.322,1925.308,1852.5,6655644,1611.657349
2007-11-05,2114.965,2160.943,2023.01,1817.400024,6043129,1581.12085
2007-11-06,2135.655,2196.576,2097.724,1848,5774758,1607.742554
2007-11-07,2156.288,2183.932,2017.436,1819.800049,3341887,1583.208496
2007-11-08,2046,2168.76,2006.919,1849.400024,5529544,1608.960327
2007-11-12,2051.747,2105.77,2004.62,1816.900024,3091174,1580.685791
2007-11-13,2105.77,2163.242,2071.287,1857.5,3269419,1616.007324
2007-11-14,2172.438,2239.105,2141.748,1920.550049,3572119,1670.860229
2007-11-15,2242.553,2263.243,2105.138,1853.599976,5829816,1612.614258
2007-11-16,2125.311,2163.242,2080.483,1826.099976,2232024,1588.689575
2007-11-19,2103.471,2137.609,2086.23,1829.849976,2137966,1591.952148
2007-11-20,2086,2149.104,2039.103,1795.099976,3040415,1561.719849
2007-11-21,2086.287,2086.287,1923.009,1692.25,2739182,1472.241577
2007-11-22,1965.309,1965.309,1776.226,1603.849976,3966555,1395.334229
2007-11-23,1891.4,2004.39,1858.641,1725.300049,4745668,1500.994629
2007-11-26,2067.264,2085.08,2013.585,1790.300049,3227479,1557.543945
2007-11-27,2049.448,2055.195,1997.723,1757.349976,1866597,1528.877808
2007-11-28,2039.85,2051.517,1940.998,1704.550049,2145947,1482.942261
2007-11-29,2000.022,2011.516,1883.067,1662.5,4693809,1446.359009
2007-11-30,1942.55,2010.309,1920.711,1734.050049,4260330,1508.607056
2007-12-03,2067.322,2214.967,2055.195,1900.050049,5268109,1653.025391
2007-12-04,2195.427,2229.91,2161.173,1898.349976,2780415,1651.546265
2007-12-05,2183.932,2212.668,2155.196,1889,1703545,1643.412109
2007-12-06,2189.507,2289.335,2178.185,1946.5,4437471,1693.436401
2007-12-07,2264.393,2275.887,2173.587,1937.599976,3483636,1685.693481
2007-12-10,2206.921,2260.829,2180.771,1945.400024,2344478,1692.479614
2007-12-11,2236.117,2267.841,2223.703,1948.25,2275834,1694.95874
2007-12-12,2201.173,2258.645,2186.231,1933.300049,2575229,1681.952759
2007-12-13,2247.151,2252.898,2189.679,1912.300049,1496247,1663.682861
2007-12-14,2216.116,2228.415,2185.082,1912.400024,1459355,1663.769653
2007-12-17,2197.725,2198.185,2080.655,1828.800049,1742210,1591.038818
2007-12-18,2137.955,2156.288,2031.287,1805.150024,2250490,1570.463257
2007-12-19,2103.471,2194.277,2091.977,1881.300049,2503931,1636.713013
2007-12-20,2196.576,2273.588,2176.288,1940.150024,3852761,1687.911987
2007-12-24,2133.931,2389.681,2133.931,2063,3448732,1794.790283
2007-12-26,2413.82,2458.303,2371.29,2111.899902,3050640,1837.332764
2007-12-27,2459.797,2490.832,2416.406,2134.100098,3733219,1856.646606
2007-12-28,2471.292,2551.062,2444.05,2158.350098,3262184,1877.743896
2007-12-31,2504.395,2530.487,2442.728,2135.449951,2305622,1857.821289
2008-01-01,2486.694,2631.006,2451.751,2278.550049,3738436,1982.316528
2008-01-02,2642.558,2733.363,2592.04,2365.899902,3224515,2058.310303
2008-01-03,2719.57,2971.067,2703.478,2517.850098,5637821,2190.505859
2008-01-04,2988.539,2988.539,2844.917,2514.350098,3215150,2187.460205
2008-01-07,2871.066,2988.538,2844.859,2585.649902,2781237,2249.490967
2008-01-08,2982.792,3035.666,2856.756,2541.199951,3027443,2210.81958
2008-01-09,2912.561,2982.792,2896.814,2565.649902,3201445,2232.090576
2008-01-10,2954.055,3023.021,2788.134,2463.199951,3303180,2142.960693
2008-01-11,2850.606,2890.146,2746.007,2485.75,2925898,2162.578857
2008-01-14,2872.445,2893.02,2817.675,2473.449951,2604067,2151.87793
2008-01-15,2862.1,2884.285,2678.19,2364.699951,3070429,2057.266357
2008-01-16,2672.443,2672.443,2485.085,2264.800049,4754457,1970.35437
2008-01-17,2655.144,2699.8,2495.43,2213.149902,4347980,1925.419189
2008-01-18,2517.269,2632.213,2390.831,2123.550049,5475524,1847.468384
2008-01-21,2436.693,2511.522,1821.859,1764.349976,6882245,1534.967773
2008-01-22,1737.49,2037.953,1724.157,1648.599976,7332497,1434.266235
2008-01-23,2000.022,2321.865,1954.044,1982.849976,4003149,1725.060547
2008-01-24,2406.923,2411.406,2011.861,1815.699951,3126285,1579.641724
2008-01-25,2126.46,2349.451,2126.46,2027.699951,2533311,1764.079346
2008-01-28,2264.392,2436.693,2091.977,2097.449951,2656601,1824.761719
2008-01-29,2511.177,2511.177,2359.049,2113,2406242,1838.289795
2008-01-30,2440.257,2440.257,2270.14,1995,1962447,1735.630981
2008-01-31,2304.623,2349.451,2183.932,1978.099976,4176185,1720.927979
2008-02-01,2298.876,2342.554,2172.438,2013.75,2744054,1751.943237
2008-02-04,2356.348,2407.843,2266.174,2014.699951,2204582,1752.769653
2008-02-05,2304.623,2382.095,2247.668,2026.550049,1693548,1763.079224
2008-02-06,2248.53,2380.486,2207.151,2056.949951,3101029,1789.526855
2008-02-07,2390.831,2470.142,2254.048,1987.300049,3417656,1728.932007
2008-02-08,2310.255,2347.152,2129.161,1956.849976,4245009,1702.440796
2008-02-11,2172.438,2194.277,1758.87,1590.599976,6456677,1383.806763
2008-02-12,1867.722,1879.274,1691.973,1529.199951,4959704,1330.389282
2008-02-13,1827.606,1859.791,1728.755,1555.099976,2986465,1352.922119
2008-02-14,1823.008,1975.884,1823.008,1708.25,3044898,1486.161255
2008-02-15,1954.044,1986.229,1902.722,1709.099976,3622078,1486.900757
2008-02-18,1989.677,2171.288,1935.424,1698.800049,2157682,1477.939819
2008-02-19,2000.022,2000.022,1851.744,1625.849976,2215114,1414.474121
2008-02-20,1854.848,1896.573,1781.629,1573,2392917,1368.494995
2008-02-21,1862.09,1885.078,1793.123,1598.300049,2251025,1390.505615
2008-02-22,1602.431,1826.457,1602.431,1560.599976,1737347,1357.707031
2008-02-25,1839.101,1878.124,1764.502,1622.5,2861947,1411.559448
2008-02-26,1902.435,1968.987,1896.573,1700.099976,2180356,1479.070679
2008-02-27,2011.516,2011.516,1865.768,1634.5,2751391,1421.99939
2008-02-28,1873.584,1896.573,1820.825,1594.550049,2794818,1387.243286
2008-02-29,1821.859,1861.86,1769.962,1569.400024,1836857,1365.362915
2008-03-03,1736.226,1814.962,1686.225,1484.449951,1918931,1291.45752
2008-03-04,1731.168,1757.49,1643.696,1502.449951,2173817,1307.117188
2008-03-05,1752.893,1765.537,1626.8,1459.25,2505902,1269.533447
2008-03-07,1603.466,1677.49,1434.613,1269.300049,3899502,1104.279053
2008-03-10,1402.314,1466.683,1287.371,1257.300049,4787033,1093.838989
2008-03-11,1379.325,1504.499,1379.325,1285.949951,2723818,1118.764282
2008-03-12,1557.488,1602.144,1505.763,1329.449951,3142779,1156.608887
2008-03-13,1494.269,1494.269,1360.934,1200.349976,2484971,1044.293091
2008-03-14,1408.062,1563.236,1356.567,1300.599976,2557576,1131.509399
2008-03-17,1465.534,1494.269,1342.601,1189.650024,2515655,1034.984009
2008-03-18,1339.095,1482.775,1321.968,1227.449951,3432950,1067.869751
2008-03-19,1477.027,1504.614,1368.98,1210.099976,1698406,1052.775635
2008-03-24,1378.176,1425.303,1264.612,1150.599976,2023182,1001.010986
2008-03-25,1360.934,1517.2,1360.934,1298.5,2560163,1129.682617
2008-03-26,1488.522,1520.592,1459.786,1295.949951,2244743,1127.463989
2008-03-27,1461.05,1505.649,1454.039,1281.800049,2100858,1115.153809
2008-03-28,1482.947,1546.741,1477.028,1332.150024,2460127,1158.957764
2008-03-31,1528.752,1539.097,1425.533,1250.849976,1879755,1088.227783
2008-04-01,1448.292,1522.775,1405.763,1291.050049,1791139,1123.201172
2008-04-02,1528.752,1545.936,1393.866,1229.550049,2151933,1069.696899
2008-04-03,1411.28,1442.545,1345.992,1189.349976,2419398,1034.723145
2008-04-04,1377.027,1379.326,1301.509,1164.75,2046064,1013.32135
2008-04-07,1350.589,1382.773,1306.738,1162.849976,2718969,1011.66864
2008-04-08,1331.049,1362.084,1310.359,1151.099976,2553068,1001.445923
2008-04-09,1315.876,1366.682,1301.279,1176.949951,2868538,1023.935303
2008-04-10,1323.118,1463.809,1323.118,1253.800049,4126526,1090.794067
2008-04-11,1450.591,1504.269,1427.602,1284.800049,2624646,1117.763794
2008-04-15,1448.119,1502.315,1438.694,1301.349976,2008035,1132.161987
2008-04-16,1511.511,1572.431,1511.511,1347.650024,1946336,1172.442627
2008-04-17,1591.972,1603.466,1526.626,1334.300049,1356873,1160.828247
2008-04-21,1541.396,1572.431,1512.086,1344.75,1156077,1169.919678
2008-04-22,1551.914,1583.926,1501.224,1333.400024,1829146,1160.045166
2008-04-23,1540.247,1560.936,1517.258,1345.650024,1351305,1170.702881
2008-04-24,1557.488,1568.983,1485.189,1304.800049,2173563,1135.163574
2008-04-25,1523.005,1574.73,1479.442,1360.599976,2630977,1183.708862
2008-04-28,1580.477,1651.053,1543.925,1423.949951,3810576,1238.822754
2008-04-29,1643.696,1675.88,1626.799,1439.650024,2196582,1252.481934
2008-04-30,1666.685,1683.582,1610.363,1430.550049,1521240,1244.564697
2008-05-02,1667.26,1767.836,1660.938,1527.400024,3414512,1328.823364
2008-05-05,1770.135,1810.365,1716.398,1516.550049,2143306,1319.383911
2008-05-06,1752.893,1755.077,1623.006,1439.5,2392049,1252.351196
2008-05-07,1669.099,1683.926,1628.236,1435.5,1398897,1248.871338
2008-05-08,1637.949,1637.949,1592.431,1399.75,1753968,1217.769165
2008-05-09,1558.121,1606.569,1507.086,1332.199951,1289486,1159.001099
2008-05-12,1515.879,1589.673,1465.533,1355.949951,1758181,1179.663452
2008-05-13,1580.477,1659.788,1553.178,1383.650024,2936138,1203.762451
2008-05-14,1580.477,1663.236,1509.901,1427.75,2128196,1242.129028
2008-05-15,1644.156,1685.076,1643.696,1454.550049,1506028,1265.44458
2008-05-16,1699.386,1699.386,1653.007,1462.949951,931435,1272.752441
2008-05-20,1665.535,1667.834,1586.857,1392.400024,1410954,1211.374756
2008-05-21,1586.224,1593.121,1557.488,1377.349976,2615126,1198.28125
2008-05-22,1597.719,1597.719,1495.649,1323.75,1596771,1151.64978
2008-05-23,1532.201,1557.488,1471.51,1290.400024,1654737,1122.635742
2008-05-26,1459.786,1459.786,1413.809,1246.150024,1202960,1084.13855
2008-05-27,1459.786,1489.442,1437.947,1259.900024,1778754,1096.101074
2008-05-28,1459.786,1468.809,1408.061,1272.300049,1321562,1106.888916
2008-05-29,1480.246,1490.821,1391.567,1240.099976,1518666,1078.875366
2008-05-30,1434.326,1459.786,1386.624,1230.25,1621448,1070.305786
2008-06-02,1416.108,1436.798,1339.095,1170.949951,1794846,1018.715149
2008-06-03,1342.198,1342.198,1247.715,1126.800049,2001430,980.30542
2008-06-04,1303.463,1303.463,1219.669,1070.449951,1820509,931.28125
2008-06-05,1226.45,1327.256,1162.139,1128.449951,2596462,981.740662
2008-06-06,1321.854,1339.095,1244.841,1099.650024,2375035,956.685059
2008-06-09,1196.565,1241.393,1155.185,1036.449951,2458771,901.701538
2008-06-10,1199.726,1217.255,1122.254,1008.75,2901721,877.602905
2008-06-11,1213.289,1226.45,1161.047,1021.799988,1289043,888.956238
2008-06-12,1160.932,1212.312,1126.449,1048.25,1662578,911.967529
2008-06-13,1206.91,1228.749,1157.484,1021.900024,1354737,889.043274
2008-06-16,1212.657,1237.6,1172.427,1061.599976,1703613,923.581848
2008-06-17,1229.324,1278.175,1201.737,1103.949951,1773546,960.425964
2008-06-18,1244.324,1294.267,1224.554,1074.550049,1349919,934.848145
2008-06-19,1217.312,1217.312,1158.633,1013.349976,1287814,881.604797
2008-06-20,1172.427,1172.427,1083.23,959.849976,2280245,835.060303
2008-06-23,1092.024,1097.713,1036.103,917.5,2036550,798.216187
2008-06-24,1047.138,1078.173,1029.436,909.299988,2023813,791.082397
2008-06-25,1033.747,1097.713,1001.85,946.650024,1680817,823.576477
2008-06-26,1105.759,1117.254,1069.494,961.150024,2880675,836.191406
2008-06-27,1071.276,1080.472,1005.241,886.549988,2148844,771.290039
2008-06-30,1000.011,1037.942,863.86,783.549988,3364022,681.680969
2008-07-01,919.55,925.872,791.101,701.349976,3850338,610.167847
2008-07-02,783.917,925.757,758.916,786.549988,6650213,684.291016
2008-07-03,941.217,941.217,798.859,723.549988,5806414,629.481628
2008-07-04,830.416,904.308,801.475,771.799988,5032626,677.356384
2008-07-07,886.476,957.007,869.157,779.450012,3726549,684.070374
2008-07-08,860.269,888.755,804.836,755.299988,6359569,662.875488
2008-07-09,905.733,962.761,894.452,835.75,6049159,733.481018
2008-07-10,938.89,982.188,923.052,856.150024,5337035,751.384766
2008-07-11,997.001,1001.559,901.517,801.25,4600690,703.202637
2008-07-14,901.289,962.476,890.293,818.049988,3859191,717.946899
2008-07-15,894.452,911.487,857.25,768.450012,2522274,674.416443
2008-07-16,887.616,914.506,846.596,766.849976,3586631,673.012024
2008-07-17,913.994,936.611,878.5,807.299988,4166544,708.512329
2008-07-18,922.938,985.55,912.797,856.049988,3831805,751.296814
2008-07-21,994.152,1002.698,942.308,859.900024,3533092,754.675781
2008-07-22,1001.559,1064.74,957.121,919.599976,5638241,807.070374
2008-07-23,1095.733,1219.076,1095.733,1016.700012,5186996,892.288574
2008-07-24,1141.196,1213.379,1134.986,1029,5121080,903.083374
2008-07-25,1147.406,1157.661,1096.131,983.799988,3746768,863.414368
2008-07-28,1133.79,1168.713,1110.944,986.5,3513450,865.783936
2008-07-29,1104.791,1110.944,1025.487,909.099976,3385259,797.855225
2008-07-30,1076.533,1115.445,1033.064,971.200012,2662575,852.356201
2008-07-31,1104.107,1134.53,1088.155,965.099976,3591115,847.002747
2008-08-01,1071.064,1161.079,1052.833,1010.25,4242557,886.627808
2008-08-04,1140.854,1179.31,1130.143,1002.950012,3291489,880.22113
2008-08-05,1139.316,1196.401,1133.733,1046.349976,3165684,918.310242
2008-08-06,1224.887,1246.137,1145.697,1012.25,3325541,888.382996
2008-08-07,1151.963,1196.173,1139.43,1024.75,2663926,899.353516
2008-08-08,1156.521,1183.867,1134.872,1032,2494774,905.716248
2008-08-11,1224.317,1268.071,1190.704,1101.650024,3274190,966.843323
2008-08-12,1270.464,1277.301,1223.235,1095.849976,3576823,961.753052
2008-08-13,1230.584,1259.07,1205.517,1066.199951,2548757,935.731201
2008-08-14,1207.795,1214.632,1117.211,986.150024,3049068,865.476868
2008-08-18,1122.395,1145.127,1097.442,972.400024,2288440,853.409424
2008-08-19,1093.853,1143.646,1083.598,993.150024,2528816,871.620239
2008-08-20,1133.732,1166.776,1133.732,1009.849976,2240731,886.276733
2008-08-21,1139.43,1149.457,1079.154,955.349976,2056768,838.44574
2008-08-22,1069.697,1126.326,1060.125,980.450012,2670454,860.474304
2008-08-25,1139.43,1162.218,1116.242,985.849976,1962906,865.213501
2008-08-26,1106.386,1145.013,1099.55,1001.900024,1828531,879.2995
2008-08-27,1150.938,1154.299,1094.422,965.700012,1949165,847.529236
2008-08-28,1100.575,1126.896,1052.491,932.950012,2693035,818.786804
2008-08-29,1099.55,1137.151,1083.598,991.75,2810136,870.391541
2008-09-01,1121.199,1127.295,1086.104,983.049988,2169062,862.756104
2008-09-02,1145.127,1196.23,1124.047,1043,3333410,915.370239
2008-09-04,1167.915,1187.286,1136.581,1017.549988,2634488,893.034424
2008-09-05,1139.031,1173.499,1110.944,1017,2906699,892.551697
2008-09-08,1199.819,1263.627,1197.654,1058.550049,2863342,929.017456
2008-09-09,1185.064,1239.472,1169.682,1071,2947419,939.94397
2008-09-10,1207.795,1234.002,1159.882,1034.949951,2581527,908.305298
2008-09-11,1167.916,1170.081,1122.338,992.549988,2461137,871.093567
2008-09-12,1162.218,1162.218,1046.11,929.700012,4064190,815.93457
2008-09-15,1031.184,1031.184,930.059,839.450012,3716304,736.728271
2008-09-16,911.544,969.541,883.058,843.349976,4506783,740.15094
2008-09-17,972.902,972.902,936.611,830.450012,3788673,728.829529
2008-09-18,809.28,979.91,800.62,848.400024,4032820,744.583008
2008-09-19,1024.347,1033.463,984.467,892.049988,3495829,782.891724
2008-09-22,1027.766,1042.578,992.5,878.900024,3299425,771.35083
2008-09-23,979.91,1012.611,969.655,863.599976,2774940,757.922974
2008-09-24,987.886,1025.487,987.886,888.349976,3014038,779.644348
2008-09-25,1011.814,1022.353,981.049,876.25,2322584,769.025024
2008-09-26,970.395,1013.865,958.374,849.549988,2493118,745.592163
2008-09-29,978.77,978.77,880.323,793.700012,3468614,696.576477
2008-09-30,876.222,933.193,867.106,790.25,4632608,693.548645
2008-10-01,911.544,932.851,867.22,780.599976,3081429,685.079468
2008-10-03,832.923,894.452,831.784,740.650024,2801535,650.018127
2008-10-06,830.188,830.302,713.283,636.299988,3495673,558.437256
2008-10-07,746.327,767.748,708.953,649.849976,3184761,570.329102
2008-10-08,716.701,734.932,659.046,638.549988,3139570,560.411926
2008-10-10,695.052,695.052,570.854,513.849976,4946818,450.971191
2008-10-13,598.201,698.414,593.073,599.400024,3384740,526.052612
2008-10-14,752.024,752.024,712.144,633,3546327,555.541016
2008-10-15,695.109,706.446,613.127,555.450012,3516489,487.480743
2008-10-16,602.758,645.715,565.157,557.799988,5690706,489.543152
2008-10-17,638.081,663.148,546.926,491,4480214,430.917297
2008-10-20,568.575,594.668,532.512,479.399994,4551298,420.736786
2008-10-21,552.623,597.973,550.345,505,4528647,443.204193
2008-10-22,558.207,582.249,535.532,471.899994,3878275,414.154572
2008-10-23,522.998,556.042,502.773,447.450012,4118370,392.696411
2008-10-24,470.186,510.009,423.64,382.600006,3148617,335.782043
2008-10-27,423.868,459.19,401.934,396.450012,3355613,347.937225
2008-10-29,522.656,527.1,478.845,428.799988,3355985,376.328613
2008-10-31,505.907,530.234,492.234,457.5,2788013,401.516693
2008-11-03,515.763,628.965,515.763,534.400024,3983483,469.006622
2008-11-04,617.457,626.003,571.994,543.25,4986523,476.773621
2008-11-05,670.896,670.896,582.59,520.700012,4219207,456.983063
2008-11-06,565.157,603.898,559.46,505.549988,4795061,443.68689
2008-11-07,576.551,651.754,572.393,559.25,4026696,490.815674
2008-11-10,650.614,715.448,639.391,623.200012,4748951,546.940308
2008-11-11,688.785,711.004,644.518,578.450012,5502945,507.666229
2008-11-12,641.499,680.183,580.311,539.599976,6324130,473.570251
2008-11-14,669.985,669.985,575.412,512.150024,6055275,449.479309
2008-11-17,580.767,594.782,515.136,482.299988,5535716,423.281921
2008-11-18,530.12,565.613,513.313,474.399994,5944542,416.348633
2008-11-19,541.229,564.018,516.162,457.049988,4812674,401.121674
2008-11-20,501.349,501.349,471.724,424.799988,4042869,372.818085
2008-11-21,478.561,575.412,478.561,485.399994,4732319,426.002533
2008-11-24,545.388,591.592,531.886,503.950012,6825572,442.282684
2008-11-25,575.412,609.196,564.018,498.5,5321585,437.499603
2008-11-26,569.715,595.352,551.484,519.700012,5505561,456.105377
2008-11-27,593.301,593.301,593.301,520.700012,0,456.983063
2008-11-28,586.806,586.806,552.623,503.950012,4852418,442.282684
2008-12-01,581.109,599.226,517.415,467.149994,4596820,409.98584
2008-12-02,513.142,567.436,509.61,492.049988,6624081,431.838837
2008-12-03,573.133,583.958,553.991,506.899994,5632046,444.871674
2008-12-04,581.109,630.902,569.715,546.150024,5070757,479.318756
2008-12-05,621.103,639.448,598.201,532.099976,4374144,466.987976
2008-12-08,624.407,657.394,623.268,553.549988,3955925,485.813232
2008-12-10,640.359,692.374,630.162,602.349976,5287529,528.641663
2008-12-11,690.893,705.877,660.983,604.650024,5403066,530.660217
2008-12-12,666.566,756.41,634.264,650.400024,6732914,570.81189
2008-12-15,751.682,769.115,732.084,653.650024,5025899,573.664124
2008-12-16,740.743,740.743,698.584,634.25,5849167,556.638123
2008-12-17,733.793,733.793,606.803,544.349976,6895356,477.738983
2008-12-18,632.383,692.773,615.292,601.049988,6781993,527.500732
2008-12-19,683.658,725.247,666.965,619.650024,7258532,543.824768
2008-12-22,712.03,727.469,678.075,601.099976,5616718,527.544556
2008-12-23,666.338,693.229,659.217,589.5,5528807,517.364136
2008-12-24,666.054,678.53,645.316,577.450012,4225462,506.788605
2008-12-26,664.174,689.241,601.676,543.049988,4616755,476.598022
2008-12-29,615.178,646.968,590.908,562.049988,7767727,493.273102
2008-12-30,652.267,678.417,638.764,585.25,5018893,513.634094
2008-12-31,674.428,685.709,649.76,579.5,4992242,508.58783
2009-01-02,706.332,728.096,700.749,629.849976,4575775,552.77655
2009-01-05,729.292,763.418,725.817,666.650024,4705274,585.073486
2009-01-06,763.304,763.304,718.98,646.75,4721987,567.608582
2009-01-07,741.769,753.163,605.037,558.599976,5066616,490.24527
2009-01-09,600.081,659.502,551.484,508.149994,5896495,445.968719
2009-01-12,581.109,582.249,531.544,480.649994,5242410,421.833801
2009-01-13,544.647,581.109,533.253,476.350006,4703442,418.060028
