,Date,Open,High,Low,Close,Volume,Adjusted,Diff,RSI,Typical Price,MF,MFI,EMA,SO,EMA12,EMA26,MACD,Signal Line
0,2007-01-02,520.049988,528.5,516.0,524.0,248032,451.705261,,,522.8333333333334,129679397.33333334,,,,,,,
1,2007-01-03,526.950012,531.0,524.5,525.799988,495247,453.256989,1.7999879999999848,,527.099996,261044691.71901202,,,,,,,
2,2007-01-04,534.5,556.150024,526.0,530.099976,579106,456.96371500000004,4.299987999999985,,537.4166666666666,311221216.1666666,,,,,,,
3,2007-01-05,530.5,534.0,520.549988,524.450012,269647,452.09317000000004,-5.6499639999999545,,526.3333333333334,141924204.33333334,,,,,,,
4,2007-01-08,525.0,525.0,516.200012,522.549988,261597,450.455383,-1.9000240000000304,,521.25,136357436.25,,,,,,,
5,2007-01-09,527.700012,527.700012,513.5,515.450012,337313,444.334839,-7.09997599999997,,518.8833413333333,175026096.51517066,,,,,,,
6,2007-01-10,520.0,520.0,502.0,504.60000599999995,385912,434.981842,-10.850006000000064,,508.8666686666666,196377753.83849064,,,0.048014863299043954,,,,
7,2007-01-11,505.0,515.5,502.0,512.849976,240329,442.093628,8.249970000000019,,510.11665866666664,122595826.46070133,,,0.20036881239424684,,,,
8,2007-01-12,513.0,528.0,513.0,524.950012,703041,452.524231,12.100036000000046,,521.9833373333333,366975687.462164,,,0.42382274844421125,,,,
9,2007-01-15,514.349976,540.450012,514.349976,533.549988,743275,459.93771399999997,8.59997599999997,,529.449992,393526942.8038,,1153.2155697541225,0.820545595668474,,,,
10,2007-01-16,537.0,544.5,530.0,532.450012,638401,458.989471,-1.0999759999999696,,535.650004,341959498.203604,,1156.2228112894556,0.7164708705882357,,,,
11,2007-01-17,532.0,541.900024,530.049988,535.900024,309559,461.96347000000003,3.450012000000015,,535.950012,165908149.764708,,1159.6949097585757,0.7976476235294124,1301.8967781324122,,,
12,2007-01-18,537.0,541.900024,525.0,528.549988,436262,455.62747199999995,-7.3500360000000455,,531.8166706666667,232011404.37838134,,1159.7749917031942,0.6247055999999996,1302.9598149520025,,,
13,2007-01-19,535.0,535.0,511.0,514.950012,602838,443.9039,-13.59997599999997,,520.3166706666667,313666661.111352,,1156.3992765812552,0.3047061647058827,1299.7495036170637,,,
14,2007-01-22,520.0,521.200012,504.0,506.85000599999995,817897,436.92144800000005,-8.100006000000064,50.404446926440976,510.6833393333333,417686371.1907153,52.510347525534485,1151.1453738722723,0.0703705185185173,1293.8025870267024,,,
15,2007-01-23,508.0,513.450012,501.0,503.5,568124,434.0336,-3.3500059999999507,50.49933047148104,505.98333733333334,287461277.5391627,52.19510350934885,1146.531544268772,0.05747126436781609,1288.200270121387,,,
16,2007-01-24,507.5,511.0,505.0,505.700012,634500,435.930054,2.200012000000015,50.266975530223625,507.23333733333334,321839552.538,52.389094263658784,1144.8840308607466,0.10804625287356356,1283.9558208402527,,,
17,2007-01-25,507.0,507.0,499.0,502.450012,1170477,433.12844800000005,-3.25,50.38544513220603,502.81667066666665,588535348.231908,47.851699287974824,1141.2244490678167,0.08041981514975406,1280.180923307108,,,
18,2007-01-29,505.0,509.950012,502.10000599999995,505.64999400000005,418699,435.88690199999996,3.199982000000034,50.298377227745576,505.900004,211819825.774796,45.2551120673427,1137.0656773034498,0.15501142843183593,1279.3271668778777,,,
19,2007-01-31,510.0,522.700012,506.450012,513.5,1170418,442.6539,7.850005999999951,50.26814917946117,514.2166746666667,601848451.9300107,47.88278311103046,1134.3075709460297,0.4027777777777778,1279.6093584814166,,,
20,2007-02-01,519.400024,527.950012,516.25,524.549988,703448,452.179413,11.049987999999985,50.23152083192051,522.9166666666666,367844683.3333333,46.73977098441338,1135.2301796194931,0.8825553509269692,1281.1693919239117,,,
21,2007-02-02,526.0,537.099976,525.0,533.650024,1570778,460.02395599999994,9.100036000000046,50.35630552117235,531.9166666666666,835522997.8333333,52.89014760197661,1138.1217127407492,0.9094500217008026,1283.7702694555946,,,
22,2007-02-05,535.0,553.650024,535.0,549.450012,1370895,473.64401200000003,15.799987999999985,50.50248690154335,546.0333453333334,748554382.9507401,55.63237707439238,1146.59696477199,0.9231471151778449,1290.7032017481788,,,
23,2007-02-06,554.0,567.349976,544.0,560.5,1281252,483.16949500000004,11.049987999999985,50.66229536785572,557.2833253333333,714020375.149984,57.7004362171346,1159.697307569837,0.8997808572749174,1299.574114726505,,,
24,2007-02-07,562.0,565.0,550.0,559.549988,640460,482.350586,-0.9500120000000152,50.44393488763179,558.1833293333333,357494095.1048266,57.527139966223885,1172.5155281929983,0.8804598990620228,1308.4583875894386,,,
25,2007-02-08,560.0,582.900024,556.150024,565.049988,1467441,487.091705,5.5,50.61565015035054,568.0333453333334,833555420.3092921,61.275995349112236,1186.5628452188048,0.7665136272313464,1320.3192150559378,2305.8472740625753,-985.5280590066375,
26,2007-02-09,569.400024,579.900024,553.0,555.349976,590878,478.73007199999995,-9.700012000000015,50.40156260716532,562.75,332516594.5,60.20932291371822,1196.1433664524745,0.5866460903299893,1329.8536078434709,2311.981211648408,-982.1276038049373,
27,2007-02-12,560.0,560.0,524.0,534.849976,447070,461.05831900000004,-20.5,50.243762815088246,539.6166586666667,241246419.59010667,60.9741404978184,1199.2287509801754,0.18421004378538053,1333.5316422486333,2313.4232087764995,-979.8915665278662,
