"Date","RELIANCE.NS.Open","RELIANCE.NS.High","RELIANCE.NS.Low","RELIANCE.NS.Close","RELIANCE.NS.Volume","RELIANCE.NS.Adjusted"
2007-07-12,520.032,525.669,520.032,429.837006,5671680,352.651337
2007-07-13,527.101,545.659,526.019,443.263,17818788,363.666412
2007-07-16,542.398,545.141,538.512,444.174988,6027888,364.414703
2007-07-17,545.141,560.316,542.429,456.962006,14265548,374.905518
2007-07-18,559.158,560.377,549.575,455.662994,12290400,373.839752
2007-07-19,555.501,581.707,553.734,473.200012,15360532,388.227692
2007-07-20,578.66,583.535,573.175,473.037994,14443676,388.094696
2007-07-23,572.87,583.535,571.346,477.299988,9438748,391.591461
2007-07-24,582.621,588.411,581.402,478.149994,9254644,392.288757
2007-07-25,577.441,582.621,571.346,475.649994,9015880,390.237701
2007-07-26,582.012,593.743,580.793,485.487,15158860,398.308258
2007-07-27,584.998,589.934,565.252,466.875,26234344,383.038452
2007-07-30,574.394,578.613,560.681,462.187988,11154596,379.193054
2007-07-31,568.299,579.513,558.548,473.375,8985568,388.371185
2007-08-01,567.385,571.042,546.207,449.437988,16736472,368.732574
2007-08-02,559.767,560.59,546.055,450.138,9570648,369.306915
2007-08-03,551.845,560.255,547.274,450.287994,11943000,369.429932
2007-08-06,543.312,546.055,533.683,445.037994,8842584,365.122681
2007-08-07,551.54,554.892,546.13,452.549988,12378768,371.285797
2007-08-08,555.501,574.363,554.221,468.862,13039900,384.66864
2007-08-09,575.003,582.773,559.31,461.450012,14665344,378.587616
2007-08-10,554.587,554.587,541.24,452.263,13455072,371.050293
2007-08-13,555.196,559.706,550.794,457.299988,6299940,375.182831
2007-08-14,548.493,560.681,548.493,458.263,4077788,375.97287
2007-08-16,546.055,546.055,525.639,434.763,16019596,356.692719
2007-08-17,521.373,540.539,512.902,438.225006,23833812,359.533112
2007-08-20,548.493,562.205,542.703,449.5,9431612,368.783508
2007-08-21,548.493,552.362,528.777,436.712006,15353588,358.291809
2007-08-22,532.343,546.603,522.683,441.549988,17216520,362.260986
2007-08-23,548.188,550.93,528.686,436,12230580,357.707672
2007-08-24,534.949,543.008,530.849,444.087006,6796092,364.342468
2007-08-27,553.978,560.803,546.055,458.450012,8209220,376.126312
2007-08-28,558.792,575.917,556.72,470.625,12887624,386.115021
2007-08-29,564.947,580.122,562.205,472.424988,10636784,387.591797
2007-08-30,578.964,586.582,573.175,478.013,16879732,392.176392
2007-08-31,578.964,600.295,578.613,490.225006,14524480,402.195496
2007-09-03,597.522,603.037,591.153,489.487,7977028,401.589996
2007-09-04,598.466,602.381,585.439,493.225006,8122548,404.656799
2007-09-05,605.475,607.608,594.505,491.149994,9980676,402.954376
2007-09-06,592.372,605.78,592.067,495.712006,6125136,406.697174
2007-09-07,604.256,606.389,595.724,490.725006,7360272,402.605743
2007-09-10,595.724,607.913,592.372,496.399994,6235364,407.261658
2007-09-11,606.389,612.026,604.865,497.524994,8671568,408.184631
2007-09-12,608.217,615.835,606.998,503.287994,9630668,412.912781
2007-09-13,617.054,620.101,613.596,506.875,7900648,415.855621
2007-09-14,620.101,631.041,618.044,508.687988,10235368,417.343048
2007-09-17,618.578,627.537,615.835,507.075012,5779040,416.019714
2007-09-18,615.531,628.938,614.281,514.513,10056868,422.12207
2007-09-19,650.573,665.139,633.798,543.474976,13232240,445.883392
2007-09-20,663.067,670.914,660.324,547.575012,10907320,449.247162
2007-09-21,665.504,700.547,664.758,570.112,11555492,467.737244
2007-09-24,700.852,724.924,696.586,588.875,15625316,483.130951
2007-09-25,705.498,739.246,705.498,599.900024,13422564,492.176239
2007-09-26,731.019,735.894,705.422,580.487,15743164,476.249146
2007-09-27,710.207,722.182,702.512,579.575012,13979696,475.500885
2007-09-28,716.088,716.088,690.187,574.513,13817260,471.347931
2007-10-01,703.899,709.673,689.348,573.049988,17793140,470.147614
2007-10-03,701.461,743.512,681.045,598.974976,26817256,491.417236
2007-10-04,725.229,743.467,719.744,606.474976,13969728,497.570435
2007-10-05,760.211,766.366,737.418,623.125,16263840,511.230621
2007-10-08,763.319,771.546,727.012,605.299988,14944900,496.606476
2007-10-09,710.298,798.012,669.679,650,16549260,533.279724
2007-10-10,802.902,817.864,786.858,654.599976,19997752,537.053589
2007-10-11,810.245,810.245,786.904,657.638,19612504,539.546265
2007-10-12,802.17,830.265,774.548,641.437988,39791744,526.255188
2007-10-15,787.727,816.645,785.015,666.588013,19683908,546.888977
2007-10-16,809.027,822.723,798.057,662.888,22553288,543.853455
2007-10-17,767.28,824.263,685.921,671.888,34505232,551.237305
2007-10-18,837.975,910.803,769.718,645.786987,30297048,529.823181
2007-10-19,799.58,822.739,737.326,617.325012,21289760,506.472198
2007-10-22,731.324,756.615,722.73,602.513,20206860,494.319946
2007-10-23,752.654,796.533,748.083,649.963013,19520292,533.249329
2007-10-24,804.456,807.716,779.042,653.763,17209032,536.367065
2007-10-25,793.791,812.927,789.89,657.013,16726600,539.033386
2007-10-26,807.503,826.944,793.882,674.575012,15771236,553.441833
2007-10-29,842.546,866.923,833.404,706.974976,18038116,580.023804
2007-10-30,865.095,869.802,835.019,692.375,17496580,568.04541
2007-10-31,843.46,858.848,839.194,695.950012,16612348,570.978455
2007-11-01,859.305,865.095,807.519,670.150024,23945920,549.81134
2007-11-02,785.259,830.357,785.259,678.325012,15470432,556.518433
2007-11-05,826.792,833.404,802.323,665.286987,17814296,545.821594
2007-11-06,822.343,839.498,807.883,666.549988,12109324,546.85791
2007-11-07,839.498,854.43,822.739,692.724976,13928448,568.332642
2007-11-08,837.975,851.626,808.112,685.713013,14557368,562.579834
2007-11-12,807.503,824.171,792.877,668.900024,18087024,548.785889
2007-11-13,818.473,829.991,810.55,673.275024,16966904,552.375305
2007-11-14,831.881,883.378,831.881,722.112,24526044,592.442566
2007-11-15,877.588,886.73,868.447,718.775024,10557360,589.704895
2007-11-16,868.446,892.215,859.914,720.411987,10180924,591.047974
2007-11-19,879.157,885.511,865.704,712.724976,7113988,584.741211
2007-11-20,862.352,870.884,841.083,696.213013,15216576,571.194275
2007-11-21,844.069,852.571,819.692,677.375,17150508,555.739014
2007-11-22,843.978,843.978,812.379,681.187988,14077532,558.867249
2007-11-23,837.991,863.266,828.864,702.799988,9545460,576.598572
2007-11-26,870.336,884.81,861.773,721.138,12102124,591.643494
2007-11-27,882.159,882.159,860.829,710.825012,9763724,583.182434
2007-11-28,869.97,874.175,843.764,698.075012,9576760,572.721924
2007-11-29,865.095,866.527,852.601,703.138,16181556,576.875732
2007-11-30,860.829,878.503,857.264,712.911987,12347044,584.894531
2007-12-03,880.087,896.755,870.275,733.724976,9807784,601.970337
2007-12-04,898.918,903.672,868.507,715.625,10549000,587.120544
2007-12-05,887.552,889.777,873.017,725.349976,7832044,595.099121
2007-12-06,898.919,910.498,873.093,718.450012,9920692,589.438171
2007-12-07,885.206,885.206,853.927,710.362,13187904,582.802551
2007-12-10,868.447,874.175,853.607,705.737,7383044,579.008057
2007-12-11,869.97,883.362,862.352,721.411987,12730980,591.868347
2007-12-12,874.846,886.73,865.4,720.224976,12422908,590.894409
2007-12-13,879.02,891.041,857.873,708.187988,13235208,581.018921
2007-12-14,854.734,883.683,854.734,722.161987,14248748,592.483582
2007-12-17,868.462,880.026,825.786,693.775024,14378364,569.194092
2007-12-18,848.64,853.241,823.669,681.888,16573200,559.441589
2007-12-19,816.66,848.61,807.976,675.950012,15171488,554.569885
2007-12-20,827.31,848.335,820.271,678.411987,10002660,556.589783
2007-12-24,842.85,853.195,822.129,697.138,10772940,571.953247
2007-12-26,853.211,888.162,852.601,724.125,12680188,594.094116
2007-12-27,883.683,891.605,876.095,723.463013,15287744,593.550964
2007-12-28,879.721,892.824,870.35,723.713013,7267468,593.756165
2007-12-31,884.749,892.824,874.541,720.674988,5125516,591.263672
2008-01-01,880.635,883.378,863.906,712.062012,4818784,584.197266
2008-01-02,869.97,878.807,856.654,715.437988,12469804,586.967102
2008-01-03,869.056,892.824,862.428,725.924988,13808344,595.570923
2008-01-04,884.901,920.188,884.901,748.25,16212576,613.887024
2008-01-07,906.476,923.296,901.966,755.062012,12531940,619.475769
2008-01-08,929.543,939.751,914.154,763.661987,19631304,626.531433
2008-01-09,928.674,935.485,917.918,758.411987,10089196,622.224182
2008-01-10,924.819,943.864,918.725,756.950012,16428412,621.024841
2008-01-11,938.38,956.815,921.772,781.900024,20125360,641.494446
2008-01-14,962.605,987.287,952.549,805.213013,11045400,660.621155
2008-01-15,1004.96,1004.96,957.211,791.388,15194592,649.278748
2008-01-16,947.673,958.339,921.772,773.411987,22218708,634.53064
2008-01-17,962.605,962.605,906.886,749.138,19165156,614.61554
2008-01-18,906.537,906.537,847.117,699.900024,23213216,574.219116
2008-01-21,847.055,847.055,714.639,635.200012,33118300,521.137512
2008-01-22,716.773,758.139,646.002,589.362,35065104,483.530457
2008-01-23,737.418,860.829,731.324,637.674988,29317404,523.167847
2008-01-24,789.22,805.979,741.989,622.224976,19529764,510.492279
2008-01-25,784.649,799.885,769.413,653.849976,11985848,536.438354
2008-01-28,781.602,790.652,740.465,641.599976,12101760,526.388062
2008-01-29,805.979,805.979,774.091,644.224976,7954396,528.541748
2008-01-30,775.569,791.658,747.474,617.974976,9991036,507.005432
2008-01-31,753.263,783.034,722.487,619.724976,22596804,508.441132
2008-02-01,758.748,780.154,737.418,635.687988,8437732,521.537781
2008-02-04,772.765,805.065,772.765,647.799988,11801328,531.474792
2008-02-05,792.267,802.627,781.998,654.275024,6926732,536.78717
2008-02-06,780.048,783.126,762.191,638.125,8807048,523.53717
2008-02-07,767.89,786.173,733.487,606.362,12534176,497.477814
2008-02-08,742.019,752.044,728.276,606.599976,12641356,497.673065
2008-02-11,735.59,735.59,681.045,569.25,19042368,467.029999
2008-02-12,695.062,737.418,687.749,581.213013,16294016,476.844818
2008-02-13,722.182,752.333,716.103,597.375,18991196,490.104584
2008-02-14,746.559,771.851,746.559,629.187988,11517684,516.204956
2008-02-15,763.288,792.267,751.435,648.487,8610032,532.038452
2008-02-18,792.267,796.838,773.375,638.424988,5218520,523.783264
2008-02-19,789.22,797.752,770.937,638.638,6434676,523.957947
2008-02-20,761.856,777.031,750.216,621,8830400,509.487244
2008-02-21,764.842,774.289,750.033,624.075012,6429932,512.010193
2008-02-22,744.213,755.701,735.894,608.612,7930424,499.323761
2008-02-25,760.272,781.602,734.386,637.862,7414296,523.321411
2008-02-26,781.571,788.001,771.577,644.161987,5847892,528.490051
2008-02-27,793.791,803.846,783.141,647.112,10661848,530.9104
2008-02-28,786.173,792.267,766.884,633.312012,11287444,519.588379
2008-02-29,777.641,777.641,734.371,615.862,13347640,505.27182
2008-03-03,731.263,731.263,697.668,576.5,12114936,472.978119
2008-03-04,706.946,712.431,673.427,560.799988,18218436,460.09729
2008-03-05,682.599,706.946,678.638,573.187988,11748580,470.260864
2008-03-07,694.361,694.361,660.095,562.062012,13295608,461.132721
2008-03-10,673.701,697.439,646.719,568.638,20973320,466.527893
2008-03-11,685.616,717.611,671.721,586.974976,14665476,481.572144
2008-03-12,737.052,739.977,719.135,593.650024,12783976,487.048492
2008-03-13,697.804,708.47,670.867,560.763,16203512,460.067017
2008-03-14,685.616,713.01,679.613,580.650024,10945932,476.382904
2008-03-17,688.998,692.624,656.668,545.049988,18837504,447.175537
2008-03-18,685.555,685.555,646.002,537.75,15861948,441.186432
2008-03-19,685.616,714.564,653.665,539.775024,13598948,442.847839
2008-03-24,658.191,673.336,647.648,550.062012,11941156,451.287628
2008-03-25,674.951,708.454,674.951,578.450012,12460040,474.577942
2008-03-26,711.212,711.837,691.878,574.862,9327016,471.634247
2008-03-27,697.804,705.118,683.787,567.700012,16593492,465.758331
2008-03-28,711.212,721.542,680.024,588.112,15777844,482.504974
2008-03-31,702.375,711.517,685.646,566.450012,12386264,464.732849
2008-04-01,700.547,723.706,683.635,586.312012,12255364,481.028198
2008-04-02,729.8,747.413,709.993,585.888,14658500,480.680359
2008-04-03,716.088,736.808,714.869,599.013,7911000,491.448486
2008-04-04,726.753,735.864,704.417,580.286987,9945084,476.085083
2008-04-07,687.52,740.374,687.52,601.224976,10531376,493.263245
2008-04-08,731.323,738.287,719.119,595.437988,11278852,488.515411
2008-04-09,717.611,741.014,716.408,604.562012,9127868,496.000977
2008-04-10,738.941,767.707,733.152,617.161987,14666552,506.33847
2008-04-11,773.984,782.211,751.282,637.888,17147024,523.342712
2008-04-15,766.336,803.542,757.637,652.950012,17067560,535.700012
2008-04-16,798.377,812.378,796.929,660.625,14407948,541.996826
2008-04-17,816.706,828.224,798.514,660.013,10027568,541.494629
2008-04-21,801.317,816.645,799.001,660.900024,8457376,542.222412
2008-04-22,792.572,815.121,791.398,651.838013,11490872,534.787781
2008-04-23,795.924,802.018,782.516,644.400024,12704876,528.685425
2008-04-24,792.267,792.267,778.967,645.661987,13215996,529.720825
2008-04-25,789.22,802.627,780.688,656.125,13482136,538.304932
2008-04-28,801.713,805.979,786.95,647.849976,8167932,531.515808
2008-04-29,786.173,815.121,786.173,664.987,9946244,545.575562
2008-04-30,807.503,815.121,794.278,653.625,10950208,536.253784
2008-05-02,922.077,922.077,801.104,668.687988,9638036,548.612
2008-05-05,815.152,825.481,807.503,667.299988,8415232,547.473145
2008-05-06,792.267,817.254,792.267,662.5,8412304,543.535034
2008-05-07,822.739,822.739,799.58,672.237,10197296,551.523682
2008-05-08,800.852,802.645,792.664,666.812012,7577084,557.860962
2008-05-09,796.519,798.954,750.052,632.099976,14030736,528.820496
2008-05-12,750.366,766.218,740.22,638.463013,11044656,534.143921
2008-05-13,776.946,776.946,743.477,625.275024,10403200,523.110779
2008-05-14,753.04,763.514,741.161,632.687988,8039340,529.3125
2008-05-15,756.297,786.718,756.253,655.737,10002008,548.595459
2008-05-16,786.21,791.29,777.842,658.924988,7734892,551.262573
2008-05-20,784.417,787.405,769.177,650.737,7110456,544.412415
2008-05-21,770.969,799.358,762.079,666.924988,13339556,557.955444
2008-05-22,787.405,791.887,776.049,656.513,9549008,549.244751
2008-05-23,785.911,788.899,762.005,639.049988,8253608,534.63501
2008-05-26,759.017,763.455,747.691,628.900024,10648528,526.143372
2008-05-27,764.993,773.898,741.087,623.775024,6991464,521.855896
2008-05-28,748.557,757.522,738.397,630.625,8629376,527.58667
2008-05-29,763.633,763.633,730.628,615.674988,16491980,515.079346
2008-05-30,746.735,746.735,714.267,600.875,14355148,502.697418
2008-06-02,725.548,729.134,699.251,589.700012,10970056,493.348419
2008-06-03,702.24,724.622,691.183,601.661987,14448124,503.355835
2008-06-04,719.87,730.329,682.816,576.75,15578748,482.514313
2008-06-05,702.239,702.239,649.945,561.700012,30864552,469.923401
2008-06-06,687,687,661.002,559.625,19860420,468.187317
2008-06-09,652.037,663.213,630.82,540.674988,20919560,452.333588
2008-06-10,672.357,672.357,640.98,549.437988,18236804,459.664825
2008-06-11,681.322,681.322,660.404,565.349976,19141420,472.976898
2008-06-12,672.373,685.804,644.373,569.325012,20948892,476.302429
2008-06-13,683.413,687.268,667.875,567.599976,13998684,474.859344
2008-06-16,702.24,702.24,676.003,570.588013,12652516,477.3591
2008-06-17,681.337,699.251,675.345,583.224976,9974000,487.931274
2008-06-18,702.24,702.24,681.322,571.775024,11525348,478.352173
2008-06-19,675.002,678.349,666.455,562.036987,8147988,470.205231
2008-06-20,675.361,675.361,620.152,524.799988,21427396,439.052429
2008-06-23,621.557,622.423,592.376,506.424988,21825684,423.679718
2008-06-24,611.098,637.395,602.133,515.674988,23956912,431.418335
2008-06-25,584.576,641.877,584.576,534,16718020,446.749268
2008-06-26,640.98,675.315,638.291,559.888,38146564,468.40744
2008-06-27,650.244,671.759,638.066,545.661987,26069996,456.505737
2008-06-30,651.439,662.466,620.959,523.786987,24106596,438.204956
2008-07-01,630.521,642.176,605.524,511.037994,23705416,427.539032
2008-07-02,609.514,652.336,594.662,536,27781780,448.422455
2008-07-03,636.498,636.498,605.301,517.525024,19663920,432.966125
2008-07-04,618.584,636.857,612.608,524.474976,16281456,438.780518
2008-07-07,624.56,633.51,596.754,507.049988,14883952,424.202637
2008-07-08,597.053,602.715,576.823,494.862,19242384,414.006073
2008-07-09,597.651,626.024,597.651,519.786987,14081008,434.858551
2008-07-10,620.63,622.977,607.094,511.662994,11515768,428.06192
2008-07-11,613.787,618.24,595.26,504.024994,13401220,421.671906
2008-07-14,597.651,620.063,594.662,510.862,14853364,427.391754
2008-07-15,599.145,611.636,588.088,494.350006,19061352,413.577698
2008-07-16,594.708,605.121,573.745,485.875,15506672,406.487427
2008-07-17,609.006,611.008,587.222,504.638,12352228,422.184723
2008-07-18,594.662,635.602,594.662,528.299988,15398676,441.98053
2008-07-21,642.176,646.732,625.457,538.213013,11903864,450.273926
2008-07-22,635.004,657.117,635.004,538.036987,11412876,450.126617
2008-07-23,648.451,681.023,648.451,566.825012,20199360,474.210968
2008-07-24,675.315,696.263,675.315,577.013,13325432,482.734283
2008-07-25,698.788,698.788,637.992,536.775024,28516880,449.070862
2008-07-28,642.49,654.129,629.326,544.974976,13533744,455.931
2008-07-29,639.426,645.148,620.063,520.775024,14214224,435.68512
2008-07-30,638.889,649.646,627.549,541.375,8385508,452.919281
2008-07-31,661.838,663.392,644.043,551.875,13012656,461.703705
2008-08-01,648.467,691.183,643.371,574.400024,15098052,480.548279
2008-08-04,702.18,702.18,667.158,560.599976,16384744,469.002991
2008-08-05,674.344,683.115,658.91,569.013,19190332,476.041473
2008-08-06,684.31,701.941,683.145,574.650024,16655816,480.757446
2008-08-07,686.701,692.348,675.419,568.150024,11226336,475.319519
2008-08-08,672.267,682.517,666.695,562.950012,13213396,470.969086
2008-08-11,672.7,698.056,672.7,581.312012,11708340,486.330902
2008-08-12,699.251,709.561,691.811,586.812012,15032632,490.93222
2008-08-13,696.203,710.009,689.495,584.213013,13010076,488.757874
2008-08-14,698.056,700.745,675.749,569.174988,9590712,476.177002
2008-08-18,684.31,684.31,660.464,556.200012,10053612,465.322021
2008-08-19,664.886,667.576,656.041,554.900024,8308392,464.234344
2008-08-20,663.392,675.345,662.645,561.588013,9094532,469.82962
2008-08-21,675.718,675.718,658.178,553.161987,7818692,462.780365
2008-08-22,657.266,675.315,657.147,561.200012,9178744,469.505035
2008-08-25,659.015,682.816,659.015,558,5565036,466.82785
2008-08-26,663.093,663.093,641.473,544.838013,13903232,455.816437
2008-08-27,657.386,657.386,639.486,537,14772992,449.259125
2008-08-28,647.853,647.853,613.429,517.713013,19200724,433.123413
2008-08-29,639.486,641.847,627.234,534.049988,10069712,446.791046
2008-09-01,633.51,647.091,628.43,535.411987,9155732,447.930511
2008-09-02,639.486,664.887,635.004,553.187988,10085696,462.802002
2008-09-04,672.357,672.357,637.096,538.062012,10653392,450.147614
2008-09-05,629.027,629.027,617.074,520.224976,12900176,435.224976
2008-09-08,654.427,654.427,635.004,533.299988,11474092,446.163635
2008-09-09,640.98,645.164,623.515,535.638,7882140,448.119598
2008-09-10,636.482,637.903,619.166,520.661987,15271464,435.590515
2008-09-11,618.569,618.569,592.346,499.350006,22767832,417.760712
2008-09-12,606.301,609.604,573.655,483.162994,27271964,404.218597
2008-09-15,564.69,567.768,544.833,471.737,20095968,394.659454
2008-09-16,537.886,578.227,537.886,482.013,17905808,403.256439
2008-09-17,585.698,585.698,552.379,469.162994,16137564,392.506073
2008-09-18,538.483,582.112,527.427,484.562012,34983696,405.388977
2008-09-19,591.973,619.151,585.698,513.775024,20628040,429.828827
2008-09-22,627.533,630.522,602.522,509.774994,23195548,426.482361
2008-09-23,597.651,626.457,597.651,501.612,20739544,419.653137
2008-09-24,594.678,617.059,594.678,511.524994,21856424,427.946472
2008-09-25,609.932,615.491,595.559,506.424988,19675528,423.679718
2008-09-26,603.03,608.11,584.562,490.799988,13881824,410.607727
2008-09-29,590.18,591.674,562.09,483.212006,24255152,404.259552
2008-09-30,564.75,593.168,539.499,487.337006,27178460,407.710571
2008-10-01,585.698,586.594,562.822,476.674988,13903852,398.790619
2008-10-03,585.399,585.399,521.645,440.362,42753836,368.410858
2008-10-06,516.669,522.646,487.862,410.399994,24212584,343.34436
2008-10-07,496.394,511.589,482.155,418.662994,25825268,350.257263
2008-10-08,487.085,497.813,450.898,412.138,30692784,344.79837
2008-10-10,478.031,478.031,441.365,381.899994,33578184,319.500946
2008-10-13,465.57,476.328,463.239,392.850006,17867988,328.661865
2008-10-14,485.591,498.441,481.109,405.263,18503448,339.046692
2008-10-15,475.148,478.031,450.165,380.049988,20690952,317.953278
2008-10-16,433.297,437.779,395.944,347.987,41000084,291.129059
2008-10-17,418.355,430.308,384.528,326.513,28622908,273.163757
2008-10-20,397.422,412.379,382.795,330.225006,28119500,276.269257
2008-10-21,403.414,425.826,395.495,348.737,26894744,291.756531
2008-10-22,410.153,410.452,390.117,329.200012,17869120,275.411682
2008-10-23,379.807,387.547,357.216,304.412994,28590448,254.674667
2008-10-24,358.59,361.519,295.837,254.875,37029812,213.230728
2008-10-27,306.939,325.72,277.908,269.25,39583300,225.256973
2008-10-29,358.59,363.939,343.35,300.437988,31086732,251.349152
2008-10-31,377.999,416.846,369.153,343.862,41867756,287.67807
2008-11-03,430.01,434.791,417.489,360.424988,28202328,301.534821
2008-11-04,433.297,437.48,410.945,362.899994,25053752,303.605408
2008-11-05,449.792,449.792,370.035,317.263,46819992,265.425079
2008-11-06,358.501,368.452,345.532,292.638,38322940,244.823563
2008-11-07,350.522,370.484,344.038,305.187988,28629804,255.323044
2008-11-10,373.621,391.088,369.049,325.774994,19836344,272.546326
2008-11-11,382.526,385.485,356.813,301.924988,27264308,252.593185
2008-11-12,358.59,360.563,341.424,290.549988,33068768,243.076752
2008-11-14,355.423,357.096,324.927,286.687988,45091620,239.845749
2008-11-17,343.649,349.596,322.238,285.350006,29751648,238.726425
2008-11-18,329.321,344.247,319.847,284.987,29405952,238.422729
2008-11-19,344.022,365.119,333.19,283.112,40626256,236.854065
2008-11-20,324.225,328.409,310.778,264.013,31010576,220.875687
2008-11-21,318.249,345.442,308.418,281.087006,34776724,235.159943
2008-11-24,351.584,351.584,321.237,286.200012,29925356,239.437531
2008-11-25,349.626,355.244,314.065,267.950012,30286820,224.169403
2008-11-26,318.743,342.753,318.743,284.725006,33956132,238.203491
2008-11-27,677.736,677.736,677.736,567,0,474.3573
2008-11-28,334.684,349.536,326.018,283.612,29166036,237.272385
2008-12-01,336.268,352.614,328.156,277.350006,25451428,232.033508
2008-12-02,319.743,323.837,306.296,268.487,28790332,224.618652
2008-12-03,328.873,332.891,313.767,267.274994,26266896,223.604691
2008-12-04,323.927,349.626,313.796,289.774994,37065712,242.428406
2008-12-05,351.12,353.212,329.604,279.399994,26718452,233.74855
2008-12-08,344.307,351.03,330.8,279.638,27863204,233.947693
2008-12-10,343.261,368.75,339.764,306.799988,30075720,256.671661
2008-12-11,373.532,387.786,356.588,314.75,36352380,263.322723
2008-12-12,370.544,395.645,360.458,326.774994,39714368,273.382874
2008-12-15,403.115,406.104,380.166,335.138,39437392,280.379486
2008-12-16,403.414,417.399,396.138,347.125,30993992,290.407928
2008-12-17,415.367,420.447,397.468,337.850006,35353852,282.648346
2008-12-18,400.426,409.988,383.259,340.25,42823376,284.65625
2008-12-19,406.477,411.632,395.197,337.825012,32948008,282.627472
2008-12-22,389.967,404.131,382.198,321.388,19505092,268.876099
2008-12-23,382.795,382.795,372.456,314.937988,15395660,263.47998
2008-12-24,373.831,375.623,367.601,310.5,16422848,259.76712
2008-12-26,373.532,381.002,359.786,302.537994,12690060,253.106049
2008-12-29,358.59,374.114,355.005,311.575012,23416760,260.666473
2008-12-30,376.535,380.405,367.003,312.625,18029180,261.544922
2008-12-31,374.727,378.223,363.372,308.187988,19725220,257.832855
2009-01-02,376.43,388.443,374.129,321.600006,19847448,269.053467
2009-01-05,388.174,411.482,387.009,341.462006,22027876,285.670227
2009-01-06,406.402,415.367,397.811,342.725006,24118400,286.726837
2009-01-07,409.092,414.172,351.12,300.187988,34002200,251.139984
2009-01-09,361.579,361.579,326.811,288.312012,37952520,241.204437
2009-01-12,340.571,342.155,324.226,274.475006,29458336,229.628281
2009-01-13,327.124,342.454,318.249,269.388,26320964,225.372437
2009-01-14,326.048,363.969,326.048,294.937988,26201564,246.747818
2009-01-15,341.199,346.622,330.949,285.587006,25094924,238.924713
2009-01-16,343.948,367.854,340.631,304.337006,26647296,254.611145
2009-01-19,365.942,373.516,360.981,307.475006,16983120,257.236389
2009-01-20,363.611,363.611,349.028,295.912994,18588400,247.563507
2009-01-21,346.637,353.481,331.696,279.962006,19869540,234.218735
2009-01-22,343.619,345.098,330.83,284.075012,27980396,237.65976
2009-01-23,357.993,398.932,334.684,289.037994,32434432,241.811813
2009-01-27,354.407,368.586,349.626,306.487,17933540,256.40979
2009-01-28,372.934,385.485,366.479,318.5,18371436,266.459991
2009-01-29,383.991,386.979,370.916,317.524994,25373372,265.644287
2009-01-30,369.946,397.677,369.946,330.899994,22237208,276.833923
2009-02-02,385.485,404.251,380.57,320,21461864,267.714935
2009-02-03,385.485,398.842,380.42,326.549988,27643564,273.194702
2009-02-04,392.955,399.679,387.009,326.875,15866960,273.466553
2009-02-05,397.139,397.139,379.852,322.200012,16426340,269.555481
2009-02-06,388.473,403.414,387.158,336.212006,17364252,281.278046
2009-02-09,404.908,418.057,400.725,347.424988,17751108,290.658875
2009-02-10,415.038,422.569,410.092,350.487,27187004,293.220642
2009-02-11,407.897,415.158,406.701,345.312012,16821148,288.891205
2009-02-12,411.991,411.991,402.01,337.888,12578160,282.680145
2009-02-13,408.494,419.551,406.701,348.100006,11618608,291.223633
2009-02-16,413.708,417.475,391.79,330.049988,18376752,276.122772
2009-02-17,388.817,390.565,375.982,316.825012,15315008,265.058685
2009-02-18,378.612,393.792,370.543,323.787994,18296752,270.884003
2009-02-19,385.485,391.162,383.124,323.437988,12017532,270.591125
2009-02-20,375.34,383.393,371.007,313.350006,14710180,262.151428
2009-02-24,369.049,377.596,358.993,313.312012,18280676,262.119659
2009-02-25,378.014,384.289,377.283,316.638,11819888,264.902252
2009-02-26,375.922,387.576,373.92,322.700012,15358208,269.973785
2009-02-27,385.305,386.381,372.501,316.513,19240644,264.797668
2009-03-02,367.167,377.626,363.073,306.412994,19751964,256.347931
2009-03-03,367.555,374.114,351.12,299.212006,20948104,250.323471
2009-03-04,345.247,363.88,345.247,302.774994,23906800,253.304306
2009-03-05,360.981,364.567,341.333,287.450012,28469796,240.483322
2009-03-06,337.673,351.717,333.28,292.475006,18251636,244.687256
2009-03-09,346.936,349.028,340.109,288.337006,13387324,241.225342
2009-03-12,352.913,362.953,346.04,300.5,19459676,251.401047
2009-03-13,367.525,386.62,366.36,321.062012,16454240,268.603424
2009-03-16,383.766,398.633,379.807,331.899994,18107532,277.670532
2009-03-17,397.438,401.322,386.427,325.049988,19021944,271.939789
2009-03-18,392.985,407,392.985,332.850006,17475068,278.465393
2009-03-19,399.828,404.564,394.479,336.424988,17364676,281.456177
2009-03-20,400.127,406.373,395.047,334.799988,20423760,280.09671
2009-03-23,404.61,433.297,404.61,359.612,19886352,300.854645
2009-03-24,433.312,440.767,430.309,363.112,27586964,303.782776
2009-03-25,433.297,462.88,433.297,383.049988,38270736,320.463104
2009-03-26,463.09,471.845,455.111,391.375,32862004,327.427887
2009-03-27,464.375,473.16,458.697,387.187988,26978552,323.924988
2009-03-30,454.543,458.697,446.744,379.112,27484352,317.168549
2009-03-31,458.697,463.761,452.72,381.187988,22857932,318.905334
2009-04-01,455.111,476.328,447.446,395.312012,19111420,330.721588
2009-04-02,481.109,502.027,478.792,415.337006,21956584,347.474731
2009-04-06,508.003,520.643,491.747,417.899994,21036112,349.618896
2009-04-08,490.058,519.657,479.615,431.287994,36779864,360.819427
