"Date","RELIANCE.NS.Open","RELIANCE.NS.High","RELIANCE.NS.Low","RELIANCE.NS.Close","RELIANCE.NS.Volume","RELIANCE.NS.Adjusted"
2007-02-27,411.369,446.042,411.369,351.362,11954360,278.680542
2007-02-28,425.553,434.978,419.581,338.125,28227272,268.181671
2007-03-01,433.402,433.402,415.767,341.937988,15809564,271.205902
2007-03-02,432.141,432.141,412.283,329.049988,18988136,260.983887
2007-03-05,409.762,410.077,393.434,314.837006,21556476,249.710953
2007-03-06,401.567,411.937,398.194,324.462006,14212464,257.34494
2007-03-07,413.229,418.903,397.5,322.162994,13801056,255.521545
2007-03-08,415.751,422.37,406.61,333.888,13383188,264.821167
2007-03-09,421.74,425.459,411.338,329.549988,9645524,261.380463
2007-03-12,419.186,420.668,411.968,328.924988,8624036,260.884735
2007-03-13,414.71,419.754,411.416,331.687988,6326212,263.076233
2007-03-14,412.599,412.599,397.547,321.337006,10748060,254.866379
2007-03-15,409.447,412.882,403.143,320.850006,11436988,254.480164
2007-03-16,404.53,411.59,402.197,325.037994,10271800,257.801819
2007-03-19,410.109,415.435,408.848,328.388,4723576,260.458862
2007-03-20,415.435,420.794,414.805,330.737,4691068,262.32196
2007-03-21,402.228,409.48,397.657,335,4795856,274.844177
2007-03-22,410.455,420.495,410.455,343.812012,9656076,282.073822
2007-03-23,419.292,421.669,414.417,344.013,7624464,282.238708
2007-03-26,421.425,421.425,411.37,341.138,5894908,279.879944
2007-03-28,414.417,418.683,409.1,337.5,8532676,276.895264
2007-03-29,415.636,417.159,410.151,339.299988,10592236,278.371979
2007-03-30,414.417,418.957,412.345,342.575012,10582108,281.05896
2007-04-02,412.893,414.051,397.733,328.487,13161336,269.500732
2007-04-03,402.38,410.151,399.028,335.187988,10644516,274.998413
2007-04-04,410.76,417.143,410.669,340.812012,7960208,279.612488
2007-04-05,415.331,415.879,412.04,339.712006,4853868,278.710022
2007-04-09,415.94,422.949,415.026,346.075012,4447724,283.930481
2007-04-10,423.406,423.558,417.647,346.100006,5301732,283.950989
2007-04-11,422.081,426.118,419.613,346.649994,6710728,284.402191
2007-04-12,421.73,424.472,418.149,346.875,4396464,284.586792
2007-04-13,419.063,431.45,419.063,352.987,6080292,289.601257
2007-04-16,432.121,446.107,431.861,364.437988,6789808,298.996002
2007-04-17,446.412,453.421,442.557,368.950012,15280068,302.697815
2007-04-18,448.85,455.828,448.85,371.337006,9167672,304.656128
2007-04-19,446.488,456.925,445.071,373.087006,8801020,306.091949
2007-04-20,455.554,470.79,455.554,385.362,9545612,316.162659
2007-04-23,470.18,475.36,464.786,388.575012,10004980,318.798798
2007-04-24,473.532,484.38,469.586,395.737,9520088,324.674683
2007-04-25,482.064,487.549,476.274,399.600006,8250188,327.843964
2007-04-26,490.596,495.654,482.673,399.212006,24818564,327.525696
2007-04-27,491.206,491.206,466.828,384.799988,12549476,315.701569
2007-04-30,472.252,479.017,457.382,390.263,9542056,320.183594
2007-05-03,479.931,496.691,479.931,406.537994,14740048,333.536102
2007-05-04,496.766,498.519,480.571,395.787994,14740392,324.716522
2007-05-07,489.073,493.034,486.33,401.625,11330804,329.505371
2007-05-08,490.139,491.937,484.502,398.287994,8582784,326.767578
2007-05-09,484.502,487.549,479.474,399.562012,9231144,327.812775
2007-05-10,489.682,490.535,479.931,395.350006,7242932,324.357147
2007-05-11,472.618,487.549,466.599,397.274994,13463860,325.936493
2007-05-14,490.596,495.776,489.073,405.062012,7640132,332.325165
2007-05-15,493.796,495.441,485.568,399.625,13875408,327.864471
2007-05-16,487.854,502.175,487.122,408.674988,11372736,335.289368
2007-05-17,501.292,514.898,501.292,421.312012,11416956,345.657135
2007-05-18,513.389,519.849,508.91,424.612,9273092,348.364624
2007-05-21,521.068,539.351,519.301,440.237,12957136,361.183746
2007-05-22,539.046,543.922,529.646,444.812012,15727208,364.937286
2007-05-23,542.398,547.822,533.257,439.037994,6415364,360.200134
2007-05-24,533.273,536.304,523.217,431.799988,11299500,354.261841
2007-05-25,518.401,529.295,518.356,432.013,9676324,354.436615
2007-05-28,530.179,533.257,522.988,430.975006,6160224,353.58493
2007-05-29,524.725,538.742,521.921,439.225006,9285780,360.353516
2007-05-30,533.257,542.398,530.849,438.212006,12335500,359.522461
2007-05-31,534.78,539.885,532.343,439.700012,7465992,360.743225
2007-06-01,540.204,542.368,532.449,437.812012,6019816,359.194244
2007-06-04,539.046,539.046,529.768,435.487,5577632,357.286713
2007-06-05,529.905,533.561,524.771,436.350006,7243492,357.994751
2007-06-06,533.561,535.694,512.627,422.825012,10910728,346.898499
2007-06-07,509.793,520.093,505.832,417.287994,10358760,342.355774
2007-06-08,507.051,517.365,501.901,414.263,13814784,339.873932
2007-06-11,548.493,548.493,505.908,416.537994,8621300,341.740448
2007-06-12,510.372,521.631,506.655,424.725006,11888808,348.457275
2007-06-13,517.503,521.007,508.879,418.850006,8962660,343.637268
2007-06-14,513.755,518.935,513.45,424.013,7984768,347.873169
2007-06-15,518.021,521.068,508.316,420.475006,7987904,344.97052
2007-06-18,517.35,517.35,507.813,417.899994,5698464,342.857819
2007-06-19,509.367,527.284,508.91,431.638,8808092,354.128876
2007-06-20,526.112,532.891,524.725,433.237,7840376,355.440796
2007-06-21,528.686,532.495,524.481,433.587006,6486036,355.727966
2007-06-22,528.686,528.686,517.61,426.274994,8222612,349.728943
2007-06-25,520.459,522.287,517.046,427.287994,11557756,350.560059
2007-06-26,520.763,524.115,518.021,425.812012,5768264,349.349121
2007-06-27,517.716,524.085,515.782,424.638,6287884,348.385895
2007-06-28,520.763,522.531,513.861,423,11268356,347.042023
2007-06-29,518.021,521.373,514.669,425.138,10543332,348.796173
2007-07-02,519.24,521.677,511.638,421.075012,10950928,345.462708
2007-07-03,510.738,521.936,510.738,426.825012,10722156,350.180237
2007-07-04,521.373,527.666,520.763,429.537994,8717328,352.406006
2007-07-05,523.506,525.639,512.079,427.462006,7038640,350.702789
2007-07-06,522.287,527.331,513.45,427.475006,6311516,350.71347
2007-07-09,518.905,523.947,518.326,427.737,6039324,350.928406
2007-07-10,522.607,522.607,516.497,425.674988,4507160,349.236694
2007-07-11,523.201,523.75,513.801,425.825012,4924820,349.359772
