"Date","MINDTREE.NS.Open","MINDTREE.NS.High","MINDTREE.NS.Low","MINDTREE.NS.Close","MINDTREE.NS.Volume","MINDTREE.NS.Adjusted"
2007-04-20,276.578,278.897,271.1,202.462006,1103808,150.614166
2007-04-23,274.226,276.578,268.849,201,730700,149.526535
2007-04-24,241.292,272.209,241.292,199.850006,824440,148.671066
2007-04-25,269.302,270.529,260.162,194.561996,1043212,144.737259
2007-04-26,263.808,269.655,260.783,195.912994,1650636,145.742249
2007-04-27,243.644,267.168,235.242,194.600006,4815832,144.765518
2007-04-30,264.681,273.89,264.48,198.636993,2615480,147.768661
2007-05-03,268.849,271.79,261.506,195.537994,1156368,145.463287
2007-05-04,265.051,267.168,260.447,194.75,955336,144.877121
2007-05-07,264.144,278.93,261.455,204.375,7078204,152.037277
2007-05-08,274.562,281.182,263.136,196.561996,5152540,146.225067
2007-05-09,264.816,269.857,259.842,197.274994,1823556,146.755478
2007-05-10,271.873,271.873,261.791,195.613007,1090040,145.519089
2007-05-11,262.127,264.95,258.767,194.899994,840908,144.988708
2007-05-14,264.95,268.513,263.841,196.787994,807552,146.393143
2007-05-15,265.152,267.621,262.799,196.712006,839188,146.336655
2007-05-16,266.631,266.631,263.572,196.800003,510456,146.402145
2007-05-17,266.294,276.88,264.48,199.261993,2438272,148.233673
2007-05-18,268.176,270.529,263.355,196.738007,685476,146.356003
2007-05-21,267.168,267.656,259.338,193.649994,496464,144.058792
2007-05-22,261.119,263.472,257.306,192.050003,658008,142.868546
2007-05-23,260.447,261.404,253.945,189.837006,428280,141.222305
2007-05-24,255.742,261.455,253.777,189.975006,702848,141.324905
2007-05-25,255.07,262.127,252.079,192.438004,1284272,143.157181
2007-05-28,265.101,265.101,256.078,191.399994,513360,142.384979
2007-05-29,258.767,260.044,254.062,189.613007,258780,141.055649
2007-05-30,253.054,261.455,252.433,190.712006,846672,141.873199
2007-05-31,258.767,260.431,256.078,192.199997,431872,142.980133
2007-06-01,259.909,265.488,256.986,192.688004,892592,143.34314
2007-06-04,259.103,262.799,257.826,192.75,339816,143.389282
2007-06-05,258.431,259.439,253.726,191.363007,287244,142.357452
2007-06-06,257.54,265.488,257.54,193.125,984040,143.668213
2007-06-07,258.767,278.594,258.431,203.274994,3077392,151.218948
2007-06-08,270.428,280.409,266.832,199.699997,3801172,148.559464
2007-06-11,274.326,274.326,261.119,195.386993,1205540,145.350952
2007-06-12,264.144,264.144,254.398,190.613007,652588,141.799561
2007-06-13,256.414,260.295,254.734,190.863007,414284,141.985458
2007-06-14,257.506,267.168,257.506,196.199997,990080,145.955765
2007-06-15,266.832,276.544,260.481,194.636993,2598848,144.793015
2007-06-18,263.707,264.681,256.482,191.899994,469400,142.756958
2007-06-19,258.431,267.085,257.086,195.699997,1027788,145.583801
2007-06-20,264.95,266.799,258.128,193.25,780852,143.761246
2007-06-21,263.136,263.472,258.767,193.488007,367628,143.938293
2007-06-22,262.01,262.01,257.759,192.149994,308504,142.942871
2007-06-25,260.111,260.111,257.086,192.074997,292452,142.887177
2007-06-26,258.397,266.16,258.195,193.675003,1035960,144.077393
2007-06-27,261.791,262.127,257.439,192.274994,296972,143.035919
2007-06-28,259.103,261.791,257.423,192.375,240552,143.110245
2007-06-29,257.624,268.496,257.624,198.199997,932888,147.443588
2007-07-02,269.185,270.345,259.356,194.324997,348752,144.560944
2007-07-03,263.724,265.152,259.002,193.412994,253288,143.882462
2007-07-04,260.783,261.708,258.095,192.350006,189324,143.09169
2007-07-05,260.111,260.111,255.742,191.324997,163336,142.329208
2007-07-06,257.086,264.144,256.078,194.274994,506916,144.523727
2007-07-09,263.453,264.121,256.615,192.837006,362496,144.196182
2007-07-10,260.678,261.447,256.198,192.574997,355100,144.000259
2007-07-11,257.435,258.872,254.76,191.011993,219156,142.831558
2007-07-12,256.766,259.441,252.487,189.625,347900,141.794403
2007-07-13,254.142,256.566,251.317,188.537994,203784,140.981552
2007-07-16,253.623,253.623,247.739,185.962006,223680,139.055344
2007-07-17,250.715,251.985,246.736,185.261993,195112,138.531921
2007-07-18,247.739,249.645,244.062,182.863007,145092,136.738037
2007-07-19,245.733,246.703,239.08,181.375,258592,135.625351
2007-07-20,242.925,244.396,239.047,179.412994,228108,134.158264
2007-07-23,239.933,240.384,235.402,176.511993,177064,131.988998
2007-07-24,237.057,258.438,232.694,183.425003,1858912,137.158295
2007-07-25,237.709,241.036,222.999,168.550003,1227292,126.035347
2007-07-26,225.406,229.685,219.99,167.636993,1307256,125.352592
2007-07-27,223.333,229.434,212.334,166.412994,680212,124.43734
2007-07-30,224.002,224.922,215.659,162.188004,230288,121.278046
2007-07-31,217.366,220.123,214.64,161.337006,217704,120.641701
2007-08-01,215.76,215.76,204.978,154.574997,220400,115.585342
2007-08-02,207.954,208.622,200.933,150.938004,223952,112.865746
2007-08-03,204.611,208.957,200.599,150.912994,344900,112.847031
2007-08-06,200.599,200.599,194.982,147.324997,197804,110.16407
2007-08-07,203.073,204.276,190.268,143.300003,735692,107.154312
2007-08-08,195.584,207.954,195.584,148.011993,1322256,110.677788
2007-08-09,201.836,203.942,194.915,147.188004,569036,110.06163
2007-08-10,184.232,197.239,174.035,145.350006,372500,108.687218
2007-08-13,193.912,199.93,188.763,142.375,469068,106.462677
2007-08-14,190.234,190.569,181.207,137.238007,517412,102.621384
2007-08-16,175.524,191.538,174.237,140.363007,1020860,104.958168
2007-08-17,188.897,192.24,181.207,138.300003,384136,103.415512
2007-08-20,190.569,192.575,186.724,140.087006,182300,104.751778
2007-08-21,190.535,190.535,177.211,133.488007,198044,99.817268
2007-08-22,180.137,182.194,175.524,131.863007,198752,98.602173
2007-08-23,180.204,180.204,173.968,130.712006,188304,97.741501
2007-08-24,176.861,182.043,173.852,135.324997,286308,101.19091
2007-08-27,182.879,186.557,181.592,137.449997,171752,102.779915
2007-08-28,183.715,186.875,180.94,136.238007,164984,101.873642
2007-08-29,182.194,186.189,177.195,137.787994,182440,103.032646
2007-08-30,186.557,189.532,184.383,138.600006,268136,103.639862
2007-08-31,186.222,190.468,185.554,140.800003,245984,105.284897
2007-09-03,188.311,194.882,187.91,143.113007,303188,107.014473
2007-09-04,195.584,203.206,193.912,147.125,516244,110.014503
2007-09-05,196.754,199.93,192.24,145.25,155612,108.61245
2007-09-06,192.909,200.599,192.274,146.912994,194884,109.85598
2007-09-07,194.614,205.279,194.614,147.375,667032,110.201454
2007-09-10,191.271,201.267,172.18,148.25,294216,110.855728
2007-09-11,198.927,200.064,193.945,145.475006,108772,108.780708
2007-09-12,195.634,197.155,189.916,142.524994,137088,106.574821
2007-09-13,192.24,195.584,189.265,142.212006,285896,106.340744
2007-09-14,192.742,192.742,187.225,140.300003,172044,104.911041
2007-09-17,188.563,188.897,183.949,138.574997,159348,103.621147
2007-09-18,184.885,190.234,183.882,138.212006,349624,103.349709
2007-09-19,190.569,190.569,183.882,137.850006,168544,103.07901
2007-09-20,185.554,185.554,153.408,134.274994,159552,100.405762
2007-09-21,177.53,181.959,173.852,130.787994,319088,97.798317
2007-09-24,180.037,180.037,172.849,129.537994,407352,96.863625
2007-09-25,169.506,175.189,169.506,129.561996,200356,96.881584
2007-09-26,174.12,178.834,172.949,130.125,516996,97.302567
2007-09-27,176.527,179.703,173.551,130.261993,348116,97.404999
2007-09-28,173.852,176.828,170.509,127.775002,325740,95.545288
2007-10-01,175.524,176.192,168.503,126.587997,263476,94.657745
2007-10-03,175.323,175.323,167.165,127.300003,420996,95.19014
2007-10-04,168.937,170.475,166.162,125.824997,226072,94.087181
2007-10-05,167.165,169.84,162.15,121.537003,430716,90.880775
2007-10-08,166.664,166.664,158.807,120.849998,399856,90.367058
2007-10-09,165.71,172.147,155.865,126.150002,514008,94.330193
2007-10-10,169.506,172.698,167.165,125.449997,433960,93.806755
2007-10-11,167.165,168.837,163.856,124.724998,175056,93.264648
2007-10-12,163.822,166.798,160.479,123.012001,649512,91.983727
2007-10-15,164.841,169.171,164.825,124.887001,188672,93.385773
2007-10-16,167.165,168.152,164.558,124.175003,195308,92.853386
2007-10-17,163.806,164.825,142.809,121.775002,107884,91.058731
2007-10-18,164.792,169.773,161.816,122.099998,245904,91.301773
2007-10-19,162.167,166.831,158.807,119.712997,138280,89.516861
2007-10-22,159.476,162.485,151.118,119.099998,82484,89.058479
2007-10-23,160.479,165.494,160.479,121.612999,176692,90.937607
2007-10-24,166.162,176.861,165.494,130.850006,1105104,97.844681
2007-10-25,177.195,178.198,165.962,125.487999,333072,93.835197
2007-10-26,170.509,170.509,162.685,122.474998,342744,91.582184
2007-10-29,167.127,167.127,160.163,121.25,247932,91.412521
2007-10-30,163.148,163.148,157.842,119.487999,164388,90.084167
2007-10-31,157.511,159.169,155.521,117.561996,170476,88.63208
2007-11-01,158.174,158.174,150.878,114.787003,167980,86.539978
2007-11-02,149.884,154.526,147.596,113.375,185792,85.475441
2007-11-05,152.42,153.863,148.557,113.438004,179408,85.522926
2007-11-06,152.205,152.205,146.435,111.150002,151020,83.797981
2007-11-07,149.22,149.22,142.953,108.300003,104440,81.649315
2007-11-08,142.588,145.241,140.93,107.137001,143752,80.77253
2007-11-12,136.951,141.594,135.326,105.362999,129484,79.435059
2007-11-13,139.936,144.578,139.77,107.412003,144020,80.979828
2007-11-14,145.889,147.562,144.578,109.775002,180716,82.761337
2007-11-15,173.759,173.759,147.562,111.800003,349032,84.288033
2007-11-16,149.221,150.863,141.278,109.487999,139788,82.544952
2007-11-19,145.573,145.904,142.14,108.087997,506600,81.489487
2007-11-20,145.904,145.904,141.594,108.012001,113532,81.432182
2007-11-21,141.262,145.889,139.272,105.561996,119412,79.585083
2007-11-22,135.99,140.765,135.99,103.125,126892,77.74778
2007-11-23,139.571,142.588,136.967,104.137001,109728,78.510757
2007-11-26,141.925,141.925,137.548,104.762001,109756,78.981949
2007-11-27,139.272,140.599,137.332,104.800003,81292,79.010597
2007-11-28,139.936,140.897,137.614,104.175003,65928,78.539413
2007-11-29,140.964,141.561,137.614,104.324997,77448,78.652473
2007-11-30,139.571,139.604,137.614,104.188004,86744,78.549202
2007-12-03,140.599,149.22,138.775,108.737999,308220,81.979523
2007-12-04,147.463,148.889,145.938,111.125,212472,83.779114
2007-12-05,149.22,165.767,147.562,121.949997,1141440,91.940292
2007-12-06,163.148,169.117,161.821,123.425003,469948,93.052315
2007-12-07,165.801,169.117,164.143,126.150002,730260,95.106743
2007-12-10,170.045,172.433,164.225,125.5,498264,94.616692
2007-12-11,166.464,169.083,162.485,123.037003,243696,92.759781
2007-12-12,160.827,163.977,157.511,120.438004,164768,90.800369
2007-12-13,154.062,167.127,154.062,120.025002,237480,90.488991
2007-12-14,160.163,163.148,157.511,119.137001,119728,89.819511
2007-12-17,156.266,159.169,155.853,117.675003,112920,88.717278
2007-12-18,154.559,160.495,152.205,118,239280,88.962303
2007-12-19,162.319,179.065,156.184,118.188004,67988,89.104042
2007-12-20,159.168,162.484,155.753,119.125,144692,89.810509
2007-12-24,159.169,165.801,159.169,122.938004,283500,92.685173
2007-12-26,164.143,171.769,162.518,126.762001,462584,95.568115
2007-12-27,167.193,171.056,159.169,124.550003,326820,93.900482
2007-12-28,162.816,169.117,161.49,123.412003,210952,93.042511
2007-12-31,168.785,172.433,165.171,125.125,192688,94.333969
2008-01-01,145.639,177.208,145.639,129.399994,712492,97.556969
2008-01-02,175.384,183.044,169.15,134.100006,1096652,101.100403
2008-01-03,179.065,180.557,172.846,133.074997,400656,100.327621
2008-01-04,172.78,178.6,168.453,128.337006,164696,96.755577
2008-01-07,169.117,170.775,165.801,125.324997,123596,94.484749
2008-01-08,166.48,169.117,159.998,122.300003,149904,92.204147
2008-01-09,164.143,167.425,162.816,123.287003,273516,92.948273
2008-01-10,165.469,167.094,155.886,119.050003,111460,89.753937
2008-01-11,159.5,165.137,154.261,116.875,115984,88.114151
2008-01-14,155.521,156.798,153.2,115.712997,71752,87.238106
2008-01-15,147.231,165.469,147.231,114.025002,59432,85.9655
2008-01-16,149.221,152.156,145.905,111.125,75328,83.779114
2008-01-17,146.187,151.873,142.604,110.688004,62816,83.449669
2008-01-18,145.904,146.899,141.992,109.099998,118776,82.252449
2008-01-21,143.053,143.053,122.361,94.612503,235728,71.330055
2008-01-22,120.471,132.64,96.164,83.587502,161000,63.018131
2008-01-23,127.666,127.666,112.744,87.400002,191544,65.89241
2008-01-24,117.884,122.692,109.428,83.4375,180816,62.905029
2008-01-25,111.086,116.972,106.029,85.400002,275968,64.384583
2008-01-28,112.744,135.293,109.428,87.900002,138124,66.269379
2008-01-29,119.294,124.317,117.718,90.412498,96644,68.163589
2008-01-30,124.35,124.35,114.8,87.5,56656,65.967812
2008-01-31,116.392,116.392,111.418,85.650002,81784,64.573067
2008-02-01,119.343,120.239,113.507,89.3125,102112,67.334305
2008-02-04,119.393,130.982,119.393,94.5625,197540,71.292351
2008-02-05,125.959,126.937,122.692,93.925003,104692,70.811729
2008-02-06,117.785,122.029,117.718,91.212502,86556,68.766739
2008-02-07,122.609,126.008,114.071,86.800003,114624,65.440086
2008-02-08,117.984,118.978,114.402,87.287498,79804,65.807602
2008-02-11,114.402,118.68,109.428,83.375,87516,62.857918
2008-02-12,112.744,115.397,110.423,83.449997,78752,62.914448
2008-02-13,115.696,115.696,110.423,83.387497,65468,62.867313
2008-02-14,113.739,115.397,112.413,85.449997,48956,64.422272
2008-02-15,117.718,117.718,111.451,85.800003,48372,64.686142
2008-02-18,116.094,116.094,113.076,86.387497,43812,65.129074
2008-02-19,114.734,117.055,114.734,87.4375,46320,65.920685
2008-02-20,115.977,119.045,115.397,88.925003,86688,67.042152
2008-02-21,121.034,126.008,118.713,92.112503,170760,69.445244
2008-02-22,121.333,123.322,118.547,90.125,66540,67.946854
2008-02-25,121.664,121.664,117.718,89.762497,35640,67.673546
2008-02-26,119.725,122.543,115.729,89.125,56312,67.192932
2008-02-27,119.376,119.957,117.254,88.875,60988,67.004456
2008-02-28,117.718,118.183,116.425,88.587502,14816,66.787704
2008-02-29,113.739,118.713,113.739,87.550003,39092,66.005524
2008-03-03,115.397,115.397,109.793,84.337502,51680,63.583549
2008-03-04,112.744,113.839,110.423,83.375,62396,62.857918
2008-03-05,110.423,112.413,110.423,83.300003,53724,62.801361
2008-03-07,109.428,112.711,106.112,83.375,117772,62.857918
2008-03-10,110.589,110.589,106.477,82.324997,109340,62.066273
2008-03-11,108.831,115.729,107.77,85.75,56764,64.648468
2008-03-12,115.729,116.724,113.424,86.75,100628,65.40239
2008-03-13,112.744,114.071,109.76,83.175003,80824,62.707127
2008-03-14,109.478,113.076,109.478,84.887497,85808,63.998211
2008-03-17,113.076,113.076,109.428,83.487503,97228,62.942738
2008-03-18,115.696,121.034,110.108,87.525002,167220,65.986664
2008-03-19,119.045,119.045,113.424,86.9375,92484,65.543747
2008-03-24,115.397,115.397,111.517,86,88528,64.83696
2008-03-25,114.436,117.354,114.071,86.550003,109360,65.251595
2008-03-26,116.392,116.458,112.645,85.099998,57400,64.158409
2008-03-27,111.12,114.402,109.76,83.300003,62380,62.801361
2008-03-28,112.28,115.066,111.136,86.474998,175160,65.195061
2008-03-31,111.086,114.734,109.478,83.775002,47896,63.159477
2008-04-01,113.805,114.734,111.103,84.775002,72688,63.913403
2008-04-02,114.734,116.724,113.408,86.25,186448,65.025414
2008-04-03,113.408,121.001,113.175,88.362503,229092,66.618088
2008-04-04,118.978,118.978,116.724,88.824997,90940,66.966751
2008-04-07,117.718,124.682,117.718,90.512497,202780,68.239006
2008-04-08,119.343,131.646,119.343,97.125,369472,73.224258
2008-04-09,128.661,133.304,128.661,99.462502,180640,74.986565
2008-04-10,131.612,132.972,129.324,98.775002,91064,74.468254
2008-04-11,132.64,132.806,123.123,93.987503,66552,70.858871
2008-04-15,126.34,135.293,123.87,100.137001,184508,75.495056
2008-04-16,134.962,142.241,133.967,102.362999,401052,77.173302
2008-04-17,142.588,164.474,140.93,122.074997,4003940,92.034508
2008-04-21,164.143,165.104,150.879,117.199997,1061384,88.359169
2008-04-22,156.516,160.827,150.878,118.811996,728080,89.574493
2008-04-23,155.902,162.087,154.311,116.824997,278860,88.076454
2008-04-24,150.68,160.462,150.68,114.949997,147844,86.662849
2008-04-25,153.531,155.073,145.904,112.662003,150516,84.937904
2008-04-28,145.92,159.169,145.92,115.675003,693344,87.209457
2008-04-29,155.189,160.827,151.542,118.199997,786516,89.113091
2008-04-30,158.72,159.169,151.442,116.787003,332312,88.047821
2008-05-02,159.169,161.954,156.184,121.099998,737972,91.299454
2008-05-05,162.485,163.148,152.205,115.811996,549664,87.312721
2008-05-06,154.195,162.153,152.537,118.675003,932404,89.471207
2008-05-07,157.511,160.561,155.852,120.387001,521624,90.761925
2008-05-08,157.511,159.484,155.189,117.974998,214200,88.943466
2008-05-09,155.853,156.666,144.926,111.237999,234732,83.864326
2008-05-12,148.557,148.557,142.638,108.699997,224712,81.95089
2008-05-13,148.541,150.149,143.037,108.625,191688,81.894318
2008-05-14,144.164,152.868,144.164,112.175003,419332,84.570755
2008-05-15,150.894,154.179,148.889,113.824997,207188,85.81469
2008-05-16,152.868,153.2,149.95,113.625,273996,85.663918
2008-05-20,147.563,157.312,147.563,116.550003,261336,87.86911
2008-05-21,154.195,154.195,150.878,114.150002,68804,86.059731
2008-05-22,151.542,158.074,150.215,117.974998,388816,88.943466
2008-05-23,156.516,157.51,154.592,117.688004,221060,88.727104
2008-05-26,155.853,159.334,150.978,118.162003,406660,89.084442
2008-05-27,157.526,158.174,153.863,117.474998,137676,88.566505
2008-05-28,157.511,157.511,151.873,115.811996,111764,87.312721
2008-05-29,154.195,155.853,153.366,116.237999,85444,87.633911
2008-05-30,157.511,157.511,150.381,116.875,97472,88.114151
2008-06-02,157.179,157.179,150.879,116.061996,133888,87.501205
2008-06-03,152.537,152.537,146.932,113.099998,163724,85.268112
2008-06-04,149.552,152.536,140.98,108.699997,136384,81.95089
2008-06-05,145.871,149.221,142.721,111.974998,150588,84.419937
2008-06-06,148.889,155.189,148.889,114.987999,194612,86.691536
2008-06-09,149.254,152.205,143.285,112.199997,178652,84.589584
2008-06-10,147.562,149.835,144.91,110.949997,110876,83.647202
2008-06-11,149.552,152.371,147.562,114.375,67840,86.22937
2008-06-12,146.568,152.537,146.568,114.724998,82072,86.493225
2008-06-13,150.547,153.2,148.557,114.087997,58984,86.012978
2008-06-16,153.863,157.511,149.884,117.987999,125448,88.95327
2008-06-17,156.184,161.324,156.184,121.175003,265500,91.355988
2008-06-18,161.158,161.158,154.21,117.662003,146984,88.707497
2008-06-19,155.186,156.452,148.132,113.849998,82588,86.56929
2008-06-20,151.207,152.884,143.645,110.512001,80764,84.031136
2008-06-23,142.231,144.664,136.807,105.025002,82100,79.858925
2008-06-24,138.089,140.39,136.478,105.962997,63248,80.572182
2008-06-25,134.801,147.952,129.869,107.150002,44976,81.474747
2008-06-26,142.626,145.454,140.39,109.212997,75212,83.043404
2008-06-27,139.733,144.616,135.524,109,459352,82.881447
2008-06-30,143.349,143.349,127.568,97.574997,133064,74.194107
2008-07-01,129.869,133.815,124.938,99.175003,131760,75.410706
2008-07-02,131.184,133.157,128.242,99.099998,87012,75.353676
2008-07-03,126.417,130.856,124.937,95.550003,28584,72.654358
2008-07-04,125.595,130.856,125.595,97.75,45776,74.327194
2008-07-07,130.856,131.513,127.025,97.712502,34856,74.298653
2008-07-08,127.403,130.149,120.039,92.6875,120780,70.47776
2008-07-09,127.239,130.198,123.294,97.525002,82760,74.156097
2008-07-10,130.527,131.415,127.798,98.737503,67508,75.078049
2008-07-11,134.406,137.102,123.294,95.137497,173608,72.340675
2008-07-14,125.924,125.924,118.362,90.824997,83108,69.061539
2008-07-15,117.375,119.808,115.732,88.537498,144232,67.322166
2008-07-16,118.411,119.808,110.142,85,294140,64.632324
2008-07-17,105.211,121.321,105.211,91.050003,506376,69.232628
2008-07-18,121.321,121.321,115.764,88.900002,64864,67.597794
2008-07-21,117.375,119.808,115.797,88.737503,86196,67.474243
2008-07-22,116.718,119.841,116.718,90.737503,27764,68.99501
2008-07-23,121.617,123.622,120.663,93.449997,59360,71.057533
2008-07-24,124.905,124.905,116.718,90.162498,36256,68.557777
2008-07-25,116.718,121.617,101.956,91.375,47844,69.479752
2008-07-28,118.526,121.65,118.526,91.724998,16240,69.745895
2008-07-29,116.751,121.156,116.751,90.587502,29824,68.880951
2008-07-30,120.006,122.455,118.395,92.112503,274508,70.040527
2008-07-31,121.65,122.866,120.006,92.099998,14248,70.031006
2008-08-01,120.006,124.938,118.724,93.3125,37484,70.952972
2008-08-04,121.666,127.453,121.666,94.787498,32332,72.074554
2008-08-05,124.937,132.828,124.937,99.449997,202632,75.61982
2008-08-06,131.513,134.768,125.348,96.349998,40264,73.26265
2008-08-07,128.225,130.329,124.97,95.762497,34268,72.815933
2008-08-08,125.266,127.732,125.266,96,27208,72.99649
2008-08-11,128.883,131.184,125.102,95.800003,21192,72.844452
2008-08-12,125.003,129.771,120.335,93.087502,245160,70.781906
2008-08-13,125.759,131.119,122.093,93.474998,304688,71.076561
2008-08-14,122.587,122.636,114.416,87.4375,186188,66.485741
2008-08-18,115.567,117.375,110.142,83.849998,233692,63.757889
2008-08-19,110.8,116.652,110.471,87.625,163056,66.628326
2008-08-20,114.416,118.51,114.416,89,116876,67.673843
2008-08-21,118.033,119.513,113.101,86.550003,165040,65.810913
2008-08-22,114.088,115.058,111.803,86.112503,34184,65.478256
2008-08-25,117.047,117.047,113.529,86.800003,48980,66.001022
2008-08-26,113.101,115.732,113.101,86.6875,42728,65.915466
2008-08-27,114.088,116.718,111.129,85.787498,77504,65.23111
2008-08-28,112.164,114.696,110.471,84.587502,518464,64.318665
2008-08-29,113.414,114.745,112.444,86.712502,447488,65.934479
2008-09-01,112.115,115.501,111.786,87.612503,60148,66.61882
2008-09-02,113.101,120.828,113.101,87.837502,879480,66.789909
2008-09-04,115.074,115.896,113.759,87.4375,904628,66.485741
2008-09-05,114.088,114.088,110.537,84.974998,468784,64.613289
2008-09-08,115.074,115.074,113.43,86.362503,108064,65.66835
2008-09-09,113.101,113.43,111.457,85.237503,201544,64.812904
2008-09-10,110.175,118.345,110.175,86.775002,78564,65.98201
2008-09-11,111.457,115.995,110.8,87.212502,98480,66.314667
2008-09-12,115.666,115.666,111.786,85.587502,57348,65.079048
2008-09-15,111.819,111.819,106.854,84,152932,63.871941
2008-09-16,104.553,110.208,99.687,83.262497,171088,63.311153
2008-09-17,114.416,114.416,108.498,83.375,123496,63.396729
2008-09-18,106.854,109.485,101.61,82.037498,214144,62.379711
2008-09-19,110.142,113.101,109.156,83.675003,110908,63.624832
2008-09-22,110.159,112.099,108.926,83.775002,27896,63.700863
2008-09-23,105.556,109.222,105.556,82.375,42924,62.636333
2008-09-24,107.233,109.156,106.526,81.449997,46216,61.932968
2008-09-25,106.805,108.498,102.58,78.8125,231812,59.927471
2008-09-26,103.895,103.895,99.309,77.587502,92904,58.996014
2008-09-29,101.002,104.882,95.84,78.599998,424152,59.765892
2008-09-30,95.676,101.923,95.347,77.112503,160972,58.634838
2008-10-01,101.923,102.251,98.733,75.824997,71884,57.65583
2008-10-03,98.651,99.292,91.796,73.987503,53900,56.258644
2008-10-06,95.363,95.363,83.922,66.912498,66528,50.878941
2008-10-07,88.739,92.059,87.144,68.775002,69788,52.295143
2008-10-08,87.456,89.922,80.552,63.6875,56580,48.42672
2008-10-10,80.404,88.771,67.45,63.837502,535964,48.540779
2008-10-13,82.196,84.76,77.938,61.037498,140552,46.411701
2008-10-14,85.484,88.311,64.228,61.875,212464,47.048534
2008-10-15,80.552,84.168,80.552,63.4375,384292,48.236626
2008-10-16,81.867,82.853,73.943,62.299999,44200,47.371696
2008-10-17,80.881,82.196,78.908,61.474998,64412,46.744385
2008-10-20,80.026,92.01,77.593,63.25,107844,48.094048
2008-10-21,86.486,95.347,86.486,70.612503,162288,53.692352
2008-10-22,88.903,92.092,88.278,68.175003,57244,51.838932
2008-10-23,87.16,89.1,83.84,66.387497,47880,50.479752
2008-10-24,85.812,85.812,78.283,61.037498,107912,46.411701
2008-10-27,78.908,82.853,72.332,61.287498,192628,46.601814
2008-10-29,81.209,83.445,79.927,61.650002,62636,46.877438
2008-10-31,83.84,95.347,83.84,71.224998,118692,54.158096
2008-11-03,98.602,98.602,87.127,66.775002,81916,50.774399
2008-11-04,88.771,95.314,85.484,66.162498,32112,50.308662
2008-11-05,88.64,90.415,83.84,64.224998,32496,48.835419
2008-11-06,80.948,83.991,79.637,63.262501,16852,48.864399
2008-11-07,80.252,82.826,80.252,62.887501,16480,48.574741
2008-11-10,80.592,83.586,80.592,63.837502,17376,49.308529
2008-11-11,84.12,84.153,80.916,62.599998,10692,48.352676
2008-11-12,79.411,81.806,77.76,62.362499,14092,48.169231
2008-11-14,80.916,82.178,79.298,62.462502,26596,48.246464
2008-11-17,81.903,81.903,78.003,62.387501,29600,48.188522
2008-11-18,78.327,79.621,77.712,60.875,18496,47.020271
2008-11-19,80.9,80.9,77.372,60.537498,49172,46.759567
2008-11-20,77.032,79.298,70.931,61.25,73868,47.309933
2008-11-21,75.284,77.679,74.443,58.512501,228216,45.195457
2008-11-24,76.093,78.65,75.138,60.412498,321388,46.663036
2008-11-25,81.24,81.24,74.443,59.3125,421512,45.813374
2008-11-26,77.291,77.291,74.443,58.6875,31448,45.330627
2008-11-28,76.061,76.708,74.766,58.737499,52676,45.369251
2008-12-01,76.093,76.983,75.268,58.875,48060,45.47546
2008-12-02,72.177,75.737,72.177,58.037498,13412,44.828564
2008-12-03,75.09,77.032,75.09,58.837502,63908,45.446487
2008-12-04,76.385,78.327,75.77,60.162498,33224,46.469933
2008-12-05,78.327,79.621,75.753,60.575001,115724,46.788544
2008-12-08,80.252,80.252,76.466,59.400002,9164,45.88097
2008-12-10,77.679,82.502,77.388,62.075001,33104,47.947151
2008-12-11,80.592,80.592,79.298,61.400002,29724,47.425789
2008-12-12,76.708,78.942,76.466,60.3125,4592,46.585781
2008-12-15,79.298,80.107,78.65,61.3125,14096,47.3582
2008-12-16,80.592,82.534,79.395,62.525002,121768,48.294743
2008-12-17,80.916,82.518,80.026,62.575001,86280,48.333347
2008-12-18,80.916,80.916,72.986,59.962502,174516,46.315453
2008-12-19,77.679,79.621,77.048,60.224998,83060,46.518204
2008-12-22,79.945,80.916,77.695,61.412498,89996,47.43544
2008-12-23,79.945,80.916,77.242,60.650002,174904,46.846478
2008-12-24,78.003,78.812,76.142,59.599998,12320,46.035454
2008-12-26,79.573,80.236,74.443,58.612499,304492,45.27269
2008-12-29,75.737,78.65,74.443,60.325001,31804,46.595444
2008-12-30,77.356,78.294,75.802,59.537498,5984,45.987179
2008-12-31,77.679,77.679,75.414,59.0625,14248,45.620296
2009-01-02,78.31,78.537,75.737,58.862499,27092,45.465801
2009-01-05,79.298,80.269,77.388,60.125,39468,46.44096
2009-01-06,77.048,79.298,76.757,59.8125,46636,46.199581
2009-01-07,79.217,79.217,69.782,58.262501,56156,45.002361
2009-01-09,74.443,76.385,69.944,58.237499,37688,44.983036
2009-01-12,74.766,74.766,71.206,55.837502,25052,43.129272
2009-01-13,71.53,73.795,71.206,56.012501,28216,43.264439
2009-01-14,73.472,74.443,72.824,56.825001,28504,43.892021
2009-01-15,71.562,80.592,61.496,61.174999,166032,47.251987
2009-01-16,79.362,80.916,75.414,59.8125,93664,46.199581
2009-01-19,74.799,78.974,74.782,59.75,57812,46.15131
2009-01-20,71.206,73.132,65.574,54.200001,632724,41.864452
2009-01-21,67.549,68.617,65.089,50.849998,153484,39.27689
2009-01-22,67.646,70.203,66.416,52.087502,172400,40.232746
2009-01-23,66.837,67.322,64.085,49.987499,104840,38.610699
2009-01-27,64.717,68.94,64.085,52.924999,249648,40.879635
