"Date","RESTILE.BO.Open","RESTILE.BO.High","RESTILE.BO.Low","RESTILE.BO.Close","RESTILE.BO.Volume","RESTILE.BO.Adjusted"
2007-07-16,16,16.450001,15.15,15.5,4100,15.5
2007-07-17,16.700001,16.75,15.15,15.95,2800,15.95
2007-07-18,15.25,16.5,15.25,15.55,3870,15.55
2007-07-19,15.25,17.1,15.25,16.450001,3600,16.450001
2007-07-20,18.049999,18.049999,17,17.799999,12005,17.799999
2007-07-23,19.5,19.5,17.15,17.450001,1400,17.450001
2007-07-24,16.200001,18.450001,16.200001,18.450001,2100,18.450001
2007-07-25,19,19,17.15,18,2600,18
2007-07-26,17.200001,19,17.200001,17.700001,1100,17.700001
2007-07-27,16.049999,18.85,16.049999,18.85,1100,18.85
2007-07-30,19,19.65,18,18.700001,1892,18.700001
2007-07-31,17.549999,20.1,17.549999,18.299999,1371,18.299999
2007-08-01,18.5,18.5,18,18.25,3200,18.25
2007-08-02,19.5,19.5,18,18,1400,18
2007-08-03,16.5,18.5,16.35,18.4,1800,18.4
2007-08-06,16.9,17.1,16.9,17.049999,560,17.049999
2007-08-07,17.1,18.5,17.1,18.5,760,18.5
2007-08-08,18.5,19.4,17,19,4437,19
2007-08-09,18.1,18.15,18,18.15,990,18.15
2007-08-10,18.299999,18.299999,18.299999,18.299999,1,18.299999
2007-08-13,17.299999,17.6,17.299999,17.6,60,17.6
2007-08-14,17.15,19,17.15,19,130,19
2007-08-16,20.9,20.9,17.700001,17.700001,350,17.700001
2007-08-17,19.450001,19.450001,19,19.450001,1800,19.450001
2007-08-20,18.5,19.9,18.5,19.9,350,19.9
2007-08-21,21.450001,21.450001,18.1,20.049999,2045,20.049999
2007-08-22,18.25,19.75,18.25,18.6,431,18.6
2007-08-23,18.299999,18.4,18.299999,18.35,365,18.35
2007-08-24,18.15,18.15,18.15,18.15,200,18.15
2007-08-27,17.35,17.35,17.35,17.35,40,17.35
2007-08-28,15.65,19,15.65,18.450001,330,18.450001
2007-08-29,18.5,18.5,18,18,320,18
2007-08-30,18,18,17.25,18,820,18
2007-08-31,18.049999,18.049999,17.200001,17.200001,800,17.200001
2007-09-03,16.75,18,16.75,18,580,18
2007-09-04,18,18.9,18,18.9,248,18.9
2007-09-05,18.049999,19,18.049999,19,440,19
2007-09-06,19.950001,19.950001,18.5,19.5,200,19.5
2007-09-07,18.549999,20.4,18.549999,18.549999,380,18.549999
2007-09-10,18,18.5,18,18.200001,200,18.200001
2007-09-11,17.65,19,17.65,18.5,580,18.5
2007-09-12,19.4,19.4,18,18.25,845,18.25
2007-09-13,17.65,19.15,17.65,19.15,4000,19.15
2007-09-14,19,20.049999,18.25,20.049999,4700,20.049999
2007-09-17,20.700001,20.700001,19,19.1,240,19.1
2007-09-18,18.5,20,18.5,20,370,20
2007-09-19,19,20.25,18.950001,20.25,3000,20.25
2007-09-20,20,20.950001,19.5,19.700001,800,19.700001
2007-09-21,20.65,20.65,19,19.5,3500,19.5
2007-09-24,19,20.25,18.549999,20.1,2400,20.1
2007-09-25,19.049999,20,19.049999,19.200001,3300,19.200001
2007-09-26,19,19.9,18.700001,18.700001,640,18.700001
2007-09-27,18,19.6,17.9,19.5,2100,19.5
2007-09-28,18.65,20.4,18.65,20.4,3700,20.4
2007-10-01,20.6,20.65,19.1,20.5,1900,20.5
2007-10-03,19.5,20,19.5,19.5,2000,19.5
2007-10-04,19,20.450001,18.549999,19,3400,19
2007-10-05,18.200001,19.950001,18.200001,19.950001,500,19.950001
2007-10-08,20.75,20.9,19.049999,19.5,3100,19.5
2007-10-09,19.5,20.450001,19.5,20.450001,3300,20.450001
2007-10-10,20.9,21.1,19.549999,19.6,1600,19.6
2007-10-11,19.5,20.549999,19.5,20.5,909,20.5
2007-10-12,19.35,19.35,19.35,19.35,260,19.35
2007-10-15,20,20.299999,18.4,20.25,1300,20.25
2007-10-16,20.299999,20.6,20.299999,20.5,2846,20.5
2007-10-17,20.75,21.5,20.75,21.5,100,21.5
2007-10-18,22.4,22.4,20.299999,20.549999,2000,20.549999
2007-10-19,20.5,20.5,20.25,20.25,500,20.25
2007-10-22,21.25,21.25,20.5,21.25,1670,21.25
2007-10-23,21.200001,21.200001,20.200001,21,2500,21
2007-10-24,20.5,22,20,21.5,1500,21.5
2007-10-25,20.75,20.950001,20.75,20.950001,212,20.950001
2007-10-26,20,21.85,20,21,1000,21
2007-10-29,21.75,21.75,19.85,20.25,900,20.25
2007-10-30,19.4,19.549999,19.4,19.549999,100,19.549999
2007-10-31,19.549999,20.5,19.549999,20.450001,1660,20.450001
2007-11-01,20.200001,21.15,20,20.299999,1100,20.299999
2007-11-02,20.5,21.9,19.950001,21.9,700,21.9
2007-11-05,22.950001,22.950001,21.9,22.75,900,22.75
2007-11-06,23.85,23.85,21.65,23.799999,600,23.799999
2007-11-07,24.700001,24.700001,23.799999,24,2900,24
2007-11-08,23,25.200001,23,25.200001,1600,25.200001
2007-11-12,26.4,27.35,25,27.299999,3380,27.299999
2007-11-13,28.65,28.65,28.65,28.65,1000,28.65
2007-11-14,30.049999,30.049999,30.049999,30.049999,4500,30.049999
2007-11-15,31.549999,31.549999,31.549999,31.549999,2600,31.549999
2007-11-16,33.099998,33.099998,30,32.950001,7100,32.950001
2007-11-19,32,32,31.35,31.35,1700,31.35
2007-11-20,29.799999,31.35,29.799999,31.25,3700,31.25
2007-11-21,30.799999,31.25,29.700001,30,1100,30
2007-11-22,28.549999,31,28.549999,30,2600,30
2007-11-23,30,30.450001,28.549999,30,1900,30
2007-11-26,30,30,28.549999,30,2600,30
2007-11-27,27.700001,29.700001,27.700001,27.700001,100,27.700001
2007-11-28,28.9,28.9,26.35,28.5,1100,28.5
2007-11-29,29.6,29.65,28.450001,29.65,6500,29.65
2007-11-30,29.25,30.1,27.299999,30.1,2200,30.1
2007-12-03,28.6,31.5,28.6,30.5,500,30.5
2007-12-04,29.25,32.099998,29.25,32.099998,1000,32.099998
2007-12-05,32,33.5,31.049999,32.5,1800,32.5
2007-12-06,33.599998,33.950001,30.9,30.9,2600,30.9
2007-12-07,30.9,32.599998,30.1,32.299999,1090,32.299999
2007-12-10,31.5,32.450001,31.5,32,1700,32
2007-12-11,33.950001,34,32.25,33.200001,1700,33.200001
2007-12-12,34.75,34.849998,32,32.75,2000,32.75
2007-12-13,31.200001,34.349998,31.15,33.349998,1400,33.349998
2007-12-14,32.75,32.75,29.65,31.5,1200,31.5
2007-12-17,30,30,28.549999,30,1000,30
2007-12-18,30,30.35,27.6,30.35,2700,30.35
2007-12-19,31,31.799999,28.85,31,1700,31
2007-12-20,31.85,32,29.5,31,4200,31
2007-12-24,29.6,31.5,29.5,31.5,700,31.5
2007-12-26,30.049999,32,29.950001,31.4,900,31.4
2007-12-27,32,32.5,29.9,32.25,5788,32.25
2007-12-28,32,32.900002,30.799999,32,2400,32
2007-12-31,32,33.049999,32,32,2300,32
2008-01-01,33.799999,33.900002,33.799999,33.900002,2025,33.900002
2008-01-02,35,35.549999,32.25,34.099998,4420,34.099998
2008-01-03,33.099998,36.450001,33.099998,36,2310,36
2008-01-04,37.75,37.799999,36.549999,37.799999,2611,37.799999
2008-01-07,41.549999,41.549999,37.5,40,12787,40
2008-01-08,40.5,44.200001,37,42.400002,12173,42.400002
2008-01-09,42,43,40.349998,41,3452,41
2008-01-10,40,42.799999,40,40,6688,40
2008-01-11,40,42,40,40.049999,4157,40.049999
2008-01-14,42.049999,42.049999,38.5,42.049999,5450,42.049999
2008-01-15,40.099998,40.099998,40,40.099998,226,40.099998
2008-01-16,39.5,40,39.5,39.5,852,39.5
2008-01-17,37.599998,39.799999,37.549999,39.700001,5520,39.700001
2008-01-18,39,41.299999,39,41.299999,2423,41.299999
2008-01-21,41.299999,41.799999,41.299999,41.799999,8525,41.799999
2008-01-22,41.799999,41.799999,41.799999,41.799999,700,41.799999
2008-01-23,39.75,42,39.75,42,1080,42
2008-01-24,42.5,42.5,42.5,42.5,9575,42.5
2008-01-25,40.400002,43.950001,40.400002,43.950001,6325,43.950001
2008-01-28,42.5,43.400002,42.5,42.5,1854,42.5
2008-01-29,40.5,41,40.400002,40.400002,920,40.400002
2008-01-30,42.400002,42.400002,38.400002,38.400002,6056,38.400002
2008-01-31,36.650002,40,36.650002,36.650002,1993,36.650002
2008-02-01,37.950001,40,37.950001,40,2903,40
2008-02-04,39.799999,39.900002,37.900002,37.900002,1006,37.900002
2008-02-05,39,39.700001,36.049999,39.5,1320,39.5
2008-02-06,38.950001,39.200001,38.950001,39.200001,200,39.200001
2008-02-07,37.25,38.5,37.25,38.450001,152,38.450001
2008-02-08,37.75,37.75,36.75,37.450001,137,37.450001
2008-02-11,39,39,38,39,400,39
2008-02-12,40,40,37.099998,37.099998,2340,37.099998
2008-02-13,36.900002,38,35.25,38,1600,38
2008-02-14,37,38,36.200001,38,1501,38
2008-02-15,38.700001,38.799999,36.099998,36.099998,2300,36.099998
2008-02-18,36.900002,37,36.900002,37,200,37
2008-02-19,35.150002,37,35.150002,35.150002,490,35.150002
2008-02-20,34,34,33.900002,33.900002,40,33.900002
2008-02-21,34.75,34.900002,34.75,34.900002,3,34.900002
2008-02-22,36.5,36.5,36.5,36.5,50,36.5
2008-02-25,36.400002,38.200001,36.400002,38.200001,1411,38.200001
2008-02-26,36.299999,38.5,36.299999,38.400002,927,38.400002
2008-02-27,36.099998,38.400002,36.049999,38.25,423,38.25
2008-02-28,37,37,37,37,3,37
2008-02-29,38.400002,38.400002,35.25,38.099998,1271,38.099998
2008-03-03,38.5,38.5,36.200001,38.25,2153,38.25
2008-03-04,38.799999,38.799999,35.25,38,3311,38
2008-03-05,37.5,37.5,36,36,2,36
2008-03-07,37.799999,37.799999,37.799999,37.799999,50,37.799999
2008-03-10,37.799999,37.799999,34.049999,34.049999,251,34.049999
2008-03-11,33,34,33,33,934,33
2008-03-12,35.900002,35.900002,30,33,1045,33
2008-03-13,31.799999,31.9,31.75,31.75,1001,31.75
2008-03-14,31.75,31.75,28.6,28.6,121,28.6
2008-03-17,30.5,30.5,25.75,25.75,840,25.75
2008-03-18,25.75,28.299999,23.200001,27.950001,550,27.950001
2008-03-19,28,30.700001,25.200001,25.200001,1445,25.200001
2008-03-24,27.700001,27.700001,22.700001,26.9,498,26.9
2008-03-25,24.15,26.65,23.9,24.049999,805,24.049999
2008-03-26,25.799999,25.799999,21.65,21.65,30,21.65
2008-03-27,22,22,22,22,6,22
2008-03-28,22,22,21,21,588,21
2008-03-31,21,22.049999,20,20,350,20
2008-04-01,19.1,20.700001,19.049999,20.700001,1850,20.700001
2008-04-02,20.049999,20.049999,18.15,19,980,19
2008-04-03,19,19,18.1,18.9,2811,18.9
2008-04-04,19.799999,19.799999,18,18,100,18
2008-04-07,17.200001,18.9,17.200001,18.799999,499,18.799999
2008-04-08,17.950001,19,17.950001,19,1471,19
2008-04-09,18.1,19.75,18.1,19.700001,115,19.700001
2008-04-10,20.6,20.65,19,20.65,775,20.65
2008-04-11,21.65,21.65,21.65,21.65,100,21.65
2008-04-15,20.6,22.5,20.6,22.5,130,22.5
2008-04-16,23.5,23.5,21.4,22.4,642,22.4
2008-04-17,23.4,23.4,21.299999,21.799999,545,21.799999
2008-04-21,22.799999,22.799999,20.75,20.75,451,20.75
2008-04-22,19.75,21.65,19.75,21.15,1620,21.15
2008-04-23,19.200001,21.200001,19.200001,21.200001,541,21.200001
2008-04-24,22.15,22.15,22.15,22.15,100,22.15
2008-04-25,23.25,23.25,22.950001,22.950001,110,22.950001
2008-04-28,22.950001,22.950001,22.950001,22.950001,40,22.950001
2008-04-29,23.950001,23.950001,21.9,22.950001,141,22.950001
2008-04-30,23.75,23.85,23.75,23.85,2,23.85
2008-05-02,24.700001,24.75,24.6,24.75,3,24.75
2008-05-05,25.85,25.85,23.5,25.75,651,25.75
2008-05-06,25.75,25.75,25.75,25.75,12,25.75
2008-05-07,24.5,25.65,24.5,25.65,101,25.65
2008-05-08,24.5,24.9,24.5,24.5,1200,24.5
2008-05-09,25,25.700001,25,25.700001,50,25.700001
2008-05-12,25.700001,25.700001,25.700001,25.700001,360,25.700001
2008-05-13,25.700001,25.700001,25.700001,25.700001,240,25.700001
2008-05-14,25.65,25.700001,25.4,25.6,58,25.6
2008-05-15,25.5,25.950001,25.5,25.950001,157,25.950001
2008-05-16,25.950001,25.950001,25.950001,25.950001,288,25.950001
2008-05-20,25,25.5,25,25.5,214,25.5
2008-05-21,25.5,25.5,25.5,25.5,328,25.5
2008-05-22,25.5,25.5,25.5,25.5,984,25.5
2008-05-23,25.5,25.5,25.5,25.5,820,25.5
2008-05-26,26,26,24.25,24.25,2020,24.25
2008-05-27,24,24,24,24,40,24
2008-05-28,25,25.200001,25,25,2420,25
2008-05-29,25.5,25.5,25,25.5,2984,25.5
2008-05-30,25,26.5,25,26,2185,26
2008-06-02,26,27,25,27,1150,27
2008-06-03,27,27,27,27,250,27
2008-06-04,27,27,27,27,150,27
2008-06-05,27,27,27,27,50,27
2008-06-06,27,27,27,27,200,27
2008-06-09,27,27,27,27,300,27
2008-06-10,27,27,27,27,200,27
2008-06-11,27,27,27,27,200,27
2008-06-12,27,27,27,27,100,27
2008-06-13,27,27,27,27,250,27
2008-06-16,27,27,27,27,150,27
2008-06-17,27,27,27,27,150,27
2008-06-18,27,27,27,27,150,27
2008-06-19,27,27,27,27,250,27
2008-06-20,27,27,27,27,150,27
2008-06-23,27,27,27,27,200,27
2008-06-24,27,27,27,27,200,27
2008-06-26,27,27,27,27,350,27
2008-06-27,27,27,27,27,200,27
2008-06-30,27,27,27,27,50,27
2008-07-01,27,27,27,27,150,27
2008-07-02,27,27,27,27,50,27
2008-07-03,27,27,27,27,100,27
2008-07-04,27,27,27,27,150,27
2008-07-07,26.1,26.1,25.75,25.75,30,25.75
2008-07-09,25.75,25.75,25.75,25.75,10,25.75
2008-07-11,24.5,25,24.5,25,100,25
2008-07-14,24,26,24,26,1610,26
2008-07-15,25,25,25,25,50,25
2008-07-16,25,25,25,25,100,25
2008-07-17,25,25,25,25,50,25
2008-07-18,25,25,25,25,50,25
2008-07-22,25,25,25,25,50,25
2008-07-23,25,25,25,25,50,25
2008-07-24,23.799999,26.200001,23.799999,26.200001,51,26.200001
2008-07-28,26.200001,26.200001,26.200001,26.200001,62,26.200001
2008-07-29,26.200001,26.200001,26.200001,26.200001,93,26.200001
2008-07-30,26.200001,26.200001,26.200001,26.200001,62,26.200001
2008-08-01,26.200001,26.200001,26.200001,26.200001,31,26.200001
2008-08-04,26.200001,26.200001,26.200001,26.200001,93,26.200001
2008-08-05,27,27,27,27,80,27
2008-08-06,27,27,27,27,200,27
2008-08-07,27.5,27.5,27.5,27.5,1,27.5
2008-08-08,28.25,28.25,28.200001,28.25,21,28.25
2008-08-11,28.25,28.25,28.25,28.25,20,28.25
2008-08-12,28.25,28.25,28.25,28.25,20,28.25
2008-08-13,28.25,28.25,28.25,28.25,50,28.25
2008-08-14,28.25,28.25,28.25,28.25,60,28.25
2008-08-18,28.25,28.25,28.25,28.25,20,28.25
2008-08-19,26.85,26.85,26.85,26.85,2,26.85
2008-08-20,26.85,26.85,26.85,26.85,8,26.85
2008-08-21,26.85,26.85,26.85,26.85,8,26.85
2008-08-22,26.85,26.85,26.85,26.85,5,26.85
2008-08-25,26.85,26.85,26.85,26.85,6,26.85
2008-08-26,26.85,26.85,26.85,26.85,7,26.85
2008-08-27,26.85,26.85,26.85,26.85,11,26.85
2008-08-28,26.85,26.85,26.85,26.85,6,26.85
2008-08-29,26.85,26.85,26.85,26.85,13,26.85
2008-09-01,25.549999,25.549999,25.549999,25.549999,25,25.549999
2008-09-02,24.299999,25.549999,24.299999,24.299999,125,24.299999
2008-09-04,24.299999,24.299999,24.299999,24.299999,30,24.299999
2008-09-05,24.299999,24.299999,24.299999,24.299999,50,24.299999
2008-09-08,25.5,25.5,23.1,23.1,1135,23.1
2008-09-09,24.049999,24.049999,22,22,60,22
2008-09-10,23.1,23.1,23.1,23.1,220,23.1
2008-09-11,22.5,24.25,22.5,23.049999,1569,23.049999
2008-09-12,22.799999,24.200001,22.049999,24.200001,334,24.200001
2008-09-15,17.4,19,17.4,17.4,470,17.4
2008-09-16,17.5,17.5,16.549999,16.549999,1105,16.549999
2008-09-17,16,17.35,15.8,17.35,64,17.35
2008-09-18,17.35,17.35,17.35,17.35,60,17.35
2008-09-19,17.35,17.35,17.35,17.35,96,17.35
2008-09-22,16.5,16.5,16.5,16.5,100,16.5
2008-09-23,16.5,16.5,15.7,15.7,110,15.7
2008-09-24,16.35,16.35,16.35,16.35,40,16.35
2008-09-25,15.55,15.55,15.55,15.55,70,15.55
2008-09-26,15,16.299999,15,15,40,15
2008-09-29,15.05,15.05,14.3,14.3,970,14.3
2008-09-30,13.9,13.9,13.6,13.6,100,13.6
2008-10-01,13.6,13.6,13.6,13.6,54,13.6
2008-10-03,13.6,13.6,12.93,12.93,222,12.93
2008-10-06,12.5,12.5,12.29,12.29,538,12.29
2008-10-07,12.2,12.2,12,12,2564,12
2008-10-08,12.05,12.05,12.05,12.05,20,12.05
2008-10-10,11.5,12.25,11.5,12.25,205,12.25
2008-10-13,12,12,12,12,28,12
2008-10-14,12,12,12,12,23,12
2008-10-15,12.05,12.05,12.05,12.05,1000,12.05
2008-10-17,12.05,12.05,12.05,12.05,1000,12.05
2008-10-21,11.6,11.6,11.6,11.6,20,11.6
2008-10-22,11.55,12.18,11.55,12.18,245,12.18
2008-10-23,12.18,12.18,12.18,12.18,750,12.18
2008-10-24,12,12.05,11.75,11.75,161,11.75
2008-10-27,12,12,11.17,11.17,930,11.17
2008-10-29,11.17,11.17,11.17,11.17,40,11.17
2008-10-31,11,11,10.9,11,2529,11
2008-11-03,11,11,11,11,40,11
2008-11-04,11,11,10.5,10.5,290,10.5
2008-11-05,11,11,11,11,80,11
2008-11-06,11,11,11,11,60,11
2008-11-07,10.5,10.5,10.5,10.5,60,10.5
2008-11-10,10,11,9.98,11,150,11
2008-11-11,11,11,11,11,50,11
2008-11-12,10.48,11.55,10.48,10.55,384,10.55
2008-11-14,11.63,11.64,11.63,11.64,140,11.64
2008-11-17,11.64,11.64,11.63,11.64,120,11.64
2008-11-18,11.64,11.64,11.64,11.64,40,11.64
2008-11-24,11.64,11.64,11.63,11.64,40,11.64
2008-11-25,11.1,11.1,11.1,11.1,10,11.1
2008-12-04,11.1,11.1,11.1,11.1,10,11.1
2008-12-10,11.1,11.1,11.1,11.1,20,11.1
2008-12-11,11.1,11.1,11.1,11.1,20,11.1
2008-12-12,11.1,11.1,11.1,11.1,20,11.1
2008-12-16,11.65,11.65,11.65,11.65,1,11.65
2008-12-17,11.25,11.25,11.1,11.1,120,11.1
2008-12-18,11.1,11.1,11.1,11.1,20,11.1
2008-12-19,11.65,11.65,11.65,11.65,1,11.65
2008-12-22,12.23,12.23,12.23,12.23,11,12.23
2008-12-23,12.84,12.84,12.84,12.84,1,12.84
2008-12-29,13.25,13.25,13.25,13.25,700,13.25
2008-12-30,13.25,13.25,13.25,13.25,1400,13.25
2008-12-31,13.25,13.25,13.25,13.25,700,13.25
2009-01-02,13.91,14.6,13.9,14.6,22,14.6
2009-01-05,14.6,14.6,14.6,14.6,6,14.6
2009-01-06,14.6,14.6,14.6,14.6,1,14.6
2009-01-09,14.6,14.6,14.6,14.6,1,14.6
2009-01-12,14.6,14.6,14.6,14.6,35,14.6
2009-01-13,14.6,14.6,14.6,14.6,35,14.6
2009-01-14,15.33,15.33,15.33,15.33,1,15.33
2009-01-16,15.33,15.33,15.33,15.33,5,15.33
2009-01-19,15.33,15.33,15.33,15.33,2,15.33
2009-01-20,15.33,15.33,15.33,15.33,2,15.33
2009-01-21,15.33,15.33,15.33,15.33,3,15.33
2009-01-23,15.33,15.33,15.33,15.33,1,15.33
2009-01-27,15.33,15.33,15.33,15.33,4,15.33
2009-01-28,15.33,15.33,15.33,15.33,1,15.33
2009-01-29,15.33,15.33,15.33,15.33,2,15.33
2009-01-30,15.33,15.33,15.33,15.33,5,15.33
2009-02-02,15.33,15.35,15.33,15.33,2,15.33
2009-02-03,15.33,15.35,15.33,15.33,1,15.33
2009-02-06,15.33,15.35,15.33,15.33,1,15.33
2009-02-09,15.33,15.35,15.33,15.33,1,15.33
2009-02-10,16,16,16,16,1,16
2009-02-11,16,16,16,16,4,16
2009-02-12,16,16,16,16,2,16
2009-02-13,16.799999,16.799999,16.799999,16.799999,1,16.799999
2009-02-16,16.75,16.75,16.75,16.75,160,16.75
2009-02-17,16.75,16.75,16.75,16.75,60,16.75
2009-02-18,16.75,16.75,16.75,16.75,40,16.75
2009-02-19,16.75,16.75,16.75,16.75,30,16.75
2009-02-20,15.95,15.95,15.95,15.95,10,15.95
2009-02-24,15.2,15.2,15.2,15.2,1,15.2
2009-02-25,14.5,14.5,14.5,14.5,20,14.5
2009-02-26,13.8,13.8,13.8,13.8,1,13.8
2009-02-27,13.15,13.15,13.15,13.15,1,13.15
2009-03-02,13.15,13.15,13.15,13.15,2,13.15
2009-03-03,12.5,12.5,12.5,12.5,1,12.5
2009-03-04,11.88,11.88,11.88,11.88,1,11.88
2009-03-05,11.88,11.88,11.88,11.88,2,11.88
2009-03-06,11.29,11.29,11.29,11.29,1,11.29
2009-03-09,10.73,10.73,10.73,10.73,18,10.73
2009-03-12,10.73,10.73,10.73,10.73,51,10.73
2009-03-13,10.73,10.73,10.73,10.73,17,10.73
2009-03-16,10.2,10.2,10.2,10.2,5,10.2
2009-03-17,10.2,10.2,10.2,10.2,5,10.2
2009-03-18,9.7,9.7,9.7,9.7,333,9.7
2009-03-19,9.7,9.7,9.7,9.7,83,9.7
2009-03-20,9.25,9.25,9.25,9.25,174,9.25
2009-03-23,9.25,9.25,9.25,9.25,174,9.25
2009-03-24,9.25,9.25,9.25,9.25,124,9.25
2009-03-25,8.79,8.79,8.79,8.79,110,8.79
2009-03-26,8.79,8.79,8.79,8.79,110,8.79
2009-03-27,8.36,8.36,8.36,8.36,1050,8.36
2009-03-30,7.95,7.95,7.95,7.95,3,7.95
2009-03-31,7.6,7.6,7.56,7.6,162,7.6
2009-04-02,7.23,7.5,7.23,7.5,30,7.5
2009-04-08,7.5,7.5,7.5,7.5,100,7.5
2009-04-09,7.13,7.13,7.13,7.13,160,7.13
2009-04-13,7.13,7.13,7.13,7.13,200,7.13
2009-04-15,7.13,7.13,7.13,7.13,100,7.13
2009-04-16,7.13,7.13,7.13,7.13,100,7.13
2009-04-17,7.13,7.13,7.13,7.13,100,7.13
2009-04-20,6.85,7,6.85,7,420,7
2009-04-21,7,7,7,7,2400,7
2009-04-22,7,7,7,7,400,7
2009-04-23,7,7,7,7,1200,7
2009-04-24,6.9,6.9,6.9,6.9,80,6.9
2009-04-27,6.9,6.9,6.9,6.9,480,6.9
2009-04-29,6.9,6.9,6.9,6.9,80,6.9
2009-05-04,6.9,6.9,6.9,6.9,80,6.9
2009-05-05,6.9,6.9,6.9,6.9,240,6.9
2009-05-06,7.24,7.24,6.56,6.56,189,6.56
2009-05-07,6.56,6.56,6.56,6.56,534,6.56
2009-05-08,6.56,6.56,6.56,6.56,890,6.56
2009-05-11,6.56,6.56,6.56,6.56,356,6.56
2009-05-12,6.6,6.6,6.6,6.6,20,6.6
2009-05-13,6.7,6.8,6.7,6.8,40,6.8
2009-05-14,7.14,7.14,7.14,7.14,20,7.14
2009-05-15,7.14,7.14,7.14,7.14,240,7.14
2009-05-19,7,7,7,7,40,7
2009-05-20,7,7.1,7,7.1,103,7.1
2009-05-21,7.1,7.1,7.1,7.1,120,7.1
2009-05-22,7.45,7.45,7.45,7.45,1,7.45
2009-05-25,7.52,7.82,7.52,7.82,208,7.82
2009-05-26,8.21,8.21,8.21,8.21,160,8.21
2009-05-27,8.55,8.62,8.55,8.62,4440,8.62
2009-05-28,9.05,9.05,9.05,9.05,1,9.05
2009-05-29,9.5,9.5,9.5,9.5,50,9.5
2009-06-01,9.5,9.5,9.5,9.5,140,9.5
2009-06-02,9.97,9.97,9.97,9.97,136,9.97
2009-06-03,9.55,9.55,9.55,9.55,140,9.55
2009-06-04,10.02,10.02,10.02,10.02,1,10.02
2009-06-05,10.52,10.52,10.52,10.52,41,10.52
2009-06-08,11.04,11.04,11.04,11.04,20,11.04
2009-06-09,11.59,11.59,11.59,11.59,20,11.59
2009-06-10,12.16,12.16,11.05,11.06,1000,11.06
2009-06-11,11.61,11.61,11.61,11.61,130,11.61
2009-06-12,12.19,12.19,12.19,12.19,135,12.19
2009-06-15,12.19,12.19,11.59,11.59,175,11.59
2009-06-16,11.59,11.59,11.59,11.59,1050,11.59
2009-06-17,11.5,11.5,11.46,11.46,21,11.46
2009-06-18,11.07,11.17,11.07,11.17,80,11.17
2009-06-19,11.5,11.5,11.05,11.05,300,11.05
2009-06-22,11.15,11.15,11.15,11.15,60,11.15
2009-06-23,11.15,11.15,11.15,11.15,80,11.15
2009-06-24,11.25,11.25,11.15,11.2,1500,11.2
2009-06-25,11.76,11.76,11.76,11.76,340,11.76
2009-06-26,12.34,12.34,11.3,11.3,269,11.3
2009-06-29,11.3,11.3,11.3,11.3,200,11.3
2009-06-30,11.3,11.3,11.3,11.3,320,11.3
2009-07-01,11.3,11.3,11.3,11.3,280,11.3
2009-07-02,11.05,11.05,11.05,11.05,100,11.05
2009-07-03,11.2,11.2,11.15,11.16,35,11.16
2009-07-06,11.2,11.2,11.2,11.2,20,11.2
2009-07-07,10.65,10.65,10.65,10.65,1,10.65
2009-07-08,10.4,10.4,10.12,10.12,21,10.12
2009-07-09,10,10.05,9.65,9.66,64,9.66
2009-07-10,9.18,9.18,9.18,9.18,21,9.18
2009-07-13,9.63,9.63,8.76,9,33,9
2009-07-14,8.56,8.56,8.56,8.56,1,8.56
2009-07-15,8.26,8.26,8.26,8.26,1,8.26
2009-07-16,7.85,7.85,7.85,7.85,1,7.85
2009-07-17,7.85,7.85,7.85,7.85,6,7.85
2009-07-20,7.85,7.85,7.85,7.85,2,7.85
2009-07-21,7.85,7.85,7.85,7.85,4,7.85
2009-07-22,8,8,7.46,7.57,1800,7.57
2009-07-23,7.94,7.94,7.94,7.94,20,7.94
2009-07-24,8.33,8.33,8.33,8.33,78,8.33
2009-07-27,8,8,8,8,20,8
2009-07-28,8.4,8.4,8.4,8.4,120,8.4
2009-07-29,8.4,8.4,8.4,8.02,500,8.02
2009-07-30,8,8.42,8,8.42,67,8.42
2009-07-31,8.84,8.84,8.84,8.84,20,8.84
2009-08-03,8.84,8.84,8.84,8.84,140,8.84
2009-08-04,8.84,8.84,8.84,8.84,180,8.84
2009-08-05,8.9,9.28,8.9,9.28,27,9.28
2009-08-06,9.74,9.74,9.74,9.74,1,9.74
2009-08-07,10.22,10.22,10.22,10.22,1,10.22
2009-08-10,10.73,10.73,10.73,10.73,1,10.73
2009-08-11,11.26,11.26,11.26,11.26,10,11.26
2009-08-12,11.82,11.82,10.7,11.82,199,11.82
2009-08-13,12.41,12.41,11.23,12.4,80,12.4
2009-08-14,12,12.99,12,12.99,291,12.99
2009-08-17,12,12.6,12,12.6,249,12.6
2009-08-18,13.1,13.23,13.1,13.23,400,13.23
2009-08-19,13.89,13.89,13.89,13.89,90,13.89
2009-08-20,14.5,14.58,14.5,14.58,1500,14.58
2009-08-21,15.3,15.3,15.2,15.2,170,15.2
2009-08-24,15.2,15.2,15.2,15.2,140,15.2
2009-08-25,14.6,14.6,14.5,14.5,138,14.5
2009-08-31,15.2,15.22,13.78,13.78,200,13.78
2009-09-01,14.2,14.2,13.1,13.1,121,13.1
2009-09-02,12.45,12.55,12.45,12.5,180,12.5
2009-09-03,11.88,13.12,11.88,13.12,1411,13.12
2009-09-04,11.88,13.12,11.88,13.77,1411,13.77
