"Date","RESTILE.BO.Open","RESTILE.BO.High","RESTILE.BO.Low","RESTILE.BO.Close","RESTILE.BO.Volume","RESTILE.BO.Adjusted"
2009-09-07,14.1,14.45,14.1,14.15,100,14.15
2009-09-08,15.15,15.15,14,14,481,14
2009-09-10,13.35,13.4,13.35,13.35,1100,13.35
2009-09-11,12.69,12.7,12.69,12.69,109,12.69
2009-09-14,12.06,12.06,12.06,12.06,35,12.06
2009-09-15,12.1,12.1,12.1,12.1,20,12.1
2009-09-16,12,12,11.55,11.55,645,11.55
2009-09-17,12.12,12.12,12.12,12.12,29,12.12
2009-09-18,12,12,11.6,11.7,490,11.7
2009-09-22,12.25,12.25,11.75,11.75,100,11.75
2009-09-23,12.33,12.33,12.33,12.33,80,12.33
2009-09-24,12,12.94,12,12.94,737,12.94
2009-09-25,12.4,12.4,12.4,12.4,200,12.4
2009-09-29,12.15,12.15,12.1,12.11,1500,12.11
2009-09-30,11.75,12.7,11.75,12.11,172,12.11
2009-10-01,12.1,12.1,12.1,12.1,20,12.1
2009-10-05,12.1,12.1,11.65,11.65,140,11.65
2009-10-06,11.12,11.12,11.12,11.12,20,11.12
2009-10-07,10.65,11,10.65,11,172,11
2009-10-08,10.55,10.55,10.55,10.55,40,10.55
2009-10-09,10.05,10.3,10.05,10.3,220,10.3
2009-10-12,10.4,10.5,10.4,10.4,72,10.4
2009-10-14,10.1,10.1,10.1,10.1,190,10.1
2009-10-15,10.4,10.4,10.01,10.03,190,10.03
2009-10-16,9.9,9.9,9.86,9.86,479,9.86
2009-10-20,9.01,9.01,9.01,9.01,20,9.01
2009-10-21,9.46,9.46,9.46,9.46,220,9.46
2009-10-22,9.03,9.03,9.03,9.03,35,9.03
2009-10-23,8.58,9,8.58,9,60,9
2009-10-26,9,9.1,8.66,9,270,9
2009-10-27,8.71,8.71,8.71,8.71,80,8.71
2009-10-28,8.71,8.71,8.71,8.71,80,8.71
2009-10-29,8.71,8.71,8.71,8.71,80,8.71
2009-10-30,8.62,8.62,8.6,8.6,400,8.6
2009-11-03,8.62,8.62,8.6,8.6,420,8.6
2009-11-04,8.62,8.62,8.6,8.6,420,8.6
2009-11-05,8.26,8.26,8.26,8.26,20,8.26
2009-11-06,7.9,8.1,7.9,8.1,80,8.1
2009-11-09,7.9,8.1,7.9,8.1,80,8.1
2009-11-10,8,8.5,8,8.5,1184,8.5
2009-11-11,8.92,8.92,8.15,8.92,70,8.92
2009-11-12,9,9.36,8.51,9.36,143,9.36
2009-11-13,9.01,9.82,9.01,9.82,121,9.82
2009-11-16,9.5,10.31,9.5,10.31,21,10.31
2009-11-17,10,10.82,10,10.8,43,10.8
2009-11-18,11.05,11.34,11,11,363,11
2009-11-19,10.5,11.55,10.5,11,1400,11
2009-11-20,10.56,11.55,10.56,11.55,21,11.55
2009-11-23,12.12,12.12,11,11.16,764,11.16
2009-11-24,11,11.71,10.82,11.69,141,11.69
2009-11-25,12.27,12.27,12.27,12.27,26,12.27
2009-11-26,12.23,12.25,11.7,11.7,790,11.7
2009-11-27,11.16,11.16,11.16,11.16,1,11.16
2009-11-30,11,11.71,10.62,11.65,90,11.65
2009-12-01,11.07,12.23,11.07,11.11,192,11.11
2009-12-02,11,11.66,10.99,11.66,88,11.66
2009-12-03,12.24,12.24,11.08,12.23,300,12.23
2009-12-04,12,12.84,11.62,12.84,283,12.84
2009-12-07,12.3,13.4,12.3,13,400,13
2009-12-08,13,13.65,12.5,13.65,31,13.65
2009-12-09,14,14.33,13,14.33,545,14.33
2009-12-10,14,14.33,13,14.33,545,14.33
2009-12-11,14,15.04,13.8,15.04,54,15.04
2009-12-14,15.15,15.75,14.3,15.75,143,15.75
2009-12-15,15,16,14.97,15.31,532,15.31
2009-12-16,15.89,16.049999,14.55,15.56,968,15.56
2009-12-17,16.309999,16.309999,16.290001,16.290001,9,16.290001
2009-12-18,17.1,17.1,15.5,16.4,142,16.4
2009-12-21,17.200001,17.200001,15.6,15.62,37,15.62
2009-12-22,16.4,16.4,14.85,16.360001,94,16.360001
2009-12-23,16.950001,17,16,16,108,16
2009-12-24,16.950001,17,16,16,108,16
2009-12-29,16,16.799999,15.22,15.22,282,15.22
2009-12-30,15,15.25,14.46,15.25,818,15.25
2009-12-31,15,15.25,14.46,15.25,818,15.25
2010-01-04,15.25,15.25,14.46,15.25,818,15.25
2010-01-05,16,16,14.65,14.75,142,14.75
2010-01-06,15,15.45,14.1,14.1,3080,14.1
2010-01-07,13.4,14.8,13.4,13.7,873,13.7
2010-01-08,13.4,13.8,13.4,13.75,211,13.75
2010-01-11,13.45,13.45,13.4,13.4,320,13.4
2010-01-12,14.05,14.05,14.05,14.05,594,14.05
2010-01-13,14.7,14.7,13.4,13.4,250,13.4
2010-01-14,13,13.45,13,13.45,220,13.45
2010-01-15,14.1,14.1,13.1,13.25,148,13.25
2010-01-18,12.6,13.9,12.6,12.8,102,12.8
2010-01-19,12.2,13.4,12.2,13.4,90,13.4
2010-01-20,14.05,14.05,13.15,13.15,802,13.15
2010-01-21,12.6,13.8,12.55,12.55,1043,12.55
2010-01-22,13.15,13.15,13.15,13.15,403,13.15
2010-01-25,13.15,13.15,13.15,13.15,403,13.15
2010-01-27,13.15,13.15,12.6,12.6,20,12.6
2010-01-28,13.2,13.2,13.2,13.2,14,13.2
2010-01-29,12.55,13,12.55,12.65,131,12.65
2010-02-01,12.25,12.3,12.1,12.1,199,12.1
2010-02-02,11.75,12.7,11.55,11.6,335,11.6
2010-02-03,11.3,11.3,11.3,11.3,20,11.3
2010-02-04,11.25,11.85,11.05,11.07,180,11.07
2010-02-05,10.52,11.6,10.52,10.57,20,10.57
2010-02-08,10.06,10.08,10.06,10.07,20,10.07
2010-02-09,10.57,10.57,10.57,10.57,120,10.57
2010-02-10,11.09,11.09,11.09,11.09,60,11.09
2010-02-11,11.64,11.64,11.64,11.64,101,11.64
2010-02-15,12.2,12.2,11.09,11.09,20,11.09
2010-02-16,10.55,10.55,10.55,10.55,20,10.55
2010-02-17,10.03,10.03,10.03,10.03,40,10.03
2010-02-18,9.53,9.65,9.53,9.65,40,9.65
2010-02-19,9.53,9.65,9.53,9.65,40,9.65
2010-02-22,9.53,9.65,9.53,9.65,40,9.65
2010-02-23,9.53,9.65,9.53,9.65,40,9.65
2010-02-24,10,10,9.17,9.21,120,9.21
2010-02-25,9,9.06,8.85,8.85,420,8.85
2010-02-26,8.6,8.6,8.6,8.6,200,8.6
2010-03-02,8.62,8.62,8.62,8.62,20,8.62
2010-03-03,9.05,9.05,8.24,8.24,100,8.24
2010-03-04,8,8.26,8,8.26,230,8.26
2010-03-05,8.01,8.67,8.01,8.67,114,8.67
2010-03-08,8.01,8.67,8.01,8.67,114,8.67
2010-03-09,9.1,9.1,8.28,9.1,637,9.1
2010-03-10,9,9.55,9,9.55,73,9.55
2010-03-11,10.02,10.02,9.15,9.15,200,9.15
2010-03-12,9,9.6,8.91,8.97,337,8.97
2010-03-15,9,9,9,9,7,9
2010-03-16,9.45,9.45,9.45,9.45,23,9.45
2010-03-17,9.9,9.92,9.9,9.92,140,9.92
2010-03-18,9.52,9.52,9.52,9.52,178,9.52
2010-03-19,9.52,9.52,9.52,9.52,178,9.52
2010-03-22,9.52,9.52,9.52,9.52,178,9.52
2010-03-23,9.2,9.2,9.2,9.2,100,9.2
2010-03-25,9.25,9.3,9.25,9.3,84,9.3
2010-03-26,9.05,9.76,9.05,9.05,42,9.05
2010-03-29,8.7,8.7,8.7,8.7,50,8.7
2010-03-30,8.6,8.6,8.6,8.6,140,8.6
2010-03-31,8.23,8.36,8.23,8.35,32,8.35
2010-04-01,8.76,8.76,8.76,8.76,10,8.76
2010-04-05,8.81,8.81,8.81,8.81,20,8.81
2010-04-06,9.25,9.25,9.25,9.25,20,9.25
2010-04-07,9.25,9.25,9.25,9.25,20,9.25
2010-04-08,9,9.71,9,9.25,54,9.25
2010-04-09,9.05,9.05,9.05,9.05,140,9.05
2010-04-12,8.71,8.71,8.71,8.71,240,8.71
2010-04-13,8.28,9.14,8.28,8.6,41,8.6
2010-04-15,8.85,8.85,8.8,8.82,98,8.82
2010-04-16,8.45,9.26,8.4,9.01,396,9.01
2010-04-19,8.45,9.46,8.4,9.46,396,9.46
2010-04-20,9.46,9.46,9.46,9.46,40,9.46
2010-04-21,9.01,9.93,9.01,9.93,21,9.93
2010-04-22,10.42,10.42,10.41,10.41,21,10.41
2010-04-23,10.5,10.93,10.5,10.93,21,10.93
2010-04-26,11.47,11.47,11.47,11.47,1,11.47
2010-04-27,12.04,12.04,12.04,12.04,29,12.04
2010-04-28,12.6,12.64,12.04,12.64,21,12.64
2010-04-29,13.27,13.27,13.27,13.27,51,13.27
2010-04-30,13.93,13.93,13.93,13.93,80,13.93
2010-05-03,14.62,14.62,14.62,14.62,1,14.62
2010-05-04,14,15.35,14,14.01,149,14.01
2010-05-05,13.31,13.31,13.31,13.31,20,13.31
2010-05-06,12.65,12.65,12.65,12.65,60,12.65
2010-05-07,12.03,12.03,12.03,12.03,300,12.03
2010-05-10,12.03,12.03,12.03,12.03,300,12.03
2010-05-11,12.6,12.6,12.6,12.6,51,12.6
2010-05-12,12.6,12.6,12.6,12.6,51,12.6
2010-05-13,11.98,11.98,11.98,11.98,20,11.98
2010-05-14,11.4,11.4,11.4,11.4,60,11.4
2010-05-17,11,11.95,11,11.95,47,11.95
2010-05-18,11,11.95,11,11.95,47,11.95
2010-05-19,11.9,12.25,11.36,11.36,510,11.36
2010-05-20,11,11,11,11,20,11
2010-05-21,10.6,10.6,10.6,10.6,20,10.6
2010-05-24,10.6,10.6,10.6,10.6,20,10.6
2010-05-25,10.15,10.45,10.15,10.4,95,10.4
2010-05-26,10.1,10.2,10.1,10.2,13,10.2
2010-05-27,10.1,10.2,10.1,10.2,13,10.2
2010-05-28,10.25,10.25,10.25,10.25,60,10.25
2010-05-31,10.15,10.15,10.15,10.15,20,10.15
2010-06-01,10.5,10.6,10.5,10.6,40,10.6
2010-06-02,10.5,10.6,10.5,10.6,40,10.6
2010-06-03,10.65,10.65,10.65,10.65,20,10.65
2010-06-04,10.5,10.5,10.5,10.5,40,10.5
2010-06-07,10.2,10.2,10.2,10.2,20,10.2
2010-06-08,10.2,10.25,10.2,10.25,45,10.25
2010-06-09,10.25,10.25,10.25,10.25,30,10.25
2010-06-10,10.25,10.25,10.25,10.25,30,10.25
2010-06-11,10,10.25,10,10.25,21,10.25
2010-06-14,10.2,10.2,10.2,10.2,95,10.2
2010-06-15,10.2,10.2,10.2,10.2,235,10.2
2010-06-16,10.01,10.2,10.01,10.2,40,10.2
2010-06-17,10.2,10.2,10.2,10.2,500,10.2
2010-06-18,10.2,10.71,10,10.71,1762,10.71
2010-06-21,10.25,11.24,10.25,11.24,97,11.24
2010-06-22,11.24,11.8,11.24,11.8,105,11.8
2010-06-23,12.39,12.39,11.55,12,638,12
2010-06-24,11.41,11.41,11.41,11.41,50,11.41
2010-06-25,11,11.98,10.84,11.98,1104,11.98
2010-06-28,11.75,11.75,11.41,11.41,120,11.41
2010-06-29,11.75,11.75,11.41,11.41,120,11.41
2010-06-30,10.91,11.75,10.9,10.9,327,10.9
2010-07-01,11.44,11.44,11.44,11.44,1,11.44
2010-07-02,12.01,12.01,10.87,12,281,12
2010-07-05,12.6,12.6,12.5,12.5,26,12.5
2010-07-06,12.4,13.12,11.88,12.98,1452,12.98
2010-07-07,12.36,13.58,12.34,12.34,1065,12.34
2010-07-08,12.95,12.95,11.79,11.79,221,11.79
2010-07-09,12.37,12.37,11.24,12.37,44,12.37
2010-07-12,12.98,12.98,11.86,12.98,24,12.98
2010-07-13,13.6,13.62,12.34,13.62,396,13.62
2010-07-14,14.05,14.3,12.95,14.17,3593,14.17
2010-07-15,14.87,14.87,13.47,13.5,1568,13.5
2010-07-16,13.5,14.1,13.5,14.1,64,14.1
2010-07-19,14.15,14.8,13.41,13.5,1815,13.5
2010-07-20,14.15,14.15,12.87,12.87,32,12.87
2010-07-21,13.51,13.51,12.28,12.29,125,12.29
2010-07-22,11.71,12.9,11.71,12.9,225,12.9
2010-07-23,13.54,13.54,13.54,13.54,267,13.54
2010-07-26,13.54,14.1,13,13,136,13
2010-07-27,13,13,12.42,12.83,8968,12.83
2010-07-28,12.26,13.47,12.26,13.45,5266,13.45
2010-07-29,14.1,14.1,13,13,260,13
2010-07-30,12.37,13.65,12.37,12.66,2101,12.66
2010-08-02,12.1,13.29,12.1,12.13,442,12.13
2010-08-03,11.55,12.7,11.55,11.55,12046,11.55
2010-08-04,12.12,12.12,12.1,12.12,5021,12.12
2010-08-05,11.53,11.53,11.53,11.53,40,11.53
2010-08-06,12.1,12.1,12.1,12.1,2000,12.1
2010-08-09,12.5,12.6,12,12.5,1463,12.5
2010-08-10,13.12,13.12,12.32,13.12,1660,13.12
2010-08-11,13.72,13.72,12.52,13.6,12000,13.6
2010-08-12,12.93,12.93,12.93,12.93,11198,12.93
2010-08-13,12.29,13.18,12.29,12.99,1002,12.99
2010-08-16,13.14,13.14,12.35,12.35,451,12.35
2010-08-17,11.74,11.74,11.74,11.74,4851,11.74
2010-08-18,11.2,11.2,11.2,11.2,120,11.2
2010-08-19,10.82,11.76,10.81,11.5,542,11.5
2010-08-20,10.93,12.04,10.93,11.99,1004,11.99
2010-08-23,11.4,11.4,11.4,11.4,2,11.4
2010-08-24,11.5,11.97,11.5,11.83,200,11.83
2010-08-25,11.24,11.95,11.24,11.6,532,11.6
2010-08-26,11.03,12,11.03,11.04,100,11.04
2010-08-27,10.5,11,10.49,10.49,110,10.49
2010-08-30,11.01,11.01,10,11,928,11
2010-08-31,11.55,11.55,11.52,11.52,6,11.52
2010-09-01,12,12.09,10.95,10.96,4063,10.96
2010-09-02,11.49,11.5,10.45,11,1810,11
2010-09-03,11.4,11.55,10.46,10.5,5104,10.5
2010-09-06,10.25,11.02,10.25,11.02,288,11.02
2010-09-07,12.01,12.01,10.26,11.99,140,11.99
2010-09-08,12,12,10.86,11.79,1242,11.79
2010-09-09,11.79,12.95,10.74,11.9,3940,11.9
2010-09-13,11,11.9,10.77,11.9,598,11.9
2010-09-14,12.84,12.84,10.72,11.81,1090,11.81
2010-09-15,11.81,11.81,10.86,11.62,6808,11.62
2010-09-16,10.88,11.79,10.88,11.79,50,11.79
2010-09-17,10.71,11,10.7,11,140,11
2010-09-20,11,11,10.01,10.01,140,10.01
2010-09-21,9.28,11.01,9.28,11.01,121,11.01
2010-09-22,11,11.78,10,10.48,373,10.48
2010-09-23,9.58,11.34,9.58,11.34,465,11.34
2010-09-24,10.27,11.79,10.25,11.69,941,11.69
2010-09-27,11.99,11.99,10.53,11.73,3511,11.73
2010-09-28,10.56,11.66,10.56,10.61,1415,10.61
2010-09-29,11.66,11.67,10.6,10.69,4914,10.69
2010-09-30,11.57,11.57,10.7,10.7,1092,10.7
2010-10-01,9.69,11.3,9.69,10.99,240,10.99
2010-10-04,11.67,11.67,9.93,11.35,225,11.35
2010-10-05,11.34,12,10.23,10.58,1524,10.58
2010-10-06,10.59,10.59,10.59,10.59,80,10.59
2010-10-07,10.6,11.38,10.5,10.5,432,10.5
2010-10-08,9.62,11.3,9.62,11.3,2390,11.3
2010-10-11,10.23,11.34,10.23,11,1638,11
2010-10-12,11.3,11.3,11.3,11.3,2000,11.3
2010-10-13,11.3,11.3,11.3,11.3,21,11.3
2010-10-14,12.05,12.39,10.9,12.14,7752,12.14
2010-10-15,12.14,12.69,11.23,11.64,918,11.64
2010-10-18,10.56,10.56,10.51,10.51,40,10.51
2010-10-21,9.91,9.91,9.9,9.9,380,9.9
2010-10-22,9.76,10.89,9.76,10.84,1060,10.84
2010-10-25,9.8,11.3,9.8,11.3,920,11.3
2010-10-26,11.3,11.3,10.25,10.25,558,10.25
2010-10-27,10.22,10.22,10.22,10.22,20,10.22
2010-10-28,9.76,10.1,9.76,10.1,80,10.1
2010-10-29,9.8,9.91,9.8,9.91,180,9.91
2010-11-02,9.43,9.43,9.42,9.42,300,9.42
2010-11-03,9.62,10.36,9.62,9.85,730,9.85
2010-11-04,9.43,10,9.43,9.63,598,9.63
2010-11-08,9.7,9.7,9.32,9.53,180,9.53
2010-11-09,10.47,10.48,9.71,10.47,1742,10.47
2010-11-10,9.9,11.45,9.9,11.44,1076,11.44
2010-11-11,11.5,12.25,10.55,12.24,2317,12.24
2010-11-12,12.58,12.58,11.63,12.24,2708,12.24
2010-11-15,12,12,11.65,11.65,540,11.65
2010-11-16,11.5,11.5,11.07,11.07,662,11.07
2010-11-18,10.52,10.52,10.52,10.52,20,10.52
2010-11-19,10.1,10.1,10.1,10.1,20,10.1
2010-11-23,10.6,10.6,10.6,10.6,10,10.6
2010-11-24,11.13,11.13,11.13,11.13,100,11.13
2010-11-25,11.68,11.68,10.58,10.58,2034,10.58
2010-11-26,10.07,11.09,10.06,10.9,682,10.9
2010-11-29,10.36,10.37,10.36,10.37,40,10.37
2010-11-30,10.88,10.88,10.88,10.88,50,10.88
2010-12-01,10.36,11.4,10.35,11.4,21,11.4
2010-12-20,11.29,11.4,10.84,10.84,1510,10.84
2010-12-22,11.38,11.38,11.38,11.38,1,11.38
2010-12-23,11.93,11.93,10.82,10.82,76,10.82
2010-12-24,10.28,11.29,10.28,10.36,350,10.36
2010-12-27,9.85,9.85,9.85,9.85,20,9.85
2010-12-28,9.36,10.34,9.36,10.33,190,10.33
2010-12-29,9.82,9.85,9.82,9.85,170,9.85
2010-12-30,9.7,9.7,9.7,9.7,61,9.7
2010-12-31,9.31,10,9.31,10,1041,10
2011-01-03,9.51,9.9,9.51,9.9,40,9.9
2011-01-04,10.2,10.2,9.52,9.52,517,9.52
2011-01-05,9.85,9.9,9.85,9.9,80,9.9
2011-01-06,9.55,9.9,9.55,9.9,40,9.9
2011-01-07,10.3,10.39,10.25,10.25,5680,10.25
2011-01-10,9.74,10.55,9.74,10,970,10
2011-01-11,10.2,10.5,10,10.5,140,10.5
2011-01-12,9.98,9.98,9.98,9.98,124,9.98
2011-01-13,9.51,9.95,9.5,9.95,143,9.95
2011-01-14,9.5,9.5,9.5,9.5,105,9.5
2011-01-19,9.7,9.7,9.7,9.7,1,9.7
2011-01-21,9.8,10.18,9.8,9.8,788,9.8
2011-01-24,9.5,9.5,9.5,9.5,2,9.5
2011-01-25,9.5,9.5,9.5,9.5,48,9.5
2011-02-02,9.03,9.03,9.03,9.03,3210,9.03
2011-02-03,8.64,8.64,8.63,8.63,80,8.63
2011-02-04,8.63,8.63,8.22,8.22,170,8.22
2011-02-07,7.81,7.81,7.81,7.81,100,7.81
2011-02-09,7.43,7.43,7.42,7.42,367,7.42
2011-02-10,7.1,7.1,7.1,7.1,25,7.1
2011-02-11,7.45,7.45,7.45,7.45,1,7.45
2011-02-14,7.82,7.82,7.82,7.82,9,7.82
2011-02-15,8.21,8.21,8.21,8.21,4,8.21
2011-02-16,8.5,8.62,8.5,8.55,164,8.55
2011-02-17,8.5,8.5,8.5,8.5,100,8.5
2011-02-18,8.09,8.09,8.08,8.08,40,8.08
2011-02-21,8.48,8.48,8.48,8.48,100,8.48
2011-02-22,8.06,8.06,8.06,8.06,40,8.06
2011-02-23,8.46,8.46,7.7,7.7,31,7.7
2011-02-24,7.32,8.08,7.32,8.08,200,8.08
2011-03-01,8.5,8.5,8.5,8.5,100,8.5
2011-03-03,8.92,8.92,8.75,8.75,200,8.75
2011-03-04,8.75,8.75,8.75,8.75,20,8.75
2011-03-07,9.18,9.18,8.32,8.32,101,8.32
2011-03-08,8.73,8.73,8,8.55,1425,8.55
2011-03-11,8.15,8.15,8.15,8.15,232,8.15
2011-03-14,7.8,8.55,7.8,8.55,40,8.55
2011-03-15,8.13,8.97,8.13,8.84,809,8.84
2011-03-16,9.28,9.28,8.95,9.17,1400,9.17
2011-03-17,9.5,9.62,9.15,9.15,725,9.15
2011-03-18,9.6,9.6,9.25,9.44,936,9.44
2011-03-22,10.12,10.12,9.95,10,770,10
2011-03-23,10,10.5,9.85,9.85,215,9.85
2011-03-24,10.34,10.34,9.85,10.34,720,10.34
2011-03-25,10,10.85,10,10.85,35,10.85
2011-03-28,10.5,11.39,10.31,11,1669,11
2011-03-29,10.46,11.55,10.46,10.51,2915,10.51
2011-03-30,10,11.02,9.99,11.02,1285,11.02
2011-03-31,11,11.05,10.47,10.47,568,10.47
2011-04-01,10,10.99,9.95,10.31,934,10.31
2011-04-04,10,10.79,9.8,10.47,1952,10.47
2011-04-05,10,10.97,9.95,10.53,1030,10.53
2011-04-06,10.5,10.98,10.01,10.01,1911,10.01
2011-04-07,10.43,10.44,9.62,10.15,1438,10.15
2011-04-08,10.55,10.56,9.71,10.01,1789,10.01
2011-04-13,9.55,10.44,9.54,10.25,170,10.25
2011-04-15,10,10.7,9.77,10.57,1489,10.57
2011-04-18,11.03,11.03,10.05,10.14,1970,10.14
2011-04-19,10.63,10.63,10,10.25,756,10.25
2011-04-20,10,10.76,9.75,10.27,4311,10.27
2011-04-21,10,10.74,9.86,10.25,1462,10.25
2011-04-25,10.69,10.76,10.25,10.65,6351,10.65
2011-04-26,11.13,11.13,10.7,10.84,434,10.84
2011-04-27,11.37,11.38,10.86,10.86,1490,10.86
2011-04-28,10.8,11.39,10.68,10.76,1505,10.76
2011-04-29,11.23,11.28,10.65,11.2,2873,11.2
2011-05-02,10.65,11.59,10.65,11.59,761,11.59
2011-05-03,12.12,12.14,11.2,12.08,342,12.08
2011-05-04,12,12.59,11.65,12.24,348,12.24
2011-05-05,12.8,12.8,11.65,12.8,120,12.8
2011-05-06,13,13,13,13,220,13
2011-05-17,13.62,13.62,12.4,12.4,2,12.4
2011-05-18,11.79,11.79,11.79,11.79,45,11.79
2011-05-19,11.21,11.21,11.21,11.21,523,11.21
2011-05-20,10.66,11.71,10.65,10.65,5796,10.65
2011-05-23,10.15,10.15,10.15,10.15,1,10.15
2011-05-24,9.71,10.65,9.65,9.67,2800,9.67
2011-05-25,10.15,10.15,10.15,10.15,20,10.15
2011-05-26,9.7,9.7,9.65,9.65,1200,9.65
2011-05-27,9.2,9.65,9.2,9.25,1080,9.25
2011-05-30,9.71,9.71,8.85,8.85,41,8.85
2011-05-31,8.75,9.29,8.7,9.29,965,9.29
2011-06-01,9.75,9.75,8.85,9.75,803,9.75
2011-06-02,10.2,10.2,9.27,9.27,21,9.27
2011-06-03,8.85,9.73,8.85,9.73,392,9.73
2011-06-06,10.21,10.21,10.2,10.2,2,10.2
2011-06-07,10.7,10.7,9.71,9.9,496,9.9
2011-06-08,9.47,9.47,9.46,9.46,20,9.46
2011-06-09,9.03,9.92,9.02,9.92,53,9.92
2011-06-10,10.41,10.41,9.44,9.44,305,9.44
2011-06-13,9,9.25,8.97,9,2586,9
2011-06-14,8.58,9,8.58,8.97,1590,8.97
2011-06-16,8.97,8.97,8.95,8.95,900,8.95
2011-06-17,8.96,8.96,8.95,8.95,146,8.95
2011-06-21,8.75,8.75,8.75,8.75,110,8.75
2011-06-24,8.35,8.35,8.35,8.35,200,8.35
2011-06-27,8,8.7,7.94,8.06,1857,8.06
2011-06-28,8,8.05,7.8,8,3870,8
2011-06-29,8,8,7.8,7.8,21,7.8
2011-06-30,8,8,8,8,50,8
2011-07-01,7.61,8,7.61,8,1221,8
2011-07-04,7.61,8,7.61,8,3119,8
2011-07-05,8,8,8,8,1020,8
2011-07-06,8,8,7.61,8,3397,8
2011-07-07,7.61,7.61,7.61,7.61,20,7.61
2011-07-08,7.25,7.25,7.25,7.25,20,7.25
2011-07-14,7.35,7.35,6.7,6.7,20,6.7
2011-07-18,6.7,6.7,6.4,6.4,21,6.4
2011-07-22,7,7,7,7,100,7
2011-07-25,7,7,6.7,7,78,7
2011-08-01,7,7.05,7,7.05,70,7.05
2011-08-02,7,7,7,7,120,7
2011-08-04,7.4,7.4,7.05,7.05,20,7.05
2011-08-05,7,7,6.7,6.7,3004,6.7
2011-08-08,6.4,6.4,6.4,6.4,20,6.4
2011-08-11,6.72,6.72,6.72,6.72,99,6.72
2011-08-12,6.45,6.45,6.4,6.4,500,6.4
2011-08-16,6.5,6.5,6.5,6.5,20,6.5
2011-08-17,6.2,6.3,6.2,6.3,40,6.3
2011-08-18,6.3,6.3,6.3,6.3,20,6.3
2011-08-19,6.3,6.3,6.3,6.3,1050,6.3
2011-08-25,6.3,6.3,6.3,6.3,500,6.3
2011-08-30,6.61,6.61,6.61,6.61,1,6.61
2011-09-02,6.29,6.29,6.29,6.29,68,6.29
2011-09-05,6,6.6,6,6.6,481,6.6
2011-09-07,6.93,6.93,6.93,6.93,40,6.93
2011-09-08,7.27,7.27,7.27,7.27,80,7.27
2011-09-09,7.63,7.63,7.63,7.63,1,7.63
2011-09-12,7.25,8.01,7.25,8.01,2995,8.01
2011-09-13,8.41,8.41,8.41,8.41,257,8.41
2011-09-14,8.83,8.83,8.83,8.83,1,8.83
2011-09-15,9.27,9.27,9.27,9.27,1270,9.27
2011-09-16,9.73,9.73,9.73,9.73,193,9.73
2011-09-19,10.21,10.21,10.21,10.21,670,10.21
2011-09-20,10.72,10.72,10.72,10.72,50,10.72
2011-09-21,11.25,11.25,11.25,11.25,530,11.25
2011-09-22,11.8,11.81,11.8,11.81,1089,11.81
2011-09-23,12.4,12.4,11.24,12.4,4629,12.4
2011-09-26,12.64,12.64,12.16,12.16,2231,12.16
2011-09-27,11.92,12.4,11.92,12.4,405,12.4
2011-09-28,12.16,12.64,12.16,12.64,501,12.64
2011-09-29,12.89,12.89,12.39,12.63,3403,12.63
2011-10-07,12.38,12.38,12.38,12.38,2800,12.38
2011-10-10,12.38,12.49,12.38,12.49,152,12.49
2011-10-11,12.32,12.5,12.25,12.27,450,12.27
2011-10-12,12.03,12.03,12.03,12.03,325,12.03
2011-10-18,11.79,12,11.79,12,613,12
2011-10-19,11.77,11.99,11.77,11.78,77,11.78
2011-10-20,12,12,11.55,12,1007,12
2011-11-02,12,12,12,12,3400,12
2011-11-03,12.2,12.2,12.2,12.2,9,12.2
2011-11-04,11.98,11.98,11.98,11.98,20,11.98
2011-11-17,11.98,11.98,11.98,11.98,0,11.98
2011-11-18,11.98,11.98,11.98,11.98,0,11.98
2011-11-21,11.39,11.39,11.39,11.39,600,11.39
2011-11-22,10.83,11.39,10.83,11.31,200,11.31
2011-11-23,11.87,11.87,11.87,11.87,392,11.87
2011-11-24,11.5,11.7,11.5,11.55,1816,11.55
2011-11-25,10.98,10.98,10.98,10.98,50,10.98
2011-11-28,10.95,10.95,10.95,10.95,500,10.95
2011-11-29,10.41,10.41,10.41,10.41,10,10.41
2011-11-30,10.41,10.41,10.41,10.41,0,10.41
2011-12-01,10.4,10.41,10.4,10.41,1000,10.41
2011-12-02,10.41,10.41,9.89,9.89,620,9.89
2011-12-05,9.89,9.89,9.89,9.89,0,9.89
2011-12-07,9.89,9.89,9.89,9.89,0,9.89
2011-12-08,9.89,9.89,9.89,9.89,0,9.89
2011-12-09,9.4,9.4,9.4,9.4,100,9.4
2011-12-12,9.4,9.4,9.4,9.4,0,9.4
2011-12-13,8.94,8.94,8.94,8.94,5,8.94
2011-12-14,8.9,8.9,8.5,8.5,40,8.5
2011-12-15,8.5,8.5,8.5,8.5,0,8.5
2011-12-16,8.5,8.5,8.5,8.5,0,8.5
2011-12-19,8.1,8.1,8.1,8.1,55,8.1
2011-12-20,8.1,8.1,7.7,7.7,150,7.7
2011-12-21,7.7,7.7,7.7,7.7,0,7.7
2011-12-22,7.7,7.7,7.7,7.7,500,7.7
2011-12-23,7.32,7.32,7.32,7.32,100,7.32
2011-12-26,7.32,7.32,7.32,7.32,0,7.32
2011-12-27,7.32,7.32,7.32,7.32,0,7.32
2011-12-28,6.96,6.96,6.96,6.96,50,6.96
2011-12-29,6.62,6.62,6.62,6.62,40,6.62
