Date,Open,High,Low,Close,Volume,Adjusted,Diff,RSI,Typical Price,MF,MFI,EMA,SO,EMA12,EMA26,MACD,Signal Line
2018-05-09,3440.2,3494.75,3440.2,3489.3000490000004,1307525.0,3489.3000490000004,48.1000980000008,49.86069826854492,3474.7500163333334,4543322515.106242,66.38734449782703,7685.091367492464,0.608010827314514,8605.868964031582,14345.544429459478,-5739.675465427896,-11486.857100168165
2018-05-10,3502.95,3511.15,3440.2,3451.25,1929339.0,3451.25,-38.0500490000004,50.11459008069996,3467.5333333333333,6690047293.8,68.10178245038142,7678.687154053899,0.4025830258302596,8610.110160464408,14429.749090566456,-5819.638930102048,-11606.306486320977
2018-05-11,3454.2,3485.0,3442.5,3456.949951,1313938.0,3456.949951,5.699950999999602,50.17063549928692,3461.483317,4548174466.572347,61.752068874669945,7663.823342021863,0.4659702320185627,8619.80139351815,14514.368142022451,-5894.566748504301,-11736.593540764203
2018-05-14,3457.0,3471.0,3410.8,3433.5500490000004,1216947.0,3433.5500490000004,-23.399901999999198,50.26994611370082,3438.4500163333337,4184411432.0268016,57.5000845056067,7656.119860492135,0.3219750895587636,8609.577631993,14586.4582896715,-5976.880657678501,-11876.887219773263
2018-05-15,3450.0,3495.8,3433.7,3482.399902,976445.0,3482.399902,48.84985299999971,50.196785932985826,3470.633300666667,3388882533.2694635,59.14348622299428,7652.082331377506,0.7487977457404988,8603.537190290866,14669.305522941013,-6065.7683326501465,-12026.854288992145
2018-05-16,3479.95,3509.0,3475.25,3493.899902,824225.0,3493.899902,11.5,50.22099387673572,3492.7166340000003,2878784367.6586504,53.98318250123258,7656.340534039905,0.8492783049366541,8614.135444489635,14757.585289734803,-6143.449845245168,-12180.323539901132
2018-05-17,3512.95,3533.15,3476.0,3491.8000490000004,1484017.0,3491.8000490000004,-2.099852999999712,50.13431260177376,3500.3166829999996,5194529462.95561,43.47636211414436,7661.861257671178,0.6620355455660014,8610.908776224524,14842.605387584657,-6231.696611360134,-12341.075173703332
nan,3491.8000490000004,3539.5019066519144,3482.3519066519143,3488.491407327866,824225.0,nan,-3.3086416721343994,50.10136895040067,3503.4484068772313,2887629763.1583858,46.27387932417336,7665.749830792891,0.6036538956488746,8611.416843905865,14915.06925330509,-6303.652409399225,-12503.189303369012
nan,3488.491407327866,3517.1243396830205,3459.9743396830204,3489.1236762931103,824225.0,nan,0.6322689652442932,50.04989871206397,3488.7407852197175,2875507373.6977215,43.11610802887689,7678.821147121633,0.6085665576419429,8614.578079246414,14968.881623633028,-6354.303544386614,-12659.373465894041
nan,3489.1236762931103,3517.727193407055,3459.9449244418106,3485.94530939362,824225.0,nan,-3.1783668994903564,50.06233917022195,3487.8724757474956,2874791691.3229795,44.75846124952782,7686.959833897728,0.5838709879944277,8616.657570704117,15019.506400966775,-6402.848830262657,-12806.773598746937
nan,3485.94530939362,3514.8724648632506,3457.090195898006,3494.0581042697186,824225.0,nan,8.112794876098633,50.09690886083563,3488.673588343658,2875451988.3525515,45.14123877400199,7689.636298273299,0.5704821980977648,8630.160616177754,15066.422258265622,-6436.261642087868,-12940.78376608132
nan,3494.0581042697186,3523.0052348909603,3457.1101710496173,3502.888446562504,824225.0,nan,8.830342292785645,50.13847817599094,3494.334617501028,2880117950.1097846,43.99100195014962,7700.7801230340765,0.5557250328324987,8642.501915042492,15117.836288862007,-6475.334373819514,-13065.535069602185
nan,3502.888446562504,3535.9272287656513,3461.2018226315226,3511.71878885529,824225.0,nan,8.830342292785645,50.10358320050196,3502.9492800841545,2887218370.3773623,44.904065404162345,7713.046960742193,0.6628741529272649,8649.294742698723,15171.746884821354,-6522.452142122631,-13183.415985076139
nan,3511.71878885529,3549.158894889616,3465.6031464627017,3518.4326693942303,824225.0,nan,6.71388053894043,50.165073493971896,3511.064903582183,2893907470.1550245,43.104488686703924,7730.262979835275,0.666268494809666,8663.35863447277,15221.946446167316,-6558.587811694546,-13290.126609721845
