"Date","TCS.NS.Open","TCS.NS.High","TCS.NS.Low","TCS.NS.Close","TCS.NS.Volume","TCS.NS.Adjusted"
2009-12-15,708,712,697.200012,700.950012,1043576,616.63324
2009-12-16,701.700012,717.75,695,713.150024,1782689,627.365662
2009-12-17,718,728,715,722.75,1891151,635.810791
2009-12-18,722.75,731.5,719.549988,727.5,1397645,639.989563
2009-12-21,730.099976,749,726.5,734.049988,4663497,645.751648
2009-12-22,740,742.5,719.200012,724.049988,1594571,636.954651
2009-12-23,728.450012,749.5,725.549988,746.549988,2235343,656.747925
2009-12-24,750,757,741.049988,749.299988,1528843,659.167236
2009-12-29,750,751.799988,736.650024,741.400024,1128139,652.21759
2009-12-30,742,748.75,715.25,742.75,736055,653.405273
2009-12-31,746.25,755,743.799988,750.25,1426731,660.002991
2010-01-04,754.799988,758.900024,749.049988,751.650024,981841,661.234497
2010-01-05,755,759.549988,746.549988,751.849976,1007244,661.410583
2010-01-06,751.849976,752.200012,733,734.849976,1674588,646.455627
2010-01-07,735.5,739.400024,711,714.400024,3237446,628.465515
2010-01-08,716,718.5,696.5,699.799988,3024089,615.621521
2010-01-11,704,720.099976,700.400024,714.200012,2159204,628.289673
2010-01-12,732,754,727,750.049988,4513845,659.827026
2010-01-13,745,796.400024,744.650024,788.549988,5455136,693.695923
2010-01-14,798.450012,798.450012,769.349976,779.849976,5163807,686.042358
2010-01-15,796,799.599976,772.25,791.400024,3972504,696.203186
2010-01-18,800,829,793,802.200012,3630542,705.704102
2010-01-19,802.200012,802.200012,778.650024,780.700012,2577425,686.7901
2010-01-20,792.200012,792.200012,770.900024,779.400024,2173527,685.646484
2010-01-21,772.25,791.950012,767.900024,770.650024,2544752,677.949036
2010-01-22,761,765,744.700012,757.849976,3787495,666.688965
2010-01-25,757.5,765.5,741.150024,756.200012,1504143,665.237183
2010-01-27,750,759.700012,740.150024,743.299988,2422199,655.622803
2010-01-28,749.5,757.950012,727.700012,741.75,3268598,654.255859
2010-01-29,734,739.799988,712.150024,736.200012,2736663,649.360413
2010-02-01,734.349976,762.799988,720,746.150024,1689006,658.13678
2010-02-02,755,762.650024,735,738.400024,2369594,651.301025
2010-02-03,744,756.900024,735.5,752.950012,1488838,664.134949
2010-02-04,752.950012,753.900024,732.5,738.700012,1358306,651.565491
2010-02-05,735,735,716.599976,723.5,2303559,638.158569
2010-02-08,729,734.75,708.150024,724.150024,2085172,638.731873
2010-02-09,725,741.950012,721.049988,735.150024,1502947,648.434326
2010-02-10,739.900024,743.700012,728.099976,732.299988,1168687,645.92041
2010-02-11,737.950012,747.950012,735,742.700012,1206578,655.093811
2010-02-15,750,750,738.549988,746.150024,978241,658.13678
2010-02-16,747.25,764.950012,742.200012,758.150024,830245,668.721313
2010-02-17,764.900024,767.950012,752.549988,758.650024,1264145,669.162231
2010-02-18,760,766.950012,755.5,758.799988,907403,669.294495
2010-02-19,754.900024,759.5,745.799988,750.549988,1107940,662.017822
2010-02-22,757,763.700012,753.799988,757.25,1071730,667.92749
2010-02-23,759,765,751.25,762.099976,926526,672.205444
2010-02-24,756,770.700012,752.099976,765.349976,2038029,675.072144
2010-02-25,769.799988,769.799988,761.25,766.25,1336492,675.865845
2010-02-26,767.099976,778.549988,746.150024,761.799988,1507967,671.940735
2010-03-02,762,769,755,763.200012,2026676,673.175842
2010-03-03,769,774,764.150024,768.75,1377371,678.071167
2010-03-04,768,770,757,763.900024,1026803,673.793274
2010-03-05,765,766.950012,760.150024,762.599976,643656,672.646362
2010-03-08,767.599976,770,760.299988,762.700012,1507870,672.734741
2010-03-09,763,778.5,763,768.700012,1728866,678.026855
2010-03-10,763.700012,784.450012,760,780.049988,2293937,688.038086
2010-03-11,780.049988,794.900024,771.950012,791.599976,1607015,698.225647
2010-03-12,800,800,792,796.950012,1255488,702.944763
2010-03-15,796.950012,820,791.150024,818,3027217,721.511719
2010-03-16,821.5,831.950012,815.799988,829,1544428,731.21405
2010-03-17,834,845.900024,830,840.700012,2087397,741.533936
2010-03-18,845,845,820.5,825.849976,1862277,728.435669
2010-03-19,805.25,834.450012,805.25,820.900024,2358312,724.06958
2010-03-22,814.900024,833.799988,806.150024,827.599976,1655055,729.979248
2010-03-23,830,833,822.099976,828.650024,847482,730.905396
2010-03-25,824.099976,836.799988,818,829.799988,2758791,731.919678
2010-03-26,830,836,822.299988,825.049988,998903,727.72998
2010-03-29,824,829.299988,808.549988,811.950012,1721633,716.175232
2010-03-30,808.599976,816.099976,797.150024,800,1548580,705.634827
2010-03-31,800,807.25,777.299988,780.650024,3541523,688.567444
2010-04-01,786.349976,809.799988,782.099976,807.799988,2890716,712.514771
2010-04-05,817,817,799.25,803.349976,1500918,708.589722
2010-04-06,808.900024,808.900024,792.150024,796.049988,1851183,702.150818
2010-04-07,790,809,781.150024,798.049988,1512279,703.914917
2010-04-08,796,807.5,790,799.450012,2247219,705.149597
2010-04-09,802,807.900024,788.25,791.599976,1509006,698.225647
2010-04-12,791,800,790.099976,798.099976,1434941,703.959045
2010-04-13,800,823.799988,787.25,820.849976,4202458,724.025269
2010-04-15,822,834.900024,819.049988,821.700012,2145476,724.775391
2010-04-16,819,828,811.849976,815.099976,1905479,718.953735
2010-04-19,810,825,800.75,811.950012,3473852,716.175232
2010-04-20,825,832.650024,787,789.5,6008493,696.373413
2010-04-21,795,799,780.25,785,3553745,692.404236
2010-04-22,789.099976,793.650024,781,785.950012,2375558,693.242188
2010-04-23,788.049988,792,777.5,780.200012,2153034,688.170349
2010-04-26,786,791,780.200012,785.099976,1256274,692.492371
2010-04-27,785.950012,789.900024,781.049988,787.299988,1310617,694.433044
2010-04-28,780,783.950012,765,770.299988,1200191,679.438232
2010-04-29,775.099976,775.25,755.599976,759.75,2311482,670.132813
2010-04-30,765,772.799988,762.549988,765.400024,1845112,675.11615
2010-05-03,761.25,771.400024,754.099976,766.799988,1208280,676.351013
2010-05-04,774.849976,774.849976,756.799988,761,1448014,671.235046
2010-05-05,750,768,740.150024,765.75,2185615,675.424805
2010-05-06,767.950012,770.900024,759.200012,767.099976,1290436,676.615784
2010-05-07,757,762.599976,735,741.400024,2133576,653.947205
2010-05-10,760,843,745,770.25,1163907,679.394043
2010-05-11,775,779,753.900024,756.299988,675644,667.089722
2010-05-12,757,767.950012,751.099976,759.450012,1370038,669.868042
2010-05-13,765.099976,773.200012,761.450012,765.599976,660726,675.292419
2010-05-14,766,777,755,763.849976,1013498,673.748962
2010-05-17,774.950012,774.950012,734.099976,745.75,1861025,657.784058
2010-05-18,746,746,726.299988,735.099976,1599590,648.390076
2010-05-19,730,733,716.299988,721.5,1964633,636.394531
2010-05-20,729,732.299988,716.150024,730,1199046,643.891785
2010-05-21,710,725.900024,685.25,718.700012,1337546,633.924622
2010-05-24,725,730,712.700012,717.599976,1442714,632.954407
2010-05-25,708,714,691.549988,699.549988,1148683,617.033569
2010-05-26,708,744.799988,704.099976,738,1844732,650.948181
2010-05-27,735,749.950012,727.200012,741.849976,3441936,654.343994
2010-05-28,749.799988,753.5,735.5,750.799988,1239687,662.238464
2010-05-31,748.5,752.900024,738,743.049988,1663830,655.402588
2010-06-01,743.049988,751.950012,734.700012,739.200012,1568456,652.006653
2010-06-02,737.799988,759.5,736.299988,754.25,1384665,665.281372
2010-06-03,760,769,745.099976,765.450012,842217,675.160217
2010-06-04,765.450012,769.700012,755.200012,765.349976,684105,675.072144
2010-06-07,749.900024,757.799988,736,753.25,867461,664.399231
2010-06-08,754,762,747,750.200012,1121111,661.709045
2010-06-09,752,758.549988,731,733.049988,2433700,646.582092
2010-06-10,730,753,730,750.5,898018,661.973694
2010-06-11,761.799988,763.299988,751,759.099976,1618512,669.559204
2010-06-14,763.349976,787.099976,758,781,1775246,688.875854
2010-06-15,756.650024,777.700012,756.650024,766.099976,1321488,679.212341
2010-06-16,777.099976,779.950012,767.299988,774.799988,1164408,686.925415
2010-06-17,777,784.799988,763.700012,775.299988,764460,687.368835
2010-06-18,775.299988,788.900024,772.25,783.200012,1112836,694.372925
2010-06-21,792.900024,794,784.599976,787.700012,953714,698.362488
2010-06-22,785,786.5,773.299988,778.650024,734162,690.33905
2010-06-23,770,788.950012,769.849976,786.299988,1479762,697.121155
2010-06-24,786.299988,788.5,767.700012,773.450012,1888755,685.728516
2010-06-25,775.799988,775.799988,756.099976,758.5,1018661,672.474243
2010-06-28,758.450012,767.150024,757.599976,764.75,576562,678.015381
2010-06-29,765,765,749,753.799988,1307331,668.307251
2010-06-30,755,759.900024,741.25,751,1658258,665.82489
2010-07-01,750,750,725.75,732,1703872,648.979675
2010-07-02,734.799988,746,730.849976,743.799988,1471775,659.441345
2010-07-05,748.799988,748.900024,737.099976,739,1082798,655.185974
2010-07-06,736.5,761.900024,735.849976,759.150024,1380452,673.050598
2010-07-07,761.400024,767.400024,748.950012,764.599976,1076467,677.882446
2010-07-08,772,779,769.650024,776.799988,1093782,688.698853
2010-07-09,780,784,770.75,774.450012,918333,686.615234
2010-07-12,779.799988,794,779.799988,791.700012,1362888,701.908691
2010-07-13,792,792,769.549988,774.650024,2772943,686.792603
2010-07-14,778,784.700012,770.25,774.650024,1416921,686.792603
2010-07-15,771,784.900024,765.25,782.099976,1897768,693.397583
2010-07-16,795,838.5,795,833.650024,9567726,739.101074
2010-07-19,831.450012,834.700012,823.25,826.700012,1513962,732.93927
2010-07-20,826.700012,834.549988,825,827.25,1171031,733.426697
2010-07-21,832,844.799988,829.599976,843,1471860,747.390747
2010-07-22,843,846,832.5,843.700012,681441,748.011353
2010-07-23,850,850,835.099976,839.299988,947236,744.110107
2010-07-26,842.400024,851.599976,840.400024,849.25,1383245,752.931702
2010-07-27,855,859.799988,846.200012,849.150024,1053301,752.843201
2010-07-28,851,857.950012,847,854.450012,2179614,757.542053
2010-07-29,855,855,849,850,2665952,755.364685
2010-07-30,849,850,835,839.799988,641713,746.300537
2010-08-02,843,848.450012,837,838.299988,1413881,744.967468
2010-08-03,841,844.5,828.549988,832.049988,640776,739.413208
2010-08-04,836,872,835.849976,868.799988,2791967,772.071533
2010-08-05,872,882.400024,865.650024,877.849976,1456475,780.114075
2010-08-06,880,883.5,860.650024,864.700012,1218867,768.428101
2010-08-09,861.150024,883.700012,846.099976,879.849976,2129993,781.891235
2010-08-10,885,885,861.400024,864.5,772597,768.250488
2010-08-11,862,873,854.799988,858.150024,2010124,762.607422
2010-08-12,856.900024,856.900024,846.200012,853.450012,1139046,758.430725
2010-08-13,857,862.900024,838,854.400024,1294953,759.274841
2010-08-16,857,862.549988,848.799988,854.099976,659549,759.00824
2010-08-17,850.099976,861,844,850.200012,866598,755.542358
2010-08-18,853,875.799988,850,871.099976,1444458,774.115417
2010-08-19,874,880.900024,867.299988,872.049988,1074267,774.959778
2010-08-20,869,879.900024,863,868.950012,873198,772.205139
2010-08-23,860,875.450012,857.049988,870.400024,524915,773.493469
2010-08-24,870,881.900024,865,870.700012,1325237,773.760071
2010-08-25,872,881.5,866.299988,871.200012,1189984,774.204346
2010-08-26,874,879,860.25,876.5,2102214,778.914307
2010-08-27,872.099976,873,851,856.049988,638257,760.74115
2010-08-30,862.799988,862.799988,840.099976,845.650024,779285,751.499023
2010-08-31,840,847.700012,830.200012,843.75,1223937,749.810547
2010-09-01,842,861,840,858.400024,1372742,762.829468
2010-09-02,867.5,867.5,841.5,844.099976,1379400,750.121643
2010-09-03,850,851.5,835.099976,837.299988,1388985,744.078735
2010-09-06,838,857.5,838,855.349976,1143989,760.119019
2010-09-07,858,874.900024,856,871.349976,1242118,774.337769
2010-09-08,864,882.900024,858.900024,879.049988,2094739,781.180542
2010-09-09,882,882.5,871.349976,874.700012,1469079,777.314697
2010-09-13,871.349976,889,870.700012,879.75,1174705,781.802551
2010-09-14,883,899,880.299988,895.349976,1535519,795.665771
2010-09-15,900,919.400024,899,914.799988,2780197,812.950195
2010-09-16,908,913.450012,864.5,895.400024,1167132,795.710144
2010-09-17,900.099976,918.75,900.099976,913.799988,1503989,812.061401
2010-09-20,917,921.900024,906.700012,912.25,1209554,810.684021
2010-09-21,912,958,910.299988,953.950012,2498592,847.741455
2010-09-22,956,960,930,935.25,2015533,831.123535
2010-09-23,940,945.299988,927.799988,931.349976,1663618,827.657654
2010-09-24,933.099976,937.900024,925,931.950012,1369392,828.190796
2010-09-27,935,941.450012,922,927.599976,1711645,824.325012
2010-09-28,925.25,930.299988,914.099976,919.650024,1260857,817.260437
2010-09-29,925,937.25,914.900024,920.349976,1685097,817.882263
2010-09-30,925,930,915.150024,926.950012,3780462,823.74762
2010-10-01,927,966,922,961.599976,1663078,854.539673
2010-10-04,966.75,975,953,955.799988,1070478,849.385559
2010-10-05,950,965.950012,946.150024,950.25,1105832,844.453308
2010-10-06,950,967.900024,950,959.650024,919480,852.806824
2010-10-07,960,966,938.400024,948.799988,986470,843.164673
2010-10-08,944.049988,954.700012,869,942.599976,1347998,837.654907
2010-10-11,942.599976,953.950012,929.049988,940.900024,1532685,836.144348
2010-10-12,942.650024,955.799988,939.099976,950.700012,1304451,844.853271
2010-10-13,955.950012,997.700012,949.099976,992.849976,2675302,882.310486
2010-10-14,996.900024,1004,982.349976,986.049988,1474543,876.267578
2010-10-15,999,1011,945,950.299988,2858899,844.497925
2010-10-18,970,984,930,981.25,2240367,872.001953
2010-10-19,982,987.400024,964.099976,967.75,1100456,860.004944
2010-10-20,964.5,980.5,956.200012,963.25,1103319,856.005981
2010-10-21,974.049988,993.849976,970,986.200012,1876177,876.401123
2010-10-22,1022,1049.400024,1022,1040.199951,4805202,924.388672
2010-10-25,1043,1072.949951,1037.199951,1066.949951,2578158,948.160339
2010-10-26,1063.5,1067.75,1041.550049,1062.599976,1753512,944.294739
2010-10-27,1060,1066.800049,1043.550049,1048.199951,1070691,931.497986
2010-10-28,1050,1067.550049,1040,1052.900024,2627845,935.674683
2010-10-29,1060,1060,1031,1052.900024,1106199,935.674683
2010-11-01,1052.050049,1066.400024,1049.099976,1053.400024,573974,937.900574
2010-11-02,1055,1060,1043.699951,1049.449951,782889,934.383728
2010-11-03,1050.900024,1079,1048.400024,1052.800049,1108939,937.366577
2010-11-04,1062,1078.599976,1061.5,1069.150024,858720,951.923828
2010-11-08,1080,1082.400024,1062.099976,1068.150024,1124293,951.033447
2010-11-09,1073.900024,1098.699951,1068.5,1091.099976,1752043,971.467407
2010-11-10,1092.25,1108,1086.099976,1092.300049,770112,972.535706
2010-11-11,1090,1090,1058.25,1064.75,963048,948.006226
2010-11-12,1060,1069.900024,1048.199951,1055.900024,901165,940.126526
2010-11-15,1065,1079.849976,1053,1066,694698,949.119141
2010-11-16,1066,1066.400024,1042.199951,1048.900024,1089038,933.894043
2010-11-18,1072,1072,1040,1042.800049,1382580,928.462952
2010-11-19,1044.900024,1049,1006,1015.400024,1086326,904.067139
2010-11-22,1016,1043,1011.5,1039.099976,1110618,925.16864
2010-11-23,1034,1045,1012.400024,1030.050049,842224,917.110962
2010-11-24,1025,1034.5,998.950012,1004.75,1504304,894.584717
2010-11-25,1010.049988,1041.900024,1007.099976,1021.799988,2927503,909.765259
2010-11-26,1025,1054,1025,1047.25,1808913,932.424927
2010-11-29,1055,1078.5,1050.25,1071.300049,2259446,953.838013
2010-11-30,1060.5,1086.050049,1053.099976,1076,2404204,958.022705
2010-12-01,1064,1093.199951,1064,1081.900024,1888016,963.275879
2010-12-02,1091,1099.199951,1075.050049,1095.800049,2047858,975.651855
2010-12-03,1093.050049,1113,1091.150024,1097.349976,1015056,977.031799
2010-12-06,1100,1110,1095.300049,1101.699951,965477,980.904907
2010-12-07,1100,1100,1082.099976,1087.5,1079162,968.261902
2010-12-08,1090.949951,1092.949951,1071.25,1079.150024,992066,960.827271
2010-12-09,1083.699951,1097.300049,1068.099976,1072.599976,1289951,954.995361
2010-12-10,1067,1083.849976,1057,1074.900024,1122812,957.043335
2010-12-13,1071,1080.699951,1048.400024,1076.099976,1057533,958.111816
2010-12-14,1073.199951,1089.599976,1064.150024,1080.949951,1307670,962.429993
2010-12-15,1085.099976,1108.400024,1081.5,1103.650024,1286017,982.641113
2010-12-16,1109,1144,1104.150024,1140.699951,2257852,1015.629028
2010-12-20,1134.800049,1177,1114.849976,1166.699951,2257023,1038.77771
2010-12-21,1169,1172.25,1154,1160.800049,1405321,1033.524902
2010-12-22,1167,1169,1137.75,1149.75,1593418,1023.686279
2010-12-23,1150,1159.550049,1132.099976,1140,1425462,1015.005432
2010-12-24,1134,1148.800049,1125.75,1141.099976,812320,1015.984741
2010-12-27,1145,1159.449951,1138.199951,1141.199951,832468,1016.074036
2010-12-28,1141.199951,1150.900024,1140.050049,1146.349976,506438,1020.659363
2010-12-29,1149,1162,1147.050049,1156.949951,521185,1030.096924
2010-12-30,1152.5,1174.800049,1152.5,1170.199951,1922776,1041.894409
2010-12-31,1172.5,1180,1161.800049,1165.650024,766490,1037.843506
2011-01-03,1167,1176.949951,1154.550049,1158.050049,702521,1031.076172
2011-01-04,1163.900024,1166.150024,1138.099976,1144.75,1251434,1019.234802
2011-01-05,1145.25,1165.900024,1141.75,1158.949951,1534837,1031.877686
2011-01-06,1168,1182,1153.099976,1171.699951,1423360,1043.229736
2011-01-07,1176,1186.849976,1138.150024,1142.650024,1266362,1017.365051
2011-01-10,1147.5,1149,1121,1130.900024,1976213,1006.903015
2011-01-11,1123,1135.550049,1087.800049,1098.5,1884365,978.056091
2011-01-12,1109.900024,1151.599976,1108,1135.949951,1580437,1011.399658
2011-01-13,1128.949951,1155.949951,1116.199951,1124.25,2794599,1000.982422
2011-01-14,1129.900024,1150,1120,1120.150024,1575846,997.331726
2011-01-17,1121.199951,1146.550049,1120,1137.400024,1500106,1012.690552
2011-01-18,1174,1208.900024,1164.349976,1202.550049,4240685,1070.697144
2011-01-19,1203.449951,1209,1185,1193,1476020,1062.194214
2011-01-20,1180,1218.75,1180,1212.199951,2272604,1079.289063
2011-01-21,1210,1220,1204,1211.650024,1298702,1078.799561
2011-01-24,1200,1220,1198.25,1209.199951,1008339,1076.618042
2011-01-25,1214.800049,1219.300049,1180,1188.550049,1233547,1058.2323
2011-01-27,1187.550049,1209.949951,1181.599976,1199.400024,2357059,1069.692505
2011-01-28,1195,1203.599976,1165.25,1181.349976,1507289,1053.594482
2011-01-31,1169,1169,1128.550049,1159.5,2970408,1034.107056
2011-02-01,1165,1165,1133,1150.150024,2106354,1025.768311
2011-02-02,1170,1198.900024,1162.349976,1182.449951,1968809,1054.575562
2011-02-03,1184.699951,1195.699951,1170.650024,1183.699951,941706,1055.69043
2011-02-04,1176,1183.099976,1140.25,1148.800049,1728800,1024.564819
2011-02-07,1173.5,1173.5,1126.5,1131.150024,1289191,1008.823364
2011-02-08,1132,1149.900024,1118.5,1125.099976,2644319,1003.427734
2011-02-09,1122.5,1129.599976,1083.699951,1098.300049,3006366,979.52594
2011-02-10,1100,1114.5,1072,1090.75,2275911,972.792419
2011-02-11,1084.099976,1104.199951,1055.900024,1089.599976,1472528,971.766663
2011-02-14,1091,1120,1087,1112.300049,1231274,992.012085
2011-02-15,1119,1119,1076.550049,1097.699951,1812713,978.990601
2011-02-16,1105,1109.699951,1081,1096.5,1232296,977.92041
2011-02-17,1105,1114.449951,1092.400024,1109.199951,738880,989.246948
2011-02-18,1110.25,1132.400024,1082.099976,1089.699951,2038464,971.855835
2011-02-21,1090,1148,1058.199951,1138.599976,2828900,1015.467651
2011-02-22,1122.650024,1147.699951,1120,1138.75,1652700,1015.601257
2011-02-23,1128.150024,1144.949951,1123.099976,1125.550049,939672,1003.829041
2011-02-24,1119,1138.75,1091.300049,1111.800049,2689415,991.56604
2011-02-25,1105.300049,1117,1088.25,1110.050049,1535237,990.005249
2011-02-28,1101.199951,1148.25,1100,1110.25,1614698,990.183472
2011-03-01,1113,1132,1097.599976,1124.5,1583902,1002.892517
2011-03-03,1119.900024,1155,1107,1150.199951,1726300,1025.81311
2011-03-04,1163.349976,1163.349976,1132.5,1135.550049,1030599,1012.74762
2011-03-07,1124,1125,1094.449951,1108.25,2092294,988.399597
2011-03-08,1105.150024,1128.800049,1105.150024,1117.699951,1973951,996.827881
2011-03-09,1122.550049,1138,1118.5,1126.699951,1212243,1004.854431
2011-03-10,1122,1122,1100,1108.550049,935662,988.667664
2011-03-11,1100,1102.400024,1063.300049,1077.050049,2506441,960.574097
2011-03-14,1071,1102,1058.400024,1097.550049,1624309,978.857239
2011-03-15,1075,1095.449951,1065.650024,1089.800049,1705934,971.945129
2011-03-16,1092,1123.449951,1091.150024,1114.849976,1338937,994.28595
2011-03-17,1105,1118.900024,1092.650024,1098,1028051,979.258179
2011-03-18,1093.5,1109,1076.099976,1082.75,1105674,965.657288
2011-03-21,1091.5,1091.5,1066.5,1070.800049,1309545,955
2011-03-22,1075.099976,1080,1063,1069.5,1328887,953.840393
2011-03-23,1071,1071,1057.25,1064.349976,2176124,949.247437
2011-03-24,1071,1095.550049,1070,1093.400024,1547417,975.155884
2011-03-25,1116.849976,1128.5,1103.75,1119.650024,2073217,998.566895
2011-03-28,1123.849976,1126.699951,1108,1119.900024,1124321,998.7901
2011-03-29,1120,1151.900024,1119.150024,1138.699951,1579794,1015.556946
2011-03-30,1148,1164,1144.900024,1151.949951,1147385,1027.374023
2011-03-31,1152,1198,1152,1183.900024,3697063,1055.868896
2011-04-01,1185,1198.75,1172.550049,1180.150024,899812,1052.52417
2011-04-04,1185,1216,1184,1213.199951,1155808,1082.000366
2011-04-05,1215.050049,1243.949951,1203.75,1239.849976,1445507,1105.768433
2011-04-06,1239,1246.949951,1214.150024,1221.849976,1211176,1089.714722
2011-04-07,1220,1220,1195.150024,1199.199951,1074508,1069.51416
2011-04-08,1196.900024,1214,1184.75,1196,991884,1066.6604
2011-04-11,1180.150024,1195,1175.300049,1178.400024,1128116,1050.963745
2011-04-13,1175,1221.400024,1174.300049,1210.099976,1878765,1079.235352
2011-04-15,1216.900024,1219.900024,1180,1191.400024,3783385,1062.557373
2011-04-18,1198,1212.5,1140.050049,1144.599976,3882727,1020.818909
2011-04-19,1144.599976,1169.400024,1140,1164.699951,1560112,1038.745117
2011-04-20,1179.800049,1224,1179.550049,1218.699951,2669274,1086.905396
2011-04-21,1241,1245.800049,1170.849976,1192.099976,8666984,1063.182007
2011-04-25,1197,1204,1172.650024,1197.849976,2095776,1068.310303
2011-04-26,1200,1202,1180.349976,1189,1577623,1060.417236
2011-04-27,1194.949951,1194.949951,1176.050049,1180.599976,887239,1052.925903
2011-04-28,1180.150024,1183.5,1155.599976,1158.650024,1423097,1033.349609
2011-04-29,1172,1172,1150.25,1165.650024,933348,1039.592773
2011-05-02,1170,1177.5,1152.5,1158.449951,771535,1033.170898
2011-05-03,1162,1162,1131,1138.449951,1060078,1015.333984
2011-05-04,1146,1146,1115.150024,1137.050049,1361467,1014.085266
2011-05-05,1145,1145,1108.099976,1115,942798,994.420166
2011-05-06,1120,1153.5,1119.75,1148.949951,1202674,1024.698242
2011-05-09,1150,1151.949951,1124.5,1135.550049,506116,1012.74762
2011-05-10,1133,1159.949951,1128,1139.900024,764579,1016.627441
2011-05-11,1139,1151.699951,1126.099976,1140.25,730335,1016.939392
2011-05-12,1133.900024,1133.900024,1108.349976,1111.75,1270229,991.521545
2011-05-13,1112,1142.300049,1112,1127.099976,1182744,1005.211304
2011-05-16,1121,1147.400024,1120,1131.099976,1113684,1008.778748
2011-05-17,1122.050049,1149.199951,1122.050049,1141.699951,695707,1018.2323
2011-05-18,1142.25,1161.5,1142.25,1155.050049,1112590,1030.13855
2011-05-19,1165,1170,1156,1164.849976,1025461,1038.879028
2011-05-20,1173.75,1183.400024,1163.25,1175,1025300,1047.931274
2011-05-23,1164,1170.5,1150,1166.550049,1008642,1040.395142
2011-05-24,1162.650024,1172.800049,1139.150024,1149.900024,840997,1025.545776
2011-05-25,1149.099976,1149.900024,1120,1128.599976,933735,1006.54895
2011-05-26,1139,1143,1120,1135.75,1030109,1012.925903
2011-05-27,1148.550049,1149.900024,1136.300049,1144.550049,643352,1020.774231
2011-05-30,1151,1159.949951,1142.300049,1151.949951,570434,1027.374023
2011-05-31,1155,1177.699951,1150.099976,1157.150024,1322077,1032.011719
2011-06-01,1157,1177,1157,1175.400024,491193,1048.288208
2011-06-02,1158.900024,1172,1156.650024,1167.75,848827,1041.465576
2011-06-03,1166,1175,1150,1152.099976,683904,1027.507446
2011-06-06,1140,1168,1140,1164.349976,678537,1038.433472
2011-06-07,1163,1183.150024,1158,1179.300049,918721,1051.766113
2011-06-08,1171.900024,1185,1163.5,1181.400024,1063835,1060.835449
2011-06-09,1175,1193.800049,1175,1186.349976,1346983,1065.280151
2011-06-10,1186.550049,1197.5,1185.099976,1189.199951,1887275,1067.8396
2011-06-13,1189.199951,1190.5,1172.550049,1175.300049,1614700,1055.358276
2011-06-14,1178,1194.900024,1178,1191.050049,1062891,1069.500854
2011-06-15,1186,1205,1181.25,1184.25,1406191,1063.394775
2011-06-16,1183,1185.900024,1148.25,1151.150024,1168760,1033.672607
2011-06-17,1155,1157,1104,1109.199951,1894073,996.003479
2011-06-20,1115,1119,1058,1069.300049,2655204,960.175537
2011-06-21,1075,1110.699951,1063.199951,1106.75,1712973,993.803772
2011-06-22,1116,1116.900024,1080,1083.5,1785417,972.926086
2011-06-23,1081.800049,1101,1070.099976,1097,1214118,985.048523
2011-06-24,1100,1140.75,1099,1137.75,2075794,1021.639954
2011-06-27,1122,1154.699951,1122,1150.599976,1562609,1033.178589
2011-06-28,1160,1162,1135.650024,1154,1066666,1036.231689
2011-06-29,1154.699951,1178.900024,1154.699951,1169.849976,1479352,1050.464111
2011-06-30,1169.800049,1192,1167,1184.199951,2586458,1063.349609
2011-07-01,1198,1198,1179.699951,1191.900024,960420,1070.263916
2011-07-04,1193,1200,1180,1185.699951,801867,1064.696655
2011-07-05,1189.800049,1191,1173.400024,1179.449951,1030568,1059.084473
2011-07-06,1178.25,1192.900024,1171.699951,1182.800049,745089,1062.092773
2011-07-07,1183.099976,1200,1183.099976,1195.900024,1301317,1073.855957
2011-07-08,1196,1205,1169.25,1171.650024,1706030,1052.080566
2011-07-11,1170,1177.800049,1146.599976,1156.650024,911252,1038.611084
2011-07-12,1135.699951,1148.800049,1112.099976,1145.349976,2039702,1028.464478
2011-07-13,1150,1168,1131,1149.050049,1976300,1031.786743
2011-07-14,1150,1158.599976,1119.099976,1123.699951,3468922,1009.023926
2011-07-15,1168,1177.900024,1141.099976,1146.050049,3639850,1029.092896
2011-07-18,1148,1152,1122.300049,1125.050049,1562604,1010.236328
2011-07-19,1121.599976,1148.150024,1120.25,1140.050049,1097646,1023.705505
2011-07-20,1150,1151.800049,1125,1132.449951,1403873,1016.880737
2011-07-21,1132,1132.5,1120.050049,1122.550049,925312,1007.991272
2011-07-22,1126.75,1141.300049,1126.5,1133.400024,1045221,1017.734253
2011-07-25,1135,1144,1123.150024,1139.900024,2370357,1023.570862
2011-07-26,1139.800049,1151.949951,1127.25,1144.650024,1984361,1027.83606
2011-07-27,1148.949951,1154.650024,1138.150024,1147.150024,1012145,1030.080566
2011-07-28,1140,1144.900024,1120.300049,1129.550049,2046907,1016.936523
2011-07-29,1133,1142,1121.650024,1137,859569,1023.643799
2011-08-01,1142.400024,1149.900024,1125.099976,1135.25,991173,1022.068054
2011-08-02,1130.5,1134,1122.25,1130.650024,1012646,1017.926758
2011-08-03,1120,1125.699951,1095.349976,1110.349976,1532123,999.650208
2011-08-04,1110.050049,1119.5,1091.099976,1095.849976,1524647,986.596191
2011-08-05,1073.150024,1074,1028,1057.949951,2634694,952.47467
2011-08-08,1011.200012,1033.349976,996.599976,1005.349976,3274653,905.118835
2011-08-09,965,985.200012,947.700012,964.799988,4079635,868.61145
2011-08-10,999,1012,973.799988,984.049988,2974540,885.942322
