"Date","GMRINFRA.NS.Open","GMRINFRA.NS.High","GMRINFRA.NS.Low","GMRINFRA.NS.Close","GMRINFRA.NS.Volume","GMRINFRA.NS.Adjusted"
2007-05-15,43.07,43.07,42.187,42.873699,4619952,42.38879
2007-05-16,42.7756,46.111301,42.7756,45.522701,21464890,45.007828
2007-05-17,46.111301,46.503799,41.794498,44.933998,13395344,44.425785
2007-05-18,42.187,47.583,42.187,47.2887,27087765,46.753857
2007-05-21,47.583,47.583,46.307598,46.601898,21790374,46.074821
2007-05-22,46.700001,47.975399,46.601898,47.2887,18178737,46.753857
2007-05-23,47.2887,47.779202,45.817001,46.503799,12587999,45.977829
2007-05-24,46.503799,48.7603,46.013199,48.269699,18295300,47.723759
2007-05-25,47.779202,49.447102,47.190498,48.7603,27288052,48.208809
2007-05-28,49.0546,50.231899,48.7603,49.447102,19536101,48.887844
2007-05-29,49.8395,50.624401,49.5452,50.330002,16094254,49.760761
2007-05-30,49.0546,50.526299,48.1716,48.662201,30514629,48.111824
2007-05-31,48.7603,49.937599,48.367901,48.7603,14818757,48.208809
2007-06-01,49.0546,49.643299,48.662201,49.0546,12056826,48.499779
2007-06-04,49.0546,49.5452,47.484901,47.8773,9213098,47.335796
2007-06-05,47.8773,49.447102,47.386799,48.956501,22036742,48.402794
2007-06-06,49.250801,50.035702,47.8773,48.1716,22486537,47.62677
2007-06-07,47.8773,48.956501,47.583,48.466,17231802,47.917839
2007-06-08,47.681099,50.7225,47.681099,49.8395,43824446,49.275806
2007-06-11,50.918701,51.409199,49.937599,50.330002,36746101,49.760761
2007-06-12,49.0546,52.096001,48.7603,51.3111,26967277,50.730759
2007-06-13,51.114899,53.175201,51.114899,52.292198,34389656,51.70076
2007-06-14,52.782799,53.469501,52.390301,53.077099,29972417,52.476788
2007-06-15,53.2733,56.216599,52.979,55.333599,41007076,54.707764
2007-06-18,55.333599,56.609001,54.744999,55.333599,26406320,54.707764
2007-06-19,56.1185,58.0807,55.333599,57.295799,21135033,56.647774
2007-06-20,57.884399,58.473099,56.9034,57.590099,38071950,56.938744
2007-06-21,57.590099,59.257999,57.393902,58.865501,21116146,58.199722
2007-06-22,58.9636,60.6315,58.767399,60.435299,24449818,59.751762
2007-06-25,60.435299,65.144501,59.650398,63.869099,50959635,63.146725
2007-06-26,65.929398,68.283997,64.359703,67.793503,107558688,67.026749
2007-06-27,68.283997,73.0914,67.204803,68.872704,184421592,68.093742
2007-06-28,69.6576,70.8349,68.676498,69.461304,68227856,68.675682
2007-06-29,69.951897,73.974403,69.461304,73.483803,81534564,72.652687
2007-07-02,74.759201,76.427101,70.736801,75.151703,99632482,74.30172
2007-07-03,76.5252,76.917603,75.3479,75.740303,47612906,74.883659
2007-07-04,76.034698,76.427101,74.170601,74.661102,30785745,73.816673
2007-07-05,75.053596,75.3479,71.619698,73.876297,41583484,73.040741
2007-07-06,73.189499,74.464897,72.502701,72.698997,39404230,71.876755
2007-07-09,72.895203,73.778198,72.797096,73.0914,14466477,72.264717
2007-07-10,73.189499,78.1931,73.189499,77.800598,68238334,76.920654
2007-07-11,80.4496,82.804199,77.702499,82.117401,92136838,81.188637
2007-07-12,83.589104,96.147003,82.411797,93.301903,255582250,92.246643
2007-07-13,94.6754,98.992203,88.3964,89.279404,218264368,88.26963
2007-07-16,89.769997,91.535896,84.864502,87.022903,143527390,86.038658
2007-07-17,88.102097,88.9851,85.5513,88.003998,95643755,87.008652
2007-07-18,87.8078,87.8078,83.294701,85.158798,75956414,84.195641
2007-07-19,84.962601,85.943703,83.490997,83.8834,29233292,82.934662
2007-07-20,84.275803,87.905899,83.589104,86.434196,66318270,85.456612
2007-07-23,87.121002,94.871597,86.434196,94.184898,119896547,93.119652
2007-07-24,88.3964,97.422501,88.3964,91.2416,92793198,90.209641
2007-07-25,90.064301,93.007599,88.788902,91.339699,92095027,90.306625
2007-07-26,92.124603,93.007599,90.162399,90.849197,63587457,89.821678
2007-07-27,89.279404,89.769997,84.177696,85.355003,61890124,84.389618
2007-07-30,84.864502,85.845596,79.762802,80.547699,81517522,79.636688
2007-07-31,80.940102,82.804199,79.468498,82.313698,54714776,81.382713
2007-08-01,81.430702,81.430702,73.581902,74.2687,62484921,73.428711
2007-08-02,75.053596,78.389297,72.6008,75.249802,78679369,74.398712
2007-08-03,77.898697,82.804199,76.623299,81.6269,107667607,80.703682
2007-08-06,80.547699,82.019302,76.034698,81.332603,82647324,80.41272
2007-08-07,91.928398,91.928398,81.332603,82.411797,64534350,81.479706
2007-08-08,83.294701,84.668297,82.2155,83.8834,49433754,82.934662
2007-08-09,84.864502,86.1399,80.743896,81.332603,61881124,80.41272
2007-08-10,78.487396,81.823097,75.838402,81.0382,63095597,80.121643
2007-08-13,82.313698,83.8834,80.4496,81.332603,32927429,80.41272
2007-08-14,83.196602,83.196602,78.487396,78.977898,41099391,78.084641
2007-08-16,73.581902,76.5252,73.287598,74.170601,41127768,73.331718
2007-08-17,73.581902,77.310097,71.325401,74.857399,59511235,74.01075
2007-08-20,83.294701,83.294701,73.778198,75.249802,27743198,74.398712
2007-08-21,75.936501,75.936501,70.8349,71.325401,36844593,70.518692
2007-08-22,71.717796,73.0914,65.635101,71.031097,107154771,70.227722
2007-08-23,75.838402,75.838402,68.283997,68.970802,68373520,68.190727
2007-08-24,69.265099,72.404602,68.480202,70.8349,47245194,70.033745
2007-08-27,71.816002,73.974403,71.619698,73.385696,30284090,72.555687
2007-08-28,71.619698,78.683601,71.619698,78.1931,77420701,77.308716
2007-08-29,73.581902,81.234497,73.581902,80.842003,104797602,79.927658
2007-08-30,81.921204,83.785301,78.291199,78.977898,157180314,78.084641
2007-08-31,79.468498,81.136299,78.7817,79.174202,74666689,78.278725
2007-09-03,80.743896,80.743896,78.683601,79.174202,44158991,78.278725
2007-09-04,78.487396,80.253403,78.487396,79.075996,45631513,78.181633
2007-09-05,79.468498,79.860901,77.310097,77.702499,41523521,76.823669
2007-09-06,76.917603,80.4496,76.721397,79.664703,90583661,78.76368
2007-09-07,78.291199,79.959,76.132797,76.427101,54752978,75.562691
2007-09-10,75.544098,77.898697,75.151703,76.917603,47597475,76.047646
2007-09-11,77.702499,79.272301,75.544098,76.230904,55889599,75.368713
2007-09-12,77.310097,77.996803,76.230904,77.408203,39686364,76.5327
2007-09-13,77.800598,77.996803,76.329002,77.015701,47190989,76.144638
2007-09-14,77.800598,78.291199,74.857399,75.3479,51964301,74.495705
2007-09-17,75.740303,78.389297,75.3479,75.642197,92313702,74.786667
2007-09-18,75.936501,76.427101,75.053596,75.838402,26720888,74.980652
2007-09-19,77.604401,78.683601,77.015701,77.506302,43516595,76.629684
2007-09-20,78.291199,80.4496,76.917603,78.977898,67752498,78.084641
2007-09-21,79.959,79.959,77.996803,78.487396,50850624,77.599686
2007-09-24,79.075996,82.902298,78.977898,81.724998,105089614,80.800674
2007-09-25,83.000397,87.415298,82.411797,84.864502,134173266,83.904663
2007-09-26,85.355003,85.747498,80.547699,81.136299,77963290,80.218636
2007-09-27,82.019302,84.668297,79.959,83.589104,124446425,82.643692
2007-09-28,87.709702,87.709702,83.000397,85.330498,20750572,84.365387
2007-10-01,86.704002,89.5737,84.373901,87.758698,27045357,86.766129
2007-10-03,89.671799,92.884903,81.307999,88.666199,29313152,87.663368
2007-10-04,88.788902,89.279404,86.017303,87.219101,16050495,86.232635
2007-10-05,88.200203,88.273804,84.398499,85.036201,10745942,84.074425
2007-10-08,83.4664,86.581398,75.985603,78.438301,21472502,77.551147
2007-10-09,76.059196,82.853203,74.636597,82.313698,18865008,81.382713
2007-10-10,83.540001,84.864502,82.117401,83.0495,17491299,82.110191
2007-10-11,83.392899,87.194603,82.656998,85.8946,15550317,84.923111
2007-10-12,84.864502,87.121002,83.172096,83.834297,19645760,82.886116
2007-10-15,84.619202,86.532303,84.619202,85.796501,10867586,84.826126
2007-10-16,85.845596,87.071999,83.515503,84.913597,14615633,83.953209
2007-10-17,80.940102,82.387199,69.436798,81.8722,15520991,80.946213
2007-10-18,83.392899,85.845596,76.623299,78.389297,16357962,77.502701
2007-10-19,77.015701,79.223198,69.902802,72.110298,19809297,71.294716
2007-10-22,70.638603,73.8517,67.695396,72.6008,15089282,71.779671
2007-10-23,74.563004,77.506302,74.072502,76.7705,7625641,75.902214
2007-10-24,78.487396,79.910004,76.9422,78.291199,12880410,77.405708
2007-10-25,78.487396,78.879799,74.563004,75.421501,18650604,74.568474
2007-10-26,76.157303,79.296799,75.544098,77.726997,9115042,76.847885
2007-10-29,78.487396,80.155296,78.315697,79.002502,12420476,78.108963
2007-10-30,79.934502,85.355003,78.168503,82.8778,26698962,81.940437
2007-10-31,82.902298,87.8078,82.902298,86.998398,26322065,86.014427
2007-11-01,88.788902,91.2416,86.115402,87.268204,33901343,86.281181
2007-11-02,85.355003,90.211403,83.589104,89.745399,20160894,88.730354
2007-11-05,89.769997,96.539497,88.371902,93.645302,34669249,92.586151
2007-11-06,94.6754,101.053001,94.454697,96.613098,36674242,95.520386
2007-11-07,98.1092,100.513,90.775597,95.9263,29371452,94.841354
2007-11-08,93.694298,103.456001,89.843498,101.249001,45986536,100.103851
2007-11-12,103.504997,106.203003,93.767899,100.242996,51436516,99.109222
2007-11-13,100.463997,102.376999,98.722397,99.875198,20808731,98.74559
2007-11-14,101.053001,103.700996,100.684998,102.670998,27506547,101.509773
2007-11-15,103.775002,114.002998,103.775002,111.353996,66575145,110.094559
2007-11-16,111.353996,115.278,108.459999,112.947998,26714962,111.67054
2007-11-19,114.296997,124.254997,114.296997,122.661003,36959096,121.273682
2007-11-20,122.637001,127.248001,119.349998,121.386002,31705923,120.0131
2007-11-21,120.183998,124.156998,108.165001,109.906998,29445908,108.663925
2007-11-22,110.862999,116.209999,107.209,114.690002,44979797,113.392838
2007-11-23,116.75,120.429001,114.542999,119.839996,27198527,118.484581
2007-11-26,121.654999,121.875999,114.419998,118.711998,26738560,117.369347
2007-11-27,117.117996,121.410004,113.316002,120.600998,24324576,119.236977
2007-11-28,122.637001,125.309998,119.473,121.484001,39996898,120.109993
2007-11-29,122.637001,124.844002,117.975998,119.324997,25077577,117.97541
2007-11-30,122.047997,126.095001,120.674004,125.138,38361023,123.722664
2007-12-03,127.051003,128.744003,126.07,127.100998,18567281,125.66346
2007-12-04,128.302002,128.916,124.648003,127.027,13006047,125.590294
2007-12-05,128.154999,130.632004,126.07,129.063004,21113373,127.603279
2007-12-06,129.994995,132.348999,124.917999,126.291,34077535,124.862625
2007-12-07,127.418999,127.542,117.779999,119.595001,36404249,118.242355
2007-12-10,119.643997,121.410004,114.444,117.829002,20795232,116.49633
2007-12-11,117.877998,121.999001,117.731003,119.668999,13266897,118.315521
2007-12-12,117.731003,120.919998,116.75,119.447998,11023347,118.097015
2007-12-13,120.183998,125.040001,118.834999,119.570999,23529529,118.218628
2007-12-14,122.586998,122.586998,117.755997,118.271004,18600028,116.933334
2007-12-17,119.203003,119.203003,107.919998,109.882004,20023034,108.639214
2007-12-18,111.845001,116.137001,110.421997,115.524002,23627809,114.2174
2007-12-19,116.75,119.889,115.792999,117.558998,25734728,116.229378
2007-12-20,117.731003,118.663002,115.327003,116.112,15120986,114.798752
2007-12-24,118.050003,119.056,116.921997,117.681999,6596677,116.35099
2007-12-26,118.246002,122.833,118.246002,121.459,27903280,120.085274
2007-12-27,122.637001,123.348,118.294998,119.153999,35898185,117.806343
2007-12-28,117.731003,122.882004,117.731003,122.268997,17723458,120.886108
2007-12-31,123.617996,124.573997,120.454002,121.705002,18233094,120.328491
2008-01-01,122.538002,123.814003,120.698997,122.759003,9216887,121.370575
2008-01-02,123.322998,123.495003,120.233002,121.999001,6584458,120.619164
2008-01-03,120.183998,125.088997,119.693001,123.716003,18611519,122.31675
2008-01-04,123.617996,127.737999,122.637001,123.912003,24360138,122.510529
2008-01-07,120.379997,125.040001,120.379997,122.146004,9925732,120.764503
2008-01-08,123.126999,124.550003,118.809998,120.331001,20204319,118.970032
2008-01-09,120.331001,120.331001,115.278,116.137001,11394038,114.823463
2008-01-10,116.724998,118.907997,110.936996,112.310997,10247265,111.040733
2008-01-11,112.825996,114.640999,107.919998,110.471001,13528108,109.22155
2008-01-14,111.845001,113.806999,109.931,110.740997,12011599,109.488495
2008-01-15,112.825996,113.168999,107.675003,108.630997,8317363,107.402359
2008-01-16,107.650002,108.336998,103.996002,107.085999,18647043,105.87484
2008-01-17,107.43,108.828003,105.908997,106.987999,12939972,105.777946
2008-01-18,106.448997,106.939003,98.1092,99.090302,13775952,97.969574
2008-01-21,98.5998,99.335602,73.581902,83.221199,38472780,82.279953
2008-01-22,85.845596,85.845596,54.499699,76.549698,38624709,75.683907
2008-01-23,77.506302,88.298302,77.506302,84.7173,27215039,83.759125
2008-01-24,85.845596,90.702003,77.015701,79.542099,21563833,78.642456
2008-01-25,85.845596,96.981003,80.964699,95.239502,24849550,94.162323
2008-01-28,92.222702,93.105698,85.723,92.0755,16299829,91.034111
2008-01-29,93.203796,95.558403,88.298302,90.456703,10961534,89.433617
2008-01-30,93.203796,93.203796,85.453102,86.753098,10214910,85.771904
2008-01-31,87.660599,90.113297,81.479698,84.005997,23889153,83.05587
2008-02-01,87.8078,88.200203,82.411797,86.066299,13308015,85.092873
2008-02-04,89.132202,92.4189,87.636101,90.702003,12555337,89.676147
2008-02-05,89.720901,93.645302,88.298302,92.198196,9514509,91.155418
2008-02-06,87.8078,89.279404,83.957001,86.483299,19341306,85.505157
2008-02-07,87.758698,89.034103,82.411797,83.123001,13771733,82.182861
2008-02-08,85.649399,85.649399,77.800598,79.149597,14913323,78.254402
2008-02-11,82.804199,82.804199,71.546204,74.612099,19350139,73.768219
2008-02-12,80.842003,80.842003,69.167,70.1726,11246776,69.378937
2008-02-13,73.434799,75.544098,70.638603,72.232903,18097484,71.415939
2008-02-14,76.917603,82.117401,74.023399,81.381599,13801420,80.461151
2008-02-15,79.664703,84.987099,77.089302,84.030602,19671124,83.080193
2008-02-18,85.821098,86.336098,82.0439,82.681602,11515621,81.746452
2008-02-19,84.349403,85.845596,83.343803,84.153198,10166254,83.201408
2008-02-20,82.902298,85.698402,81.013702,84.619202,18408024,83.66214
2008-02-21,86.237999,90.554802,85.649399,90.137901,28599386,89.118423
2008-02-22,88.935997,89.181297,85.943703,86.777603,8618620,85.796127
2008-02-25,87.8078,88.003998,83.221199,86.630501,9427514,85.650688
2008-02-26,88.102097,90.260498,87.219101,89.794502,12274685,88.778908
2008-02-27,90.726501,91.732101,86.630501,87.464401,11648795,86.475159
2008-02-28,88.053001,88.053001,85.207901,86.5569,12655043,85.577919
2008-02-29,85.600304,88.494499,83.515503,85.747498,11256915,84.777679
2008-03-03,82.902298,83.294701,77.089302,78.340202,15406718,77.454155
2008-03-04,78.830803,79.468498,74.563004,76.3535,11692395,75.489922
2008-03-05,77.015701,77.261002,74.317703,76.647797,8972935,75.780899
2008-03-07,75.495102,75.495102,67.9897,71.6688,23633917,70.858215
2008-03-10,71.129204,76.7705,66.616203,75.642197,18701609,74.786667
2008-03-11,73.581902,81.062798,73.581902,80.768402,14496345,79.854889
2008-03-12,83.392899,85.060699,76.647797,77.162903,13069136,76.290176
2008-03-13,73.630997,76.230904,72.110298,73.385696,12506043,72.555687
2008-03-14,74.808296,75.544098,71.4235,74.783798,15055349,73.937981
2008-03-17,72.6008,72.6008,66.223701,67.425598,12357287,66.663002
2008-03-18,66.174698,69.559402,63.820099,66.4935,17649944,65.741447
2008-03-19,68.676498,71.129204,63.820099,64.335098,17112221,63.607456
2008-03-24,72.6008,72.6008,61.3428,61.956001,16335077,61.255264
2008-03-25,63.035198,69.559402,62.839001,68.553802,26768131,67.778442
2008-03-26,71.129204,72.6008,67.7444,71.374496,20372404,70.567238
2008-03-27,71.864998,74.563004,66.959602,73.704597,18955253,72.870979
2008-03-28,75.544098,77.408203,73.385696,76.745903,17005155,75.877892
2008-03-31,75.666702,75.936501,72.159302,73.042297,16366289,72.216171
2008-04-01,74.072502,74.759201,70.761299,72.478203,8955493,71.658455
2008-04-02,74.464897,77.015701,71.202797,72.649902,8464981,71.828217
2008-04-03,72.576302,73.0914,69.6576,70.221703,9704158,69.427483
2008-04-04,70.638603,71.472603,68.283997,69.044403,8219344,68.263496
2008-04-07,69.363197,72.355598,68.676498,70.540497,8008630,69.742668
2008-04-08,70.221703,70.8349,68.455704,68.823601,7181585,68.045189
2008-04-09,68.9217,70.5896,68.185898,69.6576,7324419,68.869759
2008-04-10,70.050003,70.982002,68.676498,68.897202,7179169,68.117958
2008-04-11,70.5896,70.5896,69.167,69.902802,6354087,69.112183
2008-04-15,68.799103,71.251801,68.185898,70.883904,6428033,70.082191
2008-04-16,71.889503,75.445999,71.6688,73.606499,14123966,72.773994
2008-04-17,75.053596,75.887497,74.121498,74.759201,8640283,73.913658
2008-04-21,75.789398,78.0214,74.759201,75.813904,9722102,74.956429
2008-04-22,75.298798,79.934502,75.2743,79.345802,14037251,78.448387
2008-04-23,79.959,80.792999,78.045898,79.321297,11364889,78.424156
2008-04-24,80.179802,80.4496,75.593201,76.476196,12220421,75.611237
2008-04-25,77.408203,77.898697,74.685699,76.721397,5744554,75.853668
2008-04-28,77.064796,78.683601,75.544098,77.138397,5196813,76.265945
2008-04-29,76.181801,78.879799,75.887497,78.266602,13434704,77.381386
2008-04-30,78.830803,80.694801,78.266602,79.027,22730039,78.133186
2008-05-02,79.959,81.823097,79.591103,80.2043,15143711,79.297173
2008-05-05,80.940102,83.343803,80.940102,81.602402,17697905,80.679459
2008-05-06,81.921204,82.362701,76.329002,77.506302,14578929,76.629684
2008-05-07,77.113899,78.708099,75.568604,76.868599,11679905,75.999199
2008-05-08,76.476196,76.966698,75.053596,75.985603,6331734,75.12619
2008-05-09,75.2743,76.230904,71.864998,72.6744,7062309,71.85244
2008-05-12,72.306503,74.023399,70.344299,73.876297,9277773,73.040741
2008-05-13,71.399002,75.004501,70.785797,71.227303,10607399,70.421707
2008-05-14,72.6008,72.6008,69.804703,71.325401,10829003,70.518692
2008-05-15,72.698997,73.017799,71.619698,72.551804,8868539,71.731224
2008-05-16,72.6008,75.127197,70.687698,74.612099,16301733,73.768219
2008-05-20,79.959,79.959,72.993301,74.072502,12918327,73.234726
2008-05-21,73.532898,75.028999,72.355598,74.121498,19298456,73.283173
2008-05-22,74.636597,74.636597,70.393402,70.8349,11896242,70.033745
2008-05-23,71.766899,71.816002,67.695396,67.965202,11645596,67.196503
2008-05-26,66.223701,67.204803,64.752098,65.561501,9393370,64.819984
2008-05-27,66.567101,67.597298,65.340797,65.782204,13885481,65.038193
2008-05-28,67.204803,69.6576,65.7332,69.044403,20628369,68.263496
2008-05-29,70.859398,70.859398,65.120003,65.7332,15775199,64.989746
2008-05-30,68.136902,68.136902,64.850197,65.512398,9777091,64.771439
2008-06-02,66.567101,66.616203,62.323898,63.084202,7478925,62.370708
2008-06-03,62.446499,63.452099,60.239101,62.863499,13634901,62.152496
2008-06-04,63.722,63.722,58.154301,58.767399,12568502,58.102726
2008-06-05,60.0919,61.073002,57.884399,60.410801,16596286,59.727543
2008-06-06,61.735199,61.735199,58.865501,59.037201,6673826,58.369476
2008-06-09,55.063801,57.8354,53.2733,55.8242,16688116,55.192814
2008-06-10,55.333599,56.4128,51.360199,52.635601,17513268,52.040279
2008-06-11,53.960098,54.818501,52.120499,53.2733,15901024,52.670769
2008-06-12,53.960098,56.388302,50.526299,52.635601,17905123,52.040279
2008-06-13,51.580898,53.6903,51.065899,51.703602,16167847,51.118824
2008-06-16,52.586601,55.137402,52.586601,53.862,25416626,53.252808
2008-06-17,53.812901,55.922298,53.101601,55.505299,21437806,54.877522
2008-06-18,56.314701,56.6581,53.175201,53.543098,14870035,52.937515
2008-06-19,53.175201,53.175201,51.752602,52.4884,9753428,51.894745
2008-06-20,53.396,53.396,49.5452,50.0112,13917154,49.44556
2008-06-23,49.7169,50.4282,46.896198,47.509399,12809087,46.972057
2008-06-24,47.975399,49.397999,46.650902,47.4603,19439923,46.923512
2008-06-25,48.466,49.986698,46.601898,48.662201,16453967,48.111824
2008-06-26,50.231899,50.894199,46.650902,46.896198,19993269,46.365791
2008-06-27,46.013199,46.013199,43.168098,43.4133,20411656,42.922287
2008-06-30,44.345402,44.345402,38.753201,39.3909,19358519,38.945377
2008-07-01,39.488998,41.426601,37.477699,39.611599,30539758,39.163586
2008-07-02,39.783298,43.854801,38.139999,43.168098,27062799,42.679859
2008-07-03,43.020901,43.020901,38.5569,39.881401,20005653,39.430336
2008-07-04,40.2248,42.7756,39.145599,42.137901,20986213,41.661312
2008-07-07,42.677502,45.301899,42.677502,43.4869,20534782,42.995056
2008-07-08,42.187,43.3643,39.758801,42.236,13059484,41.758305
2008-07-09,43.830299,45.130199,43.290699,44.762299,12394168,44.256027
2008-07-10,44.4925,46.552799,44.050999,46.258499,18504064,45.735306
2008-07-11,46.945301,47.0924,42.236,42.971901,21036221,42.485878
2008-07-14,42.5303,44.100101,41.500198,42.996399,14028650,42.510101
2008-07-15,42.187,42.432301,41.034199,41.622799,11188828,41.152039
2008-07-16,41.2304,42.677502,38.753201,39.292801,16300987,38.848392
2008-07-17,40.592701,41.549301,39.611599,40.5191,15931295,40.060822
2008-07-18,40.8134,41.6964,40.2248,41.353001,14839734,40.885288
