"Date","GMRINFRA.NS.Open","GMRINFRA.NS.High","GMRINFRA.NS.Low","GMRINFRA.NS.Close","GMRINFRA.NS.Volume","GMRINFRA.NS.Adjusted"
2008-07-21,41.6474,42.456799,39.537998,40.666302,13353063,40.20636
2008-07-22,40.838001,42.383202,40.2738,41.721001,10810024,41.249126
2008-07-23,44.1492,45.032101,43.4133,44.296299,32901662,43.7953
2008-07-24,45.130199,47.435799,44.394402,45.424599,26185538,44.910839
2008-07-25,44.541599,45.522701,43.6586,44.6642,12037115,44.159039
2008-07-28,45.0812,45.3265,44.418999,44.737801,7522327,44.231808
2008-07-29,43.6586,44.541599,41.304001,41.6474,11737659,41.176357
2008-07-30,43.560501,43.805801,42.309601,43.560501,10465171,43.067825
2008-07-31,44.100101,46.258499,41.892601,45.547199,30515214,45.032051
2008-08-01,43.4133,49.0056,43.4133,48.490501,30905801,47.942062
2008-08-04,48.269699,51.4828,47.8773,50.231899,32680382,49.663765
2008-08-05,49.5452,52.071499,49.5452,51.752602,19979022,51.167267
2008-08-06,52.929901,53.960098,49.496101,49.741402,23002576,49.178814
2008-08-07,49.5452,50.4282,48.441399,49.3489,17490279,48.790756
2008-08-08,49.0546,50.624401,48.564098,49.962101,14943836,49.397022
2008-08-11,50.796101,52.905399,50.526299,52.243198,19876544,51.652317
2008-08-12,52.4884,55.014801,51.041302,54.2789,30850719,53.664993
2008-08-13,53.003502,54.254398,51.948799,52.463902,23721642,51.870525
2008-08-14,51.997898,52.292198,49.863998,50.084801,11965909,49.51833
2008-08-18,49.7659,50.697899,48.564098,49.643299,7971537,49.081825
2008-08-19,49.103699,51.164001,49.0546,50.4282,13304865,49.857845
2008-08-20,50.820599,52.071499,50.7715,51.2621,8811863,50.682316
2008-08-21,50.7715,51.335701,49.0546,49.569698,9651756,49.009056
2008-08-22,49.5452,50.354599,48.122601,49.962101,9249425,49.397022
2008-08-25,50.820599,51.213001,49.2999,49.422501,5846960,48.863522
2008-08-26,44.1492,49.986698,44.1492,49.5942,9141135,49.033279
2008-08-27,58.865501,58.865501,48.637699,49.152699,6357709,48.596771
2008-08-28,46.724499,50.501701,46.724499,49.397999,12867791,48.839294
2008-08-29,51.0168,51.213001,50.0602,50.575298,7071540,50.003281
2008-09-01,49.913101,50.182899,49.0056,49.520599,6221159,48.96051
2008-09-02,49.128201,51.752602,49.128201,51.4828,11606583,50.90052
2008-09-04,50.9678,52.414902,50.330002,51.899799,9967661,51.312805
2008-09-05,50.747002,51.286598,50.035702,50.354599,6357948,49.785076
2008-09-08,53.469501,53.469501,51.041302,51.458302,5911847,50.876297
2008-09-09,51.507401,51.507401,50.084801,50.403599,7165623,49.833523
2008-09-10,49.986698,50.7715,48.2943,48.514999,8112916,47.966286
2008-09-11,48.269699,48.441399,47.190498,47.8773,6741850,47.335796
2008-09-12,48.564098,48.8829,46.356602,46.6264,7546580,46.099045
2008-09-15,45.817001,45.817001,42.064301,45.130199,11001062,44.61977
2008-09-16,44.1492,45.498199,41.9417,45.007599,8963910,44.498554
2008-09-17,45.6208,45.6208,42.432301,42.9473,7942573,42.461555
2008-09-18,40.739899,44.247299,38.753201,43.756699,11220778,43.261803
2008-09-19,45.3265,47.484901,43.266201,44.517101,10119528,44.013607
2008-09-22,45.179298,45.3755,43.9039,44.345402,5668194,43.843845
2008-09-23,43.118999,44.7869,42.996399,44.0756,6997692,43.577095
2008-09-24,48.073502,48.073502,44.173698,44.835899,5153865,44.328796
2008-09-25,45.130199,45.130199,43.118999,43.830299,11648695,43.334572
2008-09-26,43.6586,43.683102,41.745499,42.579399,5515313,42.09782
2008-09-29,42.4813,42.4813,38.998402,40.568199,8307674,40.109364
2008-09-30,39.243698,43.830299,38.066399,43.266201,11190822,42.776852
2008-10-01,44.0756,45.032101,42.334099,43.560501,7920282,43.067825
2008-10-03,43.168098,43.168098,40.249298,40.666302,6037568,40.20636
2008-10-06,40.2248,40.4701,37.355099,38.777699,7092525,38.339115
2008-10-07,39.243698,40.6418,36.791,38.311699,5172347,37.878387
2008-10-08,37.772099,37.772099,32.6213,34.8288,12476717,34.434879
2008-10-10,32.768501,33.774101,28.2064,29.089399,11360696,28.760391
2008-10-13,29.4328,31.959101,29.4328,31.223301,8857037,30.870159
2008-10-14,32.8666,34.779701,32.130798,33.6269,13961466,33.246571
2008-10-15,33.062801,33.1119,30.0459,31.664801,10022840,31.306665
2008-10-16,28.7705,32.964699,28.7705,31.983601,7709211,31.621859
2008-10-17,32.277901,33.528801,29.089399,29.9478,14341638,29.609085
2008-10-20,30.781799,31.1252,28.697001,29.0403,11435916,28.711847
2008-10-21,29.629,31.1497,29.530899,30.3403,8185698,29.997145
2008-10-22,29.4818,32.425098,29.4818,31.4685,9384390,31.112585
2008-10-23,29.4328,31.1497,29.285601,30.1686,6583457,29.827387
2008-10-24,29.8743,30.291201,25.7292,27.127199,7462317,26.820385
2008-10-27,27.0781,29.138399,22.319901,24.282,8051990,24.007364
2008-10-29,25.998899,30.536501,23.5462,25.4839,27650285,25.195671
2008-10-31,26.146099,26.98,23.3745,24.870701,13028288,24.589407
2008-11-03,25.998899,26.832899,24.7971,25.557501,13331495,25.26844
2008-11-04,25.5084,28.4517,24.8216,28.255501,21979225,27.935925
2008-11-05,29.4328,32.351501,28.844101,29.4573,28627235,29.124132
2008-11-06,28.6479,32.1063,27.5196,30.561001,20980073,30.215349
2008-11-07,30.561001,33.6269,29.7271,32.989201,18764284,32.616085
2008-11-10,34.1175,38.777699,33.357101,38.0909,20088909,37.660088
2008-11-11,38.409801,38.409801,33.479801,34.240101,16500446,33.85284
2008-11-12,32.9156,36.741901,31.517599,32.645901,22002211,32.276669
2008-11-14,33.357101,34.8288,29.7026,30.3158,15995786,29.972921
2008-11-17,31.8365,31.8365,28.697001,29.579901,8572840,29.245346
2008-11-18,28.598801,30.3403,27.838499,28.9667,11105790,28.63908
2008-11-19,29.3592,30.291201,25.998899,26.293301,12583608,25.995916
2008-11-20,25.3612,27.2253,24.183901,26.98,16235543,26.67485
2008-11-21,27.4706,27.863001,25.0179,26.881901,12691078,26.577862
2008-11-24,26.881901,27.7649,25.557501,25.9744,10894568,25.680622
2008-11-25,26.4895,28.329,26.3423,26.9065,16923448,26.602182
2008-11-26,26.98,27.8876,26.0235,26.857401,7940055,26.553638
2008-11-28,24.7726,26.98,24.7726,26.2197,10909274,25.923149
2008-12-01,25.998899,27.9366,25.7537,26.2442,11547995,25.947372
2008-12-02,25.5084,26.6367,25.0669,26.121599,12954107,25.826159
2008-12-03,26.710199,27.421499,26.366899,26.9065,14963339,26.602182
2008-12-04,27.1763,30.8554,26.7838,29.7761,21289771,29.439327
2008-12-05,30.1686,30.978001,28.010201,28.7705,16721779,28.445099
2008-12-08,29.9478,31.6402,29.113899,29.7026,15664046,29.366657
2008-12-10,30.4629,31.2969,29.849701,30.978001,15392669,30.627632
2008-12-11,31.395,32.9156,31.1252,32.425098,19003758,32.058365
2008-12-12,31.100599,32.670399,30.0459,31.7383,18123841,31.379333
2008-12-15,31.91,33.798599,31.861,32.1063,13675793,31.743172
2008-12-16,31.7383,34.215599,31.689301,33.1609,15884781,32.785843
2008-12-17,33.357101,34.215599,31.247801,31.959101,15324076,31.597637
2008-12-18,31.8855,34.926899,31.395,34.1175,11861154,33.731625
2008-12-19,33.945801,36.153301,33.6269,35.098598,27873917,34.701626
2008-12-22,35.466499,36.7174,35.196701,36.3004,14552432,35.889835
2008-12-23,36.153301,36.5457,34.975899,36.104198,19254258,35.695854
2008-12-24,35.809898,36.423,34.191101,34.951401,11527206,34.556091
2008-12-26,35.245701,36.374001,32.6213,33.2836,8786373,32.907154
2008-12-29,32.5723,36.177799,31.6157,35.515499,9544331,35.113811
2008-12-30,36.055099,37.281502,34.387299,36.987202,13136828,36.568871
2008-12-31,37.281502,38.2626,36.570202,37.723,10611415,37.296345
2009-01-02,37.894699,42.137901,37.330601,41.77,28739465,41.297573
2009-01-05,42.3587,42.653,40.126701,40.9851,16360873,40.521553
2009-01-06,40.2248,41.598301,38.5079,39.9795,11116941,39.527325
2009-01-07,40.2248,40.9361,34.5345,35.515499,9920532,35.113811
2009-01-09,35.564602,35.564602,30.4629,32.842098,15391708,32.47065
2009-01-12,32.8666,37.526798,31.934601,36.275902,16627023,35.865612
2009-01-13,35.809898,36.643799,32.964699,35.0005,10610344,34.604637
2009-01-14,34.8288,38.458801,33.479801,37.992802,13641186,37.563095
2009-01-15,36.741901,36.791,34.362801,34.951401,8983933,34.556091
2009-01-16,35.4174,36.741901,34.951401,35.687199,6607953,35.283569
2009-01-19,35.809898,38.041901,35.0741,37.404099,10406486,36.981052
2009-01-20,36.791,37.232498,36.325001,36.5947,7641211,36.180805
2009-01-21,35.858898,38.2626,35.613701,37.0853,13800835,36.665859
2009-01-22,37.7966,38.6796,35.466499,37.8456,12015254,37.417557
2009-01-23,37.330601,37.8456,34.975899,35.613701,12885551,35.210903
2009-01-27,35.981602,37.477699,35.564602,36.815498,6270945,36.399109
2009-01-28,36.791,37.992802,35.8344,37.747501,5879946,37.320572
2009-01-29,38.0173,38.6796,35.858898,36.913601,10378064,36.496101
2009-01-30,35.7118,36.889099,35.221199,36.104198,6482101,35.695854
2009-02-02,35.809898,36.447601,34.387299,34.926899,5944107,34.531868
2009-02-03,35.270302,36.0061,33.4552,33.675999,7412154,33.295116
2009-02-04,34.092999,35.196701,33.602402,34.681599,7033503,34.289341
2009-02-05,34.3382,34.779701,33.479801,34.264599,5325195,33.877056
2009-02-06,34.632599,41.1078,34.5835,36.3004,7823265,35.889835
2009-02-09,36.791,41.058701,35.981602,40.4701,23084978,40.012375
2009-02-10,40.2248,41.598301,38.311699,38.9739,13720276,38.533096
2009-02-11,38.2626,39.8078,37.404099,39.2192,8686764,38.775623
2009-02-12,38.654999,39.881401,37.821098,38.164501,6558968,37.732853
2009-02-13,38.311699,39.5625,38.311699,38.7286,4497941,38.290573
2009-02-16,38.753201,39.832401,37.8456,38.826698,9524828,38.387558
2009-02-17,37.821098,38.998402,37.624901,38.753201,6191189,38.314892
2009-02-18,38.483299,40.175701,37.894699,39.292801,9988327,38.848392
2009-02-19,39.537998,40.1021,38.6796,38.998402,6297953,38.557323
2009-02-20,38.311699,38.7286,37.404099,38.311699,3747382,37.878387
2009-02-24,37.772099,37.9683,36.815498,37.649399,5891337,37.223576
2009-02-25,38.605999,38.8022,36.619301,36.864601,6468594,36.447655
2009-02-26,37.183399,39.145599,36.9627,38.581501,7581679,38.145138
2009-02-27,38.704102,39.145599,38.0173,38.7286,6783302,38.290573
2009-03-02,38.458801,38.458801,36.864601,37.1343,3516285,36.714306
2009-03-03,37.306,38.2136,36.7174,36.987202,3691893,36.568871
2009-03-04,37.526798,37.575802,35.515499,35.908001,5989882,35.501873
2009-03-05,36.104198,36.741901,34.215599,34.632599,5252604,34.240894
2009-03-06,33.896702,34.755199,32.8666,34.1665,6017248,33.780071
2009-03-09,33.8722,34.5835,33.0383,33.479801,3957346,33.101139
2009-03-12,34.3382,34.558998,33.7005,33.945801,3007380,33.561867
2009-03-13,34.558998,38.115398,34.3382,37.355099,9010872,36.932606
2009-03-16,37.772099,38.2136,36.9627,37.919201,7220784,37.490326
2009-03-17,37.8456,40.715302,37.7966,40.249298,11204182,39.794071
2009-03-18,40.4701,41.794498,38.998402,39.537998,13338599,39.090816
2009-03-19,40.126701,43.266201,39.292801,42.260601,20105383,41.782627
2009-03-20,42.677502,43.511501,41.4757,42.9473,21984984,42.461555
2009-03-23,43.217098,44.3209,42.236,43.879398,11175989,43.38311
2009-03-24,42.726601,46.4547,42.726601,44.124599,22160567,43.625542
2009-03-25,43.707699,48.564098,43.707699,47.803699,21411296,47.263027
2009-03-26,47.632,50.4282,46.356602,48.098,18594459,47.554001
2009-03-27,48.1716,49.5452,45.964199,48.7603,18023925,48.208809
2009-03-30,47.926399,48.269699,44.983101,46.2094,10668940,45.68676
2009-03-31,46.3811,47.435799,45.032101,46.528301,10284300,46.002056
2009-04-01,46.8717,48.196201,46.111301,47.901798,7782668,47.36002
2009-04-02,49.2999,50.280998,48.5886,49.079201,10085197,48.524105
2009-04-06,50.035702,51.3111,49.201801,49.7169,6615310,49.154591
2009-04-08,49.790401,54.205299,46.896198,53.665699,18358650,53.058727
2009-04-09,54.892101,56.314701,51.605499,52.807301,11554975,52.210041
2009-04-13,52.218601,53.862,51.4828,52.341301,6761433,51.74931
2009-04-15,51.899799,56.4128,50.526299,54.671398,16838473,54.053055
2009-04-16,55.873199,56.1185,50.5508,51.801701,11680215,51.215813
2009-04-17,52.4394,54.622299,52.047001,53.420502,8774264,52.816307
2009-04-20,51.679001,60.459801,51.679001,58.792,25568375,58.127048
2009-04-21,59.601398,59.8466,56.633598,57.712799,20471542,57.060055
2009-04-22,58.816502,60.705101,55.7015,57.786301,19973591,57.132725
2009-04-23,57.884399,58.6203,55.186501,57.639198,13437057,56.987289
2009-04-24,57.393902,58.693901,56.1675,56.682598,7603606,56.041508
2009-04-27,54.9412,57.786301,53.5186,55.750599,9908027,55.120049
2009-04-28,55.431702,56.584499,52.758202,53.469501,8285917,52.86475
2009-04-29,54.205299,56.143002,53.248798,55.431702,8685062,54.80476
2009-04-30,55.480801,55.480801,55.480801,55.480801,0,54.853298
2009-05-04,55.480801,58.375,55.480801,57.197701,10124716,56.550781
2009-05-05,57.639198,60.0429,56.4128,58.5467,15398169,57.884525
2009-05-06,59.257999,60.288101,55.603401,56.5354,12896981,55.895973
2009-05-07,57.2467,58.105202,55.9958,56.976898,10374744,56.332478
2009-05-08,57.393902,57.737301,54.9902,57.443001,7950322,56.793308
2009-05-11,58.252399,58.693901,54.4506,54.892101,6761202,54.271259
2009-05-12,55.382702,57.393902,54.2299,56.878799,8483613,56.235489
2009-05-13,57.393902,57.786301,54.033699,54.597801,9573339,53.980289
2009-05-14,54.205299,55.4072,51.801701,55.137402,7349139,54.513786
2009-05-15,55.750599,57.737301,55.063801,55.627899,9096377,54.998737
2009-05-18,60.288101,72.110298,60.288101,67.351997,127285,66.590233
2009-05-19,71.129204,77.481796,59.6749,75.028999,42950055,74.180405
2009-05-20,72.6008,81.406097,69.829201,77.726997,23166946,76.847885
2009-05-21,77.506302,84.864502,77.506302,83.515503,37104820,82.570923
2009-05-22,83.8834,85.183296,79.051498,82.730598,23744881,81.794899
2009-05-25,83.392899,84.104103,79.615601,80.891098,12103826,79.976204
2009-05-26,82.411797,84.570198,76.157303,77.236504,25302382,76.362946
2009-05-27,79.027,82.068398,79.027,80.302399,22320958,79.394157
2009-05-28,80.4496,82.411797,78.904404,79.664703,20390732,78.76368
2009-05-29,80.940102,83.098503,79.468498,80.719398,26076841,79.806442
2009-06-01,81.921204,86.532303,79.738297,85.8946,40669108,84.923111
2009-06-02,87.758698,88.715302,82.4608,84.815399,32254406,83.856117
2009-06-03,86.777603,86.998398,81.994797,84.741898,22901124,83.783447
2009-06-04,84.422997,88.249298,84.373901,87.194603,34057296,86.208412
2009-06-05,88.298302,90.015198,82.926804,83.662697,35833637,82.716454
2009-06-08,85.796501,85.796501,76.868599,78.585503,33046676,77.696686
2009-06-09,78.389297,83.392899,73.115898,81.7005,40025340,80.776451
2009-06-10,82.902298,84.373901,77.506302,79.738297,25214751,78.836441
2009-06-11,81.136299,81.136299,76.206398,77.187401,29011419,76.314392
2009-06-12,77.015701,80.057098,74.759201,78.217598,47986938,77.332939
2009-06-15,76.034698,77.015701,71.619698,72.429199,26930263,71.610008
2009-06-16,71.178299,75.053596,69.706596,74.244202,23552190,73.404488
2009-06-17,74.072502,75.544098,69.706596,70.614098,21905040,69.815437
2009-06-18,71.129204,72.012199,67.302902,70.221703,23616752,69.427483
2009-06-19,71.153702,73.042297,69.559402,72.257401,18281318,71.440155
2009-06-22,73.532898,74.072502,68.014198,68.553802,22868747,67.778442
2009-06-23,66.272797,70.0009,65.953903,67.9897,30003360,67.220718
2009-06-24,68.676498,69.804703,66.567101,68.283997,23423927,67.511688
2009-06-25,68.848198,69.4123,65.365303,66.101097,28459334,65.353477
2009-06-26,67.204803,68.455704,65.782204,67.082199,19106186,66.323486
2009-06-29,67.768997,77.138397,67.768997,76.1082,88539397,75.247406
2009-06-30,76.476196,77.138397,68.725502,69.584,47973696,68.796989
2009-07-01,68.676498,69.853798,66.395401,68.725502,24101981,67.948204
2009-07-02,69.240601,70.344299,66.714302,67.965202,18668275,67.196503
2009-07-03,67.204803,69.363197,66.714302,68.799103,17566586,68.020973
2009-07-06,69.167,72.8461,64.286102,65.193604,30506079,64.456253
2009-07-07,66.199203,66.616203,62.2994,65.414299,19088015,64.674446
2009-07-08,63.869099,65.218102,60.3372,61.490002,19488748,60.794537
2009-07-09,61.563499,63.697399,59.356098,63.378601,21965893,62.661777
2009-07-10,63.795502,64.703003,59.944698,61.5145,13038448,60.81876
2009-07-13,59.8466,62.888,58.718399,62.373001,15286116,61.667549
2009-07-14,63.771,65.855797,63.354,65.585999,12865634,64.844208
2009-07-15,66.297302,70.393402,65.7332,69.289597,16408410,68.505913
2009-07-16,70.883904,71.202797,66.4935,67.057701,13299814,66.299271
2009-07-17,66.714302,68.676498,66.714302,68.087799,10676785,67.317711
2009-07-20,69.706596,69.902802,67.940697,69.044403,9452305,68.263496
2009-07-21,69.167,69.485901,66.297302,67.523697,8046013,66.759987
2009-07-22,68.185898,70.246201,66.567101,67.278397,11726633,66.517464
2009-07-23,68.185898,69.167,67.401001,68.9217,8991830,68.142181
2009-07-24,69.6576,70.467003,68.799103,69.436798,10513923,68.651451
2009-07-27,70.270699,72.576302,69.780197,72.159302,18922220,71.34317
2009-07-28,72.944199,73.3367,70.467003,71.399002,14659082,70.591461
2009-07-29,70.883904,72.281998,67.401001,69.510399,12907131,68.72422
2009-07-30,69.6576,71.717796,68.014198,70.565102,19825794,69.766991
2009-07-31,71.448097,72.061203,69.167,70.074501,8144888,69.281944
2009-08-03,69.927399,70.810303,67.719902,70.491501,9334301,69.694221
2009-08-04,70.883904,71.202797,68.946297,69.780197,8843799,68.990967
2009-08-05,69.191498,70.344299,68.210403,68.897202,6509980,68.117958
2009-08-06,68.799103,69.804703,66.272797,66.689796,6400814,65.935516
2009-08-07,65.7332,66.321899,63.623798,64.653999,7786889,63.922749
2009-08-10,65.7332,66.616203,62.2994,63.035198,5331308,62.322258
2009-08-11,63.280499,65.144501,62.618198,63.942699,5772843,63.219494
2009-08-12,63.427601,64.997398,62.0541,64.3106,4664619,63.583233
2009-08-13,65.267197,67.940697,65.021896,67.376503,7221320,66.614456
2009-08-14,67.450104,67.450104,65.242599,65.585999,4773915,64.844208
2009-08-17,64.752098,64.752098,62.3484,62.7654,4589607,62.055511
2009-08-18,62.789902,65.242599,62.127701,64.825699,5674287,64.092506
2009-08-19,65.831299,65.9785,62.397499,62.7654,6174104,62.055511
2009-08-20,63.820099,65.438904,63.403099,64.874702,5418621,64.140953
2009-08-21,64.8993,66.714302,64.261597,66.101097,7274037,65.353477
2009-08-24,67.572701,68.553802,66.223701,67.425598,6105931,66.663002
2009-08-25,66.714302,68.112297,65.242599,66.518097,7639541,65.76577
2009-08-26,66.714302,70.614098,66.714302,70.099098,13223813,69.306267
2009-08-27,69.902802,70.687698,68.970802,69.510399,12205501,68.72422
2009-08-28,69.510399,70.099098,67.327499,69.853798,8145775,69.063736
2009-08-31,67.204803,71.325401,67.204803,70.295303,9514352,69.500252
2009-09-01,70.736801,71.129204,67.302902,67.768997,7512434,67.002518
2009-09-02,66.959602,68.185898,66.395401,67.033096,4410109,66.27494
2009-09-03,67.695396,67.842499,65.806801,66.150101,3988212,65.401932
2009-09-04,66.591698,67.1558,65.414299,66.4935,4048817,65.741447
2009-09-07,67.008598,69.142502,67.008598,68.602898,6345237,67.826981
2009-09-08,69.117996,69.608498,66.861504,67.278397,5872301,66.517464
2009-09-09,68.872704,69.6576,67.695396,68.504799,10247883,67.729988
2009-09-10,69.608498,70.491501,67.302902,67.695396,6881570,66.929749
2009-09-11,68.185898,68.750099,66.591698,67.523697,4815687,66.759987
2009-09-14,67.204803,67.204803,65.880302,66.419998,3639928,65.668777
2009-09-15,60.680599,68.038803,60.680599,67.401001,5104249,66.63868
2009-09-16,67.793503,69.534897,67.008598,68.602898,8270752,67.826981
2009-09-17,69.4123,69.4123,66.959602,67.867104,5642166,67.09951
2009-09-18,67.621803,69.338699,67.229401,68.872704,8400797,68.093742
2009-09-22,68.725502,71.031097,68.185898,70.074501,11811473,69.281944
2009-09-23,70.148102,71.546204,68.259499,68.9953,8917177,68.214951
2009-09-24,68.676498,69.044403,67.278397,68.676498,7372486,67.89975
2009-09-25,68.431198,69.485901,67.768997,68.235001,5248185,67.463249
2009-09-29,68.112297,70.8349,68.112297,68.504799,4399573,67.729988
2009-09-30,70.393402,70.393402,68.235001,68.823601,5919383,68.045189
2009-10-01,73.483803,73.483803,69.363197,70.295303,6914302,69.500252
2009-10-05,70.393402,70.393402,67.302902,68.431198,3881259,67.657227
2009-10-06,69.6576,70.050003,66.223701,69.216103,4212585,68.43325
2009-10-07,70.099098,70.099098,67.7444,68.235001,3289404,67.463249
2009-10-08,68.676498,69.068901,67.057701,67.302902,4497765,66.541687
2009-10-09,67.695396,69.559402,67.204803,68.283997,4534766,67.511688
2009-10-12,68.676498,69.510399,67.940697,68.9217,3039934,68.142181
2009-10-13,68.872704,68.872704,68.872704,68.872704,0,68.093742
2009-10-14,69.363197,72.110298,68.774597,70.8349,7268810,70.033745
2009-10-15,72.698997,75.445999,71.864998,73.238503,17461261,72.410156
2009-10-16,73.876297,74.514,72.6008,73.140404,5275225,72.313171
2009-10-20,72.110298,74.023399,71.4235,72.355598,3576866,71.537239
2009-10-21,72.502701,72.797096,70.638603,70.932999,2714520,70.130737
2009-10-22,70.8349,71.080101,68.676498,69.117996,3392990,68.336258
2009-10-23,70.099098,71.129204,67.891602,68.480202,4035821,67.705681
2009-10-26,73.287598,73.287598,67.351997,67.842499,4612224,67.075188
2009-10-27,66.223701,73.0914,62.789902,66.272797,8985513,65.523239
2009-10-28,64.850197,66.076599,62.986099,64.3106,5479787,63.583233
2009-10-29,63.672901,63.672901,58.473099,59.356098,5932551,58.684769
2009-10-30,63.771,63.771,59.454201,60.435299,5017451,59.751762
2009-11-03,72.110298,72.110298,57.001499,57.884399,5737364,57.229713
2009-11-04,58.865501,63.084202,57.982601,62.152199,4444314,61.449245
2009-11-05,63.280499,64.261597,61.8088,63.771,5694133,63.04974
2009-11-06,64.359703,65.7332,63.5257,63.918201,3784345,63.195274
2009-11-09,64.457802,68.087799,64.261597,67.597298,4736041,66.832756
2009-11-10,68.5784,68.872704,65.7332,66.321899,3300219,65.571785
2009-11-11,66.321899,68.136902,65.537003,67.646301,3353196,66.88121
2009-11-12,69.6576,69.6576,57.884399,67.057701,4481474,66.299271
2009-11-13,64.261597,68.185898,64.261597,66.616203,4099451,65.862755
2009-11-16,67.7444,68.9217,66.812401,68.038803,3374101,67.269272
2009-11-17,68.480202,68.5784,66.321899,67.1558,2604349,66.396255
2009-11-18,67.401001,68.627403,66.076599,66.370903,4305536,65.620239
2009-11-19,65.831299,68.235001,65.7332,66.9105,5569564,66.153725
2009-11-20,66.616203,67.597298,66.076599,66.861504,3681417,66.105286
2009-11-23,67.302902,68.382103,66.027496,66.370903,3758012,65.620239
2009-11-24,65.7332,67.842499,65.7332,66.959602,3318659,66.202278
2009-11-25,67.204803,67.499199,65.585999,66.174698,2511479,65.426247
2009-11-26,65.7332,66.567101,64.3106,65.144501,4634502,64.407707
2009-11-27,64.653999,64.653999,61.367298,64.016296,4481917,63.292259
2009-11-30,64.850197,65.9785,64.752098,64.948303,2473577,64.213722
2009-12-01,65.635101,67.401001,65.046402,67.008598,3346672,66.250717
2009-12-02,67.891602,68.185898,66.223701,66.567101,3212213,65.814217
2009-12-03,66.321899,68.823601,66.174698,67.891602,11070195,67.123734
2009-12-04,68.480202,71.619698,67.7444,71.276398,19259740,70.470245
2009-12-07,71.963097,72.502701,68.382103,68.872704,8711193,68.093742
2009-12-08,68.970802,71.227303,68.774597,70.982002,7852632,70.179184
2009-12-09,70.8349,71.031097,67.695396,69.314201,4401023,68.530243
2009-12-10,69.363197,69.902802,68.9217,69.216103,3387020,68.43325
2009-12-11,69.755699,70.0009,67.7444,68.185898,3938266,67.414703
2009-12-14,67.842499,68.774597,67.106697,67.499199,2741229,66.735771
2009-12-15,68.480202,69.019897,65.635101,66.272797,5174158,65.523239
2009-12-16,66.223701,67.401001,65.635101,66.812401,2961757,66.05674
2009-12-17,66.812401,66.812401,65.438904,65.7332,2487227,64.989746
2009-12-18,65.7332,66.419998,64.850197,65.291702,2319461,64.553238
2009-12-21,65.242599,65.929398,64.3106,64.555901,2547968,63.825756
2009-12-22,64.752098,65.537003,64.555901,64.850197,2236756,64.11673
2009-12-23,64.997398,67.204803,64.752098,66.714302,2770574,65.959747
2009-12-24,67.646301,67.646301,65.635101,66.027496,2517358,65.280708
2009-12-29,72.110298,72.110298,65.831299,66.076599,1670806,65.329254
2009-12-30,66.616203,66.616203,65.635101,65.9785,1632138,65.232269
2009-12-31,66.616203,66.616203,64.8993,65.340797,4534714,64.601776
2010-01-04,72.110298,72.110298,65.046402,65.684097,3019324,64.9412
2010-01-05,66.272797,68.136902,65.9785,67.842499,5744965,67.075188
2010-01-06,68.5784,69.167,67.450104,67.891602,5066118,67.123734
2010-01-07,68.480202,68.9217,67.253899,67.695396,7534454,66.929749
2010-01-08,67.695396,68.676498,67.401001,67.793503,5975200,67.026749
2010-01-11,68.136902,69.265099,67.597298,67.9897,5503944,67.220718
2010-01-12,67.9897,68.529297,65.537003,65.782204,4846472,65.038193
2010-01-13,65.537003,65.880302,63.869099,65.095497,5229550,64.359253
2010-01-14,65.9785,67.597298,65.340797,66.370903,3985269,65.620239
2010-01-15,66.321899,67.1558,65.782204,66.272797,2868711,65.523239
2010-01-18,65.929398,67.106697,65.7332,66.272797,2699459,65.523239
2010-01-19,66.272797,66.763298,64.555901,64.997398,3131871,64.262268
2010-01-20,65.242599,65.537003,63.574799,63.820099,4480987,63.098278
2010-01-21,62.789902,64.261597,60.827702,62.691799,2994317,61.982742
2010-01-22,61.416401,62.691799,60.189999,61.612598,3323136,60.915745
2010-01-25,61.122101,61.612598,60.5825,60.876801,2211307,60.188274
2010-01-27,72.110298,72.110298,57.884399,58.276901,3647873,57.617779
2010-01-28,60.3372,61.318298,57.786301,60.3372,7971688,59.654774
2010-01-29,58.375,59.257999,57.050499,58.816502,6542603,58.151276
2010-02-01,57.884399,60.5825,57.688202,59.748501,2833229,59.072731
2010-02-02,60.140999,60.778702,57.884399,58.1297,3439785,57.47224
2010-02-03,58.865501,59.356098,57.197701,57.590099,4183511,56.938744
2010-02-04,57.001499,57.590099,53.862,54.1563,6665972,53.543781
2010-02-05,51.2621,52.880901,49.5452,51.605499,11888322,51.021828
2010-02-08,54.009102,55.627899,52.929901,55.088299,6741862,54.46524
2010-02-09,55.431702,55.676998,53.616699,54.4506,5932980,53.834755
2010-02-10,54.744999,55.922298,53.5676,54.303501,5647079,53.689316
2010-02-11,54.793999,55.333599,54.058201,54.9412,4262340,54.319805
2010-02-15,54.9902,55.873199,54.1073,54.548698,3248293,53.93174
2010-02-16,54.892101,55.775101,53.665699,55.2355,3336822,54.610775
2010-02-17,55.5298,56.3638,55.137402,55.5298,3724724,54.901745
2010-02-18,55.676998,55.676998,54.1563,54.548698,3345392,53.93174
2010-02-19,54.1563,54.892101,53.371399,53.812901,3521809,53.204266
2010-02-22,54.058201,54.892101,53.371399,53.960098,2692364,53.349796
2010-02-23,53.763901,54.793999,53.2733,54.597801,3155166,53.980289
2010-02-24,54.1563,54.6959,53.714802,54.254398,2247135,53.64077
